articleA,articleB,urlA,urlB,editorialOverlap,samePrimaryCluster,sharedClusters,metadataSimilarity,overallBodySimilarity,bodyCosine,bodyJaccard,introductionSimilarity,headingSequenceSimilarity,articleStructureSimilarity,faqSimilarity,conclusionSimilarity,examplesSimilarity,exercisesSimilarity,ngram5Overlap,exactDuplicatedSentenceCount,nearDuplicatedParagraphCount,sharedPracticeLanguage,sharedConclusionLanguage,overlapCausedByNecessaryDoctrine,overlapCausedByAvoidableGenericProse
mindfulness-of-breathing-guide,buddhist-wisdom-for-overthinking,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,https://echobuddha.com/articles/buddhist-wisdom-for-overthinking/,Low,false,,0.142,0.19,0.417,0.18,0.142,0.049,0.4,0.222,0,0,0.373,0.003,0,0,true,false,false,false
mindfulness-of-breathing-guide,impermanence-in-buddhism,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,https://echobuddha.com/articles/impermanence-in-buddhism/,Low,false,,0.014,0.121,0.256,0.161,0.059,0.05,0.4,0.116,0,0.051,0.31,0,0,0,true,false,false,false
mindfulness-of-breathing-guide,what-is-karma-in-buddhism,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,https://echobuddha.com/articles/what-is-karma-in-buddhism/,Low,false,,0.09,0.098,0.242,0.143,0,0.034,0.4,0.043,0,0.14,0.294,0.001,0,0,false,false,false,false
mindfulness-of-breathing-guide,four-noble-truths-explained,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,https://echobuddha.com/articles/four-noble-truths-explained/,Low,false,,0.029,0.109,0.24,0.163,0.045,0.022,0.4,0.082,0,0,0.285,0.001,0,0,false,false,false,false
mindfulness-of-breathing-guide,mindfulness-vs-meditation,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,https://echobuddha.com/articles/mindfulness-vs-meditation/,Low,true,Beginner Meditation and Mindfulness,0.648,0.256,0.511,0.218,0.322,0.067,0.4,0.315,0,0,0.513,0.001,0,0,true,false,false,false
mindfulness-of-breathing-guide,buddhist-teachings-on-forgiveness,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,https://echobuddha.com/articles/buddhist-teachings-on-forgiveness/,Low,false,,0,0.104,0.226,0.141,0.07,0.048,0.4,0.034,0,0.081,0.228,0,0,0,false,false,false,false
mindfulness-of-breathing-guide,metta-meditation-script,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,https://echobuddha.com/articles/metta-meditation-script/,Low,false,,0.219,0.143,0.327,0.189,0.059,0.038,0.4,0.103,0,0.14,0.327,0.001,0,0,true,false,false,false
mindfulness-of-breathing-guide,buddhism-for-beginners-simple-guide,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,https://echobuddha.com/articles/buddhism-for-beginners-simple-guide/,Low,false,,0.251,0.156,0.35,0.173,0.068,0.055,0.4,0.183,0,0.207,0.366,0,0,0,true,false,false,false
mindfulness-of-breathing-guide,how-to-meditate-for-anxiety,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,https://echobuddha.com/articles/how-to-meditate-for-anxiety/,Low,true,Beginner Meditation and Mindfulness,0.209,0.229,0.51,0.215,0.164,0.031,0.4,0.313,0,0,0.503,0,0,0,true,false,false,false
mindfulness-of-breathing-guide,loving-kindness-meditation-beginners,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,https://echobuddha.com/articles/loving-kindness-meditation-beginners/,Low,false,,0.245,0.127,0.26,0.186,0.093,0.03,0.4,0.103,0,0.055,0.262,0,0,0,false,false,false,false
mindfulness-of-breathing-guide,eightfold-path-explained-daily-life,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,https://echobuddha.com/articles/eightfold-path-explained-daily-life/,Low,false,,0.125,0.13,0.277,0.138,0.07,0.04,0.4,0.192,0,0.084,0.303,0,0,0,true,false,false,false
mindfulness-of-breathing-guide,mindfulness-morning-routine,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,https://echobuddha.com/articles/mindfulness-morning-routine/,Low,true,Beginner Meditation and Mindfulness,0.237,0.178,0.424,0.167,0.06,0.02,0.4,0.275,0,0.122,0.392,0,0,0,true,false,false,false
mindfulness-of-breathing-guide,buddhist-teachings-on-impermanence,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,https://echobuddha.com/articles/buddhist-teachings-on-impermanence/,Low,false,,0.033,0.126,0.271,0.186,0.06,0.039,0.4,0.087,0,0.08,0.299,0,0,0,false,false,false,false
mindfulness-of-breathing-guide,walking-meditation-step-by-step,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,https://echobuddha.com/articles/walking-meditation-step-by-step/,Low,true,Beginner Meditation and Mindfulness,0.365,0.197,0.387,0.22,0.193,0.058,0.4,0.241,0,0.113,0.414,0,0,0,true,false,false,false
mindfulness-of-breathing-guide,buddhist-approach-to-anger,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,https://echobuddha.com/articles/buddhist-approach-to-anger/,Low,false,,0.059,0.129,0.264,0.154,0.094,0.038,0.4,0.157,0,0,0.254,0,0,0,false,false,false,false
mindfulness-of-breathing-guide,mindfulness-for-better-sleep,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,https://echobuddha.com/articles/mindfulness-for-better-sleep/,Low,true,Beginner Meditation and Mindfulness,0.366,0.179,0.354,0.161,0.141,0.037,0.4,0.38,0,0.018,0.31,0,0,0,true,false,false,false
mindfulness-of-breathing-guide,how-to-practice-non-attachment,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,https://echobuddha.com/articles/how-to-practice-non-attachment/,Low,false,,0.072,0.114,0.254,0.146,0.077,0.032,0.4,0.064,0,0.048,0.291,0,0,0,false,false,false,false
mindfulness-of-breathing-guide,beginning-a-daily-mindfulness-practice,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,https://echobuddha.com/articles/beginning-a-daily-mindfulness-practice/,Low,true,Beginner Meditation and Mindfulness,0.465,0.234,0.486,0.202,0.209,0.038,0.4,0.393,0,0,0.483,0.001,0,0,true,false,false,false
mindfulness-of-breathing-guide,compassion-as-a-daily-discipline,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,https://echobuddha.com/articles/compassion-as-a-daily-discipline/,Low,false,,0.077,0.097,0.203,0.145,0.064,0.052,0.4,0.023,0,0.08,0.244,0,0,0,false,false,false,false
mindfulness-of-breathing-guide,letting-go-without-giving-up,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,https://echobuddha.com/articles/letting-go-without-giving-up/,Low,false,,0.018,0.115,0.288,0.151,0.024,0.024,0.4,0.048,0,0.152,0.304,0,0,0,true,false,false,false
mindfulness-of-breathing-guide,three-ways-to-practice-patience,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,https://echobuddha.com/articles/three-ways-to-practice-patience/,Low,false,,0.093,0.14,0.309,0.18,0.107,0.034,0.4,0.068,0,0,0.36,0,0,0,true,false,false,false
mindfulness-of-breathing-guide,mindful-listening-in-everyday-life,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,https://echobuddha.com/articles/mindful-listening-in-everyday-life/,Low,false,,0.161,0.133,0.289,0.14,0.107,0.031,0.4,0.137,0,0.088,0.31,0.001,0,0,true,false,false,false
mindfulness-of-breathing-guide,creating-a-peaceful-corner-at-home,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,https://echobuddha.com/articles/creating-a-peaceful-corner-at-home/,Low,false,,0.197,0.145,0.291,0.179,0.132,0.039,0.4,0.147,0,0.168,0.342,0,0,0,true,false,false,false
loving-kindness-meditation-guide,what-is-buddhism-beginner-guide,https://echobuddha.com/articles/loving-kindness-meditation-guide/,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,Low,false,,0.191,0.128,0.264,0.175,0.028,0.108,0.4,0.11,0,0,0.306,0,0,0,true,false,false,false
loving-kindness-meditation-guide,four-noble-truths-explained-simply,https://echobuddha.com/articles/loving-kindness-meditation-guide/,https://echobuddha.com/articles/four-noble-truths-explained-simply/,Low,false,,0.029,0.109,0.232,0.155,0.042,0.047,0.4,0.093,0,0,0.272,0,0,0,false,false,false,false
loving-kindness-meditation-guide,noble-eightfold-path-practical-guide,https://echobuddha.com/articles/loving-kindness-meditation-guide/,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,Low,false,,0.207,0.121,0.268,0.181,0.035,0.052,0.4,0.072,0,0,0.298,0,0,0,false,false,false,false
loving-kindness-meditation-guide,impermanence-in-buddhism-letting-go,https://echobuddha.com/articles/loving-kindness-meditation-guide/,https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,Low,false,,0.072,0.12,0.252,0.156,0.016,0.121,0.4,0.099,0,0,0.234,0,0,0,false,false,false,false
loving-kindness-meditation-guide,compassion-in-buddhism-beginner-guide,https://echobuddha.com/articles/loving-kindness-meditation-guide/,https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,Low,false,,0.224,0.22,0.453,0.228,0.171,0.202,0.4,0.111,0,0,0.489,0,0,0,true,false,false,false
loving-kindness-meditation-guide,how-to-meditate-for-beginners,https://echobuddha.com/articles/loving-kindness-meditation-guide/,https://echobuddha.com/articles/how-to-meditate-for-beginners/,Low,false,,0.532,0.14,0.241,0.154,0.17,0.118,0.4,0.118,0,0,0.243,0.001,0,0,false,false,false,false
loving-kindness-meditation-guide,mindfulness-of-breathing-guide,https://echobuddha.com/articles/loving-kindness-meditation-guide/,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,Low,false,,0.35,0.132,0.238,0.167,0.07,0.112,0.4,0.191,0,0,0.292,0.001,0,0,false,false,false,false
loving-kindness-meditation-guide,loving-kindness-meditation-guide,https://echobuddha.com/articles/loving-kindness-meditation-guide/,https://echobuddha.com/articles/loving-kindness-meditation-guide/,Self,true,Loving-kindness and Metta,1,1,1,1,1,1,1,1,1,1,1,1,48,0,true,true,false,false
loving-kindness-meditation-guide,dhammapada-reflection-what-we-think,https://echobuddha.com/articles/loving-kindness-meditation-guide/,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,Low,false,,0,0.112,0.22,0.165,0.033,0.117,0.4,0.061,0,0,0.201,0,0,0,false,false,false,false
loving-kindness-meditation-guide,dhammapada-reflection-trained-mind,https://echobuddha.com/articles/loving-kindness-meditation-guide/,https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,Low,false,,0,0.129,0.281,0.172,0.066,0.065,0.4,0.072,0,0,0.348,0.001,0,0,true,false,false,false
loving-kindness-meditation-guide,eightfold-path-explained,https://echobuddha.com/articles/loving-kindness-meditation-guide/,https://echobuddha.com/articles/eightfold-path-explained/,Low,false,,0.075,0.134,0.275,0.19,0.065,0.076,0.4,0.102,0,0,0.346,0.001,0,0,true,false,false,false
loving-kindness-meditation-guide,how-to-let-go-of-attachment-in-buddhism,https://echobuddha.com/articles/loving-kindness-meditation-guide/,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,Low,false,,0.033,0.12,0.293,0.16,0,0.062,0.4,0.062,0,0,0.346,0.001,0,0,true,false,false,false
loving-kindness-meditation-guide,right-speech-buddhism,https://echobuddha.com/articles/loving-kindness-meditation-guide/,https://echobuddha.com/articles/right-speech-buddhism/,Low,false,,0.066,0.142,0.3,0.182,0.111,0.067,0.4,0.067,0,0,0.319,0,0,0,true,false,false,false
loving-kindness-meditation-guide,buddhist-wisdom-for-overthinking,https://echobuddha.com/articles/loving-kindness-meditation-guide/,https://echobuddha.com/articles/buddhist-wisdom-for-overthinking/,Low,false,,0,0.117,0.236,0.16,0.07,0.04,0.4,0.137,0,0,0.281,0.002,0,0,false,false,false,false
loving-kindness-meditation-guide,impermanence-in-buddhism,https://echobuddha.com/articles/loving-kindness-meditation-guide/,https://echobuddha.com/articles/impermanence-in-buddhism/,Low,false,,0.014,0.123,0.29,0.18,0,0.062,0.4,0.074,0,0,0.296,0,0,0,false,false,false,false
loving-kindness-meditation-guide,what-is-karma-in-buddhism,https://echobuddha.com/articles/loving-kindness-meditation-guide/,https://echobuddha.com/articles/what-is-karma-in-buddhism/,Low,false,,0.05,0.121,0.282,0.164,0.017,0.043,0.4,0.096,0,0,0.288,0.001,0,0,false,false,false,false
loving-kindness-meditation-guide,four-noble-truths-explained,https://echobuddha.com/articles/loving-kindness-meditation-guide/,https://echobuddha.com/articles/four-noble-truths-explained/,Low,false,,0.028,0.11,0.235,0.164,0.044,0.03,0.4,0.1,0,0,0.195,0,0,0,false,false,false,false
loving-kindness-meditation-guide,mindfulness-vs-meditation,https://echobuddha.com/articles/loving-kindness-meditation-guide/,https://echobuddha.com/articles/mindfulness-vs-meditation/,Low,false,,0.438,0.173,0.329,0.173,0.181,0.045,0.4,0.278,0,0,0.381,0.001,0,0,true,false,false,false
loving-kindness-meditation-guide,buddhist-teachings-on-forgiveness,https://echobuddha.com/articles/loving-kindness-meditation-guide/,https://echobuddha.com/articles/buddhist-teachings-on-forgiveness/,Low,false,,0.013,0.166,0.398,0.171,0.069,0.067,0.4,0.113,0,0,0.305,0.001,0,0,true,false,false,false
loving-kindness-meditation-guide,metta-meditation-script,https://echobuddha.com/articles/loving-kindness-meditation-guide/,https://echobuddha.com/articles/metta-meditation-script/,Medium,true,Loving-kindness and Metta,0.648,0.319,0.609,0.284,0.421,0.094,0.4,0.396,0,0,0.532,0.007,0,0,true,false,true,false
loving-kindness-meditation-guide,buddhism-for-beginners-simple-guide,https://echobuddha.com/articles/loving-kindness-meditation-guide/,https://echobuddha.com/articles/buddhism-for-beginners-simple-guide/,Low,false,,0.293,0.151,0.319,0.183,0.067,0.064,0.4,0.196,0,0,0.376,0.001,0,0,true,false,false,false
loving-kindness-meditation-guide,how-to-meditate-for-anxiety,https://echobuddha.com/articles/loving-kindness-meditation-guide/,https://echobuddha.com/articles/how-to-meditate-for-anxiety/,Low,false,,0.291,0.146,0.324,0.181,0.018,0.04,0.4,0.241,0,0,0.4,0,0,0,true,false,false,false
loving-kindness-meditation-guide,loving-kindness-meditation-beginners,https://echobuddha.com/articles/loving-kindness-meditation-guide/,https://echobuddha.com/articles/loving-kindness-meditation-beginners/,Medium,true,Loving-kindness and Metta,0.815,0.333,0.682,0.252,0.346,0.107,0.4,0.491,0,0,0.605,0.007,0,0,true,false,true,false
loving-kindness-meditation-guide,eightfold-path-explained-daily-life,https://echobuddha.com/articles/loving-kindness-meditation-guide/,https://echobuddha.com/articles/eightfold-path-explained-daily-life/,Low,false,,0.027,0.114,0.218,0.144,0.086,0.049,0.4,0.147,0,0,0.275,0,0,0,false,false,false,false
loving-kindness-meditation-guide,mindfulness-morning-routine,https://echobuddha.com/articles/loving-kindness-meditation-guide/,https://echobuddha.com/articles/mindfulness-morning-routine/,Low,false,,0.088,0.107,0.231,0.128,0.039,0.028,0.4,0.165,0,0,0.254,0,0,0,false,false,false,false
loving-kindness-meditation-guide,buddhist-teachings-on-impermanence,https://echobuddha.com/articles/loving-kindness-meditation-guide/,https://echobuddha.com/articles/buddhist-teachings-on-impermanence/,Low,false,,0.016,0.121,0.288,0.172,0.02,0.048,0.4,0.058,0,0,0.264,0,0,0,false,false,false,false
loving-kindness-meditation-guide,walking-meditation-step-by-step,https://echobuddha.com/articles/loving-kindness-meditation-guide/,https://echobuddha.com/articles/walking-meditation-step-by-step/,Low,false,,0.538,0.143,0.281,0.156,0.095,0.058,0.4,0.245,0,0,0.376,0,0,0,true,false,false,false
loving-kindness-meditation-guide,buddhist-approach-to-anger,https://echobuddha.com/articles/loving-kindness-meditation-guide/,https://echobuddha.com/articles/buddhist-approach-to-anger/,Low,false,,0.015,0.128,0.297,0.154,0.055,0.046,0.4,0.083,0,0,0.162,0,0,0,false,false,false,false
loving-kindness-meditation-guide,mindfulness-for-better-sleep,https://echobuddha.com/articles/loving-kindness-meditation-guide/,https://echobuddha.com/articles/mindfulness-for-better-sleep/,Low,false,,0.135,0.109,0.208,0.146,0.079,0.037,0.4,0.144,0,0,0.255,0,0,0,false,false,false,false
loving-kindness-meditation-guide,how-to-practice-non-attachment,https://echobuddha.com/articles/loving-kindness-meditation-guide/,https://echobuddha.com/articles/how-to-practice-non-attachment/,Low,false,,0.053,0.119,0.27,0.146,0.057,0.041,0.4,0.089,0,0,0.294,0,0,0,false,false,false,false
loving-kindness-meditation-guide,beginning-a-daily-mindfulness-practice,https://echobuddha.com/articles/loving-kindness-meditation-guide/,https://echobuddha.com/articles/beginning-a-daily-mindfulness-practice/,Low,false,,0.236,0.149,0.294,0.147,0.164,0.047,0.4,0.177,0,0,0.4,0.001,0,0,true,false,false,false
loving-kindness-meditation-guide,compassion-as-a-daily-discipline,https://echobuddha.com/articles/loving-kindness-meditation-guide/,https://echobuddha.com/articles/compassion-as-a-daily-discipline/,Low,false,,0.094,0.178,0.407,0.205,0.105,0.073,0.4,0.095,0,0,0.372,0,0,0,true,false,false,false
loving-kindness-meditation-guide,letting-go-without-giving-up,https://echobuddha.com/articles/loving-kindness-meditation-guide/,https://echobuddha.com/articles/letting-go-without-giving-up/,Low,false,,0,0.114,0.273,0.155,0.024,0.024,0.4,0.081,0,0,0.285,0.001,0,0,false,false,false,false
loving-kindness-meditation-guide,three-ways-to-practice-patience,https://echobuddha.com/articles/loving-kindness-meditation-guide/,https://echobuddha.com/articles/three-ways-to-practice-patience/,Low,false,,0.076,0.129,0.28,0.164,0.084,0.034,0.4,0.104,0,0,0.323,0,0,0,true,false,false,false
loving-kindness-meditation-guide,mindful-listening-in-everyday-life,https://echobuddha.com/articles/loving-kindness-meditation-guide/,https://echobuddha.com/articles/mindful-listening-in-everyday-life/,Low,false,,0.035,0.139,0.316,0.176,0.063,0.039,0.4,0.105,0,0,0.278,0.001,0,0,false,false,false,false
loving-kindness-meditation-guide,creating-a-peaceful-corner-at-home,https://echobuddha.com/articles/loving-kindness-meditation-guide/,https://echobuddha.com/articles/creating-a-peaceful-corner-at-home/,Low,false,,0.355,0.134,0.258,0.143,0.151,0.048,0.4,0.144,0,0,0.361,0.001,0,0,true,false,false,false
dhammapada-reflection-what-we-think,what-is-buddhism-beginner-guide,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,Low,false,,0.09,0.197,0.378,0.214,0.204,0.104,0.4,0.19,0,0.053,0.392,0.002,0,0,true,false,false,false
dhammapada-reflection-what-we-think,four-noble-truths-explained-simply,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,https://echobuddha.com/articles/four-noble-truths-explained-simply/,Low,false,,0.108,0.136,0.27,0.214,0.054,0.069,0.4,0.125,0,0,0.289,0.001,0,0,false,false,false,false
dhammapada-reflection-what-we-think,noble-eightfold-path-practical-guide,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,Low,false,,0.026,0.134,0.272,0.195,0.084,0.048,0.4,0.119,0,0,0.332,0,0,0,true,false,false,false
dhammapada-reflection-what-we-think,impermanence-in-buddhism-letting-go,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,Low,false,,0.118,0.139,0.248,0.17,0.093,0.195,0.4,0.077,0,0.091,0.224,0.001,0,0,false,false,false,false
dhammapada-reflection-what-we-think,compassion-in-buddhism-beginner-guide,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,Low,false,,0.032,0.131,0.274,0.2,0.017,0.134,0.4,0.052,0,0,0.308,0,0,0,true,false,false,false
dhammapada-reflection-what-we-think,how-to-meditate-for-beginners,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,https://echobuddha.com/articles/how-to-meditate-for-beginners/,Low,false,,0.044,0.135,0.315,0.184,0.049,0.037,0.4,0.082,0,0.089,0.288,0,0,0,false,false,false,false
dhammapada-reflection-what-we-think,mindfulness-of-breathing-guide,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,Low,false,,0,0.121,0.252,0.167,0.034,0.099,0.4,0.092,0,0.048,0.244,0.001,0,0,false,false,false,false
dhammapada-reflection-what-we-think,loving-kindness-meditation-guide,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,https://echobuddha.com/articles/loving-kindness-meditation-guide/,Low,false,,0,0.112,0.22,0.165,0.033,0.117,0.4,0.061,0,0,0.201,0,0,0,false,false,false,false
dhammapada-reflection-what-we-think,dhammapada-reflection-what-we-think,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,Self,true,Dhammapada Reflections,1,1,1,1,1,1,1,1,1,1,1,1,57,0,true,true,false,false
dhammapada-reflection-what-we-think,dhammapada-reflection-trained-mind,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,Low,true,Dhammapada Reflections,0.658,0.227,0.383,0.225,0.286,0.158,0.4,0.295,0,0.03,0.414,0.008,0,1,true,false,true,true
dhammapada-reflection-what-we-think,eightfold-path-explained,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,https://echobuddha.com/articles/eightfold-path-explained/,Low,false,,0.035,0.15,0.336,0.211,0.021,0.07,0.4,0.14,0,0.12,0.339,0,0,0,true,false,false,false
dhammapada-reflection-what-we-think,how-to-let-go-of-attachment-in-buddhism,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,Low,false,,0.092,0.133,0.282,0.184,0.057,0.067,0.4,0.108,0,0.033,0.257,0,0,0,false,false,false,false
dhammapada-reflection-what-we-think,right-speech-buddhism,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,https://echobuddha.com/articles/right-speech-buddhism/,Low,false,,0.012,0.141,0.29,0.192,0.092,0.061,0.4,0.103,0,0,0.362,0.001,0,0,true,false,false,false
dhammapada-reflection-what-we-think,buddhist-wisdom-for-overthinking,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,https://echobuddha.com/articles/buddhist-wisdom-for-overthinking/,Low,false,,0.179,0.218,0.528,0.152,0.122,0.063,0.4,0.261,0,0,0.429,0,0,0,true,false,false,false
dhammapada-reflection-what-we-think,impermanence-in-buddhism,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,https://echobuddha.com/articles/impermanence-in-buddhism/,Low,false,,0.026,0.139,0.3,0.194,0.067,0.056,0.4,0.104,0,0.071,0.302,0,0,0,true,false,false,false
dhammapada-reflection-what-we-think,what-is-karma-in-buddhism,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,https://echobuddha.com/articles/what-is-karma-in-buddhism/,Low,false,,0.154,0.188,0.395,0.202,0.097,0.089,0.4,0.265,0,0.07,0.387,0,0,0,true,false,false,false
dhammapada-reflection-what-we-think,four-noble-truths-explained,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,https://echobuddha.com/articles/four-noble-truths-explained/,Low,false,,0.027,0.136,0.278,0.205,0.071,0.06,0.4,0.102,0,0,0.256,0.001,0,0,false,false,false,false
dhammapada-reflection-what-we-think,mindfulness-vs-meditation,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,https://echobuddha.com/articles/mindfulness-vs-meditation/,Low,false,,0,0.138,0.315,0.164,0.066,0.042,0.4,0.111,0,0,0.331,0,0,0,true,false,false,false
dhammapada-reflection-what-we-think,buddhist-teachings-on-forgiveness,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,https://echobuddha.com/articles/buddhist-teachings-on-forgiveness/,Low,false,,0.111,0.128,0.27,0.178,0.067,0.062,0.4,0.09,0,0,0.281,0.001,0,0,false,false,false,false
dhammapada-reflection-what-we-think,metta-meditation-script,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,https://echobuddha.com/articles/metta-meditation-script/,Low,false,,0,0.132,0.298,0.164,0.056,0.051,0.4,0.099,0,0.122,0.318,0,0,0,true,false,false,false
dhammapada-reflection-what-we-think,buddhism-for-beginners-simple-guide,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,https://echobuddha.com/articles/buddhism-for-beginners-simple-guide/,Low,false,,0.029,0.186,0.384,0.204,0.179,0.051,0.4,0.183,0,0.114,0.383,0.001,0,0,true,false,false,false
dhammapada-reflection-what-we-think,how-to-meditate-for-anxiety,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,https://echobuddha.com/articles/how-to-meditate-for-anxiety/,Low,false,,0.048,0.135,0.335,0.164,0.035,0.029,0.4,0.079,0,0,0.308,0.003,0,0,true,false,false,false
dhammapada-reflection-what-we-think,loving-kindness-meditation-beginners,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,https://echobuddha.com/articles/loving-kindness-meditation-beginners/,Low,false,,0,0.096,0.216,0.138,0.018,0.036,0.4,0.091,0,0.038,0.227,0,0,0,false,false,false,false
dhammapada-reflection-what-we-think,eightfold-path-explained-daily-life,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,https://echobuddha.com/articles/eightfold-path-explained-daily-life/,Low,false,,0.064,0.152,0.302,0.181,0.133,0.054,0.4,0.172,0,0.073,0.309,0,0,0,true,false,false,false
dhammapada-reflection-what-we-think,mindfulness-morning-routine,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,https://echobuddha.com/articles/mindfulness-morning-routine/,Low,false,,0.027,0.125,0.292,0.149,0.019,0.047,0.4,0.143,0,0,0.307,0.001,0,0,true,false,false,false
dhammapada-reflection-what-we-think,buddhist-teachings-on-impermanence,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,https://echobuddha.com/articles/buddhist-teachings-on-impermanence/,Low,false,,0.06,0.138,0.3,0.209,0.057,0.053,0.4,0.075,0,0.11,0.313,0,0,0,true,false,false,false
dhammapada-reflection-what-we-think,walking-meditation-step-by-step,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,https://echobuddha.com/articles/walking-meditation-step-by-step/,Low,false,,0,0.105,0.24,0.125,0.055,0.045,0.4,0.062,0,0.039,0.275,0,0,0,false,false,false,false
dhammapada-reflection-what-we-think,buddhist-approach-to-anger,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,https://echobuddha.com/articles/buddhist-approach-to-anger/,Low,false,,0.055,0.118,0.251,0.186,0.018,0.035,0.4,0.143,0,0,0.281,0,0,0,false,false,false,false
dhammapada-reflection-what-we-think,mindfulness-for-better-sleep,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,https://echobuddha.com/articles/mindfulness-for-better-sleep/,Low,false,,0,0.124,0.279,0.125,0.057,0.042,0.4,0.156,0,0,0.207,0,0,0,false,false,false,false
dhammapada-reflection-what-we-think,how-to-practice-non-attachment,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,https://echobuddha.com/articles/how-to-practice-non-attachment/,Low,false,,0.099,0.139,0.329,0.163,0.073,0.046,0.4,0.061,0,0.066,0.315,0,0,0,true,false,false,false
dhammapada-reflection-what-we-think,beginning-a-daily-mindfulness-practice,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,https://echobuddha.com/articles/beginning-a-daily-mindfulness-practice/,Low,false,,0,0.136,0.305,0.128,0.099,0.044,0.4,0.137,0,0,0.3,0,0,0,true,false,false,false
dhammapada-reflection-what-we-think,compassion-as-a-daily-discipline,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,https://echobuddha.com/articles/compassion-as-a-daily-discipline/,Low,false,,0.035,0.136,0.285,0.181,0.061,0.057,0.4,0.142,0,0,0.372,0,0,0,true,false,false,false
dhammapada-reflection-what-we-think,letting-go-without-giving-up,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,https://echobuddha.com/articles/letting-go-without-giving-up/,Low,false,,0.255,0.131,0.292,0.17,0.093,0.03,0.4,0.062,0,0,0.333,0,0,0,true,false,false,false
