URL,route,family,intended_index_state,html,title,h1,visible_word_count,substantive_main_text_chars,external_links,monetization_state,phase_2_score,phase_3_protection,phase_6_cornerstone,phase_8_template_risk,phase_12_review_coverage,placeholder_screen,ad_click_encouragement,off_topic_commercial,result
https://echobuddha.com/articles/what-is-sangha-buddhist-community/,/articles/what-is-sangha-buddhist-community/,ARTICLE,INDEXABLE_CANONICAL_200,YES,What Is Sangha? Buddhist Community for Beginners | Echo Buddha,What Is Sangha? Why Buddhist Community Matters for Beginners,2144,13459,3,HOLD_MANUAL_REVIEW,77,SEO_P1_HIGH,NOT_PHASE_6_CORNERSTONE,T1_LOW_TEMPLATE_RISK,FULL_SEO_P0_P1,NO,NO,NO,PASS
https://echobuddha.com/authors/echo-buddha-editorial/,/authors/echo-buddha-editorial/,TRUST,INDEXABLE_CANONICAL_200,YES,Echo Buddha Editorial | Echo Buddha,Echo Buddha Editorial,575,2983,0,NEVER_MONETIZE,NOT_SCORED,SEO_P2_EMERGING,NOT_PHASE_6_CORNERSTONE,NOT_CLASSIFIED,FULL_TRUST_SURFACE,NO,NO,NO,PASS
https://echobuddha.com/buddhist-sources-and-citations/,/buddhist-sources-and-citations/,TRUST,INDEXABLE_CANONICAL_200,YES,Buddhist Sources and Citations | Echo Buddha,Buddhist Sources and Citations,732,3956,0,NEVER_MONETIZE,NOT_SCORED,SEO_P2_EMERGING,NOT_PHASE_6_CORNERSTONE,NOT_CLASSIFIED,FULL_TRUST_SURFACE,NO,NO,NO,PASS
https://echobuddha.com/contact/,/contact/,UTILITY,INDEXABLE_CANONICAL_200,YES,Contact | Echo Buddha,Contact Echo Buddha,328,1111,0,NEVER_MONETIZE,NOT_SCORED,SEO_P2_EMERGING,NOT_PHASE_6_CORNERSTONE,NOT_CLASSIFIED,100%_AUTOMATED_SEMANTIC_SCREEN,NO,NO,NO,PASS
https://echobuddha.com/corrections/,/corrections/,TRUST,INDEXABLE_CANONICAL_200,YES,Corrections and Editorial Updates | Echo Buddha,Corrections and Editorial Updates,552,2689,0,NEVER_MONETIZE,NOT_SCORED,SEO_P2_EMERGING,NOT_PHASE_6_CORNERSTONE,NOT_CLASSIFIED,FULL_TRUST_SURFACE,NO,NO,NO,PASS
https://echobuddha.com/daily-reflections/,/daily-reflections/,DAILY_REFLECTION,INDEXABLE_CANONICAL_200,YES,Daily Buddhist Reflections for Mindful Living | Echo Buddha,Daily Buddhist Reflections for Mindful Living,2193,13235,0,NEVER_MONETIZE,73,SEO_P1_HIGH,NOT_PHASE_6_CORNERSTONE,NOT_CLASSIFIED,FULL_SEO_P0_P1,NO,NO,NO,PASS
https://echobuddha.com/daily-reflections/anger-as-a-signal/,/daily-reflections/anger-as-a-signal/,DAILY_REFLECTION,NOINDEX_USER_PAGE_200,YES,Anger Can Become a Signal - Daily Buddhist Reflection | Echo Buddha,Anger Can Become a Signal,401,1455,0,NEVER_MONETIZE,NOT_SCORED,SEO_P2_EMERGING,NOT_CORNERSTONE,T1_LOW_TEMPLATE_RISK,100%_AUTOMATED_SEMANTIC_SCREEN,NO,NO,NO,PASS
https://echobuddha.com/daily-reflections/begin-again-without-shame/,/daily-reflections/begin-again-without-shame/,DAILY_REFLECTION,NOINDEX_USER_PAGE_200,YES,Begin Again Without Shame - Daily Buddhist Reflection | Echo Buddha,Begin Again Without Shame,388,1420,0,NEVER_MONETIZE,NOT_SCORED,SEO_P2_EMERGING,NOT_CORNERSTONE,T2_MODERATE_TEMPLATE_RISK,FULL_HISTORICAL_TEMPLATE_RISK,NO,NO,NO,PASS
https://echobuddha.com/daily-reflections/compassion-begins-nearby/,/daily-reflections/compassion-begins-nearby/,DAILY_REFLECTION,NOINDEX_USER_PAGE_200,YES,Compassion Begins Nearby - Daily Buddhist Reflection | Echo Buddha,Compassion Begins Nearby,386,1432,0,NEVER_MONETIZE,NOT_SCORED,SEO_P3_LIMITED,NOT_CORNERSTONE,T1_LOW_TEMPLATE_RISK,100%_AUTOMATED_SEMANTIC_SCREEN,NO,NO,NO,PASS
https://echobuddha.com/daily-reflections/enough-for-this-moment/,/daily-reflections/enough-for-this-moment/,DAILY_REFLECTION,NOINDEX_USER_PAGE_200,YES,Enough for This Moment - Daily Buddhist Reflection | Echo Buddha,Enough for This Moment,383,1357,0,NEVER_MONETIZE,NOT_SCORED,SEO_P3_LIMITED,NOT_CORNERSTONE,T2_MODERATE_TEMPLATE_RISK,FULL_HISTORICAL_TEMPLATE_RISK,NO,NO,NO,PASS
https://echobuddha.com/daily-reflections/evening-release/,/daily-reflections/evening-release/,DAILY_REFLECTION,NOINDEX_USER_PAGE_200,YES,End the Day by Releasing - Daily Buddhist Reflection | Echo Buddha,End the Day by Releasing,401,1468,0,NEVER_MONETIZE,NOT_SCORED,SEO_P3_LIMITED,NOT_CORNERSTONE,T1_LOW_TEMPLATE_RISK,100%_AUTOMATED_SEMANTIC_SCREEN,NO,NO,NO,PASS
https://echobuddha.com/daily-reflections/family-patience/,/daily-reflections/family-patience/,DAILY_REFLECTION,NOINDEX_USER_PAGE_200,YES,Patience at Home - Daily Buddhist Reflection | Echo Buddha,Patience at Home,377,1382,0,NEVER_MONETIZE,NOT_SCORED,SEO_P2_EMERGING,NOT_CORNERSTONE,T2_MODERATE_TEMPLATE_RISK,FULL_HISTORICAL_TEMPLATE_RISK,NO,NO,NO,PASS
https://echobuddha.com/daily-reflections/forgiveness-without-approval/,/daily-reflections/forgiveness-without-approval/,DAILY_REFLECTION,NOINDEX_USER_PAGE_200,YES,Forgiveness Is Not Approval - Daily Buddhist Reflection | Echo Buddha,Forgiveness Is Not Approval,384,1431,0,NEVER_MONETIZE,NOT_SCORED,SEO_P3_LIMITED,NOT_CORNERSTONE,T2_MODERATE_TEMPLATE_RISK,FULL_HISTORICAL_TEMPLATE_RISK,NO,NO,NO,PASS
https://echobuddha.com/daily-reflections/gratitude-for-change/,/daily-reflections/gratitude-for-change/,DAILY_REFLECTION,NOINDEX_USER_PAGE_200,YES,Gratitude for Change - Daily Buddhist Reflection | Echo Buddha,Gratitude for Change,370,1319,0,NEVER_MONETIZE,NOT_SCORED,SEO_P2_EMERGING,NOT_CORNERSTONE,T2_MODERATE_TEMPLATE_RISK,FULL_HISTORICAL_TEMPLATE_RISK,NO,NO,NO,PASS
https://echobuddha.com/daily-reflections/gratitude-notices-enough/,/daily-reflections/gratitude-notices-enough/,DAILY_REFLECTION,NOINDEX_USER_PAGE_200,YES,Gratitude Notices Enough - Daily Buddhist Reflection | Echo Buddha,Gratitude Notices Enough,374,1373,0,NEVER_MONETIZE,NOT_SCORED,SEO_P3_LIMITED,NOT_CORNERSTONE,T2_MODERATE_TEMPLATE_RISK,FULL_HISTORICAL_TEMPLATE_RISK,NO,NO,NO,PASS
https://echobuddha.com/daily-reflections/impermanence-softens-clinging/,/daily-reflections/impermanence-softens-clinging/,DAILY_REFLECTION,NOINDEX_USER_PAGE_200,YES,Impermanence Softens Clinging - Daily Buddhist Reflection | Echo Buddha,Impermanence Softens Clinging,390,1421,0,NEVER_MONETIZE,NOT_SCORED,SEO_P2_EMERGING,NOT_CORNERSTONE,T2_MODERATE_TEMPLATE_RISK,FULL_HISTORICAL_TEMPLATE_RISK,NO,NO,NO,PASS
https://echobuddha.com/daily-reflections/kindness-with-boundaries/,/daily-reflections/kindness-with-boundaries/,DAILY_REFLECTION,NOINDEX_USER_PAGE_200,YES,Kindness Can Have Boundaries - Daily Buddhist Reflection | Echo Buddha,Kindness Can Have Boundaries,382,1435,0,NEVER_MONETIZE,NOT_SCORED,SEO_P3_LIMITED,NOT_CORNERSTONE,T2_MODERATE_TEMPLATE_RISK,FULL_HISTORICAL_TEMPLATE_RISK,NO,NO,NO,PASS
https://echobuddha.com/daily-reflections/let-the-feeling-pass/,/daily-reflections/let-the-feeling-pass/,DAILY_REFLECTION,NOINDEX_USER_PAGE_200,YES,Let the Feeling Pass Through - Daily Buddhist Reflection | Echo Buddha,Let the Feeling Pass Through,414,1554,0,NEVER_MONETIZE,NOT_SCORED,SEO_P3_LIMITED,NOT_CORNERSTONE,T1_LOW_TEMPLATE_RISK,100%_AUTOMATED_SEMANTIC_SCREEN,NO,NO,NO,PASS
https://echobuddha.com/daily-reflections/letting-go-keeps-care/,/daily-reflections/letting-go-keeps-care/,DAILY_REFLECTION,NOINDEX_USER_PAGE_200,YES,Letting Go Keeps the Care - Daily Buddhist Reflection | Echo Buddha,Letting Go Keeps the Care,386,1400,0,NEVER_MONETIZE,NOT_SCORED,SEO_P3_LIMITED,NOT_CORNERSTONE,T2_MODERATE_TEMPLATE_RISK,FULL_HISTORICAL_TEMPLATE_RISK,NO,NO,NO,PASS
https://echobuddha.com/daily-reflections/listen-before-answering/,/daily-reflections/listen-before-answering/,DAILY_REFLECTION,NOINDEX_USER_PAGE_200,YES,Listen Before Answering - Daily Buddhist Reflection | Echo Buddha,Listen Before Answering,378,1416,0,NEVER_MONETIZE,NOT_SCORED,SEO_P3_LIMITED,NOT_CORNERSTONE,T1_LOW_TEMPLATE_RISK,100%_AUTOMATED_SEMANTIC_SCREEN,NO,NO,NO,PASS
https://echobuddha.com/daily-reflections/metta-for-a-difficult-person/,/daily-reflections/metta-for-a-difficult-person/,DAILY_REFLECTION,NOINDEX_USER_PAGE_200,YES,Metta Without Pretending - Daily Buddhist Reflection | Echo Buddha,Metta Without Pretending,388,1474,0,NEVER_MONETIZE,NOT_SCORED,SEO_P2_EMERGING,NOT_CORNERSTONE,T1_LOW_TEMPLATE_RISK,100%_AUTOMATED_SEMANTIC_SCREEN,NO,NO,NO,PASS
https://echobuddha.com/daily-reflections/mindful-work/,/daily-reflections/mindful-work/,DAILY_REFLECTION,NOINDEX_USER_PAGE_200,YES,Work Can Carry Practice - Daily Buddhist Reflection | Echo Buddha,Work Can Carry Practice,385,1379,0,NEVER_MONETIZE,NOT_SCORED,SEO_P3_LIMITED,NOT_CORNERSTONE,T2_MODERATE_TEMPLATE_RISK,FULL_HISTORICAL_TEMPLATE_RISK,NO,NO,NO,PASS
https://echobuddha.com/daily-reflections/morning-intention/,/daily-reflections/morning-intention/,DAILY_REFLECTION,NOINDEX_USER_PAGE_200,YES,Begin With Intention - Daily Buddhist Reflection | Echo Buddha,Begin With Intention,378,1361,0,NEVER_MONETIZE,NOT_SCORED,SEO_P3_LIMITED,NOT_CORNERSTONE,T2_MODERATE_TEMPLATE_RISK,FULL_HISTORICAL_TEMPLATE_RISK,NO,NO,NO,PASS
https://echobuddha.com/daily-reflections/notice-before-fixing/,/daily-reflections/notice-before-fixing/,DAILY_REFLECTION,NOINDEX_USER_PAGE_200,YES,Notice Before Fixing - Daily Buddhist Reflection | Echo Buddha,Notice Before Fixing,383,1413,0,NEVER_MONETIZE,NOT_SCORED,SEO_P3_LIMITED,NOT_CORNERSTONE,T1_LOW_TEMPLATE_RISK,100%_AUTOMATED_SEMANTIC_SCREEN,NO,NO,NO,PASS
https://echobuddha.com/daily-reflections/one-honest-breath/,/daily-reflections/one-honest-breath/,DAILY_REFLECTION,NOINDEX_USER_PAGE_200,YES,Return Through One Honest Breath - Daily Buddhist Reflection | Echo Buddha,Return Through One Honest Breath,400,1484,0,NEVER_MONETIZE,NOT_SCORED,SEO_P3_LIMITED,NOT_CORNERSTONE,T2_MODERATE_TEMPLATE_RISK,FULL_HISTORICAL_TEMPLATE_RISK,NO,NO,NO,PASS
https://echobuddha.com/daily-reflections/one-step-on-the-path/,/daily-reflections/one-step-on-the-path/,DAILY_REFLECTION,NOINDEX_USER_PAGE_200,YES,The Path Is One Step - Daily Buddhist Reflection | Echo Buddha,The Path Is One Step,398,1400,0,NEVER_MONETIZE,NOT_SCORED,SEO_P3_LIMITED,NOT_CORNERSTONE,T2_MODERATE_TEMPLATE_RISK,FULL_HISTORICAL_TEMPLATE_RISK,NO,NO,NO,PASS
https://echobuddha.com/daily-reflections/patience-before-anger-speaks/,/daily-reflections/patience-before-anger-speaks/,DAILY_REFLECTION,NOINDEX_USER_PAGE_200,YES,Patience Begins Before Anger Speaks - Daily Buddhist Reflection | Echo Buddha,Patience Begins Before Anger Speaks,428,1644,0,NEVER_MONETIZE,NOT_SCORED,SEO_P2_EMERGING,NOT_CORNERSTONE,T1_LOW_TEMPLATE_RISK,100%_AUTOMATED_SEMANTIC_SCREEN,NO,NO,NO,PASS
https://echobuddha.com/daily-reflections/rest-without-escape/,/daily-reflections/rest-without-escape/,DAILY_REFLECTION,NOINDEX_USER_PAGE_200,YES,Rest Without Escape - Daily Buddhist Reflection | Echo Buddha,Rest Without Escape,404,1449,0,NEVER_MONETIZE,NOT_SCORED,SEO_P2_EMERGING,NOT_CORNERSTONE,T1_LOW_TEMPLATE_RISK,100%_AUTOMATED_SEMANTIC_SCREEN,NO,NO,NO,PASS
https://echobuddha.com/daily-reflections/see-the-conditions/,/daily-reflections/see-the-conditions/,DAILY_REFLECTION,NOINDEX_USER_PAGE_200,YES,See the Conditions - Daily Buddhist Reflection | Echo Buddha,See the Conditions,377,1382,0,NEVER_MONETIZE,NOT_SCORED,SEO_P3_LIMITED,NOT_CORNERSTONE,T2_MODERATE_TEMPLATE_RISK,FULL_HISTORICAL_TEMPLATE_RISK,NO,NO,NO,PASS
https://echobuddha.com/daily-reflections/simple-goodwill/,/daily-reflections/simple-goodwill/,DAILY_REFLECTION,NOINDEX_USER_PAGE_200,YES,Simple Goodwill Counts - Daily Buddhist Reflection | Echo Buddha,Simple Goodwill Counts,372,1354,0,NEVER_MONETIZE,NOT_SCORED,SEO_P3_LIMITED,NOT_CORNERSTONE,T2_MODERATE_TEMPLATE_RISK,FULL_HISTORICAL_TEMPLATE_RISK,NO,NO,NO,PASS
https://echobuddha.com/daily-reflections/small-actions-shape-the-mind/,/daily-reflections/small-actions-shape-the-mind/,DAILY_REFLECTION,NOINDEX_USER_PAGE_200,YES,Small Actions Shape the Mind - Daily Buddhist Reflection | Echo Buddha,Small Actions Shape the Mind,392,1422,0,NEVER_MONETIZE,NOT_SCORED,SEO_P2_EMERGING,NOT_CORNERSTONE,T2_MODERATE_TEMPLATE_RISK,FULL_HISTORICAL_TEMPLATE_RISK,NO,NO,NO,PASS
https://echobuddha.com/daily-reflections/soften-the-inner-argument/,/daily-reflections/soften-the-inner-argument/,DAILY_REFLECTION,NOINDEX_USER_PAGE_200,YES,Soften the Inner Argument - Daily Buddhist Reflection | Echo Buddha,Soften the Inner Argument,384,1382,0,NEVER_MONETIZE,NOT_SCORED,SEO_P3_LIMITED,NOT_CORNERSTONE,T1_LOW_TEMPLATE_RISK,100%_AUTOMATED_SEMANTIC_SCREEN,NO,NO,NO,PASS
https://echobuddha.com/daily-reflections/speech-can-reduce-suffering/,/daily-reflections/speech-can-reduce-suffering/,DAILY_REFLECTION,NOINDEX_USER_PAGE_200,YES,Speech Can Reduce Suffering - Daily Buddhist Reflection | Echo Buddha,Speech Can Reduce Suffering,382,1361,0,NEVER_MONETIZE,NOT_SCORED,SEO_P3_LIMITED,NOT_CORNERSTONE,T2_MODERATE_TEMPLATE_RISK,FULL_HISTORICAL_TEMPLATE_RISK,NO,NO,NO,PASS
https://echobuddha.com/daily-reflections/the-first-truth-is-kind/,/daily-reflections/the-first-truth-is-kind/,DAILY_REFLECTION,NOINDEX_USER_PAGE_200,YES,The First Truth Is Kind - Daily Buddhist Reflection | Echo Buddha,The First Truth Is Kind,388,1383,0,NEVER_MONETIZE,NOT_SCORED,SEO_P3_LIMITED,NOT_CORNERSTONE,T2_MODERATE_TEMPLATE_RISK,FULL_HISTORICAL_TEMPLATE_RISK,NO,NO,NO,PASS
https://echobuddha.com/daily-reflections/thoughts-are-visitors/,/daily-reflections/thoughts-are-visitors/,DAILY_REFLECTION,NOINDEX_USER_PAGE_200,YES,Thoughts Are Visitors - Daily Buddhist Reflection | Echo Buddha,Thoughts Are Visitors,398,1484,0,NEVER_MONETIZE,NOT_SCORED,SEO_P2_EMERGING,NOT_CORNERSTONE,T1_LOW_TEMPLATE_RISK,100%_AUTOMATED_SEMANTIC_SCREEN,NO,NO,NO,PASS
https://echobuddha.com/daily-reflections/today/,/daily-reflections/today/,DAILY_REFLECTION,NOINDEX_USER_PAGE_200,YES,Today&#39;s Buddhist Reflection Prompt | Echo Buddha,Today's Buddhist Reflection Prompt,2229,13389,0,NEVER_MONETIZE,NOT_SCORED,SEO_P2_EMERGING,NOT_CORNERSTONE,NOT_CLASSIFIED,100%_AUTOMATED_SEMANTIC_SCREEN,NO,NO,NO,PASS
https://echobuddha.com/daily-reflections/walking-as-practice/,/daily-reflections/walking-as-practice/,DAILY_REFLECTION,NOINDEX_USER_PAGE_200,YES,Walking Can Be Practice - Daily Buddhist Reflection | Echo Buddha,Walking Can Be Practice,386,1395,0,NEVER_MONETIZE,NOT_SCORED,SEO_P2_EMERGING,NOT_CORNERSTONE,T2_MODERATE_TEMPLATE_RISK,FULL_HISTORICAL_TEMPLATE_RISK,NO,NO,NO,PASS
https://echobuddha.com/disclaimer/,/disclaimer/,LEGAL,INDEXABLE_CANONICAL_200,YES,Disclaimer | Echo Buddha,Disclaimer,425,1841,0,NEVER_MONETIZE,NOT_SCORED,SEO_P2_EMERGING,NOT_PHASE_6_CORNERSTONE,NOT_CLASSIFIED,100%_AUTOMATED_SEMANTIC_SCREEN,NO,NO,NO,PASS
https://echobuddha.com/editorial-policy/,/editorial-policy/,TRUST,INDEXABLE_CANONICAL_200,YES,Editorial Policy | Echo Buddha,Editorial Policy,1091,6714,0,NEVER_MONETIZE,NOT_SCORED,SEO_P2_EMERGING,NOT_PHASE_6_CORNERSTONE,NOT_CLASSIFIED,FULL_TRUST_SURFACE,NO,NO,NO,PASS
https://echobuddha.com/how-echo-buddha-creates-content/,/how-echo-buddha-creates-content/,TRUST,INDEXABLE_CANONICAL_200,YES,How Echo Buddha Creates Content | Echo Buddha,How Echo Buddha Creates Content,712,4021,0,NEVER_MONETIZE,NOT_SCORED,SEO_P2_EMERGING,NOT_PHASE_6_CORNERSTONE,NOT_CLASSIFIED,FULL_TRUST_SURFACE,NO,NO,NO,PASS
https://echobuddha.com/learn/,/learn/,LEARN_NAVIGATION,INDEXABLE_CANONICAL_200,YES,Learn Buddhist Wisdom for Daily Life | Echo Buddha,Learn Buddhist Wisdom for Daily Life,485,2101,0,NEVER_MONETIZE,54,SEO_P2_EMERGING,NOT_PHASE_6_CORNERSTONE,NOT_CLASSIFIED,100%_AUTOMATED_SEMANTIC_SCREEN,NO,NO,NO,PASS
https://echobuddha.com/learn/buddhism-101/,/learn/buddhism-101/,LEARN_NAVIGATION,INDEXABLE_CANONICAL_200,YES,Buddhism 101 | Echo Buddha,Buddhism 101,859,4836,2,NEVER_MONETIZE,80,SEO_P2_EMERGING,NOT_PHASE_6_CORNERSTONE,NOT_CLASSIFIED,100%_AUTOMATED_SEMANTIC_SCREEN,NO,NO,NO,PASS
https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,/learn/buddhism-101/a-simple-daily-buddhist-practice/,LEARN_DETAIL,INDEXABLE_CANONICAL_200,YES,A Simple Daily Buddhist Practice | Echo Buddha,A Simple Daily Buddhist Practice,506,2238,1,HOLD_MANUAL_REVIEW,72,SEO_P2_EMERGING,NOT_PHASE_6_CORNERSTONE,T0_DISTINCT,100%_AUTOMATED_SEMANTIC_SCREEN,NO,NO,NO,PASS
https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,/learn/buddhism-101/dependent-origination-explained/,LEARN_DETAIL,INDEXABLE_CANONICAL_200,YES,Dependent Origination in Buddhism Explained for Beginners | Echo Buddha,Dependent Origination Explained,1246,7242,1,HOLD_MANUAL_REVIEW,72,SEO_P2_EMERGING,NOT_PHASE_6_CORNERSTONE,T1_LOW_TEMPLATE_RISK,100%_AUTOMATED_SEMANTIC_SCREEN,NO,NO,NO,PASS
https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,/learn/buddhism-101/five-aggregates-buddhism/,LEARN_DETAIL,INDEXABLE_CANONICAL_200,YES,The Five Aggregates in Buddhism Explained Simply | Echo Buddha,The Five Aggregates in Buddhism,1286,7182,1,HOLD_MANUAL_REVIEW,73,SEO_P2_EMERGING,NOT_PHASE_6_CORNERSTONE,T1_LOW_TEMPLATE_RISK,100%_AUTOMATED_SEMANTIC_SCREEN,NO,NO,NO,PASS
https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/,/learn/buddhism-101/five-hindrances-in-buddhism/,LEARN_DETAIL,INDEXABLE_CANONICAL_200,YES,Five Hindrances in Buddhism Explained for Beginners | Echo Buddha,The Five Hindrances in Buddhism,529,2351,1,HOLD_MANUAL_REVIEW,72,SEO_P2_EMERGING,NOT_PHASE_6_CORNERSTONE,T0_DISTINCT,100%_AUTOMATED_SEMANTIC_SCREEN,NO,NO,NO,PASS
https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,/learn/buddhism-101/five-precepts-buddhism/,LEARN_DETAIL,INDEXABLE_CANONICAL_200,YES,The Five Precepts in Buddhism: A Beginner&#39;s Guide to Ethical Living | Echo Buddha,The Five Precepts in Buddhism,1536,8729,1,HOLD_MANUAL_REVIEW,79,SEO_P2_EMERGING,NOT_PHASE_6_CORNERSTONE,T1_LOW_TEMPLATE_RISK,100%_AUTOMATED_SEMANTIC_SCREEN,NO,NO,NO,PASS
https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,/learn/buddhism-101/four-brahmaviharas/,LEARN_DETAIL,INDEXABLE_CANONICAL_200,YES,"The Four Brahmaviharas: Loving-Kindness, Compassion, Joy, and Equanimity | Echo Buddha",The Four Brahmaviharas,530,2567,2,HOLD_MANUAL_REVIEW,79,SEO_P2_EMERGING,NOT_PHASE_6_CORNERSTONE,T0_DISTINCT,100%_AUTOMATED_SEMANTIC_SCREEN,NO,NO,NO,PASS
https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,/learn/buddhism-101/how-to-practice-buddhism-at-home/,LEARN_DETAIL,INDEXABLE_CANONICAL_200,YES,How to Practice Buddhism at Home | Echo Buddha,How to Practice Buddhism at Home,535,2369,1,HOLD_MANUAL_REVIEW,80,SEO_P2_EMERGING,NOT_PHASE_6_CORNERSTONE,T0_DISTINCT,100%_AUTOMATED_SEMANTIC_SCREEN,NO,NO,NO,PASS
https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/,/learn/buddhism-101/middle-way-explained-for-beginners/,LEARN_DETAIL,INDEXABLE_CANONICAL_200,YES,The Middle Way in Buddhism Explained for Beginners | Echo Buddha,The Middle Way Explained for Beginners,550,2478,1,HOLD_MANUAL_REVIEW,73,SEO_P2_EMERGING,NOT_PHASE_6_CORNERSTONE,T0_DISTINCT,100%_AUTOMATED_SEMANTIC_SCREEN,NO,NO,NO,PASS
https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,/learn/buddhism-101/right-livelihood-buddhism/,LEARN_DETAIL,INDEXABLE_CANONICAL_200,YES,Right Livelihood in Buddhism: A Beginner&#39;s Guide to Ethical Work | Echo Buddha,Right Livelihood in Buddhism,1398,7880,2,HOLD_MANUAL_REVIEW,79,SEO_P2_EMERGING,NOT_PHASE_6_CORNERSTONE,T1_LOW_TEMPLATE_RISK,100%_AUTOMATED_SEMANTIC_SCREEN,NO,NO,NO,PASS
https://echobuddha.com/learn/buddhism-101/the-four-noble-truths-explained/,/learn/buddhism-101/the-four-noble-truths-explained/,LEARN_DETAIL,INDEXABLE_CANONICAL_200,YES,The Four Noble Truths Explained | Echo Buddha,The Four Noble Truths Explained,581,2593,1,HOLD_MANUAL_REVIEW,72,SEO_P2_EMERGING,NOT_PHASE_6_CORNERSTONE,T0_DISTINCT,100%_AUTOMATED_SEMANTIC_SCREEN,NO,NO,NO,PASS
https://echobuddha.com/learn/buddhism-101/the-noble-eightfold-path-explained/,/learn/buddhism-101/the-noble-eightfold-path-explained/,LEARN_DETAIL,INDEXABLE_CANONICAL_200,YES,The Noble Eightfold Path Explained | Echo Buddha,The Noble Eightfold Path Explained,556,2508,1,HOLD_MANUAL_REVIEW,72,SEO_P2_EMERGING,NOT_PHASE_6_CORNERSTONE,T0_DISTINCT,100%_AUTOMATED_SEMANTIC_SCREEN,NO,NO,NO,PASS
https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,/learn/buddhism-101/the-three-jewels-explained/,LEARN_DETAIL,INDEXABLE_CANONICAL_200,YES,The Three Jewels Explained | Echo Buddha,The Three Jewels Explained,556,2523,1,HOLD_MANUAL_REVIEW,72,SEO_P2_EMERGING,NOT_PHASE_6_CORNERSTONE,T0_DISTINCT,100%_AUTOMATED_SEMANTIC_SCREEN,NO,NO,NO,PASS
https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,/learn/buddhism-101/three-marks-of-existence/,LEARN_DETAIL,INDEXABLE_CANONICAL_200,YES,The Three Marks of Existence in Buddhism Explained Simply | Echo Buddha,The Three Marks of Existence,1275,6882,2,HOLD_MANUAL_REVIEW,73,SEO_P2_EMERGING,NOT_PHASE_6_CORNERSTONE,T1_LOW_TEMPLATE_RISK,100%_AUTOMATED_SEMANTIC_SCREEN,NO,NO,NO,PASS
https://echobuddha.com/learn/buddhism-101/threefold-training-sila-samadhi-panna/,/learn/buddhism-101/threefold-training-sila-samadhi-panna/,LEARN_DETAIL,INDEXABLE_CANONICAL_200,YES,"Threefold Training in Buddhism: Sila, Samadhi, and Panna | Echo Buddha","The Threefold Training: Sila, Samadhi, and Panna",583,2787,2,HOLD_MANUAL_REVIEW,74,SEO_P1_HIGH,C2_STRATEGIC,T0_DISTINCT,FULL_SEO_P0_P1,NO,NO,NO,PASS
https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,/learn/buddhism-101/what-is-buddhism/,LEARN_DETAIL,INDEXABLE_CANONICAL_200,YES,What Is Buddhism? A Clear Beginner&#39;s Guide | Echo Buddha,What Is Buddhism?,905,4983,2,HOLD_MANUAL_REVIEW,72,SEO_P2_EMERGING,NOT_PHASE_6_CORNERSTONE,T0_DISTINCT,100%_AUTOMATED_SEMANTIC_SCREEN,NO,NO,NO,PASS
https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,/learn/buddhism-101/what-is-impermanence/,LEARN_DETAIL,INDEXABLE_CANONICAL_200,YES,What Is Impermanence? | Echo Buddha,What Is Impermanence?,827,4429,1,HOLD_MANUAL_REVIEW,84,SEO_P2_EMERGING,NOT_PHASE_6_CORNERSTONE,T0_DISTINCT,100%_AUTOMATED_SEMANTIC_SCREEN,NO,NO,NO,PASS
https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,/learn/buddhism-101/what-is-karma-in-buddhism/,LEARN_DETAIL,INDEXABLE_CANONICAL_200,YES,What Is Karma in Buddhism? A Beginner&#39;s Guide | Echo Buddha,What Is Karma in Buddhism?,890,4714,1,HOLD_MANUAL_REVIEW,84,SEO_P2_EMERGING,NOT_PHASE_6_CORNERSTONE,T0_DISTINCT,100%_AUTOMATED_SEMANTIC_SCREEN,NO,NO,NO,PASS
https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,/learn/buddhism-101/what-is-mindfulness/,LEARN_DETAIL,INDEXABLE_CANONICAL_200,YES,What Is Mindfulness? | Echo Buddha,What Is Mindfulness?,517,2351,1,HOLD_MANUAL_REVIEW,85,SEO_P1_HIGH,C2_STRATEGIC,T0_DISTINCT,FULL_SEO_P0_P1,NO,NO,NO,PASS
