URL,material,origin,source,translator_or_creator,amount_reproduced,permission_status,echobuddha_contribution,risk,action,status
https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,EXTERNAL_SOURCE_REFERENCES_AND_PAGE_TEXT,ECHOBUDDHA_EXPLANATION_WITH_LINKED_SOURCE_CONTEXT,www.dhammatalks.org|suttacentral.net|www.accesstoinsight.org,TRANSLATOR_IDENTIFIED_AT_LINKED_SOURCE_WHERE_RELEVANT,SHORT_VISIBLE_QUOTATION_OR_PUNCTUATION_SCREENED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/non-attachment-in-relationships/,EXTERNAL_SOURCE_REFERENCES_AND_PAGE_TEXT,ECHOBUDDHA_EXPLANATION_WITH_LINKED_SOURCE_CONTEXT,www.accesstoinsight.org|suttacentral.net,TRANSLATOR_IDENTIFIED_AT_LINKED_SOURCE_WHERE_RELEVANT,SHORT_VISIBLE_QUOTATION_OR_PUNCTUATION_SCREENED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/right-livelihood-modern-life/,EXTERNAL_SOURCE_REFERENCES_AND_PAGE_TEXT,ECHOBUDDHA_EXPLANATION_WITH_LINKED_SOURCE_CONTEXT,www.dhammatalks.org|www.accesstoinsight.org,TRANSLATOR_IDENTIFIED_AT_LINKED_SOURCE_WHERE_RELEVANT,NO_SUBSTANTIAL_VERBATIM_REPRODUCTION_DETECTED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/right-speech-buddhism/,EXTERNAL_SOURCE_REFERENCES_AND_PAGE_TEXT,ECHOBUDDHA_EXPLANATION_WITH_LINKED_SOURCE_CONTEXT,suttacentral.net|www.accesstoinsight.org|www.dhammatalks.org,TRANSLATOR_IDENTIFIED_AT_LINKED_SOURCE_WHERE_RELEVANT,SHORT_VISIBLE_QUOTATION_OR_PUNCTUATION_SCREENED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/right-speech-examples/,EXTERNAL_SOURCE_REFERENCES_AND_PAGE_TEXT,ECHOBUDDHA_EXPLANATION_WITH_LINKED_SOURCE_CONTEXT,www.accesstoinsight.org|www.dhammatalks.org,TRANSLATOR_IDENTIFIED_AT_LINKED_SOURCE_WHERE_RELEVANT,SHORT_VISIBLE_QUOTATION_OR_PUNCTUATION_SCREENED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/three-poisons-buddhism-explained/,EXTERNAL_SOURCE_REFERENCES_AND_PAGE_TEXT,ECHOBUDDHA_EXPLANATION_WITH_LINKED_SOURCE_CONTEXT,www.accesstoinsight.org,TRANSLATOR_IDENTIFIED_AT_LINKED_SOURCE_WHERE_RELEVANT,NO_SUBSTANTIAL_VERBATIM_REPRODUCTION_DETECTED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/three-ways-to-practice-patience/,ORIGINAL_PAGE_TEXT,ECHOBUDDHA,INTERNAL_ORIGINAL,ECHO_BUDDHA_EDITORIAL,SHORT_VISIBLE_QUOTATION_OR_PUNCTUATION_SCREENED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/,EXTERNAL_SOURCE_REFERENCES_AND_PAGE_TEXT,ECHOBUDDHA_EXPLANATION_WITH_LINKED_SOURCE_CONTEXT,www.accesstoinsight.org|www.dhammatalks.org|amaravati.org|bswa.org,TRANSLATOR_IDENTIFIED_AT_LINKED_SOURCE_WHERE_RELEVANT,SHORT_VISIBLE_QUOTATION_OR_PUNCTUATION_SCREENED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/walking-meditation-step-by-step/,ORIGINAL_PAGE_TEXT,ECHOBUDDHA,INTERNAL_ORIGINAL,ECHO_BUDDHA_EDITORIAL,SHORT_VISIBLE_QUOTATION_OR_PUNCTUATION_SCREENED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,EXTERNAL_SOURCE_REFERENCES_AND_PAGE_TEXT,ECHOBUDDHA_EXPLANATION_WITH_LINKED_SOURCE_CONTEXT,suttacentral.net|www.dhammatalks.org,TRANSLATOR_IDENTIFIED_AT_LINKED_SOURCE_WHERE_RELEVANT,SHORT_VISIBLE_QUOTATION_OR_PUNCTUATION_SCREENED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/what-is-karma-in-buddhism/,EXTERNAL_SOURCE_REFERENCES_AND_PAGE_TEXT,ECHOBUDDHA_EXPLANATION_WITH_LINKED_SOURCE_CONTEXT,suttacentral.net,TRANSLATOR_IDENTIFIED_AT_LINKED_SOURCE_WHERE_RELEVANT,SHORT_VISIBLE_QUOTATION_OR_PUNCTUATION_SCREENED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/what-is-sangha-buddhist-community/,EXTERNAL_SOURCE_REFERENCES_AND_PAGE_TEXT,ECHOBUDDHA_EXPLANATION_WITH_LINKED_SOURCE_CONTEXT,www.dhammatalks.org|www.accesstoinsight.org,TRANSLATOR_IDENTIFIED_AT_LINKED_SOURCE_WHERE_RELEVANT,NO_SUBSTANTIAL_VERBATIM_REPRODUCTION_DETECTED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/authors/echo-buddha-editorial/,ORIGINAL_PAGE_TEXT,ECHOBUDDHA,INTERNAL_ORIGINAL,ECHO_BUDDHA_EDITORIAL,SHORT_VISIBLE_QUOTATION_OR_PUNCTUATION_SCREENED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/buddhist-sources-and-citations/,ORIGINAL_PAGE_TEXT,ECHOBUDDHA,INTERNAL_ORIGINAL,ECHO_BUDDHA_EDITORIAL,NO_SUBSTANTIAL_VERBATIM_REPRODUCTION_DETECTED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/contact/,ORIGINAL_PAGE_TEXT,ECHOBUDDHA,INTERNAL_ORIGINAL,ECHO_BUDDHA_EDITORIAL,SHORT_VISIBLE_QUOTATION_OR_PUNCTUATION_SCREENED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/corrections/,ORIGINAL_PAGE_TEXT,ECHOBUDDHA,INTERNAL_ORIGINAL,ECHO_BUDDHA_EDITORIAL,NO_SUBSTANTIAL_VERBATIM_REPRODUCTION_DETECTED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/daily-reflections/,ORIGINAL_PAGE_TEXT,ECHOBUDDHA,INTERNAL_ORIGINAL,ECHO_BUDDHA_EDITORIAL,NO_SUBSTANTIAL_VERBATIM_REPRODUCTION_DETECTED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/daily-reflections/anger-as-a-signal/,ORIGINAL_PAGE_TEXT,ECHOBUDDHA,INTERNAL_ORIGINAL,ECHO_BUDDHA_EDITORIAL,NO_SUBSTANTIAL_VERBATIM_REPRODUCTION_DETECTED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/daily-reflections/begin-again-without-shame/,ORIGINAL_PAGE_TEXT,ECHOBUDDHA,INTERNAL_ORIGINAL,ECHO_BUDDHA_EDITORIAL,NO_SUBSTANTIAL_VERBATIM_REPRODUCTION_DETECTED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/daily-reflections/compassion-begins-nearby/,ORIGINAL_PAGE_TEXT,ECHOBUDDHA,INTERNAL_ORIGINAL,ECHO_BUDDHA_EDITORIAL,NO_SUBSTANTIAL_VERBATIM_REPRODUCTION_DETECTED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/daily-reflections/enough-for-this-moment/,ORIGINAL_PAGE_TEXT,ECHOBUDDHA,INTERNAL_ORIGINAL,ECHO_BUDDHA_EDITORIAL,NO_SUBSTANTIAL_VERBATIM_REPRODUCTION_DETECTED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/daily-reflections/evening-release/,ORIGINAL_PAGE_TEXT,ECHOBUDDHA,INTERNAL_ORIGINAL,ECHO_BUDDHA_EDITORIAL,NO_SUBSTANTIAL_VERBATIM_REPRODUCTION_DETECTED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/daily-reflections/family-patience/,ORIGINAL_PAGE_TEXT,ECHOBUDDHA,INTERNAL_ORIGINAL,ECHO_BUDDHA_EDITORIAL,NO_SUBSTANTIAL_VERBATIM_REPRODUCTION_DETECTED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/daily-reflections/forgiveness-without-approval/,ORIGINAL_PAGE_TEXT,ECHOBUDDHA,INTERNAL_ORIGINAL,ECHO_BUDDHA_EDITORIAL,NO_SUBSTANTIAL_VERBATIM_REPRODUCTION_DETECTED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/daily-reflections/gratitude-for-change/,ORIGINAL_PAGE_TEXT,ECHOBUDDHA,INTERNAL_ORIGINAL,ECHO_BUDDHA_EDITORIAL,NO_SUBSTANTIAL_VERBATIM_REPRODUCTION_DETECTED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/daily-reflections/gratitude-notices-enough/,ORIGINAL_PAGE_TEXT,ECHOBUDDHA,INTERNAL_ORIGINAL,ECHO_BUDDHA_EDITORIAL,NO_SUBSTANTIAL_VERBATIM_REPRODUCTION_DETECTED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/daily-reflections/impermanence-softens-clinging/,ORIGINAL_PAGE_TEXT,ECHOBUDDHA,INTERNAL_ORIGINAL,ECHO_BUDDHA_EDITORIAL,NO_SUBSTANTIAL_VERBATIM_REPRODUCTION_DETECTED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/daily-reflections/kindness-with-boundaries/,ORIGINAL_PAGE_TEXT,ECHOBUDDHA,INTERNAL_ORIGINAL,ECHO_BUDDHA_EDITORIAL,NO_SUBSTANTIAL_VERBATIM_REPRODUCTION_DETECTED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/daily-reflections/let-the-feeling-pass/,ORIGINAL_PAGE_TEXT,ECHOBUDDHA,INTERNAL_ORIGINAL,ECHO_BUDDHA_EDITORIAL,NO_SUBSTANTIAL_VERBATIM_REPRODUCTION_DETECTED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/daily-reflections/letting-go-keeps-care/,ORIGINAL_PAGE_TEXT,ECHOBUDDHA,INTERNAL_ORIGINAL,ECHO_BUDDHA_EDITORIAL,NO_SUBSTANTIAL_VERBATIM_REPRODUCTION_DETECTED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/daily-reflections/listen-before-answering/,ORIGINAL_PAGE_TEXT,ECHOBUDDHA,INTERNAL_ORIGINAL,ECHO_BUDDHA_EDITORIAL,NO_SUBSTANTIAL_VERBATIM_REPRODUCTION_DETECTED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/daily-reflections/metta-for-a-difficult-person/,ORIGINAL_PAGE_TEXT,ECHOBUDDHA,INTERNAL_ORIGINAL,ECHO_BUDDHA_EDITORIAL,NO_SUBSTANTIAL_VERBATIM_REPRODUCTION_DETECTED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/daily-reflections/mindful-work/,ORIGINAL_PAGE_TEXT,ECHOBUDDHA,INTERNAL_ORIGINAL,ECHO_BUDDHA_EDITORIAL,NO_SUBSTANTIAL_VERBATIM_REPRODUCTION_DETECTED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/daily-reflections/morning-intention/,ORIGINAL_PAGE_TEXT,ECHOBUDDHA,INTERNAL_ORIGINAL,ECHO_BUDDHA_EDITORIAL,NO_SUBSTANTIAL_VERBATIM_REPRODUCTION_DETECTED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/daily-reflections/notice-before-fixing/,ORIGINAL_PAGE_TEXT,ECHOBUDDHA,INTERNAL_ORIGINAL,ECHO_BUDDHA_EDITORIAL,NO_SUBSTANTIAL_VERBATIM_REPRODUCTION_DETECTED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/daily-reflections/one-honest-breath/,ORIGINAL_PAGE_TEXT,ECHOBUDDHA,INTERNAL_ORIGINAL,ECHO_BUDDHA_EDITORIAL,NO_SUBSTANTIAL_VERBATIM_REPRODUCTION_DETECTED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/daily-reflections/one-step-on-the-path/,ORIGINAL_PAGE_TEXT,ECHOBUDDHA,INTERNAL_ORIGINAL,ECHO_BUDDHA_EDITORIAL,NO_SUBSTANTIAL_VERBATIM_REPRODUCTION_DETECTED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/daily-reflections/patience-before-anger-speaks/,ORIGINAL_PAGE_TEXT,ECHOBUDDHA,INTERNAL_ORIGINAL,ECHO_BUDDHA_EDITORIAL,NO_SUBSTANTIAL_VERBATIM_REPRODUCTION_DETECTED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/daily-reflections/rest-without-escape/,ORIGINAL_PAGE_TEXT,ECHOBUDDHA,INTERNAL_ORIGINAL,ECHO_BUDDHA_EDITORIAL,NO_SUBSTANTIAL_VERBATIM_REPRODUCTION_DETECTED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/daily-reflections/see-the-conditions/,ORIGINAL_PAGE_TEXT,ECHOBUDDHA,INTERNAL_ORIGINAL,ECHO_BUDDHA_EDITORIAL,NO_SUBSTANTIAL_VERBATIM_REPRODUCTION_DETECTED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/daily-reflections/simple-goodwill/,ORIGINAL_PAGE_TEXT,ECHOBUDDHA,INTERNAL_ORIGINAL,ECHO_BUDDHA_EDITORIAL,NO_SUBSTANTIAL_VERBATIM_REPRODUCTION_DETECTED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/daily-reflections/small-actions-shape-the-mind/,ORIGINAL_PAGE_TEXT,ECHOBUDDHA,INTERNAL_ORIGINAL,ECHO_BUDDHA_EDITORIAL,NO_SUBSTANTIAL_VERBATIM_REPRODUCTION_DETECTED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/daily-reflections/soften-the-inner-argument/,ORIGINAL_PAGE_TEXT,ECHOBUDDHA,INTERNAL_ORIGINAL,ECHO_BUDDHA_EDITORIAL,NO_SUBSTANTIAL_VERBATIM_REPRODUCTION_DETECTED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/daily-reflections/speech-can-reduce-suffering/,ORIGINAL_PAGE_TEXT,ECHOBUDDHA,INTERNAL_ORIGINAL,ECHO_BUDDHA_EDITORIAL,NO_SUBSTANTIAL_VERBATIM_REPRODUCTION_DETECTED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/daily-reflections/the-first-truth-is-kind/,ORIGINAL_PAGE_TEXT,ECHOBUDDHA,INTERNAL_ORIGINAL,ECHO_BUDDHA_EDITORIAL,NO_SUBSTANTIAL_VERBATIM_REPRODUCTION_DETECTED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/daily-reflections/thoughts-are-visitors/,ORIGINAL_PAGE_TEXT,ECHOBUDDHA,INTERNAL_ORIGINAL,ECHO_BUDDHA_EDITORIAL,NO_SUBSTANTIAL_VERBATIM_REPRODUCTION_DETECTED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/daily-reflections/today/,ORIGINAL_PAGE_TEXT,ECHOBUDDHA,INTERNAL_ORIGINAL,ECHO_BUDDHA_EDITORIAL,NO_SUBSTANTIAL_VERBATIM_REPRODUCTION_DETECTED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/daily-reflections/walking-as-practice/,ORIGINAL_PAGE_TEXT,ECHOBUDDHA,INTERNAL_ORIGINAL,ECHO_BUDDHA_EDITORIAL,NO_SUBSTANTIAL_VERBATIM_REPRODUCTION_DETECTED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/disclaimer/,ORIGINAL_PAGE_TEXT,ECHOBUDDHA,INTERNAL_ORIGINAL,ECHO_BUDDHA_EDITORIAL,NO_SUBSTANTIAL_VERBATIM_REPRODUCTION_DETECTED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/editorial-policy/,ORIGINAL_PAGE_TEXT,ECHOBUDDHA,INTERNAL_ORIGINAL,ECHO_BUDDHA_EDITORIAL,SHORT_VISIBLE_QUOTATION_OR_PUNCTUATION_SCREENED,NO_RIGHTS_CLAIM_INFERRED_FROM_CITATION,ORIGINAL_EXPLANATION_EXAMPLE_CONTEXT_AND_PRACTICE,LOW,PRESERVE_PROVENANCE_AND_SHORT_QUOTATION_BOUNDARY,COMPLIANT_BY_EVIDENCE
