URL,Primary owner,Unique source value,Unique explanatory value,Unique practical value,Unique scenario value,Unique cultural/context value,Unique safety value,Unique format value,Net information gain,Adequate to justify separate page?,Evidence
https://echobuddha.com/daily-reflections/mindful-work/,https://echobuddha.com/daily-reflections/,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,"Returning-reader cadence, a short reflection prompt, and a bounded daily practice.","Returning-reader cadence, a short reflection prompt, and a bounded daily practice.",Useful page; independent search value unproven,Phase 1: Built 2026-08-11T02:17:46.273Z; 304 words; 12 content headings; authored route; nearest /daily-reflections/one-step-on-the-path/ combined overlap 77.9%; external source links 0; role review: RECURRING_USER_CONTENT; owner selection: The hub owns the returning reflection experience; detail pages do not own broad teaching queries.
https://echobuddha.com/daily-reflections/morning-intention/,https://echobuddha.com/daily-reflections/,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,"Returning-reader cadence, a short reflection prompt, and a bounded daily practice.","Returning-reader cadence, a short reflection prompt, and a bounded daily practice.",Useful page; independent search value unproven,Phase 1: Built 2026-08-11T02:17:46.273Z; 300 words; 12 content headings; authored route; nearest /daily-reflections/one-step-on-the-path/ combined overlap 75.7%; external source links 0; role review: RECURRING_USER_CONTENT; owner selection: The hub owns the returning reflection experience; detail pages do not own broad teaching queries.
https://echobuddha.com/daily-reflections/notice-before-fixing/,https://echobuddha.com/daily-reflections/,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,"Returning-reader cadence, a short reflection prompt, and a bounded daily practice.","Returning-reader cadence, a short reflection prompt, and a bounded daily practice.",Useful page; independent search value unproven,Phase 1: Built 2026-08-11T02:17:46.273Z; 300 words; 12 content headings; authored route; nearest /daily-reflections/morning-intention/ combined overlap 73.9%; external source links 0; role review: RECURRING_USER_CONTENT; owner selection: The hub owns the returning reflection experience; detail pages do not own broad teaching queries.
https://echobuddha.com/daily-reflections/one-honest-breath/,https://echobuddha.com/daily-reflections/,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,"Returning-reader cadence, a short reflection prompt, and a bounded daily practice.","Returning-reader cadence, a short reflection prompt, and a bounded daily practice.",Useful page; independent search value unproven,Phase 1: Built 2026-08-11T02:17:46.273Z; 314 words; 12 content headings; authored route; nearest /daily-reflections/evening-release/ combined overlap 73.5%; external source links 0; role review: RECURRING_USER_CONTENT; owner selection: The hub owns the returning reflection experience; detail pages do not own broad teaching queries.
https://echobuddha.com/daily-reflections/one-step-on-the-path/,https://echobuddha.com/daily-reflections/,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,"Returning-reader cadence, a short reflection prompt, and a bounded daily practice.","Returning-reader cadence, a short reflection prompt, and a bounded daily practice.",Useful page; independent search value unproven,Phase 1: Built 2026-08-11T02:17:46.273Z; 314 words; 12 content headings; authored route; nearest /daily-reflections/mindful-work/ combined overlap 77.9%; external source links 0; role review: RECURRING_USER_CONTENT; owner selection: The hub owns the returning reflection experience; detail pages do not own broad teaching queries.
https://echobuddha.com/daily-reflections/patience-before-anger-speaks/,https://echobuddha.com/daily-reflections/,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,"Returning-reader cadence, a short reflection prompt, and a bounded daily practice.","Returning-reader cadence, a short reflection prompt, and a bounded daily practice.",Useful page; independent search value unproven,Phase 1: Built 2026-08-11T02:17:46.273Z; 333 words; 12 content headings; authored route; nearest /daily-reflections/speech-can-reduce-suffering/ combined overlap 72.9%; external source links 0; role review: RECURRING_USER_CONTENT; owner selection: The hub owns the returning reflection experience; detail pages do not own broad teaching queries.
https://echobuddha.com/daily-reflections/rest-without-escape/,https://echobuddha.com/daily-reflections/,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,"Returning-reader cadence, a short reflection prompt, and a bounded daily practice.","Returning-reader cadence, a short reflection prompt, and a bounded daily practice.",Useful page; independent search value unproven,Phase 1: Built 2026-08-11T02:17:46.273Z; 311 words; 12 content headings; authored route; nearest /daily-reflections/kindness-with-boundaries/ combined overlap 76.0%; external source links 0; role review: RECURRING_USER_CONTENT; owner selection: The hub owns the returning reflection experience; detail pages do not own broad teaching queries.
https://echobuddha.com/daily-reflections/see-the-conditions/,https://echobuddha.com/daily-reflections/,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,"Returning-reader cadence, a short reflection prompt, and a bounded daily practice.","Returning-reader cadence, a short reflection prompt, and a bounded daily practice.",Useful page; independent search value unproven,Phase 1: Built 2026-08-11T02:17:46.273Z; 303 words; 12 content headings; authored route; nearest /daily-reflections/soften-the-inner-argument/ combined overlap 73.5%; external source links 0; role review: RECURRING_USER_CONTENT; owner selection: The hub owns the returning reflection experience; detail pages do not own broad teaching queries.
https://echobuddha.com/daily-reflections/simple-goodwill/,https://echobuddha.com/daily-reflections/,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,"Returning-reader cadence, a short reflection prompt, and a bounded daily practice.","Returning-reader cadence, a short reflection prompt, and a bounded daily practice.",Useful page; independent search value unproven,Phase 1: Built 2026-08-11T02:17:46.273Z; 292 words; 12 content headings; authored route; nearest /daily-reflections/family-patience/ combined overlap 74.1%; external source links 0; role review: RECURRING_USER_CONTENT; owner selection: The hub owns the returning reflection experience; detail pages do not own broad teaching queries.
https://echobuddha.com/daily-reflections/small-actions-shape-the-mind/,https://echobuddha.com/daily-reflections/,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,"Returning-reader cadence, a short reflection prompt, and a bounded daily practice.","Returning-reader cadence, a short reflection prompt, and a bounded daily practice.",Useful page; independent search value unproven,Phase 1: Built 2026-08-11T02:17:46.273Z; 306 words; 12 content headings; authored route; nearest /daily-reflections/one-step-on-the-path/ combined overlap 75.7%; external source links 0; role review: RECURRING_USER_CONTENT; owner selection: The hub owns the returning reflection experience; detail pages do not own broad teaching queries.
https://echobuddha.com/daily-reflections/soften-the-inner-argument/,https://echobuddha.com/daily-reflections/,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,"Returning-reader cadence, a short reflection prompt, and a bounded daily practice.","Returning-reader cadence, a short reflection prompt, and a bounded daily practice.",Useful page; independent search value unproven,Phase 1: Built 2026-08-11T02:17:46.273Z; 303 words; 12 content headings; authored route; nearest /daily-reflections/gratitude-notices-enough/ combined overlap 74.3%; external source links 0; role review: RECURRING_USER_CONTENT; owner selection: The hub owns the returning reflection experience; detail pages do not own broad teaching queries.
https://echobuddha.com/daily-reflections/speech-can-reduce-suffering/,https://echobuddha.com/daily-reflections/,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,"Returning-reader cadence, a short reflection prompt, and a bounded daily practice.","Returning-reader cadence, a short reflection prompt, and a bounded daily practice.",Useful page; independent search value unproven,Phase 1: Built 2026-08-11T02:17:46.273Z; 299 words; 12 content headings; authored route; nearest /daily-reflections/kindness-with-boundaries/ combined overlap 75.6%; external source links 0; role review: RECURRING_USER_CONTENT; owner selection: The hub owns the returning reflection experience; detail pages do not own broad teaching queries.
https://echobuddha.com/daily-reflections/the-first-truth-is-kind/,https://echobuddha.com/daily-reflections/,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,"Returning-reader cadence, a short reflection prompt, and a bounded daily practice.","Returning-reader cadence, a short reflection prompt, and a bounded daily practice.",Useful page; independent search value unproven,Phase 1: Built 2026-08-11T02:17:46.273Z; 303 words; 12 content headings; authored route; nearest /daily-reflections/gratitude-notices-enough/ combined overlap 73.8%; external source links 0; role review: RECURRING_USER_CONTENT; owner selection: The hub owns the returning reflection experience; detail pages do not own broad teaching queries.
https://echobuddha.com/daily-reflections/thoughts-are-visitors/,https://echobuddha.com/daily-reflections/,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,"Returning-reader cadence, a short reflection prompt, and a bounded daily practice.","Returning-reader cadence, a short reflection prompt, and a bounded daily practice.",Useful page; independent search value unproven,Phase 1: Built 2026-08-11T02:17:46.273Z; 305 words; 12 content headings; authored route; nearest /daily-reflections/let-the-feeling-pass/ combined overlap 72.0%; external source links 0; role review: RECURRING_USER_CONTENT; owner selection: The hub owns the returning reflection experience; detail pages do not own broad teaching queries.
https://echobuddha.com/daily-reflections/walking-as-practice/,https://echobuddha.com/daily-reflections/,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,"Returning-reader cadence, a short reflection prompt, and a bounded daily practice.","Returning-reader cadence, a short reflection prompt, and a bounded daily practice.",Useful page; independent search value unproven,Phase 1: Built 2026-08-11T02:17:46.273Z; 305 words; 12 content headings; authored route; nearest /daily-reflections/compassion-begins-nearby/ combined overlap 72.1%; external source links 0; role review: RECURRING_USER_CONTENT; owner selection: The hub owns the returning reflection experience; detail pages do not own broad teaching queries.
https://echobuddha.com/disclaimer/,https://echobuddha.com/about/,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,Publisher transparency or user-protection information specific to “Disclaimer”.,Publisher transparency or user-protection information specific to “Disclaimer”.,"Yes, if required differentiation is maintained","Phase 1: Built 2026-08-11T02:17:46.273Z; 221 words; 6 content headings; authored route; nearest /meditation-safety/ combined overlap 18.0%; external source links 0; role review: TRUST_POLICY; owner selection: About anchors publisher identity while each policy page retains a protected, non-SEO trust function."
https://echobuddha.com/editorial-policy/,https://echobuddha.com/about/,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,Publisher transparency or user-protection information specific to “Editorial Policy”.,Publisher transparency or user-protection information specific to “Editorial Policy”.,"Yes, if required differentiation is maintained","Phase 1: Built 2026-08-11T02:17:46.273Z; 576 words; 10 content headings; authored route; nearest /how-echo-buddha-creates-content/ combined overlap 19.4%; external source links 0; role review: TRUST_POLICY; owner selection: About anchors publisher identity while each policy page retains a protected, non-SEO trust function."
https://echobuddha.com/how-echo-buddha-creates-content/,https://echobuddha.com/about/,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,Publisher transparency or user-protection information specific to “How Echo Buddha Creates Content”.,Publisher transparency or user-protection information specific to “How Echo Buddha Creates Content”.,"Yes, if required differentiation is maintained","Phase 1: Built 2026-08-11T02:17:46.273Z; 347 words; 7 content headings; authored route; nearest /editorial-policy/ combined overlap 19.4%; external source links 0; role review: TRUST_POLICY; owner selection: About anchors publisher identity while each policy page retains a protected, non-SEO trust function."
https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,https://echobuddha.com/learn/buddhism-for-beginners/,Not primary distinction,Not primary distinction,Daily-life examples or a repeatable application tied specifically to “A Simple Daily Buddhist Practice”.,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,Daily-life examples or a repeatable application tied specifically to “A Simple Daily Buddhist Practice”.,"Yes, if required differentiation is maintained",Phase 1: Built 2026-08-11T02:17:46.273Z; 312 words; 12 content headings; authored route; nearest /learn/buddhism-101/how-to-practice-buddhism-at-home/ combined overlap 40.7%; external source links 1; role review: PRACTICAL_APPLICATION; owner selection: The strongest structured entry into basic Buddhist teaching and practice.
https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,https://echobuddha.com/learn/buddhism-101/,Not primary distinction,"A narrower explanation, misconception, or example set specific to “Dependent Origination in Buddhism Explained for Beginners”.",Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,"A narrower explanation, misconception, or example set specific to “Dependent Origination in Buddhism Explained for Beginners”.","Yes, if required differentiation is maintained",Phase 1: Built 2026-08-11T02:17:46.273Z; 941 words; 18 content headings; authored route; nearest /learn/buddhism-101/three-marks-of-existence/ combined overlap 32.4%; external source links 1; role review: BEGINNER_FOUNDATION; owner selection: The hub organizes foundational lessons whose individual concepts may have their own owners.
https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,https://echobuddha.com/learn/buddhism-101/,Not primary distinction,"A narrower explanation, misconception, or example set specific to “The Five Aggregates in Buddhism Explained Simply”.",Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,"A narrower explanation, misconception, or example set specific to “The Five Aggregates in Buddhism Explained Simply”.","Yes, if required differentiation is maintained",Phase 1: Built 2026-08-11T02:17:46.273Z; 938 words; 19 content headings; authored route; nearest /learn/buddhism-101/three-marks-of-existence/ combined overlap 34.5%; external source links 1; role review: SUPPORTING_EXPLANATION; owner selection: The hub organizes foundational lessons whose individual concepts may have their own owners.
https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/,https://echobuddha.com/learn/buddhism-101/,Not primary distinction,"A narrower explanation, misconception, or example set specific to “Five Hindrances in Buddhism Explained for Beginners”.",Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,"A narrower explanation, misconception, or example set specific to “Five Hindrances in Buddhism Explained for Beginners”.","Yes, if required differentiation is maintained",Phase 1: Built 2026-08-11T02:17:46.273Z; 364 words; 9 content headings; authored route; nearest /learn/sutta-for-daily-life/magga-vibhanga-sutta-eightfold-path/ combined overlap 32.3%; external source links 1; role review: BEGINNER_FOUNDATION; owner selection: The hub organizes foundational lessons whose individual concepts may have their own owners.
https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,https://echobuddha.com/learn/buddhism-for-beginners/,Not primary distinction,Not primary distinction,Daily-life examples or a repeatable application tied specifically to “How to Practice Buddhism at Home”.,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,Daily-life examples or a repeatable application tied specifically to “How to Practice Buddhism at Home”.,"Yes, if required differentiation is maintained",Phase 1: Built 2026-08-11T02:17:46.273Z; 343 words; 12 content headings; authored route; nearest /learn/buddhism-101/what-is-buddhism/ combined overlap 44.4%; external source links 1; role review: PRACTICAL_APPLICATION; owner selection: The strongest structured entry into basic Buddhist teaching and practice.
https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/,https://echobuddha.com/learn/buddhism-101/,Not primary distinction,"A narrower explanation, misconception, or example set specific to “The Middle Way in Buddhism Explained for Beginners”.",Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,"A narrower explanation, misconception, or example set specific to “The Middle Way in Buddhism Explained for Beginners”.","Yes, if required differentiation is maintained",Phase 1: Built 2026-08-11T02:17:46.273Z; 384 words; 9 content headings; authored route; nearest /learn/buddhism-101/threefold-training-sila-samadhi-panna/ combined overlap 38.5%; external source links 1; role review: BEGINNER_FOUNDATION; owner selection: The hub organizes foundational lessons whose individual concepts may have their own owners.
https://echobuddha.com/learn/buddhism-101/the-four-noble-truths-explained/,https://echobuddha.com/learn/four-noble-truths/,Not primary distinction,"A narrower explanation, misconception, or example set specific to “The Four Noble Truths Explained”.",Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,"A narrower explanation, misconception, or example set specific to “The Four Noble Truths Explained”.","Yes, if required differentiation is maintained",Phase 1: Built 2026-08-11T02:17:46.273Z; 368 words; 12 content headings; authored route; nearest /learn/buddhism-101/what-is-impermanence/ combined overlap 45.9%; external source links 1; role review: SUPPORTING_EXPLANATION; owner selection: The dedicated Learn page provides the clearest broad doctrinal route and parent for source and application pages.
https://echobuddha.com/learn/buddhism-101/the-noble-eightfold-path-explained/,https://echobuddha.com/learn/eightfold-path/,Not primary distinction,"A narrower explanation, misconception, or example set specific to “The Noble Eightfold Path Explained”.",Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,"A narrower explanation, misconception, or example set specific to “The Noble Eightfold Path Explained”.","Yes, if required differentiation is maintained","Phase 1: Built 2026-08-11T02:17:46.273Z; 392 words; 12 content headings; authored route; nearest /learn/buddhism-101/the-three-jewels-explained/ combined overlap 46.5%; external source links 1; role review: SUPPORTING_EXPLANATION; owner selection: The dedicated Learn page owns the whole-path framework and can route readers to factors, sources, and practice."
https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,https://echobuddha.com/articles/what-is-sangha-buddhist-community/,Not primary distinction,"A narrower explanation, misconception, or example set specific to “The Three Jewels Explained”.",Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,"A narrower explanation, misconception, or example set specific to “The Three Jewels Explained”.","Yes, if required differentiation is maintained",Phase 1: Built 2026-08-11T02:17:46.273Z; 366 words; 12 content headings; authored route; nearest /learn/buddhism-101/the-noble-eightfold-path-explained/ combined overlap 46.5%; external source links 1; role review: SUPPORTING_EXPLANATION; owner selection: It provides the fuller community explanation; the dictionary and temple guide have narrower roles.
https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,https://echobuddha.com/learn/buddhism-101/,Not primary distinction,"A narrower explanation, misconception, or example set specific to “The Three Marks of Existence in Buddhism Explained Simply”.",Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,"A narrower explanation, misconception, or example set specific to “The Three Marks of Existence in Buddhism Explained Simply”.","Yes, if required differentiation is maintained",Phase 1: Built 2026-08-11T02:17:46.273Z; 945 words; 18 content headings; authored route; nearest /learn/buddhism-101/what-is-impermanence/ combined overlap 35.4%; external source links 2; role review: SUPPORTING_EXPLANATION; owner selection: The hub organizes foundational lessons whose individual concepts may have their own owners.
https://echobuddha.com/learn/buddhism-101/threefold-training-sila-samadhi-panna/,https://echobuddha.com/learn/eightfold-path/,Not primary distinction,"A narrower explanation, misconception, or example set specific to “Threefold Training in Buddhism: Sila, Samadhi, and Panna”.",Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,"A narrower explanation, misconception, or example set specific to “Threefold Training in Buddhism: Sila, Samadhi, and Panna”.","Yes, if required differentiation is maintained","Phase 1: Built 2026-08-11T02:17:46.273Z; 403 words; 9 content headings; authored route; nearest /learn/buddhist-dictionary/sutta/ combined overlap 39.6%; external source links 2; role review: SUPPORTING_EXPLANATION; owner selection: The dedicated Learn page owns the whole-path framework and can route readers to factors, sources, and practice."
https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,https://echobuddha.com/learn/buddhism-for-beginners/,Not primary distinction,"A narrower explanation, misconception, or example set specific to “What Is Buddhism? A Clear Beginner's Guide”.",Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,"A narrower explanation, misconception, or example set specific to “What Is Buddhism? A Clear Beginner's Guide”.","Yes, if required differentiation is maintained",Phase 1: Built 2026-08-11T02:17:46.273Z; 393 words; 12 content headings; authored route; nearest /learn/buddhism-101/how-to-practice-buddhism-at-home/ combined overlap 44.4%; external source links 2; role review: BEGINNER_FOUNDATION; owner selection: The strongest structured entry into basic Buddhist teaching and practice.
https://echobuddha.com/learn/buddhism-101/who-was-the-buddha/,https://echobuddha.com/learn/buddhism-101/,Not primary distinction,"A narrower explanation, misconception, or example set specific to “Who Was the Buddha? A Simple Beginner-Friendly Explanation”.",Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,Not primary distinction,"A narrower explanation, misconception, or example set specific to “Who Was the Buddha? A Simple Beginner-Friendly Explanation”.","Yes, if required differentiation is maintained",Phase 1: Built 2026-08-11T02:17:46.273Z; 442 words; 12 content headings; authored route; nearest /learn/buddhism-101/the-three-jewels-explained/ combined overlap 43.2%; external source links 1; role review: BEGINNER_FOUNDATION; owner selection: The hub organizes foundational lessons whose individual concepts may have their own owners.
https://echobuddha.com/learn/buddhist-dictionary/anatta/,https://echobuddha.com/learn/buddhist-dictionary/,Concise linguistic and doctrinal definition of the term in “Anatta Meaning: Non-Self in Buddhism Explained for Beginners”.,Not primary distinction,Not primary distinction,Not primary distinction,Requires source/tradition boundary review,Not primary distinction,Not primary distinction,Concise linguistic and doctrinal definition of the term in “Anatta Meaning: Non-Self in Buddhism Explained for Beginners”.,"Yes, if required differentiation is maintained",Phase 1: Built 2026-08-11T02:17:46.273Z; 293 words; 12 content headings; authored route; nearest /learn/buddhist-dictionary/anicca/ combined overlap 54.8%; external source links 1; role review: DICTIONARY_DEFINITION; owner selection: The hub organizes term definitions; it does not own every broad doctrinal topic represented by its entries.
https://echobuddha.com/learn/buddhist-dictionary/anicca/,https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,Concise linguistic and doctrinal definition of the term in “Anicca Meaning: Impermanence in Buddhism Explained Simply”.,Not primary distinction,Not primary distinction,Not primary distinction,Requires source/tradition boundary review,Not primary distinction,Not primary distinction,Concise linguistic and doctrinal definition of the term in “Anicca Meaning: Impermanence in Buddhism Explained Simply”.,"Yes, if required differentiation is maintained",Phase 1: Built 2026-08-11T02:17:46.273Z; 275 words; 12 content headings; authored route; nearest /learn/buddhist-dictionary/dukkha/ combined overlap 55.2%; external source links 1; role review: DICTIONARY_DEFINITION; owner selection: The lesson is the clearest broad beginner owner; anicca definitions and change applications remain subordinate.
https://echobuddha.com/learn/buddhist-dictionary/compassion/,https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,Concise linguistic and doctrinal definition of the term in “Compassion Meaning in Buddhist Wisdom”.,Not primary distinction,Not primary distinction,Not primary distinction,Requires source/tradition boundary review,Not primary distinction,Not primary distinction,Concise linguistic and doctrinal definition of the term in “Compassion Meaning in Buddhist Wisdom”.,"Yes, if required differentiation is maintained","Phase 1: Built 2026-08-11T02:17:46.273Z; 260 words; 12 content headings; authored route; nearest /learn/buddhist-dictionary/karuna/ combined overlap 61.9%; external source links 1; role review: DICTIONARY_DEFINITION; owner selection: It provides the broad Buddhist frame; dictionary terms, boundaries, and daily discipline have narrower jobs."
https://echobuddha.com/learn/buddhist-dictionary/dukkha/,https://echobuddha.com/learn/four-noble-truths/,Concise linguistic and doctrinal definition of the term in “Dukkha Meaning: Suffering and Unsatisfactoriness in Buddhism”.,Not primary distinction,Not primary distinction,Not primary distinction,Requires source/tradition boundary review,Not primary distinction,Not primary distinction,Concise linguistic and doctrinal definition of the term in “Dukkha Meaning: Suffering and Unsatisfactoriness in Buddhism”.,"Yes, if required differentiation is maintained",Phase 1: Built 2026-08-11T02:17:46.273Z; 284 words; 12 content headings; authored route; nearest /learn/buddhist-dictionary/anicca/ combined overlap 55.2%; external source links 1; role review: DICTIONARY_DEFINITION; owner selection: The dedicated Learn page provides the clearest broad doctrinal route and parent for source and application pages.
https://echobuddha.com/learn/buddhist-dictionary/karma/,https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,"Concise linguistic and doctrinal definition of the term in “Karma Meaning in Buddhism: Intention, Action, and Consequences”.",Not primary distinction,Not primary distinction,Not primary distinction,Requires source/tradition boundary review,Not primary distinction,Not primary distinction,"Concise linguistic and doctrinal definition of the term in “Karma Meaning in Buddhism: Intention, Action, and Consequences”.","Yes, if required differentiation is maintained",Phase 1: Built 2026-08-11T02:17:46.273Z; 277 words; 12 content headings; authored route; nearest /learn/buddhist-dictionary/mindfulness/ combined overlap 55.4%; external source links 1; role review: DICTIONARY_DEFINITION; owner selection: The lesson owns the broad Buddhist meaning; the article applies intention and consequence to daily choices.
https://echobuddha.com/learn/buddhist-dictionary/karuna/,https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,Concise linguistic and doctrinal definition of the term in “Karuna Meaning: Compassion in Buddhism”.,Not primary distinction,Not primary distinction,Not primary distinction,Requires source/tradition boundary review,Not primary distinction,Not primary distinction,Concise linguistic and doctrinal definition of the term in “Karuna Meaning: Compassion in Buddhism”.,"Yes, if required differentiation is maintained","Phase 1: Built 2026-08-11T02:17:46.273Z; 309 words; 12 content headings; authored route; nearest /learn/buddhist-dictionary/compassion/ combined overlap 61.9%; external source links 1; role review: DICTIONARY_DEFINITION; owner selection: It provides the broad Buddhist frame; dictionary terms, boundaries, and daily discipline have narrower jobs."
https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,Concise linguistic and doctrinal definition of the term in “Mindfulness Meaning in Buddhist Practice”.,Not primary distinction,Not primary distinction,Not primary distinction,Requires source/tradition boundary review,Not primary distinction,Not primary distinction,Concise linguistic and doctrinal definition of the term in “Mindfulness Meaning in Buddhist Practice”.,"Yes, if required differentiation is maintained","Phase 1: Built 2026-08-11T02:17:46.273Z; 244 words; 12 content headings; authored route; nearest /learn/buddhist-dictionary/sati/ combined overlap 61.9%; external source links 1; role review: DICTIONARY_DEFINITION; owner selection: The lesson owns Buddhist mindfulness meaning; dictionary, comparison, and routine pages remain narrower."
https://echobuddha.com/learn/buddhist-dictionary/nirvana/,https://echobuddha.com/learn/buddhist-dictionary/,Concise linguistic and doctrinal definition of the term in “Nirvana Meaning in Buddhism Explained Simply”.,Not primary distinction,Not primary distinction,Not primary distinction,Requires source/tradition boundary review,Not primary distinction,Not primary distinction,Concise linguistic and doctrinal definition of the term in “Nirvana Meaning in Buddhism Explained Simply”.,"Yes, if required differentiation is maintained",Phase 1: Built 2026-08-11T02:17:46.273Z; 272 words; 12 content headings; authored route; nearest /learn/buddhist-dictionary/mindfulness/ combined overlap 54.5%; external source links 1; role review: DICTIONARY_DEFINITION; owner selection: The hub organizes term definitions; it does not own every broad doctrinal topic represented by its entries.
https://echobuddha.com/learn/buddhist-dictionary/pali-canon/,https://echobuddha.com/learn/sutta-for-daily-life/,Concise linguistic and doctrinal definition of the term in “Pali Canon Meaning for Beginners”.,Not primary distinction,Not primary distinction,Not primary distinction,Requires source/tradition boundary review,Not primary distinction,Not primary distinction,Concise linguistic and doctrinal definition of the term in “Pali Canon Meaning for Beginners”.,"Yes, if required differentiation is maintained",Phase 1: Built 2026-08-11T02:17:46.273Z; 368 words; 9 content headings; authored route; nearest /learn/buddhist-dictionary/sutta/ combined overlap 61.0%; external source links 4; role review: DICTIONARY_DEFINITION; owner selection: The hub owns navigation into specific canonical-text studies; doctrine pillars own general explanations.
https://echobuddha.com/learn/buddhist-dictionary/sangha/,https://echobuddha.com/articles/what-is-sangha-buddhist-community/,Concise linguistic and doctrinal definition of the term in “Sangha Meaning: Buddhist Community Explained Simply”.,Not primary distinction,Not primary distinction,Not primary distinction,Requires source/tradition boundary review,Not primary distinction,Not primary distinction,Concise linguistic and doctrinal definition of the term in “Sangha Meaning: Buddhist Community Explained Simply”.,"Yes, if required differentiation is maintained",Phase 1: Built 2026-08-11T02:17:46.273Z; 357 words; 12 content headings; authored route; nearest /learn/buddhist-dictionary/karuna/ combined overlap 56.3%; external source links 2; role review: DICTIONARY_DEFINITION; owner selection: It provides the fuller community explanation; the dictionary and temple guide have narrower roles.
https://echobuddha.com/learn/buddhist-dictionary/sati/,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,Concise linguistic and doctrinal definition of the term in “Sati Meaning: Mindfulness in Buddhist Practice”.,Not primary distinction,Not primary distinction,Not primary distinction,Requires source/tradition boundary review,Not primary distinction,Not primary distinction,Concise linguistic and doctrinal definition of the term in “Sati Meaning: Mindfulness in Buddhist Practice”.,"Yes, if required differentiation is maintained","Phase 1: Built 2026-08-11T02:17:46.273Z; 257 words; 12 content headings; authored route; nearest /learn/buddhist-dictionary/mindfulness/ combined overlap 61.9%; external source links 1; role review: DICTIONARY_DEFINITION; owner selection: The lesson owns Buddhist mindfulness meaning; dictionary, comparison, and routine pages remain narrower."
