URL,Topic cluster,Ownership decision,Why current role is problematic,Possible Phase 3 action,Primary owner,Indexability consequence not yet approved,Human review required,Evidence
https://echobuddha.com/articles/three-poisons-buddhism-explained/,Three Poisons,PROTECTED PRIMARY OWNER,No owner conflict; protect broad role.,KEEP,https://echobuddha.com/articles/three-poisons-buddhism-explained/,Yes,No,"Phase 1: Built 2026-08-11T02:17:46.273Z; 1803 words; 24 content headings; authored route; nearest /articles/five-precepts-in-daily-life/ combined overlap 34.2%; external source links 2; role review: PRIMARY_PILLAR; owner selection: It is the only substantial broad explainer of greed, aversion, and delusion."
https://echobuddha.com/articles/three-ways-to-practice-patience/,Patience,PROTECTED PRIMARY OWNER,No owner conflict; protect broad role.,KEEP,https://echobuddha.com/articles/three-ways-to-practice-patience/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 1188 words; 27 content headings; authored route; nearest /articles/mindful-listening-in-everyday-life/ combined overlap 41.8%; external source links 0; role review: PRIMARY_PILLAR; owner selection: It is the broad practical owner; source study and recurring reflections remain narrow.
https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/,Sangha,KEEP AS SCENARIO_GUIDE SUBJECT TO REQUIRED DIFFERENTIATION,Stay within SCENARIO_GUIDE; avoid repeating the owner's broad definition and opening journey.,IMPROVE,https://echobuddha.com/articles/what-is-sangha-buddhist-community/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 888 words; 21 content headings; authored route; nearest /articles/what-is-sangha-buddhist-community/ combined overlap 46.8%; external source links 4; role review: SCENARIO_GUIDE; owner selection: It provides the fuller community explanation; the dictionary and temple guide have narrower roles.
https://echobuddha.com/articles/walking-meditation-step-by-step/,Walking Meditation,KEEP AS PRACTICE_GUIDE SUBJECT TO REQUIRED DIFFERENTIATION,Stay within PRACTICE_GUIDE; avoid repeating the owner's broad definition and opening journey.,IMPROVE,https://echobuddha.com/meditation/walking-meditation/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 1239 words; 26 content headings; authored route; nearest /articles/beginning-a-daily-mindfulness-practice/ combined overlap 41.8%; external source links 0; role review: PRACTICE_GUIDE; owner selection: The meditation route should own the repeatable walking practice; the article must add depth or be reviewed for consolidation.
https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,Beginner Buddhism,KEEP AS BEGINNER_FOUNDATION SUBJECT TO REQUIRED DIFFERENTIATION,Stay within BEGINNER_FOUNDATION; avoid repeating the owner's broad definition and opening journey.,IMPROVE,https://echobuddha.com/learn/buddhism-for-beginners/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 1384 words; 26 content headings; authored route; nearest /articles/four-noble-truths-explained-simply/ combined overlap 42.5%; external source links 2; role review: BEGINNER_FOUNDATION; owner selection: The strongest structured entry into basic Buddhist teaching and practice.
https://echobuddha.com/articles/what-is-karma-in-buddhism/,Karma,KEEP AS PRACTICAL_APPLICATION SUBJECT TO REQUIRED DIFFERENTIATION,Stay within PRACTICAL_APPLICATION; avoid repeating the owner's broad definition and opening journey.,IMPROVE,https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 1445 words; 28 content headings; authored route; nearest /articles/eightfold-path-explained/ combined overlap 34.8%; external source links 1; role review: PRACTICAL_APPLICATION; owner selection: The lesson owns the broad Buddhist meaning; the article applies intention and consequence to daily choices.
https://echobuddha.com/articles/what-is-sangha-buddhist-community/,Sangha,PROTECTED PRIMARY OWNER,No owner conflict; protect broad role.,KEEP,https://echobuddha.com/articles/what-is-sangha-buddhist-community/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 1759 words; 25 content headings; authored route; nearest /articles/visiting-a-buddhist-temple-respectfully/ combined overlap 46.8%; external source links 3; role review: PRIMARY_PILLAR; owner selection: It provides the fuller community explanation; the dictionary and temple guide have narrower roles.
https://echobuddha.com/authors/echo-buddha-editorial/,Trust / Policy,KEEP AS TRUST_POLICY SUBJECT TO REQUIRED DIFFERENTIATION,Stay within TRUST_POLICY; avoid repeating the owner's broad definition and opening journey.,HUMAN_REVIEW,https://echobuddha.com/about/,Yes,Yes,"Phase 1: Built 2026-08-11T02:17:46.273Z; 268 words; 9 content headings; authored route; nearest n/a combined overlap 0.0%; external source links 0; role review: TRUST_POLICY; owner selection: About anchors publisher identity while each policy page retains a protected, non-SEO trust function."
https://echobuddha.com/buddhist-sources-and-citations/,Trust / Policy,KEEP AS TRUST_POLICY SUBJECT TO REQUIRED DIFFERENTIATION,Stay within TRUST_POLICY; avoid repeating the owner's broad definition and opening journey.,IMPROVE,https://echobuddha.com/about/,Yes,No,"Phase 1: Built 2026-08-11T02:17:46.273Z; 295 words; 6 content headings; authored route; nearest /quote-attribution-policy/ combined overlap 20.6%; external source links 0; role review: TRUST_POLICY; owner selection: About anchors publisher identity while each policy page retains a protected, non-SEO trust function."
https://echobuddha.com/contact/,Trust / Policy,KEEP AS TRUST_POLICY SUBJECT TO REQUIRED DIFFERENTIATION,Stay within TRUST_POLICY; avoid repeating the owner's broad definition and opening journey.,IMPROVE,https://echobuddha.com/about/,Yes,No,"Phase 1: Built 2026-08-11T02:17:46.273Z; 120 words; 4 content headings; authored route; nearest /corrections/ combined overlap 15.5%; external source links 0; role review: TRUST_POLICY; owner selection: About anchors publisher identity while each policy page retains a protected, non-SEO trust function."
https://echobuddha.com/corrections/,Trust / Policy,KEEP AS TRUST_POLICY SUBJECT TO REQUIRED DIFFERENTIATION,Stay within TRUST_POLICY; avoid repeating the owner's broad definition and opening journey.,IMPROVE,https://echobuddha.com/about/,Yes,No,"Phase 1: Built 2026-08-11T02:17:46.273Z; 215 words; 7 content headings; authored route; nearest /contact/ combined overlap 15.5%; external source links 0; role review: TRUST_POLICY; owner selection: About anchors publisher identity while each policy page retains a protected, non-SEO trust function."
https://echobuddha.com/daily-reflections/anger-as-a-signal/,Daily Reflections,KEEP AS RECURRING_USER_CONTENT SUBJECT TO REQUIRED DIFFERENTIATION,Useful browsing/recurring role does not establish independent search-result value.,NOINDEX_REVIEW,https://echobuddha.com/daily-reflections/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 310 words; 12 content headings; authored route; nearest /daily-reflections/kindness-with-boundaries/ combined overlap 73.7%; external source links 0; role review: RECURRING_USER_CONTENT; owner selection: The hub owns the returning reflection experience; detail pages do not own broad teaching queries.
https://echobuddha.com/daily-reflections/begin-again-without-shame/,Daily Reflections,KEEP AS RECURRING_USER_CONTENT SUBJECT TO REQUIRED DIFFERENTIATION,Useful browsing/recurring role does not establish independent search-result value.,NOINDEX_REVIEW,https://echobuddha.com/daily-reflections/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 307 words; 12 content headings; authored route; nearest /daily-reflections/morning-intention/ combined overlap 73.8%; external source links 0; role review: RECURRING_USER_CONTENT; owner selection: The hub owns the returning reflection experience; detail pages do not own broad teaching queries.
https://echobuddha.com/daily-reflections/compassion-begins-nearby/,Daily Reflections,KEEP AS RECURRING_USER_CONTENT SUBJECT TO REQUIRED DIFFERENTIATION,Useful browsing/recurring role does not establish independent search-result value.,NOINDEX_REVIEW,https://echobuddha.com/daily-reflections/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 306 words; 12 content headings; authored route; nearest /daily-reflections/kindness-with-boundaries/ combined overlap 74.5%; external source links 0; role review: RECURRING_USER_CONTENT; owner selection: The hub owns the returning reflection experience; detail pages do not own broad teaching queries.
https://echobuddha.com/daily-reflections/enough-for-this-moment/,Daily Reflections,KEEP AS RECURRING_USER_CONTENT SUBJECT TO REQUIRED DIFFERENTIATION,Useful browsing/recurring role does not establish independent search-result value.,NOINDEX_REVIEW,https://echobuddha.com/daily-reflections/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 298 words; 12 content headings; authored route; nearest /daily-reflections/gratitude-notices-enough/ combined overlap 74.1%; external source links 0; role review: RECURRING_USER_CONTENT; owner selection: The hub owns the returning reflection experience; detail pages do not own broad teaching queries.
https://echobuddha.com/daily-reflections/evening-release/,Daily Reflections,KEEP AS RECURRING_USER_CONTENT SUBJECT TO REQUIRED DIFFERENTIATION,Useful browsing/recurring role does not establish independent search-result value.,NOINDEX_REVIEW,https://echobuddha.com/daily-reflections/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 314 words; 12 content headings; authored route; nearest /daily-reflections/morning-intention/ combined overlap 73.7%; external source links 0; role review: RECURRING_USER_CONTENT; owner selection: The hub owns the returning reflection experience; detail pages do not own broad teaching queries.
https://echobuddha.com/daily-reflections/family-patience/,Daily Reflections,KEEP AS RECURRING_USER_CONTENT SUBJECT TO REQUIRED DIFFERENTIATION,Useful browsing/recurring role does not establish independent search-result value.,NOINDEX_REVIEW,https://echobuddha.com/daily-reflections/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 300 words; 12 content headings; authored route; nearest /daily-reflections/simple-goodwill/ combined overlap 74.1%; external source links 0; role review: RECURRING_USER_CONTENT; owner selection: The hub owns the returning reflection experience; detail pages do not own broad teaching queries.
https://echobuddha.com/daily-reflections/forgiveness-without-approval/,Daily Reflections,KEEP AS RECURRING_USER_CONTENT SUBJECT TO REQUIRED DIFFERENTIATION,Useful browsing/recurring role does not establish independent search-result value.,NOINDEX_REVIEW,https://echobuddha.com/daily-reflections/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 303 words; 12 content headings; authored route; nearest /daily-reflections/metta-for-a-difficult-person/ combined overlap 75.8%; external source links 0; role review: RECURRING_USER_CONTENT; owner selection: The hub owns the returning reflection experience; detail pages do not own broad teaching queries.
https://echobuddha.com/daily-reflections/gratitude-for-change/,Daily Reflections,KEEP AS RECURRING_USER_CONTENT SUBJECT TO REQUIRED DIFFERENTIATION,Useful browsing/recurring role does not establish independent search-result value.,NOINDEX_REVIEW,https://echobuddha.com/daily-reflections/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 290 words; 12 content headings; authored route; nearest /daily-reflections/impermanence-softens-clinging/ combined overlap 73.8%; external source links 0; role review: RECURRING_USER_CONTENT; owner selection: The hub owns the returning reflection experience; detail pages do not own broad teaching queries.
https://echobuddha.com/daily-reflections/gratitude-notices-enough/,Daily Reflections,KEEP AS RECURRING_USER_CONTENT SUBJECT TO REQUIRED DIFFERENTIATION,Useful browsing/recurring role does not establish independent search-result value.,NOINDEX_REVIEW,https://echobuddha.com/daily-reflections/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 297 words; 12 content headings; authored route; nearest /daily-reflections/soften-the-inner-argument/ combined overlap 74.3%; external source links 0; role review: RECURRING_USER_CONTENT; owner selection: The hub owns the returning reflection experience; detail pages do not own broad teaching queries.
https://echobuddha.com/daily-reflections/impermanence-softens-clinging/,Daily Reflections,KEEP AS RECURRING_USER_CONTENT SUBJECT TO REQUIRED DIFFERENTIATION,Useful browsing/recurring role does not establish independent search-result value.,NOINDEX_REVIEW,https://echobuddha.com/daily-reflections/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 297 words; 12 content headings; authored route; nearest /daily-reflections/gratitude-for-change/ combined overlap 73.8%; external source links 0; role review: RECURRING_USER_CONTENT; owner selection: The hub owns the returning reflection experience; detail pages do not own broad teaching queries.
https://echobuddha.com/daily-reflections/,Daily Reflections,PROTECTED PRIMARY OWNER,No owner conflict; protect broad role.,KEEP,https://echobuddha.com/daily-reflections/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 1782 words; 36 content headings; authored route; nearest /quotes/ combined overlap 20.6%; external source links 0; role review: HUB; owner selection: The hub owns the returning reflection experience; detail pages do not own broad teaching queries.
https://echobuddha.com/daily-reflections/kindness-with-boundaries/,Daily Reflections,KEEP AS RECURRING_USER_CONTENT SUBJECT TO REQUIRED DIFFERENTIATION,Useful browsing/recurring role does not establish independent search-result value.,NOINDEX_REVIEW,https://echobuddha.com/daily-reflections/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 302 words; 12 content headings; authored route; nearest /daily-reflections/rest-without-escape/ combined overlap 76.0%; external source links 0; role review: RECURRING_USER_CONTENT; owner selection: The hub owns the returning reflection experience; detail pages do not own broad teaching queries.
https://echobuddha.com/daily-reflections/let-the-feeling-pass/,Daily Reflections,KEEP AS RECURRING_USER_CONTENT SUBJECT TO REQUIRED DIFFERENTIATION,Useful browsing/recurring role does not establish independent search-result value.,NOINDEX_REVIEW,https://echobuddha.com/daily-reflections/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 318 words; 12 content headings; authored route; nearest /daily-reflections/simple-goodwill/ combined overlap 73.4%; external source links 0; role review: RECURRING_USER_CONTENT; owner selection: The hub owns the returning reflection experience; detail pages do not own broad teaching queries.
https://echobuddha.com/daily-reflections/letting-go-keeps-care/,Daily Reflections,KEEP AS RECURRING_USER_CONTENT SUBJECT TO REQUIRED DIFFERENTIATION,Useful browsing/recurring role does not establish independent search-result value.,NOINDEX_REVIEW,https://echobuddha.com/daily-reflections/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 298 words; 12 content headings; authored route; nearest /daily-reflections/forgiveness-without-approval/ combined overlap 73.2%; external source links 0; role review: RECURRING_USER_CONTENT; owner selection: The hub owns the returning reflection experience; detail pages do not own broad teaching queries.
https://echobuddha.com/daily-reflections/listen-before-answering/,Daily Reflections,KEEP AS RECURRING_USER_CONTENT SUBJECT TO REQUIRED DIFFERENTIATION,Useful browsing/recurring role does not establish independent search-result value.,NOINDEX_REVIEW,https://echobuddha.com/daily-reflections/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 303 words; 12 content headings; authored route; nearest /daily-reflections/speech-can-reduce-suffering/ combined overlap 74.9%; external source links 0; role review: RECURRING_USER_CONTENT; owner selection: The hub owns the returning reflection experience; detail pages do not own broad teaching queries.
https://echobuddha.com/daily-reflections/metta-for-a-difficult-person/,Daily Reflections,KEEP AS RECURRING_USER_CONTENT SUBJECT TO REQUIRED DIFFERENTIATION,Useful browsing/recurring role does not establish independent search-result value.,NOINDEX_REVIEW,https://echobuddha.com/daily-reflections/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 304 words; 12 content headings; authored route; nearest /daily-reflections/forgiveness-without-approval/ combined overlap 75.8%; external source links 0; role review: RECURRING_USER_CONTENT; owner selection: The hub owns the returning reflection experience; detail pages do not own broad teaching queries.
https://echobuddha.com/daily-reflections/mindful-work/,Daily Reflections,KEEP AS RECURRING_USER_CONTENT SUBJECT TO REQUIRED DIFFERENTIATION,Useful browsing/recurring role does not establish independent search-result value.,NOINDEX_REVIEW,https://echobuddha.com/daily-reflections/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 304 words; 12 content headings; authored route; nearest /daily-reflections/one-step-on-the-path/ combined overlap 77.9%; external source links 0; role review: RECURRING_USER_CONTENT; owner selection: The hub owns the returning reflection experience; detail pages do not own broad teaching queries.
https://echobuddha.com/daily-reflections/morning-intention/,Daily Reflections,KEEP AS RECURRING_USER_CONTENT SUBJECT TO REQUIRED DIFFERENTIATION,Useful browsing/recurring role does not establish independent search-result value.,NOINDEX_REVIEW,https://echobuddha.com/daily-reflections/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 300 words; 12 content headings; authored route; nearest /daily-reflections/one-step-on-the-path/ combined overlap 75.7%; external source links 0; role review: RECURRING_USER_CONTENT; owner selection: The hub owns the returning reflection experience; detail pages do not own broad teaching queries.
https://echobuddha.com/daily-reflections/notice-before-fixing/,Daily Reflections,KEEP AS RECURRING_USER_CONTENT SUBJECT TO REQUIRED DIFFERENTIATION,Useful browsing/recurring role does not establish independent search-result value.,NOINDEX_REVIEW,https://echobuddha.com/daily-reflections/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 300 words; 12 content headings; authored route; nearest /daily-reflections/morning-intention/ combined overlap 73.9%; external source links 0; role review: RECURRING_USER_CONTENT; owner selection: The hub owns the returning reflection experience; detail pages do not own broad teaching queries.
https://echobuddha.com/daily-reflections/one-honest-breath/,Daily Reflections,KEEP AS RECURRING_USER_CONTENT SUBJECT TO REQUIRED DIFFERENTIATION,Useful browsing/recurring role does not establish independent search-result value.,NOINDEX_REVIEW,https://echobuddha.com/daily-reflections/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 314 words; 12 content headings; authored route; nearest /daily-reflections/evening-release/ combined overlap 73.5%; external source links 0; role review: RECURRING_USER_CONTENT; owner selection: The hub owns the returning reflection experience; detail pages do not own broad teaching queries.
https://echobuddha.com/daily-reflections/one-step-on-the-path/,Daily Reflections,KEEP AS RECURRING_USER_CONTENT SUBJECT TO REQUIRED DIFFERENTIATION,Useful browsing/recurring role does not establish independent search-result value.,NOINDEX_REVIEW,https://echobuddha.com/daily-reflections/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 314 words; 12 content headings; authored route; nearest /daily-reflections/mindful-work/ combined overlap 77.9%; external source links 0; role review: RECURRING_USER_CONTENT; owner selection: The hub owns the returning reflection experience; detail pages do not own broad teaching queries.
https://echobuddha.com/daily-reflections/patience-before-anger-speaks/,Daily Reflections,KEEP AS RECURRING_USER_CONTENT SUBJECT TO REQUIRED DIFFERENTIATION,Useful browsing/recurring role does not establish independent search-result value.,NOINDEX_REVIEW,https://echobuddha.com/daily-reflections/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 333 words; 12 content headings; authored route; nearest /daily-reflections/speech-can-reduce-suffering/ combined overlap 72.9%; external source links 0; role review: RECURRING_USER_CONTENT; owner selection: The hub owns the returning reflection experience; detail pages do not own broad teaching queries.
https://echobuddha.com/daily-reflections/rest-without-escape/,Daily Reflections,KEEP AS RECURRING_USER_CONTENT SUBJECT TO REQUIRED DIFFERENTIATION,Useful browsing/recurring role does not establish independent search-result value.,NOINDEX_REVIEW,https://echobuddha.com/daily-reflections/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 311 words; 12 content headings; authored route; nearest /daily-reflections/kindness-with-boundaries/ combined overlap 76.0%; external source links 0; role review: RECURRING_USER_CONTENT; owner selection: The hub owns the returning reflection experience; detail pages do not own broad teaching queries.
https://echobuddha.com/daily-reflections/see-the-conditions/,Daily Reflections,KEEP AS RECURRING_USER_CONTENT SUBJECT TO REQUIRED DIFFERENTIATION,Useful browsing/recurring role does not establish independent search-result value.,NOINDEX_REVIEW,https://echobuddha.com/daily-reflections/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 303 words; 12 content headings; authored route; nearest /daily-reflections/soften-the-inner-argument/ combined overlap 73.5%; external source links 0; role review: RECURRING_USER_CONTENT; owner selection: The hub owns the returning reflection experience; detail pages do not own broad teaching queries.
https://echobuddha.com/daily-reflections/simple-goodwill/,Daily Reflections,KEEP AS RECURRING_USER_CONTENT SUBJECT TO REQUIRED DIFFERENTIATION,Useful browsing/recurring role does not establish independent search-result value.,NOINDEX_REVIEW,https://echobuddha.com/daily-reflections/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 292 words; 12 content headings; authored route; nearest /daily-reflections/family-patience/ combined overlap 74.1%; external source links 0; role review: RECURRING_USER_CONTENT; owner selection: The hub owns the returning reflection experience; detail pages do not own broad teaching queries.
https://echobuddha.com/daily-reflections/small-actions-shape-the-mind/,Daily Reflections,KEEP AS RECURRING_USER_CONTENT SUBJECT TO REQUIRED DIFFERENTIATION,Useful browsing/recurring role does not establish independent search-result value.,NOINDEX_REVIEW,https://echobuddha.com/daily-reflections/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 306 words; 12 content headings; authored route; nearest /daily-reflections/one-step-on-the-path/ combined overlap 75.7%; external source links 0; role review: RECURRING_USER_CONTENT; owner selection: The hub owns the returning reflection experience; detail pages do not own broad teaching queries.
https://echobuddha.com/daily-reflections/soften-the-inner-argument/,Daily Reflections,KEEP AS RECURRING_USER_CONTENT SUBJECT TO REQUIRED DIFFERENTIATION,Useful browsing/recurring role does not establish independent search-result value.,NOINDEX_REVIEW,https://echobuddha.com/daily-reflections/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 303 words; 12 content headings; authored route; nearest /daily-reflections/gratitude-notices-enough/ combined overlap 74.3%; external source links 0; role review: RECURRING_USER_CONTENT; owner selection: The hub owns the returning reflection experience; detail pages do not own broad teaching queries.
https://echobuddha.com/daily-reflections/speech-can-reduce-suffering/,Daily Reflections,KEEP AS RECURRING_USER_CONTENT SUBJECT TO REQUIRED DIFFERENTIATION,Useful browsing/recurring role does not establish independent search-result value.,NOINDEX_REVIEW,https://echobuddha.com/daily-reflections/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 299 words; 12 content headings; authored route; nearest /daily-reflections/kindness-with-boundaries/ combined overlap 75.6%; external source links 0; role review: RECURRING_USER_CONTENT; owner selection: The hub owns the returning reflection experience; detail pages do not own broad teaching queries.
https://echobuddha.com/daily-reflections/the-first-truth-is-kind/,Daily Reflections,KEEP AS RECURRING_USER_CONTENT SUBJECT TO REQUIRED DIFFERENTIATION,Useful browsing/recurring role does not establish independent search-result value.,NOINDEX_REVIEW,https://echobuddha.com/daily-reflections/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 303 words; 12 content headings; authored route; nearest /daily-reflections/gratitude-notices-enough/ combined overlap 73.8%; external source links 0; role review: RECURRING_USER_CONTENT; owner selection: The hub owns the returning reflection experience; detail pages do not own broad teaching queries.
https://echobuddha.com/daily-reflections/thoughts-are-visitors/,Daily Reflections,KEEP AS RECURRING_USER_CONTENT SUBJECT TO REQUIRED DIFFERENTIATION,Useful browsing/recurring role does not establish independent search-result value.,NOINDEX_REVIEW,https://echobuddha.com/daily-reflections/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 305 words; 12 content headings; authored route; nearest /daily-reflections/let-the-feeling-pass/ combined overlap 72.0%; external source links 0; role review: RECURRING_USER_CONTENT; owner selection: The hub owns the returning reflection experience; detail pages do not own broad teaching queries.
https://echobuddha.com/daily-reflections/walking-as-practice/,Daily Reflections,KEEP AS RECURRING_USER_CONTENT SUBJECT TO REQUIRED DIFFERENTIATION,Useful browsing/recurring role does not establish independent search-result value.,NOINDEX_REVIEW,https://echobuddha.com/daily-reflections/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 305 words; 12 content headings; authored route; nearest /daily-reflections/compassion-begins-nearby/ combined overlap 72.1%; external source links 0; role review: RECURRING_USER_CONTENT; owner selection: The hub owns the returning reflection experience; detail pages do not own broad teaching queries.
https://echobuddha.com/disclaimer/,Trust / Policy,KEEP AS TRUST_POLICY SUBJECT TO REQUIRED DIFFERENTIATION,Stay within TRUST_POLICY; avoid repeating the owner's broad definition and opening journey.,IMPROVE,https://echobuddha.com/about/,Yes,No,"Phase 1: Built 2026-08-11T02:17:46.273Z; 221 words; 6 content headings; authored route; nearest /meditation-safety/ combined overlap 18.0%; external source links 0; role review: TRUST_POLICY; owner selection: About anchors publisher identity while each policy page retains a protected, non-SEO trust function."
https://echobuddha.com/editorial-policy/,Trust / Policy,KEEP AS TRUST_POLICY SUBJECT TO REQUIRED DIFFERENTIATION,Stay within TRUST_POLICY; avoid repeating the owner's broad definition and opening journey.,IMPROVE,https://echobuddha.com/about/,Yes,No,"Phase 1: Built 2026-08-11T02:17:46.273Z; 576 words; 10 content headings; authored route; nearest /how-echo-buddha-creates-content/ combined overlap 19.4%; external source links 0; role review: TRUST_POLICY; owner selection: About anchors publisher identity while each policy page retains a protected, non-SEO trust function."
https://echobuddha.com/how-echo-buddha-creates-content/,Trust / Policy,KEEP AS TRUST_POLICY SUBJECT TO REQUIRED DIFFERENTIATION,Stay within TRUST_POLICY; avoid repeating the owner's broad definition and opening journey.,IMPROVE,https://echobuddha.com/about/,Yes,No,"Phase 1: Built 2026-08-11T02:17:46.273Z; 347 words; 7 content headings; authored route; nearest /editorial-policy/ combined overlap 19.4%; external source links 0; role review: TRUST_POLICY; owner selection: About anchors publisher identity while each policy page retains a protected, non-SEO trust function."
https://echobuddha.com/,Site Discovery,PROTECTED PRIMARY OWNER,No owner conflict; protect broad role.,KEEP,https://echobuddha.com/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 1002 words; 26 content headings; authored route; nearest n/a combined overlap 0.0%; external source links 0; role review: HUB; owner selection: The homepage introduces the publication and routes readers to clear owners without becoming a doctrine pillar.
https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,Beginner Buddhism,KEEP AS PRACTICAL_APPLICATION SUBJECT TO REQUIRED DIFFERENTIATION,Stay within PRACTICAL_APPLICATION; avoid repeating the owner's broad definition and opening journey.,IMPROVE,https://echobuddha.com/learn/buddhism-for-beginners/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 312 words; 12 content headings; authored route; nearest /learn/buddhism-101/how-to-practice-buddhism-at-home/ combined overlap 40.7%; external source links 1; role review: PRACTICAL_APPLICATION; owner selection: The strongest structured entry into basic Buddhist teaching and practice.
https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,Buddhist Foundations,KEEP AS BEGINNER_FOUNDATION SUBJECT TO REQUIRED DIFFERENTIATION,Stay within BEGINNER_FOUNDATION; avoid repeating the owner's broad definition and opening journey.,IMPROVE,https://echobuddha.com/learn/buddhism-101/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 941 words; 18 content headings; authored route; nearest /learn/buddhism-101/three-marks-of-existence/ combined overlap 32.4%; external source links 1; role review: BEGINNER_FOUNDATION; owner selection: The hub organizes foundational lessons whose individual concepts may have their own owners.
https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,Buddhist Foundations,KEEP AS SUPPORTING_EXPLANATION SUBJECT TO REQUIRED DIFFERENTIATION,Stay within SUPPORTING_EXPLANATION; avoid repeating the owner's broad definition and opening journey.,IMPROVE,https://echobuddha.com/learn/buddhism-101/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 938 words; 19 content headings; authored route; nearest /learn/buddhism-101/three-marks-of-existence/ combined overlap 34.5%; external source links 1; role review: SUPPORTING_EXPLANATION; owner selection: The hub organizes foundational lessons whose individual concepts may have their own owners.
https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/,Buddhist Foundations,KEEP AS BEGINNER_FOUNDATION SUBJECT TO REQUIRED DIFFERENTIATION,Stay within BEGINNER_FOUNDATION; avoid repeating the owner's broad definition and opening journey.,IMPROVE,https://echobuddha.com/learn/buddhism-101/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 364 words; 9 content headings; authored route; nearest /learn/sutta-for-daily-life/magga-vibhanga-sutta-eightfold-path/ combined overlap 32.3%; external source links 1; role review: BEGINNER_FOUNDATION; owner selection: The hub organizes foundational lessons whose individual concepts may have their own owners.
https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,Five Precepts,PROTECTED PRIMARY OWNER,No owner conflict; protect broad role.,KEEP,https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 1244 words; 20 content headings; authored route; nearest /learn/buddhism-101/right-livelihood-buddhism/ combined overlap 33.8%; external source links 1; role review: PRIMARY_PILLAR; owner selection: The lesson owns the ethical framework; practical articles show application without redefining it.
