route,theme,indexabilityClass,indexable,previousRobots,finalRobots,inSitemap,inSearchIndex,reviewerNote
/quotes/awareness/acceptance-before-next-step/,Awareness,indexable-after-generated-quality-improvement,true,"index, follow (implicit)","index, follow (implicit)",true,true,Indexable by existing theme allowlist after Phase 2 status and uniqueness improvements.
/quotes/wisdom/karma-begins-in-intention/,Wisdom,indexable-after-generated-quality-improvement,true,"index, follow (implicit)","index, follow (implicit)",true,true,Indexable by existing theme allowlist after Phase 2 status and uniqueness improvements.
/quotes/wisdom/right-speech-with-kindness/,Wisdom,indexable-after-generated-quality-improvement,true,"index, follow (implicit)","index, follow (implicit)",true,true,Indexable by existing theme allowlist after Phase 2 status and uniqueness improvements.
/quotes/wisdom/wise-silence/,Wisdom,indexable-after-generated-quality-improvement,true,"index, follow (implicit)","index, follow (implicit)",true,true,Indexable by existing theme allowlist after Phase 2 status and uniqueness improvements.
/quotes/mindfulness/listen-before-answering/,Mindfulness,indexable-after-generated-quality-improvement,true,"index, follow (implicit)","index, follow (implicit)",true,true,Indexable by existing theme allowlist after Phase 2 status and uniqueness improvements.
/quotes/awareness/thoughts-are-visitors/,Awareness,indexable-after-generated-quality-improvement,true,"index, follow (implicit)","index, follow (implicit)",true,true,Indexable by existing theme allowlist after Phase 2 status and uniqueness improvements.
/quotes/mindfulness/ground-yourself-gently/,Mindfulness,indexable-after-generated-quality-improvement,true,"index, follow (implicit)","index, follow (implicit)",true,true,Indexable by existing theme allowlist after Phase 2 status and uniqueness improvements.
/quotes/letting-go/soften-around-stress/,Letting Go,indexable-after-generated-quality-improvement,true,"index, follow (implicit)","index, follow (implicit)",true,true,Indexable by existing theme allowlist after Phase 2 status and uniqueness improvements.
/quotes/renewal/one-calm-morning-intention/,Renewal,indexable-after-generated-quality-improvement,true,"index, follow (implicit)","index, follow (implicit)",true,true,Indexable by existing theme allowlist after Phase 2 status and uniqueness improvements.
/quotes/renewal/evening-release-reflection/,Renewal,indexable-after-generated-quality-improvement,true,"index, follow (implicit)","index, follow (implicit)",true,true,Indexable by existing theme allowlist after Phase 2 status and uniqueness improvements.
/quotes/mindfulness/gratitude-notices-enough/,Mindfulness,indexable-after-generated-quality-improvement,true,"index, follow (implicit)","index, follow (implicit)",true,true,Indexable by existing theme allowlist after Phase 2 status and uniqueness improvements.
/quotes/wisdom/simplicity-clears-the-room/,Wisdom,indexable-after-generated-quality-improvement,true,"index, follow (implicit)","index, follow (implicit)",true,true,Indexable by existing theme allowlist after Phase 2 status and uniqueness improvements.
/quotes/wisdom/contentment-with-what-is-here/,Wisdom,indexable-after-generated-quality-improvement,true,"index, follow (implicit)","index, follow (implicit)",true,true,Indexable by existing theme allowlist after Phase 2 status and uniqueness improvements.
/quotes/wisdom/wisdom-sees-clearly/,Wisdom,indexable-after-generated-quality-improvement,true,"index, follow (implicit)","index, follow (implicit)",true,true,Indexable by existing theme allowlist after Phase 2 status and uniqueness improvements.
/quotes/practice/right-intention-turns-the-heart/,Practice,indexable-after-generated-quality-improvement,true,"index, follow (implicit)","index, follow (implicit)",true,true,Indexable by existing theme allowlist after Phase 2 status and uniqueness improvements.
/quotes/practice/eightfold-path-daily-choices/,Practice,indexable-after-generated-quality-improvement,true,"index, follow (implicit)","index, follow (implicit)",true,true,Indexable by existing theme allowlist after Phase 2 status and uniqueness improvements.
/quotes/wisdom/understanding-suffering-honestly/,Wisdom,indexable-after-generated-quality-improvement,true,"index, follow (implicit)","index, follow (implicit)",true,true,Indexable by existing theme allowlist after Phase 2 status and uniqueness improvements.
/quotes/letting-go/where-attachment-begins/,Letting Go,indexable-after-generated-quality-improvement,true,"index, follow (implicit)","index, follow (implicit)",true,true,Indexable by existing theme allowlist after Phase 2 status and uniqueness improvements.
/quotes/renewal/begin-again-without-shame/,Renewal,indexable-after-generated-quality-improvement,true,"index, follow (implicit)","index, follow (implicit)",true,true,Indexable by existing theme allowlist after Phase 2 status and uniqueness improvements.
/quotes/renewal/gentle-hope-keeps-walking/,Renewal,indexable-after-generated-quality-improvement,true,"index, follow (implicit)","index, follow (implicit)",true,true,Indexable by existing theme allowlist after Phase 2 status and uniqueness improvements.
/quotes/awareness/feelings-without-the-wheel/,Awareness,indexable-after-generated-quality-improvement,true,"index, follow (implicit)","index, follow (implicit)",true,true,Indexable by existing theme allowlist after Phase 2 status and uniqueness improvements.
/quotes/practice/mindfulness-at-work-breath/,Practice,indexable-after-generated-quality-improvement,true,"index, follow (implicit)","index, follow (implicit)",true,true,Indexable by existing theme allowlist after Phase 2 status and uniqueness improvements.
/quotes/patience/family-kindness-and-patience/,Patience,indexable-after-generated-quality-improvement,true,"index, follow (implicit)","index, follow (implicit)",true,true,Indexable by existing theme allowlist after Phase 2 status and uniqueness improvements.
/quotes/wisdom/difficult-people-and-boundaries/,Wisdom,indexable-after-generated-quality-improvement,true,"index, follow (implicit)","index, follow (implicit)",true,true,Indexable by existing theme allowlist after Phase 2 status and uniqueness improvements.
/quotes/mindfulness/present-moment-one-step/,Mindfulness,indexable-after-generated-quality-improvement,true,"index, follow (implicit)","index, follow (implicit)",true,true,Indexable by existing theme allowlist after Phase 2 status and uniqueness improvements.
/quotes/practice/small-actions-shape-the-mind/,Practice,indexable-after-generated-quality-improvement,true,"index, follow (implicit)","index, follow (implicit)",true,true,Indexable by existing theme allowlist after Phase 2 status and uniqueness improvements.
