URL,Page family,Primary search intent,Primary topic owner,Total /100,Primary recommendation,Priority,Confidence,Evidence,Human review required,Notes
https://echobuddha.com/about/,trust/policy,Unclustered / page-specific,https://echobuddha.com/about/,72,HUMAN REVIEW,OWNER / EXPERT REVIEW,Medium,Built 2026-08-11T02:17:46.273Z; 304 words; 5 content headings; authored route; nearest /how-echo-buddha-creates-content/ combined overlap 18.6%; external source links 0,Yes,Recommendation only; no remediation performed.
https://echobuddha.com/daily-reflections/morning-intention/,daily reflection,Unclustered / page-specific,https://echobuddha.com/daily-reflections/morning-intention/,37,NOINDEX,P1,High,Built 2026-08-11T02:17:46.273Z; 300 words; 12 content headings; authored route; nearest /daily-reflections/one-step-on-the-path/ combined overlap 75.7%; external source links 0,No,Recommendation only; preserve URL and follow links unless Phase 2+ review approves a change.
https://echobuddha.com/daily-reflections/notice-before-fixing/,daily reflection,Unclustered / page-specific,https://echobuddha.com/daily-reflections/notice-before-fixing/,37,NOINDEX,P1,High,Built 2026-08-11T02:17:46.273Z; 300 words; 12 content headings; authored route; nearest /daily-reflections/morning-intention/ combined overlap 73.9%; external source links 0,No,Recommendation only; preserve URL and follow links unless Phase 2+ review approves a change.
https://echobuddha.com/daily-reflections/one-honest-breath/,daily reflection,Meditation,https://echobuddha.com/meditation/,37,NOINDEX,P1,High,Built 2026-08-11T02:17:46.273Z; 314 words; 12 content headings; authored route; nearest /daily-reflections/evening-release/ combined overlap 73.5%; external source links 0,No,Recommendation only; preserve URL and follow links unless Phase 2+ review approves a change.
https://echobuddha.com/daily-reflections/one-step-on-the-path/,daily reflection,Noble Eightfold Path,https://echobuddha.com/learn/eightfold-path/,37,NOINDEX,P1,High,Built 2026-08-11T02:17:46.273Z; 314 words; 12 content headings; authored route; nearest /daily-reflections/mindful-work/ combined overlap 77.9%; external source links 0,No,Recommendation only; preserve URL and follow links unless Phase 2+ review approves a change.
https://echobuddha.com/daily-reflections/patience-before-anger-speaks/,daily reflection,Patience,https://echobuddha.com/articles/three-ways-to-practice-patience/,37,NOINDEX,P1,High,Built 2026-08-11T02:17:46.273Z; 333 words; 12 content headings; authored route; nearest /daily-reflections/speech-can-reduce-suffering/ combined overlap 72.9%; external source links 0,No,Recommendation only; preserve URL and follow links unless Phase 2+ review approves a change.
https://echobuddha.com/daily-reflections/rest-without-escape/,daily reflection,Sleep-related mindfulness,https://echobuddha.com/articles/mindfulness-for-better-sleep/,37,NOINDEX,P1,High,Built 2026-08-11T02:17:46.273Z; 311 words; 12 content headings; authored route; nearest /daily-reflections/kindness-with-boundaries/ combined overlap 76.0%; external source links 0,No,Recommendation only; preserve URL and follow links unless Phase 2+ review approves a change.
https://echobuddha.com/daily-reflections/see-the-conditions/,daily reflection,Unclustered / page-specific,https://echobuddha.com/daily-reflections/see-the-conditions/,37,NOINDEX,P1,High,Built 2026-08-11T02:17:46.273Z; 303 words; 12 content headings; authored route; nearest /daily-reflections/soften-the-inner-argument/ combined overlap 73.5%; external source links 0,No,Recommendation only; preserve URL and follow links unless Phase 2+ review approves a change.
https://echobuddha.com/daily-reflections/simple-goodwill/,daily reflection,Unclustered / page-specific,https://echobuddha.com/daily-reflections/simple-goodwill/,37,NOINDEX,P1,High,Built 2026-08-11T02:17:46.273Z; 292 words; 12 content headings; authored route; nearest /daily-reflections/family-patience/ combined overlap 74.1%; external source links 0,No,Recommendation only; preserve URL and follow links unless Phase 2+ review approves a change.
https://echobuddha.com/daily-reflections/small-actions-shape-the-mind/,daily reflection,Unclustered / page-specific,https://echobuddha.com/daily-reflections/small-actions-shape-the-mind/,37,NOINDEX,P1,High,Built 2026-08-11T02:17:46.273Z; 306 words; 12 content headings; authored route; nearest /daily-reflections/one-step-on-the-path/ combined overlap 75.7%; external source links 0,No,Recommendation only; preserve URL and follow links unless Phase 2+ review approves a change.
https://echobuddha.com/daily-reflections/soften-the-inner-argument/,daily reflection,Unclustered / page-specific,https://echobuddha.com/daily-reflections/soften-the-inner-argument/,37,NOINDEX,P1,High,Built 2026-08-11T02:17:46.273Z; 303 words; 12 content headings; authored route; nearest /daily-reflections/gratitude-notices-enough/ combined overlap 74.3%; external source links 0,No,Recommendation only; preserve URL and follow links unless Phase 2+ review approves a change.
https://echobuddha.com/daily-reflections/speech-can-reduce-suffering/,daily reflection,Right Speech,https://echobuddha.com/articles/right-speech-buddhism/,37,NOINDEX,P1,High,Built 2026-08-11T02:17:46.273Z; 299 words; 12 content headings; authored route; nearest /daily-reflections/kindness-with-boundaries/ combined overlap 75.6%; external source links 0,No,Recommendation only; preserve URL and follow links unless Phase 2+ review approves a change.
https://echobuddha.com/daily-reflections/the-first-truth-is-kind/,daily reflection,Four Noble Truths,https://echobuddha.com/learn/four-noble-truths/,37,NOINDEX,P1,High,Built 2026-08-11T02:17:46.273Z; 303 words; 12 content headings; authored route; nearest /daily-reflections/gratitude-notices-enough/ combined overlap 73.8%; external source links 0,No,Recommendation only; preserve URL and follow links unless Phase 2+ review approves a change.
https://echobuddha.com/daily-reflections/thoughts-are-visitors/,daily reflection,Unclustered / page-specific,https://echobuddha.com/daily-reflections/thoughts-are-visitors/,37,NOINDEX,P1,High,Built 2026-08-11T02:17:46.273Z; 305 words; 12 content headings; authored route; nearest /daily-reflections/let-the-feeling-pass/ combined overlap 72.0%; external source links 0,No,Recommendation only; preserve URL and follow links unless Phase 2+ review approves a change.
https://echobuddha.com/daily-reflections/walking-as-practice/,daily reflection,Unclustered / page-specific,https://echobuddha.com/daily-reflections/walking-as-practice/,37,NOINDEX,P1,High,Built 2026-08-11T02:17:46.273Z; 305 words; 12 content headings; authored route; nearest /daily-reflections/compassion-begins-nearby/ combined overlap 72.1%; external source links 0,No,Recommendation only; preserve URL and follow links unless Phase 2+ review approves a change.
https://echobuddha.com/disclaimer/,trust/policy,Unclustered / page-specific,https://echobuddha.com/disclaimer/,70,IMPROVE,P2,Medium,Built 2026-08-11T02:17:46.273Z; 221 words; 6 content headings; authored route; nearest /meditation-safety/ combined overlap 18.0%; external source links 0,No,Recommendation only; no remediation performed.
https://echobuddha.com/editorial-policy/,trust/policy,Unclustered / page-specific,https://echobuddha.com/editorial-policy/,72,IMPROVE,P2,Medium,Built 2026-08-11T02:17:46.273Z; 576 words; 10 content headings; authored route; nearest /how-echo-buddha-creates-content/ combined overlap 19.4%; external source links 0,No,Recommendation only; no remediation performed.
https://echobuddha.com/how-echo-buddha-creates-content/,trust/policy,Unclustered / page-specific,https://echobuddha.com/how-echo-buddha-creates-content/,71,IMPROVE,P2,Medium,Built 2026-08-11T02:17:46.273Z; 347 words; 7 content headings; authored route; nearest /editorial-policy/ combined overlap 19.4%; external source links 0,No,Recommendation only; no remediation performed.
https://echobuddha.com/,homepage,Unclustered / page-specific,https://echobuddha.com/,80,KEEP,P3,Medium,Built 2026-08-11T02:17:46.273Z; 1002 words; 26 content headings; authored route; nearest n/a combined overlap 0.0%; external source links 0,No,Recommendation only; no remediation performed.
https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,learn detail,Buddhism for beginners,https://echobuddha.com/learn/buddhism-for-beginners/,67,IMPROVE,P2,Medium,Built 2026-08-11T02:17:46.273Z; 312 words; 12 content headings; authored route; nearest /learn/buddhism-101/how-to-practice-buddhism-at-home/ combined overlap 40.7%; external source links 1,No,Recommendation only; no remediation performed.
https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,learn detail,Unclustered / page-specific,https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,73,IMPROVE,P2,Medium,Built 2026-08-11T02:17:46.273Z; 941 words; 18 content headings; authored route; nearest /learn/buddhism-101/three-marks-of-existence/ combined overlap 32.4%; external source links 1,No,Recommendation only; no remediation performed.
https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,learn detail,Unclustered / page-specific,https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,73,IMPROVE,P2,Medium,Built 2026-08-11T02:17:46.273Z; 938 words; 19 content headings; authored route; nearest /learn/buddhism-101/three-marks-of-existence/ combined overlap 34.5%; external source links 1,No,Recommendation only; no remediation performed.
https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/,learn detail,Unclustered / page-specific,https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/,71,IMPROVE,P2,Medium,Built 2026-08-11T02:17:46.273Z; 364 words; 9 content headings; authored route; nearest /learn/sutta-for-daily-life/magga-vibhanga-sutta-eightfold-path/ combined overlap 32.3%; external source links 1,No,Recommendation only; no remediation performed.
https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,learn detail,Five Precepts,https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,73,IMPROVE,P2,Medium,Built 2026-08-11T02:17:46.273Z; 1244 words; 20 content headings; authored route; nearest /learn/buddhism-101/right-livelihood-buddhism/ combined overlap 33.8%; external source links 1,No,Recommendation only; no remediation performed.
https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,learn detail,Compassion,https://echobuddha.com/learn/buddhist-dictionary/compassion/,69,IMPROVE,P2,Medium,Built 2026-08-11T02:17:46.273Z; 367 words; 9 content headings; authored route; nearest /learn/buddhism-101/threefold-training-sila-samadhi-panna/ combined overlap 37.9%; external source links 2,No,Recommendation only; no remediation performed.
https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,learn detail,Buddhism for beginners,https://echobuddha.com/learn/buddhism-for-beginners/,67,IMPROVE,P2,Medium,Built 2026-08-11T02:17:46.273Z; 343 words; 12 content headings; authored route; nearest /learn/buddhism-101/what-is-buddhism/ combined overlap 44.4%; external source links 1,No,Recommendation only; no remediation performed.
https://echobuddha.com/learn/buddhism-101/,learn hub,Unclustered / page-specific,https://echobuddha.com/learn/buddhism-101/,72,IMPROVE,P2,Medium,Built 2026-08-11T02:17:46.273Z; 612 words; 3 content headings; authored route; nearest /learn/buddhist-dictionary/ combined overlap 17.3%; external source links 2,No,Recommendation only; no remediation performed.
https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/,learn detail,Unclustered / page-specific,https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/,68,IMPROVE,P2,Medium,Built 2026-08-11T02:17:46.273Z; 384 words; 9 content headings; authored route; nearest /learn/buddhism-101/threefold-training-sila-samadhi-panna/ combined overlap 38.5%; external source links 1,No,Recommendation only; no remediation performed.
https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,learn detail,Unclustered / page-specific,https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,74,IMPROVE,P2,Medium,Built 2026-08-11T02:17:46.273Z; 1088 words; 19 content headings; authored route; nearest /learn/buddhism-101/five-precepts-buddhism/ combined overlap 33.8%; external source links 2,No,Recommendation only; no remediation performed.
https://echobuddha.com/learn/buddhism-101/the-four-noble-truths-explained/,learn detail,Four Noble Truths,https://echobuddha.com/learn/four-noble-truths/,69,IMPROVE,P2,Medium,Built 2026-08-11T02:17:46.273Z; 368 words; 12 content headings; authored route; nearest /learn/buddhism-101/what-is-impermanence/ combined overlap 45.9%; external source links 1,No,Recommendation only; no remediation performed.
https://echobuddha.com/learn/buddhism-101/the-noble-eightfold-path-explained/,learn detail,Noble Eightfold Path,https://echobuddha.com/learn/eightfold-path/,69,IMPROVE,P2,Medium,Built 2026-08-11T02:17:46.273Z; 392 words; 12 content headings; authored route; nearest /learn/buddhism-101/the-three-jewels-explained/ combined overlap 46.5%; external source links 1,No,Recommendation only; no remediation performed.
https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,learn detail,Unclustered / page-specific,https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,69,IMPROVE,P2,Medium,Built 2026-08-11T02:17:46.273Z; 366 words; 12 content headings; authored route; nearest /learn/buddhism-101/the-noble-eightfold-path-explained/ combined overlap 46.5%; external source links 1,No,Recommendation only; no remediation performed.
https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,learn detail,Unclustered / page-specific,https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,73,IMPROVE,P2,Medium,Built 2026-08-11T02:17:46.273Z; 945 words; 18 content headings; authored route; nearest /learn/buddhism-101/what-is-impermanence/ combined overlap 35.4%; external source links 2,No,Recommendation only; no remediation performed.
https://echobuddha.com/learn/buddhism-101/threefold-training-sila-samadhi-panna/,learn detail,Unclustered / page-specific,https://echobuddha.com/learn/buddhism-101/threefold-training-sila-samadhi-panna/,69,IMPROVE,P2,Medium,Built 2026-08-11T02:17:46.273Z; 403 words; 9 content headings; authored route; nearest /learn/buddhist-dictionary/sutta/ combined overlap 39.6%; external source links 2,No,Recommendation only; no remediation performed.
https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,learn detail,Buddhism for beginners,https://echobuddha.com/learn/buddhism-for-beginners/,69,IMPROVE,P2,Medium,Built 2026-08-11T02:17:46.273Z; 393 words; 12 content headings; authored route; nearest /learn/buddhism-101/how-to-practice-buddhism-at-home/ combined overlap 44.4%; external source links 2,No,Recommendation only; no remediation performed.
https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,learn detail,Impermanence,https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,65,IMPROVE,P2,Medium,Built 2026-08-11T02:17:46.273Z; 352 words; 12 content headings; authored route; nearest /learn/buddhist-dictionary/anicca/ combined overlap 49.1%; external source links 1,No,Recommendation only; no remediation performed.
https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,learn detail,Karma,https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,69,IMPROVE,P2,Medium,Built 2026-08-11T02:17:46.273Z; 351 words; 12 content headings; authored route; nearest /learn/buddhist-dictionary/karma/ combined overlap 46.0%; external source links 1,No,Recommendation only; no remediation performed.
https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,learn detail,Mindfulness,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,65,IMPROVE,P2,Medium,Built 2026-08-11T02:17:46.273Z; 351 words; 12 content headings; authored route; nearest /learn/buddhism-101/what-is-impermanence/ combined overlap 48.0%; external source links 1,No,Recommendation only; no remediation performed.
https://echobuddha.com/learn/buddhism-101/who-was-the-buddha/,learn detail,Unclustered / page-specific,https://echobuddha.com/learn/buddhism-101/who-was-the-buddha/,69,IMPROVE,P2,Medium,Built 2026-08-11T02:17:46.273Z; 442 words; 12 content headings; authored route; nearest /learn/buddhism-101/the-three-jewels-explained/ combined overlap 43.2%; external source links 1,No,Recommendation only; no remediation performed.
https://echobuddha.com/learn/buddhism-for-beginners/,learn hub,Buddhism for beginners,https://echobuddha.com/learn/buddhism-for-beginners/,71,IMPROVE,P2,Medium,Built 2026-08-11T02:17:46.273Z; 404 words; 4 content headings; authored route; nearest /articles/first-week-buddhist-practice/ combined overlap 17.7%; external source links 0,No,Recommendation only; no remediation performed.
https://echobuddha.com/learn/buddhist-dictionary/anatta/,learn detail,Buddhist terminology,https://echobuddha.com/learn/buddhist-dictionary/,62,IMPROVE,P2,Medium,Built 2026-08-11T02:17:46.273Z; 293 words; 12 content headings; authored route; nearest /learn/buddhist-dictionary/anicca/ combined overlap 54.8%; external source links 1,No,Recommendation only; no remediation performed.
https://echobuddha.com/learn/buddhist-dictionary/anicca/,learn detail,Impermanence,https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,61,IMPROVE,P2,Medium,Built 2026-08-11T02:17:46.273Z; 275 words; 12 content headings; authored route; nearest /learn/buddhist-dictionary/dukkha/ combined overlap 55.2%; external source links 1,No,Recommendation only; no remediation performed.
https://echobuddha.com/learn/buddhist-dictionary/compassion/,learn detail,Compassion,https://echobuddha.com/learn/buddhist-dictionary/compassion/,62,SUBSTANTIAL REWRITE,P1,Medium,Built 2026-08-11T02:17:46.273Z; 260 words; 12 content headings; authored route; nearest /learn/buddhist-dictionary/karuna/ combined overlap 61.9%; external source links 1,No,Recommendation only; no remediation performed.
https://echobuddha.com/learn/buddhist-dictionary/dhamma/,learn detail,Dhamma and Dharma,https://echobuddha.com/learn/buddhist-dictionary/dhamma/,68,IMPROVE,P2,Medium,Built 2026-08-11T02:17:46.273Z; 573 words; 14 content headings; authored route; nearest /learn/buddhist-dictionary/sangha/ combined overlap 40.2%; external source links 2,No,Recommendation only; no remediation performed.
https://echobuddha.com/learn/buddhist-dictionary/dukkha/,learn detail,Mindfulness,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,62,IMPROVE,P2,Medium,Built 2026-08-11T02:17:46.273Z; 284 words; 12 content headings; authored route; nearest /learn/buddhist-dictionary/anicca/ combined overlap 55.2%; external source links 1,No,Recommendation only; no remediation performed.
https://echobuddha.com/learn/buddhist-dictionary/,learn hub,Buddhist terminology,https://echobuddha.com/learn/buddhist-dictionary/,68,IMPROVE,P2,Medium,Built 2026-08-11T02:17:46.273Z; 326 words; 2 content headings; authored route; nearest /learn/buddhism-101/ combined overlap 17.3%; external source links 2,No,Recommendation only; no remediation performed.
https://echobuddha.com/learn/buddhist-dictionary/karma/,learn detail,Karma,https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,61,IMPROVE,P2,Medium,Built 2026-08-11T02:17:46.273Z; 277 words; 12 content headings; authored route; nearest /learn/buddhist-dictionary/mindfulness/ combined overlap 55.4%; external source links 1,No,Recommendation only; no remediation performed.
https://echobuddha.com/learn/buddhist-dictionary/karuna/,learn detail,Compassion,https://echobuddha.com/learn/buddhist-dictionary/compassion/,62,SUBSTANTIAL REWRITE,P1,Medium,Built 2026-08-11T02:17:46.273Z; 309 words; 12 content headings; authored route; nearest /learn/buddhist-dictionary/compassion/ combined overlap 61.9%; external source links 1,No,Recommendation only; no remediation performed.
https://echobuddha.com/learn/buddhist-dictionary/metta/,learn detail,Compassion,https://echobuddha.com/learn/buddhist-dictionary/compassion/,62,SUBSTANTIAL REWRITE,P1,Medium,Built 2026-08-11T02:17:46.273Z; 315 words; 12 content headings; authored route; nearest /learn/buddhist-dictionary/karuna/ combined overlap 59.7%; external source links 1,No,Recommendation only; no remediation performed.
https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,learn detail,Mindfulness,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,61,SUBSTANTIAL REWRITE,P1,Medium,Built 2026-08-11T02:17:46.273Z; 244 words; 12 content headings; authored route; nearest /learn/buddhist-dictionary/sati/ combined overlap 61.9%; external source links 1,No,Recommendation only; no remediation performed.
https://echobuddha.com/learn/buddhist-dictionary/nirvana/,learn detail,Buddhist terminology,https://echobuddha.com/learn/buddhist-dictionary/,62,IMPROVE,P2,Medium,Built 2026-08-11T02:17:46.273Z; 272 words; 12 content headings; authored route; nearest /learn/buddhist-dictionary/mindfulness/ combined overlap 54.5%; external source links 1,No,Recommendation only; no remediation performed.
https://echobuddha.com/learn/buddhist-dictionary/pali-canon/,learn detail,Sutta study,https://echobuddha.com/learn/sutta-for-daily-life/,65,HUMAN REVIEW,OWNER / EXPERT REVIEW,Medium,Built 2026-08-11T02:17:46.273Z; 368 words; 9 content headings; authored route; nearest /learn/buddhist-dictionary/sutta/ combined overlap 61.0%; external source links 4,Yes,Recommendation only; no remediation performed.
https://echobuddha.com/learn/buddhist-dictionary/sangha/,learn detail,Sangha,https://echobuddha.com/learn/buddhist-dictionary/sangha/,64,SUBSTANTIAL REWRITE,P1,Medium,Built 2026-08-11T02:17:46.273Z; 357 words; 12 content headings; authored route; nearest /learn/buddhist-dictionary/karuna/ combined overlap 56.3%; external source links 2,No,Recommendation only; no remediation performed.
https://echobuddha.com/learn/buddhist-dictionary/sati/,learn detail,Mindfulness,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,62,SUBSTANTIAL REWRITE,P1,Medium,Built 2026-08-11T02:17:46.273Z; 257 words; 12 content headings; authored route; nearest /learn/buddhist-dictionary/mindfulness/ combined overlap 61.9%; external source links 1,No,Recommendation only; no remediation performed.
https://echobuddha.com/learn/buddhist-dictionary/sutta/,learn detail,Sutta study,https://echobuddha.com/learn/sutta-for-daily-life/,62,HUMAN REVIEW,OWNER / EXPERT REVIEW,Medium,Built 2026-08-11T02:17:46.273Z; 323 words; 9 content headings; authored route; nearest /learn/buddhist-dictionary/pali-canon/ combined overlap 61.0%; external source links 2,Yes,Recommendation only; no remediation performed.
https://echobuddha.com/learn/buddhist-resources/,learn hub,Unclustered / page-specific,https://echobuddha.com/learn/buddhist-resources/,70,IMPROVE,P2,Medium,Built 2026-08-11T02:17:46.273Z; 465 words; 9 content headings; authored route; nearest /learn/dhammapada-reflections/ combined overlap 13.4%; external source links 12,No,Recommendation only; no remediation performed.
https://echobuddha.com/learn/dhammapada-reflections/avoid-evil-do-good-purify-the-mind/,learn detail,Dhammapada,https://echobuddha.com/learn/dhammapada-reflections/,61,HUMAN REVIEW,OWNER / EXPERT REVIEW,Medium,Built 2026-08-11T02:17:46.273Z; 334 words; 12 content headings; authored route; nearest /learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/ combined overlap 51.2%; external source links 1,Yes,Recommendation only; no remediation performed.
https://echobuddha.com/learn/dhammapada-reflections/better-than-a-thousand-empty-words/,learn detail,Dhammapada,https://echobuddha.com/learn/dhammapada-reflections/,62,HUMAN REVIEW,OWNER / EXPERT REVIEW,Medium,Built 2026-08-11T02:17:46.273Z; 290 words; 12 content headings; authored route; nearest /learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/ combined overlap 54.0%; external source links 1,Yes,Recommendation only; no remediation performed.
https://echobuddha.com/learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/,learn detail,Dhammapada,https://echobuddha.com/learn/dhammapada-reflections/,62,HUMAN REVIEW,OWNER / EXPERT REVIEW,Medium,Built 2026-08-11T02:17:46.273Z; 276 words; 12 content headings; authored route; nearest /learn/dhammapada-reflections/better-than-a-thousand-empty-words/ combined overlap 54.0%; external source links 1,Yes,Recommendation only; no remediation performed.
https://echobuddha.com/learn/dhammapada-reflections/,learn hub,Dhammapada,https://echobuddha.com/learn/dhammapada-reflections/,69,IMPROVE,P2,Medium,Built 2026-08-11T02:17:46.273Z; 221 words; 3 content headings; authored route; nearest /learn/sutta-for-daily-life/ combined overlap 32.3%; external source links 2,Yes,Recommendation only; no remediation performed.
https://echobuddha.com/learn/dhammapada-reflections/peace-comes-from-a-trained-mind/,learn detail,Dhammapada,https://echobuddha.com/learn/dhammapada-reflections/,61,HUMAN REVIEW,OWNER / EXPERT REVIEW,Medium,Built 2026-08-11T02:17:46.273Z; 276 words; 12 content headings; authored route; nearest /learn/dhammapada-reflections/the-mind-leads-all-things/ combined overlap 51.4%; external source links 1,Yes,Recommendation only; no remediation performed.
https://echobuddha.com/learn/dhammapada-reflections/the-mind-leads-all-things/,learn detail,Dhammapada,https://echobuddha.com/learn/dhammapada-reflections/,61,HUMAN REVIEW,OWNER / EXPERT REVIEW,Medium,Built 2026-08-11T02:17:46.273Z; 288 words; 12 content headings; authored route; nearest /learn/dhammapada-reflections/peace-comes-from-a-trained-mind/ combined overlap 51.4%; external source links 1,Yes,Recommendation only; no remediation performed.
https://echobuddha.com/learn/eightfold-path/,learn hub,Noble Eightfold Path,https://echobuddha.com/learn/eightfold-path/,70,IMPROVE,P2,Medium,Built 2026-08-11T02:17:46.273Z; 342 words; 9 content headings; authored route; nearest /learn/four-noble-truths/ combined overlap 26.3%; external source links 2,No,Recommendation only; no remediation performed.
https://echobuddha.com/learn/four-noble-truths/,learn hub,Four Noble Truths,https://echobuddha.com/learn/four-noble-truths/,70,IMPROVE,P2,Medium,Built 2026-08-11T02:17:46.273Z; 259 words; 8 content headings; authored route; nearest /learn/eightfold-path/ combined overlap 26.3%; external source links 2,No,Recommendation only; no remediation performed.
https://echobuddha.com/learn/,hub/utility,Unclustered / page-specific,https://echobuddha.com/learn/,71,IMPROVE,P2,Medium,Built 2026-08-11T02:17:46.273Z; 593 words; 17 content headings; authored route; nearest /start-here/ combined overlap 22.8%; external source links 0,No,Recommendation only; no remediation performed.
https://echobuddha.com/learn/questions-about-buddhism/,learn hub,Unclustered / page-specific,https://echobuddha.com/learn/questions-about-buddhism/,70,IMPROVE,P2,Medium,Built 2026-08-11T02:17:46.273Z; 804 words; 1 content headings; authored route; nearest /learn/buddhism-for-beginners/ combined overlap 14.1%; external source links 0,No,Recommendation only; no remediation performed.
https://echobuddha.com/learn/sutta-for-daily-life/buddhas-teaching-on-patience/,learn detail,Patience,https://echobuddha.com/articles/three-ways-to-practice-patience/,61,IMPROVE,P2,Medium,Built 2026-08-11T02:17:46.273Z; 259 words; 12 content headings; authored route; nearest /learn/sutta-for-daily-life/right-speech-in-daily-life/ combined overlap 52.3%; external source links 1,Yes,Recommendation only; no remediation performed.
https://echobuddha.com/learn/sutta-for-daily-life/dhammacakkappavattana-sutta-four-noble-truths/,learn detail,Four Noble Truths,https://echobuddha.com/learn/four-noble-truths/,64,IMPROVE,P2,Medium,Built 2026-08-11T02:17:46.273Z; 379 words; 9 content headings; authored route; nearest /learn/sutta-for-daily-life/magga-vibhanga-sutta-eightfold-path/ combined overlap 54.7%; external source links 2,Yes,Recommendation only; no remediation performed.
https://echobuddha.com/learn/sutta-for-daily-life/,learn hub,Sutta study,https://echobuddha.com/learn/sutta-for-daily-life/,69,IMPROVE,P2,Medium,Built 2026-08-11T02:17:46.273Z; 283 words; 3 content headings; authored route; nearest /learn/dhammapada-reflections/ combined overlap 32.3%; external source links 2,Yes,Recommendation only; no remediation performed.
https://echobuddha.com/learn/sutta-for-daily-life/kalama-sutta-and-wise-thinking/,learn detail,Sutta study,https://echobuddha.com/learn/sutta-for-daily-life/,62,HUMAN REVIEW,OWNER / EXPERT REVIEW,Medium,Built 2026-08-11T02:17:46.273Z; 289 words; 12 content headings; authored route; nearest /learn/sutta-for-daily-life/buddhas-teaching-on-patience/ combined overlap 51.8%; external source links 1,Yes,Recommendation only; no remediation performed.
https://echobuddha.com/learn/sutta-for-daily-life/magga-vibhanga-sutta-eightfold-path/,learn detail,Noble Eightfold Path,https://echobuddha.com/learn/eightfold-path/,63,IMPROVE,P2,Medium,Built 2026-08-11T02:17:46.273Z; 375 words; 9 content headings; authored route; nearest /learn/sutta-for-daily-life/dhammacakkappavattana-sutta-four-noble-truths/ combined overlap 54.7%; external source links 2,Yes,Recommendation only; no remediation performed.
https://echobuddha.com/learn/sutta-for-daily-life/metta-sutta-explained-for-daily-life/,learn detail,Loving-kindness and metta,https://echobuddha.com/learn/buddhist-dictionary/metta/,61,IMPROVE,P2,Medium,Built 2026-08-11T02:17:46.273Z; 296 words; 12 content headings; authored route; nearest /learn/sutta-for-daily-life/buddhas-teaching-on-patience/ combined overlap 50.4%; external source links 1,Yes,Recommendation only; no remediation performed.
https://echobuddha.com/learn/sutta-for-daily-life/mindfulness-of-breathing-explained-simply/,learn detail,Sutta study,https://echobuddha.com/learn/sutta-for-daily-life/,62,HUMAN REVIEW,OWNER / EXPERT REVIEW,Medium,Built 2026-08-11T02:17:46.273Z; 258 words; 12 content headings; authored route; nearest /learn/sutta-for-daily-life/buddhas-teaching-on-patience/ combined overlap 50.7%; external source links 1,Yes,Recommendation only; no remediation performed.
https://echobuddha.com/learn/sutta-for-daily-life/right-speech-in-daily-life/,learn detail,Right Speech,https://echobuddha.com/articles/right-speech-buddhism/,61,IMPROVE,P2,Medium,Built 2026-08-11T02:17:46.273Z; 313 words; 12 content headings; authored route; nearest /learn/sutta-for-daily-life/buddhas-teaching-on-patience/ combined overlap 52.3%; external source links 1,Yes,Recommendation only; no remediation performed.
https://echobuddha.com/meditation-guide/,other,Meditation,https://echobuddha.com/meditation/,78,IMPROVE,P3,Medium,Built 2026-08-11T02:17:46.273Z; 1267 words; 23 content headings; authored route; nearest /articles/how-to-meditate-for-anxiety/ combined overlap 19.0%; external source links 3,No,Recommendation only; no remediation performed.
