queue,URL,page_family,value_score,SEO_equity_level,rationale
B_STRONG_CONTENT_WEAK_SEARCH,https://echobuddha.com/learn/buddhist-dictionary/pali-canon/,DICTIONARY_ENTRY,73,LIMITED,Strong value with limited Search evidence; do not prematurely remove.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/learn/buddhist-dictionary/pali-canon/,DICTIONARY_ENTRY,73,LIMITED,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
B_STRONG_CONTENT_WEAK_SEARCH,https://echobuddha.com/learn/buddhist-dictionary/sangha/,DICTIONARY_ENTRY,79,LIMITED,Strong value with limited Search evidence; do not prematurely remove.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/learn/buddhist-dictionary/sangha/,DICTIONARY_ENTRY,79,LIMITED,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
A_STRONG_PROTECTION,https://echobuddha.com/learn/buddhist-dictionary/sati/,DICTIONARY_ENTRY,75,HIGH,High/strong value plus meaningful Search evidence.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/learn/buddhist-dictionary/sati/,DICTIONARY_ENTRY,75,HIGH,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
A_STRONG_PROTECTION,https://echobuddha.com/learn/buddhist-dictionary/sutta/,DICTIONARY_ENTRY,74,MODERATE,High/strong value plus meaningful Search evidence.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/learn/buddhist-dictionary/sutta/,DICTIONARY_ENTRY,74,MODERATE,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
B_STRONG_CONTENT_WEAK_SEARCH,https://echobuddha.com/learn/buddhist-resources/,LEARN_GUIDE,81,LIMITED,Strong value with limited Search evidence; do not prematurely remove.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/learn/buddhist-resources/,LEARN_GUIDE,81,LIMITED,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
B_STRONG_CONTENT_WEAK_SEARCH,https://echobuddha.com/learn/dhammapada-reflections/avoid-evil-do-good-purify-the-mind/,LEARN_GUIDE,79,LIMITED,Strong value with limited Search evidence; do not prematurely remove.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/learn/dhammapada-reflections/avoid-evil-do-good-purify-the-mind/,LEARN_GUIDE,79,LIMITED,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
B_STRONG_CONTENT_WEAK_SEARCH,https://echobuddha.com/learn/dhammapada-reflections/better-than-a-thousand-empty-words/,LEARN_GUIDE,78,LIMITED,Strong value with limited Search evidence; do not prematurely remove.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/learn/dhammapada-reflections/better-than-a-thousand-empty-words/,LEARN_GUIDE,78,LIMITED,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
B_STRONG_CONTENT_WEAK_SEARCH,https://echobuddha.com/learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/,LEARN_GUIDE,78,LIMITED,Strong value with limited Search evidence; do not prematurely remove.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/,LEARN_GUIDE,78,LIMITED,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
B_STRONG_CONTENT_WEAK_SEARCH,https://echobuddha.com/learn/dhammapada-reflections/,LEARN_GUIDE,88,LIMITED,Strong value with limited Search evidence; do not prematurely remove.
B_STRONG_CONTENT_WEAK_SEARCH,https://echobuddha.com/learn/dhammapada-reflections/peace-comes-from-a-trained-mind/,LEARN_GUIDE,78,LOW,Strong value with limited Search evidence; do not prematurely remove.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/learn/dhammapada-reflections/peace-comes-from-a-trained-mind/,LEARN_GUIDE,78,LOW,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
B_STRONG_CONTENT_WEAK_SEARCH,https://echobuddha.com/learn/dhammapada-reflections/the-mind-leads-all-things/,LEARN_GUIDE,78,LIMITED,Strong value with limited Search evidence; do not prematurely remove.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/learn/dhammapada-reflections/the-mind-leads-all-things/,LEARN_GUIDE,78,LIMITED,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
A_STRONG_PROTECTION,https://echobuddha.com/learn/eightfold-path/,LEARN_GUIDE,89,MODERATE,High/strong value plus meaningful Search evidence.
B_STRONG_CONTENT_WEAK_SEARCH,https://echobuddha.com/learn/four-noble-truths/,LEARN_GUIDE,88,LIMITED,Strong value with limited Search evidence; do not prematurely remove.
B_STRONG_CONTENT_WEAK_SEARCH,https://echobuddha.com/learn/questions-about-buddhism/,LEARN_GUIDE,75,LIMITED,Strong value with limited Search evidence; do not prematurely remove.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/learn/questions-about-buddhism/,LEARN_GUIDE,75,LIMITED,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
H_TRUST_SOURCING_GAP,https://echobuddha.com/learn/questions-about-buddhism/,LEARN_GUIDE,75,LIMITED,Editorial/source review required.
B_STRONG_CONTENT_WEAK_SEARCH,https://echobuddha.com/learn/sutta-for-daily-life/buddhas-teaching-on-patience/,LEARN_GUIDE,83,LIMITED,Strong value with limited Search evidence; do not prematurely remove.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/learn/sutta-for-daily-life/buddhas-teaching-on-patience/,LEARN_GUIDE,83,LIMITED,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
B_STRONG_CONTENT_WEAK_SEARCH,https://echobuddha.com/learn/sutta-for-daily-life/dhammacakkappavattana-sutta-four-noble-truths/,LEARN_GUIDE,82,LOW,Strong value with limited Search evidence; do not prematurely remove.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/learn/sutta-for-daily-life/dhammacakkappavattana-sutta-four-noble-truths/,LEARN_GUIDE,82,LOW,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
B_STRONG_CONTENT_WEAK_SEARCH,https://echobuddha.com/learn/sutta-for-daily-life/how-to-read-a-buddhist-sutta/,LEARN_GUIDE,88,LOW,Strong value with limited Search evidence; do not prematurely remove.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/learn/sutta-for-daily-life/how-to-read-a-buddhist-sutta/,LEARN_GUIDE,88,LOW,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
B_STRONG_CONTENT_WEAK_SEARCH,https://echobuddha.com/learn/sutta-for-daily-life/,LEARN_GUIDE,89,LOW,Strong value with limited Search evidence; do not prematurely remove.
B_STRONG_CONTENT_WEAK_SEARCH,https://echobuddha.com/learn/sutta-for-daily-life/kalama-sutta-and-wise-thinking/,LEARN_GUIDE,82,LIMITED,Strong value with limited Search evidence; do not prematurely remove.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/learn/sutta-for-daily-life/kalama-sutta-and-wise-thinking/,LEARN_GUIDE,82,LIMITED,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
A_STRONG_PROTECTION,https://echobuddha.com/learn/sutta-for-daily-life/magga-vibhanga-sutta-eightfold-path/,LEARN_GUIDE,84,MODERATE,High/strong value plus meaningful Search evidence.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/learn/sutta-for-daily-life/magga-vibhanga-sutta-eightfold-path/,LEARN_GUIDE,84,MODERATE,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
A_STRONG_PROTECTION,https://echobuddha.com/learn/sutta-for-daily-life/metta-sutta-explained-for-daily-life/,LEARN_GUIDE,91,HIGH,High/strong value plus meaningful Search evidence.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/learn/sutta-for-daily-life/metta-sutta-explained-for-daily-life/,LEARN_GUIDE,91,HIGH,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
B_STRONG_CONTENT_WEAK_SEARCH,https://echobuddha.com/learn/sutta-for-daily-life/mindfulness-of-breathing-explained-simply/,LEARN_GUIDE,82,LOW,Strong value with limited Search evidence; do not prematurely remove.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/learn/sutta-for-daily-life/mindfulness-of-breathing-explained-simply/,LEARN_GUIDE,82,LOW,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
B_STRONG_CONTENT_WEAK_SEARCH,https://echobuddha.com/learn/sutta-for-daily-life/right-speech-in-daily-life/,LEARN_GUIDE,82,LOW,Strong value with limited Search evidence; do not prematurely remove.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/learn/sutta-for-daily-life/right-speech-in-daily-life/,LEARN_GUIDE,82,LOW,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
B_STRONG_CONTENT_WEAK_SEARCH,https://echobuddha.com/meditation/10-minute-meditation-practice/,MEDITATION_GUIDE,76,LIMITED,Strong value with limited Search evidence; do not prematurely remove.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/meditation/10-minute-meditation-practice/,MEDITATION_GUIDE,76,LIMITED,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
G_TEMPLATE_RISK,https://echobuddha.com/meditation/10-minute-meditation-practice/,MEDITATION_GUIDE,76,LIMITED,Repeated-template/boilerplate structural remediation input.
B_STRONG_CONTENT_WEAK_SEARCH,https://echobuddha.com/meditation/5-minute-meditation-practice/,MEDITATION_GUIDE,76,LIMITED,Strong value with limited Search evidence; do not prematurely remove.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/meditation/5-minute-meditation-practice/,MEDITATION_GUIDE,76,LIMITED,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
G_TEMPLATE_RISK,https://echobuddha.com/meditation/5-minute-meditation-practice/,MEDITATION_GUIDE,76,LIMITED,Repeated-template/boilerplate structural remediation input.
B_STRONG_CONTENT_WEAK_SEARCH,https://echobuddha.com/meditation/breathing-meditation/,MEDITATION_GUIDE,74,LIMITED,Strong value with limited Search evidence; do not prematurely remove.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/meditation/breathing-meditation/,MEDITATION_GUIDE,74,LIMITED,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
B_STRONG_CONTENT_WEAK_SEARCH,https://echobuddha.com/meditation/loving-kindness-meditation/,MEDITATION_GUIDE,71,LOW,Strong value with limited Search evidence; do not prematurely remove.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/meditation/loving-kindness-meditation/,MEDITATION_GUIDE,71,LOW,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/meditation/meditation-for-beginners/,MEDITATION_GUIDE,69,LIMITED,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
G_TEMPLATE_RISK,https://echobuddha.com/meditation/meditation-for-beginners/,MEDITATION_GUIDE,69,LIMITED,Repeated-template/boilerplate structural remediation input.
B_STRONG_CONTENT_WEAK_SEARCH,https://echobuddha.com/meditation/meditation-posture-for-beginners/,MEDITATION_GUIDE,76,LIMITED,Strong value with limited Search evidence; do not prematurely remove.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/meditation/meditation-posture-for-beginners/,MEDITATION_GUIDE,76,LIMITED,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
G_TEMPLATE_RISK,https://echobuddha.com/meditation/meditation-posture-for-beginners/,MEDITATION_GUIDE,76,LIMITED,Repeated-template/boilerplate structural remediation input.
B_STRONG_CONTENT_WEAK_SEARCH,https://echobuddha.com/meditation/mindfulness-in-daily-life/,MEDITATION_GUIDE,70,LIMITED,Strong value with limited Search evidence; do not prematurely remove.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/meditation/mindfulness-in-daily-life/,MEDITATION_GUIDE,70,LIMITED,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
G_TEMPLATE_RISK,https://echobuddha.com/meditation/mindfulness-in-daily-life/,MEDITATION_GUIDE,70,LIMITED,Repeated-template/boilerplate structural remediation input.
B_STRONG_CONTENT_WEAK_SEARCH,https://echobuddha.com/meditation/walking-meditation/,MEDITATION_GUIDE,84,LOW,Strong value with limited Search evidence; do not prematurely remove.
B_STRONG_CONTENT_WEAK_SEARCH,https://echobuddha.com/meditation/when-meditation-feels-hard/,MEDITATION_GUIDE,81,LIMITED,Strong value with limited Search evidence; do not prematurely remove.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/meditation/when-meditation-feels-hard/,MEDITATION_GUIDE,81,LIMITED,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
A_STRONG_PROTECTION,https://echobuddha.com/meditation-guide/,MEDITATION_GUIDE,83,MODERATE,High/strong value plus meaningful Search evidence.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/meditation-guide/,MEDITATION_GUIDE,83,MODERATE,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
G_TEMPLATE_RISK,https://echobuddha.com/mindful-living/,TOPIC_HUB,50,LIMITED,Repeated-template/boilerplate structural remediation input.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/quotes/awareness/acceptance-before-next-step/,QUOTE_STORY,43,LOW,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
E_WEAK_INDEPENDENT_PURPOSE,https://echobuddha.com/quotes/awareness/acceptance-before-next-step/,QUOTE_STORY,43,LOW,Independent purpose raw score ≤2.
F_QUOTE_STORY_RISK,https://echobuddha.com/quotes/awareness/acceptance-before-next-step/,QUOTE_STORY,43,LOW,Dedicated quote ecosystem review.
G_TEMPLATE_RISK,https://echobuddha.com/quotes/awareness/acceptance-before-next-step/,QUOTE_STORY,43,LOW,Repeated-template/boilerplate structural remediation input.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/quotes/awareness/feelings-without-the-wheel/,QUOTE_STORY,43,LIMITED,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
E_WEAK_INDEPENDENT_PURPOSE,https://echobuddha.com/quotes/awareness/feelings-without-the-wheel/,QUOTE_STORY,43,LIMITED,Independent purpose raw score ≤2.
F_QUOTE_STORY_RISK,https://echobuddha.com/quotes/awareness/feelings-without-the-wheel/,QUOTE_STORY,43,LIMITED,Dedicated quote ecosystem review.
G_TEMPLATE_RISK,https://echobuddha.com/quotes/awareness/feelings-without-the-wheel/,QUOTE_STORY,43,LIMITED,Repeated-template/boilerplate structural remediation input.
C_SEARCH_EQUITY_QUALITY_PROBLEM,https://echobuddha.com/quotes/awareness/,QUOTE_CATEGORY,51,MODERATE,Search evidence requires surgical Phase 3 protection before quality action.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/quotes/awareness/,QUOTE_CATEGORY,51,MODERATE,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
G_TEMPLATE_RISK,https://echobuddha.com/quotes/awareness/,QUOTE_CATEGORY,51,MODERATE,Repeated-template/boilerplate structural remediation input.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/quotes/awareness/one-breath-before-anger-replies/,QUOTE_STORY,43,LOW,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
E_WEAK_INDEPENDENT_PURPOSE,https://echobuddha.com/quotes/awareness/one-breath-before-anger-replies/,QUOTE_STORY,43,LOW,Independent purpose raw score ≤2.
F_QUOTE_STORY_RISK,https://echobuddha.com/quotes/awareness/one-breath-before-anger-replies/,QUOTE_STORY,43,LOW,Dedicated quote ecosystem review.
G_TEMPLATE_RISK,https://echobuddha.com/quotes/awareness/one-breath-before-anger-replies/,QUOTE_STORY,43,LOW,Repeated-template/boilerplate structural remediation input.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/quotes/awareness/thoughts-are-visitors/,QUOTE_STORY,43,LIMITED,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
E_WEAK_INDEPENDENT_PURPOSE,https://echobuddha.com/quotes/awareness/thoughts-are-visitors/,QUOTE_STORY,43,LIMITED,Independent purpose raw score ≤2.
F_QUOTE_STORY_RISK,https://echobuddha.com/quotes/awareness/thoughts-are-visitors/,QUOTE_STORY,43,LIMITED,Dedicated quote ecosystem review.
G_TEMPLATE_RISK,https://echobuddha.com/quotes/awareness/thoughts-are-visitors/,QUOTE_STORY,43,LIMITED,Repeated-template/boilerplate structural remediation input.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/quotes/awareness/thoughts-pass-without-commanding-you/,QUOTE_STORY,43,LOW,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
E_WEAK_INDEPENDENT_PURPOSE,https://echobuddha.com/quotes/awareness/thoughts-pass-without-commanding-you/,QUOTE_STORY,43,LOW,Independent purpose raw score ≤2.
F_QUOTE_STORY_RISK,https://echobuddha.com/quotes/awareness/thoughts-pass-without-commanding-you/,QUOTE_STORY,43,LOW,Dedicated quote ecosystem review.
G_TEMPLATE_RISK,https://echobuddha.com/quotes/awareness/thoughts-pass-without-commanding-you/,QUOTE_STORY,43,LOW,Repeated-template/boilerplate structural remediation input.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/quotes/compassion/compassion-sees-pain-clearly/,QUOTE_STORY,43,LOW,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
E_WEAK_INDEPENDENT_PURPOSE,https://echobuddha.com/quotes/compassion/compassion-sees-pain-clearly/,QUOTE_STORY,43,LOW,Independent purpose raw score ≤2.
F_QUOTE_STORY_RISK,https://echobuddha.com/quotes/compassion/compassion-sees-pain-clearly/,QUOTE_STORY,43,LOW,Dedicated quote ecosystem review.
G_TEMPLATE_RISK,https://echobuddha.com/quotes/compassion/compassion-sees-pain-clearly/,QUOTE_STORY,43,LOW,Repeated-template/boilerplate structural remediation input.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/quotes/compassion/gentle-self-compassion/,QUOTE_STORY,43,LOW,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
E_WEAK_INDEPENDENT_PURPOSE,https://echobuddha.com/quotes/compassion/gentle-self-compassion/,QUOTE_STORY,43,LOW,Independent purpose raw score ≤2.
F_QUOTE_STORY_RISK,https://echobuddha.com/quotes/compassion/gentle-self-compassion/,QUOTE_STORY,43,LOW,Dedicated quote ecosystem review.
G_TEMPLATE_RISK,https://echobuddha.com/quotes/compassion/gentle-self-compassion/,QUOTE_STORY,43,LOW,Repeated-template/boilerplate structural remediation input.
C_SEARCH_EQUITY_QUALITY_PROBLEM,https://echobuddha.com/quotes/compassion/,QUOTE_CATEGORY,51,MODERATE,Search evidence requires surgical Phase 3 protection before quality action.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/quotes/compassion/,QUOTE_CATEGORY,51,MODERATE,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
G_TEMPLATE_RISK,https://echobuddha.com/quotes/compassion/,QUOTE_CATEGORY,51,MODERATE,Repeated-template/boilerplate structural remediation input.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/,QUOTE_STORY,43,LIMITED,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
E_WEAK_INDEPENDENT_PURPOSE,https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/,QUOTE_STORY,43,LIMITED,Independent purpose raw score ≤2.
F_QUOTE_STORY_RISK,https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/,QUOTE_STORY,43,LIMITED,Dedicated quote ecosystem review.
G_TEMPLATE_RISK,https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/,QUOTE_STORY,43,LIMITED,Repeated-template/boilerplate structural remediation input.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/quotes/compassion/loving-kindness-without-harm/,QUOTE_STORY,43,LIMITED,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
E_WEAK_INDEPENDENT_PURPOSE,https://echobuddha.com/quotes/compassion/loving-kindness-without-harm/,QUOTE_STORY,43,LIMITED,Independent purpose raw score ≤2.
F_QUOTE_STORY_RISK,https://echobuddha.com/quotes/compassion/loving-kindness-without-harm/,QUOTE_STORY,43,LIMITED,Dedicated quote ecosystem review.
G_TEMPLATE_RISK,https://echobuddha.com/quotes/compassion/loving-kindness-without-harm/,QUOTE_STORY,43,LIMITED,Repeated-template/boilerplate structural remediation input.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/quotes/impermanence/change-is-how-life-continues/,QUOTE_STORY,44,LIMITED,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
E_WEAK_INDEPENDENT_PURPOSE,https://echobuddha.com/quotes/impermanence/change-is-how-life-continues/,QUOTE_STORY,44,LIMITED,Independent purpose raw score ≤2.
F_QUOTE_STORY_RISK,https://echobuddha.com/quotes/impermanence/change-is-how-life-continues/,QUOTE_STORY,44,LIMITED,Dedicated quote ecosystem review.
G_TEMPLATE_RISK,https://echobuddha.com/quotes/impermanence/change-is-how-life-continues/,QUOTE_STORY,44,LIMITED,Repeated-template/boilerplate structural remediation input.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/quotes/impermanence/,QUOTE_CATEGORY,49,LIMITED,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
G_TEMPLATE_RISK,https://echobuddha.com/quotes/impermanence/,QUOTE_CATEGORY,49,LIMITED,Repeated-template/boilerplate structural remediation input.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/quotes/impermanence/meet-change-softly/,QUOTE_STORY,43,LOW,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
E_WEAK_INDEPENDENT_PURPOSE,https://echobuddha.com/quotes/impermanence/meet-change-softly/,QUOTE_STORY,43,LOW,Independent purpose raw score ≤2.
F_QUOTE_STORY_RISK,https://echobuddha.com/quotes/impermanence/meet-change-softly/,QUOTE_STORY,43,LOW,Dedicated quote ecosystem review.
G_TEMPLATE_RISK,https://echobuddha.com/quotes/impermanence/meet-change-softly/,QUOTE_STORY,43,LOW,Repeated-template/boilerplate structural remediation input.
C_SEARCH_EQUITY_QUALITY_PROBLEM,https://echobuddha.com/quotes/,QUOTE_HUB,51,MODERATE,Search evidence requires surgical Phase 3 protection before quality action.
G_TEMPLATE_RISK,https://echobuddha.com/quotes/,QUOTE_HUB,51,MODERATE,Repeated-template/boilerplate structural remediation input.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/quotes/letting-go/caring-without-clinging/,QUOTE_STORY,43,LIMITED,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
E_WEAK_INDEPENDENT_PURPOSE,https://echobuddha.com/quotes/letting-go/caring-without-clinging/,QUOTE_STORY,43,LIMITED,Independent purpose raw score ≤2.
F_QUOTE_STORY_RISK,https://echobuddha.com/quotes/letting-go/caring-without-clinging/,QUOTE_STORY,43,LIMITED,Dedicated quote ecosystem review.
G_TEMPLATE_RISK,https://echobuddha.com/quotes/letting-go/caring-without-clinging/,QUOTE_STORY,43,LIMITED,Repeated-template/boilerplate structural remediation input.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/quotes/letting-go/forgiveness-without-approving-harm/,QUOTE_STORY,43,LOW,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
E_WEAK_INDEPENDENT_PURPOSE,https://echobuddha.com/quotes/letting-go/forgiveness-without-approving-harm/,QUOTE_STORY,43,LOW,Independent purpose raw score ≤2.
F_QUOTE_STORY_RISK,https://echobuddha.com/quotes/letting-go/forgiveness-without-approving-harm/,QUOTE_STORY,43,LOW,Dedicated quote ecosystem review.
G_TEMPLATE_RISK,https://echobuddha.com/quotes/letting-go/forgiveness-without-approving-harm/,QUOTE_STORY,43,LOW,Repeated-template/boilerplate structural remediation input.
C_SEARCH_EQUITY_QUALITY_PROBLEM,https://echobuddha.com/quotes/letting-go/,QUOTE_CATEGORY,52,HIGH,Search evidence requires surgical Phase 3 protection before quality action.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/quotes/letting-go/,QUOTE_CATEGORY,52,HIGH,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
G_TEMPLATE_RISK,https://echobuddha.com/quotes/letting-go/,QUOTE_CATEGORY,52,HIGH,Repeated-template/boilerplate structural remediation input.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/quotes/letting-go/open-hands-non-attachment/,QUOTE_STORY,43,LOW,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
E_WEAK_INDEPENDENT_PURPOSE,https://echobuddha.com/quotes/letting-go/open-hands-non-attachment/,QUOTE_STORY,43,LOW,Independent purpose raw score ≤2.
F_QUOTE_STORY_RISK,https://echobuddha.com/quotes/letting-go/open-hands-non-attachment/,QUOTE_STORY,43,LOW,Dedicated quote ecosystem review.
G_TEMPLATE_RISK,https://echobuddha.com/quotes/letting-go/open-hands-non-attachment/,QUOTE_STORY,43,LOW,Repeated-template/boilerplate structural remediation input.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/quotes/letting-go/soften-around-stress/,QUOTE_STORY,43,LIMITED,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
E_WEAK_INDEPENDENT_PURPOSE,https://echobuddha.com/quotes/letting-go/soften-around-stress/,QUOTE_STORY,43,LIMITED,Independent purpose raw score ≤2.
F_QUOTE_STORY_RISK,https://echobuddha.com/quotes/letting-go/soften-around-stress/,QUOTE_STORY,43,LIMITED,Dedicated quote ecosystem review.
G_TEMPLATE_RISK,https://echobuddha.com/quotes/letting-go/soften-around-stress/,QUOTE_STORY,43,LIMITED,Repeated-template/boilerplate structural remediation input.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/quotes/letting-go/where-attachment-begins/,QUOTE_STORY,43,LOW,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
E_WEAK_INDEPENDENT_PURPOSE,https://echobuddha.com/quotes/letting-go/where-attachment-begins/,QUOTE_STORY,43,LOW,Independent purpose raw score ≤2.
F_QUOTE_STORY_RISK,https://echobuddha.com/quotes/letting-go/where-attachment-begins/,QUOTE_STORY,43,LOW,Dedicated quote ecosystem review.
G_TEMPLATE_RISK,https://echobuddha.com/quotes/letting-go/where-attachment-begins/,QUOTE_STORY,43,LOW,Repeated-template/boilerplate structural remediation input.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/quotes/meditation/few-quiet-minutes/,QUOTE_STORY,43,LOW,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
E_WEAK_INDEPENDENT_PURPOSE,https://echobuddha.com/quotes/meditation/few-quiet-minutes/,QUOTE_STORY,43,LOW,Independent purpose raw score ≤2.
F_QUOTE_STORY_RISK,https://echobuddha.com/quotes/meditation/few-quiet-minutes/,QUOTE_STORY,43,LOW,Dedicated quote ecosystem review.
G_TEMPLATE_RISK,https://echobuddha.com/quotes/meditation/few-quiet-minutes/,QUOTE_STORY,43,LOW,Repeated-template/boilerplate structural remediation input.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/quotes/meditation/,QUOTE_CATEGORY,50,LIMITED,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
G_TEMPLATE_RISK,https://echobuddha.com/quotes/meditation/,QUOTE_CATEGORY,50,LIMITED,Repeated-template/boilerplate structural remediation input.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/quotes/meditation/meditation-is-returning/,QUOTE_STORY,43,LOW,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
E_WEAK_INDEPENDENT_PURPOSE,https://echobuddha.com/quotes/meditation/meditation-is-returning/,QUOTE_STORY,43,LOW,Independent purpose raw score ≤2.
F_QUOTE_STORY_RISK,https://echobuddha.com/quotes/meditation/meditation-is-returning/,QUOTE_STORY,43,LOW,Dedicated quote ecosystem review.
