url_id,URL,page_family,family_group,topic,primary_intent,declared_role,owner_url,independent_purpose_raw,independent_purpose_weighted,independent_purpose_evidence,independent_purpose_confidence,originality_raw,originality_weighted,originality_evidence,originality_confidence,external_value_raw,external_value_weighted,external_value_evidence,external_value_confidence,internal_differentiation_raw,internal_differentiation_weighted,internal_differentiation_evidence,internal_differentiation_confidence,completeness_raw,completeness_weighted,completeness_evidence,completeness_confidence,editorial_contribution_raw,editorial_contribution_weighted,editorial_contribution_evidence,editorial_contribution_confidence,trust_raw,trust_weighted,trust_evidence,trust_confidence,ux_raw,ux_weighted,ux_evidence,ux_confidence,search_equity_raw,search_equity_weighted,search_equity_evidence,search_equity_confidence,return_value_raw,return_value_weighted,return_value_evidence,return_value_confidence,publisher_value_score,main_score_evidence,external_benchmark_reference,external_originality_confidence,similarity_cluster,intent_cluster,owner_support_relation,query_ownership,gsc_clicks,gsc_impressions,SEO_equity_level,policy_risk_flags,critical_override,critical_override_reason,mass_production_signal,people_first_purpose,who_signal,how_signal,why_signal,factual_review_required,score_band,provisional_review_class,evaluation_confidence,scoring_status,second_review_required,scoring_dispute,first_pass_score,second_pass_score,second_pass_rationale,notes
url_733cd373859b605f,https://echobuddha.com/learn/buddhist-dictionary/anicca/,DICTIONARY_ENTRY,Dictionary,Impermanence,glossary lookup,DICTIONARY_DEFINITION,https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,3,9.0,glossary lookup; declared owner(s): https://echobuddha.com/learn/buddhism-101/what-is-impermanence/; topic cluster contains 8 indexable URLs.,HIGH,4,12.0,"No exact Phase 1 body duplicate; exact repeated-block ratio 0.0969, unique-text ratio 0.9031; 11 retained similarity pairs; max lexical 0.0917; max heading 0.8462.",HIGH,3,9.0,3 current authoritative benchmarks assigned for Impermanence; EchoBuddha role is glossary lookup; 1 extracted citations; 1 Buddhist primary-source links; source section present.,MEDIUM,3,9.0,11 retained similarity pairs; max lexical 0.0917; max heading 0.8462; declared owner(s): https://echobuddha.com/learn/buddhism-101/what-is-impermanence/; query ownership is NO_DATA rather than inferred.,HIGH,5,10.0,12 headings and 12 paragraphs inspected as structural coverage evidence; purpose is glossary lookup; word count did not award points.,HIGH,4,8.0,Visible author/editorial signal NOT_VERIFIED; process reference present; provenance is structured repository content with historical drafting method not fully verified.,HIGH,5,5.0,1 extracted citations; 1 Buddhist primary-source links; source section present,HIGH,4,4.0,"Phase 1 observed HTTP 200, canonical self, indexable true; current sitemap/robots hashes match Phase 0 and no rendered ad/placeholder surface was observed.",HIGH,2,2.0,0 clicks and 1 impressions in the preserved three-month page export; query×page join unavailable,HIGH,4,4.0,"glossary lookup assessed for reference, practice, reflection, or repeat navigation utility; family DICTIONARY_ENTRY; independent-purpose raw score 3/5.",HIGH,72,Evidence-weighted internal Phase 2 score; OWNER_SUPPORT_OVERLAP.,ATI_GLOSSARY | SC_DEFINE_DHAMMA | PALI_TEXT_SOCIETY,HIGH,ND_IMPERMANENCE,INTENT_IMPERMANENCE,DECLARED_SUPPORT,NO_DATA,0,1,LIMITED,OWNER_SUPPORT_OVERLAP,false,,LOW,MODERATE,ADEQUATE,ADEQUATE,ADEQUATE,true,70–84,KEEP_ENHANCE_CANDIDATE,HIGH,SCORED,true,false,72,72,Independent challenge found no evidence-based adjustment.,"Internal governance score, not a Google score or final URL disposition."
url_a6ac68e6dd8552ea,https://echobuddha.com/learn/buddhist-dictionary/compassion/,DICTIONARY_ENTRY,Dictionary,Compassion,glossary lookup,DICTIONARY_DEFINITION,https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,3,9.0,glossary lookup; declared owner(s): https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/; topic cluster contains 19 indexable URLs.,HIGH,4,12.0,"No exact Phase 1 body duplicate; exact repeated-block ratio 0.1020, unique-text ratio 0.8980; 11 retained similarity pairs; max lexical 0.0942; max heading 0.8462.",HIGH,3,9.0,3 current authoritative benchmarks assigned for Compassion; EchoBuddha role is glossary lookup; 1 extracted citations; 1 Buddhist primary-source links; source section present.,MEDIUM,3,9.0,11 retained similarity pairs; max lexical 0.0942; max heading 0.8462; declared owner(s): https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/; query ownership is NO_DATA rather than inferred.,HIGH,5,10.0,12 headings and 12 paragraphs inspected as structural coverage evidence; purpose is glossary lookup; word count did not award points.,HIGH,4,8.0,Visible author/editorial signal NOT_VERIFIED; process reference present; provenance is structured repository content with historical drafting method not fully verified.,HIGH,5,5.0,1 extracted citations; 1 Buddhist primary-source links; source section present,HIGH,4,4.0,"Phase 1 observed HTTP 200, canonical self, indexable true; current sitemap/robots hashes match Phase 0 and no rendered ad/placeholder surface was observed.",HIGH,2,2.0,0 clicks and 4 impressions in the preserved three-month page export; query×page join unavailable,HIGH,4,4.0,"glossary lookup assessed for reference, practice, reflection, or repeat navigation utility; family DICTIONARY_ENTRY; independent-purpose raw score 3/5.",HIGH,72,Evidence-weighted internal Phase 2 score; OWNER_SUPPORT_OVERLAP.,ATI_GLOSSARY | SC_DEFINE_DHAMMA | PALI_TEXT_SOCIETY,MEDIUM,ND_COMPASSION,INTENT_COMPASSION,DECLARED_SUPPORT,NO_DATA,0,4,LIMITED,OWNER_SUPPORT_OVERLAP,false,,LOW,MODERATE,ADEQUATE,ADEQUATE,ADEQUATE,true,70–84,KEEP_ENHANCE_CANDIDATE,HIGH,SCORED,true,false,72,72,Independent challenge found no evidence-based adjustment.,"Internal governance score, not a Google score or final URL disposition."
url_4c2d21235c83b2e0,https://echobuddha.com/learn/buddhist-dictionary/dhamma/,DICTIONARY_ENTRY,Dictionary,Dhamma / Dharma,glossary lookup,PRIMARY_PILLAR,,4,12.0,glossary lookup; no declared owner relationship; topic cluster contains 11 indexable URLs.,HIGH,4,12.0,"No exact Phase 1 body duplicate; exact repeated-block ratio 0.0415, unique-text ratio 0.9585; 3 retained similarity pairs; max lexical 0.0926; max heading 0.4444.",HIGH,3,9.0,3 current authoritative benchmarks assigned for Dhamma / Dharma; EchoBuddha role is glossary lookup; 2 extracted citations; 1 Buddhist primary-source links; source section present.,MEDIUM,4,12.0,3 retained similarity pairs; max lexical 0.0926; max heading 0.4444; no declared owner relationship; query ownership is NO_DATA rather than inferred.,HIGH,5,10.0,14 headings and 20 paragraphs inspected as structural coverage evidence; purpose is glossary lookup; word count did not award points.,HIGH,4,8.0,Visible author/editorial signal NOT_VERIFIED; process reference present; provenance is structured repository content with historical drafting method not fully verified.,HIGH,5,5.0,2 extracted citations; 1 Buddhist primary-source links; source section present,HIGH,4,4.0,"Phase 1 observed HTTP 200, canonical self, indexable true; current sitemap/robots hashes match Phase 0 and no rendered ad/placeholder surface was observed.",HIGH,5,5.0,0 clicks and 109 impressions in the preserved three-month page export; query×page join unavailable,HIGH,4,4.0,"glossary lookup assessed for reference, practice, reflection, or repeat navigation utility; family DICTIONARY_ENTRY; independent-purpose raw score 4/5.",HIGH,81,Evidence-weighted internal Phase 2 score; SEO_EQUITY_HIGH.,ATI_GLOSSARY | SC_DEFINE_DHAMMA | PALI_TEXT_SOCIETY,MEDIUM,ND_DHAMMA_DHARMA,INTENT_DHAMMA_DHARMA,DECLARED_OWNER,NO_DATA,0,109,HIGH,SEO_EQUITY_HIGH,false,,LOW,STRONG,ADEQUATE,ADEQUATE,STRONG,true,70–84,KEEP_ENHANCE_CANDIDATE,HIGH,SCORED,true,false,81,81,Independent challenge found no evidence-based adjustment.,"Internal governance score, not a Google score or final URL disposition."
url_a68c0fff8cf9e962,https://echobuddha.com/learn/buddhist-dictionary/dukkha/,DICTIONARY_ENTRY,Dictionary,Mindfulness,glossary lookup,DICTIONARY_DEFINITION,https://echobuddha.com/learn/four-noble-truths/,3,9.0,glossary lookup; declared owner(s): https://echobuddha.com/learn/four-noble-truths/; topic cluster contains 31 indexable URLs.,HIGH,4,12.0,"No exact Phase 1 body duplicate; exact repeated-block ratio 0.0859, unique-text ratio 0.9141; 11 retained similarity pairs; max lexical 0.0985; max heading 0.8462.",HIGH,3,9.0,3 current authoritative benchmarks assigned for Mindfulness; EchoBuddha role is glossary lookup; 1 extracted citations; 1 Buddhist primary-source links; source section present.,MEDIUM,3,9.0,11 retained similarity pairs; max lexical 0.0985; max heading 0.8462; declared owner(s): https://echobuddha.com/learn/four-noble-truths/; query ownership is NO_DATA rather than inferred.,HIGH,5,10.0,12 headings and 12 paragraphs inspected as structural coverage evidence; purpose is glossary lookup; word count did not award points.,HIGH,4,8.0,Visible author/editorial signal NOT_VERIFIED; process reference present; provenance is structured repository content with historical drafting method not fully verified.,HIGH,5,5.0,1 extracted citations; 1 Buddhist primary-source links; source section present,HIGH,4,4.0,"Phase 1 observed HTTP 200, canonical self, indexable true; current sitemap/robots hashes match Phase 0 and no rendered ad/placeholder surface was observed.",HIGH,3,3.0,0 clicks and 7 impressions in the preserved three-month page export; query×page join unavailable,HIGH,4,4.0,"glossary lookup assessed for reference, practice, reflection, or repeat navigation utility; family DICTIONARY_ENTRY; independent-purpose raw score 3/5.",HIGH,73,Evidence-weighted internal Phase 2 score; OWNER_SUPPORT_OVERLAP.,ATI_GLOSSARY | SC_DEFINE_DHAMMA | PALI_TEXT_SOCIETY,MEDIUM,ND_MINDFULNESS,INTENT_MINDFULNESS,DECLARED_SUPPORT,NO_DATA,0,7,LIMITED,OWNER_SUPPORT_OVERLAP,false,,LOW,MODERATE,ADEQUATE,ADEQUATE,ADEQUATE,true,70–84,KEEP_ENHANCE_CANDIDATE,HIGH,SCORED,true,false,73,73,Independent challenge found no evidence-based adjustment.,"Internal governance score, not a Google score or final URL disposition."
url_23a2815b7857e93c,https://echobuddha.com/learn/buddhist-dictionary/,DICTIONARY_HUB,Dictionary,Page-specific / unclustered,navigation/reference,HUB,,3,9.0,navigation/reference; no declared owner relationship; topic cluster contains 39 indexable URLs.,MEDIUM,2,6.0,"No exact Phase 1 body duplicate; exact repeated-block ratio 0.0595, unique-text ratio 0.9405; 0 retained similarity pairs; max lexical 0.0000; max heading 0.0000.",MEDIUM,2,6.0,3 current authoritative benchmarks assigned for Page-specific / unclustered; EchoBuddha role is navigation/reference; 2 extracted citations; 1 Buddhist primary-source links; source section not extracted.,MEDIUM,3,9.0,0 retained similarity pairs; max lexical 0.0000; max heading 0.0000; no declared owner relationship; query ownership is NO_DATA rather than inferred.,HIGH,3,6.0,2 headings and 19 paragraphs inspected as structural coverage evidence; purpose is navigation/reference; word count did not award points.,MEDIUM,3,6.0,Visible author/editorial signal NOT_VERIFIED; process reference present; provenance is structured repository content with historical drafting method not fully verified.,MEDIUM,4,4.0,2 extracted citations; 1 Buddhist primary-source links; source section not extracted,MEDIUM,4,4.0,"Phase 1 observed HTTP 200, canonical self, indexable true; current sitemap/robots hashes match Phase 0 and no rendered ad/placeholder surface was observed.",HIGH,3,3.0,0 clicks and 9 impressions in the preserved three-month page export; query×page join unavailable,HIGH,3,3.0,"navigation/reference assessed for reference, practice, reflection, or repeat navigation utility; family DICTIONARY_HUB; independent-purpose raw score 3/5.",MEDIUM,56,Evidence-weighted internal Phase 2 score; NAVIGATION_DOMINANT_SURFACE.,TRICYCLE_BEGINNERS | ATI_BEFRIENDING | LIONS_ROAR,MEDIUM,NONE,Page-specific / unclustered,DECLARED_OWNER,NO_DATA,0,9,LIMITED,NAVIGATION_DOMINANT_SURFACE,false,,MODERATE,MODERATE,ADEQUATE,ADEQUATE,ADEQUATE,true,50–69,MAJOR_REVIEW_CANDIDATE,MEDIUM,SCORED,true,false,56,56,Independent challenge found no evidence-based adjustment.,"Internal governance score, not a Google score or final URL disposition."
url_db37e9ef4249d175,https://echobuddha.com/learn/buddhist-dictionary/karma/,DICTIONARY_ENTRY,Dictionary,Karma,glossary lookup,DICTIONARY_DEFINITION,https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,3,9.0,glossary lookup; declared owner(s): https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/; topic cluster contains 4 indexable URLs.,HIGH,4,12.0,"No exact Phase 1 body duplicate; exact repeated-block ratio 0.0936, unique-text ratio 0.9064; 11 retained similarity pairs; max lexical 0.0901; max heading 0.8462.",HIGH,3,9.0,3 current authoritative benchmarks assigned for Karma; EchoBuddha role is glossary lookup; 1 extracted citations; 1 Buddhist primary-source links; source section present.,MEDIUM,3,9.0,11 retained similarity pairs; max lexical 0.0901; max heading 0.8462; declared owner(s): https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/; query ownership is NO_DATA rather than inferred.,HIGH,5,10.0,12 headings and 12 paragraphs inspected as structural coverage evidence; purpose is glossary lookup; word count did not award points.,HIGH,4,8.0,Visible author/editorial signal NOT_VERIFIED; process reference present; provenance is structured repository content with historical drafting method not fully verified.,HIGH,5,5.0,1 extracted citations; 1 Buddhist primary-source links; source section present,HIGH,4,4.0,"Phase 1 observed HTTP 200, canonical self, indexable true; current sitemap/robots hashes match Phase 0 and no rendered ad/placeholder surface was observed.",HIGH,2,2.0,0 clicks and 3 impressions in the preserved three-month page export; query×page join unavailable,HIGH,4,4.0,"glossary lookup assessed for reference, practice, reflection, or repeat navigation utility; family DICTIONARY_ENTRY; independent-purpose raw score 3/5.",HIGH,72,Evidence-weighted internal Phase 2 score; OWNER_SUPPORT_OVERLAP.,ATI_GLOSSARY | SC_DEFINE_DHAMMA | PALI_TEXT_SOCIETY,MEDIUM,ND_KARMA,INTENT_KARMA,DECLARED_SUPPORT,NO_DATA,0,3,LIMITED,OWNER_SUPPORT_OVERLAP,false,,LOW,MODERATE,ADEQUATE,ADEQUATE,ADEQUATE,true,70–84,KEEP_ENHANCE_CANDIDATE,HIGH,SCORED,true,false,72,72,Independent challenge found no evidence-based adjustment.,"Internal governance score, not a Google score or final URL disposition."
url_6be621342e1f65bc,https://echobuddha.com/learn/buddhist-dictionary/karuna/,DICTIONARY_ENTRY,Dictionary,Compassion,glossary lookup,DICTIONARY_DEFINITION,https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,3,9.0,glossary lookup; declared owner(s): https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/; topic cluster contains 19 indexable URLs.,MEDIUM,4,12.0,"No exact Phase 1 body duplicate; exact repeated-block ratio 0.0836, unique-text ratio 0.9164; 14 retained similarity pairs; max lexical 0.1279; max heading 0.8462.",MEDIUM,3,9.0,3 current authoritative benchmarks assigned for Compassion; EchoBuddha role is glossary lookup; 1 extracted citations; 1 Buddhist primary-source links; source section present.,MEDIUM,3,9.0,14 retained similarity pairs; max lexical 0.1279; max heading 0.8462; declared owner(s): https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/; query ownership is NO_DATA rather than inferred.,HIGH,5,10.0,12 headings and 14 paragraphs inspected as structural coverage evidence; purpose is glossary lookup; word count did not award points.,MEDIUM,4,8.0,Visible author/editorial signal NOT_VERIFIED; process reference present; provenance is structured repository content with historical drafting method not fully verified.,MEDIUM,5,5.0,1 extracted citations; 1 Buddhist primary-source links; source section present,MEDIUM,4,4.0,"Phase 1 observed HTTP 200, canonical self, indexable true; current sitemap/robots hashes match Phase 0 and no rendered ad/placeholder surface was observed.",HIGH,2,2.0,0 clicks and 0 impressions in the preserved three-month page export; query×page join unavailable,HIGH,4,4.0,"glossary lookup assessed for reference, practice, reflection, or repeat navigation utility; family DICTIONARY_ENTRY; independent-purpose raw score 3/5.",MEDIUM,72,Evidence-weighted internal Phase 2 score; OWNER_SUPPORT_OVERLAP.,ATI_GLOSSARY | SC_DEFINE_DHAMMA | PALI_TEXT_SOCIETY,MEDIUM,ND_COMPASSION,INTENT_COMPASSION,DECLARED_SUPPORT,NO_DATA,0,0,LOW,OWNER_SUPPORT_OVERLAP,false,,LOW,MODERATE,ADEQUATE,ADEQUATE,ADEQUATE,true,70–84,KEEP_ENHANCE_CANDIDATE,MEDIUM,SCORED,true,false,72,72,Independent challenge found no evidence-based adjustment.,"Internal governance score, not a Google score or final URL disposition."
url_a9d28d24287bffce,https://echobuddha.com/learn/buddhist-dictionary/metta/,DICTIONARY_ENTRY,Dictionary,Compassion,glossary lookup,PRIMARY_PILLAR,,5,15.0,glossary lookup; no declared owner relationship; topic cluster contains 19 indexable URLs.,HIGH,4,12.0,"No exact Phase 1 body duplicate; exact repeated-block ratio 0.0413, unique-text ratio 0.9587; 4 retained similarity pairs; max lexical 0.0964; max heading 0.4444.",HIGH,3,9.0,3 current authoritative benchmarks assigned for Compassion; EchoBuddha role is glossary lookup; 1 extracted citations; 1 Buddhist primary-source links; source section present.,MEDIUM,5,15.0,4 retained similarity pairs; max lexical 0.0964; max heading 0.4444; no declared owner relationship; query ownership is NO_DATA rather than inferred.,HIGH,5,10.0,14 headings and 19 paragraphs inspected as structural coverage evidence; purpose is glossary lookup; word count did not award points.,HIGH,4,8.0,Visible author/editorial signal Echo Buddha Editorial; process reference present; provenance is structured repository content with historical drafting method not fully verified.,HIGH,5,5.0,1 extracted citations; 1 Buddhist primary-source links; source section present,HIGH,4,4.0,"Phase 1 observed HTTP 200, canonical self, indexable true; current sitemap/robots hashes match Phase 0 and no rendered ad/placeholder surface was observed.",HIGH,3,3.0,0 clicks and 10 impressions in the preserved three-month page export; query×page join unavailable,HIGH,4,4.0,"glossary lookup assessed for reference, practice, reflection, or repeat navigation utility; family DICTIONARY_ENTRY; independent-purpose raw score 5/5.",HIGH,85,Evidence-weighted internal Phase 2 score; no material policy-risk flag.,ATI_GLOSSARY | SC_DEFINE_DHAMMA | PALI_TEXT_SOCIETY,MEDIUM,ND_COMPASSION,INTENT_COMPASSION,DECLARED_OWNER,NO_DATA,0,10,LIMITED,NONE_OBSERVED,false,,LOW,STRONG,ADEQUATE,ADEQUATE,STRONG,true,85–100,STRONG_KEEP_CANDIDATE,HIGH,SCORED,true,false,85,85,Independent challenge found no evidence-based adjustment.,"Internal governance score, not a Google score or final URL disposition."
url_5f96599a4d8845c7,https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,DICTIONARY_ENTRY,Dictionary,Mindfulness,glossary lookup,DICTIONARY_DEFINITION,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,3,9.0,glossary lookup; declared owner(s): https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/; topic cluster contains 31 indexable URLs.,HIGH,4,12.0,"No exact Phase 1 body duplicate; exact repeated-block ratio 0.1042, unique-text ratio 0.8958; 11 retained similarity pairs; max lexical 0.1333; max heading 0.8462.",HIGH,3,9.0,3 current authoritative benchmarks assigned for Mindfulness; EchoBuddha role is glossary lookup; 1 extracted citations; 1 Buddhist primary-source links; source section present.,MEDIUM,3,9.0,11 retained similarity pairs; max lexical 0.1333; max heading 0.8462; declared owner(s): https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/; query ownership is NO_DATA rather than inferred.,HIGH,5,10.0,12 headings and 12 paragraphs inspected as structural coverage evidence; purpose is glossary lookup; word count did not award points.,HIGH,4,8.0,Visible author/editorial signal NOT_VERIFIED; process reference present; provenance is structured repository content with historical drafting method not fully verified.,HIGH,5,5.0,1 extracted citations; 1 Buddhist primary-source links; source section present,HIGH,4,4.0,"Phase 1 observed HTTP 200, canonical self, indexable true; current sitemap/robots hashes match Phase 0 and no rendered ad/placeholder surface was observed.",HIGH,2,2.0,0 clicks and 2 impressions in the preserved three-month page export; query×page join unavailable,HIGH,4,4.0,"glossary lookup assessed for reference, practice, reflection, or repeat navigation utility; family DICTIONARY_ENTRY; independent-purpose raw score 3/5.",HIGH,72,Evidence-weighted internal Phase 2 score; OWNER_SUPPORT_OVERLAP.,ATI_GLOSSARY | SC_DEFINE_DHAMMA | PALI_TEXT_SOCIETY,MEDIUM,ND_MINDFULNESS,INTENT_MINDFULNESS,DECLARED_SUPPORT,NO_DATA,0,2,LIMITED,OWNER_SUPPORT_OVERLAP,false,,LOW,MODERATE,ADEQUATE,ADEQUATE,ADEQUATE,true,70–84,KEEP_ENHANCE_CANDIDATE,HIGH,SCORED,true,false,72,72,Independent challenge found no evidence-based adjustment.,"Internal governance score, not a Google score or final URL disposition."
url_5c0807382fb9352c,https://echobuddha.com/learn/buddhist-dictionary/nirvana/,DICTIONARY_ENTRY,Dictionary,Buddhist Concepts,glossary lookup,DICTIONARY_DEFINITION,https://echobuddha.com/learn/buddhist-dictionary/,4,12.0,glossary lookup; declared owner(s): https://echobuddha.com/learn/buddhist-dictionary/; topic cluster contains 8 indexable URLs.,HIGH,4,12.0,"No exact Phase 1 body duplicate; exact repeated-block ratio 0.0923, unique-text ratio 0.9077; 11 retained similarity pairs; max lexical 0.0985; max heading 0.8462.",HIGH,3,9.0,3 current authoritative benchmarks assigned for Buddhist Concepts; EchoBuddha role is glossary lookup; 1 extracted citations; 1 Buddhist primary-source links; source section present.,MEDIUM,4,12.0,11 retained similarity pairs; max lexical 0.0985; max heading 0.8462; declared owner(s): https://echobuddha.com/learn/buddhist-dictionary/; query ownership is NO_DATA rather than inferred.,HIGH,5,10.0,12 headings and 12 paragraphs inspected as structural coverage evidence; purpose is glossary lookup; word count did not award points.,HIGH,4,8.0,Visible author/editorial signal NOT_VERIFIED; process reference present; provenance is structured repository content with historical drafting method not fully verified.,HIGH,5,5.0,1 extracted citations; 1 Buddhist primary-source links; source section present,HIGH,4,4.0,"Phase 1 observed HTTP 200, canonical self, indexable true; current sitemap/robots hashes match Phase 0 and no rendered ad/placeholder surface was observed.",HIGH,3,3.0,0 clicks and 5 impressions in the preserved three-month page export; query×page join unavailable,HIGH,4,4.0,"glossary lookup assessed for reference, practice, reflection, or repeat navigation utility; family DICTIONARY_ENTRY; independent-purpose raw score 4/5.",HIGH,79,Evidence-weighted internal Phase 2 score; OWNER_SUPPORT_OVERLAP.,ATI_GLOSSARY | SC_DEFINE_DHAMMA | PALI_TEXT_SOCIETY,MEDIUM,ND_BUDDHIST_CONCEPTS,INTENT_BUDDHIST_CONCEPTS,DECLARED_SUPPORT,NO_DATA,0,5,LIMITED,OWNER_SUPPORT_OVERLAP,false,,LOW,STRONG,ADEQUATE,ADEQUATE,STRONG,true,70–84,KEEP_ENHANCE_CANDIDATE,HIGH,SCORED,true,false,79,79,Independent challenge found no evidence-based adjustment.,"Internal governance score, not a Google score or final URL disposition."
url_480e1892298337a7,https://echobuddha.com/learn/buddhist-dictionary/pali-canon/,DICTIONARY_ENTRY,Dictionary,Sutta Study,glossary lookup,DICTIONARY_DEFINITION,https://echobuddha.com/learn/sutta-for-daily-life/,3,9.0,glossary lookup; declared owner(s): https://echobuddha.com/learn/sutta-for-daily-life/; topic cluster contains 6 indexable URLs.,HIGH,4,12.0,"No exact Phase 1 body duplicate; exact repeated-block ratio 0.0641, unique-text ratio 0.9359; 12 retained similarity pairs; max lexical 0.1346; max heading 0.8000.",HIGH,3,9.0,3 current authoritative benchmarks assigned for Sutta Study; EchoBuddha role is glossary lookup; 4 extracted citations; 1 Buddhist primary-source links; source section present.,MEDIUM,3,9.0,12 retained similarity pairs; max lexical 0.1346; max heading 0.8000; declared owner(s): https://echobuddha.com/learn/sutta-for-daily-life/; query ownership is NO_DATA rather than inferred.,HIGH,5,10.0,9 headings and 11 paragraphs inspected as structural coverage evidence; purpose is glossary lookup; word count did not award points.,HIGH,4,8.0,Visible author/editorial signal NOT_VERIFIED; process reference present; provenance is structured repository content with historical drafting method not fully verified.,HIGH,5,5.0,4 extracted citations; 1 Buddhist primary-source links; source section present,HIGH,4,4.0,"Phase 1 observed HTTP 200, canonical self, indexable true; current sitemap/robots hashes match Phase 0 and no rendered ad/placeholder surface was observed.",HIGH,3,3.0,0 clicks and 13 impressions in the preserved three-month page export; query×page join unavailable,HIGH,4,4.0,"glossary lookup assessed for reference, practice, reflection, or repeat navigation utility; family DICTIONARY_ENTRY; independent-purpose raw score 3/5.",HIGH,73,Evidence-weighted internal Phase 2 score; OWNER_SUPPORT_OVERLAP.,ATI_GLOSSARY | SC_DEFINE_DHAMMA | PALI_TEXT_SOCIETY,MEDIUM,ND_SUTTA_STUDY,INTENT_SUTTA_STUDY,DECLARED_SUPPORT,NO_DATA,0,13,LIMITED,OWNER_SUPPORT_OVERLAP,false,,LOW,MODERATE,ADEQUATE,ADEQUATE,ADEQUATE,true,70–84,KEEP_ENHANCE_CANDIDATE,HIGH,SCORED,true,false,73,73,Independent challenge found no evidence-based adjustment.,"Internal governance score, not a Google score or final URL disposition."
url_b4624af130175255,https://echobuddha.com/learn/buddhist-dictionary/sangha/,DICTIONARY_ENTRY,Dictionary,Sangha,glossary lookup,DICTIONARY_DEFINITION,https://echobuddha.com/articles/what-is-sangha-buddhist-community/,4,12.0,glossary lookup; declared owner(s): https://echobuddha.com/articles/what-is-sangha-buddhist-community/; topic cluster contains 2 indexable URLs.,HIGH,4,12.0,"No exact Phase 1 body duplicate; exact repeated-block ratio 0.0708, unique-text ratio 0.9292; 13 retained similarity pairs; max lexical 0.1217; max heading 0.8462.",HIGH,3,9.0,3 current authoritative benchmarks assigned for Sangha; EchoBuddha role is glossary lookup; 2 extracted citations; 2 Buddhist primary-source links; source section present.,MEDIUM,4,12.0,13 retained similarity pairs; max lexical 0.1217; max heading 0.8462; declared owner(s): https://echobuddha.com/articles/what-is-sangha-buddhist-community/; query ownership is NO_DATA rather than inferred.,HIGH,5,10.0,12 headings and 14 paragraphs inspected as structural coverage evidence; purpose is glossary lookup; word count did not award points.,HIGH,4,8.0,Visible author/editorial signal NOT_VERIFIED; process reference present; provenance is structured repository content with historical drafting method not fully verified.,HIGH,5,5.0,2 extracted citations; 2 Buddhist primary-source links; source section present,HIGH,4,4.0,"Phase 1 observed HTTP 200, canonical self, indexable true; current sitemap/robots hashes match Phase 0 and no rendered ad/placeholder surface was observed.",HIGH,3,3.0,0 clicks and 6 impressions in the preserved three-month page export; query×page join unavailable,HIGH,4,4.0,"glossary lookup assessed for reference, practice, reflection, or repeat navigation utility; family DICTIONARY_ENTRY; independent-purpose raw score 4/5.",HIGH,79,Evidence-weighted internal Phase 2 score; OWNER_SUPPORT_OVERLAP.,ATI_GLOSSARY | SC_DEFINE_DHAMMA | PALI_TEXT_SOCIETY,MEDIUM,ND_SANGHA,INTENT_SANGHA,DECLARED_SUPPORT,NO_DATA,0,6,LIMITED,OWNER_SUPPORT_OVERLAP,false,,LOW,STRONG,ADEQUATE,ADEQUATE,STRONG,true,70–84,KEEP_ENHANCE_CANDIDATE,HIGH,SCORED,true,false,79,79,Independent challenge found no evidence-based adjustment.,"Internal governance score, not a Google score or final URL disposition."
