URL,value score,clicks,impressions,ranking trajectory,backlinks,conflict type,later-review priority
https://echobuddha.com/quotes/awareness/feelings-without-the-wheel/,43,0,1,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_WEAK_VALUE,PHASE_4_HIGH
https://echobuddha.com/quotes/awareness/,51,0,20,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,STRONG_SEARCH_EQUITY_WEAK_VALUE,PHASE_3_HIGH
https://echobuddha.com/quotes/awareness/one-breath-before-anger-replies/,43,0,0,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_WEAK_VALUE,PHASE_4_HIGH
https://echobuddha.com/quotes/awareness/thoughts-are-visitors/,43,0,1,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_WEAK_VALUE,PHASE_4_HIGH
https://echobuddha.com/quotes/awareness/thoughts-pass-without-commanding-you/,43,0,0,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_WEAK_VALUE,PHASE_4_HIGH
https://echobuddha.com/quotes/compassion/compassion-sees-pain-clearly/,43,0,0,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_WEAK_VALUE,PHASE_4_HIGH
https://echobuddha.com/quotes/compassion/gentle-self-compassion/,43,0,0,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_WEAK_VALUE,PHASE_4_HIGH
https://echobuddha.com/quotes/compassion/,51,0,50,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,STRONG_SEARCH_EQUITY_WEAK_VALUE,PHASE_3_HIGH
https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/,43,0,1,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_WEAK_VALUE,PHASE_4_HIGH
https://echobuddha.com/quotes/compassion/loving-kindness-without-harm/,43,0,3,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_WEAK_VALUE,PHASE_4_HIGH
https://echobuddha.com/quotes/impermanence/change-is-how-life-continues/,44,0,7,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_WEAK_VALUE,PHASE_4_HIGH
https://echobuddha.com/quotes/impermanence/,49,0,4,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_WEAK_VALUE,PHASE_4_HIGH
https://echobuddha.com/quotes/impermanence/meet-change-softly/,43,0,0,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_WEAK_VALUE,PHASE_4_HIGH
https://echobuddha.com/quotes/,51,0,23,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,STRONG_SEARCH_EQUITY_WEAK_VALUE,PHASE_3_HIGH
https://echobuddha.com/quotes/letting-go/caring-without-clinging/,43,0,1,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_WEAK_VALUE,PHASE_4_HIGH
https://echobuddha.com/quotes/letting-go/forgiveness-without-approving-harm/,43,0,0,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_WEAK_VALUE,PHASE_4_HIGH
https://echobuddha.com/quotes/letting-go/,52,3,158,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,STRONG_SEARCH_EQUITY_WEAK_VALUE,PHASE_3_HIGH
https://echobuddha.com/quotes/letting-go/open-hands-non-attachment/,43,0,0,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_WEAK_VALUE,PHASE_4_HIGH
https://echobuddha.com/quotes/letting-go/soften-around-stress/,43,0,1,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_WEAK_VALUE,PHASE_4_HIGH
https://echobuddha.com/quotes/letting-go/where-attachment-begins/,43,0,0,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_WEAK_VALUE,PHASE_4_HIGH
https://echobuddha.com/quotes/meditation/few-quiet-minutes/,43,0,0,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_WEAK_VALUE,PHASE_4_HIGH
https://echobuddha.com/quotes/meditation/,50,0,14,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_WEAK_VALUE,PHASE_4_HIGH
https://echobuddha.com/quotes/meditation/meditation-is-returning/,43,0,0,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_WEAK_VALUE,PHASE_4_HIGH
https://echobuddha.com/quotes/meditation/one-honest-breath/,43,0,0,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_WEAK_VALUE,PHASE_4_HIGH
https://echobuddha.com/quotes/mindfulness/begin-the-day-with-awareness/,45,0,1,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_WEAK_VALUE,PHASE_4_HIGH
https://echobuddha.com/quotes/mindfulness/gratitude-notices-enough/,43,0,0,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_WEAK_VALUE,PHASE_4_HIGH
https://echobuddha.com/quotes/mindfulness/ground-yourself-gently/,43,0,1,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_WEAK_VALUE,PHASE_4_HIGH
https://echobuddha.com/quotes/mindfulness/,52,1,20,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,STRONG_SEARCH_EQUITY_WEAK_VALUE,PHASE_3_HIGH
https://echobuddha.com/quotes/mindfulness/listen-before-answering/,43,0,2,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_WEAK_VALUE,PHASE_4_HIGH
https://echobuddha.com/quotes/mindfulness/peace-begins-with-attention/,43,0,0,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_WEAK_VALUE,PHASE_4_HIGH
https://echobuddha.com/quotes/mindfulness/present-moment-one-step/,43,0,0,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_WEAK_VALUE,PHASE_4_HIGH
https://echobuddha.com/quotes/patience/family-kindness-and-patience/,43,0,0,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_WEAK_VALUE,PHASE_4_HIGH
https://echobuddha.com/quotes/patience/,52,1,179,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,STRONG_SEARCH_EQUITY_WEAK_VALUE,PHASE_3_HIGH
https://echobuddha.com/quotes/patience/patience-softens-the-wait/,43,0,0,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_WEAK_VALUE,PHASE_4_HIGH
https://echobuddha.com/quotes/practice/eightfold-path-daily-choices/,43,0,2,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_WEAK_VALUE,PHASE_4_HIGH
https://echobuddha.com/quotes/practice/,50,0,11,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_WEAK_VALUE,PHASE_4_HIGH
https://echobuddha.com/quotes/practice/mindfulness-at-work-breath/,43,0,0,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_WEAK_VALUE,PHASE_4_HIGH
https://echobuddha.com/quotes/practice/right-intention-turns-the-heart/,43,0,0,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_WEAK_VALUE,PHASE_4_HIGH
https://echobuddha.com/quotes/practice/small-actions-shape-the-mind/,43,0,1,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_WEAK_VALUE,PHASE_4_HIGH
https://echobuddha.com/quotes/renewal/begin-again-without-shame/,43,0,0,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_WEAK_VALUE,PHASE_4_HIGH
https://echobuddha.com/quotes/renewal/evening-release-reflection/,43,0,0,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_WEAK_VALUE,PHASE_4_HIGH
https://echobuddha.com/quotes/renewal/gentle-hope-keeps-walking/,50,0,0,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_WEAK_VALUE,PHASE_4_HIGH
https://echobuddha.com/quotes/renewal/,49,0,3,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_WEAK_VALUE,PHASE_4_HIGH
https://echobuddha.com/quotes/renewal/one-calm-morning-intention/,50,0,0,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_WEAK_VALUE,PHASE_4_HIGH
https://echobuddha.com/quotes/wisdom/contentment-with-what-is-here/,43,0,0,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_WEAK_VALUE,PHASE_4_HIGH
https://echobuddha.com/quotes/wisdom/difficult-people-and-boundaries/,47,0,0,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_WEAK_VALUE,PHASE_4_HIGH
https://echobuddha.com/quotes/wisdom/,50,0,9,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_WEAK_VALUE,PHASE_4_HIGH
https://echobuddha.com/quotes/wisdom/karma-begins-in-intention/,44,0,7,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_WEAK_VALUE,PHASE_4_HIGH
https://echobuddha.com/quotes/wisdom/right-speech-with-kindness/,43,0,0,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_WEAK_VALUE,PHASE_4_HIGH
https://echobuddha.com/quotes/wisdom/simplicity-clears-the-room/,43,0,0,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_WEAK_VALUE,PHASE_4_HIGH
https://echobuddha.com/quotes/wisdom/understanding-suffering-honestly/,43,0,0,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_WEAK_VALUE,PHASE_4_HIGH
https://echobuddha.com/quotes/wisdom/wisdom-sees-clearly/,43,0,3,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_WEAK_VALUE,PHASE_4_HIGH
https://echobuddha.com/quotes/wisdom/wise-silence/,40,0,2,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_WEAK_VALUE,PHASE_4_HIGH
https://echobuddha.com/start-here/,76,0,0,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_STRONG_VALUE,STANDARD
https://echobuddha.com/tools/,76,0,6,NOT_VERIFIED: preserved export lacks comparable page-level periods,NOT_AVAILABLE,WEAK_SEARCH_EQUITY_STRONG_VALUE,STANDARD
