URL,Page family,Source URL,Source domain,Source type,Claim scope,Editorial application separate?,Validation
https://echobuddha.com/learn/buddhist-resources/,learn hub,https://84000.co/,84000.co,Institution/context,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/learn/dhammapada-reflections/avoid-evil-do-good-purify-the-mind/,learn detail,https://www.accesstoinsight.org/tipitaka/kn/dhp/dhp.14.budd.html,www.accesstoinsight.org,Canonical text / translation archive,Dhammapada passage/source context,Yes,PASS
https://echobuddha.com/learn/dhammapada-reflections/better-than-a-thousand-empty-words/,learn detail,https://www.accesstoinsight.org/tipitaka/kn/dhp/dhp.08.budd.html,www.accesstoinsight.org,Canonical text / translation archive,Dhammapada passage/source context,Yes,PASS
https://echobuddha.com/learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/,learn detail,https://www.accesstoinsight.org/tipitaka/kn/dhp/dhp.01.budd.html,www.accesstoinsight.org,Canonical text / translation archive,Dhammapada passage/source context,Yes,PASS
https://echobuddha.com/learn/dhammapada-reflections/,learn hub,https://www.accesstoinsight.org/tipitaka/kn/dhp/dhp.01.budd.html,www.accesstoinsight.org,Canonical text / translation archive,Dhammapada passage/source context,Yes,PASS
https://echobuddha.com/learn/dhammapada-reflections/,learn hub,https://www.accesstoinsight.org/tipitaka/kn/dhp/dhp.14.budd.html,www.accesstoinsight.org,Canonical text / translation archive,Dhammapada passage/source context,Yes,PASS
https://echobuddha.com/learn/dhammapada-reflections/peace-comes-from-a-trained-mind/,learn detail,https://www.accesstoinsight.org/tipitaka/kn/dhp/dhp.03.budd.html,www.accesstoinsight.org,Canonical text / translation archive,Dhammapada passage/source context,Yes,PASS
https://echobuddha.com/learn/dhammapada-reflections/the-mind-leads-all-things/,learn detail,https://www.accesstoinsight.org/tipitaka/kn/dhp/dhp.01.budd.html,www.accesstoinsight.org,Canonical text / translation archive,Dhammapada passage/source context,Yes,PASS
https://echobuddha.com/learn/eightfold-path/,learn hub,https://suttacentral.net/sn45.8/en/sujato,suttacentral.net,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/learn/eightfold-path/,learn hub,https://www.accesstoinsight.org/ptf/dhamma/sacca/sacca4/samma-ajivo/index.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/learn/four-noble-truths/,learn hub,https://suttacentral.net/sn56.11/en/sujato,suttacentral.net,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/learn/four-noble-truths/,learn hub,https://suttacentral.net/sn45.8/en/sujato,suttacentral.net,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/learn/sutta-for-daily-life/buddhas-teaching-on-patience/,learn detail,https://www.accesstoinsight.org/tipitaka/kn/dhp/dhp.14.budd.html,www.accesstoinsight.org,Canonical text / translation archive,Named discourse/source context,Yes,PASS
https://echobuddha.com/learn/sutta-for-daily-life/dhammacakkappavattana-sutta-four-noble-truths/,learn detail,https://suttacentral.net/sn56.11/en/sujato,suttacentral.net,Canonical text / translation archive,Named discourse/source context,Yes,PASS
https://echobuddha.com/learn/sutta-for-daily-life/,learn hub,https://www.accesstoinsight.org/tipitaka/kn/snp/snp.1.08.than.html,www.accesstoinsight.org,Canonical text / translation archive,Named discourse/source context,Yes,PASS
https://echobuddha.com/learn/sutta-for-daily-life/,learn hub,https://www.accesstoinsight.org/tipitaka/an/an03/an03.065.than.html,www.accesstoinsight.org,Canonical text / translation archive,Named discourse/source context,Yes,PASS
https://echobuddha.com/learn/sutta-for-daily-life/kalama-sutta-and-wise-thinking/,learn detail,https://www.accesstoinsight.org/tipitaka/an/an03/an03.065.than.html,www.accesstoinsight.org,Canonical text / translation archive,Named discourse/source context,Yes,PASS
https://echobuddha.com/learn/sutta-for-daily-life/magga-vibhanga-sutta-eightfold-path/,learn detail,https://suttacentral.net/sn45.8/en/sujato,suttacentral.net,Canonical text / translation archive,Named discourse/source context,Yes,PASS
https://echobuddha.com/learn/sutta-for-daily-life/metta-sutta-explained-for-daily-life/,learn detail,https://suttacentral.net/snp1.8/en/sujato,suttacentral.net,Canonical text / translation archive,Named discourse/source context,Yes,PASS
https://echobuddha.com/learn/sutta-for-daily-life/mindfulness-of-breathing-explained-simply/,learn detail,https://www.accesstoinsight.org/tipitaka/mn/mn.118.than.html,www.accesstoinsight.org,Canonical text / translation archive,Named discourse/source context,Yes,PASS
https://echobuddha.com/learn/sutta-for-daily-life/right-speech-in-daily-life/,learn detail,https://www.accesstoinsight.org/ptf/dhamma/sacca/sacca4/samma-vaca/index.html,www.accesstoinsight.org,Canonical text / translation archive,Named discourse/source context,Yes,PASS
https://echobuddha.com/meditation-guide/,other,https://www.accesstoinsight.org/tipitaka/mn/mn.118.than.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/meditation-guide/,other,https://www.accesstoinsight.org/tipitaka/dn/dn.22.0.than.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/meditation-guide/,other,https://www.accesstoinsight.org/tipitaka/kn/snp/snp.1.08.than.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/meditation/10-minute-meditation-practice/,meditation detail,https://www.accesstoinsight.org/tipitaka/mn/mn.118.than.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/meditation/10-minute-meditation-practice/,meditation detail,https://www.nccih.nih.gov/health/meditation-and-mindfulness-effectiveness-and-safety,www.nccih.nih.gov,Public health context,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/meditation/10-minute-meditation-practice/,meditation detail,https://www.nhs.uk/mental-health/self-help/tips-and-support/mindfulness/,www.nhs.uk,Public health context,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/meditation/5-minute-meditation-practice/,meditation detail,https://www.accesstoinsight.org/tipitaka/mn/mn.118.than.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/meditation/breathing-meditation/,meditation detail,https://suttacentral.net/mn118/en/sujato,suttacentral.net,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/meditation/breathing-meditation/,meditation detail,https://www.nccih.nih.gov/health/meditation-and-mindfulness-effectiveness-and-safety,www.nccih.nih.gov,Public health context,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/meditation/,hub/utility,https://www.accesstoinsight.org/tipitaka/mn/mn.118.than.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/meditation/,hub/utility,https://www.accesstoinsight.org/tipitaka/dn/dn.22.0.than.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/meditation/loving-kindness-meditation/,meditation detail,https://suttacentral.net/snp1.8/en/sujato,suttacentral.net,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/meditation/loving-kindness-meditation/,meditation detail,https://www.nccih.nih.gov/health/meditation-and-mindfulness-effectiveness-and-safety,www.nccih.nih.gov,Public health context,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/meditation/meditation-for-beginners/,meditation detail,https://www.accesstoinsight.org/tipitaka/mn/mn.118.than.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/meditation/meditation-posture-for-beginners/,meditation detail,https://www.accesstoinsight.org/tipitaka/dn/dn.22.0.than.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/meditation/meditation-posture-for-beginners/,meditation detail,https://www.nccih.nih.gov/health/meditation-and-mindfulness-effectiveness-and-safety,www.nccih.nih.gov,Public health context,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/meditation/mindfulness-in-daily-life/,meditation detail,https://www.accesstoinsight.org/tipitaka/dn/dn.22.0.than.html,www.accesstoinsight.org,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/meditation/walking-meditation/,meditation detail,https://suttacentral.net/an5.29/en/bodhi,suttacentral.net,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/meditation/walking-meditation/,meditation detail,https://suttacentral.net/mn10/en/sujato,suttacentral.net,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/meditation/when-meditation-feels-hard/,meditation detail,https://suttacentral.net/mn118/en/sujato,suttacentral.net,Canonical text / translation archive,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/meditation/when-meditation-feels-hard/,meditation detail,https://www.nccih.nih.gov/health/meditation-and-mindfulness-effectiveness-and-safety,www.nccih.nih.gov,Public health context,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
https://echobuddha.com/meditation/when-meditation-feels-hard/,meditation detail,https://www.nhs.uk/mental-health/self-help/tips-and-support/mindfulness/,www.nhs.uk,Public health context,"Page-specific teaching, terminology, practice, or safety context",Yes,PASS
