articleA,articleB,urlA,urlB,editorialOverlap,samePrimaryCluster,sharedClusters,metadataSimilarity,overallBodySimilarity,bodyCosine,bodyJaccard,introductionSimilarity,headingSequenceSimilarity,articleStructureSimilarity,faqSimilarity,conclusionSimilarity,examplesSimilarity,exercisesSimilarity,ngram5Overlap,exactDuplicatedSentenceCount,nearDuplicatedParagraphCount,sharedPracticeLanguage,sharedConclusionLanguage,overlapCausedByNecessaryDoctrine,overlapCausedByAvoidableGenericProse
dhammapada-reflection-trained-mind,buddhist-approach-to-anger,https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,https://echobuddha.com/articles/buddhist-approach-to-anger/,Low,false,,0,0.156,0.317,0.164,0.158,0.05,0.4,0.16,0,0.118,0.248,0,0,0,false,false,false,false
dhammapada-reflection-trained-mind,mindfulness-for-better-sleep,https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,https://echobuddha.com/articles/mindfulness-for-better-sleep/,Low,false,,0,0.14,0.319,0.154,0.067,0.057,0.4,0.127,0,0.022,0.251,0,0,0,false,false,false,false
dhammapada-reflection-trained-mind,how-to-practice-non-attachment,https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,https://echobuddha.com/articles/how-to-practice-non-attachment/,Low,false,,0.133,0.131,0.317,0.175,0.017,0.045,0.4,0.086,0,0.059,0.37,0,0,0,true,false,false,false
dhammapada-reflection-trained-mind,beginning-a-daily-mindfulness-practice,https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,https://echobuddha.com/articles/beginning-a-daily-mindfulness-practice/,Low,false,,0.053,0.179,0.446,0.193,0.034,0.043,0.4,0.173,0,0,0.501,0,0,0,true,false,false,false
dhammapada-reflection-trained-mind,compassion-as-a-daily-discipline,https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,https://echobuddha.com/articles/compassion-as-a-daily-discipline/,Low,false,,0.047,0.152,0.343,0.202,0.04,0.075,0.4,0.107,0,0.147,0.45,0.001,0,0,true,false,false,false
dhammapada-reflection-trained-mind,letting-go-without-giving-up,https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,https://echobuddha.com/articles/letting-go-without-giving-up/,Low,false,,0.243,0.141,0.325,0.168,0.041,0.054,0.4,0.135,0,0.037,0.473,0,0,0,true,false,false,false
dhammapada-reflection-trained-mind,three-ways-to-practice-patience,https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,https://echobuddha.com/articles/three-ways-to-practice-patience/,Low,false,,0.076,0.171,0.387,0.192,0.08,0.057,0.4,0.166,0,0.076,0.526,0.001,0,0,true,false,false,false
dhammapada-reflection-trained-mind,mindful-listening-in-everyday-life,https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,https://echobuddha.com/articles/mindful-listening-in-everyday-life/,Low,false,,0.103,0.136,0.327,0.158,0.02,0.06,0.4,0.117,0,0.162,0.401,0,0,0,true,false,false,false
dhammapada-reflection-trained-mind,creating-a-peaceful-corner-at-home,https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,https://echobuddha.com/articles/creating-a-peaceful-corner-at-home/,Low,false,,0.014,0.135,0.275,0.133,0.123,0.044,0.4,0.177,0,0.068,0.337,0.001,0,0,true,false,false,false
eightfold-path-explained,what-is-buddhism-beginner-guide,https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,Low,false,,0.227,0.194,0.465,0.206,0.042,0.06,0.4,0.22,0,0.263,0.471,0,0,0,true,false,false,false
eightfold-path-explained,four-noble-truths-explained-simply,https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/articles/four-noble-truths-explained-simply/,Low,false,,0.28,0.155,0.35,0.2,0.064,0.068,0.4,0.106,0,0.081,0.369,0,0,0,true,false,false,false
eightfold-path-explained,noble-eightfold-path-practical-guide,https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,Low,true,Noble Eightfold Path,0.513,0.234,0.557,0.195,0.099,0.156,0.4,0.173,0,0.157,0.467,0.001,0,0,true,false,true,false
eightfold-path-explained,impermanence-in-buddhism-letting-go,https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,Low,false,,0.092,0.103,0.218,0.17,0.027,0.053,0.4,0.055,0,0.086,0.243,0,0,0,false,false,false,false
eightfold-path-explained,compassion-in-buddhism-beginner-guide,https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,Low,false,,0.128,0.132,0.285,0.224,0.053,0.05,0.4,0.04,0,0.022,0.359,0,0,0,true,false,false,false
eightfold-path-explained,how-to-meditate-for-beginners,https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/articles/how-to-meditate-for-beginners/,Low,false,,0.205,0.11,0.254,0.156,0.049,0.033,0.4,0.033,0,0.214,0.26,0,0,0,false,false,false,false
eightfold-path-explained,mindfulness-of-breathing-guide,https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,Low,false,,0.105,0.118,0.272,0.165,0.049,0.035,0.4,0.06,0,0.224,0.311,0,0,0,true,false,false,false
eightfold-path-explained,loving-kindness-meditation-guide,https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/articles/loving-kindness-meditation-guide/,Low,false,,0.075,0.131,0.278,0.191,0.056,0.076,0.4,0.067,0,0,0.351,0.001,0,0,true,false,false,false
eightfold-path-explained,dhammapada-reflection-what-we-think,https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,Low,false,,0.035,0.149,0.336,0.211,0.021,0.07,0.4,0.125,0,0.12,0.339,0,0,0,true,false,false,false
eightfold-path-explained,dhammapada-reflection-trained-mind,https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,Low,false,,0,0.166,0.368,0.219,0.061,0.058,0.4,0.149,0,0.122,0.462,0.003,0,0,true,false,false,false
eightfold-path-explained,eightfold-path-explained,https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/articles/eightfold-path-explained/,Self,true,Noble Eightfold Path,1,1,1,1,1,1,1,1,1,1,1,1,60,0,true,true,false,false
eightfold-path-explained,how-to-let-go-of-attachment-in-buddhism,https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,Low,false,,0.074,0.125,0.278,0.186,0.009,0.091,1,0.059,0,0.07,0.381,0.002,0,0,true,false,false,false
eightfold-path-explained,right-speech-buddhism,https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/articles/right-speech-buddhism/,Low,false,,0.407,0.26,0.541,0.209,0.308,0.183,1,0.118,0,0.148,0.499,0.002,0,0,true,false,false,false
eightfold-path-explained,buddhist-wisdom-for-overthinking,https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/articles/buddhist-wisdom-for-overthinking/,Low,false,,0.087,0.15,0.313,0.189,0.017,0.146,1,0.145,0,0,0.353,0.002,0,0,true,false,false,false
eightfold-path-explained,impermanence-in-buddhism,https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/articles/impermanence-in-buddhism/,Low,false,,0.079,0.131,0.272,0.195,0.014,0.153,1,0.039,0,0.061,0.329,0.003,0,0,true,false,false,false
eightfold-path-explained,what-is-karma-in-buddhism,https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/articles/what-is-karma-in-buddhism/,Low,false,,0.144,0.157,0.353,0.207,0.062,0.078,0.4,0.087,0,0.135,0.378,0,0,0,true,false,false,false
eightfold-path-explained,four-noble-truths-explained,https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/articles/four-noble-truths-explained/,Low,false,,0.339,0.168,0.379,0.198,0.074,0.089,0.4,0.116,0,0,0.303,0,0,0,true,false,false,false
eightfold-path-explained,mindfulness-vs-meditation,https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/articles/mindfulness-vs-meditation/,Low,false,,0.144,0.176,0.391,0.193,0.078,0.07,0.4,0.199,0,0,0.46,0.002,0,0,true,false,false,false
eightfold-path-explained,buddhist-teachings-on-forgiveness,https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/articles/buddhist-teachings-on-forgiveness/,Low,false,,0.06,0.116,0.248,0.168,0.043,0.07,0.4,0.061,0,0.058,0.26,0.002,0,0,false,false,false,false
eightfold-path-explained,metta-meditation-script,https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/articles/metta-meditation-script/,Low,false,,0.058,0.135,0.327,0.183,0.043,0.048,0.4,0.028,0,0.163,0.405,0.002,0,0,true,false,false,false
eightfold-path-explained,buddhism-for-beginners-simple-guide,https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/articles/buddhism-for-beginners-simple-guide/,Low,false,,0.343,0.224,0.516,0.262,0.109,0.098,0.4,0.132,0,0.157,0.557,0,0,0,true,false,false,false
eightfold-path-explained,how-to-meditate-for-anxiety,https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/articles/how-to-meditate-for-anxiety/,Low,false,,0.01,0.13,0.312,0.16,0.011,0.051,0.4,0.114,0,0,0.366,0,0,0,true,false,false,false
eightfold-path-explained,loving-kindness-meditation-beginners,https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/articles/loving-kindness-meditation-beginners/,Low,false,,0.069,0.125,0.282,0.191,0.023,0.058,0.4,0.059,0,0,0.327,0,0,0,true,false,false,false
eightfold-path-explained,eightfold-path-explained-daily-life,https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/articles/eightfold-path-explained-daily-life/,Medium,true,Noble Eightfold Path,0.522,0.304,0.643,0.243,0.303,0.158,0.4,0.288,0,0.255,0.594,0.001,0,0,true,false,true,false
eightfold-path-explained,mindfulness-morning-routine,https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/articles/mindfulness-morning-routine/,Low,false,,0.058,0.137,0.332,0.148,0.048,0.062,0.4,0.081,0,0.086,0.36,0,0,0,true,false,false,false
eightfold-path-explained,buddhist-teachings-on-impermanence,https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/articles/buddhist-teachings-on-impermanence/,Low,false,,0.101,0.114,0.248,0.182,0.011,0.07,0.4,0.067,0,0.044,0.316,0,0,0,true,false,false,false
eightfold-path-explained,walking-meditation-step-by-step,https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/articles/walking-meditation-step-by-step/,Low,false,,0.047,0.143,0.336,0.146,0.033,0.071,0.4,0.158,0,0.1,0.418,0,0,0,true,false,false,false
eightfold-path-explained,buddhist-approach-to-anger,https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/articles/buddhist-approach-to-anger/,Low,false,,0.083,0.126,0.281,0.173,0.034,0.057,0.4,0.099,0,0.046,0.296,0.001,0,0,false,false,false,false
eightfold-path-explained,mindfulness-for-better-sleep,https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/articles/mindfulness-for-better-sleep/,Low,false,,0.051,0.119,0.261,0.153,0.044,0.065,0.4,0.086,0,0.013,0.264,0,0,0,false,false,false,false
eightfold-path-explained,how-to-practice-non-attachment,https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/articles/how-to-practice-non-attachment/,Low,false,,0.06,0.13,0.32,0.156,0.033,0.062,0.4,0.039,0,0.111,0.339,0,0,0,true,false,false,false
eightfold-path-explained,beginning-a-daily-mindfulness-practice,https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/articles/beginning-a-daily-mindfulness-practice/,Low,false,,0.108,0.167,0.387,0.175,0.1,0.058,0.4,0.117,0,0,0.47,0,0,0,true,false,false,false
eightfold-path-explained,compassion-as-a-daily-discipline,https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/articles/compassion-as-a-daily-discipline/,Low,false,,0.086,0.148,0.319,0.22,0.052,0.088,0.4,0.068,0,0.057,0.376,0.001,0,0,true,false,false,false
eightfold-path-explained,letting-go-without-giving-up,https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/articles/letting-go-without-giving-up/,Low,false,,0.01,0.14,0.315,0.186,0.053,0.062,0.4,0.087,0,0.043,0.343,0,0,0,true,false,false,false
eightfold-path-explained,three-ways-to-practice-patience,https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/articles/three-ways-to-practice-patience/,Low,false,,0.043,0.142,0.325,0.188,0.052,0.056,0.4,0.082,0,0,0.422,0.001,0,0,true,false,false,false
eightfold-path-explained,mindful-listening-in-everyday-life,https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/articles/mindful-listening-in-everyday-life/,Low,false,,0.03,0.152,0.363,0.177,0.052,0.06,0.4,0.096,0,0.125,0.403,0,0,0,true,false,false,false
eightfold-path-explained,creating-a-peaceful-corner-at-home,https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/articles/creating-a-peaceful-corner-at-home/,Low,false,,0.028,0.119,0.254,0.133,0.067,0.06,0.4,0.125,0,0.079,0.328,0,0,0,true,false,false,false
how-to-let-go-of-attachment-in-buddhism,what-is-buddhism-beginner-guide,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,Low,false,,0.252,0.178,0.369,0.221,0.134,0.056,0.4,0.178,0,0.086,0.355,0.001,0,0,true,false,false,false
how-to-let-go-of-attachment-in-buddhism,four-noble-truths-explained-simply,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/four-noble-truths-explained-simply/,Low,false,,0.071,0.176,0.388,0.228,0.086,0.076,0.4,0.118,0,0.108,0.303,0.002,0,0,true,false,false,false
how-to-let-go-of-attachment-in-buddhism,noble-eightfold-path-practical-guide,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,Low,false,,0.082,0.104,0.252,0.124,0.059,0.029,0.4,0.021,0,0.008,0.32,0,0,0,true,false,false,false
how-to-let-go-of-attachment-in-buddhism,impermanence-in-buddhism-letting-go,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,Low,false,"Attachment, Non-attachment, and Letting Go",0.356,0.213,0.457,0.226,0.145,0.097,0.4,0.206,0,0.02,0.322,0.003,0,0,true,false,false,false
how-to-let-go-of-attachment-in-buddhism,compassion-in-buddhism-beginner-guide,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,Low,false,,0.342,0.156,0.325,0.171,0.086,0.085,0.4,0.191,0,0,0.357,0,0,0,true,false,false,false
how-to-let-go-of-attachment-in-buddhism,how-to-meditate-for-beginners,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/how-to-meditate-for-beginners/,Low,false,,0.093,0.099,0.228,0.141,0.039,0.027,0.4,0.05,0,0.038,0.312,0.001,0,0,true,false,false,false
how-to-let-go-of-attachment-in-buddhism,mindfulness-of-breathing-guide,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,Low,false,,0.149,0.118,0.251,0.145,0.105,0.039,0.4,0.063,0,0.039,0.305,0.001,0,0,true,false,false,false
how-to-let-go-of-attachment-in-buddhism,loving-kindness-meditation-guide,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/loving-kindness-meditation-guide/,Low,false,,0.033,0.127,0.297,0.16,0.015,0.062,0.4,0.108,0,0,0.334,0.001,0,0,true,false,false,false
how-to-let-go-of-attachment-in-buddhism,dhammapada-reflection-what-we-think,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,Low,false,,0.092,0.133,0.282,0.186,0.056,0.067,0.4,0.106,0,0.027,0.257,0,0,0,false,false,false,false
how-to-let-go-of-attachment-in-buddhism,dhammapada-reflection-trained-mind,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,Low,false,,0.082,0.14,0.335,0.153,0.041,0.076,0.4,0.089,0,0.048,0.379,0,0,0,true,false,false,false
how-to-let-go-of-attachment-in-buddhism,eightfold-path-explained,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/eightfold-path-explained/,Low,false,,0.074,0.125,0.278,0.186,0.009,0.091,1,0.059,0,0.07,0.381,0.002,0,0,true,false,false,false
how-to-let-go-of-attachment-in-buddhism,how-to-let-go-of-attachment-in-buddhism,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,Self,true,"Attachment, Non-attachment, and Letting Go",1,1,1,1,1,1,1,1,1,1,1,1,53,0,true,true,false,false
how-to-let-go-of-attachment-in-buddhism,right-speech-buddhism,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/right-speech-buddhism/,Low,false,,0.183,0.12,0.244,0.154,0.08,0.094,1,0.058,0,0.029,0.367,0.002,0,0,true,false,false,false
how-to-let-go-of-attachment-in-buddhism,buddhist-wisdom-for-overthinking,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/buddhist-wisdom-for-overthinking/,Low,false,,0.126,0.167,0.329,0.181,0.152,0.092,1,0.166,0,0,0.373,0.003,0,0,true,false,false,false
how-to-let-go-of-attachment-in-buddhism,impermanence-in-buddhism,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/impermanence-in-buddhism/,Low,false,,0.262,0.212,0.446,0.247,0.144,0.107,1,0.178,0,0.038,0.375,0.003,0,0,true,false,false,false
how-to-let-go-of-attachment-in-buddhism,what-is-karma-in-buddhism,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/what-is-karma-in-buddhism/,Low,false,,0.113,0.136,0.304,0.146,0.07,0.063,0.4,0.132,0,0.014,0.315,0.001,0,0,true,false,false,false
how-to-let-go-of-attachment-in-buddhism,four-noble-truths-explained,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/four-noble-truths-explained/,Low,false,,0.126,0.17,0.353,0.212,0.075,0.065,0.4,0.233,0,0,0.25,0.002,0,0,false,false,false,false
how-to-let-go-of-attachment-in-buddhism,mindfulness-vs-meditation,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/mindfulness-vs-meditation/,Low,false,,0.184,0.129,0.278,0.148,0.123,0.054,0.4,0.04,0,0,0.377,0.002,0,0,true,false,false,false
how-to-let-go-of-attachment-in-buddhism,buddhist-teachings-on-forgiveness,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/buddhist-teachings-on-forgiveness/,Low,false,,0.182,0.17,0.346,0.194,0.15,0.103,0.4,0.106,0,0,0.396,0.002,0,0,true,false,false,false
how-to-let-go-of-attachment-in-buddhism,metta-meditation-script,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/metta-meditation-script/,Low,false,,0.034,0.138,0.322,0.17,0.072,0.053,0.4,0.041,0,0.03,0.407,0.002,0,0,true,false,false,false
how-to-let-go-of-attachment-in-buddhism,buddhism-for-beginners-simple-guide,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/buddhism-for-beginners-simple-guide/,Low,false,,0.229,0.158,0.364,0.175,0.102,0.053,0.4,0.097,0,0,0.442,0.001,0,0,true,false,false,false
how-to-let-go-of-attachment-in-buddhism,how-to-meditate-for-anxiety,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/how-to-meditate-for-anxiety/,Low,false,,0.034,0.12,0.301,0.155,0,0.036,0.4,0.086,0,0,0.405,0,0,0,true,false,false,false
how-to-let-go-of-attachment-in-buddhism,loving-kindness-meditation-beginners,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/loving-kindness-meditation-beginners/,Low,false,,0.015,0.124,0.312,0.16,0.016,0.035,0.4,0.062,0,0.062,0.331,0,0,0,true,false,false,false
how-to-let-go-of-attachment-in-buddhism,eightfold-path-explained-daily-life,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/eightfold-path-explained-daily-life/,Low,false,,0.081,0.106,0.25,0.137,0.014,0.047,0.4,0.088,0,0.063,0.28,0,0,0,false,false,false,false
how-to-let-go-of-attachment-in-buddhism,mindfulness-morning-routine,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/mindfulness-morning-routine/,Low,false,,0.058,0.104,0.261,0.118,0.016,0.04,0.4,0.056,0,0,0.364,0,0,0,true,false,false,false
how-to-let-go-of-attachment-in-buddhism,buddhist-teachings-on-impermanence,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/buddhist-teachings-on-impermanence/,Low,false,,0.127,0.176,0.37,0.211,0.174,0.067,0.4,0.081,0,0.023,0.297,0,0,0,false,false,false,false
how-to-let-go-of-attachment-in-buddhism,walking-meditation-step-by-step,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/walking-meditation-step-by-step/,Low,false,,0.027,0.105,0.234,0.141,0.044,0.047,0.4,0.068,0,0.064,0.315,0,0,0,true,false,false,false
how-to-let-go-of-attachment-in-buddhism,buddhist-approach-to-anger,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/buddhist-approach-to-anger/,Low,false,,0.116,0.107,0.218,0.15,0.061,0.034,0.4,0.119,0,0.036,0.209,0,0,0,false,false,false,false
how-to-let-go-of-attachment-in-buddhism,mindfulness-for-better-sleep,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/mindfulness-for-better-sleep/,Low,false,,0.164,0.123,0.244,0.14,0.133,0.052,0.4,0.089,0,0.101,0.301,0,0,0,true,false,false,false
how-to-let-go-of-attachment-in-buddhism,how-to-practice-non-attachment,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/how-to-practice-non-attachment/,Low,true,"Attachment, Non-attachment, and Letting Go",0.209,0.257,0.567,0.228,0.224,0.059,0.4,0.286,0,0.054,0.482,0.001,0,0,true,false,true,false
how-to-let-go-of-attachment-in-buddhism,beginning-a-daily-mindfulness-practice,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/beginning-a-daily-mindfulness-practice/,Low,false,,0.188,0.123,0.299,0.145,0.06,0.035,0.4,0.047,0,0,0.429,0.001,0,0,true,false,false,false
how-to-let-go-of-attachment-in-buddhism,compassion-as-a-daily-discipline,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/compassion-as-a-daily-discipline/,Low,false,,0.131,0.138,0.311,0.172,0.035,0.074,0.4,0.115,0,0,0.339,0,0,0,true,false,false,false
how-to-let-go-of-attachment-in-buddhism,letting-go-without-giving-up,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/letting-go-without-giving-up/,Low,true,"Attachment, Non-attachment, and Letting Go",0.251,0.243,0.51,0.227,0.214,0.037,0.4,0.364,0,0.068,0.417,0.001,0,0,true,false,true,false
how-to-let-go-of-attachment-in-buddhism,three-ways-to-practice-patience,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/three-ways-to-practice-patience/,Low,false,,0.151,0.146,0.315,0.184,0.105,0.051,0.4,0.09,0,0,0.422,0,0,0,true,false,false,false
how-to-let-go-of-attachment-in-buddhism,mindful-listening-in-everyday-life,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/mindful-listening-in-everyday-life/,Low,false,,0.105,0.122,0.262,0.154,0.07,0.056,0.4,0.099,0,0.05,0.337,0.001,0,0,true,false,false,false
how-to-let-go-of-attachment-in-buddhism,creating-a-peaceful-corner-at-home,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/creating-a-peaceful-corner-at-home/,Low,false,,0.032,0.098,0.242,0.108,0.036,0.036,0.4,0.042,0,0,0.378,0,0,0,true,false,false,false
right-speech-buddhism,what-is-buddhism-beginner-guide,https://echobuddha.com/articles/right-speech-buddhism/,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,Low,false,,0.333,0.169,0.37,0.197,0.136,0.061,0.4,0.096,0,0.094,0.471,0,0,0,true,false,false,false
right-speech-buddhism,four-noble-truths-explained-simply,https://echobuddha.com/articles/right-speech-buddhism/,https://echobuddha.com/articles/four-noble-truths-explained-simply/,Low,false,,0.07,0.118,0.227,0.143,0.111,0.06,0.4,0.105,0,0.028,0.291,0,0,0,false,false,false,false
right-speech-buddhism,noble-eightfold-path-practical-guide,https://echobuddha.com/articles/right-speech-buddhism/,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,Low,false,,0.178,0.188,0.392,0.165,0.18,0.045,0.4,0.26,0,0.065,0.361,0,0,0,true,false,false,false
right-speech-buddhism,impermanence-in-buddhism-letting-go,https://echobuddha.com/articles/right-speech-buddhism/,https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,Low,false,,0.231,0.098,0.184,0.137,0.094,0.065,0.4,0.042,0,0.103,0.212,0,0,0,false,false,false,false
right-speech-buddhism,compassion-in-buddhism-beginner-guide,https://echobuddha.com/articles/right-speech-buddhism/,https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,Low,false,,0.292,0.155,0.318,0.208,0.111,0.051,0.4,0.133,0,0.045,0.459,0.001,0,0,true,false,false,false
right-speech-buddhism,how-to-meditate-for-beginners,https://echobuddha.com/articles/right-speech-buddhism/,https://echobuddha.com/articles/how-to-meditate-for-beginners/,Low,false,,0.101,0.094,0.193,0.144,0.072,0.024,0.4,0.043,0,0.05,0.214,0,0,0,false,false,false,false
right-speech-buddhism,mindfulness-of-breathing-guide,https://echobuddha.com/articles/right-speech-buddhism/,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,Low,false,,0.081,0.09,0.189,0.139,0.043,0.036,0.4,0.052,0,0.026,0.231,0,0,0,false,false,false,false
right-speech-buddhism,loving-kindness-meditation-guide,https://echobuddha.com/articles/right-speech-buddhism/,https://echobuddha.com/articles/loving-kindness-meditation-guide/,Low,false,,0.066,0.142,0.301,0.184,0.116,0.067,0.4,0.046,0,0,0.326,0,0,0,true,false,false,false
right-speech-buddhism,dhammapada-reflection-what-we-think,https://echobuddha.com/articles/right-speech-buddhism/,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,Low,false,,0.012,0.141,0.29,0.192,0.092,0.061,0.4,0.103,0,0,0.362,0.001,0,0,true,false,false,false
right-speech-buddhism,dhammapada-reflection-trained-mind,https://echobuddha.com/articles/right-speech-buddhism/,https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,Low,false,,0.011,0.124,0.245,0.154,0.061,0.07,0.4,0.175,0,0.032,0.395,0,0,0,true,false,false,false
