cluster_id,url_a,url_b,page_family_a,page_family_b,topic_cluster,title_token_overlap,heading_overlap,primary_intent_a,primary_intent_b,review_flag
TI-0306,https://echobuddha.com/articles/buddhist-gratitude-practice/,https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,ARTICLE,BUDDHISM_101,Attachment and Letting Go ↔ Page-specific / unclustered,0.4,0.1,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0307,https://echobuddha.com/articles/first-week-buddhist-practice/,https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,ARTICLE,BUDDHISM_101,Beginner Buddhism ↔ Page-specific / unclustered,0.4,0.1,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0308,https://echobuddha.com/learn/buddhist-dictionary/anicca/,https://echobuddha.com/learn/sutta-for-daily-life/mindfulness-of-breathing-explained-simply/,DICTIONARY_ENTRY,LEARN_GUIDE,Impermanence ↔ Mindfulness,0.4,0.0909,glossary lookup,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0309,https://echobuddha.com/learn/buddhist-dictionary/sangha/,https://echobuddha.com/learn/sutta-for-daily-life/mindfulness-of-breathing-explained-simply/,DICTIONARY_ENTRY,LEARN_GUIDE,Sangha ↔ Mindfulness,0.4,0.0909,glossary lookup,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0310,https://echobuddha.com/articles/four-noble-truths-explained/,https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,ARTICLE,BUDDHISM_101,Four Noble Truths ↔ Buddhist Concepts,0.4,0.0811,beginner explanation,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0311,https://echobuddha.com/articles/buddhism-for-beginners-simple-guide/,https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,ARTICLE,BUDDHISM_101,Beginner Buddhism,0.4,0.0769,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0312,https://echobuddha.com/articles/buddhism-for-beginners-simple-guide/,https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,ARTICLE,BUDDHISM_101,Beginner Buddhism ↔ Karma,0.4,0.0769,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0313,https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,https://echobuddha.com/learn/sutta-for-daily-life/mindfulness-of-breathing-explained-simply/,BUDDHISM_101,LEARN_GUIDE,Buddhist Concepts ↔ Mindfulness,0.4,0.069,beginner explanation,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0314,https://echobuddha.com/articles/loving-kindness-meditation-beginners/,https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/,ARTICLE,BUDDHISM_101,Compassion ↔ Buddhist Concepts,0.4,0.0556,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0315,https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/,https://echobuddha.com/meditation-guide/,BUDDHISM_101,MEDITATION_GUIDE,Buddhist Concepts ↔ Meditation,0.4,0.0323,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0316,https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,https://echobuddha.com/meditation-guide/,BUDDHISM_101,MEDITATION_GUIDE,Buddhist Concepts ↔ Meditation,0.4,0.025,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0317,https://echobuddha.com/articles/beginning-a-daily-mindfulness-practice/,https://echobuddha.com/quotes/meditation/meditation-is-returning/,ARTICLE,QUOTE_STORY,Mindfulness ↔ Meditation,0.4,0.0238,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0318,https://echobuddha.com/articles/loving-kindness-meditation-beginners/,https://echobuddha.com/learn/four-noble-truths/,ARTICLE,LEARN_GUIDE,Compassion ↔ Four Noble Truths,0.4,0.0238,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0319,https://echobuddha.com/articles/mindfulness-morning-routine/,https://echobuddha.com/quotes/meditation/meditation-is-returning/,ARTICLE,QUOTE_STORY,Mindfulness ↔ Meditation,0.4,0.0238,beginner explanation,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0320,https://echobuddha.com/articles/first-week-buddhist-practice/,https://echobuddha.com/meditation-guide/,ARTICLE,MEDITATION_GUIDE,Beginner Buddhism ↔ Meditation,0.4,0.0233,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0321,https://echobuddha.com/articles/mindful-listening-in-everyday-life/,https://echobuddha.com/quotes/mindfulness/listen-before-answering/,ARTICLE,QUOTE_STORY,Right Speech,0.4,0.0233,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0322,https://echobuddha.com/articles/buddhism-for-beginners-simple-guide/,https://echobuddha.com/quotes/meditation/meditation-is-returning/,ARTICLE,QUOTE_STORY,Beginner Buddhism ↔ Meditation,0.4,0.0227,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0323,https://echobuddha.com/articles/buddhist-teachings-on-impermanence/,https://echobuddha.com/quotes/impermanence/change-is-how-life-continues/,ARTICLE,QUOTE_STORY,Impermanence,0.4,0.0227,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0324,https://echobuddha.com/articles/what-is-sangha-buddhist-community/,https://echobuddha.com/meditation-guide/,ARTICLE,MEDITATION_GUIDE,Sangha ↔ Meditation,0.4,0.0213,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0325,https://echobuddha.com/articles/metta-meditation-script/,https://echobuddha.com/meditation-guide/,ARTICLE,MEDITATION_GUIDE,Compassion ↔ Meditation,0.4,0.0192,script,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0326,https://echobuddha.com/articles/beginning-a-daily-mindfulness-practice/,https://echobuddha.com/learn/buddhist-dictionary/pali-canon/,ARTICLE,DICTIONARY_ENTRY,Mindfulness ↔ Sutta Study,0.4,0,practical guide,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0327,https://echobuddha.com/articles/beginning-a-daily-mindfulness-practice/,https://echobuddha.com/learn/buddhist-dictionary/sati/,ARTICLE,DICTIONARY_ENTRY,Mindfulness,0.4,0,practical guide,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0328,https://echobuddha.com/articles/buddhism-for-beginners-simple-guide/,https://echobuddha.com/learn/buddhist-dictionary/pali-canon/,ARTICLE,DICTIONARY_ENTRY,Beginner Buddhism ↔ Sutta Study,0.4,0,practical guide,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0329,https://echobuddha.com/articles/buddhist-gratitude-practice/,https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,ARTICLE,DICTIONARY_ENTRY,Attachment and Letting Go ↔ Mindfulness,0.4,0,practical guide,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0330,https://echobuddha.com/articles/compassion-with-boundaries/,https://echobuddha.com/learn/buddhist-dictionary/sati/,ARTICLE,DICTIONARY_ENTRY,Compassion ↔ Mindfulness,0.4,0,practical guide,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0331,https://echobuddha.com/articles/dhamma-vs-dharma/,https://echobuddha.com/learn/buddhist-dictionary/compassion/,ARTICLE,DICTIONARY_ENTRY,Dhamma / Dharma ↔ Compassion,0.4,0,comparison,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0332,https://echobuddha.com/articles/dhamma-vs-dharma/,https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,ARTICLE,DICTIONARY_ENTRY,Dhamma / Dharma ↔ Mindfulness,0.4,0,comparison,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0333,https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/meditation/meditation-for-beginners/,ARTICLE,MEDITATION_GUIDE,Noble Eightfold Path ↔ Meditation,0.4,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0334,https://echobuddha.com/articles/first-week-buddhist-practice/,https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,ARTICLE,DICTIONARY_ENTRY,Beginner Buddhism ↔ Mindfulness,0.4,0,practical guide,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0335,https://echobuddha.com/articles/first-week-buddhist-practice/,https://echobuddha.com/meditation/meditation-posture-for-beginners/,ARTICLE,MEDITATION_GUIDE,Beginner Buddhism ↔ Meditation,0.4,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0336,https://echobuddha.com/articles/four-noble-truths-explained/,https://echobuddha.com/learn/sutta-for-daily-life/mindfulness-of-breathing-explained-simply/,ARTICLE,LEARN_GUIDE,Four Noble Truths ↔ Mindfulness,0.4,0,beginner explanation,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0337,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/meditation/meditation-for-beginners/,ARTICLE,MEDITATION_GUIDE,Four Noble Truths ↔ Meditation,0.4,0,beginner explanation,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0338,https://echobuddha.com/articles/how-to-meditate-for-beginners/,https://echobuddha.com/meditation/meditation-for-beginners/,ARTICLE,MEDITATION_GUIDE,Meditation,0.4,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0339,https://echobuddha.com/articles/loving-kindness-meditation-beginners/,https://echobuddha.com/learn/buddhism-for-beginners/,ARTICLE,LEARN_GUIDE,Compassion ↔ Beginner Buddhism,0.4,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0340,https://echobuddha.com/articles/loving-kindness-meditation-guide/,https://echobuddha.com/learn/buddhist-dictionary/pali-canon/,ARTICLE,DICTIONARY_ENTRY,Compassion ↔ Sutta Study,0.4,0,script,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0341,https://echobuddha.com/articles/metta-meditation-script/,https://echobuddha.com/learn/buddhist-dictionary/metta/,ARTICLE,DICTIONARY_ENTRY,Compassion,0.4,0,script,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0342,https://echobuddha.com/articles/metta-meditation-script/,https://echobuddha.com/meditation/meditation-posture-for-beginners/,ARTICLE,MEDITATION_GUIDE,Compassion ↔ Meditation,0.4,0,script,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0343,https://echobuddha.com/articles/mindfulness-morning-routine/,https://echobuddha.com/learn/buddhist-dictionary/pali-canon/,ARTICLE,DICTIONARY_ENTRY,Mindfulness ↔ Sutta Study,0.4,0,beginner explanation,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0344,https://echobuddha.com/articles/right-speech-buddhism/,https://echobuddha.com/learn/buddhist-dictionary/sutta/,ARTICLE,DICTIONARY_ENTRY,Compassion ↔ Sutta Study,0.4,0,practical guide,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0345,https://echobuddha.com/articles/right-speech-examples/,https://echobuddha.com/learn/sutta-for-daily-life/,ARTICLE,LEARN_GUIDE,Right Speech ↔ Sutta Study,0.4,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0346,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,https://echobuddha.com/learn/buddhist-dictionary/compassion/,ARTICLE,DICTIONARY_ENTRY,Beginner Buddhism ↔ Compassion,0.4,0,practical guide,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0347,https://echobuddha.com/articles/what-is-sangha-buddhist-community/,https://echobuddha.com/meditation/meditation-posture-for-beginners/,ARTICLE,MEDITATION_GUIDE,Sangha ↔ Meditation,0.4,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0348,https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,https://echobuddha.com/learn/buddhism-for-beginners/,BUDDHISM_101,LEARN_GUIDE,Page-specific / unclustered ↔ Beginner Buddhism,0.4,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0349,https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,https://echobuddha.com/meditation/meditation-posture-for-beginners/,BUDDHISM_101,MEDITATION_GUIDE,Buddhist Concepts ↔ Meditation,0.4,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0350,https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/,https://echobuddha.com/meditation/meditation-posture-for-beginners/,BUDDHISM_101,MEDITATION_GUIDE,Buddhist Concepts ↔ Meditation,0.4,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0351,https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/,https://echobuddha.com/meditation/meditation-for-beginners/,BUDDHISM_101,MEDITATION_GUIDE,Buddhist Concepts ↔ Meditation,0.4,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0352,https://echobuddha.com/learn/buddhism-for-beginners/,https://echobuddha.com/meditation/meditation-posture-for-beginners/,LEARN_GUIDE,MEDITATION_GUIDE,Beginner Buddhism ↔ Meditation,0.4,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0353,https://echobuddha.com/learn/buddhism-for-beginners/,https://echobuddha.com/meditation-guide/,LEARN_GUIDE,MEDITATION_GUIDE,Beginner Buddhism ↔ Meditation,0.4,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0354,https://echobuddha.com/learn/buddhist-dictionary/anatta/,https://echobuddha.com/meditation/meditation-for-beginners/,DICTIONARY_ENTRY,MEDITATION_GUIDE,Buddhist Concepts ↔ Meditation,0.4,0,glossary lookup,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0355,https://echobuddha.com/learn/buddhist-dictionary/pali-canon/,https://echobuddha.com/quotes/meditation/meditation-is-returning/,DICTIONARY_ENTRY,QUOTE_STORY,Sutta Study ↔ Meditation,0.4,0,glossary lookup,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0356,https://echobuddha.com/learn/eightfold-path/,https://echobuddha.com/learn/sutta-for-daily-life/right-speech-in-daily-life/,LEARN_GUIDE,LEARN_GUIDE,Noble Eightfold Path ↔ Right Speech,0.4,0,practical guide,source study,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0357,https://echobuddha.com/learn/four-noble-truths/,https://echobuddha.com/meditation/meditation-posture-for-beginners/,LEARN_GUIDE,MEDITATION_GUIDE,Four Noble Truths ↔ Meditation,0.4,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0358,https://echobuddha.com/learn/four-noble-truths/,https://echobuddha.com/meditation-guide/,LEARN_GUIDE,MEDITATION_GUIDE,Four Noble Truths ↔ Meditation,0.4,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0359,https://echobuddha.com/learn/sutta-for-daily-life/metta-sutta-explained-for-daily-life/,https://echobuddha.com/meditation/mindfulness-in-daily-life/,LEARN_GUIDE,MEDITATION_GUIDE,Loving-kindness / Metta ↔ Mindfulness,0.4,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0360,https://echobuddha.com/learn/sutta-for-daily-life/metta-sutta-explained-for-daily-life/,https://echobuddha.com/quotes/mindfulness/begin-the-day-with-awareness/,LEARN_GUIDE,QUOTE_STORY,Loving-kindness / Metta ↔ Mindfulness,0.4,0,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0361,https://echobuddha.com/meditation/mindfulness-in-daily-life/,https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/,MEDITATION_GUIDE,QUOTE_STORY,Mindfulness ↔ Compassion,0.4,0,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0362,https://echobuddha.com/meditation/mindfulness-in-daily-life/,https://echobuddha.com/quotes/practice/mindfulness-at-work-breath/,MEDITATION_GUIDE,QUOTE_STORY,Mindfulness,0.4,0,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0363,https://echobuddha.com/quotes/wisdom/contentment-with-what-is-here/,https://echobuddha.com/quotes/wisdom/wisdom-sees-clearly/,QUOTE_STORY,QUOTE_STORY,Page-specific / unclustered,0.3846,0.8889,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0364,https://echobuddha.com/quotes/wisdom/difficult-people-and-boundaries/,https://echobuddha.com/quotes/wisdom/wise-silence/,QUOTE_STORY,QUOTE_STORY,Page-specific / unclustered ↔ Right Speech,0.3846,0.8889,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0365,https://echobuddha.com/quotes/compassion/compassion-sees-pain-clearly/,https://echobuddha.com/quotes/wisdom/wisdom-sees-clearly/,QUOTE_STORY,QUOTE_STORY,Compassion ↔ Page-specific / unclustered,0.3846,0.4783,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0366,https://echobuddha.com/quotes/impermanence/meet-change-softly/,https://echobuddha.com/quotes/wisdom/difficult-people-and-boundaries/,QUOTE_STORY,QUOTE_STORY,Impermanence ↔ Page-specific / unclustered,0.3846,0.4783,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0367,https://echobuddha.com/articles/first-week-buddhist-practice/,https://echobuddha.com/articles/five-precepts-in-daily-life/,ARTICLE,ARTICLE,Beginner Buddhism ↔ Buddhist Ethics,0.3846,0.4118,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0368,https://echobuddha.com/quotes/awareness/one-breath-before-anger-replies/,https://echobuddha.com/quotes/impermanence/meet-change-softly/,QUOTE_STORY,QUOTE_STORY,Mindfulness ↔ Impermanence,0.3846,0.36,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0369,https://echobuddha.com/quotes/awareness/one-breath-before-anger-replies/,https://echobuddha.com/quotes/meditation/one-honest-breath/,QUOTE_STORY,QUOTE_STORY,Mindfulness,0.3846,0.36,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0370,https://echobuddha.com/quotes/awareness/one-breath-before-anger-replies/,https://echobuddha.com/quotes/wisdom/wise-silence/,QUOTE_STORY,QUOTE_STORY,Mindfulness ↔ Right Speech,0.3846,0.36,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0371,https://echobuddha.com/quotes/awareness/thoughts-are-visitors/,https://echobuddha.com/quotes/letting-go/soften-around-stress/,QUOTE_STORY,QUOTE_STORY,Mindfulness ↔ Attachment and Letting Go,0.3846,0.36,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0372,https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/,https://echobuddha.com/quotes/practice/eightfold-path-daily-choices/,QUOTE_STORY,QUOTE_STORY,Compassion ↔ Noble Eightfold Path,0.3846,0.36,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0373,https://echobuddha.com/quotes/letting-go/caring-without-clinging/,https://echobuddha.com/quotes/wisdom/difficult-people-and-boundaries/,QUOTE_STORY,QUOTE_STORY,Attachment and Letting Go ↔ Page-specific / unclustered,0.3846,0.36,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0374,https://echobuddha.com/quotes/letting-go/where-attachment-begins/,https://echobuddha.com/quotes/mindfulness/peace-begins-with-attention/,QUOTE_STORY,QUOTE_STORY,Attachment and Letting Go ↔ Mindfulness,0.3846,0.36,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0375,https://echobuddha.com/quotes/mindfulness/peace-begins-with-attention/,https://echobuddha.com/quotes/wisdom/wisdom-sees-clearly/,QUOTE_STORY,QUOTE_STORY,Mindfulness ↔ Page-specific / unclustered,0.3846,0.36,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0376,https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,BUDDHISM_101,BUDDHISM_101,Buddhist Concepts ↔ Buddhist Ethics,0.3846,0.3448,beginner explanation,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0377,https://echobuddha.com/articles/five-precepts-in-daily-life/,https://echobuddha.com/articles/what-is-sangha-buddhist-community/,ARTICLE,ARTICLE,Buddhist Ethics ↔ Sangha,0.3846,0.3,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0378,https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,https://echobuddha.com/articles/right-speech-buddhism/,ARTICLE,ARTICLE,Compassion,0.3846,0.2391,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0379,https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/,https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,BUDDHISM_101,BUDDHISM_101,Buddhist Concepts ↔ Page-specific / unclustered,0.3846,0.2273,practical guide,beginner explanation,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0380,https://echobuddha.com/articles/right-livelihood-modern-life/,https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,ARTICLE,BUDDHISM_101,Buddhist Ethics,0.3846,0.1351,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0381,https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/,https://echobuddha.com/learn/sutta-for-daily-life/metta-sutta-explained-for-daily-life/,BUDDHISM_101,LEARN_GUIDE,Buddhist Concepts ↔ Loving-kindness / Metta,0.3846,0.1,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0382,https://echobuddha.com/articles/five-precepts-in-daily-life/,https://echobuddha.com/learn/eightfold-path/,ARTICLE,LEARN_GUIDE,Buddhist Ethics ↔ Noble Eightfold Path,0.3846,0.0789,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0383,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/,ARTICLE,BUDDHISM_101,Four Noble Truths ↔ Buddhist Concepts,0.3846,0.0606,beginner explanation,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0384,https://echobuddha.com/articles/five-precepts-in-daily-life/,https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/,ARTICLE,BUDDHISM_101,Buddhist Ethics ↔ Buddhist Concepts,0.3846,0.0588,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0385,https://echobuddha.com/articles/buddhist-wisdom-for-overthinking/,https://echobuddha.com/quotes/awareness/thoughts-are-visitors/,ARTICLE,QUOTE_STORY,Page-specific / unclustered ↔ Mindfulness,0.3846,0.0488,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0386,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/quotes/wisdom/understanding-suffering-honestly/,ARTICLE,QUOTE_STORY,Four Noble Truths,0.3846,0.0238,beginner explanation,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0387,https://echobuddha.com/articles/what-is-karma-in-buddhism/,https://echobuddha.com/quotes/practice/eightfold-path-daily-choices/,ARTICLE,QUOTE_STORY,Karma ↔ Noble Eightfold Path,0.3846,0.0227,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0388,https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/learn/buddhist-dictionary/anatta/,ARTICLE,DICTIONARY_ENTRY,Noble Eightfold Path ↔ Buddhist Concepts,0.3846,0,practical guide,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0389,https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/learn/sutta-for-daily-life/metta-sutta-explained-for-daily-life/,ARTICLE,LEARN_GUIDE,Noble Eightfold Path ↔ Loving-kindness / Metta,0.3846,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0390,https://echobuddha.com/articles/five-precepts-in-daily-life/,https://echobuddha.com/learn/buddhism-for-beginners/,ARTICLE,LEARN_GUIDE,Buddhist Ethics ↔ Beginner Buddhism,0.3846,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0391,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/learn/buddhist-dictionary/anatta/,ARTICLE,DICTIONARY_ENTRY,Four Noble Truths ↔ Buddhist Concepts,0.3846,0,beginner explanation,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0392,https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/learn/sutta-for-daily-life/dhammacakkappavattana-sutta-four-noble-truths/,ARTICLE,LEARN_GUIDE,Four Noble Truths,0.3846,0,beginner explanation,source study,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0393,https://echobuddha.com/articles/right-speech-buddhism/,https://echobuddha.com/learn/buddhist-dictionary/karma/,ARTICLE,DICTIONARY_ENTRY,Compassion ↔ Karma,0.3846,0,practical guide,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0394,https://echobuddha.com/learn/sutta-for-daily-life/dhammacakkappavattana-sutta-four-noble-truths/,https://echobuddha.com/quotes/wisdom/understanding-suffering-honestly/,LEARN_GUIDE,QUOTE_STORY,Four Noble Truths,0.3846,0,source study,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0395,https://echobuddha.com/learn/sutta-for-daily-life/,https://echobuddha.com/quotes/mindfulness/begin-the-day-with-awareness/,LEARN_GUIDE,QUOTE_STORY,Sutta Study ↔ Mindfulness,0.3846,0,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0396,https://echobuddha.com/learn/sutta-for-daily-life/metta-sutta-explained-for-daily-life/,https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/,LEARN_GUIDE,QUOTE_STORY,Loving-kindness / Metta ↔ Compassion,0.3846,0,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
