URL,CTA,practice block,reflection question,page-specific?,useful?,action
https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,Frequently Asked Questions | Practice Today,Practice Today,Frequently Asked Questions,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,GENERIC_FALLBACK_REMOVED_OR_SECTION_RESTRUCTURED
https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,Daily Life Practice | Practice Today,Daily Life Practice,NONE,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,GENERIC_FALLBACK_REMOVED_OR_SECTION_RESTRUCTURED
https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,How to Practice Buddhism at Home | Practice Today,How to Practice Buddhism at Home,NONE,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,GENERIC_FALLBACK_REMOVED_OR_SECTION_RESTRUCTURED
https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/,Practice Today,Practice Today,NONE,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,GENERIC_FALLBACK_REMOVED_OR_SECTION_RESTRUCTURED
https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,"Work as a Field of Practice | Money, Ambition, and Buddhist Practice | A Simple Right Livelihood Practice | Frequently Asked Questions | Practice Today",Work as a Field of Practice,Frequently Asked Questions,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,GENERIC_FALLBACK_REMOVED_OR_SECTION_RESTRUCTURED
https://echobuddha.com/learn/buddhism-101/the-four-noble-truths-explained/,Practice Today,Practice Today,NONE,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,GENERIC_FALLBACK_REMOVED_OR_SECTION_RESTRUCTURED
https://echobuddha.com/learn/buddhism-101/the-noble-eightfold-path-explained/,Practice Today,Practice Today,NONE,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,GENERIC_FALLBACK_REMOVED_OR_SECTION_RESTRUCTURED
https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,Practice Today,Practice Today,NONE,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,GENERIC_FALLBACK_REMOVED_OR_SECTION_RESTRUCTURED
https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,A Simple Reflection Practice | Frequently Asked Questions | Practice Today,A Simple Reflection Practice,Frequently Asked Questions,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,GENERIC_FALLBACK_REMOVED_OR_SECTION_RESTRUCTURED
https://echobuddha.com/learn/buddhism-101/threefold-training-sila-samadhi-panna/,Practice Today,Practice Today,NONE,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,GENERIC_FALLBACK_REMOVED_OR_SECTION_RESTRUCTURED
https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,"Teaching, Practice, and Community | How to Continue Without Collecting Labels | Practice Today","Teaching, Practice, and Community",NONE,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,GENERIC_FALLBACK_REMOVED_OR_SECTION_RESTRUCTURED
https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,Practice Today,Practice Today,NONE,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,GENERIC_FALLBACK_REMOVED_OR_SECTION_RESTRUCTURED
https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,Practice Today,Practice Today,NONE,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,GENERIC_FALLBACK_REMOVED_OR_SECTION_RESTRUCTURED
https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,Practice Today,Practice Today,NONE,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,GENERIC_FALLBACK_REMOVED_OR_SECTION_RESTRUCTURED
https://echobuddha.com/learn/buddhism-101/who-was-the-buddha/,Practice Today,Practice Today,NONE,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,GENERIC_FALLBACK_REMOVED_OR_SECTION_RESTRUCTURED
https://echobuddha.com/learn/buddhist-dictionary/anatta/,NONE,NONE,NONE,VALIDATED_BY_FAMILY_REVIEW,NOT_REQUIRED,GENERIC_FALLBACK_REMOVED_OR_SECTION_RESTRUCTURED
https://echobuddha.com/learn/buddhist-dictionary/anicca/,NONE,NONE,NONE,VALIDATED_BY_FAMILY_REVIEW,NOT_REQUIRED,GENERIC_FALLBACK_REMOVED_OR_SECTION_RESTRUCTURED
https://echobuddha.com/learn/buddhist-dictionary/compassion/,NONE,NONE,NONE,VALIDATED_BY_FAMILY_REVIEW,NOT_REQUIRED,GENERIC_FALLBACK_REMOVED_OR_SECTION_RESTRUCTURED
https://echobuddha.com/learn/buddhist-dictionary/dhamma/,Practice Meaning in Daily Life,Practice Meaning in Daily Life,NONE,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,GENERIC_FALLBACK_REMOVED_OR_SECTION_RESTRUCTURED
https://echobuddha.com/learn/buddhist-dictionary/dukkha/,NONE,NONE,NONE,VALIDATED_BY_FAMILY_REVIEW,NOT_REQUIRED,GENERIC_FALLBACK_REMOVED_OR_SECTION_RESTRUCTURED
https://echobuddha.com/learn/buddhist-dictionary/karma/,NONE,NONE,NONE,VALIDATED_BY_FAMILY_REVIEW,NOT_REQUIRED,GENERIC_FALLBACK_REMOVED_OR_SECTION_RESTRUCTURED
https://echobuddha.com/learn/buddhist-dictionary/karuna/,NONE,NONE,NONE,VALIDATED_BY_FAMILY_REVIEW,NOT_REQUIRED,GENERIC_FALLBACK_REMOVED_OR_SECTION_RESTRUCTURED
https://echobuddha.com/learn/buddhist-dictionary/metta/,How the Term Is Used in Practice,How the Term Is Used in Practice,NONE,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,GENERIC_FALLBACK_REMOVED_OR_SECTION_RESTRUCTURED
https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,NONE,NONE,NONE,VALIDATED_BY_FAMILY_REVIEW,NOT_REQUIRED,GENERIC_FALLBACK_REMOVED_OR_SECTION_RESTRUCTURED
https://echobuddha.com/learn/buddhist-dictionary/nirvana/,NONE,NONE,NONE,VALIDATED_BY_FAMILY_REVIEW,NOT_REQUIRED,GENERIC_FALLBACK_REMOVED_OR_SECTION_RESTRUCTURED
https://echobuddha.com/learn/buddhist-dictionary/pali-canon/,NONE,NONE,NONE,VALIDATED_BY_FAMILY_REVIEW,NOT_REQUIRED,GENERIC_FALLBACK_REMOVED_OR_SECTION_RESTRUCTURED
https://echobuddha.com/learn/buddhist-dictionary/sangha/,NONE,NONE,NONE,VALIDATED_BY_FAMILY_REVIEW,NOT_REQUIRED,GENERIC_FALLBACK_REMOVED_OR_SECTION_RESTRUCTURED
https://echobuddha.com/learn/buddhist-dictionary/sati/,NONE,NONE,NONE,VALIDATED_BY_FAMILY_REVIEW,NOT_REQUIRED,GENERIC_FALLBACK_REMOVED_OR_SECTION_RESTRUCTURED
https://echobuddha.com/learn/buddhist-dictionary/sutta/,NONE,NONE,NONE,VALIDATED_BY_FAMILY_REVIEW,NOT_REQUIRED,GENERIC_FALLBACK_REMOVED_OR_SECTION_RESTRUCTURED
https://echobuddha.com/learn/dhammapada-reflections/avoid-evil-do-good-purify-the-mind/,Study Question,NONE,Study Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,GENERIC_FALLBACK_REMOVED_OR_SECTION_RESTRUCTURED
https://echobuddha.com/learn/dhammapada-reflections/better-than-a-thousand-empty-words/,Study Question,NONE,Study Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,GENERIC_FALLBACK_REMOVED_OR_SECTION_RESTRUCTURED
https://echobuddha.com/learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/,Study Question,NONE,Study Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,GENERIC_FALLBACK_REMOVED_OR_SECTION_RESTRUCTURED
https://echobuddha.com/learn/dhammapada-reflections/peace-comes-from-a-trained-mind/,Study Question,NONE,Study Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,GENERIC_FALLBACK_REMOVED_OR_SECTION_RESTRUCTURED
https://echobuddha.com/learn/dhammapada-reflections/the-mind-leads-all-things/,Study Question,NONE,Study Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,GENERIC_FALLBACK_REMOVED_OR_SECTION_RESTRUCTURED
https://echobuddha.com/learn/eightfold-path/,A Focused Practice | Continue Learning,A Focused Practice,NONE,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/learn/four-noble-truths/,A Focused Practice | Continue Learning,A Focused Practice,NONE,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/learn/sutta-for-daily-life/buddhas-teaching-on-patience/,Study Question,NONE,Study Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,GENERIC_FALLBACK_REMOVED_OR_SECTION_RESTRUCTURED
https://echobuddha.com/learn/sutta-for-daily-life/dhammacakkappavattana-sutta-four-noble-truths/,NONE,NONE,NONE,VALIDATED_BY_FAMILY_REVIEW,NOT_REQUIRED,GENERIC_FALLBACK_REMOVED_OR_SECTION_RESTRUCTURED
https://echobuddha.com/learn/sutta-for-daily-life/how-to-read-a-buddhist-sutta/,Use a Seven-Question Reading Card | Choose a Manageable Next Text | Study Question,NONE,Use a Seven-Question Reading Card,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,GENERIC_FALLBACK_REMOVED_OR_SECTION_RESTRUCTURED
https://echobuddha.com/learn/sutta-for-daily-life/kalama-sutta-and-wise-thinking/,Study Question,NONE,Study Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,GENERIC_FALLBACK_REMOVED_OR_SECTION_RESTRUCTURED
https://echobuddha.com/learn/sutta-for-daily-life/magga-vibhanga-sutta-eightfold-path/,NONE,NONE,NONE,VALIDATED_BY_FAMILY_REVIEW,NOT_REQUIRED,GENERIC_FALLBACK_REMOVED_OR_SECTION_RESTRUCTURED
https://echobuddha.com/learn/sutta-for-daily-life/metta-sutta-explained-for-daily-life/,Study Question,NONE,Study Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,GENERIC_FALLBACK_REMOVED_OR_SECTION_RESTRUCTURED
https://echobuddha.com/learn/sutta-for-daily-life/mindfulness-of-breathing-explained-simply/,Study Question,NONE,Study Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,GENERIC_FALLBACK_REMOVED_OR_SECTION_RESTRUCTURED
https://echobuddha.com/learn/sutta-for-daily-life/right-speech-in-daily-life/,Study Question,NONE,Study Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,GENERIC_FALLBACK_REMOVED_OR_SECTION_RESTRUCTURED
https://echobuddha.com/meditation/10-minute-meditation-practice/,10-Minute Meditation Practice | Practice in Brief | Practice Safety | Try One Session | Practice Sources,10-Minute Meditation Practice,NONE,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,GENERIC_FALLBACK_REMOVED_OR_SECTION_RESTRUCTURED
https://echobuddha.com/meditation/5-minute-meditation-practice/,5-Minute Meditation Practice | Practice in Brief | Practice Safety | Purpose of This Practice | Step-by-Step Practice | Try One Session | After the Session | Practice Sources,5-Minute Meditation Practice,After the Session,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,GENERIC_FALLBACK_REMOVED_OR_SECTION_RESTRUCTURED
https://echobuddha.com/meditation/breathing-meditation/,Practice in Brief | Practice Safety | Purpose of This Practice | Try One Session | After the Session | Practice Sources,Practice in Brief,After the Session,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,GENERIC_FALLBACK_REMOVED_OR_SECTION_RESTRUCTURED
https://echobuddha.com/meditation/loving-kindness-meditation/,Practice in Brief | Practice Safety | Purpose of This Practice | Try One Session | After the Session | Practice Sources,Practice in Brief,After the Session,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,GENERIC_FALLBACK_REMOVED_OR_SECTION_RESTRUCTURED
https://echobuddha.com/meditation/meditation-for-beginners/,Practice in Brief | Practice Safety | Purpose of This Practice | How to Practice | Try One Session | After the Session | Practice Sources,Practice in Brief,After the Session,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,GENERIC_FALLBACK_REMOVED_OR_SECTION_RESTRUCTURED
https://echobuddha.com/meditation/meditation-posture-for-beginners/,Practice in Brief | Practice Safety | Try One Session | Practice Sources,Practice in Brief,NONE,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,GENERIC_FALLBACK_REMOVED_OR_SECTION_RESTRUCTURED
https://echobuddha.com/meditation/mindfulness-in-daily-life/,Practice in Brief | Practice Safety | Purpose of This Practice | Step-by-Step Practice | Try One Session | After the Session | Practice Sources,Practice in Brief,After the Session,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,GENERIC_FALLBACK_REMOVED_OR_SECTION_RESTRUCTURED
https://echobuddha.com/meditation/walking-meditation/,Practice in Brief | Practice Safety | Purpose of This Practice | Set Up a Safe Practice Path | Try One Session | After the Session | Practice Sources,Practice in Brief,After the Session,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,GENERIC_FALLBACK_REMOVED_OR_SECTION_RESTRUCTURED
https://echobuddha.com/meditation/when-meditation-feels-hard/,Practice in Brief | Practice Safety | Try One Session | Practice Sources,Practice in Brief,NONE,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,GENERIC_FALLBACK_REMOVED_OR_SECTION_RESTRUCTURED
https://echobuddha.com/quotes/awareness/acceptance-before-next-step/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/awareness/anger-asks-for-speed-awareness-asks-for-one-more/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/awareness/awareness-does-not-remove-the-storm-it-keeps-you/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/awareness/clear-seeing-begins-with-the-courage-to-stop-looking/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/awareness/feelings-are-honest-about-their-presence-not-always-about/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/awareness/feelings-without-the-wheel/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/awareness/look-beneath-the-reaction-and-you-may-find-a/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/awareness/name-the-feeling-gently-and-it-may-stop-speaking/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/awareness/notice-the-habit-before-trying-to-become-someone-without/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/awareness/one-breath-before-anger-replies/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/awareness/small-acts-of-attention-can-turn-an-ordinary-day/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/awareness/the-body-often-knows-you-are-overwhelmed-before-the/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/awareness/thoughts-are-visitors/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/awareness/thoughts-pass-without-commanding-you/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/awareness/what-you-can-observe-clearly-no-longer-controls-you/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/awareness/when-the-mind-tightens-let-the-body-be-your/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/compassion/a-gentle-response-can-end-suffering-that-anger-would/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/compassion/before-judging-another-life-remember-how-much-of-your/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/compassion/compassion-asks-what-hurts-before-it-asks-who-is/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/compassion/compassion-grows-where-judgment-loosens-its-grip/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/compassion/compassion-sees-pain-clearly/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/compassion/gentle-self-compassion/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/,Kindness Quote for Daily Life: A Quiet Practice | Reflection Question,Kindness Quote for Daily Life: A Quiet Practice,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/compassion/kindness-does-not-need-an-audience-to-become-meaningful/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/compassion/let-kindness-be-the-echo-you-leave-in-every/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/compassion/let-your-boundaries-be-clear-and-your-heart-remain/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/compassion/loving-kindness-without-harm/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/compassion/offer-others-the-patience-you-hope-to-receive-on/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/compassion/small-kindnesses-often-reach-places-that-advice-cannot/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/compassion/the-heart-becomes-spacious-each-time-it-chooses-care/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/compassion/to-understand-someone-is-not-to-excuse-harm-it/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/compassion/when-you-cannot-remove-anothers-burden-do-not-add/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/impermanence/acceptance-begins-where-the-argument-with-change-ends/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/impermanence/because-this-moment-will-pass-meet-it-while-it/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/impermanence/change-is-how-life-continues/,Impermanence Buddhist Quote: Change Is How Life Continues | Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/impermanence/change-takes-nothing-personally-it-simply-continues/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/impermanence/everything-changes-including-the-part-of-you-that-fears/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/impermanence/hold-each-day-carefully-knowing-it-cannot-be-held/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/impermanence/meet-change-softly/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/impermanence/no-season-is-asked-to-remain-in-order-to/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/impermanence/the-fading-flower-does-not-make-its-blooming-less/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/impermanence/the-passing-of-joy-teaches-gratitude-the-passing-of/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/impermanence/todays-certainty-may-become-tomorrows-lesson-in-humility/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/impermanence/what-changes-is-not-always-lost-sometimes-it-is/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/letting-go/an-open-hand-can-care-for-what-a-clenched/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/letting-go/caring-without-clinging/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/letting-go/forgiveness-without-approving-harm/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/letting-go/freedom-often-sounds-like-the-quiet-end-of-an/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/letting-go/let-the-feeling-pass-through-without-building-it-a/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/letting-go/letting-go-begins-by-admitting-how-tightly-you-are/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/letting-go/open-hands-non-attachment/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/letting-go/peace-enters-when-control-is-no-longer-the-price/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/letting-go/release-the-need-to-replay-what-can-no-longer/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/letting-go/release-the-outcome-but-keep-the-care-you-bring/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/letting-go/soften-around-stress/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/letting-go/what-leaves-your-life-may-still-leave-wisdom-behind/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/letting-go/where-attachment-begins/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/letting-go/you-can-honor-the-past-without-asking-it-to/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/letting-go/you-do-not-betray-a-memory-by-allowing-yourself/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/letting-go/you-do-not-need-to-carry-every-thought-that/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
