quote_id,quote,origin type,displayed attribution,source reference,verification state,risk,required correction,final state
quote_870d1944d2a25bc1,Every return from distraction strengthens the path home.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_aa26065bedc6f71c,A few quiet minutes can open a kinder door into the day.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_e14d940e2d1d192b,"Follow the breath lightly, as you would listen to rain.",ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_15d5e2ae4705e0fa,Meditation is not leaving life; it is learning how to be here.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_2abeef0fde67352d,Meditation is the art of returning without making absence a failure.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_2d7644b0ceec9901,One honest breath can bring the wandering mind back home.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_7563f21bfc619eaf,Silence is not empty when the heart is listening.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_21013e790b0d11e6,"Sit with the day as it is, before asking it to be different.",ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_4cb39fc04613b674,"Sit without demanding silence, and the mind will teach you how it moves.",ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_ea54758213d4bf23,"The bell fades, but careful listening can continue.",ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_9092c07ec0efa9ba,"The cushion is a place to practice returning, not a place to perform calm.",ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_aa7361c39cac8006,"When stillness feels impossible, begin by noticing the restlessness.",ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_731efe39a609b34f,A peaceful mind begins with one honest breath.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,TARGETED_PHRASE_SEARCH_NO_EXTERNAL_EXACT_MATCH_OBSERVED_NOT_PROOF_OF_ORIGINALITY,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_8e8dbc76915674db,A wandering mind is not a failed mind; it is a mind ready to return.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_4c2aed5c2d3d266f,Awareness begins when hurry loosens its hold.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_90e3e24911652643,Begin the day by meeting one moment before you meet every plan.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_231d28cb25a811d3,Give one ordinary task the dignity of your full attention.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_a2c3ed3f4c6b05b5,Gratitude begins when enough is noticed before more is requested.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_ddaf70cabb0ca477,Ground yourself gently; calm does not grow from being forced.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_047a5c0dec4e9642,Listen long enough for another heart to become more than your answer.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_71b8d62f855fba7b,Listen to the moment before filling it with your plans.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_cf926380c8fa2691,Notice what is here before deciding what it means.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_574dbd3420038c98,One mindful pause can change the direction of an entire day.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_0c1747398c9572b7,Peace begins when attention stops arguing with this moment.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_50944e909df48597,Peace grows when attention stops running ahead of the moment.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_2fddbbacac549578,"The present moment is met one breath, one sound, one step at a time.",ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_5d849198a6078b16,Return to the breath before you return to the argument.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_962419b75dee4381,"The more clearly you notice life, the less carelessly you move through it.",ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_039b14726d9816d0,"The present moment asks for your attention, not your perfection.",ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_76ee170ff4ae18a2,A difficult moment becomes heavier when we demand that it end immediately.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_9e87f6f2a7ac0049,Be patient with the part of you that is still learning what peace feels like.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_8b55ec90999d415e,Family kindness is patience practiced with the people who know our edges.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_dc2288486ae973a4,"Growth is quiet work, often invisible until the season changes.",ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_74e387091fdf93ba,Not every delay is an obstacle; some are invitations to soften.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_e1cc6eaa7f14fa7e,Patience is the strength to remain present while life takes its time.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_20608a5d4965c58b,Patience makes room for truth to arrive without force.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_2d90d7d51ba7cb8c,Patience softens the wait without demanding that life hurry.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_50f3a61c5b7824a6,Some answers become clear only after the mind stops chasing them.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_d015af3ca1b2c9eb,Stay gentle with beginnings; they are carrying more than they can show.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_0f80cbe7c91f68b9,"The path unfolds at the pace of sincere practice, not restless comparison.",ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_adea2aa967b6ed1f,Wait long enough for the first reaction to become a wiser response.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_ba5ad146104b22a8,"When anger rises, pause long enough to see the pain beneath it.",ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_0e36c320c86e2b31,A peaceful life is built from peaceful moments practiced repeatedly.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_dc6e8e5e10ff787a,"Begin with what is possible, then return tomorrow.",ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_bf17d1c64dd54321,Bring the teaching into the place where you are most easily irritated.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_a8bf66dc65c44154,Daily practice turns understanding from an idea into a way of living.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_22f0913c1dcc1890,Do not wait to feel ready before choosing what is kind.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_65f3d3654e78da20,The Eightfold Path is walked through today’s smallest honest choices.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_3ea9f4613f32cf74,"Bring one clear breath to work, and the task becomes practice.",ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_d76c464f19324581,Practice becomes real when it enters your speech and choices.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_89d253e1e5a54056,Right intention turns the heart before the feet choose a road.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_5f9268acc91df54d,Daily practice shapes the mind through small actions faithfully repeated.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_01273d4fd51bc40e,The path is not far away; it is the next mindful step.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_389834ebf415b0d8,The path is shaped by what you repeat when no one is watching.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_5c6a7e27367f7f79,The smallest wholesome action is larger than the finest untested intention.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_eec240d03bd64ad5,Walk slowly enough to notice where your life is actually happening.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_6af427134e6286b0,Your next response is always part of the path.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_48d0acc089545822,A mistake becomes a teacher when honesty enters the room.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_ecece4e665634bb3,A new direction can start with one different choice.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_b3f525da8ecc3db4,Begin again gently; the breath is always willing.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_b3c9407ef26a69ef,Begin again gently; shame is not required for growth.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_3d3825bdf0681933,Begin again without turning yesterday into a sentence.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_108dc2c05fcbe3ca,Do not confuse an old pattern with an unchangeable nature.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
