quote_id,detail URL,category,origin type,Phase 2 score,Phase 3 protection,visible query ownership,before indexability,Google canonical,template risk,unique-text ratio,editorial value,attribution state,decision,survivor/destination,redirect,new index state,sitemap action,internal-link action,content migration,confidence,evidence
quote_3e234377f61c6c40,https://echobuddha.com/quotes/compassion/when-you-cannot-remove-anothers-burden-do-not-add/,compassion,ECHOBUDDHA_ORIGINAL,NOT_APPLICABLE,SEO_P3_LIMITED,NO_VISIBLE_QUERY_ROW,false,https://echobuddha.com/quotes/compassion/when-you-cannot-remove-anothers-burden-do-not-add/,MEDIUM_NOINDEX_UI_REUSE,0.4482,Concise generated permalink retained for sharing and browsing; category owns the Search collection intent.,ORIGINAL_ECHOBUDDHA_CLEAR,NOINDEX_USER_PERMALINK,https://echobuddha.com/quotes/compassion/,NONE,"noindex, follow",PRESERVE_EXCLUDED,KEEP_FOR_USER_BROWSING_AND_SHARING,NOT_REQUIRED_UNDERLYING_QUOTE_AND_PERMALINK_RETAINED,HIGH,SEO_P3_LIMITED; NO_VISIBLE_QUERY_ROW; Phase 2 NOT_APPLICABLE; user URL retained; category intent preserved
quote_c1609e6404afc8fa,https://echobuddha.com/quotes/impermanence/acceptance-begins-where-the-argument-with-change-ends/,impermanence,ECHOBUDDHA_ORIGINAL,NOT_APPLICABLE,SEO_P3_LIMITED,NO_VISIBLE_QUERY_ROW,false,https://echobuddha.com/quotes/impermanence/acceptance-begins-where-the-argument-with-change-ends/,MEDIUM_NOINDEX_UI_REUSE,0.4152,Concise generated permalink retained for sharing and browsing; category owns the Search collection intent.,ORIGINAL_ECHOBUDDHA_CLEAR,NOINDEX_USER_PERMALINK,https://echobuddha.com/quotes/impermanence/,NONE,"noindex, follow",PRESERVE_EXCLUDED,KEEP_FOR_USER_BROWSING_AND_SHARING,NOT_REQUIRED_UNDERLYING_QUOTE_AND_PERMALINK_RETAINED,HIGH,SEO_P3_LIMITED; NO_VISIBLE_QUERY_ROW; Phase 2 NOT_APPLICABLE; user URL retained; category intent preserved
quote_8556e51e86270b5d,https://echobuddha.com/quotes/impermanence/because-this-moment-will-pass-meet-it-while-it/,impermanence,ECHOBUDDHA_ORIGINAL,NOT_APPLICABLE,SEO_P3_LIMITED,NO_VISIBLE_QUERY_ROW,false,https://echobuddha.com/quotes/impermanence/because-this-moment-will-pass-meet-it-while-it/,MEDIUM_NOINDEX_UI_REUSE,0.4033,Concise generated permalink retained for sharing and browsing; category owns the Search collection intent.,ORIGINAL_ECHOBUDDHA_CLEAR,NOINDEX_USER_PERMALINK,https://echobuddha.com/quotes/impermanence/,NONE,"noindex, follow",PRESERVE_EXCLUDED,KEEP_FOR_USER_BROWSING_AND_SHARING,NOT_REQUIRED_UNDERLYING_QUOTE_AND_PERMALINK_RETAINED,HIGH,SEO_P3_LIMITED; NO_VISIBLE_QUERY_ROW; Phase 2 NOT_APPLICABLE; user URL retained; category intent preserved
quote_66bc27f0fcdd02b2,https://echobuddha.com/quotes/impermanence/change-is-how-life-continues/,impermanence,ECHOBUDDHA_ORIGINAL,44,SEO_P2_EMERGING,VISIBLE_QUERY_OWNER_REVIEWED,true,https://echobuddha.com/quotes/impermanence/change-is-how-life-continues/,HIGH_INDEXABLE_TEMPLATE_RISK,0.7219,"Authored reflection retained for users, but Phase 2 found weak independent purpose and dominant template dependence.",ORIGINAL_ECHOBUDDHA_CLEAR,NOINDEX_USER_PERMALINK,https://echobuddha.com/quotes/impermanence/,NONE,"noindex, follow",REMOVE_FROM_SITEMAP,KEEP_FOR_USER_BROWSING_AND_SHARING,NOT_REQUIRED_UNDERLYING_QUOTE_AND_PERMALINK_RETAINED,MEDIUM_HIGH,SEO_P2_EMERGING; quotes about impermanence; Phase 2 44; user URL retained; category intent preserved
quote_d84092d0a585579d,https://echobuddha.com/quotes/impermanence/change-takes-nothing-personally-it-simply-continues/,impermanence,ECHOBUDDHA_ORIGINAL,NOT_APPLICABLE,SEO_P3_LIMITED,NO_VISIBLE_QUERY_ROW,false,https://echobuddha.com/quotes/impermanence/change-takes-nothing-personally-it-simply-continues/,MEDIUM_NOINDEX_UI_REUSE,0.3772,Concise generated permalink retained for sharing and browsing; category owns the Search collection intent.,ORIGINAL_ECHOBUDDHA_CLEAR,NOINDEX_USER_PERMALINK,https://echobuddha.com/quotes/impermanence/,NONE,"noindex, follow",PRESERVE_EXCLUDED,KEEP_FOR_USER_BROWSING_AND_SHARING,NOT_REQUIRED_UNDERLYING_QUOTE_AND_PERMALINK_RETAINED,HIGH,SEO_P3_LIMITED; NO_VISIBLE_QUERY_ROW; Phase 2 NOT_APPLICABLE; user URL retained; category intent preserved
quote_2db4e7535ffa05c9,https://echobuddha.com/quotes/impermanence/everything-changes-including-the-part-of-you-that-fears/,impermanence,ECHOBUDDHA_ORIGINAL,NOT_APPLICABLE,SEO_P2_EMERGING,NO_VISIBLE_QUERY_ROW,false,https://echobuddha.com/quotes/impermanence/everything-changes-including-the-part-of-you-that-fears/,MEDIUM_NOINDEX_UI_REUSE,0.3951,Concise generated permalink retained for sharing and browsing; category owns the Search collection intent.,ORIGINAL_ECHOBUDDHA_CLEAR,NOINDEX_USER_PERMALINK,https://echobuddha.com/quotes/impermanence/,NONE,"noindex, follow",PRESERVE_EXCLUDED,KEEP_FOR_USER_BROWSING_AND_SHARING,NOT_REQUIRED_UNDERLYING_QUOTE_AND_PERMALINK_RETAINED,MEDIUM_HIGH,SEO_P2_EMERGING; NO_VISIBLE_QUERY_ROW; Phase 2 NOT_APPLICABLE; user URL retained; category intent preserved
quote_5680f37fe583d975,https://echobuddha.com/quotes/impermanence/hold-each-day-carefully-knowing-it-cannot-be-held/,impermanence,ECHOBUDDHA_ORIGINAL,NOT_APPLICABLE,SEO_P3_LIMITED,NO_VISIBLE_QUERY_ROW,false,https://echobuddha.com/quotes/impermanence/hold-each-day-carefully-knowing-it-cannot-be-held/,MEDIUM_NOINDEX_UI_REUSE,0.4286,Concise generated permalink retained for sharing and browsing; category owns the Search collection intent.,ORIGINAL_ECHOBUDDHA_CLEAR,NOINDEX_USER_PERMALINK,https://echobuddha.com/quotes/impermanence/,NONE,"noindex, follow",PRESERVE_EXCLUDED,KEEP_FOR_USER_BROWSING_AND_SHARING,NOT_REQUIRED_UNDERLYING_QUOTE_AND_PERMALINK_RETAINED,HIGH,SEO_P3_LIMITED; NO_VISIBLE_QUERY_ROW; Phase 2 NOT_APPLICABLE; user URL retained; category intent preserved
quote_6de284d3c5802aa6,https://echobuddha.com/quotes/impermanence/meet-change-softly/,impermanence,ECHOBUDDHA_ORIGINAL,43,SEO_P3_LIMITED,NO_VISIBLE_QUERY_ROW,true,NOT_REPORTED,HIGH_INDEXABLE_TEMPLATE_RISK,0.7082,"Authored reflection retained for users, but Phase 2 found weak independent purpose and dominant template dependence.",ORIGINAL_ECHOBUDDHA_CLEAR,NOINDEX_USER_PERMALINK,https://echobuddha.com/quotes/impermanence/,NONE,"noindex, follow",REMOVE_FROM_SITEMAP,KEEP_FOR_USER_BROWSING_AND_SHARING,NOT_REQUIRED_UNDERLYING_QUOTE_AND_PERMALINK_RETAINED,HIGH,SEO_P3_LIMITED; NO_VISIBLE_QUERY_ROW; Phase 2 43; user URL retained; category intent preserved
quote_2f70665b0c02a625,https://echobuddha.com/quotes/impermanence/no-season-is-asked-to-remain-in-order-to/,impermanence,ECHOBUDDHA_ORIGINAL,NOT_APPLICABLE,SEO_P3_LIMITED,NO_VISIBLE_QUERY_ROW,false,https://echobuddha.com/quotes/impermanence/no-season-is-asked-to-remain-in-order-to/,MEDIUM_NOINDEX_UI_REUSE,0.5017,Concise generated permalink retained for sharing and browsing; category owns the Search collection intent.,ORIGINAL_ECHOBUDDHA_CLEAR,NOINDEX_USER_PERMALINK,https://echobuddha.com/quotes/impermanence/,NONE,"noindex, follow",PRESERVE_EXCLUDED,KEEP_FOR_USER_BROWSING_AND_SHARING,NOT_REQUIRED_UNDERLYING_QUOTE_AND_PERMALINK_RETAINED,HIGH,SEO_P3_LIMITED; NO_VISIBLE_QUERY_ROW; Phase 2 NOT_APPLICABLE; user URL retained; category intent preserved
quote_15e860c50f4e2fbc,https://echobuddha.com/quotes/impermanence/the-fading-flower-does-not-make-its-blooming-less/,impermanence,ECHOBUDDHA_ORIGINAL,NOT_APPLICABLE,SEO_P2_EMERGING,NO_VISIBLE_QUERY_ROW,false,https://echobuddha.com/quotes/impermanence/the-fading-flower-does-not-make-its-blooming-less/,MEDIUM_NOINDEX_UI_REUSE,0.3944,Concise generated permalink retained for sharing and browsing; category owns the Search collection intent.,ORIGINAL_ECHOBUDDHA_CLEAR,NOINDEX_USER_PERMALINK,https://echobuddha.com/quotes/impermanence/,NONE,"noindex, follow",PRESERVE_EXCLUDED,KEEP_FOR_USER_BROWSING_AND_SHARING,NOT_REQUIRED_UNDERLYING_QUOTE_AND_PERMALINK_RETAINED,MEDIUM_HIGH,SEO_P2_EMERGING; NO_VISIBLE_QUERY_ROW; Phase 2 NOT_APPLICABLE; user URL retained; category intent preserved
quote_f75ab1972515a0b3,https://echobuddha.com/quotes/impermanence/the-passing-of-joy-teaches-gratitude-the-passing-of/,impermanence,ECHOBUDDHA_ORIGINAL,NOT_APPLICABLE,SEO_P2_EMERGING,NO_VISIBLE_QUERY_ROW,false,https://echobuddha.com/quotes/impermanence/the-passing-of-joy-teaches-gratitude-the-passing-of/,MEDIUM_NOINDEX_UI_REUSE,0.5085,Concise generated permalink retained for sharing and browsing; category owns the Search collection intent.,ORIGINAL_ECHOBUDDHA_CLEAR,NOINDEX_USER_PERMALINK,https://echobuddha.com/quotes/impermanence/,NONE,"noindex, follow",PRESERVE_EXCLUDED,KEEP_FOR_USER_BROWSING_AND_SHARING,NOT_REQUIRED_UNDERLYING_QUOTE_AND_PERMALINK_RETAINED,MEDIUM_HIGH,SEO_P2_EMERGING; NO_VISIBLE_QUERY_ROW; Phase 2 NOT_APPLICABLE; user URL retained; category intent preserved
quote_193b640dec9ade2c,https://echobuddha.com/quotes/impermanence/todays-certainty-may-become-tomorrows-lesson-in-humility/,impermanence,ECHOBUDDHA_ORIGINAL,NOT_APPLICABLE,SEO_P3_LIMITED,NO_VISIBLE_QUERY_ROW,false,https://echobuddha.com/quotes/impermanence/todays-certainty-may-become-tomorrows-lesson-in-humility/,MEDIUM_NOINDEX_UI_REUSE,0.4116,Concise generated permalink retained for sharing and browsing; category owns the Search collection intent.,ORIGINAL_ECHOBUDDHA_CLEAR,NOINDEX_USER_PERMALINK,https://echobuddha.com/quotes/impermanence/,NONE,"noindex, follow",PRESERVE_EXCLUDED,KEEP_FOR_USER_BROWSING_AND_SHARING,NOT_REQUIRED_UNDERLYING_QUOTE_AND_PERMALINK_RETAINED,HIGH,SEO_P3_LIMITED; NO_VISIBLE_QUERY_ROW; Phase 2 NOT_APPLICABLE; user URL retained; category intent preserved
quote_ca34983d1fbd789e,https://echobuddha.com/quotes/impermanence/what-changes-is-not-always-lost-sometimes-it-is/,impermanence,ECHOBUDDHA_ORIGINAL,NOT_APPLICABLE,SEO_P3_LIMITED,NO_VISIBLE_QUERY_ROW,false,https://echobuddha.com/quotes/impermanence/what-changes-is-not-always-lost-sometimes-it-is/,MEDIUM_NOINDEX_UI_REUSE,0.5,Concise generated permalink retained for sharing and browsing; category owns the Search collection intent.,ORIGINAL_ECHOBUDDHA_CLEAR,NOINDEX_USER_PERMALINK,https://echobuddha.com/quotes/impermanence/,NONE,"noindex, follow",PRESERVE_EXCLUDED,KEEP_FOR_USER_BROWSING_AND_SHARING,NOT_REQUIRED_UNDERLYING_QUOTE_AND_PERMALINK_RETAINED,HIGH,SEO_P3_LIMITED; NO_VISIBLE_QUERY_ROW; Phase 2 NOT_APPLICABLE; user URL retained; category intent preserved
quote_f8a19645984b08a8,https://echobuddha.com/quotes/letting-go/an-open-hand-can-care-for-what-a-clenched/,letting-go,ECHOBUDDHA_ORIGINAL,NOT_APPLICABLE,SEO_P3_LIMITED,NO_VISIBLE_QUERY_ROW,false,https://echobuddha.com/quotes/letting-go/an-open-hand-can-care-for-what-a-clenched/,MEDIUM_NOINDEX_UI_REUSE,0.4583,Concise generated permalink retained for sharing and browsing; category owns the Search collection intent.,ORIGINAL_ECHOBUDDHA_CLEAR,NOINDEX_USER_PERMALINK,https://echobuddha.com/quotes/letting-go/,NONE,"noindex, follow",PRESERVE_EXCLUDED,KEEP_FOR_USER_BROWSING_AND_SHARING,NOT_REQUIRED_UNDERLYING_QUOTE_AND_PERMALINK_RETAINED,HIGH,SEO_P3_LIMITED; NO_VISIBLE_QUERY_ROW; Phase 2 NOT_APPLICABLE; user URL retained; category intent preserved
quote_770309a723e0e551,https://echobuddha.com/quotes/letting-go/caring-without-clinging/,letting-go,ECHOBUDDHA_ORIGINAL,43,SEO_P3_LIMITED,NO_VISIBLE_QUERY_ROW,true,https://echobuddha.com/quotes/letting-go/caring-without-clinging/,HIGH_INDEXABLE_TEMPLATE_RISK,0.7211,"Authored reflection retained for users, but Phase 2 found weak independent purpose and dominant template dependence.",ORIGINAL_ECHOBUDDHA_CLEAR,NOINDEX_USER_PERMALINK,https://echobuddha.com/quotes/letting-go/,NONE,"noindex, follow",REMOVE_FROM_SITEMAP,KEEP_FOR_USER_BROWSING_AND_SHARING,NOT_REQUIRED_UNDERLYING_QUOTE_AND_PERMALINK_RETAINED,HIGH,SEO_P3_LIMITED; NO_VISIBLE_QUERY_ROW; Phase 2 43; user URL retained; category intent preserved
quote_d02969c792fbdee4,https://echobuddha.com/quotes/letting-go/forgiveness-without-approving-harm/,letting-go,ECHOBUDDHA_ORIGINAL,43,SEO_P3_LIMITED,NO_VISIBLE_QUERY_ROW,true,https://echobuddha.com/quotes/letting-go/forgiveness-without-approving-harm/,HIGH_INDEXABLE_TEMPLATE_RISK,0.7109,"Authored reflection retained for users, but Phase 2 found weak independent purpose and dominant template dependence.",ORIGINAL_ECHOBUDDHA_CLEAR,NOINDEX_USER_PERMALINK,https://echobuddha.com/quotes/letting-go/,NONE,"noindex, follow",REMOVE_FROM_SITEMAP,KEEP_FOR_USER_BROWSING_AND_SHARING,NOT_REQUIRED_UNDERLYING_QUOTE_AND_PERMALINK_RETAINED,HIGH,SEO_P3_LIMITED; NO_VISIBLE_QUERY_ROW; Phase 2 43; user URL retained; category intent preserved
quote_2b9ae3f58c69fb01,https://echobuddha.com/quotes/letting-go/freedom-often-sounds-like-the-quiet-end-of-an/,letting-go,ECHOBUDDHA_ORIGINAL,NOT_APPLICABLE,SEO_P3_LIMITED,NO_VISIBLE_QUERY_ROW,false,https://echobuddha.com/quotes/letting-go/freedom-often-sounds-like-the-quiet-end-of-an/,MEDIUM_NOINDEX_UI_REUSE,0.4586,Concise generated permalink retained for sharing and browsing; category owns the Search collection intent.,ORIGINAL_ECHOBUDDHA_CLEAR,NOINDEX_USER_PERMALINK,https://echobuddha.com/quotes/letting-go/,NONE,"noindex, follow",PRESERVE_EXCLUDED,KEEP_FOR_USER_BROWSING_AND_SHARING,NOT_REQUIRED_UNDERLYING_QUOTE_AND_PERMALINK_RETAINED,HIGH,SEO_P3_LIMITED; NO_VISIBLE_QUERY_ROW; Phase 2 NOT_APPLICABLE; user URL retained; category intent preserved
quote_0ff47d9977987063,https://echobuddha.com/quotes/letting-go/let-the-feeling-pass-through-without-building-it-a/,letting-go,ECHOBUDDHA_ORIGINAL,NOT_APPLICABLE,SEO_P3_LIMITED,NO_VISIBLE_QUERY_ROW,false,https://echobuddha.com/quotes/letting-go/let-the-feeling-pass-through-without-building-it-a/,MEDIUM_NOINDEX_UI_REUSE,0.5192,Concise generated permalink retained for sharing and browsing; category owns the Search collection intent.,ORIGINAL_ECHOBUDDHA_CLEAR,NOINDEX_USER_PERMALINK,https://echobuddha.com/quotes/letting-go/,NONE,"noindex, follow",PRESERVE_EXCLUDED,KEEP_FOR_USER_BROWSING_AND_SHARING,NOT_REQUIRED_UNDERLYING_QUOTE_AND_PERMALINK_RETAINED,HIGH,SEO_P3_LIMITED; NO_VISIBLE_QUERY_ROW; Phase 2 NOT_APPLICABLE; user URL retained; category intent preserved
quote_625d4bca5047d0cc,https://echobuddha.com/quotes/letting-go/letting-go-begins-by-admitting-how-tightly-you-are/,letting-go,ECHOBUDDHA_ORIGINAL,NOT_APPLICABLE,SEO_P3_LIMITED,NO_VISIBLE_QUERY_ROW,false,https://echobuddha.com/quotes/letting-go/letting-go-begins-by-admitting-how-tightly-you-are/,MEDIUM_NOINDEX_UI_REUSE,0.4161,Concise generated permalink retained for sharing and browsing; category owns the Search collection intent.,ORIGINAL_ECHOBUDDHA_CLEAR,NOINDEX_USER_PERMALINK,https://echobuddha.com/quotes/letting-go/,NONE,"noindex, follow",PRESERVE_EXCLUDED,KEEP_FOR_USER_BROWSING_AND_SHARING,NOT_REQUIRED_UNDERLYING_QUOTE_AND_PERMALINK_RETAINED,HIGH,SEO_P3_LIMITED; NO_VISIBLE_QUERY_ROW; Phase 2 NOT_APPLICABLE; user URL retained; category intent preserved
quote_488023a206c1f863,https://echobuddha.com/quotes/letting-go/open-hands-non-attachment/,letting-go,ECHOBUDDHA_ORIGINAL,43,SEO_P3_LIMITED,NO_VISIBLE_QUERY_ROW,true,https://echobuddha.com/quotes/letting-go/open-hands-non-attachment/,HIGH_INDEXABLE_TEMPLATE_RISK,0.7134,"Authored reflection retained for users, but Phase 2 found weak independent purpose and dominant template dependence.",ORIGINAL_ECHOBUDDHA_CLEAR,NOINDEX_USER_PERMALINK,https://echobuddha.com/quotes/letting-go/,NONE,"noindex, follow",REMOVE_FROM_SITEMAP,KEEP_FOR_USER_BROWSING_AND_SHARING,NOT_REQUIRED_UNDERLYING_QUOTE_AND_PERMALINK_RETAINED,HIGH,SEO_P3_LIMITED; NO_VISIBLE_QUERY_ROW; Phase 2 43; user URL retained; category intent preserved
quote_61e32888462f97b0,https://echobuddha.com/quotes/letting-go/peace-enters-when-control-is-no-longer-the-price/,letting-go,ECHOBUDDHA_ORIGINAL,NOT_APPLICABLE,SEO_P3_LIMITED,NO_VISIBLE_QUERY_ROW,false,https://echobuddha.com/quotes/letting-go/peace-enters-when-control-is-no-longer-the-price/,MEDIUM_NOINDEX_UI_REUSE,0.4693,Concise generated permalink retained for sharing and browsing; category owns the Search collection intent.,ORIGINAL_ECHOBUDDHA_CLEAR,NOINDEX_USER_PERMALINK,https://echobuddha.com/quotes/letting-go/,NONE,"noindex, follow",PRESERVE_EXCLUDED,KEEP_FOR_USER_BROWSING_AND_SHARING,NOT_REQUIRED_UNDERLYING_QUOTE_AND_PERMALINK_RETAINED,HIGH,SEO_P3_LIMITED; NO_VISIBLE_QUERY_ROW; Phase 2 NOT_APPLICABLE; user URL retained; category intent preserved
quote_8b6f615ff9b830b2,https://echobuddha.com/quotes/letting-go/release-the-need-to-replay-what-can-no-longer/,letting-go,ECHOBUDDHA_ORIGINAL,NOT_APPLICABLE,SEO_P3_LIMITED,NO_VISIBLE_QUERY_ROW,false,https://echobuddha.com/quotes/letting-go/release-the-need-to-replay-what-can-no-longer/,MEDIUM_NOINDEX_UI_REUSE,0.4204,Concise generated permalink retained for sharing and browsing; category owns the Search collection intent.,ORIGINAL_ECHOBUDDHA_CLEAR,NOINDEX_USER_PERMALINK,https://echobuddha.com/quotes/letting-go/,NONE,"noindex, follow",PRESERVE_EXCLUDED,KEEP_FOR_USER_BROWSING_AND_SHARING,NOT_REQUIRED_UNDERLYING_QUOTE_AND_PERMALINK_RETAINED,HIGH,SEO_P3_LIMITED; NO_VISIBLE_QUERY_ROW; Phase 2 NOT_APPLICABLE; user URL retained; category intent preserved
quote_6d72ba3d7afec904,https://echobuddha.com/quotes/letting-go/release-the-outcome-but-keep-the-care-you-bring/,letting-go,ECHOBUDDHA_ORIGINAL,NOT_APPLICABLE,SEO_P3_LIMITED,NO_VISIBLE_QUERY_ROW,false,https://echobuddha.com/quotes/letting-go/release-the-outcome-but-keep-the-care-you-bring/,MEDIUM_NOINDEX_UI_REUSE,0.5325,Concise generated permalink retained for sharing and browsing; category owns the Search collection intent.,ORIGINAL_ECHOBUDDHA_CLEAR,NOINDEX_USER_PERMALINK,https://echobuddha.com/quotes/letting-go/,NONE,"noindex, follow",PRESERVE_EXCLUDED,KEEP_FOR_USER_BROWSING_AND_SHARING,NOT_REQUIRED_UNDERLYING_QUOTE_AND_PERMALINK_RETAINED,HIGH,SEO_P3_LIMITED; NO_VISIBLE_QUERY_ROW; Phase 2 NOT_APPLICABLE; user URL retained; category intent preserved
quote_db0ee1793d488063,https://echobuddha.com/quotes/letting-go/soften-around-stress/,letting-go,ECHOBUDDHA_ORIGINAL,43,SEO_P3_LIMITED,NO_VISIBLE_QUERY_ROW,true,https://echobuddha.com/quotes/letting-go/soften-around-stress/,HIGH_INDEXABLE_TEMPLATE_RISK,0.7122,"Authored reflection retained for users, but Phase 2 found weak independent purpose and dominant template dependence.",ORIGINAL_ECHOBUDDHA_CLEAR,NOINDEX_USER_PERMALINK,https://echobuddha.com/quotes/letting-go/,NONE,"noindex, follow",REMOVE_FROM_SITEMAP,KEEP_FOR_USER_BROWSING_AND_SHARING,NOT_REQUIRED_UNDERLYING_QUOTE_AND_PERMALINK_RETAINED,HIGH,SEO_P3_LIMITED; NO_VISIBLE_QUERY_ROW; Phase 2 43; user URL retained; category intent preserved
quote_73de99094d379c11,https://echobuddha.com/quotes/letting-go/what-leaves-your-life-may-still-leave-wisdom-behind/,letting-go,ECHOBUDDHA_ORIGINAL,NOT_APPLICABLE,SEO_P2_EMERGING,NO_VISIBLE_QUERY_ROW,false,https://echobuddha.com/quotes/letting-go/what-leaves-your-life-may-still-leave-wisdom-behind/,MEDIUM_NOINDEX_UI_REUSE,0.4441,Concise generated permalink retained for sharing and browsing; category owns the Search collection intent.,ORIGINAL_ECHOBUDDHA_CLEAR,NOINDEX_USER_PERMALINK,https://echobuddha.com/quotes/letting-go/,NONE,"noindex, follow",PRESERVE_EXCLUDED,KEEP_FOR_USER_BROWSING_AND_SHARING,NOT_REQUIRED_UNDERLYING_QUOTE_AND_PERMALINK_RETAINED,MEDIUM_HIGH,SEO_P2_EMERGING; NO_VISIBLE_QUERY_ROW; Phase 2 NOT_APPLICABLE; user URL retained; category intent preserved
quote_a09f70e096b1d151,https://echobuddha.com/quotes/letting-go/where-attachment-begins/,letting-go,ECHOBUDDHA_ORIGINAL,43,SEO_P3_LIMITED,NO_VISIBLE_QUERY_ROW,true,NOT_REPORTED,HIGH_INDEXABLE_TEMPLATE_RISK,0.6953,"Authored reflection retained for users, but Phase 2 found weak independent purpose and dominant template dependence.",ORIGINAL_ECHOBUDDHA_CLEAR,NOINDEX_USER_PERMALINK,https://echobuddha.com/quotes/letting-go/,NONE,"noindex, follow",REMOVE_FROM_SITEMAP,KEEP_FOR_USER_BROWSING_AND_SHARING,NOT_REQUIRED_UNDERLYING_QUOTE_AND_PERMALINK_RETAINED,HIGH,SEO_P3_LIMITED; NO_VISIBLE_QUERY_ROW; Phase 2 43; user URL retained; category intent preserved
quote_c19852fea5cb318f,https://echobuddha.com/quotes/letting-go/you-can-honor-the-past-without-asking-it-to/,letting-go,ECHOBUDDHA_ORIGINAL,NOT_APPLICABLE,SEO_P3_LIMITED,NO_VISIBLE_QUERY_ROW,false,https://echobuddha.com/quotes/letting-go/you-can-honor-the-past-without-asking-it-to/,MEDIUM_NOINDEX_UI_REUSE,0.4277,Concise generated permalink retained for sharing and browsing; category owns the Search collection intent.,ORIGINAL_ECHOBUDDHA_CLEAR,NOINDEX_USER_PERMALINK,https://echobuddha.com/quotes/letting-go/,NONE,"noindex, follow",PRESERVE_EXCLUDED,KEEP_FOR_USER_BROWSING_AND_SHARING,NOT_REQUIRED_UNDERLYING_QUOTE_AND_PERMALINK_RETAINED,HIGH,SEO_P3_LIMITED; NO_VISIBLE_QUERY_ROW; Phase 2 NOT_APPLICABLE; user URL retained; category intent preserved
quote_ced8da4ff3dcc913,https://echobuddha.com/quotes/letting-go/you-do-not-betray-a-memory-by-allowing-yourself/,letting-go,ECHOBUDDHA_ORIGINAL,NOT_APPLICABLE,SEO_P3_LIMITED,NO_VISIBLE_QUERY_ROW,false,https://echobuddha.com/quotes/letting-go/you-do-not-betray-a-memory-by-allowing-yourself/,MEDIUM_NOINDEX_UI_REUSE,0.4652,Concise generated permalink retained for sharing and browsing; category owns the Search collection intent.,ORIGINAL_ECHOBUDDHA_CLEAR,NOINDEX_USER_PERMALINK,https://echobuddha.com/quotes/letting-go/,NONE,"noindex, follow",PRESERVE_EXCLUDED,KEEP_FOR_USER_BROWSING_AND_SHARING,NOT_REQUIRED_UNDERLYING_QUOTE_AND_PERMALINK_RETAINED,HIGH,SEO_P3_LIMITED; NO_VISIBLE_QUERY_ROW; Phase 2 NOT_APPLICABLE; user URL retained; category intent preserved
quote_af8e4d6e02a398d8,https://echobuddha.com/quotes/letting-go/you-do-not-need-to-carry-every-thought-that/,letting-go,ECHOBUDDHA_ORIGINAL,NOT_APPLICABLE,SEO_P2_EMERGING,VISIBLE_QUERY_OWNER_REVIEWED,false,https://echobuddha.com/quotes/letting-go/you-do-not-need-to-carry-every-thought-that/,MEDIUM_NOINDEX_UI_REUSE,0.4217,Concise generated permalink retained for sharing and browsing; category owns the Search collection intent.,ORIGINAL_ECHOBUDDHA_CLEAR,NOINDEX_USER_PERMALINK,https://echobuddha.com/quotes/letting-go/,NONE,"noindex, follow",PRESERVE_EXCLUDED,KEEP_FOR_USER_BROWSING_AND_SHARING,NOT_REQUIRED_UNDERLYING_QUOTE_AND_PERMALINK_RETAINED,MEDIUM_HIGH,"SEO_P2_EMERGING; ""what we think, we become"" buddha attribution source | ""what we think, we become"" buddha quote attribution; Phase 2 NOT_APPLICABLE; user URL retained; category intent preserved"
quote_268aac4ac7e37b93,https://echobuddha.com/quotes/meditation/a-short-sincere-practice-can-steady-a-long-and/,meditation,ECHOBUDDHA_ORIGINAL,NOT_APPLICABLE,SEO_P2_EMERGING,NO_VISIBLE_QUERY_ROW,false,https://echobuddha.com/quotes/meditation/a-short-sincere-practice-can-steady-a-long-and/,MEDIUM_NOINDEX_UI_REUSE,0.4405,Concise generated permalink retained for sharing and browsing; category owns the Search collection intent.,ORIGINAL_ECHOBUDDHA_CLEAR,NOINDEX_USER_PERMALINK,https://echobuddha.com/quotes/meditation/,NONE,"noindex, follow",PRESERVE_EXCLUDED,KEEP_FOR_USER_BROWSING_AND_SHARING,NOT_REQUIRED_UNDERLYING_QUOTE_AND_PERMALINK_RETAINED,MEDIUM_HIGH,SEO_P2_EMERGING; NO_VISIBLE_QUERY_ROW; Phase 2 NOT_APPLICABLE; user URL retained; category intent preserved
quote_6c64d822fc623b28,https://echobuddha.com/quotes/meditation/do-not-search-meditation-for-a-special-self-notice/,meditation,ECHOBUDDHA_ORIGINAL,NOT_APPLICABLE,SEO_P3_LIMITED,NO_VISIBLE_QUERY_ROW,false,https://echobuddha.com/quotes/meditation/do-not-search-meditation-for-a-special-self-notice/,MEDIUM_NOINDEX_UI_REUSE,0.4528,Concise generated permalink retained for sharing and browsing; category owns the Search collection intent.,ORIGINAL_ECHOBUDDHA_CLEAR,NOINDEX_USER_PERMALINK,https://echobuddha.com/quotes/meditation/,NONE,"noindex, follow",PRESERVE_EXCLUDED,KEEP_FOR_USER_BROWSING_AND_SHARING,NOT_REQUIRED_UNDERLYING_QUOTE_AND_PERMALINK_RETAINED,HIGH,SEO_P3_LIMITED; NO_VISIBLE_QUERY_ROW; Phase 2 NOT_APPLICABLE; user URL retained; category intent preserved
