URL,URL ID,page family,topic,Phase 2 score,Phase 3 protection tier,Google index state,Google canonical,visible query ownership,latest clicks,latest impressions,momentum,content-overlap cluster,user-intent relation,current role,Phase 4 decision,survivor URL,decision confidence,redirect type,Search-risk level,content-migration status,internal-link migration status,sitemap action,canonical action,implementation status,evidence,reviewer notes
https://echobuddha.com/daily-reflections/speech-can-reduce-suffering/,url_535255a6beddaee9,REFLECTION,Page-specific / unclustered,NOT_APPLICABLE,SEO_P3_LIMITED,PASS: Submitted and indexed,https://echobuddha.com/daily-reflections/speech-can-reduce-suffering/,NO_VISIBLE_QUERY_DATA,0,0,INSUFFICIENT_VISIBLE_DATA,NONE_RECORDED,NO_DESTRUCTIVE_EQUIVALENCE_CLAIM,reflection,NOINDEX_RETAIN_FOR_USERS,,HIGH_FOR_NON_DESTRUCTIVE_DECISION,NONE,LOW,NOT_APPLICABLE,NO_REDIRECTING_DESTINATION_LINKS_RENDERED,PRESERVE_EXISTING_POLICY,PRESERVE,EXISTING_NOINDEX_PRESERVED,SEO_P3_LIMITED; PASS: Submitted and indexed; NO_VISIBLE_QUERY_DATA,Phase 4 controlled decision
https://echobuddha.com/daily-reflections/the-first-truth-is-kind/,url_238e69162c1d23d3,REFLECTION,Four Noble Truths,NOT_APPLICABLE,SEO_P3_LIMITED,PASS: Submitted and indexed,https://echobuddha.com/daily-reflections/the-first-truth-is-kind/,NO_VISIBLE_QUERY_DATA,0,0,INSUFFICIENT_VISIBLE_DATA,NONE_RECORDED,NO_DESTRUCTIVE_EQUIVALENCE_CLAIM,reflection,NOINDEX_RETAIN_FOR_USERS,,HIGH_FOR_NON_DESTRUCTIVE_DECISION,NONE,LOW,NOT_APPLICABLE,NO_REDIRECTING_DESTINATION_LINKS_RENDERED,PRESERVE_EXISTING_POLICY,PRESERVE,EXISTING_NOINDEX_PRESERVED,SEO_P3_LIMITED; PASS: Submitted and indexed; NO_VISIBLE_QUERY_DATA,Phase 4 controlled decision
https://echobuddha.com/daily-reflections/thoughts-are-visitors/,url_72feeff88cb3e7cb,REFLECTION,Page-specific / unclustered,NOT_APPLICABLE,SEO_P2_EMERGING,PASS: Submitted and indexed,https://echobuddha.com/daily-reflections/thoughts-are-visitors/,NO_VISIBLE_QUERY_DATA,0,5,INSUFFICIENT_VISIBLE_DATA,NONE_RECORDED,NO_DESTRUCTIVE_EQUIVALENCE_CLAIM,reflection,NOINDEX_RETAIN_FOR_USERS,,HIGH_FOR_NON_DESTRUCTIVE_DECISION,NONE,MODERATE,NOT_APPLICABLE,NO_REDIRECTING_DESTINATION_LINKS_RENDERED,PRESERVE_EXISTING_POLICY,PRESERVE,EXISTING_NOINDEX_PRESERVED,SEO_P2_EMERGING; PASS: Submitted and indexed; NO_VISIBLE_QUERY_DATA,Phase 4 controlled decision
https://echobuddha.com/daily-reflections/today/,url_1d36c8800f927f5d,REFLECTION,Page-specific / unclustered,NOT_APPLICABLE,SEO_P2_EMERGING,NEUTRAL: Excluded by ‘noindex’ tag,https://echobuddha.com/daily-reflections/today/,VISIBLE_PRIMARY_OWNER:1,0,10,GROWING,NONE_RECORDED,NO_DESTRUCTIVE_EQUIVALENCE_CLAIM,reflection,NOINDEX_RETAIN_FOR_USERS,,HIGH_FOR_NON_DESTRUCTIVE_DECISION,NONE,MODERATE,NOT_APPLICABLE,NO_REDIRECTING_DESTINATION_LINKS_RENDERED,PRESERVE_EXISTING_POLICY,PRESERVE,EXISTING_NOINDEX_PRESERVED,SEO_P2_EMERGING; NEUTRAL: Excluded by ‘noindex’ tag; VISIBLE_PRIMARY_OWNER:1,Phase 4 controlled decision
https://echobuddha.com/daily-reflections/walking-as-practice/,url_a75f18b698da91a2,REFLECTION,Page-specific / unclustered,NOT_APPLICABLE,SEO_P2_EMERGING,PASS: Submitted and indexed,https://echobuddha.com/daily-reflections/walking-as-practice/,NO_VISIBLE_QUERY_DATA,0,1,INSUFFICIENT_VISIBLE_DATA,NONE_RECORDED,NO_DESTRUCTIVE_EQUIVALENCE_CLAIM,reflection,NOINDEX_RETAIN_FOR_USERS,,HIGH_FOR_NON_DESTRUCTIVE_DECISION,NONE,MODERATE,NOT_APPLICABLE,NO_REDIRECTING_DESTINATION_LINKS_RENDERED,PRESERVE_EXISTING_POLICY,PRESERVE,EXISTING_NOINDEX_PRESERVED,SEO_P2_EMERGING; PASS: Submitted and indexed; NO_VISIBLE_QUERY_DATA,Phase 4 controlled decision
https://echobuddha.com/disclaimer/,url_b8ad2db184881267,DISCLAIMER,Page-specific / unclustered,NOT_APPLICABLE,SEO_P2_EMERGING,PASS: Submitted and indexed,https://echobuddha.com/disclaimer/,NO_VISIBLE_QUERY_DATA,0,2,INSUFFICIENT_VISIBLE_DATA,OWNER:https://echobuddha.com/about/,NO_DESTRUCTIVE_EQUIVALENCE_CLAIM,comparison,RETAIN,,HIGH_FOR_NON_DESTRUCTIVE_DECISION,NONE,MODERATE,NOT_APPLICABLE,NO_REDIRECTING_DESTINATION_LINKS_RENDERED,PRESERVE_EXISTING_POLICY,PRESERVE,NO_BRANCH_CHANGE_REQUIRED,SEO_P2_EMERGING; PASS: Submitted and indexed; NO_VISIBLE_QUERY_DATA,Phase 4 controlled decision
https://echobuddha.com/editorial-policy/,url_5859a080ed440e03,EDITORIAL_POLICY,Page-specific / unclustered,NOT_APPLICABLE,SEO_P2_EMERGING,PASS: Submitted and indexed,https://echobuddha.com/editorial-policy/,NO_VISIBLE_QUERY_DATA,0,4,INSUFFICIENT_VISIBLE_DATA,OWNER:https://echobuddha.com/about/,NO_DESTRUCTIVE_EQUIVALENCE_CLAIM,script,RETAIN,,HIGH_FOR_NON_DESTRUCTIVE_DECISION,NONE,MODERATE,NOT_APPLICABLE,NO_REDIRECTING_DESTINATION_LINKS_RENDERED,PRESERVE_EXISTING_POLICY,PRESERVE,NO_BRANCH_CHANGE_REQUIRED,SEO_P2_EMERGING; PASS: Submitted and indexed; NO_VISIBLE_QUERY_DATA,Phase 4 controlled decision
https://echobuddha.com/how-echo-buddha-creates-content/,url_d74105a450e73da0,EDITORIAL_POLICY,Page-specific / unclustered,NOT_APPLICABLE,SEO_P2_EMERGING,PASS: Submitted and indexed,https://echobuddha.com/how-echo-buddha-creates-content/,NO_VISIBLE_QUERY_DATA,0,1,INSUFFICIENT_VISIBLE_DATA,OWNER:https://echobuddha.com/about/,NO_DESTRUCTIVE_EQUIVALENCE_CLAIM,practical guide,RETAIN,,HIGH_FOR_NON_DESTRUCTIVE_DECISION,NONE,MODERATE,NOT_APPLICABLE,NO_REDIRECTING_DESTINATION_LINKS_RENDERED,PRESERVE_EXISTING_POLICY,PRESERVE,NO_BRANCH_CHANGE_REQUIRED,SEO_P2_EMERGING; PASS: Submitted and indexed; NO_VISIBLE_QUERY_DATA,Phase 4 controlled decision
https://echobuddha.com/,url_1cae38d7a8537094,HOME,Page-specific / unclustered,79,SEO_P0_CRITICAL,PASS: Submitted and indexed,https://echobuddha.com/,VISIBLE_PRIMARY_OWNER:1,2,43,STRONGLY_GROWING,OWNER:https://echobuddha.com/,NO_DESTRUCTIVE_EQUIVALENCE_CLAIM,practical guide,RETAIN,,HIGH_FOR_NON_DESTRUCTIVE_DECISION,NONE,CRITICAL,NOT_APPLICABLE,NO_REDIRECTING_DESTINATION_LINKS_RENDERED,PRESERVE_EXISTING_POLICY,PRESERVE,NO_BRANCH_CHANGE_REQUIRED,SEO_P0_CRITICAL; PASS: Submitted and indexed; VISIBLE_PRIMARY_OWNER:1,Phase 4 controlled decision
https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,url_2436ae7a4189e561,BUDDHISM_101,Page-specific / unclustered,72,SEO_P2_EMERGING,PASS: Submitted and indexed,https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,NO_VISIBLE_QUERY_DATA,0,0,INSUFFICIENT_VISIBLE_DATA,OWNER:https://echobuddha.com/learn/buddhism-for-beginners/ | TI-0013 | TI-0093 | TI-0098 | TI-0171 | TI-0172 | TI-0174 | TI-0224 | TI-0260 | TI-0306 | TI-0307 | TI-0348 | TI-0416 | TI-0417 | TI-0419 | TI-0454 | TI-0455 | TI-0456 | TI-0523 | TI-0526 | TI-0541 | TI-0542,NO_DESTRUCTIVE_EQUIVALENCE_CLAIM,practical guide,RETAIN,,HIGH_FOR_NON_DESTRUCTIVE_DECISION,NONE,MODERATE,NOT_APPLICABLE,NO_REDIRECTING_DESTINATION_LINKS_RENDERED,PRESERVE_EXISTING_POLICY,PRESERVE,NO_BRANCH_CHANGE_REQUIRED,SEO_P2_EMERGING; PASS: Submitted and indexed; NO_VISIBLE_QUERY_DATA,Phase 4 controlled decision
https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,url_cf9de0a9fa463577,BUDDHISM_101,Buddhist Concepts,72,SEO_P2_EMERGING,PASS: Submitted and indexed,https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,NO_VISIBLE_QUERY_DATA,0,1,INSUFFICIENT_VISIBLE_DATA,OWNER:https://echobuddha.com/learn/buddhism-101/ | TI-0039 | TI-0061 | TI-0064 | TI-0091 | TI-0153 | TI-0154 | TI-0196 | TI-0253 | TI-0255 | TI-0304 | TI-0316 | TI-0349 | TI-0518 | TI-0519 | TI-0521 | TI-0528 | TI-0531 | TI-0545 | TI-0637 | TI-0752 | TI-0911,NO_DESTRUCTIVE_EQUIVALENCE_CLAIM,practical guide,RETAIN,,HIGH_FOR_NON_DESTRUCTIVE_DECISION,NONE,MODERATE,NOT_APPLICABLE,NO_REDIRECTING_DESTINATION_LINKS_RENDERED,PRESERVE_EXISTING_POLICY,PRESERVE,NO_BRANCH_CHANGE_REQUIRED,SEO_P2_EMERGING; PASS: Submitted and indexed; NO_VISIBLE_QUERY_DATA,Phase 4 controlled decision
https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,url_588096857ef89de5,BUDDHISM_101,Buddhist Concepts,73,SEO_P2_EMERGING,PASS: Submitted and indexed,https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,VISIBLE_PRIMARY_OWNER:6,0,3,STABLE,OWNER:https://echobuddha.com/learn/buddhism-101/ | TI-0060 | TI-0100 | TI-0138 | TI-0139 | TI-0142 | TI-0252 | TI-0293 | TI-0313 | TI-0376 | TI-0501 | TI-0502 | TI-0637 | TI-0683 | TI-0912,NO_DESTRUCTIVE_EQUIVALENCE_CLAIM,beginner explanation,RETAIN,,HIGH_FOR_NON_DESTRUCTIVE_DECISION,NONE,MODERATE,NOT_APPLICABLE,NO_REDIRECTING_DESTINATION_LINKS_RENDERED,PRESERVE_EXISTING_POLICY,PRESERVE,NO_BRANCH_CHANGE_REQUIRED,SEO_P2_EMERGING; PASS: Submitted and indexed; VISIBLE_PRIMARY_OWNER:6,Phase 4 controlled decision
https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/,url_543df414babd2324,BUDDHISM_101,Buddhist Concepts,72,SEO_P2_EMERGING,PASS: Submitted and indexed,https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/,NO_VISIBLE_QUERY_DATA,0,5,INSUFFICIENT_VISIBLE_DATA,OWNER:https://echobuddha.com/learn/buddhism-101/ | TI-0039 | TI-0059 | TI-0062 | TI-0101 | TI-0138 | TI-0155 | TI-0156 | TI-0197 | TI-0258 | TI-0259 | TI-0314 | TI-0315 | TI-0350 | TI-0384 | TI-0520 | TI-0522 | TI-0535 | TI-0536 | TI-0537 | TI-0595 | TI-0753 | TI-0915,NO_DESTRUCTIVE_EQUIVALENCE_CLAIM,practical guide,RETAIN,,HIGH_FOR_NON_DESTRUCTIVE_DECISION,NONE,MODERATE,NOT_APPLICABLE,NO_REDIRECTING_DESTINATION_LINKS_RENDERED,PRESERVE_EXISTING_POLICY,PRESERVE,NO_BRANCH_CHANGE_REQUIRED,SEO_P2_EMERGING; PASS: Submitted and indexed; NO_VISIBLE_QUERY_DATA,Phase 4 controlled decision
https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,url_b73e21338348043b,BUDDHISM_101,Buddhist Ethics,79,SEO_P2_EMERGING,PASS: Submitted and indexed,https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,VISIBLE_PRIMARY_OWNER:2,0,6,STABLE,OWNER:https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/ | TI-0126 | TI-0246 | TI-0247 | TI-0376 | TI-0803 | TI-1233,NO_DESTRUCTIVE_EQUIVALENCE_CLAIM,practical guide,RETAIN,,HIGH_FOR_NON_DESTRUCTIVE_DECISION,NONE,MODERATE,NOT_APPLICABLE,NO_REDIRECTING_DESTINATION_LINKS_RENDERED,PRESERVE_EXISTING_POLICY,PRESERVE,NO_BRANCH_CHANGE_REQUIRED,SEO_P2_EMERGING; PASS: Submitted and indexed; VISIBLE_PRIMARY_OWNER:2,Phase 4 controlled decision
https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,url_66004b78de321b05,BUDDHISM_101,Compassion,79,SEO_P2_EMERGING,PASS: Submitted and indexed,https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,VISIBLE_PRIMARY_OWNER:3,0,11,GROWING,TI-0611 | TI-0767 | TI-0789 | TI-0856 | TI-0857 | TI-0858 | TI-0860 | TI-0863 | TI-0913 | TI-0917 | TI-0951 | TI-0994 | TI-1001 | TI-1002 | TI-1045 | TI-1046 | TI-1237 | TI-1238,NO_DESTRUCTIVE_EQUIVALENCE_CLAIM,comparison,RETAIN,,HIGH_FOR_NON_DESTRUCTIVE_DECISION,NONE,MODERATE,NOT_APPLICABLE,NO_REDIRECTING_DESTINATION_LINKS_RENDERED,PRESERVE_EXISTING_POLICY,PRESERVE,NO_BRANCH_CHANGE_REQUIRED,SEO_P2_EMERGING; PASS: Submitted and indexed; VISIBLE_PRIMARY_OWNER:3,Phase 4 controlled decision
https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,url_e0589e812b2eb258,BUDDHISM_101,Beginner Buddhism,80,SEO_P2_EMERGING,PASS: Submitted and indexed,https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,VISIBLE_PRIMARY_OWNER:1,0,6,STABLE,OWNER:https://echobuddha.com/learn/buddhism-for-beginners/ | TI-0047 | TI-0094 | TI-0225 | TI-0305 | TI-0414 | TI-0457 | TI-0458 | TI-0459 | TI-0524 | TI-0527 | TI-0530 | TI-0689 | TI-0697 | TI-0756 | TI-0757 | TI-0768 | TI-1206,NO_DESTRUCTIVE_EQUIVALENCE_CLAIM,practical guide,RETAIN,,HIGH_FOR_NON_DESTRUCTIVE_DECISION,NONE,MODERATE,NOT_APPLICABLE,NO_REDIRECTING_DESTINATION_LINKS_RENDERED,PRESERVE_EXISTING_POLICY,PRESERVE,NO_BRANCH_CHANGE_REQUIRED,SEO_P2_EMERGING; PASS: Submitted and indexed; VISIBLE_PRIMARY_OWNER:1,Phase 4 controlled decision
https://echobuddha.com/learn/buddhism-101/,url_c481090da53135d5,BUDDHISM_101,Page-specific / unclustered,80,SEO_P2_EMERGING,PASS: Submitted and indexed,https://echobuddha.com/learn/buddhism-101/,NO_VISIBLE_QUERY_DATA,0,0,INSUFFICIENT_VISIBLE_DATA,OWNER:https://echobuddha.com/learn/buddhism-101/ | TI-0119 | TI-0120 | TI-0218 | TI-0225 | TI-0226 | TI-0227 | TI-0425 | TI-0441 | TI-0460 | TI-0461 | TI-0462,NO_DESTRUCTIVE_EQUIVALENCE_CLAIM,practical guide,RETAIN,,HIGH_FOR_NON_DESTRUCTIVE_DECISION,NONE,MODERATE,NOT_APPLICABLE,NO_REDIRECTING_DESTINATION_LINKS_RENDERED,PRESERVE_EXISTING_POLICY,PRESERVE,NO_BRANCH_CHANGE_REQUIRED,SEO_P2_EMERGING; PASS: Submitted and indexed; NO_VISIBLE_QUERY_DATA,Phase 4 controlled decision
https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/,url_70608131cd0ae0c1,BUDDHISM_101,Buddhist Concepts,73,SEO_P2_EMERGING,PASS: Submitted and indexed,https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/,VISIBLE_PRIMARY_OWNER:7,0,17,GROWING,OWNER:https://echobuddha.com/learn/buddhism-101/ | TI-0059 | TI-0061 | TI-0092 | TI-0102 | TI-0143 | TI-0252 | TI-0266 | TI-0267 | TI-0351 | TI-0379 | TI-0381 | TI-0383 | TI-0506 | TI-0538 | TI-0539 | TI-0544 | TI-0643 | TI-0950,NO_DESTRUCTIVE_EQUIVALENCE_CLAIM,practical guide,RETAIN,,HIGH_FOR_NON_DESTRUCTIVE_DECISION,NONE,MODERATE,NOT_APPLICABLE,NO_REDIRECTING_DESTINATION_LINKS_RENDERED,PRESERVE_EXISTING_POLICY,PRESERVE,NO_BRANCH_CHANGE_REQUIRED,SEO_P2_EMERGING; PASS: Submitted and indexed; VISIBLE_PRIMARY_OWNER:7,Phase 4 controlled decision
https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,url_76900f9648a80f0e,BUDDHISM_101,Buddhist Ethics,79,SEO_P2_EMERGING,PASS: Submitted and indexed,https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,VISIBLE_PRIMARY_OWNER:2,0,8,STABLE,OWNER:https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/ | TI-0126 | TI-0136 | TI-0137 | TI-0380 | TI-1234,NO_DESTRUCTIVE_EQUIVALENCE_CLAIM,practical guide,RETAIN,,HIGH_FOR_NON_DESTRUCTIVE_DECISION,NONE,MODERATE,NOT_APPLICABLE,NO_REDIRECTING_DESTINATION_LINKS_RENDERED,PRESERVE_EXISTING_POLICY,PRESERVE,NO_BRANCH_CHANGE_REQUIRED,SEO_P2_EMERGING; PASS: Submitted and indexed; VISIBLE_PRIMARY_OWNER:2,Phase 4 controlled decision
https://echobuddha.com/learn/buddhism-101/the-four-noble-truths-explained/,url_3cc7f73f47fc6556,BUDDHISM_101,Four Noble Truths,72,SEO_P2_EMERGING,PASS: Submitted and indexed,https://echobuddha.com/learn/buddhism-101/the-four-noble-truths-explained/,NO_VISIBLE_QUERY_DATA,0,0,INSUFFICIENT_VISIBLE_DATA,OWNER:https://echobuddha.com/learn/four-noble-truths/ | TI-0002 | TI-0025 | TI-0040 | TI-0041 | TI-0052 | TI-0140 | TI-0145 | TI-0160 | TI-0501,NO_DESTRUCTIVE_EQUIVALENCE_CLAIM,practical guide,RETAIN,,HIGH_FOR_NON_DESTRUCTIVE_DECISION,NONE,MODERATE,NOT_APPLICABLE,NO_REDIRECTING_DESTINATION_LINKS_RENDERED,PRESERVE_EXISTING_POLICY,PRESERVE,NO_BRANCH_CHANGE_REQUIRED,SEO_P2_EMERGING; PASS: Submitted and indexed; NO_VISIBLE_QUERY_DATA,Phase 4 controlled decision
https://echobuddha.com/learn/buddhism-101/the-noble-eightfold-path-explained/,url_09b7a6885231ba6d,BUDDHISM_101,Noble Eightfold Path,72,SEO_P2_EMERGING,PASS: Submitted and indexed,https://echobuddha.com/learn/buddhism-101/the-noble-eightfold-path-explained/,NO_VISIBLE_QUERY_DATA,0,0,INSUFFICIENT_VISIBLE_DATA,OWNER:https://echobuddha.com/learn/eightfold-path/ | TI-0010 | TI-0042 | TI-0052 | TI-0095 | TI-0121 | TI-0159 | TI-0175 | TI-0256 | TI-0502 | TI-0596 | TI-0651,NO_DESTRUCTIVE_EQUIVALENCE_CLAIM,practical guide,RETAIN,,HIGH_FOR_NON_DESTRUCTIVE_DECISION,NONE,MODERATE,NOT_APPLICABLE,NO_REDIRECTING_DESTINATION_LINKS_RENDERED,PRESERVE_EXISTING_POLICY,PRESERVE,NO_BRANCH_CHANGE_REQUIRED,SEO_P2_EMERGING; PASS: Submitted and indexed; NO_VISIBLE_QUERY_DATA,Phase 4 controlled decision
https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,url_280248b39f8e66cf,BUDDHISM_101,Buddhist Concepts,72,SEO_P2_EMERGING,PASS: Submitted and indexed,https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,NO_VISIBLE_QUERY_DATA,0,1,INSUFFICIENT_VISIBLE_DATA,OWNER:https://echobuddha.com/articles/what-is-sangha-buddhist-community/ | TI-0080 | TI-0159 | TI-0160 | TI-0293 | TI-0310 | TI-0506 | TI-0525 | TI-0529 | TI-0695 | TI-0752 | TI-0753 | TI-0804 | TI-0805,NO_DESTRUCTIVE_EQUIVALENCE_CLAIM,practical guide,RETAIN,,HIGH_FOR_NON_DESTRUCTIVE_DECISION,NONE,MODERATE,NOT_APPLICABLE,NO_REDIRECTING_DESTINATION_LINKS_RENDERED,PRESERVE_EXISTING_POLICY,PRESERVE,NO_BRANCH_CHANGE_REQUIRED,SEO_P2_EMERGING; PASS: Submitted and indexed; NO_VISIBLE_QUERY_DATA,Phase 4 controlled decision
https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,url_42afdf57feae8be2,BUDDHISM_101,Page-specific / unclustered,73,SEO_P2_EMERGING,PASS: Submitted and indexed,https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,VISIBLE_PRIMARY_OWNER:3,0,5,INSUFFICIENT_VISIBLE_DATA,OWNER:https://echobuddha.com/learn/buddhism-101/ | TI-0060 | TI-0080 | TI-0141 | TI-0254 | TI-0257 | TI-0379 | TI-0532,NO_DESTRUCTIVE_EQUIVALENCE_CLAIM,beginner explanation,RETAIN,,HIGH_FOR_NON_DESTRUCTIVE_DECISION,NONE,MODERATE,NOT_APPLICABLE,NO_REDIRECTING_DESTINATION_LINKS_RENDERED,PRESERVE_EXISTING_POLICY,PRESERVE,NO_BRANCH_CHANGE_REQUIRED,SEO_P2_EMERGING; PASS: Submitted and indexed; VISIBLE_PRIMARY_OWNER:3,Phase 4 controlled decision
https://echobuddha.com/learn/buddhism-101/threefold-training-sila-samadhi-panna/,url_5967d0d42493c12a,BUDDHISM_101,Page-specific / unclustered,74,SEO_P1_HIGH,PASS: Submitted and indexed,https://echobuddha.com/learn/buddhism-101/threefold-training-sila-samadhi-panna/,VISIBLE_PRIMARY_OWNER:3,0,55,STRONGLY_GROWING,OWNER:https://echobuddha.com/learn/eightfold-path/,NO_DESTRUCTIVE_EQUIVALENCE_CLAIM,practical guide,RETAIN,,HIGH_FOR_NON_DESTRUCTIVE_DECISION,NONE,HIGH,NOT_APPLICABLE,NO_REDIRECTING_DESTINATION_LINKS_RENDERED,PRESERVE_EXISTING_POLICY,PRESERVE,NO_BRANCH_CHANGE_REQUIRED,SEO_P1_HIGH; PASS: Submitted and indexed; VISIBLE_PRIMARY_OWNER:3,Phase 4 controlled decision
https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,url_d009dde7b36daf9c,BUDDHISM_101,Beginner Buddhism,72,SEO_P2_EMERGING,PASS: Submitted and indexed,https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,VISIBLE_SUPPORT:1,0,2,INSUFFICIENT_VISIBLE_DATA,OWNER:https://echobuddha.com/learn/buddhism-for-beginners/ | TI-0011 | TI-0096 | TI-0136 | TI-0246 | TI-0311 | TI-0400 | TI-0405 | TI-0460 | TI-0533 | TI-0689 | TI-0826 | TI-1092 | TI-1229,NO_DESTRUCTIVE_EQUIVALENCE_CLAIM,practical guide,RETAIN,,HIGH_FOR_NON_DESTRUCTIVE_DECISION,NONE,MODERATE,NOT_APPLICABLE,NO_REDIRECTING_DESTINATION_LINKS_RENDERED,PRESERVE_EXISTING_POLICY,PRESERVE,NO_BRANCH_CHANGE_REQUIRED,SEO_P2_EMERGING; PASS: Submitted and indexed; VISIBLE_SUPPORT:1,Phase 4 controlled decision
https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,url_4ac8cc20d10bae98,BUDDHISM_101,Impermanence,84,SEO_P2_EMERGING,PASS: Submitted and indexed,https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,NO_VISIBLE_QUERY_DATA,0,0,INSUFFICIENT_VISIBLE_DATA,OWNER:https://echobuddha.com/learn/buddhism-101/what-is-impermanence/ | TI-0036 | TI-0099 | TI-0405 | TI-0406 | TI-0420 | TI-0463 | TI-0645 | TI-0647 | TI-0705 | TI-0958,RELATED_BUT_DISTINCT,practical guide,RETAIN_AND_DIFFERENTIATE,,HIGH_FOR_NON_DESTRUCTIVE_DECISION,NONE,MODERATE,NOT_APPLICABLE,NO_REDIRECTING_DESTINATION_LINKS_RENDERED,PRESERVE_EXISTING_POLICY,PRESERVE,NO_BRANCH_CHANGE_REQUIRED,SEO_P2_EMERGING; PASS: Submitted and indexed; NO_VISIBLE_QUERY_DATA,Phase 4 controlled decision
https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,url_0d853c70e6bb2848,BUDDHISM_101,Karma,84,SEO_P2_EMERGING,PASS: Submitted and indexed,https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,NO_VISIBLE_QUERY_DATA,0,0,INSUFFICIENT_VISIBLE_DATA,OWNER:https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/ | TI-0011 | TI-0097 | TI-0137 | TI-0247 | TI-0312 | TI-0401 | TI-0406 | TI-0461 | TI-0534 | TI-0646 | TI-0811 | TI-0855,NO_DESTRUCTIVE_EQUIVALENCE_CLAIM,practical guide,RETAIN,,HIGH_FOR_NON_DESTRUCTIVE_DECISION,NONE,MODERATE,NOT_APPLICABLE,NO_REDIRECTING_DESTINATION_LINKS_RENDERED,PRESERVE_EXISTING_POLICY,PRESERVE,NO_BRANCH_CHANGE_REQUIRED,SEO_P2_EMERGING; PASS: Submitted and indexed; NO_VISIBLE_QUERY_DATA,Phase 4 controlled decision
https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,url_44d8b53ca7eb2352,BUDDHISM_101,Mindfulness,85,SEO_P1_HIGH,PASS: Submitted and indexed,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,VISIBLE_PRIMARY_OWNER:2,0,13,GROWING,OWNER:https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/ | TI-0036 | TI-0122 | TI-0209 | TI-0210 | TI-0211 | TI-0400 | TI-0401 | TI-0413 | TI-0415 | TI-0418 | TI-0421 | TI-0464 | TI-0698 | TI-0700 | TI-0701 | TI-0702 | TI-0703 | TI-0872 | TI-0893 | TI-0949 | TI-0956 | TI-1014 | TI-1015 | TI-1016,RELATED_BUT_DISTINCT,practical guide,RETAIN_AND_DIFFERENTIATE,,HIGH_FOR_NON_DESTRUCTIVE_DECISION,NONE,HIGH,NOT_APPLICABLE,NO_REDIRECTING_DESTINATION_LINKS_RENDERED,PRESERVE_EXISTING_POLICY,PRESERVE,NO_BRANCH_CHANGE_REQUIRED,SEO_P1_HIGH; PASS: Submitted and indexed; VISIBLE_PRIMARY_OWNER:2,Phase 4 controlled decision
https://echobuddha.com/learn/buddhism-101/who-was-the-buddha/,url_0cf3d38464cece0f,BUDDHISM_101,Page-specific / unclustered,72,SEO_P2_EMERGING,PASS: Submitted and indexed,https://echobuddha.com/learn/buddhism-101/who-was-the-buddha/,NO_VISIBLE_QUERY_DATA,0,1,INSUFFICIENT_VISIBLE_DATA,OWNER:https://echobuddha.com/learn/buddhism-101/,NO_DESTRUCTIVE_EQUIVALENCE_CLAIM,beginner explanation,RETAIN,,HIGH_FOR_NON_DESTRUCTIVE_DECISION,NONE,MODERATE,NOT_APPLICABLE,NO_REDIRECTING_DESTINATION_LINKS_RENDERED,PRESERVE_EXISTING_POLICY,PRESERVE,NO_BRANCH_CHANGE_REQUIRED,SEO_P2_EMERGING; PASS: Submitted and indexed; NO_VISIBLE_QUERY_DATA,Phase 4 controlled decision
