URL,before state,after branch state,Phase 4 decision,inventory effect,sitemap state,evidence
https://echobuddha.com/learn/sutta-for-daily-life/how-to-read-a-buddhist-sutta/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/learn/sutta-for-daily-life/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/learn/sutta-for-daily-life/kalama-sutta-and-wise-thinking/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/learn/sutta-for-daily-life/magga-vibhanga-sutta-eightfold-path/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/learn/sutta-for-daily-life/metta-sutta-explained-for-daily-life/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/learn/sutta-for-daily-life/mindfulness-of-breathing-explained-simply/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/learn/sutta-for-daily-life/right-speech-in-daily-life/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/meditation/10-minute-meditation-practice/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/meditation/5-minute-meditation-practice/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/meditation/breathing-meditation/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/meditation/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/meditation/loving-kindness-meditation/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/meditation/meditation-for-beginners/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/meditation/meditation-posture-for-beginners/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/meditation/mindfulness-in-daily-life/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/meditation/walking-meditation/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/meditation/when-meditation-feels-hard/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/meditation-guide/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/meditation-safety/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/mindful-living/,PASS: Submitted and indexed,UNCHANGED,SURGICAL_IN_PLACE_IMPROVEMENT,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/privacy-policy/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quote-attribution-policy/,PASS: Submitted and indexed,UNCHANGED,RETAIN,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/awareness/acceptance-before-next-step/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/awareness/anger-asks-for-speed-awareness-asks-for-one-more/,NEUTRAL: Excluded by ‘noindex’ tag,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/awareness/awareness-does-not-remove-the-storm-it-keeps-you/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/awareness/clear-seeing-begins-with-the-courage-to-stop-looking/,NEUTRAL: Excluded by ‘noindex’ tag,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/awareness/feelings-are-honest-about-their-presence-not-always-about/,NEUTRAL: Excluded by ‘noindex’ tag,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/awareness/feelings-without-the-wheel/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/awareness/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/awareness/look-beneath-the-reaction-and-you-may-find-a/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/awareness/name-the-feeling-gently-and-it-may-stop-speaking/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/awareness/notice-the-habit-before-trying-to-become-someone-without/,NEUTRAL: Excluded by ‘noindex’ tag,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/awareness/one-breath-before-anger-replies/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/awareness/small-acts-of-attention-can-turn-an-ordinary-day/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/awareness/the-body-often-knows-you-are-overwhelmed-before-the/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/awareness/thoughts-are-visitors/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/awareness/thoughts-pass-without-commanding-you/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/awareness/what-you-can-observe-clearly-no-longer-controls-you/,NEUTRAL: Excluded by ‘noindex’ tag,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/awareness/when-the-mind-tightens-let-the-body-be-your/,NEUTRAL: Excluded by ‘noindex’ tag,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/compassion/a-gentle-response-can-end-suffering-that-anger-would/,NEUTRAL: Excluded by ‘noindex’ tag,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/compassion/before-judging-another-life-remember-how-much-of-your/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/compassion/compassion-asks-what-hurts-before-it-asks-who-is/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/compassion/compassion-grows-where-judgment-loosens-its-grip/,NEUTRAL: Excluded by ‘noindex’ tag,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/compassion/compassion-sees-pain-clearly/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/compassion/gentle-self-compassion/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/compassion/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/compassion/kindness-does-not-need-an-audience-to-become-meaningful/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/compassion/let-kindness-be-the-echo-you-leave-in-every/,NEUTRAL: Excluded by ‘noindex’ tag,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/compassion/let-your-boundaries-be-clear-and-your-heart-remain/,NEUTRAL: Excluded by ‘noindex’ tag,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/compassion/loving-kindness-without-harm/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/compassion/offer-others-the-patience-you-hope-to-receive-on/,NEUTRAL: Excluded by ‘noindex’ tag,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/compassion/small-kindnesses-often-reach-places-that-advice-cannot/,NEUTRAL: Excluded by ‘noindex’ tag,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/compassion/the-heart-becomes-spacious-each-time-it-chooses-care/,NEUTRAL: Excluded by ‘noindex’ tag,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/compassion/to-understand-someone-is-not-to-excuse-harm-it/,NEUTRAL: Excluded by ‘noindex’ tag,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/compassion/when-you-cannot-remove-anothers-burden-do-not-add/,NEUTRAL: Excluded by ‘noindex’ tag,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/impermanence/acceptance-begins-where-the-argument-with-change-ends/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/impermanence/because-this-moment-will-pass-meet-it-while-it/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/impermanence/change-is-how-life-continues/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/impermanence/change-takes-nothing-personally-it-simply-continues/,NEUTRAL: Excluded by ‘noindex’ tag,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/impermanence/everything-changes-including-the-part-of-you-that-fears/,NEUTRAL: Excluded by ‘noindex’ tag,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/impermanence/hold-each-day-carefully-knowing-it-cannot-be-held/,NEUTRAL: Excluded by ‘noindex’ tag,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/impermanence/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/impermanence/meet-change-softly/,NEUTRAL: Discovered - currently not indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/impermanence/no-season-is-asked-to-remain-in-order-to/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/impermanence/the-fading-flower-does-not-make-its-blooming-less/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/impermanence/the-passing-of-joy-teaches-gratitude-the-passing-of/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/impermanence/todays-certainty-may-become-tomorrows-lesson-in-humility/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/impermanence/what-changes-is-not-always-lost-sometimes-it-is/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/letting-go/an-open-hand-can-care-for-what-a-clenched/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/letting-go/caring-without-clinging/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/letting-go/forgiveness-without-approving-harm/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/letting-go/freedom-often-sounds-like-the-quiet-end-of-an/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/letting-go/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/letting-go/let-the-feeling-pass-through-without-building-it-a/,NEUTRAL: Excluded by ‘noindex’ tag,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/letting-go/letting-go-begins-by-admitting-how-tightly-you-are/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/letting-go/open-hands-non-attachment/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/letting-go/peace-enters-when-control-is-no-longer-the-price/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/letting-go/release-the-need-to-replay-what-can-no-longer/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/letting-go/release-the-outcome-but-keep-the-care-you-bring/,NEUTRAL: Excluded by ‘noindex’ tag,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/letting-go/soften-around-stress/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/letting-go/what-leaves-your-life-may-still-leave-wisdom-behind/,NEUTRAL: Excluded by ‘noindex’ tag,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/letting-go/where-attachment-begins/,NEUTRAL: Discovered - currently not indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/letting-go/you-can-honor-the-past-without-asking-it-to/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/letting-go/you-do-not-betray-a-memory-by-allowing-yourself/,NEUTRAL: Excluded by ‘noindex’ tag,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/letting-go/you-do-not-need-to-carry-every-thought-that/,NEUTRAL: Excluded by ‘noindex’ tag,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/meditation/a-short-sincere-practice-can-steady-a-long-and/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/meditation/do-not-search-meditation-for-a-special-self-notice/,NEUTRAL: Excluded by ‘noindex’ tag,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/meditation/every-return-from-distraction-strengthens-the-path-home/,NEUTRAL: Excluded by ‘noindex’ tag,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/meditation/few-quiet-minutes/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/meditation/follow-the-breath-lightly-as-you-would-listen-to/,NEUTRAL: Excluded by ‘noindex’ tag,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/meditation/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/meditation/meditation-is-not-leaving-life-it-is-learning-how/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/meditation/meditation-is-returning/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/meditation/one-honest-breath/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/meditation/silence-is-not-empty-when-the-heart-is-listening/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/meditation/sit-with-the-day-as-it-is-before-asking/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/meditation/sit-without-demanding-silence-and-the-mind-will-teach/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/meditation/the-bell-fades-but-careful-listening-can-continue/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/meditation/the-cushion-is-a-place-to-practice-returning-not/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/meditation/when-stillness-feels-impossible-begin-by-noticing-the-restlessness/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/mindfulness/a-peaceful-mind-begins-with-one-honest-breath/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/mindfulness/a-wandering-mind-is-not-a-failed-mind-it/,NEUTRAL: Excluded by ‘noindex’ tag,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/mindfulness/awareness-begins-when-hurry-loosens-its-hold/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/mindfulness/begin-the-day-with-awareness/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/mindfulness/give-one-ordinary-task-the-dignity-of-your-full/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/mindfulness/gratitude-notices-enough/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/mindfulness/ground-yourself-gently/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/mindfulness/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/mindfulness/listen-before-answering/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/mindfulness/listen-to-the-moment-before-filling-it-with-your/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/mindfulness/notice-what-is-here-before-deciding-what-it-means/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/mindfulness/one-mindful-pause-can-change-the-direction-of-an/,NEUTRAL: Excluded by ‘noindex’ tag,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/mindfulness/peace-begins-with-attention/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/mindfulness/peace-grows-when-attention-stops-running-ahead-of-the/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/mindfulness/present-moment-one-step/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/mindfulness/return-to-the-breath-before-you-return-to-the/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/mindfulness/the-more-clearly-you-notice-life-the-less-carelessly/,NEUTRAL: Excluded by ‘noindex’ tag,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/mindfulness/the-present-moment-asks-for-your-attention-not-your/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/patience/a-difficult-moment-becomes-heavier-when-we-demand-that/,NEUTRAL: Excluded by ‘noindex’ tag,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/patience/be-patient-with-the-part-of-you-that-is/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/patience/family-kindness-and-patience/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/patience/growth-is-quiet-work-often-invisible-until-the-season/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
https://echobuddha.com/quotes/patience/,PASS: Submitted and indexed,UNCHANGED,DEFER_TO_PHASE_5_QUOTES,NONE,PRESERVED_PER_EXISTING_POLICY,Registry and build policy
