URL,Page family,Practice terms,Practice term count,Practice block,Risk,Action
https://echobuddha.com/quotes/meditation/the-bell-fades-but-careful-listening-can-continue/,quote story,breath | name | return,3,Yes,3,KEEP
https://echobuddha.com/quotes/meditation/the-cushion-is-a-place-to-practice-returning-not/,quote story,breath | name | return,3,Yes,3,KEEP
https://echobuddha.com/quotes/meditation/when-stillness-feels-impossible-begin-by-noticing-the-restlessness/,quote story,breath | name | return,3,Yes,3,KEEP
https://echobuddha.com/quotes/mindfulness/a-peaceful-mind-begins-with-one-honest-breath/,quote story,pause | breath | notice | name,4,Yes,3,KEEP
https://echobuddha.com/quotes/mindfulness/a-wandering-mind-is-not-a-failed-mind-it/,quote story,pause | breath | notice | name | return,5,Yes,7,KEEP
https://echobuddha.com/quotes/mindfulness/awareness-begins-when-hurry-loosens-its-hold/,quote story,pause | breath | notice | name,4,Yes,3,KEEP
https://echobuddha.com/quotes/mindfulness/begin-the-day-with-awareness/,quote story,pause | breath | notice | name,4,Yes,3,KEEP
https://echobuddha.com/quotes/mindfulness/give-one-ordinary-task-the-dignity-of-your-full/,quote story,pause | breath | notice | name,4,Yes,3,KEEP
https://echobuddha.com/quotes/mindfulness/gratitude-notices-enough/,quote story,pause | breath | notice | name | soften,5,Yes,7,KEEP
https://echobuddha.com/quotes/mindfulness/ground-yourself-gently/,quote story,pause | notice | name,3,Yes,3,KEEP
https://echobuddha.com/quotes/mindfulness/,quote category,pause | breath | notice | return,4,Yes,3,KEEP
https://echobuddha.com/quotes/mindfulness/listen-before-answering/,quote story,pause | notice | return,3,Yes,3,KEEP
https://echobuddha.com/quotes/mindfulness/listen-to-the-moment-before-filling-it-with-your/,quote story,pause | breath | notice | name,4,Yes,3,KEEP
https://echobuddha.com/quotes/mindfulness/notice-what-is-here-before-deciding-what-it-means/,quote story,pause | breath | notice | name,4,Yes,3,KEEP
https://echobuddha.com/quotes/mindfulness/one-mindful-pause-can-change-the-direction-of-an/,quote story,pause | breath | notice | name,4,Yes,3,KEEP
https://echobuddha.com/quotes/mindfulness/peace-begins-with-attention/,quote story,pause | notice | name,3,Yes,3,KEEP
https://echobuddha.com/quotes/mindfulness/peace-grows-when-attention-stops-running-ahead-of-the/,quote story,pause | breath | notice | name,4,Yes,3,KEEP
https://echobuddha.com/quotes/mindfulness/present-moment-one-step/,quote story,pause | breath | notice | return,4,Yes,3,KEEP
https://echobuddha.com/quotes/mindfulness/return-to-the-breath-before-you-return-to-the/,quote story,pause | breath | notice | name | return,5,Yes,7,KEEP
https://echobuddha.com/quotes/mindfulness/the-more-clearly-you-notice-life-the-less-carelessly/,quote story,pause | breath | notice | name,4,Yes,3,KEEP
https://echobuddha.com/quotes/mindfulness/the-present-moment-asks-for-your-attention-not-your/,quote story,pause | breath | notice | name,4,Yes,3,KEEP
https://echobuddha.com/quotes/patience/a-difficult-moment-becomes-heavier-when-we-demand-that/,quote story,pause | name | soften,3,Yes,3,KEEP
https://echobuddha.com/quotes/patience/be-patient-with-the-part-of-you-that-is/,quote story,pause | name | soften,3,Yes,3,KEEP
https://echobuddha.com/quotes/patience/family-kindness-and-patience/,quote story,pause | breath | notice | soften | return,5,Yes,7,KEEP
https://echobuddha.com/quotes/patience/growth-is-quiet-work-often-invisible-until-the-season/,quote story,pause | notice | name | soften,4,Yes,3,KEEP
https://echobuddha.com/quotes/patience/,quote category,pause | breath | notice | soften,4,Yes,3,KEEP
https://echobuddha.com/quotes/patience/not-every-delay-is-an-obstacle-some-are-invitations/,quote story,pause | name | soften,3,Yes,3,KEEP
https://echobuddha.com/quotes/patience/patience-is-the-strength-to-remain-present-while-life/,quote story,pause | name | soften,3,Yes,3,KEEP
https://echobuddha.com/quotes/patience/patience-makes-room-for-truth-to-arrive-without-force/,quote story,pause | name | soften,3,Yes,3,KEEP
https://echobuddha.com/quotes/patience/patience-softens-the-wait/,quote story,pause | notice | soften,3,Yes,3,KEEP
https://echobuddha.com/quotes/patience/some-answers-become-clear-only-after-the-mind-stops/,quote story,pause | notice | name | soften,4,Yes,3,KEEP
https://echobuddha.com/quotes/patience/stay-gentle-with-beginnings-they-are-carrying-more-than/,quote story,pause | name | soften,3,Yes,3,KEEP
https://echobuddha.com/quotes/patience/the-path-unfolds-at-the-pace-of-sincere-practice/,quote story,pause | name | soften,3,Yes,3,KEEP
https://echobuddha.com/quotes/patience/wait-long-enough-for-the-first-reaction-to-become/,quote story,pause | name | soften,3,Yes,3,KEEP
https://echobuddha.com/quotes/patience/when-anger-rises-pause-long-enough-to-see-the/,quote story,pause | name | soften,3,Yes,3,KEEP
https://echobuddha.com/quotes/practice/a-peaceful-life-is-built-from-peaceful-moments-practiced/,quote story,name,1,Yes,3,KEEP
https://echobuddha.com/quotes/practice/begin-with-what-is-possible-then-return-tomorrow/,quote story,notice | name | return,3,Yes,3,KEEP
https://echobuddha.com/quotes/practice/bring-the-teaching-into-the-place-where-you-are/,quote story,name,1,Yes,3,KEEP
https://echobuddha.com/quotes/practice/daily-practice-turns-understanding-from-an-idea-into-a/,quote story,name,1,Yes,3,KEEP
https://echobuddha.com/quotes/practice/do-not-wait-to-feel-ready-before-choosing-what/,quote story,notice | name,2,Yes,3,KEEP
https://echobuddha.com/quotes/practice/eightfold-path-daily-choices/,quote story,breath | notice,2,Yes,3,KEEP
https://echobuddha.com/quotes/practice/,quote category,breath | notice | return,3,Yes,3,KEEP
https://echobuddha.com/quotes/practice/mindfulness-at-work-breath/,quote story,pause | breath | notice,3,Yes,3,KEEP
https://echobuddha.com/quotes/practice/practice-becomes-real-when-it-enters-your-speech-and/,quote story,name,1,Yes,3,KEEP
https://echobuddha.com/quotes/practice/right-intention-turns-the-heart/,quote story,pause | breath | notice,3,Yes,3,KEEP
https://echobuddha.com/quotes/practice/small-actions-shape-the-mind/,quote story,breath | notice | return,3,Yes,3,KEEP
https://echobuddha.com/quotes/practice/the-path-is-not-far-away-it-is-the/,quote story,name,1,Yes,3,KEEP
https://echobuddha.com/quotes/practice/the-path-is-shaped-by-what-you-repeat-when/,quote story,name,1,Yes,3,KEEP
https://echobuddha.com/quotes/practice/the-smallest-wholesome-action-is-larger-than-the-finest/,quote story,name,1,Yes,3,KEEP
https://echobuddha.com/quotes/practice/walk-slowly-enough-to-notice-where-your-life-is/,quote story,notice | name,2,Yes,3,KEEP
https://echobuddha.com/quotes/practice/your-next-response-is-always-part-of-the-path/,quote story,name,1,Yes,3,KEEP
https://echobuddha.com/quotes/renewal/a-mistake-becomes-a-teacher-when-honesty-enters-the/,quote story,name,1,Yes,3,KEEP
https://echobuddha.com/quotes/renewal/a-new-direction-can-start-with-one-different-choice/,quote story,name,1,Yes,3,KEEP
https://echobuddha.com/quotes/renewal/begin-again-gently-the-breath-is-always-willing/,quote story,breath | notice | name,3,Yes,3,KEEP
https://echobuddha.com/quotes/renewal/begin-again-without-shame/,quote story,breath | notice,2,Yes,3,KEEP
https://echobuddha.com/quotes/renewal/begin-again-without-turning-yesterday-into-a-sentence/,quote story,name,1,Yes,3,KEEP
https://echobuddha.com/quotes/renewal/do-not-confuse-an-old-pattern-with-an-unchangeable/,quote story,name,1,Yes,3,KEEP
https://echobuddha.com/quotes/renewal/each-conscious-breath-is-a-small-vote-for-beginning/,quote story,breath | notice | name,3,Yes,3,KEEP
https://echobuddha.com/quotes/renewal/evening-release-reflection/,quote story,notice | name,2,Yes,3,KEEP
https://echobuddha.com/quotes/renewal/gentle-hope-keeps-walking/,quote story,notice | return,2,Yes,3,KEEP
https://echobuddha.com/quotes/renewal/hope-can-be-quiet-and-still-keep-walking/,quote story,name,1,Yes,3,KEEP
https://echobuddha.com/quotes/renewal/,quote category,breath | notice | return,3,Yes,3,KEEP
https://echobuddha.com/quotes/renewal/morning-is-not-the-only-time-a-life-can/,quote story,notice | name,2,Yes,3,KEEP
https://echobuddha.com/quotes/renewal/one-calm-morning-intention/,quote story,notice | return,2,Yes,3,KEEP
https://echobuddha.com/quotes/renewal/repair-what-you-can-forgive-what-you-cannot-redo/,quote story,name,1,Yes,3,KEEP
https://echobuddha.com/quotes/renewal/the-path-welcomes-your-return-more-often-than-pride/,quote story,name | return,2,Yes,3,KEEP
https://echobuddha.com/quotes/renewal/you-are-allowed-to-learn-slowly-and-still-be/,quote story,name,1,Yes,3,KEEP
https://echobuddha.com/quotes/wisdom/a-clear-mind-can-hold-two-truths-without-rushing/,quote story,name | reflect,2,Yes,3,KEEP
https://echobuddha.com/quotes/wisdom/a-useful-truth-is-carried-with-humility-not-used/,quote story,name | reflect,2,Yes,3,KEEP
https://echobuddha.com/quotes/wisdom/contentment-with-what-is-here/,quote story,breath | notice | reflect,3,Yes,3,KEEP
https://echobuddha.com/quotes/wisdom/difficult-people-and-boundaries/,quote story,pause | notice | return | reflect,4,Yes,3,KEEP
https://echobuddha.com/quotes/wisdom/,quote category,notice | soften | reflect,3,No,0,KEEP
https://echobuddha.com/quotes/wisdom/karma-begins-in-intention/,quote story,pause | notice | reflect,3,Yes,3,KEEP
https://echobuddha.com/quotes/wisdom/knowing-when-not-to-speak-is-also-a-form/,quote story,name | reflect,2,Yes,3,KEEP
https://echobuddha.com/quotes/wisdom/learn-from-discomfort-without-turning-suffering-into-an-identity/,quote story,name | reflect,2,Yes,3,KEEP
https://echobuddha.com/quotes/wisdom/right-speech-with-kindness/,quote story,notice | reflect,2,Yes,3,KEEP
https://echobuddha.com/quotes/wisdom/see-the-conditions-behind-an-action-and-blame-may/,quote story,name | soften | reflect,3,Yes,3,KEEP
https://echobuddha.com/quotes/wisdom/simplicity-clears-the-room/,quote story,notice | reflect,2,Yes,3,KEEP
https://echobuddha.com/quotes/wisdom/the-lesson-repeats-until-attention-replaces-habit/,quote story,name | reflect,2,Yes,3,KEEP
https://echobuddha.com/quotes/wisdom/the-wise-heart-changes-course-when-clearer-seeing-arrives/,quote story,name | reflect,2,Yes,3,KEEP
https://echobuddha.com/quotes/wisdom/understanding-suffering-honestly/,quote story,notice | name | reflect,3,Yes,3,KEEP
https://echobuddha.com/quotes/wisdom/what-feels-urgent-is-not-always-what-matters-most/,quote story,name | reflect,2,Yes,3,KEEP
https://echobuddha.com/quotes/wisdom/wisdom-is-less-interested-in-winning-than-in-ending/,quote story,notice | name | reflect,3,Yes,3,KEEP
https://echobuddha.com/quotes/wisdom/wisdom-is-the-art-of-meeting-life-without-adding/,quote story,name | reflect,2,Yes,3,KEEP
https://echobuddha.com/quotes/wisdom/wisdom-sees-clearly/,quote story,notice | soften | reflect,3,Yes,3,KEEP
https://echobuddha.com/quotes/wisdom/wisdom-sees-the-whole-fire-not-only-the-spark/,quote story,notice | name | reflect,3,Yes,3,KEEP
https://echobuddha.com/quotes/wisdom/wise-silence/,quote story,pause | notice | reflect,3,Yes,3,KEEP
https://echobuddha.com/search/,hub/utility,,0,No,0,KEEP
https://echobuddha.com/start-here/,hub/utility,pause | breath | notice | return | journal,5,Yes,7,KEEP
https://echobuddha.com/terms-of-use/,trust/policy,,0,No,0,KEEP
https://echobuddha.com/tools/,hub/utility,pause | breath | notice | name | soften | return | journal,7,Yes,10,REVIEW_FOR_TOPIC_SPECIFICITY
