URL,File,Content identifier,Pre-edit role,Post-edit role,Role preserved?,Introduction changed?,Headings changed?,Section order changed?,Transitions changed?,Practice changed?,Examples changed?,FAQ changed?,Conclusion changed?,Sources changed?,Safety changed?,Internal links changed?,Title changed?,H1 changed?,Description changed?,Index state changed?,Canonical changed?,URL changed?,Template risk before,Template risk after,Phase 4 quality preserved?,Validation,Rollback
https://echobuddha.com/meditation/walking-meditation/,src/pages/meditation/[slug].astro,/meditation/walking-meditation/,PRACTICE_GUIDE,PRACTICE_GUIDE,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,12,9,Yes,PASS — build and dual-gate review,Restore src/pages/meditation/[slug].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/meditation/when-meditation-feels-hard/,src/pages/meditation/[slug].astro,/meditation/when-meditation-feels-hard/,PRACTICE_GUIDE,PRACTICE_GUIDE,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7,7,Yes,PASS — build and dual-gate review,Restore src/pages/meditation/[slug].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/quotes/awareness/acceptance-before-next-step/,src/data/site.ts; src/pages/quotes/[category]/[story].astro,/quotes/awareness/acceptance-before-next-step/,QUOTE_REFLECTION,QUOTE_REFLECTION,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,10,13,Yes,PASS — build and dual-gate review,Restore src/data/site.ts; src/pages/quotes/[category]/[story].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/quotes/awareness/anger-asks-for-speed-awareness-asks-for-one-more/,src/data/site.ts; src/pages/quotes/[category]/[story].astro,/quotes/awareness/anger-asks-for-speed-awareness-asks-for-one-more/,QUOTE_REFLECTION,QUOTE_REFLECTION,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,12,12,Yes,PASS — build and dual-gate review,Restore src/data/site.ts; src/pages/quotes/[category]/[story].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/quotes/awareness/awareness-does-not-remove-the-storm-it-keeps-you/,src/data/site.ts; src/pages/quotes/[category]/[story].astro,/quotes/awareness/awareness-does-not-remove-the-storm-it-keeps-you/,QUOTE_REFLECTION,QUOTE_REFLECTION,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,12,12,Yes,PASS — build and dual-gate review,Restore src/data/site.ts; src/pages/quotes/[category]/[story].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/quotes/awareness/clear-seeing-begins-with-the-courage-to-stop-looking/,src/data/site.ts; src/pages/quotes/[category]/[story].astro,/quotes/awareness/clear-seeing-begins-with-the-courage-to-stop-looking/,PREEXISTING_NOINDEX_OR_ERROR_ROLE,PREEXISTING_NOINDEX_OR_ERROR_ROLE,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,12,12,Yes,PASS — build and dual-gate review,Restore src/data/site.ts; src/pages/quotes/[category]/[story].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/quotes/awareness/feelings-are-honest-about-their-presence-not-always-about/,src/data/site.ts; src/pages/quotes/[category]/[story].astro,/quotes/awareness/feelings-are-honest-about-their-presence-not-always-about/,PREEXISTING_NOINDEX_OR_ERROR_ROLE,PREEXISTING_NOINDEX_OR_ERROR_ROLE,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,12,12,Yes,PASS — build and dual-gate review,Restore src/data/site.ts; src/pages/quotes/[category]/[story].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/quotes/awareness/feelings-without-the-wheel/,src/data/site.ts; src/pages/quotes/[category]/[story].astro,/quotes/awareness/feelings-without-the-wheel/,QUOTE_REFLECTION,QUOTE_REFLECTION,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,11,14,Yes,PASS — build and dual-gate review,Restore src/data/site.ts; src/pages/quotes/[category]/[story].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/quotes/awareness/look-beneath-the-reaction-and-you-may-find-a/,src/data/site.ts; src/pages/quotes/[category]/[story].astro,/quotes/awareness/look-beneath-the-reaction-and-you-may-find-a/,QUOTE_REFLECTION,QUOTE_REFLECTION,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,12,12,Yes,PASS — build and dual-gate review,Restore src/data/site.ts; src/pages/quotes/[category]/[story].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/quotes/awareness/name-the-feeling-gently-and-it-may-stop-speaking/,src/data/site.ts; src/pages/quotes/[category]/[story].astro,/quotes/awareness/name-the-feeling-gently-and-it-may-stop-speaking/,QUOTE_REFLECTION,QUOTE_REFLECTION,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,16,16,Yes,PASS — build and dual-gate review,Restore src/data/site.ts; src/pages/quotes/[category]/[story].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/quotes/awareness/notice-the-habit-before-trying-to-become-someone-without/,src/data/site.ts; src/pages/quotes/[category]/[story].astro,/quotes/awareness/notice-the-habit-before-trying-to-become-someone-without/,PREEXISTING_NOINDEX_OR_ERROR_ROLE,PREEXISTING_NOINDEX_OR_ERROR_ROLE,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,21,21,Yes,PASS — build and dual-gate review,Restore src/data/site.ts; src/pages/quotes/[category]/[story].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/quotes/awareness/one-breath-before-anger-replies/,src/data/site.ts; src/pages/quotes/[category]/[story].astro,/quotes/awareness/one-breath-before-anger-replies/,QUOTE_REFLECTION,QUOTE_REFLECTION,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,13,20,Yes,PASS — build and dual-gate review,Restore src/data/site.ts; src/pages/quotes/[category]/[story].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/quotes/awareness/small-acts-of-attention-can-turn-an-ordinary-day/,src/data/site.ts; src/pages/quotes/[category]/[story].astro,/quotes/awareness/small-acts-of-attention-can-turn-an-ordinary-day/,QUOTE_REFLECTION,QUOTE_REFLECTION,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,12,12,Yes,PASS — build and dual-gate review,Restore src/data/site.ts; src/pages/quotes/[category]/[story].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/quotes/awareness/the-body-often-knows-you-are-overwhelmed-before-the/,src/data/site.ts; src/pages/quotes/[category]/[story].astro,/quotes/awareness/the-body-often-knows-you-are-overwhelmed-before-the/,QUOTE_REFLECTION,QUOTE_REFLECTION,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,13,13,Yes,PASS — build and dual-gate review,Restore src/data/site.ts; src/pages/quotes/[category]/[story].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/quotes/awareness/thoughts-are-visitors/,src/data/site.ts; src/pages/quotes/[category]/[story].astro,/quotes/awareness/thoughts-are-visitors/,QUOTE_REFLECTION,QUOTE_REFLECTION,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,11,13,Yes,PASS — build and dual-gate review,Restore src/data/site.ts; src/pages/quotes/[category]/[story].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/quotes/awareness/thoughts-pass-without-commanding-you/,src/data/site.ts; src/pages/quotes/[category]/[story].astro,/quotes/awareness/thoughts-pass-without-commanding-you/,QUOTE_REFLECTION,QUOTE_REFLECTION,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,11,14,Yes,PASS — build and dual-gate review,Restore src/data/site.ts; src/pages/quotes/[category]/[story].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/quotes/awareness/what-you-can-observe-clearly-no-longer-controls-you/,src/data/site.ts; src/pages/quotes/[category]/[story].astro,/quotes/awareness/what-you-can-observe-clearly-no-longer-controls-you/,PREEXISTING_NOINDEX_OR_ERROR_ROLE,PREEXISTING_NOINDEX_OR_ERROR_ROLE,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,12,12,Yes,PASS — build and dual-gate review,Restore src/data/site.ts; src/pages/quotes/[category]/[story].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/quotes/awareness/when-the-mind-tightens-let-the-body-be-your/,src/data/site.ts; src/pages/quotes/[category]/[story].astro,/quotes/awareness/when-the-mind-tightens-let-the-body-be-your/,PREEXISTING_NOINDEX_OR_ERROR_ROLE,PREEXISTING_NOINDEX_OR_ERROR_ROLE,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,12,12,Yes,PASS — build and dual-gate review,Restore src/data/site.ts; src/pages/quotes/[category]/[story].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/quotes/compassion/a-gentle-response-can-end-suffering-that-anger-would/,src/data/site.ts; src/pages/quotes/[category]/[story].astro,/quotes/compassion/a-gentle-response-can-end-suffering-that-anger-would/,QUOTE_REFLECTION,QUOTE_REFLECTION,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,12,12,Yes,PASS — build and dual-gate review,Restore src/data/site.ts; src/pages/quotes/[category]/[story].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/quotes/compassion/before-judging-another-life-remember-how-much-of-your/,src/data/site.ts; src/pages/quotes/[category]/[story].astro,/quotes/compassion/before-judging-another-life-remember-how-much-of-your/,QUOTE_REFLECTION,QUOTE_REFLECTION,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,12,12,Yes,PASS — build and dual-gate review,Restore src/data/site.ts; src/pages/quotes/[category]/[story].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/quotes/compassion/compassion-asks-what-hurts-before-it-asks-who-is/,src/data/site.ts; src/pages/quotes/[category]/[story].astro,/quotes/compassion/compassion-asks-what-hurts-before-it-asks-who-is/,QUOTE_REFLECTION,QUOTE_REFLECTION,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,12,12,Yes,PASS — build and dual-gate review,Restore src/data/site.ts; src/pages/quotes/[category]/[story].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/quotes/compassion/compassion-grows-where-judgment-loosens-its-grip/,src/data/site.ts; src/pages/quotes/[category]/[story].astro,/quotes/compassion/compassion-grows-where-judgment-loosens-its-grip/,QUOTE_REFLECTION,QUOTE_REFLECTION,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,12,12,Yes,PASS — build and dual-gate review,Restore src/data/site.ts; src/pages/quotes/[category]/[story].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/quotes/compassion/compassion-sees-pain-clearly/,src/data/site.ts; src/pages/quotes/[category]/[story].astro,/quotes/compassion/compassion-sees-pain-clearly/,QUOTE_REFLECTION,QUOTE_REFLECTION,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,11,13,Yes,PASS — build and dual-gate review,Restore src/data/site.ts; src/pages/quotes/[category]/[story].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/quotes/compassion/gentle-self-compassion/,src/data/site.ts; src/pages/quotes/[category]/[story].astro,/quotes/compassion/gentle-self-compassion/,QUOTE_REFLECTION,QUOTE_REFLECTION,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,10,13,Yes,PASS — build and dual-gate review,Restore src/data/site.ts; src/pages/quotes/[category]/[story].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/,src/data/site.ts; src/pages/quotes/[category]/[story].astro,/quotes/compassion/kindness-as-quiet-practice/,QUOTE_REFLECTION,QUOTE_REFLECTION,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,12,14,Yes,PASS — build and dual-gate review,Restore src/data/site.ts; src/pages/quotes/[category]/[story].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/quotes/compassion/kindness-does-not-need-an-audience-to-become-meaningful/,src/data/site.ts; src/pages/quotes/[category]/[story].astro,/quotes/compassion/kindness-does-not-need-an-audience-to-become-meaningful/,QUOTE_REFLECTION,QUOTE_REFLECTION,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,13,13,Yes,PASS — build and dual-gate review,Restore src/data/site.ts; src/pages/quotes/[category]/[story].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/quotes/compassion/let-kindness-be-the-echo-you-leave-in-every/,src/data/site.ts; src/pages/quotes/[category]/[story].astro,/quotes/compassion/let-kindness-be-the-echo-you-leave-in-every/,QUOTE_REFLECTION,QUOTE_REFLECTION,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,12,12,Yes,PASS — build and dual-gate review,Restore src/data/site.ts; src/pages/quotes/[category]/[story].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/quotes/compassion/let-your-boundaries-be-clear-and-your-heart-remain/,src/data/site.ts; src/pages/quotes/[category]/[story].astro,/quotes/compassion/let-your-boundaries-be-clear-and-your-heart-remain/,PREEXISTING_NOINDEX_OR_ERROR_ROLE,PREEXISTING_NOINDEX_OR_ERROR_ROLE,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,12,12,Yes,PASS — build and dual-gate review,Restore src/data/site.ts; src/pages/quotes/[category]/[story].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/quotes/compassion/loving-kindness-without-harm/,src/data/site.ts; src/pages/quotes/[category]/[story].astro,/quotes/compassion/loving-kindness-without-harm/,QUOTE_REFLECTION,QUOTE_REFLECTION,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,13,15,Yes,PASS — build and dual-gate review,Restore src/data/site.ts; src/pages/quotes/[category]/[story].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/quotes/compassion/offer-others-the-patience-you-hope-to-receive-on/,src/data/site.ts; src/pages/quotes/[category]/[story].astro,/quotes/compassion/offer-others-the-patience-you-hope-to-receive-on/,PREEXISTING_NOINDEX_OR_ERROR_ROLE,PREEXISTING_NOINDEX_OR_ERROR_ROLE,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,12,12,Yes,PASS — build and dual-gate review,Restore src/data/site.ts; src/pages/quotes/[category]/[story].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/quotes/compassion/small-kindnesses-often-reach-places-that-advice-cannot/,src/data/site.ts; src/pages/quotes/[category]/[story].astro,/quotes/compassion/small-kindnesses-often-reach-places-that-advice-cannot/,PREEXISTING_NOINDEX_OR_ERROR_ROLE,PREEXISTING_NOINDEX_OR_ERROR_ROLE,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,12,12,Yes,PASS — build and dual-gate review,Restore src/data/site.ts; src/pages/quotes/[category]/[story].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/quotes/compassion/the-heart-becomes-spacious-each-time-it-chooses-care/,src/data/site.ts; src/pages/quotes/[category]/[story].astro,/quotes/compassion/the-heart-becomes-spacious-each-time-it-chooses-care/,PREEXISTING_NOINDEX_OR_ERROR_ROLE,PREEXISTING_NOINDEX_OR_ERROR_ROLE,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,12,12,Yes,PASS — build and dual-gate review,Restore src/data/site.ts; src/pages/quotes/[category]/[story].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/quotes/compassion/to-understand-someone-is-not-to-excuse-harm-it/,src/data/site.ts; src/pages/quotes/[category]/[story].astro,/quotes/compassion/to-understand-someone-is-not-to-excuse-harm-it/,PREEXISTING_NOINDEX_OR_ERROR_ROLE,PREEXISTING_NOINDEX_OR_ERROR_ROLE,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,13,13,Yes,PASS — build and dual-gate review,Restore src/data/site.ts; src/pages/quotes/[category]/[story].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/quotes/compassion/when-you-cannot-remove-anothers-burden-do-not-add/,src/data/site.ts; src/pages/quotes/[category]/[story].astro,/quotes/compassion/when-you-cannot-remove-anothers-burden-do-not-add/,PREEXISTING_NOINDEX_OR_ERROR_ROLE,PREEXISTING_NOINDEX_OR_ERROR_ROLE,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,12,12,Yes,PASS — build and dual-gate review,Restore src/data/site.ts; src/pages/quotes/[category]/[story].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/quotes/impermanence/acceptance-begins-where-the-argument-with-change-ends/,src/data/site.ts; src/pages/quotes/[category]/[story].astro,/quotes/impermanence/acceptance-begins-where-the-argument-with-change-ends/,PREEXISTING_NOINDEX_OR_ERROR_ROLE,PREEXISTING_NOINDEX_OR_ERROR_ROLE,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,12,12,Yes,PASS — build and dual-gate review,Restore src/data/site.ts; src/pages/quotes/[category]/[story].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/quotes/impermanence/because-this-moment-will-pass-meet-it-while-it/,src/data/site.ts; src/pages/quotes/[category]/[story].astro,/quotes/impermanence/because-this-moment-will-pass-meet-it-while-it/,QUOTE_REFLECTION,QUOTE_REFLECTION,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,12,12,Yes,PASS — build and dual-gate review,Restore src/data/site.ts; src/pages/quotes/[category]/[story].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/quotes/impermanence/change-is-how-life-continues/,src/data/site.ts; src/pages/quotes/[category]/[story].astro,/quotes/impermanence/change-is-how-life-continues/,QUOTE_REFLECTION,QUOTE_REFLECTION,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,6,13,Yes,PASS — build and dual-gate review,Restore src/data/site.ts; src/pages/quotes/[category]/[story].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/quotes/impermanence/change-takes-nothing-personally-it-simply-continues/,src/data/site.ts; src/pages/quotes/[category]/[story].astro,/quotes/impermanence/change-takes-nothing-personally-it-simply-continues/,QUOTE_REFLECTION,QUOTE_REFLECTION,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,12,12,Yes,PASS — build and dual-gate review,Restore src/data/site.ts; src/pages/quotes/[category]/[story].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/quotes/impermanence/everything-changes-including-the-part-of-you-that-fears/,src/data/site.ts; src/pages/quotes/[category]/[story].astro,/quotes/impermanence/everything-changes-including-the-part-of-you-that-fears/,QUOTE_REFLECTION,QUOTE_REFLECTION,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,13,13,Yes,PASS — build and dual-gate review,Restore src/data/site.ts; src/pages/quotes/[category]/[story].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/quotes/impermanence/hold-each-day-carefully-knowing-it-cannot-be-held/,src/data/site.ts; src/pages/quotes/[category]/[story].astro,/quotes/impermanence/hold-each-day-carefully-knowing-it-cannot-be-held/,PREEXISTING_NOINDEX_OR_ERROR_ROLE,PREEXISTING_NOINDEX_OR_ERROR_ROLE,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,12,12,Yes,PASS — build and dual-gate review,Restore src/data/site.ts; src/pages/quotes/[category]/[story].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/quotes/impermanence/meet-change-softly/,src/data/site.ts; src/pages/quotes/[category]/[story].astro,/quotes/impermanence/meet-change-softly/,QUOTE_REFLECTION,QUOTE_REFLECTION,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,5,13,Yes,PASS — build and dual-gate review,Restore src/data/site.ts; src/pages/quotes/[category]/[story].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/quotes/impermanence/no-season-is-asked-to-remain-in-order-to/,src/data/site.ts; src/pages/quotes/[category]/[story].astro,/quotes/impermanence/no-season-is-asked-to-remain-in-order-to/,PREEXISTING_NOINDEX_OR_ERROR_ROLE,PREEXISTING_NOINDEX_OR_ERROR_ROLE,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,12,12,Yes,PASS — build and dual-gate review,Restore src/data/site.ts; src/pages/quotes/[category]/[story].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/quotes/impermanence/the-fading-flower-does-not-make-its-blooming-less/,src/data/site.ts; src/pages/quotes/[category]/[story].astro,/quotes/impermanence/the-fading-flower-does-not-make-its-blooming-less/,QUOTE_REFLECTION,QUOTE_REFLECTION,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,12,12,Yes,PASS — build and dual-gate review,Restore src/data/site.ts; src/pages/quotes/[category]/[story].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/quotes/impermanence/the-passing-of-joy-teaches-gratitude-the-passing-of/,src/data/site.ts; src/pages/quotes/[category]/[story].astro,/quotes/impermanence/the-passing-of-joy-teaches-gratitude-the-passing-of/,QUOTE_REFLECTION,QUOTE_REFLECTION,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,13,13,Yes,PASS — build and dual-gate review,Restore src/data/site.ts; src/pages/quotes/[category]/[story].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/quotes/impermanence/todays-certainty-may-become-tomorrows-lesson-in-humility/,src/data/site.ts; src/pages/quotes/[category]/[story].astro,/quotes/impermanence/todays-certainty-may-become-tomorrows-lesson-in-humility/,QUOTE_REFLECTION,QUOTE_REFLECTION,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,12,12,Yes,PASS — build and dual-gate review,Restore src/data/site.ts; src/pages/quotes/[category]/[story].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/quotes/impermanence/what-changes-is-not-always-lost-sometimes-it-is/,src/data/site.ts; src/pages/quotes/[category]/[story].astro,/quotes/impermanence/what-changes-is-not-always-lost-sometimes-it-is/,PREEXISTING_NOINDEX_OR_ERROR_ROLE,PREEXISTING_NOINDEX_OR_ERROR_ROLE,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,12,12,Yes,PASS — build and dual-gate review,Restore src/data/site.ts; src/pages/quotes/[category]/[story].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/quotes/letting-go/an-open-hand-can-care-for-what-a-clenched/,src/data/site.ts; src/pages/quotes/[category]/[story].astro,/quotes/letting-go/an-open-hand-can-care-for-what-a-clenched/,QUOTE_REFLECTION,QUOTE_REFLECTION,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,13,13,Yes,PASS — build and dual-gate review,Restore src/data/site.ts; src/pages/quotes/[category]/[story].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/quotes/letting-go/caring-without-clinging/,src/data/site.ts; src/pages/quotes/[category]/[story].astro,/quotes/letting-go/caring-without-clinging/,QUOTE_REFLECTION,QUOTE_REFLECTION,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,12,14,Yes,PASS — build and dual-gate review,Restore src/data/site.ts; src/pages/quotes/[category]/[story].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/quotes/letting-go/forgiveness-without-approving-harm/,src/data/site.ts; src/pages/quotes/[category]/[story].astro,/quotes/letting-go/forgiveness-without-approving-harm/,QUOTE_REFLECTION,QUOTE_REFLECTION,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,12,14,Yes,PASS — build and dual-gate review,Restore src/data/site.ts; src/pages/quotes/[category]/[story].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/quotes/letting-go/freedom-often-sounds-like-the-quiet-end-of-an/,src/data/site.ts; src/pages/quotes/[category]/[story].astro,/quotes/letting-go/freedom-often-sounds-like-the-quiet-end-of-an/,PREEXISTING_NOINDEX_OR_ERROR_ROLE,PREEXISTING_NOINDEX_OR_ERROR_ROLE,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,13,13,Yes,PASS — build and dual-gate review,Restore src/data/site.ts; src/pages/quotes/[category]/[story].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/quotes/letting-go/let-the-feeling-pass-through-without-building-it-a/,src/data/site.ts; src/pages/quotes/[category]/[story].astro,/quotes/letting-go/let-the-feeling-pass-through-without-building-it-a/,PREEXISTING_NOINDEX_OR_ERROR_ROLE,PREEXISTING_NOINDEX_OR_ERROR_ROLE,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,13,13,Yes,PASS — build and dual-gate review,Restore src/data/site.ts; src/pages/quotes/[category]/[story].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/quotes/letting-go/letting-go-begins-by-admitting-how-tightly-you-are/,src/data/site.ts; src/pages/quotes/[category]/[story].astro,/quotes/letting-go/letting-go-begins-by-admitting-how-tightly-you-are/,QUOTE_REFLECTION,QUOTE_REFLECTION,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,13,13,Yes,PASS — build and dual-gate review,Restore src/data/site.ts; src/pages/quotes/[category]/[story].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
https://echobuddha.com/quotes/letting-go/open-hands-non-attachment/,src/data/site.ts; src/pages/quotes/[category]/[story].astro,/quotes/letting-go/open-hands-non-attachment/,QUOTE_REFLECTION,QUOTE_REFLECTION,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,12,14,Yes,PASS — build and dual-gate review,Restore src/data/site.ts; src/pages/quotes/[category]/[story].astro from 4bbeef7a85d071752f9c1d0ec23e0ce1ff348505
