URL,Materially edited?,JSON-LD blocks,FAQ schema present?,Visible FAQ heading present?,Schema changed by Phase 5?,Validation
https://echobuddha.com/quotes/practice/the-path-is-shaped-by-what-you-repeat-when/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/practice/the-smallest-wholesome-action-is-larger-than-the-finest/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/practice/walk-slowly-enough-to-notice-where-your-life-is/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/practice/your-next-response-is-always-part-of-the-path/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/renewal/a-mistake-becomes-a-teacher-when-honesty-enters-the/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/renewal/a-new-direction-can-start-with-one-different-choice/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/renewal/begin-again-gently-the-breath-is-always-willing/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/renewal/begin-again-without-shame/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/renewal/begin-again-without-turning-yesterday-into-a-sentence/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/renewal/do-not-confuse-an-old-pattern-with-an-unchangeable/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/renewal/each-conscious-breath-is-a-small-vote-for-beginning/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/renewal/evening-release-reflection/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/renewal/gentle-hope-keeps-walking/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/renewal/hope-can-be-quiet-and-still-keep-walking/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/renewal/,No,1,No,No,No,PASS
https://echobuddha.com/quotes/renewal/morning-is-not-the-only-time-a-life-can/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/renewal/one-calm-morning-intention/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/renewal/repair-what-you-can-forgive-what-you-cannot-redo/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/renewal/the-path-welcomes-your-return-more-often-than-pride/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/renewal/you-are-allowed-to-learn-slowly-and-still-be/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/wisdom/a-clear-mind-can-hold-two-truths-without-rushing/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/wisdom/a-useful-truth-is-carried-with-humility-not-used/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/wisdom/contentment-with-what-is-here/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/wisdom/difficult-people-and-boundaries/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/wisdom/,No,1,No,No,No,PASS
https://echobuddha.com/quotes/wisdom/karma-begins-in-intention/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/wisdom/knowing-when-not-to-speak-is-also-a-form/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/wisdom/learn-from-discomfort-without-turning-suffering-into-an-identity/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/wisdom/right-speech-with-kindness/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/wisdom/see-the-conditions-behind-an-action-and-blame-may/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/wisdom/simplicity-clears-the-room/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/wisdom/the-lesson-repeats-until-attention-replaces-habit/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/wisdom/the-wise-heart-changes-course-when-clearer-seeing-arrives/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/wisdom/understanding-suffering-honestly/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/wisdom/what-feels-urgent-is-not-always-what-matters-most/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/wisdom/wisdom-is-less-interested-in-winning-than-in-ending/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/wisdom/wisdom-is-the-art-of-meeting-life-without-adding/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/wisdom/wisdom-sees-clearly/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/wisdom/wisdom-sees-the-whole-fire-not-only-the-spark/,Yes,1,No,No,No,PASS
https://echobuddha.com/quotes/wisdom/wise-silence/,Yes,1,No,No,No,PASS
https://echobuddha.com/search/,No,0,No,No,No,PASS
https://echobuddha.com/start-here/,No,1,Yes,No,No,PASS
https://echobuddha.com/terms-of-use/,No,1,No,No,No,PASS
https://echobuddha.com/tools/,No,1,No,No,No,PASS
