URL,Phase 4 quality baseline,Unique value preserved?,Intent differentiation preserved?,Completeness preserved?,Original insight preserved?,Source integrity preserved?,Editorial trust preserved?,Internal journey preserved?,UX preserved?,AdSense suitability preserved?,Any regression?,Evidence,Final status
https://echobuddha.com/quotes/awareness/feelings-without-the-wheel/,56/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/awareness/look-beneath-the-reaction-and-you-may-find-a/,46/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/awareness/name-the-feeling-gently-and-it-may-stop-speaking/,46/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/awareness/notice-the-habit-before-trying-to-become-someone-without/,NOT_SCORED / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/awareness/one-breath-before-anger-replies/,56/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/awareness/small-acts-of-attention-can-turn-an-ordinary-day/,51/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/awareness/the-body-often-knows-you-are-overwhelmed-before-the/,46/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/awareness/thoughts-are-visitors/,56/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/awareness/thoughts-pass-without-commanding-you/,56/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/awareness/what-you-can-observe-clearly-no-longer-controls-you/,NOT_SCORED / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/awareness/when-the-mind-tightens-let-the-body-be-your/,NOT_SCORED / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/compassion/a-gentle-response-can-end-suffering-that-anger-would/,46/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/compassion/before-judging-another-life-remember-how-much-of-your/,46/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/compassion/compassion-asks-what-hurts-before-it-asks-who-is/,46/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/compassion/compassion-grows-where-judgment-loosens-its-grip/,46/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/compassion/compassion-sees-pain-clearly/,56/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/compassion/gentle-self-compassion/,56/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/,56/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/compassion/kindness-does-not-need-an-audience-to-become-meaningful/,46/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/compassion/let-kindness-be-the-echo-you-leave-in-every/,51/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/compassion/let-your-boundaries-be-clear-and-your-heart-remain/,NOT_SCORED / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/compassion/loving-kindness-without-harm/,56/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/compassion/offer-others-the-patience-you-hope-to-receive-on/,NOT_SCORED / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/compassion/small-kindnesses-often-reach-places-that-advice-cannot/,NOT_SCORED / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/compassion/the-heart-becomes-spacious-each-time-it-chooses-care/,NOT_SCORED / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/compassion/to-understand-someone-is-not-to-excuse-harm-it/,NOT_SCORED / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/compassion/when-you-cannot-remove-anothers-burden-do-not-add/,NOT_SCORED / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/impermanence/acceptance-begins-where-the-argument-with-change-ends/,NOT_SCORED / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/impermanence/because-this-moment-will-pass-meet-it-while-it/,46/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/impermanence/change-is-how-life-continues/,56/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/impermanence/change-takes-nothing-personally-it-simply-continues/,46/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/impermanence/everything-changes-including-the-part-of-you-that-fears/,51/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/impermanence/hold-each-day-carefully-knowing-it-cannot-be-held/,NOT_SCORED / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/impermanence/meet-change-softly/,56/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/impermanence/no-season-is-asked-to-remain-in-order-to/,NOT_SCORED / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/impermanence/the-fading-flower-does-not-make-its-blooming-less/,46/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/impermanence/the-passing-of-joy-teaches-gratitude-the-passing-of/,46/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/impermanence/todays-certainty-may-become-tomorrows-lesson-in-humility/,46/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/impermanence/what-changes-is-not-always-lost-sometimes-it-is/,NOT_SCORED / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/letting-go/an-open-hand-can-care-for-what-a-clenched/,46/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/letting-go/caring-without-clinging/,56/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/letting-go/forgiveness-without-approving-harm/,56/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/letting-go/freedom-often-sounds-like-the-quiet-end-of-an/,NOT_SCORED / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/letting-go/let-the-feeling-pass-through-without-building-it-a/,NOT_SCORED / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/letting-go/letting-go-begins-by-admitting-how-tightly-you-are/,46/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/letting-go/open-hands-non-attachment/,56/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/letting-go/peace-enters-when-control-is-no-longer-the-price/,46/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/letting-go/release-the-need-to-replay-what-can-no-longer/,46/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/letting-go/release-the-outcome-but-keep-the-care-you-bring/,NOT_SCORED / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/letting-go/soften-around-stress/,56/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/letting-go/what-leaves-your-life-may-still-leave-wisdom-behind/,NOT_SCORED / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/letting-go/where-attachment-begins/,56/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/letting-go/you-can-honor-the-past-without-asking-it-to/,46/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/letting-go/you-do-not-betray-a-memory-by-allowing-yourself/,NOT_SCORED / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/letting-go/you-do-not-need-to-carry-every-thought-that/,51/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/meditation/a-short-sincere-practice-can-steady-a-long-and/,46/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/meditation/do-not-search-meditation-for-a-special-self-notice/,NOT_SCORED / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/meditation/every-return-from-distraction-strengthens-the-path-home/,NOT_SCORED / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/meditation/few-quiet-minutes/,56/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/meditation/follow-the-breath-lightly-as-you-would-listen-to/,46/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/meditation/meditation-is-not-leaving-life-it-is-learning-how/,46/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/meditation/meditation-is-returning/,56/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/meditation/one-honest-breath/,56/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/meditation/silence-is-not-empty-when-the-heart-is-listening/,51/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/meditation/sit-with-the-day-as-it-is-before-asking/,NOT_SCORED / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/meditation/sit-without-demanding-silence-and-the-mind-will-teach/,46/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/meditation/the-bell-fades-but-careful-listening-can-continue/,NOT_SCORED / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
