URL,Page family,Repeated introduction risk before,Repeated introduction risk after,Heading-sequence risk before,Heading-sequence risk after,Transition risk before,Transition risk after,Practice-scaffold risk before,Practice-scaffold risk after,FAQ risk before,FAQ risk after,Conclusion risk before,Conclusion risk after,Portable example risk before,Portable example risk after,Cross-family structural risk before,Cross-family structural risk after,Generic filler risk before,Generic filler risk after,Total before,Total after,Classification before,Classification after,Quality gate,Differentiation gate
https://echobuddha.com/quotes/mindfulness/a-wandering-mind-is-not-a-failed-mind-it/,quote story,0,0,8,8,1,1,7,7,0,0,2,2,0,0,0,0,1,1,19,19,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/mindfulness/awareness-begins-when-hurry-loosens-its-hold/,quote story,0,0,8,8,2,2,3,3,0,0,2,2,0,0,0,0,1,1,16,16,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/mindfulness/begin-the-day-with-awareness/,quote story,0,0,5,8,2,2,3,3,0,0,2,2,2,2,0,0,1,1,15,18,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/mindfulness/give-one-ordinary-task-the-dignity-of-your-full/,quote story,0,0,8,8,1,1,3,3,0,0,2,2,0,0,0,0,1,1,15,15,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/mindfulness/gratitude-notices-enough/,quote story,0,0,5,8,2,2,7,7,0,0,2,2,0,0,0,0,1,1,17,20,LOW,MODERATE,PASS,PASS
https://echobuddha.com/quotes/mindfulness/ground-yourself-gently/,quote story,0,0,5,8,2,2,3,3,0,0,2,2,0,0,0,0,5,5,17,20,LOW,MODERATE,PASS,PASS
https://echobuddha.com/quotes/mindfulness/listen-before-answering/,quote story,0,0,5,8,4,4,3,3,0,0,2,2,0,0,0,0,1,1,15,18,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/mindfulness/listen-to-the-moment-before-filling-it-with-your/,quote story,0,0,8,8,1,1,3,3,0,0,2,2,0,0,0,0,1,1,15,15,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/mindfulness/notice-what-is-here-before-deciding-what-it-means/,quote story,0,0,8,8,8,8,3,3,0,0,4,4,0,0,0,0,1,1,24,24,MODERATE,MODERATE,PASS,PASS
https://echobuddha.com/quotes/mindfulness/one-mindful-pause-can-change-the-direction-of-an/,quote story,0,0,8,8,8,7,3,3,0,0,2,2,0,0,0,0,1,1,22,21,MODERATE,MODERATE,PASS,PASS
https://echobuddha.com/quotes/mindfulness/peace-begins-with-attention/,quote story,0,0,5,8,2,2,3,3,0,0,4,4,0,0,0,0,1,1,15,18,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/mindfulness/peace-grows-when-attention-stops-running-ahead-of-the/,quote story,0,0,8,8,1,1,3,3,0,0,4,4,0,0,0,0,1,1,17,17,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/mindfulness/present-moment-one-step/,quote story,0,0,5,8,2,2,3,3,0,0,2,2,0,0,0,0,1,1,13,16,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/mindfulness/return-to-the-breath-before-you-return-to-the/,quote story,0,0,8,8,2,2,7,7,0,0,2,2,0,0,0,0,1,1,20,20,MODERATE,MODERATE,PASS,PASS
https://echobuddha.com/quotes/mindfulness/the-more-clearly-you-notice-life-the-less-carelessly/,quote story,0,0,8,8,7,7,3,3,0,0,4,4,0,0,0,0,1,1,23,23,MODERATE,MODERATE,PASS,PASS
https://echobuddha.com/quotes/mindfulness/the-present-moment-asks-for-your-attention-not-your/,quote story,0,0,8,8,1,1,3,3,0,0,2,2,0,0,0,0,1,1,15,15,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/patience/a-difficult-moment-becomes-heavier-when-we-demand-that/,quote story,0,0,8,8,1,1,3,3,0,0,0,0,0,0,0,0,1,1,13,13,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/patience/be-patient-with-the-part-of-you-that-is/,quote story,0,0,8,8,0,1,3,3,0,0,2,2,0,0,0,0,1,1,14,15,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/patience/family-kindness-and-patience/,quote story,0,0,0,8,3,3,7,7,0,0,0,0,2,2,0,0,1,1,13,21,LOW,MODERATE,PASS,PASS
https://echobuddha.com/quotes/patience/growth-is-quiet-work-often-invisible-until-the-season/,quote story,0,0,8,8,1,1,3,3,0,0,0,0,0,0,0,0,1,1,13,13,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/patience/not-every-delay-is-an-obstacle-some-are-invitations/,quote story,0,0,8,8,1,1,3,3,0,0,0,0,0,0,0,0,1,1,13,13,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/patience/patience-is-the-strength-to-remain-present-while-life/,quote story,0,0,8,8,0,1,3,3,0,0,0,0,0,0,0,0,1,1,12,13,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/patience/patience-makes-room-for-truth-to-arrive-without-force/,quote story,0,0,8,8,1,1,3,3,0,0,0,0,0,0,0,0,1,1,13,13,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/patience/patience-softens-the-wait/,quote story,0,0,0,8,2,1,3,3,0,0,0,0,2,2,0,0,1,1,8,15,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/patience/some-answers-become-clear-only-after-the-mind-stops/,quote story,0,0,8,8,1,1,3,3,0,0,0,0,0,0,0,0,1,1,13,13,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/patience/stay-gentle-with-beginnings-they-are-carrying-more-than/,quote story,0,0,8,8,1,1,3,3,0,0,0,0,0,0,0,0,1,1,13,13,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/patience/the-path-unfolds-at-the-pace-of-sincere-practice/,quote story,0,0,8,8,0,1,3,3,0,0,0,0,0,0,0,0,1,1,12,13,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/patience/wait-long-enough-for-the-first-reaction-to-become/,quote story,0,0,8,8,1,1,3,3,0,0,0,0,0,0,0,0,1,1,13,13,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/patience/when-anger-rises-pause-long-enough-to-see-the/,quote story,0,0,8,8,7,6,3,3,0,0,0,0,0,0,0,0,1,1,19,18,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/practice/a-peaceful-life-is-built-from-peaceful-moments-practiced/,quote story,0,0,8,8,0,0,3,3,0,0,0,0,0,0,0,0,1,1,12,12,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/practice/begin-with-what-is-possible-then-return-tomorrow/,quote story,0,0,8,8,1,1,3,3,0,0,0,0,0,0,0,0,1,1,13,13,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/practice/bring-the-teaching-into-the-place-where-you-are/,quote story,0,0,8,8,0,0,3,3,0,0,0,0,0,0,0,0,1,1,12,12,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/practice/daily-practice-turns-understanding-from-an-idea-into-a/,quote story,0,0,8,8,0,0,3,3,0,0,0,0,0,0,0,0,1,1,12,12,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/practice/do-not-wait-to-feel-ready-before-choosing-what/,quote story,0,0,8,8,1,1,3,3,0,0,0,0,0,0,0,0,1,1,13,13,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/practice/eightfold-path-daily-choices/,quote story,0,0,5,8,2,1,3,3,0,0,0,0,0,0,0,0,1,1,11,13,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/practice/mindfulness-at-work-breath/,quote story,0,0,5,8,2,2,3,3,0,0,0,0,0,0,0,0,1,1,11,14,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/practice/practice-becomes-real-when-it-enters-your-speech-and/,quote story,0,0,8,8,0,0,3,3,0,0,0,0,0,0,0,0,1,1,12,12,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/practice/right-intention-turns-the-heart/,quote story,0,0,5,8,2,2,3,3,0,0,0,0,0,0,0,0,1,1,11,14,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/practice/small-actions-shape-the-mind/,quote story,0,0,5,8,2,1,3,3,0,0,0,0,0,0,0,0,2,2,12,14,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/practice/the-path-is-not-far-away-it-is-the/,quote story,0,0,8,8,0,0,3,3,0,0,0,0,0,0,0,0,1,1,12,12,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/practice/the-path-is-shaped-by-what-you-repeat-when/,quote story,0,0,8,8,0,0,3,3,0,0,0,0,0,0,0,0,1,1,12,12,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/practice/the-smallest-wholesome-action-is-larger-than-the-finest/,quote story,0,0,8,8,0,0,3,3,0,0,0,0,0,0,0,0,1,1,12,12,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/practice/walk-slowly-enough-to-notice-where-your-life-is/,quote story,0,0,8,8,6,6,3,3,0,0,2,2,0,0,0,0,1,1,20,20,MODERATE,MODERATE,PASS,PASS
https://echobuddha.com/quotes/practice/your-next-response-is-always-part-of-the-path/,quote story,0,0,8,8,0,0,3,3,0,0,0,0,0,0,0,0,1,1,12,12,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/renewal/a-mistake-becomes-a-teacher-when-honesty-enters-the/,quote story,0,0,8,8,0,0,3,3,0,0,0,0,0,0,0,0,1,1,12,12,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/renewal/a-new-direction-can-start-with-one-different-choice/,quote story,0,0,8,8,0,0,3,3,0,0,0,0,0,0,0,0,1,1,12,12,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/renewal/begin-again-gently-the-breath-is-always-willing/,quote story,0,0,8,8,1,1,3,3,0,0,2,2,0,0,0,0,5,5,19,19,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/renewal/begin-again-without-shame/,quote story,0,0,5,8,1,1,3,3,0,0,2,2,0,0,0,0,5,5,16,19,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/renewal/begin-again-without-turning-yesterday-into-a-sentence/,quote story,0,0,8,8,0,0,3,3,0,0,2,2,0,0,0,0,1,1,14,14,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/renewal/do-not-confuse-an-old-pattern-with-an-unchangeable/,quote story,0,0,8,8,0,0,3,3,0,0,0,0,0,0,0,0,1,1,12,12,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/renewal/each-conscious-breath-is-a-small-vote-for-beginning/,quote story,0,0,8,8,1,1,3,3,0,0,0,0,0,0,0,0,1,1,13,13,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/renewal/evening-release-reflection/,quote story,0,0,5,8,1,1,3,3,0,0,0,0,0,0,0,0,4,4,13,16,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/renewal/gentle-hope-keeps-walking/,quote story,0,0,5,8,1,1,3,3,0,0,0,0,0,0,0,0,1,1,10,13,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/renewal/hope-can-be-quiet-and-still-keep-walking/,quote story,0,0,8,8,0,0,3,3,0,0,0,0,0,0,0,0,1,1,12,12,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/renewal/morning-is-not-the-only-time-a-life-can/,quote story,0,0,8,8,1,1,3,3,0,0,2,2,0,0,0,0,1,1,15,15,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/renewal/one-calm-morning-intention/,quote story,0,0,5,8,2,2,3,3,0,0,0,0,0,0,0,0,1,1,11,14,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/renewal/repair-what-you-can-forgive-what-you-cannot-redo/,quote story,0,0,8,8,0,0,3,3,0,0,0,0,0,0,0,0,1,1,12,12,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/renewal/the-path-welcomes-your-return-more-often-than-pride/,quote story,0,0,8,8,0,0,3,3,0,0,0,0,0,0,0,0,1,1,12,12,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/renewal/you-are-allowed-to-learn-slowly-and-still-be/,quote story,0,0,8,8,0,0,3,3,0,0,0,0,0,0,0,0,1,1,12,12,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/wisdom/a-clear-mind-can-hold-two-truths-without-rushing/,quote story,0,0,8,8,0,0,3,3,0,0,0,0,0,0,0,0,1,1,12,12,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/wisdom/a-useful-truth-is-carried-with-humility-not-used/,quote story,0,0,8,8,0,0,3,3,0,0,0,0,0,0,0,0,1,1,12,12,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/wisdom/contentment-with-what-is-here/,quote story,0,0,5,8,2,1,3,3,0,0,0,0,0,0,0,0,1,1,11,13,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/wisdom/difficult-people-and-boundaries/,quote story,0,0,5,8,2,1,3,3,0,0,0,0,0,0,0,0,1,1,11,13,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/wisdom/karma-begins-in-intention/,quote story,0,0,5,8,2,1,3,3,0,0,0,0,0,0,0,0,1,1,11,13,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/wisdom/knowing-when-not-to-speak-is-also-a-form/,quote story,0,0,8,8,0,0,3,3,0,0,0,0,0,0,0,0,1,1,12,12,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/wisdom/learn-from-discomfort-without-turning-suffering-into-an-identity/,quote story,0,0,8,8,0,0,3,3,0,0,0,0,0,0,0,0,1,1,12,12,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/wisdom/right-speech-with-kindness/,quote story,0,0,5,8,1,1,3,3,0,0,0,0,0,0,0,0,1,1,10,13,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/wisdom/see-the-conditions-behind-an-action-and-blame-may/,quote story,0,0,8,8,0,0,3,3,0,0,0,0,0,0,0,0,1,1,12,12,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/wisdom/simplicity-clears-the-room/,quote story,0,0,5,8,1,1,3,3,0,0,0,0,0,0,0,0,1,1,10,13,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/wisdom/the-lesson-repeats-until-attention-replaces-habit/,quote story,0,0,8,8,0,0,3,3,0,0,0,0,0,0,0,0,1,1,12,12,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/wisdom/the-wise-heart-changes-course-when-clearer-seeing-arrives/,quote story,0,0,8,8,0,0,3,3,0,0,0,0,0,0,0,0,1,1,12,12,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/wisdom/understanding-suffering-honestly/,quote story,0,0,5,8,2,1,3,3,0,0,0,0,0,0,0,0,1,1,11,13,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/wisdom/what-feels-urgent-is-not-always-what-matters-most/,quote story,0,0,8,8,0,0,3,3,0,0,0,0,0,0,0,0,1,1,12,12,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/wisdom/wisdom-is-less-interested-in-winning-than-in-ending/,quote story,0,0,8,8,1,1,3,3,0,0,0,0,0,0,0,0,1,1,13,13,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/wisdom/wisdom-is-the-art-of-meeting-life-without-adding/,quote story,0,0,8,8,0,0,3,3,0,0,0,0,0,0,0,0,1,1,12,12,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/wisdom/wisdom-sees-clearly/,quote story,0,0,5,8,2,1,3,3,0,0,0,0,0,0,0,0,1,1,11,13,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/wisdom/wisdom-sees-the-whole-fire-not-only-the-spark/,quote story,0,0,8,8,1,1,3,3,0,0,0,0,0,0,0,0,1,1,13,13,LOW,LOW,PASS,PASS
https://echobuddha.com/quotes/wisdom/wise-silence/,quote story,0,0,5,8,2,2,3,3,0,0,0,0,0,0,0,0,1,1,11,14,LOW,LOW,PASS,PASS
