URL,Page family,Topic cluster,Page role,Primary owner,Current index state,Phase 4 quality state,Repeated introduction risk,Heading-sequence risk,Transition risk,Practice-scaffold risk,FAQ risk,Conclusion risk,Portable example risk,Cross-family structural risk,Generic filler risk,Protected repetition present?,Total template-risk score,Risk classification,Validation,Human review required?,Evidence,Recommended action
https://echobuddha.com/articles/walking-meditation-step-by-step/,article,Walking Meditation,PRACTICE_GUIDE,https://echobuddha.com/meditation/walking-meditation/,indexable,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,0,4,7,10,6,0,2,1,Yes,30,MODERATE,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 16; practice terms 5; closest cross-family https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/ 16.1%,Review only if pattern is substantively portable
https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,article,Beginner Buddhism,BEGINNER_FOUNDATION,https://echobuddha.com/learn/buddhism-for-beginners/,indexable,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,0,3,12,10,0,2,2,1,Yes,30,MODERATE,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 12; practice terms 5; closest cross-family https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/ 18.8%,Review only if pattern is substantively portable
https://echobuddha.com/articles/what-is-karma-in-buddhism/,article,Karma,PRACTICAL_APPLICATION,https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,indexable,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,0,2,3,10,0,0,2,1,Yes,18,LOW,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 9; practice terms 3; closest cross-family https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/ 15.2%,Protect; no edit required
https://echobuddha.com/articles/what-is-sangha-buddhist-community/,article,Sangha,PRIMARY_PILLAR,https://echobuddha.com/articles/what-is-sangha-buddhist-community/,indexable,NO_CHANGE_REQUIRED_VALIDATED,0,0,1,3,10,0,2,2,1,Yes,19,LOW,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 3; practice terms 1; closest cross-family https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/ 17.2%,Protect; no edit required
https://echobuddha.com/authors/echo-buddha-editorial/,author/trust,Trust / Policy,TRUST_POLICY,https://echobuddha.com/about/,indexable,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,0,0,3,0,0,0,0,0,Yes,3,LOW,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 0; practice terms 0; closest cross-family https://echobuddha.com/quotes/compassion/ 27.3%,Protect; no edit required
https://echobuddha.com/buddhist-sources-and-citations/,trust/policy,Trust / Policy,TRUST_POLICY,https://echobuddha.com/about/,indexable,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,0,0,0,0,0,0,0,0,Yes,0,LOW,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 0; practice terms 0; closest cross-family N/A 0.0%,Protect; no edit required
https://echobuddha.com/contact/,trust/policy,Trust / Policy,TRUST_POLICY,https://echobuddha.com/about/,indexable,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,0,0,0,0,0,0,0,0,Yes,0,LOW,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 1; practice terms 1; closest cross-family N/A 0.0%,Protect; no edit required
https://echobuddha.com/corrections/,trust/policy,Trust / Policy,TRUST_POLICY,https://echobuddha.com/about/,indexable,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,0,0,0,0,0,0,0,0,Yes,0,LOW,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 0; practice terms 0; closest cross-family N/A 0.0%,Protect; no edit required
https://echobuddha.com/daily-reflections/anger-as-a-signal/,daily reflection,Daily Reflections,RECURRING_USER_CONTENT,https://echobuddha.com/daily-reflections/,"noindex, follow",NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,8,1,3,0,2,0,1,3,Yes,18,LOW,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 30; transition hits 1; practice terms 4; closest cross-family https://echobuddha.com/learn/buddhist-dictionary/pali-canon/ 6.3%,Protect; no edit required
https://echobuddha.com/daily-reflections/begin-again-without-shame/,daily reflection,Daily Reflections,RECURRING_USER_CONTENT,https://echobuddha.com/daily-reflections/,"noindex, follow",NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,4,8,1,3,0,8,0,1,4,Yes,29,MODERATE,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 2; heading cluster 30; transition hits 1; practice terms 3; closest cross-family https://echobuddha.com/learn/buddhist-dictionary/pali-canon/ 6.3%,Review only if pattern is substantively portable
https://echobuddha.com/daily-reflections/compassion-begins-nearby/,daily reflection,Daily Reflections,RECURRING_USER_CONTENT,https://echobuddha.com/daily-reflections/,"noindex, follow",NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,8,8,1,3,0,8,0,1,3,Yes,32,MODERATE,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 5; heading cluster 30; transition hits 1; practice terms 3; closest cross-family https://echobuddha.com/learn/buddhist-dictionary/pali-canon/ 6.3%,Review only if pattern is substantively portable
https://echobuddha.com/daily-reflections/enough-for-this-moment/,daily reflection,Daily Reflections,RECURRING_USER_CONTENT,https://echobuddha.com/daily-reflections/,"noindex, follow",NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,4,8,1,3,0,8,0,1,3,Yes,28,MODERATE,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 2; heading cluster 30; transition hits 1; practice terms 3; closest cross-family https://echobuddha.com/learn/buddhist-dictionary/pali-canon/ 6.3%,Review only if pattern is substantively portable
https://echobuddha.com/daily-reflections/evening-release/,daily reflection,Daily Reflections,RECURRING_USER_CONTENT,https://echobuddha.com/daily-reflections/,"noindex, follow",NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,8,1,3,0,2,0,1,3,Yes,18,LOW,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 30; transition hits 1; practice terms 4; closest cross-family https://echobuddha.com/learn/buddhist-dictionary/pali-canon/ 6.3%,Protect; no edit required
https://echobuddha.com/daily-reflections/family-patience/,daily reflection,Daily Reflections,RECURRING_USER_CONTENT,https://echobuddha.com/daily-reflections/,"noindex, follow",NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,8,8,1,3,0,8,0,1,3,Yes,32,MODERATE,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 5; heading cluster 30; transition hits 1; practice terms 4; closest cross-family https://echobuddha.com/learn/buddhist-dictionary/pali-canon/ 6.3%,Review only if pattern is substantively portable
https://echobuddha.com/daily-reflections/forgiveness-without-approval/,daily reflection,Daily Reflections,RECURRING_USER_CONTENT,https://echobuddha.com/daily-reflections/,"noindex, follow",NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,8,8,2,7,0,8,0,1,3,Yes,37,MODERATE,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 3; heading cluster 30; transition hits 2; practice terms 6; closest cross-family https://echobuddha.com/learn/buddhist-dictionary/pali-canon/ 6.3%,Review only if pattern is substantively portable
https://echobuddha.com/daily-reflections/gratitude-for-change/,daily reflection,Daily Reflections,RECURRING_USER_CONTENT,https://echobuddha.com/daily-reflections/,"noindex, follow",NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,8,2,7,0,8,0,1,3,Yes,29,MODERATE,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 30; transition hits 2; practice terms 5; closest cross-family https://echobuddha.com/learn/buddhist-dictionary/pali-canon/ 6.3%,Review only if pattern is substantively portable
https://echobuddha.com/daily-reflections/gratitude-notices-enough/,daily reflection,Daily Reflections,RECURRING_USER_CONTENT,https://echobuddha.com/daily-reflections/,"noindex, follow",NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,8,1,3,0,8,0,1,3,Yes,24,MODERATE,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 30; transition hits 1; practice terms 4; closest cross-family https://echobuddha.com/learn/buddhist-dictionary/pali-canon/ 6.3%,Review only if pattern is substantively portable
https://echobuddha.com/daily-reflections/impermanence-softens-clinging/,daily reflection,Daily Reflections,RECURRING_USER_CONTENT,https://echobuddha.com/daily-reflections/,"noindex, follow",NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,8,3,3,0,8,0,1,3,Yes,26,MODERATE,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 30; transition hits 3; practice terms 4; closest cross-family https://echobuddha.com/learn/buddhist-dictionary/pali-canon/ 6.3%,Review only if pattern is substantively portable
https://echobuddha.com/daily-reflections/,hub/utility,Daily Reflections,HUB,https://echobuddha.com/daily-reflections/,indexable,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,0,0,10,10,0,0,0,0,Yes,20,MODERATE,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 13; practice terms 7; closest cross-family https://echobuddha.com/daily-reflections/today/ 83.3%,Review only if pattern is substantively portable
https://echobuddha.com/daily-reflections/kindness-with-boundaries/,daily reflection,Daily Reflections,RECURRING_USER_CONTENT,https://echobuddha.com/daily-reflections/,"noindex, follow",NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,8,8,1,3,0,8,0,1,3,Yes,32,MODERATE,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 5; heading cluster 30; transition hits 1; practice terms 3; closest cross-family https://echobuddha.com/learn/buddhist-dictionary/pali-canon/ 6.3%,Review only if pattern is substantively portable
https://echobuddha.com/daily-reflections/let-the-feeling-pass/,daily reflection,Daily Reflections,RECURRING_USER_CONTENT,https://echobuddha.com/daily-reflections/,"noindex, follow",NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,8,4,7,0,2,0,1,3,Yes,25,MODERATE,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 30; transition hits 4; practice terms 5; closest cross-family https://echobuddha.com/learn/buddhist-dictionary/pali-canon/ 6.3%,Review only if pattern is substantively portable
https://echobuddha.com/daily-reflections/letting-go-keeps-care/,daily reflection,Daily Reflections,RECURRING_USER_CONTENT,https://echobuddha.com/daily-reflections/,"noindex, follow",NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,8,1,3,0,8,0,1,3,Yes,24,MODERATE,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 30; transition hits 1; practice terms 3; closest cross-family https://echobuddha.com/learn/buddhist-dictionary/pali-canon/ 6.3%,Review only if pattern is substantively portable
https://echobuddha.com/daily-reflections/listen-before-answering/,daily reflection,Daily Reflections,RECURRING_USER_CONTENT,https://echobuddha.com/daily-reflections/,"noindex, follow",NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,8,8,1,3,0,8,0,1,3,Yes,32,MODERATE,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 5; heading cluster 30; transition hits 1; practice terms 4; closest cross-family https://echobuddha.com/learn/buddhist-dictionary/pali-canon/ 6.3%,Review only if pattern is substantively portable
https://echobuddha.com/daily-reflections/metta-for-a-difficult-person/,daily reflection,Daily Reflections,RECURRING_USER_CONTENT,https://echobuddha.com/daily-reflections/,"noindex, follow",NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,8,8,1,3,0,2,0,1,3,Yes,26,MODERATE,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 5; heading cluster 30; transition hits 1; practice terms 3; closest cross-family https://echobuddha.com/learn/buddhist-dictionary/pali-canon/ 6.3%,Review only if pattern is substantively portable
https://echobuddha.com/daily-reflections/mindful-work/,daily reflection,Daily Reflections,RECURRING_USER_CONTENT,https://echobuddha.com/daily-reflections/,"noindex, follow",NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,8,1,3,0,8,0,1,3,Yes,24,MODERATE,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 30; transition hits 1; practice terms 3; closest cross-family https://echobuddha.com/learn/buddhist-dictionary/pali-canon/ 6.3%,Review only if pattern is substantively portable
https://echobuddha.com/daily-reflections/morning-intention/,daily reflection,Daily Reflections,RECURRING_USER_CONTENT,https://echobuddha.com/daily-reflections/,"noindex, follow",NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,8,1,3,0,8,6,1,3,Yes,30,MODERATE,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 30; transition hits 1; practice terms 3; closest cross-family https://echobuddha.com/learn/buddhist-dictionary/pali-canon/ 6.3%,Review only if pattern is substantively portable
https://echobuddha.com/daily-reflections/notice-before-fixing/,daily reflection,Daily Reflections,RECURRING_USER_CONTENT,https://echobuddha.com/daily-reflections/,"noindex, follow",NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,8,8,2,7,0,8,0,1,3,Yes,37,MODERATE,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 3; heading cluster 30; transition hits 2; practice terms 5; closest cross-family https://echobuddha.com/learn/buddhist-dictionary/pali-canon/ 6.3%,Review only if pattern is substantively portable
https://echobuddha.com/daily-reflections/one-honest-breath/,daily reflection,Daily Reflections,RECURRING_USER_CONTENT,https://echobuddha.com/daily-reflections/,"noindex, follow",NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,4,8,2,3,0,8,0,1,4,Yes,30,MODERATE,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 2; heading cluster 30; transition hits 2; practice terms 4; closest cross-family https://echobuddha.com/learn/buddhist-dictionary/pali-canon/ 6.3%,Review only if pattern is substantively portable
https://echobuddha.com/daily-reflections/one-step-on-the-path/,daily reflection,Daily Reflections,RECURRING_USER_CONTENT,https://echobuddha.com/daily-reflections/,"noindex, follow",NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,8,1,3,0,8,0,1,3,Yes,24,MODERATE,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 30; transition hits 1; practice terms 4; closest cross-family https://echobuddha.com/learn/buddhist-dictionary/pali-canon/ 6.3%,Review only if pattern is substantively portable
https://echobuddha.com/daily-reflections/patience-before-anger-speaks/,daily reflection,Daily Reflections,RECURRING_USER_CONTENT,https://echobuddha.com/daily-reflections/,"noindex, follow",NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,8,3,7,0,2,0,1,4,Yes,25,MODERATE,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 30; transition hits 3; practice terms 5; closest cross-family https://echobuddha.com/learn/buddhist-dictionary/pali-canon/ 6.3%,Review only if pattern is substantively portable
https://echobuddha.com/daily-reflections/rest-without-escape/,daily reflection,Daily Reflections,RECURRING_USER_CONTENT,https://echobuddha.com/daily-reflections/,"noindex, follow",NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,8,3,3,0,2,0,1,3,Yes,20,MODERATE,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 30; transition hits 3; practice terms 3; closest cross-family https://echobuddha.com/learn/buddhist-dictionary/pali-canon/ 6.3%,Review only if pattern is substantively portable
https://echobuddha.com/daily-reflections/see-the-conditions/,daily reflection,Daily Reflections,RECURRING_USER_CONTENT,https://echobuddha.com/daily-reflections/,"noindex, follow",NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,8,2,7,0,8,0,1,3,Yes,29,MODERATE,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 30; transition hits 2; practice terms 5; closest cross-family https://echobuddha.com/learn/buddhist-dictionary/pali-canon/ 6.3%,Review only if pattern is substantively portable
https://echobuddha.com/daily-reflections/simple-goodwill/,daily reflection,Daily Reflections,RECURRING_USER_CONTENT,https://echobuddha.com/daily-reflections/,"noindex, follow",NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,8,1,3,0,8,0,1,3,Yes,24,MODERATE,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 30; transition hits 1; practice terms 3; closest cross-family https://echobuddha.com/learn/buddhist-dictionary/pali-canon/ 6.3%,Review only if pattern is substantively portable
https://echobuddha.com/daily-reflections/small-actions-shape-the-mind/,daily reflection,Daily Reflections,RECURRING_USER_CONTENT,https://echobuddha.com/daily-reflections/,"noindex, follow",NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,8,1,3,0,8,0,1,3,Yes,24,MODERATE,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 30; transition hits 1; practice terms 3; closest cross-family https://echobuddha.com/learn/buddhist-dictionary/pali-canon/ 6.3%,Review only if pattern is substantively portable
https://echobuddha.com/daily-reflections/soften-the-inner-argument/,daily reflection,Daily Reflections,RECURRING_USER_CONTENT,https://echobuddha.com/daily-reflections/,"noindex, follow",NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,8,8,1,7,0,8,0,1,3,Yes,36,MODERATE,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 3; heading cluster 30; transition hits 1; practice terms 5; closest cross-family https://echobuddha.com/learn/buddhist-dictionary/pali-canon/ 6.3%,Review only if pattern is substantively portable
https://echobuddha.com/daily-reflections/speech-can-reduce-suffering/,daily reflection,Daily Reflections,RECURRING_USER_CONTENT,https://echobuddha.com/daily-reflections/,"noindex, follow",NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,8,1,3,0,8,0,1,3,Yes,24,MODERATE,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 30; transition hits 1; practice terms 3; closest cross-family https://echobuddha.com/learn/buddhist-dictionary/pali-canon/ 6.3%,Review only if pattern is substantively portable
https://echobuddha.com/daily-reflections/the-first-truth-is-kind/,daily reflection,Daily Reflections,RECURRING_USER_CONTENT,https://echobuddha.com/daily-reflections/,"noindex, follow",NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,8,1,3,0,8,0,1,3,Yes,24,MODERATE,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 30; transition hits 1; practice terms 4; closest cross-family https://echobuddha.com/learn/buddhist-dictionary/pali-canon/ 6.3%,Review only if pattern is substantively portable
https://echobuddha.com/daily-reflections/thoughts-are-visitors/,daily reflection,Daily Reflections,RECURRING_USER_CONTENT,https://echobuddha.com/daily-reflections/,"noindex, follow",NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,4,8,1,3,0,2,0,1,4,Yes,23,MODERATE,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 2; heading cluster 30; transition hits 1; practice terms 3; closest cross-family https://echobuddha.com/learn/buddhist-dictionary/pali-canon/ 6.3%,Review only if pattern is substantively portable
https://echobuddha.com/daily-reflections/today/,daily reflection utility,daily-reflections,PREEXISTING_NOINDEX_OR_ERROR_ROLE,N/A,"noindex, follow",NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,0,0,10,0,0,0,0,0,Yes,10,LOW,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 12; practice terms 7; closest cross-family https://echobuddha.com/daily-reflections/ 83.3%,Protect; no edit required
https://echobuddha.com/daily-reflections/walking-as-practice/,daily reflection,Daily Reflections,RECURRING_USER_CONTENT,https://echobuddha.com/daily-reflections/,"noindex, follow",NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,8,2,3,0,8,0,1,3,Yes,25,MODERATE,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 30; transition hits 2; practice terms 4; closest cross-family https://echobuddha.com/learn/buddhist-dictionary/pali-canon/ 6.3%,Review only if pattern is substantively portable
https://echobuddha.com/disclaimer/,trust/policy,Trust / Policy,TRUST_POLICY,https://echobuddha.com/about/,indexable,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,0,0,3,0,0,0,0,0,Yes,3,LOW,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 0; practice terms 1; closest cross-family N/A 0.0%,Protect; no edit required
https://echobuddha.com/editorial-policy/,trust/policy,Trust / Policy,TRUST_POLICY,https://echobuddha.com/about/,indexable,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,0,0,0,0,0,0,0,0,Yes,0,LOW,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 0; practice terms 0; closest cross-family N/A 0.0%,Protect; no edit required
https://echobuddha.com/how-echo-buddha-creates-content/,trust/policy,Trust / Policy,TRUST_POLICY,https://echobuddha.com/about/,indexable,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,0,0,0,0,0,0,0,0,Yes,0,LOW,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 0; practice terms 0; closest cross-family N/A 0.0%,Protect; no edit required
https://echobuddha.com/,homepage,Site Discovery,HUB,https://echobuddha.com/,indexable,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,0,0,15,3,0,0,0,0,Yes,18,LOW,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 6; practice terms 7; closest cross-family https://echobuddha.com/authors/echo-buddha-editorial/ 22.2%,Protect; no edit required
https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,learn detail,Beginner Buddhism,PRACTICAL_APPLICATION,https://echobuddha.com/learn/buddhism-for-beginners/,indexable,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,0,4,7,0,0,0,3,0,Yes,14,LOW,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 4; practice terms 5; closest cross-family https://echobuddha.com/meditation/5-minute-meditation-practice/ 31.3%,Protect; no edit required
https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,learn detail,Buddhist Foundations,BEGINNER_FOUNDATION,https://echobuddha.com/learn/buddhism-101/,indexable,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,0,2,12,0,0,4,2,1,Yes,21,MODERATE,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 5; practice terms 5; closest cross-family https://echobuddha.com/meditation/5-minute-meditation-practice/ 22.7%,Review only if pattern is substantively portable
https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,learn detail,Buddhist Foundations,SUPPORTING_EXPLANATION,https://echobuddha.com/learn/buddhism-101/,indexable,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,0,1,12,0,0,4,2,2,Yes,21,MODERATE,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 4; practice terms 5; closest cross-family https://echobuddha.com/meditation/5-minute-meditation-practice/ 21.7%,Review only if pattern is substantively portable
https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/,learn detail,Buddhist Foundations,BEGINNER_FOUNDATION,https://echobuddha.com/learn/buddhism-101/,indexable,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,0,0,3,0,0,0,2,2,Yes,7,LOW,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 0; practice terms 2; closest cross-family https://echobuddha.com/meditation/10-minute-meditation-practice/ 15.4%,Protect; no edit required
https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,learn detail,Five Precepts,PRIMARY_PILLAR,https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,indexable,NO_CHANGE_REQUIRED_VALIDATED,0,0,1,3,0,0,0,2,1,Yes,7,LOW,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 5; practice terms 4; closest cross-family https://echobuddha.com/meditation/5-minute-meditation-practice/ 20.8%,Protect; no edit required
https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,learn detail,Brahmaviharas,PRIMARY_PILLAR,https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,indexable,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,0,0,3,0,0,0,2,0,Yes,5,LOW,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 0; practice terms 0; closest cross-family https://echobuddha.com/meditation/meditation-posture-for-beginners/ 23.1%,Protect; no edit required
https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,learn detail,Beginner Buddhism,PRACTICAL_APPLICATION,https://echobuddha.com/learn/buddhism-for-beginners/,indexable,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,0,1,3,0,2,2,3,1,Yes,12,LOW,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 1; practice terms 3; closest cross-family https://echobuddha.com/meditation/5-minute-meditation-practice/ 31.3%,Protect; no edit required
https://echobuddha.com/learn/buddhism-101/,learn hub,Buddhist Foundations,HUB,https://echobuddha.com/learn/buddhism-101/,indexable,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,0,0,0,0,0,0,0,1,No,1,LOW,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 0; practice terms 0; closest cross-family N/A 0.0%,Protect; no edit required
https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/,learn detail,Buddhist Foundations,BEGINNER_FOUNDATION,https://echobuddha.com/learn/buddhism-101/,indexable,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,0,2,3,0,0,2,2,0,Yes,9,LOW,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 2; practice terms 0; closest cross-family https://echobuddha.com/meditation/meditation-posture-for-beginners/ 23.1%,Protect; no edit required
https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,learn detail,Right Livelihood,PRIMARY_PILLAR,https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,indexable,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,0,1,3,0,0,2,2,0,Yes,8,LOW,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 4; practice terms 3; closest cross-family https://echobuddha.com/meditation/5-minute-meditation-practice/ 21.7%,Protect; no edit required
https://echobuddha.com/learn/buddhism-101/the-four-noble-truths-explained/,learn detail,Four Noble Truths,SUPPORTING_EXPLANATION,https://echobuddha.com/learn/four-noble-truths/,indexable,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,0,2,3,0,0,0,3,0,Yes,8,LOW,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 2; practice terms 2; closest cross-family https://echobuddha.com/meditation/5-minute-meditation-practice/ 31.3%,Protect; no edit required
https://echobuddha.com/learn/buddhism-101/the-noble-eightfold-path-explained/,learn detail,Noble Eightfold Path,SUPPORTING_EXPLANATION,https://echobuddha.com/learn/eightfold-path/,indexable,NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,0,0,1,3,0,0,2,3,0,Yes,9,LOW,PRE_EDIT_BASELINE_CAPTURED,No,intro cluster 1; heading cluster 1; transition hits 1; practice terms 2; closest cross-family https://echobuddha.com/meditation/5-minute-meditation-practice/ 31.3%,Protect; no edit required
