URL,Baseline safety status,Safety language present where required?,Safety wording changed?,Stop/adapt guidance preserved?,Professional-support boundary preserved?,Relationship/abuse boundary preserved?,Post-edit status,Validation
https://echobuddha.com/quotes/meditation/silence-is-not-empty-when-the-heart-is-listening/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/meditation/sit-with-the-day-as-it-is-before-asking/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/meditation/sit-without-demanding-silence-and-the-mind-will-teach/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/meditation/the-bell-fades-but-careful-listening-can-continue/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/meditation/the-cushion-is-a-place-to-practice-returning-not/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/meditation/when-stillness-feels-impossible-begin-by-noticing-the-restlessness/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/mindfulness/a-peaceful-mind-begins-with-one-honest-breath/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/mindfulness/a-wandering-mind-is-not-a-failed-mind-it/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/mindfulness/awareness-begins-when-hurry-loosens-its-hold/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/mindfulness/begin-the-day-with-awareness/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/mindfulness/give-one-ordinary-task-the-dignity-of-your-full/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/mindfulness/gratitude-notices-enough/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/mindfulness/ground-yourself-gently/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/mindfulness/listen-before-answering/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/mindfulness/listen-to-the-moment-before-filling-it-with-your/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/mindfulness/notice-what-is-here-before-deciding-what-it-means/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/mindfulness/one-mindful-pause-can-change-the-direction-of-an/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/mindfulness/peace-begins-with-attention/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/mindfulness/peace-grows-when-attention-stops-running-ahead-of-the/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/mindfulness/present-moment-one-step/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/mindfulness/return-to-the-breath-before-you-return-to-the/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/mindfulness/the-more-clearly-you-notice-life-the-less-carelessly/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/mindfulness/the-present-moment-asks-for-your-attention-not-your/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/patience/a-difficult-moment-becomes-heavier-when-we-demand-that/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/patience/be-patient-with-the-part-of-you-that-is/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/patience/family-kindness-and-patience/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/patience/growth-is-quiet-work-often-invisible-until-the-season/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/patience/not-every-delay-is-an-obstacle-some-are-invitations/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/patience/patience-is-the-strength-to-remain-present-while-life/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/patience/patience-makes-room-for-truth-to-arrive-without-force/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/patience/patience-softens-the-wait/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/patience/some-answers-become-clear-only-after-the-mind-stops/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/patience/stay-gentle-with-beginnings-they-are-carrying-more-than/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/patience/the-path-unfolds-at-the-pace-of-sincere-practice/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/patience/wait-long-enough-for-the-first-reaction-to-become/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/patience/when-anger-rises-pause-long-enough-to-see-the/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/practice/a-peaceful-life-is-built-from-peaceful-moments-practiced/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/practice/begin-with-what-is-possible-then-return-tomorrow/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/practice/bring-the-teaching-into-the-place-where-you-are/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/practice/daily-practice-turns-understanding-from-an-idea-into-a/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/practice/do-not-wait-to-feel-ready-before-choosing-what/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/practice/eightfold-path-daily-choices/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/practice/mindfulness-at-work-breath/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/practice/practice-becomes-real-when-it-enters-your-speech-and/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/practice/right-intention-turns-the-heart/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/practice/small-actions-shape-the-mind/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/practice/the-path-is-not-far-away-it-is-the/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/practice/the-path-is-shaped-by-what-you-repeat-when/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/practice/the-smallest-wholesome-action-is-larger-than-the-finest/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/practice/walk-slowly-enough-to-notice-where-your-life-is/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/practice/your-next-response-is-always-part-of-the-path/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/renewal/a-mistake-becomes-a-teacher-when-honesty-enters-the/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/renewal/a-new-direction-can-start-with-one-different-choice/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/renewal/begin-again-gently-the-breath-is-always-willing/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/renewal/begin-again-without-shame/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/renewal/begin-again-without-turning-yesterday-into-a-sentence/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/renewal/do-not-confuse-an-old-pattern-with-an-unchangeable/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/renewal/each-conscious-breath-is-a-small-vote-for-beginning/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/renewal/evening-release-reflection/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/renewal/gentle-hope-keeps-walking/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/renewal/hope-can-be-quiet-and-still-keep-walking/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/renewal/morning-is-not-the-only-time-a-life-can/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/renewal/one-calm-morning-intention/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/renewal/repair-what-you-can-forgive-what-you-cannot-redo/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/renewal/the-path-welcomes-your-return-more-often-than-pride/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/renewal/you-are-allowed-to-learn-slowly-and-still-be/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/wisdom/a-clear-mind-can-hold-two-truths-without-rushing/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/wisdom/a-useful-truth-is-carried-with-humility-not-used/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/wisdom/contentment-with-what-is-here/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/wisdom/difficult-people-and-boundaries/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/wisdom/karma-begins-in-intention/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/wisdom/knowing-when-not-to-speak-is-also-a-form/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/wisdom/learn-from-discomfort-without-turning-suffering-into-an-identity/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/wisdom/right-speech-with-kindness/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/wisdom/see-the-conditions-behind-an-action-and-blame-may/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/wisdom/simplicity-clears-the-room/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/wisdom/the-lesson-repeats-until-attention-replaces-habit/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/wisdom/the-wise-heart-changes-course-when-clearer-seeing-arrives/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/wisdom/understanding-suffering-honestly/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/wisdom/what-feels-urgent-is-not-always-what-matters-most/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/wisdom/wisdom-is-less-interested-in-winning-than-in-ending/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/wisdom/wisdom-is-the-art-of-meeting-life-without-adding/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/wisdom/wisdom-sees-clearly/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/wisdom/wisdom-sees-the-whole-fire-not-only-the-spark/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
https://echobuddha.com/quotes/wisdom/wise-silence/,NO_CRITICAL_ISSUE,Yes,No,Yes / where applicable,Yes / where applicable,Yes / where applicable,NO_CRITICAL_ISSUE,PASS
