"URL","Page family","Phase 2 role","Primary owner","Is primary owner?","Current index state","Clicks","Impressions","CTR","Average position","Prior-period clicks","Prior-period impressions","Trend","Visible query themes","Internal links reported","Current production status","Last crawl if known","First GSC observed date if derived","Maturity","Classification","Confidence","Recommended action"
"https://echobuddha.com/learn/","Learn","PROTECTED PRIMARY OWNER","https://echobuddha.com/learn/","Yes","indexable","0","2","0%","6","0","1","100% impressions","Query-to-page intersection not supplied","300","Built; production smoke baseline PASS","Not supplied","Before latest 28-day window","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/learn/dhammapada-reflections/avoid-evil-do-good-purify-the-mind/","Dhammapada","KEEP AS SOURCE_STUDY SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/learn/dhammapada-reflections/","No","indexable","0","2","0%","6.5","0","1","100% impressions","Query-to-page intersection not supplied","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Before latest 28-day window","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/disclaimer/","Trust / Policy","KEEP AS TRUST_POLICY SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/about/","No","indexable","0","2","0%","9","0","1","100% impressions","Query-to-page intersection not supplied","300","Built; production smoke baseline PASS","Not supplied","Before latest 28-day window","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/quotes/renewal/","Quote Categories","KEEP AS CATEGORY SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/quotes/","No","indexable","0","2","0%","9.5","0","0","New in latest comparison table","Query-to-page intersection not supplied","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Latest 28-day window; exact date unavailable","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/articles/four-noble-truths-explained-simply/","Articles","KEEP AS BEGINNER_FOUNDATION SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/learn/four-noble-truths/","No","indexable","0","2","0%","14.5","0","2","0% impressions","Query-to-page intersection not supplied","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Before latest 28-day window","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/articles/compassion-with-boundaries/","Articles","KEEP AS SCENARIO_GUIDE SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/","No","indexable","0","2","0%","18.5","0","0","New in latest comparison table","Query-to-page intersection not supplied","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Latest 28-day window; exact date unavailable","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/quotes/mindfulness/listen-before-answering/","Quote Stories","KEEP AS QUOTE_REFLECTION SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/quotes/","No","indexable","0","2","0%","20.5","0","0","New in latest comparison table","Query-to-page intersection not supplied","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Latest 28-day window; exact date unavailable","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/quotes/wisdom/wise-silence/","Quote Stories","KEEP AS QUOTE_REFLECTION SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/quotes/","No","indexable","0","2","0%","24","0","0","New in latest comparison table","Query-to-page intersection not supplied","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Latest 28-day window; exact date unavailable","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/articles/impermanence-in-buddhism/","Articles","KEEP AS SUPPORTING_EXPLANATION SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/learn/buddhism-101/what-is-impermanence/","No","indexable","0","2","0%","34","0","0","New in latest comparison table","Query-to-page intersection not supplied","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Latest 28-day window; exact date unavailable","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/daily-reflections/begin-again-without-shame/","Daily Reflections","KEEP AS RECURRING_USER_CONTENT SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/daily-reflections/","No","noindex, follow","0","2","0%","40.5","0","1","100% impressions","Query-to-page intersection not supplied","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Before latest 28-day window","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/quotes/meditation/silence-is-not-empty-when-the-heart-is-listening/","Quote Stories","KEEP AS QUOTE_REFLECTION SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/quotes/","No","noindex, follow","0","2","0%","42.5","0","0","New in latest comparison table","Query-to-page intersection not supplied","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Latest 28-day window; exact date unavailable","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/learn/sutta-for-daily-life/buddhas-teaching-on-patience/","Sutta Study","KEEP AS SOURCE_STUDY SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/articles/three-ways-to-practice-patience/","No","indexable","0","2","0%","47","0","3","-33.33% impressions","Query-to-page intersection not supplied","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Before latest 28-day window","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/articles/eightfold-path-explained/","Articles","KEEP AS BEGINNER_FOUNDATION SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/learn/eightfold-path/","No","indexable","0","2","0%","77.5","0","0","New in latest comparison table","Query-to-page intersection not supplied","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Latest 28-day window; exact date unavailable","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/articles/loving-kindness-meditation-guide/","Articles","KEEP AS BEGINNER_FOUNDATION SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/learn/buddhist-dictionary/metta/","No","indexable","0","1","0%","4","0","1","0% impressions","Query-to-page intersection not supplied","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Before latest 28-day window","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/quotes/mindfulness/begin-the-day-with-awareness/","Quote Stories","KEEP AS QUOTE_REFLECTION SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/quotes/","No","indexable","0","1","0%","4","0","0","New in latest comparison table","Query-to-page intersection not supplied","2","Built; production smoke baseline PASS","Not supplied","Latest 28-day window; exact date unavailable","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/articles/category/meditation/","Articles","KEEP AS CATEGORY SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/articles/","No","indexable","0","1","0%","5","0","0","New in latest comparison table","Query-to-page intersection not supplied","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Latest 28-day window; exact date unavailable","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/articles/how-to-meditate-for-beginners/","Articles","KEEP AS PRACTICE_GUIDE SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/meditation/","No","indexable","0","1","0%","5","0","0","New in latest comparison table","Query-to-page intersection not supplied","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Latest 28-day window; exact date unavailable","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/articles/walking-meditation-step-by-step/","Articles","KEEP AS PRACTICE_GUIDE SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/meditation/walking-meditation/","No","indexable","0","1","0%","6","0","2","-50% impressions","Query-to-page intersection not supplied","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Before latest 28-day window","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/quotes/impermanence/change-is-how-life-continues/","Quote Stories","KEEP AS QUOTE_REFLECTION SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/quotes/","No","indexable","0","1","0%","6","0","1","0% impressions","Query-to-page intersection not supplied","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Before latest 28-day window","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/quotes/impermanence/the-passing-of-joy-teaches-gratitude-the-passing-of/","Quote Stories","KEEP AS QUOTE_REFLECTION SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/quotes/","No","noindex, follow","0","1","0%","7","0","0","New in latest comparison table","Query-to-page intersection not supplied","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Latest 28-day window; exact date unavailable","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/corrections/","Trust / Policy","KEEP AS TRUST_POLICY SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/about/","No","indexable","0","1","0%","8","0","0","New in latest comparison table","Query-to-page intersection not supplied","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Latest 28-day window; exact date unavailable","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/quotes/wisdom/the-lesson-repeats-until-attention-replaces-habit/","Quote Stories","KEEP AS QUOTE_REFLECTION SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/quotes/","No","noindex, follow","0","1","0%","8","0","0","New in latest comparison table","Query-to-page intersection not supplied","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Latest 28-day window; exact date unavailable","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/articles/buddhist-wisdom-for-overthinking/","Articles","KEEP AS SCENARIO_GUIDE SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/articles/how-to-meditate-for-anxiety/","No","indexable","0","1","0%","10","0","16","-93.75% impressions","Query-to-page intersection not supplied","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Before latest 28-day window","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/quotes/impermanence/","Quote Categories","KEEP AS CATEGORY SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/quotes/","No","indexable","0","1","0%","10","0","1","0% impressions","Query-to-page intersection not supplied","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Before latest 28-day window","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/quotes/practice/small-actions-shape-the-mind/","Quote Stories","KEEP AS QUOTE_REFLECTION SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/quotes/","No","indexable","0","1","0%","10","0","0","New in latest comparison table","Query-to-page intersection not supplied","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Latest 28-day window; exact date unavailable","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/quotes/wisdom/wisdom-sees-clearly/","Quote Stories","KEEP AS QUOTE_REFLECTION SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/quotes/","No","indexable","0","1","0%","10","0","2","-50% impressions","Query-to-page intersection not supplied","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Before latest 28-day window","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/meditation-safety/","Trust / Policy","KEEP AS TRUST_POLICY SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/about/","No","indexable","0","1","0%","23","0","0","New in latest comparison table","Query-to-page intersection not supplied","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Latest 28-day window; exact date unavailable","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/daily-reflections/impermanence-softens-clinging/","Daily Reflections","KEEP AS RECURRING_USER_CONTENT SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/daily-reflections/","No","noindex, follow","0","1","0%","24","0","0","New in latest comparison table","Query-to-page intersection not supplied","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Latest 28-day window; exact date unavailable","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/daily-reflections/rest-without-escape/","Daily Reflections","KEEP AS RECURRING_USER_CONTENT SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/daily-reflections/","No","noindex, follow","0","1","0%","25","0","0","New in latest comparison table","Query-to-page intersection not supplied","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Latest 28-day window; exact date unavailable","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/daily-reflections/gratitude-for-change/","Daily Reflections","KEEP AS RECURRING_USER_CONTENT SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/daily-reflections/","No","noindex, follow","0","1","0%","26","0","1","0% impressions","Query-to-page intersection not supplied","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Before latest 28-day window","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/daily-reflections/walking-as-practice/","Daily Reflections","KEEP AS RECURRING_USER_CONTENT SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/daily-reflections/","No","noindex, follow","0","1","0%","27","0","1","0% impressions","Query-to-page intersection not supplied","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Before latest 28-day window","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/quote-attribution-policy/","Trust / Policy","KEEP AS TRUST_POLICY SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/about/","No","indexable","0","1","0%","27","0","0","New in latest comparison table","Query-to-page intersection not supplied","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Latest 28-day window; exact date unavailable","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/daily-reflections/anger-as-a-signal/","Daily Reflections","KEEP AS RECURRING_USER_CONTENT SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/daily-reflections/","No","noindex, follow","0","1","0%","30","0","0","New in latest comparison table","Query-to-page intersection not supplied","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Latest 28-day window; exact date unavailable","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/articles/compassion-as-a-daily-discipline/","Articles","KEEP AS PRACTICAL_APPLICATION SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/","No","indexable","0","1","0%","31","0","0","New in latest comparison table","Query-to-page intersection not supplied","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Latest 28-day window; exact date unavailable","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/daily-reflections/small-actions-shape-the-mind/","Daily Reflections","KEEP AS RECURRING_USER_CONTENT SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/daily-reflections/","No","noindex, follow","0","1","0%","33","0","0","New in latest comparison table","Query-to-page intersection not supplied","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Latest 28-day window; exact date unavailable","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/","Buddhism 101","KEEP AS SUPPORTING_EXPLANATION SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/learn/buddhism-101/","No","indexable","0","1","0%","35","0","3","-66.67% impressions","Query-to-page intersection not supplied","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Before latest 28-day window","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/buddhist-sources-and-citations/","Trust / Policy","KEEP AS TRUST_POLICY SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/about/","No","indexable","0","1","0%","36","0","0","New in latest comparison table","Query-to-page intersection not supplied","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Latest 28-day window; exact date unavailable","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/articles/first-week-buddhist-practice/","Articles","KEEP AS PRACTICAL_APPLICATION SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/learn/buddhism-for-beginners/","No","indexable","0","1","0%","39","0","0","New in latest comparison table","Query-to-page intersection not supplied","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Latest 28-day window; exact date unavailable","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/articles/non-attachment-in-relationships/","Articles","KEEP AS SCENARIO_GUIDE SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/","No","indexable","0","1","0%","41","0","0","New in latest comparison table","Query-to-page intersection not supplied","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Latest 28-day window; exact date unavailable","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/meditation/10-minute-meditation-practice/","Meditation","KEEP AS PRACTICE_GUIDE SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/meditation/","No","indexable","0","1","0%","44","0","0","New in latest comparison table","Query-to-page intersection not supplied","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Latest 28-day window; exact date unavailable","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/articles/buddhist-teachings-on-forgiveness/","Articles","PROTECTED PRIMARY OWNER","https://echobuddha.com/articles/buddhist-teachings-on-forgiveness/","Yes","indexable","0","1","0%","45","0","0","New in latest comparison table","Query-to-page intersection not supplied","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Latest 28-day window; exact date unavailable","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/meditation/when-meditation-feels-hard/","Meditation","KEEP AS PRACTICE_GUIDE SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/meditation/","No","indexable","0","1","0%","45","0","0","New in latest comparison table","Query-to-page intersection not supplied","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Latest 28-day window; exact date unavailable","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/meditation/meditation-posture-for-beginners/","Meditation","KEEP AS PRACTICE_GUIDE SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/meditation/","No","indexable","0","1","0%","46","0","0","New in latest comparison table","Query-to-page intersection not supplied","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Latest 28-day window; exact date unavailable","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/articles/right-livelihood-modern-life/","Articles","KEEP AS PRACTICAL_APPLICATION SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/","No","indexable","0","1","0%","48","0","1","0% impressions","Query-to-page intersection not supplied","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Before latest 28-day window","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/how-echo-buddha-creates-content/","Trust / Policy","KEEP AS TRUST_POLICY SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/about/","No","indexable","0","1","0%","48","0","0","New in latest comparison table","Query-to-page intersection not supplied","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Latest 28-day window; exact date unavailable","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/quotes/impermanence/everything-changes-including-the-part-of-you-that-fears/","Quote Stories","KEEP AS QUOTE_REFLECTION SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/quotes/","No","noindex, follow","0","1","0%","48","0","0","New in latest comparison table","Query-to-page intersection not supplied","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Latest 28-day window; exact date unavailable","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/learn/buddhism-101/what-is-buddhism/","Buddhism 101","KEEP AS BEGINNER_FOUNDATION SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/learn/buddhism-for-beginners/","No","indexable","0","1","0%","50","0","1","0% impressions","Query-to-page intersection not supplied","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Before latest 28-day window","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/learn/dhammapada-reflections/","Dhammapada","PROTECTED PRIMARY OWNER","https://echobuddha.com/learn/dhammapada-reflections/","Yes","indexable","0","1","0%","50","0","1","0% impressions","Dhammapada attribution","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Before latest 28-day window","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/quotes/mindfulness/listen-to-the-moment-before-filling-it-with-your/","Quote Stories","NO_PHASE2_CHANGE_REQUIRED","N/A","No","noindex, follow","0","1","0%","64","0","0","New in latest comparison table","Query-to-page intersection not supplied","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Latest 28-day window; exact date unavailable","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
"https://echobuddha.com/learn/questions-about-buddhism/","Learn","KEEP AS HUB SUBJECT TO REQUIRED DIFFERENTIATION","https://echobuddha.com/learn/","No","indexable","0","1","0%","86","0","2","-50% impressions","Query-to-page intersection not supplied","Not in top-target export","Built; production smoke baseline PASS","Not supplied","Before latest 28-day window","EARLY","EARLY DISCOVERY","Medium","NO CHANGE - CONTINUE OBSERVATION"
