"Query","Topic cluster","Intent","Clicks","Impressions","CTR","Position","Likely serving URL if known","Primary owner","Owner alignment","Potential mismatch","Confidence","Privacy limitation","Action"
"buddhism beginners guide","Beginner Buddhism","foundational learning","0","2","0%","43.5","https://echobuddha.com/learn/buddhism-for-beginners/ (inference; query x page not supplied)","https://echobuddha.com/learn/buddhism-for-beginners/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"beginners guide to buddhism","Beginner Buddhism","foundational learning","0","2","0%","44","https://echobuddha.com/learn/buddhism-for-beginners/ (inference; query x page not supplied)","https://echobuddha.com/learn/buddhism-for-beginners/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"letting go quotes buddha","Letting Go / Non-Attachment","quote / practical application","0","2","0%","45","https://echobuddha.com/quotes/letting-go/ (inference; query x page not supplied)","https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"what is the middle way in buddhism","Other visible queries","mixed / insufficient","0","2","0%","51","Not derivable (inference; query x page not supplied)","https://echobuddha.com/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"becoming the compassion buddha","Compassion","teaching / quote","0","2","0%","52.5","https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/ (inference; query x page not supplied)","https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"buddhism dhamma","Dhamma","definition","0","2","0%","54.5","https://echobuddha.com/learn/buddhist-dictionary/dhamma/ (inference; query x page not supplied)","https://echobuddha.com/learn/buddhist-dictionary/dhamma/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"middle way buddhism","Other visible queries","mixed / insufficient","0","2","0%","54.5","Not derivable (inference; query x page not supplied)","https://echobuddha.com/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"buddha compassion","Compassion","teaching / quote","0","2","0%","56","https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/ (inference; query x page not supplied)","https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"buddha on compassion","Compassion","teaching / quote","0","2","0%","56","https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/ (inference; query x page not supplied)","https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"what is right speech in buddhism","Right Speech","teaching / practical application","0","2","0%","56","https://echobuddha.com/articles/right-speech-buddhism/ (inference; query x page not supplied)","https://echobuddha.com/articles/right-speech-buddhism/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"dhamma teachings","Dhamma","definition","0","2","0%","56.5","https://echobuddha.com/learn/buddhist-dictionary/dhamma/ (inference; query x page not supplied)","https://echobuddha.com/learn/buddhist-dictionary/dhamma/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"buddha on compassion quotes","Compassion","teaching / quote","0","2","0%","58","https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/ (inference; query x page not supplied)","https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"brahmaviharas","Brahmaviharas","foundation","0","2","0%","61","https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/ (inference; query x page not supplied)","https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"what is right speech","Right Speech","teaching / practical application","0","2","0%","62.5","https://echobuddha.com/articles/right-speech-buddhism/ (inference; query x page not supplied)","https://echobuddha.com/articles/right-speech-buddhism/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"buddha 5 rules","Other visible queries","mixed / insufficient","0","2","0%","63.5","Not derivable (inference; query x page not supplied)","https://echobuddha.com/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"is it true is it kind is it necessary buddhism","Other visible queries","mixed / insufficient","0","2","0%","64.5","Not derivable (inference; query x page not supplied)","https://echobuddha.com/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"right speech in buddhism","Right Speech","teaching / practical application","0","2","0%","64.5","https://echobuddha.com/articles/right-speech-buddhism/ (inference; query x page not supplied)","https://echobuddha.com/articles/right-speech-buddhism/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"meaning of dhamma in buddhism","Dhamma","definition","0","2","0%","66.5","https://echobuddha.com/learn/buddhist-dictionary/dhamma/ (inference; query x page not supplied)","https://echobuddha.com/learn/buddhist-dictionary/dhamma/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"dhamma definition","Dhamma","definition","0","2","0%","67.5","https://echobuddha.com/learn/buddhist-dictionary/dhamma/ (inference; query x page not supplied)","https://echobuddha.com/learn/buddhist-dictionary/dhamma/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"buddhism 3 poisons","Three Poisons","foundation / explanation","0","2","0%","71","https://echobuddha.com/articles/three-poisons-buddhism-explained/ (inference; query x page not supplied)","https://echobuddha.com/articles/three-poisons-buddhism-explained/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"how to follow the eightfold path","Eightfold Path","foundation / source study","0","2","0%","71","https://echobuddha.com/learn/eightfold-path/ (inference; query x page not supplied)","https://echobuddha.com/learn/eightfold-path/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"buddhist moral precepts","Other visible queries","mixed / insufficient","0","2","0%","72","Not derivable (inference; query x page not supplied)","https://echobuddha.com/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"how to practice the middle way","Other visible queries","mixed / insufficient","0","2","0%","72","Not derivable (inference; query x page not supplied)","https://echobuddha.com/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"3 poisons of buddhism","Three Poisons","foundation / explanation","0","2","0%","72.5","https://echobuddha.com/articles/three-poisons-buddhism-explained/ (inference; query x page not supplied)","https://echobuddha.com/articles/three-poisons-buddhism-explained/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"the three poisons buddhism","Three Poisons","foundation / explanation","0","2","0%","72.5","https://echobuddha.com/articles/three-poisons-buddhism-explained/ (inference; query x page not supplied)","https://echobuddha.com/articles/three-poisons-buddhism-explained/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"buddhism three poisons","Three Poisons","foundation / explanation","0","2","0%","73","https://echobuddha.com/articles/three-poisons-buddhism-explained/ (inference; query x page not supplied)","https://echobuddha.com/articles/three-poisons-buddhism-explained/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"3 poisons buddhism","Three Poisons","foundation / explanation","0","2","0%","73.5","https://echobuddha.com/articles/three-poisons-buddhism-explained/ (inference; query x page not supplied)","https://echobuddha.com/articles/three-poisons-buddhism-explained/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"three poisons buddhism","Three Poisons","foundation / explanation","0","2","0%","74","https://echobuddha.com/articles/three-poisons-buddhism-explained/ (inference; query x page not supplied)","https://echobuddha.com/articles/three-poisons-buddhism-explained/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"buddha 3 poisons","Three Poisons","foundation / explanation","0","2","0%","74.5","https://echobuddha.com/articles/three-poisons-buddhism-explained/ (inference; query x page not supplied)","https://echobuddha.com/articles/three-poisons-buddhism-explained/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"three poisons of buddhism","Three Poisons","foundation / explanation","0","2","0%","77","https://echobuddha.com/articles/three-poisons-buddhism-explained/ (inference; query x page not supplied)","https://echobuddha.com/articles/three-poisons-buddhism-explained/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"five buddhist precepts","Other visible queries","mixed / insufficient","0","2","0%","77.5","Not derivable (inference; query x page not supplied)","https://echobuddha.com/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"the 5 precepts","Five Precepts","foundation / ethics","0","2","0%","82.5","https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/ (inference; query x page not supplied)","https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"the three poisons in buddhism","Three Poisons","foundation / explanation","0","2","0%","82.5","https://echobuddha.com/articles/three-poisons-buddhism-explained/ (inference; query x page not supplied)","https://echobuddha.com/articles/three-poisons-buddhism-explained/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"sangha buddhism","Sangha","definition / foundation","0","2","0%","86","https://echobuddha.com/articles/what-is-sangha-buddhist-community/ (inference; query x page not supplied)","https://echobuddha.com/articles/what-is-sangha-buddhist-community/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"the three poisons","Three Poisons","foundation / explanation","0","2","0%","86.5","https://echobuddha.com/articles/three-poisons-buddhism-explained/ (inference; query x page not supplied)","https://echobuddha.com/articles/three-poisons-buddhism-explained/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"what is a sangha","Sangha","definition / foundation","0","2","0%","87.5","https://echobuddha.com/articles/what-is-sangha-buddhist-community/ (inference; query x page not supplied)","https://echobuddha.com/articles/what-is-sangha-buddhist-community/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"what is the sangha in buddhism","Sangha","definition / foundation","0","2","0%","94","https://echobuddha.com/articles/what-is-sangha-buddhist-community/ (inference; query x page not supplied)","https://echobuddha.com/articles/what-is-sangha-buddhist-community/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"the sangha","Sangha","definition / foundation","0","2","0%","95","https://echobuddha.com/articles/what-is-sangha-buddhist-community/ (inference; query x page not supplied)","https://echobuddha.com/articles/what-is-sangha-buddhist-community/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"moral precepts","Other visible queries","mixed / insufficient","0","2","0%","96.5","Not derivable (inference; query x page not supplied)","https://echobuddha.com/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"sangha in buddhism","Sangha","definition / foundation","0","2","0%","98","https://echobuddha.com/articles/what-is-sangha-buddhist-community/ (inference; query x page not supplied)","https://echobuddha.com/articles/what-is-sangha-buddhist-community/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"access to insight threefold training sila samadhi panna","Threefold Training","foundation","0","1","0%","3","https://echobuddha.com/learn/buddhism-101/threefold-training-sila-samadhi-panna/ (inference; query x page not supplied)","https://echobuddha.com/learn/buddhism-101/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"is it dharma or dhamma","Dhamma vs Dharma","comparison","0","1","0%","5","https://echobuddha.com/articles/dhamma-vs-dharma/ (inference; query x page not supplied)","https://echobuddha.com/learn/buddhist-dictionary/dhamma/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"เอาอันอื่น","Other visible queries","mixed / insufficient","0","1","0%","8","Not derivable (inference; query x page not supplied)","https://echobuddha.com/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"buddhism right speech harsh speech authoritative source","Right Speech","teaching / practical application","0","1","0%","9","https://echobuddha.com/articles/right-speech-buddhism/ (inference; query x page not supplied)","https://echobuddha.com/articles/right-speech-buddhism/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"""what we think, we become"" buddha dhammapada translation","Dhammapada attribution","source / attribution","0","1","0%","10","https://echobuddha.com/articles/dhammapada-reflection-what-we-think/ (inference; query x page not supplied)","https://echobuddha.com/learn/dhammapada-reflections/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"dhammapada verse 1 translation ""what we think we become""","Dhammapada attribution","source / attribution","0","1","0%","10","https://echobuddha.com/articles/dhammapada-reflection-what-we-think/ (inference; query x page not supplied)","https://echobuddha.com/learn/dhammapada-reflections/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"how to practice buddhism at home","Other visible queries","mixed / insufficient","0","1","0%","10","Not derivable (inference; query x page not supplied)","https://echobuddha.com/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"let my kindness be the echo","Other visible queries","mixed / insufficient","0","1","0%","10","Not derivable (inference; query x page not supplied)","https://echobuddha.com/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"what does sutta mean","Sutta","source / dictionary","0","1","0%","10","https://echobuddha.com/learn/sutta-for-daily-life/ (inference; query x page not supplied)","https://echobuddha.com/learn/sutta-for-daily-life/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"""what we think, we become"" buddha quote attribution","Dhammapada attribution","source / attribution","0","1","0%","11","https://echobuddha.com/articles/dhammapada-reflection-what-we-think/ (inference; query x page not supplied)","https://echobuddha.com/learn/dhammapada-reflections/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"what is a sutta","Sutta","source / dictionary","0","1","0%","12","https://echobuddha.com/learn/sutta-for-daily-life/ (inference; query x page not supplied)","https://echobuddha.com/learn/sutta-for-daily-life/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"buddha patience quote","Patience","quote / practical application","0","1","0%","14","https://echobuddha.com/quotes/patience/ (inference; query x page not supplied)","https://echobuddha.com/articles/three-ways-to-practice-patience/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"quotes on patience by buddha","Patience","quote / practical application","0","1","0%","14","https://echobuddha.com/quotes/patience/ (inference; query x page not supplied)","https://echobuddha.com/articles/three-ways-to-practice-patience/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"buddha quote about letting go","Letting Go / Non-Attachment","quote / practical application","0","1","0%","15","https://echobuddha.com/quotes/letting-go/ (inference; query x page not supplied)","https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"dhamma in buddhism","Dhamma","definition","0","1","0%","15","https://echobuddha.com/learn/buddhist-dictionary/dhamma/ (inference; query x page not supplied)","https://echobuddha.com/learn/buddhist-dictionary/dhamma/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"patience has its limits buddha","Patience","quote / practical application","0","1","0%","16","https://echobuddha.com/quotes/patience/ (inference; query x page not supplied)","https://echobuddha.com/articles/three-ways-to-practice-patience/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"what is the dhamma","Dhamma","definition","0","1","0%","17","https://echobuddha.com/learn/buddhist-dictionary/dhamma/ (inference; query x page not supplied)","https://echobuddha.com/learn/buddhist-dictionary/dhamma/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"buddhist quotes about patience","Patience","quote / practical application","0","1","0%","18","https://echobuddha.com/quotes/patience/ (inference; query x page not supplied)","https://echobuddha.com/articles/three-ways-to-practice-patience/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"what is a dhamma","Dhamma","definition","0","1","0%","19","https://echobuddha.com/learn/buddhist-dictionary/dhamma/ (inference; query x page not supplied)","https://echobuddha.com/learn/buddhist-dictionary/dhamma/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"what is a sangha in buddhism","Sangha","definition / foundation","0","1","0%","19","https://echobuddha.com/articles/what-is-sangha-buddhist-community/ (inference; query x page not supplied)","https://echobuddha.com/articles/what-is-sangha-buddhist-community/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"buddha on awareness","Other visible queries","mixed / insufficient","0","1","0%","21","Not derivable (inference; query x page not supplied)","https://echobuddha.com/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"greed hatred delusion","Other visible queries","mixed / insufficient","0","1","0%","21","Not derivable (inference; query x page not supplied)","https://echobuddha.com/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"what are the three poisons","Three Poisons","foundation / explanation","0","1","0%","21","https://echobuddha.com/articles/three-poisons-buddhism-explained/ (inference; query x page not supplied)","https://echobuddha.com/articles/three-poisons-buddhism-explained/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"buddhism quotes on letting go","Letting Go / Non-Attachment","quote / practical application","0","1","0%","22","https://echobuddha.com/quotes/letting-go/ (inference; query x page not supplied)","https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"ecom buddha","Other visible queries","mixed / insufficient","0","1","0%","30","Not derivable (inference; query x page not supplied)","https://echobuddha.com/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"letting go buddha detachment quotes","Letting Go / Non-Attachment","quote / practical application","0","1","0%","30","https://echobuddha.com/quotes/letting-go/ (inference; query x page not supplied)","https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"let it go buddha quotes","Quotes","quote discovery","0","1","0%","32","https://echobuddha.com/quotes/ (inference; query x page not supplied)","https://echobuddha.com/quotes/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"what is mindfulness in buddhism","Mindfulness","definition / practice","0","1","0%","33","https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/ (inference; query x page not supplied)","https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"dharma buddhism","Dhamma","definition","0","1","0%","34","https://echobuddha.com/learn/buddhist-dictionary/dhamma/ (inference; query x page not supplied)","https://echobuddha.com/learn/buddhist-dictionary/dhamma/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"the kindness echoes","Other visible queries","mixed / insufficient","0","1","0%","34","Not derivable (inference; query x page not supplied)","https://echobuddha.com/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"buddha quotes about patience","Patience","quote / practical application","0","1","0%","35","https://echobuddha.com/quotes/patience/ (inference; query x page not supplied)","https://echobuddha.com/articles/three-ways-to-practice-patience/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"beginner guide to buddhism","Beginner Buddhism","foundational learning","0","1","0%","36","https://echobuddha.com/learn/buddhism-for-beginners/ (inference; query x page not supplied)","https://echobuddha.com/learn/buddhism-for-beginners/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"mindfulness buddha quotes","Mindfulness","definition / practice","0","1","0%","36","https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/ (inference; query x page not supplied)","https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"quotes about meditation buddha","Meditation","practice","0","1","0%","36","https://echobuddha.com/meditation/ (inference; query x page not supplied)","https://echobuddha.com/meditation/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"buddha mindfulness quotes","Mindfulness","definition / practice","0","1","0%","37","https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/ (inference; query x page not supplied)","https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"buddha reflection","Other visible queries","mixed / insufficient","0","1","0%","37","Not derivable (inference; query x page not supplied)","https://echobuddha.com/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"buddhist teachings for beginners","Other visible queries","mixed / insufficient","0","1","0%","37","Not derivable (inference; query x page not supplied)","https://echobuddha.com/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"learning buddhism for beginners","Beginner Buddhism","foundational learning","0","1","0%","37","https://echobuddha.com/learn/buddhism-for-beginners/ (inference; query x page not supplied)","https://echobuddha.com/learn/buddhism-for-beginners/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"wise speech buddhism","Other visible queries","mixed / insufficient","0","1","0%","37","Not derivable (inference; query x page not supplied)","https://echobuddha.com/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"divisive speech buddhism","Other visible queries","mixed / insufficient","0","1","0%","38","Not derivable (inference; query x page not supplied)","https://echobuddha.com/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"what does compassion mean in buddhism","Compassion","teaching / quote","0","1","0%","38","https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/ (inference; query x page not supplied)","https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"wisdom in art","Other visible queries","mixed / insufficient","0","1","0%","43","Not derivable (inference; query x page not supplied)","https://echobuddha.com/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"ebuddha","Other visible queries","mixed / insufficient","0","1","0%","44","Not derivable (inference; query x page not supplied)","https://echobuddha.com/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"why is compassion important in buddhism","Compassion","teaching / quote","0","1","0%","44","https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/ (inference; query x page not supplied)","https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"beginning buddhism","Other visible queries","mixed / insufficient","0","1","0%","45","Not derivable (inference; query x page not supplied)","https://echobuddha.com/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"the middle way in buddhism","Other visible queries","mixed / insufficient","0","1","0%","46","Not derivable (inference; query x page not supplied)","https://echobuddha.com/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"the middle way of buddhism","Other visible queries","mixed / insufficient","0","1","0%","46","Not derivable (inference; query x page not supplied)","https://echobuddha.com/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"what is the middle way","Other visible queries","mixed / insufficient","0","1","0%","46","Not derivable (inference; query x page not supplied)","https://echobuddha.com/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"what is sutta","Sutta","source / dictionary","0","1","0%","47","https://echobuddha.com/learn/sutta-for-daily-life/ (inference; query x page not supplied)","https://echobuddha.com/learn/sutta-for-daily-life/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"buddhism and compassion","Compassion","teaching / quote","0","1","0%","48","https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/ (inference; query x page not supplied)","https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"buddhism compassion","Compassion","teaching / quote","0","1","0%","49","https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/ (inference; query x page not supplied)","https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"buddhist definition of compassion","Compassion","teaching / quote","0","1","0%","49","https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/ (inference; query x page not supplied)","https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"patience buddha quotes","Patience","quote / practical application","0","1","0%","49","https://echobuddha.com/quotes/patience/ (inference; query x page not supplied)","https://echobuddha.com/articles/three-ways-to-practice-patience/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"practicing buddhism for beginners","Beginner Buddhism","foundational learning","0","1","0%","49","https://echobuddha.com/learn/buddhism-for-beginners/ (inference; query x page not supplied)","https://echobuddha.com/learn/buddhism-for-beginners/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"what is the middle way buddhism","Other visible queries","mixed / insufficient","0","1","0%","50","Not derivable (inference; query x page not supplied)","https://echobuddha.com/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
