URL,family,Search protection,shortest path from homepage,shortest path from relevant hub,internal inlinks,orphan?,UX assessment,remediation
https://echobuddha.com/quotes/awareness/acceptance-before-next-step/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/awareness/anger-asks-for-speed-awareness-asks-for-one-more/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,17,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/awareness/awareness-does-not-remove-the-storm-it-keeps-you/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/awareness/clear-seeing-begins-with-the-courage-to-stop-looking/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/awareness/feelings-are-honest-about-their-presence-not-always-about/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/awareness/feelings-without-the-wheel/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/awareness/,QUOTE_TOPIC,SEO_P1_HIGH,2,1,37,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/awareness/look-beneath-the-reaction-and-you-may-find-a/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/awareness/name-the-feeling-gently-and-it-may-stop-speaking/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,17,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/awareness/notice-the-habit-before-trying-to-become-someone-without/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/awareness/one-breath-before-anger-replies/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/awareness/small-acts-of-attention-can-turn-an-ordinary-day/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,17,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/awareness/the-body-often-knows-you-are-overwhelmed-before-the/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,5,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/awareness/thoughts-are-visitors/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/awareness/thoughts-pass-without-commanding-you/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/awareness/what-you-can-observe-clearly-no-longer-controls-you/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/awareness/when-the-mind-tightens-let-the-body-be-your/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/compassion/a-gentle-response-can-end-suffering-that-anger-would/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/compassion/before-judging-another-life-remember-how-much-of-your/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,5,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/compassion/compassion-asks-what-hurts-before-it-asks-who-is/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/compassion/compassion-grows-where-judgment-loosens-its-grip/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,17,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/compassion/compassion-sees-pain-clearly/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/compassion/gentle-self-compassion/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/compassion/,QUOTE_TOPIC,SEO_P1_HIGH,2,1,36,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/compassion/kindness-does-not-need-an-audience-to-become-meaningful/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,17,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/compassion/let-kindness-be-the-echo-you-leave-in-every/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,17,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/compassion/let-your-boundaries-be-clear-and-your-heart-remain/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/compassion/loving-kindness-without-harm/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/compassion/offer-others-the-patience-you-hope-to-receive-on/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/compassion/small-kindnesses-often-reach-places-that-advice-cannot/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/compassion/the-heart-becomes-spacious-each-time-it-chooses-care/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/compassion/to-understand-someone-is-not-to-excuse-harm-it/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/compassion/when-you-cannot-remove-anothers-burden-do-not-add/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/impermanence/acceptance-begins-where-the-argument-with-change-ends/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/impermanence/because-this-moment-will-pass-meet-it-while-it/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,13,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/impermanence/change-is-how-life-continues/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/impermanence/change-takes-nothing-personally-it-simply-continues/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,5,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/impermanence/everything-changes-including-the-part-of-you-that-fears/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,13,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/impermanence/hold-each-day-carefully-knowing-it-cannot-be-held/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/impermanence/,QUOTE_TOPIC,SEO_P2_EMERGING,2,1,32,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/impermanence/meet-change-softly/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/impermanence/no-season-is-asked-to-remain-in-order-to/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/impermanence/the-fading-flower-does-not-make-its-blooming-less/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,13,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/impermanence/the-passing-of-joy-teaches-gratitude-the-passing-of/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/impermanence/todays-certainty-may-become-tomorrows-lesson-in-humility/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/impermanence/what-changes-is-not-always-lost-sometimes-it-is/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/,QUOTE_HUB,SEO_P1_HIGH,1,0,335,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/letting-go/an-open-hand-can-care-for-what-a-clenched/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/letting-go/caring-without-clinging/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/letting-go/forgiveness-without-approving-harm/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/letting-go/freedom-often-sounds-like-the-quiet-end-of-an/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/letting-go/,QUOTE_TOPIC,SEO_P0_CRITICAL,2,1,38,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/letting-go/let-the-feeling-pass-through-without-building-it-a/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/letting-go/letting-go-begins-by-admitting-how-tightly-you-are/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,24,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/letting-go/open-hands-non-attachment/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/letting-go/peace-enters-when-control-is-no-longer-the-price/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,3,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/letting-go/release-the-need-to-replay-what-can-no-longer/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,24,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/letting-go/release-the-outcome-but-keep-the-care-you-bring/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/letting-go/soften-around-stress/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/letting-go/what-leaves-your-life-may-still-leave-wisdom-behind/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/letting-go/where-attachment-begins/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/letting-go/you-can-honor-the-past-without-asking-it-to/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,5,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/letting-go/you-do-not-betray-a-memory-by-allowing-yourself/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/letting-go/you-do-not-need-to-carry-every-thought-that/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,24,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/meditation/a-short-sincere-practice-can-steady-a-long-and/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/meditation/do-not-search-meditation-for-a-special-self-notice/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/meditation/every-return-from-distraction-strengthens-the-path-home/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/meditation/few-quiet-minutes/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/meditation/follow-the-breath-lightly-as-you-would-listen-to/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/meditation/,QUOTE_TOPIC,SEO_P1_HIGH,2,1,38,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/meditation/meditation-is-not-leaving-life-it-is-learning-how/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,24,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/meditation/meditation-is-returning/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/meditation/one-honest-breath/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,3,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/meditation/silence-is-not-empty-when-the-heart-is-listening/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,24,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/meditation/sit-with-the-day-as-it-is-before-asking/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/meditation/sit-without-demanding-silence-and-the-mind-will-teach/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,24,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/meditation/the-bell-fades-but-careful-listening-can-continue/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/meditation/the-cushion-is-a-place-to-practice-returning-not/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,5,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/meditation/when-stillness-feels-impossible-begin-by-noticing-the-restlessness/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/mindfulness/a-peaceful-mind-begins-with-one-honest-breath/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,23,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/mindfulness/a-wandering-mind-is-not-a-failed-mind-it/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/mindfulness/awareness-begins-when-hurry-loosens-its-hold/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/mindfulness/begin-the-day-with-awareness/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/mindfulness/give-one-ordinary-task-the-dignity-of-your-full/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/mindfulness/gratitude-notices-enough/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/mindfulness/ground-yourself-gently/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/mindfulness/,QUOTE_TOPIC,SEO_P1_HIGH,2,1,42,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/mindfulness/listen-before-answering/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/mindfulness/listen-to-the-moment-before-filling-it-with-your/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/mindfulness/notice-what-is-here-before-deciding-what-it-means/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,5,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/mindfulness/one-mindful-pause-can-change-the-direction-of-an/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/mindfulness/peace-begins-with-attention/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/mindfulness/peace-grows-when-attention-stops-running-ahead-of-the/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,23,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/mindfulness/present-moment-one-step/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,3,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/mindfulness/return-to-the-breath-before-you-return-to-the/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,23,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/mindfulness/the-more-clearly-you-notice-life-the-less-carelessly/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/mindfulness/the-present-moment-asks-for-your-attention-not-your/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/patience/a-difficult-moment-becomes-heavier-when-we-demand-that/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/patience/be-patient-with-the-part-of-you-that-is/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/patience/family-kindness-and-patience/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,3,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/patience/growth-is-quiet-work-often-invisible-until-the-season/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/patience/,QUOTE_TOPIC,SEO_P1_HIGH,2,1,31,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/patience/not-every-delay-is-an-obstacle-some-are-invitations/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,14,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/patience/patience-is-the-strength-to-remain-present-while-life/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,14,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/patience/patience-makes-room-for-truth-to-arrive-without-force/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/patience/patience-softens-the-wait/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/patience/some-answers-become-clear-only-after-the-mind-stops/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/patience/stay-gentle-with-beginnings-they-are-carrying-more-than/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/patience/the-path-unfolds-at-the-pace-of-sincere-practice/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/patience/wait-long-enough-for-the-first-reaction-to-become/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,5,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/patience/when-anger-rises-pause-long-enough-to-see-the/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,14,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/practice/a-peaceful-life-is-built-from-peaceful-moments-practiced/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/practice/begin-with-what-is-possible-then-return-tomorrow/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/practice/bring-the-teaching-into-the-place-where-you-are/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/practice/daily-practice-turns-understanding-from-an-idea-into-a/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/practice/do-not-wait-to-feel-ready-before-choosing-what/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/practice/eightfold-path-daily-choices/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,3,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/practice/,QUOTE_TOPIC,SEO_P1_HIGH,2,1,50,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/practice/mindfulness-at-work-breath/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,3,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/practice/practice-becomes-real-when-it-enters-your-speech-and/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,23,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/practice/right-intention-turns-the-heart/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,5,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/practice/small-actions-shape-the-mind/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,5,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/practice/the-path-is-not-far-away-it-is-the/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,23,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/practice/the-path-is-shaped-by-what-you-repeat-when/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/practice/the-smallest-wholesome-action-is-larger-than-the-finest/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,5,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/practice/walk-slowly-enough-to-notice-where-your-life-is/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,23,NO,REASONABLE_DISCOVERABILITY,NONE
https://echobuddha.com/quotes/practice/your-next-response-is-always-part-of-the-path/,QUOTE_STORY_USER_ONLY,SEO_UNKNOWN_OR_USER_ONLY,2,1,2,NO,REASONABLE_DISCOVERABILITY,NONE
