URL,family,internal destinations,parent/hub available,meaningful continuation,dead end?,severity,remediation,status
https://echobuddha.com/quotes/letting-go/an-open-hand-can-care-for-what-a-clenched/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/letting-go/caring-without-clinging/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/letting-go/forgiveness-without-approving-harm/,QUOTE_STORY_USER_ONLY,29,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/letting-go/freedom-often-sounds-like-the-quiet-end-of-an/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/letting-go/,QUOTE_TOPIC,52,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/letting-go/let-the-feeling-pass-through-without-building-it-a/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/letting-go/letting-go-begins-by-admitting-how-tightly-you-are/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/letting-go/open-hands-non-attachment/,QUOTE_STORY_USER_ONLY,30,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/letting-go/peace-enters-when-control-is-no-longer-the-price/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/letting-go/release-the-need-to-replay-what-can-no-longer/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/letting-go/release-the-outcome-but-keep-the-care-you-bring/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/letting-go/soften-around-stress/,QUOTE_STORY_USER_ONLY,29,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/letting-go/what-leaves-your-life-may-still-leave-wisdom-behind/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/letting-go/where-attachment-begins/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/letting-go/you-can-honor-the-past-without-asking-it-to/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/letting-go/you-do-not-betray-a-memory-by-allowing-yourself/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/letting-go/you-do-not-need-to-carry-every-thought-that/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/meditation/a-short-sincere-practice-can-steady-a-long-and/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/meditation/do-not-search-meditation-for-a-special-self-notice/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/meditation/every-return-from-distraction-strengthens-the-path-home/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/meditation/few-quiet-minutes/,QUOTE_STORY_USER_ONLY,29,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/meditation/follow-the-breath-lightly-as-you-would-listen-to/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/meditation/,QUOTE_TOPIC,50,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/meditation/meditation-is-not-leaving-life-it-is-learning-how/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/meditation/meditation-is-returning/,QUOTE_STORY_USER_ONLY,30,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/meditation/one-honest-breath/,QUOTE_STORY_USER_ONLY,29,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/meditation/silence-is-not-empty-when-the-heart-is-listening/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/meditation/sit-with-the-day-as-it-is-before-asking/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/meditation/sit-without-demanding-silence-and-the-mind-will-teach/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/meditation/the-bell-fades-but-careful-listening-can-continue/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/meditation/the-cushion-is-a-place-to-practice-returning-not/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/meditation/when-stillness-feels-impossible-begin-by-noticing-the-restlessness/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/mindfulness/a-peaceful-mind-begins-with-one-honest-breath/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/mindfulness/a-wandering-mind-is-not-a-failed-mind-it/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/mindfulness/awareness-begins-when-hurry-loosens-its-hold/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/mindfulness/begin-the-day-with-awareness/,QUOTE_STORY_USER_ONLY,29,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/mindfulness/give-one-ordinary-task-the-dignity-of-your-full/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/mindfulness/gratitude-notices-enough/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/mindfulness/ground-yourself-gently/,QUOTE_STORY_USER_ONLY,29,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/mindfulness/,QUOTE_TOPIC,54,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/mindfulness/listen-before-answering/,QUOTE_STORY_USER_ONLY,29,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/mindfulness/listen-to-the-moment-before-filling-it-with-your/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/mindfulness/notice-what-is-here-before-deciding-what-it-means/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/mindfulness/one-mindful-pause-can-change-the-direction-of-an/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/mindfulness/peace-begins-with-attention/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/mindfulness/peace-grows-when-attention-stops-running-ahead-of-the/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/mindfulness/present-moment-one-step/,QUOTE_STORY_USER_ONLY,29,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/mindfulness/return-to-the-breath-before-you-return-to-the/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/mindfulness/the-more-clearly-you-notice-life-the-less-carelessly/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/mindfulness/the-present-moment-asks-for-your-attention-not-your/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/patience/a-difficult-moment-becomes-heavier-when-we-demand-that/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/patience/be-patient-with-the-part-of-you-that-is/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/patience/family-kindness-and-patience/,QUOTE_STORY_USER_ONLY,29,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/patience/growth-is-quiet-work-often-invisible-until-the-season/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/patience/,QUOTE_TOPIC,51,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/patience/not-every-delay-is-an-obstacle-some-are-invitations/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/patience/patience-is-the-strength-to-remain-present-while-life/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/patience/patience-makes-room-for-truth-to-arrive-without-force/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/patience/patience-softens-the-wait/,QUOTE_STORY_USER_ONLY,29,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/patience/some-answers-become-clear-only-after-the-mind-stops/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/patience/stay-gentle-with-beginnings-they-are-carrying-more-than/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/patience/the-path-unfolds-at-the-pace-of-sincere-practice/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/patience/wait-long-enough-for-the-first-reaction-to-become/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/patience/when-anger-rises-pause-long-enough-to-see-the/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/practice/a-peaceful-life-is-built-from-peaceful-moments-practiced/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/practice/begin-with-what-is-possible-then-return-tomorrow/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/practice/bring-the-teaching-into-the-place-where-you-are/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/practice/daily-practice-turns-understanding-from-an-idea-into-a/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/practice/do-not-wait-to-feel-ready-before-choosing-what/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/practice/eightfold-path-daily-choices/,QUOTE_STORY_USER_ONLY,30,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/practice/,QUOTE_TOPIC,51,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/practice/mindfulness-at-work-breath/,QUOTE_STORY_USER_ONLY,30,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/practice/practice-becomes-real-when-it-enters-your-speech-and/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/practice/right-intention-turns-the-heart/,QUOTE_STORY_USER_ONLY,29,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/practice/small-actions-shape-the-mind/,QUOTE_STORY_USER_ONLY,30,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/practice/the-path-is-not-far-away-it-is-the/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/practice/the-path-is-shaped-by-what-you-repeat-when/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/practice/the-smallest-wholesome-action-is-larger-than-the-finest/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/practice/walk-slowly-enough-to-notice-where-your-life-is/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/practice/your-next-response-is-always-part-of-the-path/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/renewal/a-mistake-becomes-a-teacher-when-honesty-enters-the/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/renewal/a-new-direction-can-start-with-one-different-choice/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/renewal/begin-again-gently-the-breath-is-always-willing/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/renewal/begin-again-without-shame/,QUOTE_STORY_USER_ONLY,29,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/renewal/begin-again-without-turning-yesterday-into-a-sentence/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/renewal/do-not-confuse-an-old-pattern-with-an-unchangeable/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/renewal/each-conscious-breath-is-a-small-vote-for-beginning/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/renewal/evening-release-reflection/,QUOTE_STORY_USER_ONLY,29,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/renewal/gentle-hope-keeps-walking/,QUOTE_STORY_USER_ONLY,29,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/renewal/hope-can-be-quiet-and-still-keep-walking/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/renewal/,QUOTE_TOPIC,52,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/renewal/morning-is-not-the-only-time-a-life-can/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/renewal/one-calm-morning-intention/,QUOTE_STORY_USER_ONLY,29,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/renewal/repair-what-you-can-forgive-what-you-cannot-redo/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/renewal/the-path-welcomes-your-return-more-often-than-pride/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/renewal/you-are-allowed-to-learn-slowly-and-still-be/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/wisdom/a-clear-mind-can-hold-two-truths-without-rushing/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/wisdom/a-useful-truth-is-carried-with-humility-not-used/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/wisdom/contentment-with-what-is-here/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/wisdom/difficult-people-and-boundaries/,QUOTE_STORY_USER_ONLY,30,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/wisdom/,QUOTE_TOPIC,56,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/wisdom/karma-begins-in-intention/,QUOTE_STORY_USER_ONLY,30,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/wisdom/knowing-when-not-to-speak-is-also-a-form/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/wisdom/learn-from-discomfort-without-turning-suffering-into-an-identity/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/wisdom/right-speech-with-kindness/,QUOTE_STORY_USER_ONLY,29,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/wisdom/see-the-conditions-behind-an-action-and-blame-may/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/wisdom/simplicity-clears-the-room/,QUOTE_STORY_USER_ONLY,29,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/wisdom/the-lesson-repeats-until-attention-replaces-habit/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/wisdom/the-wise-heart-changes-course-when-clearer-seeing-arrives/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/wisdom/understanding-suffering-honestly/,QUOTE_STORY_USER_ONLY,29,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/wisdom/what-feels-urgent-is-not-always-what-matters-most/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/wisdom/wisdom-is-less-interested-in-winning-than-in-ending/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/wisdom/wisdom-is-the-art-of-meeting-life-without-adding/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/wisdom/wisdom-sees-clearly/,QUOTE_STORY_USER_ONLY,29,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/wisdom/wisdom-sees-the-whole-fire-not-only-the-spark/,QUOTE_STORY_USER_ONLY,28,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/quotes/wisdom/wise-silence/,QUOTE_STORY_USER_ONLY,29,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/search/,UTILITY_OR_LEGAL,24,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/start-here/,UTILITY_OR_LEGAL,35,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/terms-of-use/,UTILITY_OR_LEGAL,19,YES,YES,NO,NONE,NONE,PASS
https://echobuddha.com/tools/,UTILITY_OR_LEGAL,33,YES,YES,NO,NONE,NONE,PASS
