URL,intended_state,predeploy_status,postdeploy_status,predeploy_canonical,postdeploy_canonical,predeploy_robots,postdeploy_robots,predeploy_sitemap,postdeploy_sitemap,material_change,classification
https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/,https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/learn/buddhism-101/the-four-noble-truths-explained/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/learn/buddhism-101/the-four-noble-truths-explained/,https://echobuddha.com/learn/buddhism-101/the-four-noble-truths-explained/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/learn/buddhism-101/the-noble-eightfold-path-explained/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/learn/buddhism-101/the-noble-eightfold-path-explained/,https://echobuddha.com/learn/buddhism-101/the-noble-eightfold-path-explained/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/learn/buddhism-101/threefold-training-sila-samadhi-panna/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/learn/buddhism-101/threefold-training-sila-samadhi-panna/,https://echobuddha.com/learn/buddhism-101/threefold-training-sila-samadhi-panna/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/learn/buddhism-101/who-was-the-buddha/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/learn/buddhism-101/who-was-the-buddha/,https://echobuddha.com/learn/buddhism-101/who-was-the-buddha/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/learn/buddhism-for-beginners/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/learn/buddhism-for-beginners/,https://echobuddha.com/learn/buddhism-for-beginners/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/learn/buddhist-dictionary/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/learn/buddhist-dictionary/,https://echobuddha.com/learn/buddhist-dictionary/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/learn/buddhist-dictionary/anatta/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/learn/buddhist-dictionary/anatta/,https://echobuddha.com/learn/buddhist-dictionary/anatta/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/learn/buddhist-dictionary/anicca/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/learn/buddhist-dictionary/anicca/,https://echobuddha.com/learn/buddhist-dictionary/anicca/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/learn/buddhist-dictionary/compassion/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/learn/buddhist-dictionary/compassion/,https://echobuddha.com/learn/buddhist-dictionary/compassion/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/learn/buddhist-dictionary/dhamma/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/learn/buddhist-dictionary/dhamma/,https://echobuddha.com/learn/buddhist-dictionary/dhamma/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/learn/buddhist-dictionary/dukkha/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/learn/buddhist-dictionary/dukkha/,https://echobuddha.com/learn/buddhist-dictionary/dukkha/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/learn/buddhist-dictionary/karma/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/learn/buddhist-dictionary/karma/,https://echobuddha.com/learn/buddhist-dictionary/karma/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/learn/buddhist-dictionary/karuna/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/learn/buddhist-dictionary/karuna/,https://echobuddha.com/learn/buddhist-dictionary/karuna/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/learn/buddhist-dictionary/metta/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/learn/buddhist-dictionary/metta/,https://echobuddha.com/learn/buddhist-dictionary/metta/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/learn/buddhist-dictionary/nirvana/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/learn/buddhist-dictionary/nirvana/,https://echobuddha.com/learn/buddhist-dictionary/nirvana/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/learn/buddhist-dictionary/pali-canon/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/learn/buddhist-dictionary/pali-canon/,https://echobuddha.com/learn/buddhist-dictionary/pali-canon/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/learn/buddhist-dictionary/sangha/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/learn/buddhist-dictionary/sangha/,https://echobuddha.com/learn/buddhist-dictionary/sangha/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/learn/buddhist-dictionary/sati/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/learn/buddhist-dictionary/sati/,https://echobuddha.com/learn/buddhist-dictionary/sati/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/learn/buddhist-dictionary/sutta/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/learn/buddhist-dictionary/sutta/,https://echobuddha.com/learn/buddhist-dictionary/sutta/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/learn/buddhist-resources/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/learn/buddhist-resources/,https://echobuddha.com/learn/buddhist-resources/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/learn/dhammapada-reflections/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/learn/dhammapada-reflections/,https://echobuddha.com/learn/dhammapada-reflections/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/learn/dhammapada-reflections/avoid-evil-do-good-purify-the-mind/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/learn/dhammapada-reflections/avoid-evil-do-good-purify-the-mind/,https://echobuddha.com/learn/dhammapada-reflections/avoid-evil-do-good-purify-the-mind/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/learn/dhammapada-reflections/better-than-a-thousand-empty-words/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/learn/dhammapada-reflections/better-than-a-thousand-empty-words/,https://echobuddha.com/learn/dhammapada-reflections/better-than-a-thousand-empty-words/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/,https://echobuddha.com/learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/learn/dhammapada-reflections/peace-comes-from-a-trained-mind/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/learn/dhammapada-reflections/peace-comes-from-a-trained-mind/,https://echobuddha.com/learn/dhammapada-reflections/peace-comes-from-a-trained-mind/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/learn/dhammapada-reflections/the-mind-leads-all-things/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/learn/dhammapada-reflections/the-mind-leads-all-things/,https://echobuddha.com/learn/dhammapada-reflections/the-mind-leads-all-things/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/learn/eightfold-path/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/learn/eightfold-path/,https://echobuddha.com/learn/eightfold-path/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/learn/four-noble-truths/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/learn/four-noble-truths/,https://echobuddha.com/learn/four-noble-truths/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/learn/questions-about-buddhism/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/learn/questions-about-buddhism/,https://echobuddha.com/learn/questions-about-buddhism/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/learn/sutta-for-daily-life/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/learn/sutta-for-daily-life/,https://echobuddha.com/learn/sutta-for-daily-life/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/learn/sutta-for-daily-life/buddhas-teaching-on-patience/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/learn/sutta-for-daily-life/buddhas-teaching-on-patience/,https://echobuddha.com/learn/sutta-for-daily-life/buddhas-teaching-on-patience/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/learn/sutta-for-daily-life/dhammacakkappavattana-sutta-four-noble-truths/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/learn/sutta-for-daily-life/dhammacakkappavattana-sutta-four-noble-truths/,https://echobuddha.com/learn/sutta-for-daily-life/dhammacakkappavattana-sutta-four-noble-truths/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/learn/sutta-for-daily-life/how-to-read-a-buddhist-sutta/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/learn/sutta-for-daily-life/how-to-read-a-buddhist-sutta/,https://echobuddha.com/learn/sutta-for-daily-life/how-to-read-a-buddhist-sutta/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/learn/sutta-for-daily-life/kalama-sutta-and-wise-thinking/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/learn/sutta-for-daily-life/kalama-sutta-and-wise-thinking/,https://echobuddha.com/learn/sutta-for-daily-life/kalama-sutta-and-wise-thinking/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/learn/sutta-for-daily-life/magga-vibhanga-sutta-eightfold-path/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/learn/sutta-for-daily-life/magga-vibhanga-sutta-eightfold-path/,https://echobuddha.com/learn/sutta-for-daily-life/magga-vibhanga-sutta-eightfold-path/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/learn/sutta-for-daily-life/metta-sutta-explained-for-daily-life/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/learn/sutta-for-daily-life/metta-sutta-explained-for-daily-life/,https://echobuddha.com/learn/sutta-for-daily-life/metta-sutta-explained-for-daily-life/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/learn/sutta-for-daily-life/mindfulness-of-breathing-explained-simply/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/learn/sutta-for-daily-life/mindfulness-of-breathing-explained-simply/,https://echobuddha.com/learn/sutta-for-daily-life/mindfulness-of-breathing-explained-simply/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/learn/sutta-for-daily-life/right-speech-in-daily-life/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/learn/sutta-for-daily-life/right-speech-in-daily-life/,https://echobuddha.com/learn/sutta-for-daily-life/right-speech-in-daily-life/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/meditation-guide/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/meditation-guide/,https://echobuddha.com/meditation-guide/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/meditation-safety/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/meditation-safety/,https://echobuddha.com/meditation-safety/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/meditation/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/meditation/,https://echobuddha.com/meditation/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/meditation/10-minute-meditation-practice/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/meditation/10-minute-meditation-practice/,https://echobuddha.com/meditation/10-minute-meditation-practice/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/meditation/5-minute-meditation-practice/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/meditation/5-minute-meditation-practice/,https://echobuddha.com/meditation/5-minute-meditation-practice/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/meditation/breathing-meditation/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/meditation/breathing-meditation/,https://echobuddha.com/meditation/breathing-meditation/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/meditation/loving-kindness-meditation/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/meditation/loving-kindness-meditation/,https://echobuddha.com/meditation/loving-kindness-meditation/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/meditation/meditation-for-beginners/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/meditation/meditation-for-beginners/,https://echobuddha.com/meditation/meditation-for-beginners/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/meditation/meditation-posture-for-beginners/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/meditation/meditation-posture-for-beginners/,https://echobuddha.com/meditation/meditation-posture-for-beginners/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/meditation/mindfulness-in-daily-life/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/meditation/mindfulness-in-daily-life/,https://echobuddha.com/meditation/mindfulness-in-daily-life/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/meditation/walking-meditation/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/meditation/walking-meditation/,https://echobuddha.com/meditation/walking-meditation/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/meditation/when-meditation-feels-hard/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/meditation/when-meditation-feels-hard/,https://echobuddha.com/meditation/when-meditation-feels-hard/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/mindful-living/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/mindful-living/,https://echobuddha.com/mindful-living/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/privacy-policy/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/privacy-policy/,https://echobuddha.com/privacy-policy/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/quote-attribution-policy/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/quote-attribution-policy/,https://echobuddha.com/quote-attribution-policy/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/quotes/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/quotes/,https://echobuddha.com/quotes/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/quotes/awareness/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/quotes/awareness/,https://echobuddha.com/quotes/awareness/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/quotes/awareness/acceptance-before-next-step/,NOINDEX_USER_PAGE_200,200,200,https://echobuddha.com/quotes/awareness/acceptance-before-next-step/,https://echobuddha.com/quotes/awareness/acceptance-before-next-step/,"index, follow","noindex, follow",YES,NO,YES,EXPECTED
https://echobuddha.com/quotes/awareness/anger-asks-for-speed-awareness-asks-for-one-more/,NOINDEX_USER_PAGE_200,200,200,https://echobuddha.com/quotes/awareness/anger-asks-for-speed-awareness-asks-for-one-more/,https://echobuddha.com/quotes/awareness/anger-asks-for-speed-awareness-asks-for-one-more/,"noindex, follow","noindex, follow",NO,NO,NO,EXPECTED
https://echobuddha.com/quotes/awareness/awareness-does-not-remove-the-storm-it-keeps-you/,NOINDEX_USER_PAGE_200,200,200,https://echobuddha.com/quotes/awareness/awareness-does-not-remove-the-storm-it-keeps-you/,https://echobuddha.com/quotes/awareness/awareness-does-not-remove-the-storm-it-keeps-you/,"noindex, follow","noindex, follow",NO,NO,NO,EXPECTED
https://echobuddha.com/quotes/awareness/clear-seeing-begins-with-the-courage-to-stop-looking/,NOINDEX_USER_PAGE_200,200,200,https://echobuddha.com/quotes/awareness/clear-seeing-begins-with-the-courage-to-stop-looking/,https://echobuddha.com/quotes/awareness/clear-seeing-begins-with-the-courage-to-stop-looking/,"noindex, follow","noindex, follow",NO,NO,NO,EXPECTED
https://echobuddha.com/quotes/awareness/feelings-are-honest-about-their-presence-not-always-about/,NOINDEX_USER_PAGE_200,200,200,https://echobuddha.com/quotes/awareness/feelings-are-honest-about-their-presence-not-always-about/,https://echobuddha.com/quotes/awareness/feelings-are-honest-about-their-presence-not-always-about/,"noindex, follow","noindex, follow",NO,NO,NO,EXPECTED
https://echobuddha.com/quotes/awareness/feelings-without-the-wheel/,NOINDEX_USER_PAGE_200,200,200,https://echobuddha.com/quotes/awareness/feelings-without-the-wheel/,https://echobuddha.com/quotes/awareness/feelings-without-the-wheel/,"index, follow","noindex, follow",YES,NO,YES,EXPECTED
https://echobuddha.com/quotes/awareness/look-beneath-the-reaction-and-you-may-find-a/,NOINDEX_USER_PAGE_200,200,200,https://echobuddha.com/quotes/awareness/look-beneath-the-reaction-and-you-may-find-a/,https://echobuddha.com/quotes/awareness/look-beneath-the-reaction-and-you-may-find-a/,"noindex, follow","noindex, follow",NO,NO,NO,EXPECTED
https://echobuddha.com/quotes/awareness/name-the-feeling-gently-and-it-may-stop-speaking/,NOINDEX_USER_PAGE_200,200,200,https://echobuddha.com/quotes/awareness/name-the-feeling-gently-and-it-may-stop-speaking/,https://echobuddha.com/quotes/awareness/name-the-feeling-gently-and-it-may-stop-speaking/,"noindex, follow","noindex, follow",NO,NO,NO,EXPECTED
https://echobuddha.com/quotes/awareness/notice-the-habit-before-trying-to-become-someone-without/,NOINDEX_USER_PAGE_200,200,200,https://echobuddha.com/quotes/awareness/notice-the-habit-before-trying-to-become-someone-without/,https://echobuddha.com/quotes/awareness/notice-the-habit-before-trying-to-become-someone-without/,"noindex, follow","noindex, follow",NO,NO,NO,EXPECTED
https://echobuddha.com/quotes/awareness/one-breath-before-anger-replies/,NOINDEX_USER_PAGE_200,200,200,https://echobuddha.com/quotes/awareness/one-breath-before-anger-replies/,https://echobuddha.com/quotes/awareness/one-breath-before-anger-replies/,"index, follow","noindex, follow",YES,NO,YES,EXPECTED
https://echobuddha.com/quotes/awareness/small-acts-of-attention-can-turn-an-ordinary-day/,NOINDEX_USER_PAGE_200,200,200,https://echobuddha.com/quotes/awareness/small-acts-of-attention-can-turn-an-ordinary-day/,https://echobuddha.com/quotes/awareness/small-acts-of-attention-can-turn-an-ordinary-day/,"noindex, follow","noindex, follow",NO,NO,NO,EXPECTED
https://echobuddha.com/quotes/awareness/the-body-often-knows-you-are-overwhelmed-before-the/,NOINDEX_USER_PAGE_200,200,200,https://echobuddha.com/quotes/awareness/the-body-often-knows-you-are-overwhelmed-before-the/,https://echobuddha.com/quotes/awareness/the-body-often-knows-you-are-overwhelmed-before-the/,"noindex, follow","noindex, follow",NO,NO,NO,EXPECTED
https://echobuddha.com/quotes/awareness/thoughts-are-visitors/,NOINDEX_USER_PAGE_200,200,200,https://echobuddha.com/quotes/awareness/thoughts-are-visitors/,https://echobuddha.com/quotes/awareness/thoughts-are-visitors/,"index, follow","noindex, follow",YES,NO,YES,EXPECTED
https://echobuddha.com/quotes/awareness/thoughts-pass-without-commanding-you/,NOINDEX_USER_PAGE_200,200,200,https://echobuddha.com/quotes/awareness/thoughts-pass-without-commanding-you/,https://echobuddha.com/quotes/awareness/thoughts-pass-without-commanding-you/,"index, follow","noindex, follow",YES,NO,YES,EXPECTED
https://echobuddha.com/quotes/awareness/what-you-can-observe-clearly-no-longer-controls-you/,NOINDEX_USER_PAGE_200,200,200,https://echobuddha.com/quotes/awareness/what-you-can-observe-clearly-no-longer-controls-you/,https://echobuddha.com/quotes/awareness/what-you-can-observe-clearly-no-longer-controls-you/,"noindex, follow","noindex, follow",NO,NO,NO,EXPECTED
https://echobuddha.com/quotes/awareness/when-the-mind-tightens-let-the-body-be-your/,NOINDEX_USER_PAGE_200,200,200,https://echobuddha.com/quotes/awareness/when-the-mind-tightens-let-the-body-be-your/,https://echobuddha.com/quotes/awareness/when-the-mind-tightens-let-the-body-be-your/,"noindex, follow","noindex, follow",NO,NO,NO,EXPECTED
https://echobuddha.com/quotes/compassion/,INDEXABLE_CANONICAL_200,200,200,https://echobuddha.com/quotes/compassion/,https://echobuddha.com/quotes/compassion/,"index, follow","index, follow",YES,YES,NO,EXPECTED
https://echobuddha.com/quotes/compassion/a-gentle-response-can-end-suffering-that-anger-would/,NOINDEX_USER_PAGE_200,200,200,https://echobuddha.com/quotes/compassion/a-gentle-response-can-end-suffering-that-anger-would/,https://echobuddha.com/quotes/compassion/a-gentle-response-can-end-suffering-that-anger-would/,"noindex, follow","noindex, follow",NO,NO,NO,EXPECTED
https://echobuddha.com/quotes/compassion/before-judging-another-life-remember-how-much-of-your/,NOINDEX_USER_PAGE_200,200,200,https://echobuddha.com/quotes/compassion/before-judging-another-life-remember-how-much-of-your/,https://echobuddha.com/quotes/compassion/before-judging-another-life-remember-how-much-of-your/,"noindex, follow","noindex, follow",NO,NO,NO,EXPECTED
https://echobuddha.com/quotes/compassion/compassion-asks-what-hurts-before-it-asks-who-is/,NOINDEX_USER_PAGE_200,200,200,https://echobuddha.com/quotes/compassion/compassion-asks-what-hurts-before-it-asks-who-is/,https://echobuddha.com/quotes/compassion/compassion-asks-what-hurts-before-it-asks-who-is/,"noindex, follow","noindex, follow",NO,NO,NO,EXPECTED
https://echobuddha.com/quotes/compassion/compassion-grows-where-judgment-loosens-its-grip/,NOINDEX_USER_PAGE_200,200,200,https://echobuddha.com/quotes/compassion/compassion-grows-where-judgment-loosens-its-grip/,https://echobuddha.com/quotes/compassion/compassion-grows-where-judgment-loosens-its-grip/,"noindex, follow","noindex, follow",NO,NO,NO,EXPECTED
https://echobuddha.com/quotes/compassion/compassion-sees-pain-clearly/,NOINDEX_USER_PAGE_200,200,200,https://echobuddha.com/quotes/compassion/compassion-sees-pain-clearly/,https://echobuddha.com/quotes/compassion/compassion-sees-pain-clearly/,"index, follow","noindex, follow",YES,NO,YES,EXPECTED
https://echobuddha.com/quotes/compassion/gentle-self-compassion/,NOINDEX_USER_PAGE_200,200,200,https://echobuddha.com/quotes/compassion/gentle-self-compassion/,https://echobuddha.com/quotes/compassion/gentle-self-compassion/,"index, follow","noindex, follow",YES,NO,YES,EXPECTED
https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/,NOINDEX_USER_PAGE_200,200,200,https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/,https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/,"index, follow","noindex, follow",YES,NO,YES,EXPECTED
https://echobuddha.com/quotes/compassion/kindness-does-not-need-an-audience-to-become-meaningful/,NOINDEX_USER_PAGE_200,200,200,https://echobuddha.com/quotes/compassion/kindness-does-not-need-an-audience-to-become-meaningful/,https://echobuddha.com/quotes/compassion/kindness-does-not-need-an-audience-to-become-meaningful/,"noindex, follow","noindex, follow",NO,NO,NO,EXPECTED
https://echobuddha.com/quotes/compassion/let-kindness-be-the-echo-you-leave-in-every/,NOINDEX_USER_PAGE_200,200,200,https://echobuddha.com/quotes/compassion/let-kindness-be-the-echo-you-leave-in-every/,https://echobuddha.com/quotes/compassion/let-kindness-be-the-echo-you-leave-in-every/,"noindex, follow","noindex, follow",NO,NO,NO,EXPECTED
https://echobuddha.com/quotes/compassion/let-your-boundaries-be-clear-and-your-heart-remain/,NOINDEX_USER_PAGE_200,200,200,https://echobuddha.com/quotes/compassion/let-your-boundaries-be-clear-and-your-heart-remain/,https://echobuddha.com/quotes/compassion/let-your-boundaries-be-clear-and-your-heart-remain/,"noindex, follow","noindex, follow",NO,NO,NO,EXPECTED
https://echobuddha.com/quotes/compassion/loving-kindness-without-harm/,NOINDEX_USER_PAGE_200,200,200,https://echobuddha.com/quotes/compassion/loving-kindness-without-harm/,https://echobuddha.com/quotes/compassion/loving-kindness-without-harm/,"index, follow","noindex, follow",YES,NO,YES,EXPECTED
https://echobuddha.com/quotes/compassion/offer-others-the-patience-you-hope-to-receive-on/,NOINDEX_USER_PAGE_200,200,200,https://echobuddha.com/quotes/compassion/offer-others-the-patience-you-hope-to-receive-on/,https://echobuddha.com/quotes/compassion/offer-others-the-patience-you-hope-to-receive-on/,"noindex, follow","noindex, follow",NO,NO,NO,EXPECTED
https://echobuddha.com/quotes/compassion/small-kindnesses-often-reach-places-that-advice-cannot/,NOINDEX_USER_PAGE_200,200,200,https://echobuddha.com/quotes/compassion/small-kindnesses-often-reach-places-that-advice-cannot/,https://echobuddha.com/quotes/compassion/small-kindnesses-often-reach-places-that-advice-cannot/,"noindex, follow","noindex, follow",NO,NO,NO,EXPECTED
