Route,URL,Page family,Historical route present?,Current route present?,Route drift,Current title,Current H1,Evidence
/404.html,https://echobuddha.com/404.html,error utility,Yes,Yes,NONE,Page Not Found | Echo Buddha,Page Not Found,Current dist build plus forensic a1cd457 isolated dist build
/learn/buddhism-101/right-livelihood-buddhism/,https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,learn,Yes,Yes,NONE,Right Livelihood in Buddhism: A Beginner's Guide to Ethical Work | Echo Buddha,Right Livelihood in Buddhism,Current dist build plus forensic a1cd457 isolated dist build
/learn/buddhism-101/the-four-noble-truths-explained/,https://echobuddha.com/learn/buddhism-101/the-four-noble-truths-explained/,learn,Yes,Yes,NONE,The Four Noble Truths Explained | Echo Buddha,The Four Noble Truths Explained,Current dist build plus forensic a1cd457 isolated dist build
/learn/buddhism-101/the-noble-eightfold-path-explained/,https://echobuddha.com/learn/buddhism-101/the-noble-eightfold-path-explained/,learn,Yes,Yes,NONE,The Noble Eightfold Path Explained | Echo Buddha,The Noble Eightfold Path Explained,Current dist build plus forensic a1cd457 isolated dist build
/learn/buddhism-101/the-three-jewels-explained/,https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,learn,Yes,Yes,NONE,The Three Jewels Explained | Echo Buddha,The Three Jewels Explained,Current dist build plus forensic a1cd457 isolated dist build
/learn/buddhism-101/three-marks-of-existence/,https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,learn,Yes,Yes,NONE,The Three Marks of Existence in Buddhism Explained Simply | Echo Buddha,The Three Marks of Existence,Current dist build plus forensic a1cd457 isolated dist build
/learn/buddhism-101/threefold-training-sila-samadhi-panna/,https://echobuddha.com/learn/buddhism-101/threefold-training-sila-samadhi-panna/,learn,Yes,Yes,NONE,"Threefold Training in Buddhism: Sila, Samadhi, and Panna | Echo Buddha","The Threefold Training: Sila, Samadhi, and Panna",Current dist build plus forensic a1cd457 isolated dist build
/learn/buddhism-101/what-is-buddhism/,https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,learn,Yes,Yes,NONE,What Is Buddhism? A Clear Beginner's Guide | Echo Buddha,What Is Buddhism?,Current dist build plus forensic a1cd457 isolated dist build
/learn/buddhism-101/what-is-impermanence/,https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,learn,Yes,Yes,NONE,What Is Impermanence? | Echo Buddha,What Is Impermanence?,Current dist build plus forensic a1cd457 isolated dist build
/learn/buddhism-101/what-is-karma-in-buddhism/,https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,learn,Yes,Yes,NONE,What Is Karma in Buddhism? A Beginner's Guide | Echo Buddha,What Is Karma in Buddhism?,Current dist build plus forensic a1cd457 isolated dist build
/learn/buddhism-101/what-is-mindfulness/,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,learn,Yes,Yes,NONE,What Is Mindfulness? | Echo Buddha,What Is Mindfulness?,Current dist build plus forensic a1cd457 isolated dist build
/learn/buddhism-101/who-was-the-buddha/,https://echobuddha.com/learn/buddhism-101/who-was-the-buddha/,learn,Yes,Yes,NONE,Who Was the Buddha? A Simple Beginner-Friendly Explanation | Echo Buddha,Who Was the Buddha?,Current dist build plus forensic a1cd457 isolated dist build
/learn/buddhism-for-beginners/,https://echobuddha.com/learn/buddhism-for-beginners/,learn,Yes,Yes,NONE,Buddhism for Beginners - Simple Buddhist Teachings | Echo Buddha,Buddhism for Beginners,Current dist build plus forensic a1cd457 isolated dist build
/learn/buddhist-dictionary/anatta/,https://echobuddha.com/learn/buddhist-dictionary/anatta/,learn,Yes,Yes,NONE,Anatta Meaning: Non-Self in Buddhism Explained for Beginners | Echo Buddha,Anatta,Current dist build plus forensic a1cd457 isolated dist build
/learn/buddhist-dictionary/anicca/,https://echobuddha.com/learn/buddhist-dictionary/anicca/,learn,Yes,Yes,NONE,Anicca Meaning: Impermanence in Buddhism Explained Simply | Echo Buddha,Anicca,Current dist build plus forensic a1cd457 isolated dist build
/learn/buddhist-dictionary/compassion/,https://echobuddha.com/learn/buddhist-dictionary/compassion/,learn,Yes,Yes,NONE,Compassion Meaning in Buddhist Wisdom | Echo Buddha,Compassion,Current dist build plus forensic a1cd457 isolated dist build
/learn/buddhist-dictionary/dhamma/,https://echobuddha.com/learn/buddhist-dictionary/dhamma/,learn,Yes,Yes,NONE,Dhamma Meaning: Buddhist Teaching and Truth | Echo Buddha,Dhamma,Current dist build plus forensic a1cd457 isolated dist build
/learn/buddhist-dictionary/dukkha/,https://echobuddha.com/learn/buddhist-dictionary/dukkha/,learn,Yes,Yes,NONE,Dukkha Meaning: Suffering and Unsatisfactoriness in Buddhism | Echo Buddha,Dukkha,Current dist build plus forensic a1cd457 isolated dist build
/learn/buddhist-dictionary/,https://echobuddha.com/learn/buddhist-dictionary/,learn,Yes,Yes,NONE,Buddhist Dictionary | Echo Buddha,Buddhist Dictionary,Current dist build plus forensic a1cd457 isolated dist build
/learn/buddhist-dictionary/karma/,https://echobuddha.com/learn/buddhist-dictionary/karma/,learn,Yes,Yes,NONE,"Karma Meaning in Buddhism: Intention, Action, and Consequences | Echo Buddha",Karma,Current dist build plus forensic a1cd457 isolated dist build
/learn/buddhist-dictionary/karuna/,https://echobuddha.com/learn/buddhist-dictionary/karuna/,learn,Yes,Yes,NONE,Karuna Meaning: Compassion in Buddhism | Echo Buddha,Karuna,Current dist build plus forensic a1cd457 isolated dist build
/learn/buddhist-dictionary/metta/,https://echobuddha.com/learn/buddhist-dictionary/metta/,learn,Yes,Yes,NONE,Metta Meaning: Loving-Kindness in Buddhism | Echo Buddha,Metta,Current dist build plus forensic a1cd457 isolated dist build
/learn/buddhist-dictionary/mindfulness/,https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,learn,Yes,Yes,NONE,Mindfulness Meaning in Buddhist Practice | Echo Buddha,Mindfulness,Current dist build plus forensic a1cd457 isolated dist build
/learn/buddhist-dictionary/nirvana/,https://echobuddha.com/learn/buddhist-dictionary/nirvana/,learn,Yes,Yes,NONE,Nirvana Meaning in Buddhism Explained Simply | Echo Buddha,Nirvana,Current dist build plus forensic a1cd457 isolated dist build
/learn/buddhist-dictionary/pali-canon/,https://echobuddha.com/learn/buddhist-dictionary/pali-canon/,learn,Yes,Yes,NONE,Pali Canon Meaning for Beginners | Echo Buddha,Pali Canon,Current dist build plus forensic a1cd457 isolated dist build
/learn/buddhist-dictionary/sangha/,https://echobuddha.com/learn/buddhist-dictionary/sangha/,learn,Yes,Yes,NONE,Sangha Meaning: Buddhist Community Explained Simply | Echo Buddha,Sangha,Current dist build plus forensic a1cd457 isolated dist build
/learn/buddhist-dictionary/sati/,https://echobuddha.com/learn/buddhist-dictionary/sati/,learn,Yes,Yes,NONE,Sati Meaning: Mindfulness in Buddhist Practice | Echo Buddha,Sati,Current dist build plus forensic a1cd457 isolated dist build
/learn/buddhist-dictionary/sutta/,https://echobuddha.com/learn/buddhist-dictionary/sutta/,learn,Yes,Yes,NONE,Sutta Meaning in Buddhism | Echo Buddha,Sutta,Current dist build plus forensic a1cd457 isolated dist build
/learn/buddhist-resources/,https://echobuddha.com/learn/buddhist-resources/,learn,Yes,Yes,NONE,Buddhist Resources | Echo Buddha,Buddhist Resources,Current dist build plus forensic a1cd457 isolated dist build
/learn/dhammapada-reflections/avoid-evil-do-good-purify-the-mind/,https://echobuddha.com/learn/dhammapada-reflections/avoid-evil-do-good-purify-the-mind/,learn,Yes,Yes,NONE,"Avoid Evil, Do Good, Purify the Mind | Echo Buddha","Avoid Evil, Do Good, Purify the Mind",Current dist build plus forensic a1cd457 isolated dist build
/learn/dhammapada-reflections/better-than-a-thousand-empty-words/,https://echobuddha.com/learn/dhammapada-reflections/better-than-a-thousand-empty-words/,learn,Yes,Yes,NONE,Better Than a Thousand Empty Words | Echo Buddha,Better Than a Thousand Empty Words,Current dist build plus forensic a1cd457 isolated dist build
/learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/,https://echobuddha.com/learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/,learn,Yes,Yes,NONE,Hatred Is Not Ended by Hatred | Echo Buddha,Hatred Is Not Ended by Hatred,Current dist build plus forensic a1cd457 isolated dist build
/learn/dhammapada-reflections/,https://echobuddha.com/learn/dhammapada-reflections/,learn,Yes,Yes,NONE,Dhammapada Reflections | Echo Buddha,Dhammapada Reflections,Current dist build plus forensic a1cd457 isolated dist build
/learn/dhammapada-reflections/peace-comes-from-a-trained-mind/,https://echobuddha.com/learn/dhammapada-reflections/peace-comes-from-a-trained-mind/,learn,Yes,Yes,NONE,Peace Comes from a Trained Mind | Echo Buddha,Peace Comes from a Trained Mind,Current dist build plus forensic a1cd457 isolated dist build
/learn/dhammapada-reflections/the-mind-leads-all-things/,https://echobuddha.com/learn/dhammapada-reflections/the-mind-leads-all-things/,learn,Yes,Yes,NONE,The Mind Leads All Things | Echo Buddha,The Mind Leads All Things,Current dist build plus forensic a1cd457 isolated dist build
/learn/eightfold-path/,https://echobuddha.com/learn/eightfold-path/,learn,Yes,Yes,NONE,Noble Eightfold Path for Daily Life | Echo Buddha,The Noble Eightfold Path for Daily Life,Current dist build plus forensic a1cd457 isolated dist build
/learn/four-noble-truths/,https://echobuddha.com/learn/four-noble-truths/,learn,Yes,Yes,NONE,Four Noble Truths Explained for Beginners | Echo Buddha,The Four Noble Truths Explained for Beginners,Current dist build plus forensic a1cd457 isolated dist build
/learn/,https://echobuddha.com/learn/,learn,Yes,Yes,NONE,Learn Buddhist Wisdom for Daily Life | Echo Buddha,Learn Buddhist Wisdom for Daily Life,Current dist build plus forensic a1cd457 isolated dist build
/learn/questions-about-buddhism/,https://echobuddha.com/learn/questions-about-buddhism/,learn,Yes,Yes,NONE,Questions About Buddhism | Echo Buddha,Questions About Buddhism,Current dist build plus forensic a1cd457 isolated dist build
/learn/sutta-for-daily-life/buddhas-teaching-on-patience/,https://echobuddha.com/learn/sutta-for-daily-life/buddhas-teaching-on-patience/,learn,Yes,Yes,NONE,The Buddha's Teaching on Patience | Echo Buddha,The Buddha's Teaching on Patience,Current dist build plus forensic a1cd457 isolated dist build
/learn/sutta-for-daily-life/dhammacakkappavattana-sutta-four-noble-truths/,https://echobuddha.com/learn/sutta-for-daily-life/dhammacakkappavattana-sutta-four-noble-truths/,learn,Yes,Yes,NONE,Dhammacakkappavattana Sutta and the Four Noble Truths | Echo Buddha,Dhammacakkappavattana Sutta: Four Noble Truths in Context,Current dist build plus forensic a1cd457 isolated dist build
/learn/sutta-for-daily-life/,https://echobuddha.com/learn/sutta-for-daily-life/,learn,Yes,Yes,NONE,Sutta for Daily Life | Echo Buddha,Sutta for Daily Life,Current dist build plus forensic a1cd457 isolated dist build
/learn/sutta-for-daily-life/kalama-sutta-and-wise-thinking/,https://echobuddha.com/learn/sutta-for-daily-life/kalama-sutta-and-wise-thinking/,learn,Yes,Yes,NONE,The Kalama Sutta and Wise Thinking | Echo Buddha,The Kalama Sutta and Wise Thinking,Current dist build plus forensic a1cd457 isolated dist build
/learn/sutta-for-daily-life/magga-vibhanga-sutta-eightfold-path/,https://echobuddha.com/learn/sutta-for-daily-life/magga-vibhanga-sutta-eightfold-path/,learn,Yes,Yes,NONE,Magga-vibhanga Sutta and the Noble Eightfold Path | Echo Buddha,Magga-vibhanga Sutta: Eightfold Path Explained Simply,Current dist build plus forensic a1cd457 isolated dist build
/learn/sutta-for-daily-life/metta-sutta-explained-for-daily-life/,https://echobuddha.com/learn/sutta-for-daily-life/metta-sutta-explained-for-daily-life/,learn,Yes,Yes,NONE,The Metta Sutta Explained for Daily Life | Echo Buddha,The Metta Sutta Explained for Daily Life,Current dist build plus forensic a1cd457 isolated dist build
/learn/sutta-for-daily-life/mindfulness-of-breathing-explained-simply/,https://echobuddha.com/learn/sutta-for-daily-life/mindfulness-of-breathing-explained-simply/,learn,Yes,Yes,NONE,Mindfulness of Breathing Explained Simply | Echo Buddha,Mindfulness of Breathing Explained Simply,Current dist build plus forensic a1cd457 isolated dist build
/learn/sutta-for-daily-life/right-speech-in-daily-life/,https://echobuddha.com/learn/sutta-for-daily-life/right-speech-in-daily-life/,learn,Yes,Yes,NONE,Right Speech in Daily Life | Echo Buddha,Right Speech in Daily Life,Current dist build plus forensic a1cd457 isolated dist build
/meditation-guide/,https://echobuddha.com/meditation-guide/,meditation-guide,Yes,Yes,NONE,Meditation Guide for Beginners | Echo Buddha,Meditation Guide for Beginners,Current dist build plus forensic a1cd457 isolated dist build
/meditation-safety/,https://echobuddha.com/meditation-safety/,trust/policy,Yes,Yes,NONE,Meditation Safety and Gentle Practice | Echo Buddha,Meditation Safety and Gentle Practice,Current dist build plus forensic a1cd457 isolated dist build
/meditation/10-minute-meditation-practice/,https://echobuddha.com/meditation/10-minute-meditation-practice/,meditation,Yes,Yes,NONE,10-Minute Meditation Practice | Echo Buddha,10-Minute Meditation Practice,Current dist build plus forensic a1cd457 isolated dist build
/meditation/5-minute-meditation-practice/,https://echobuddha.com/meditation/5-minute-meditation-practice/,meditation,Yes,Yes,NONE,5-Minute Meditation Practice | Echo Buddha,5-Minute Meditation Practice,Current dist build plus forensic a1cd457 isolated dist build
/meditation/breathing-meditation/,https://echobuddha.com/meditation/breathing-meditation/,meditation,Yes,Yes,NONE,Breathing Meditation | Echo Buddha,Breathing Meditation,Current dist build plus forensic a1cd457 isolated dist build
/meditation/,https://echobuddha.com/meditation/,meditation,Yes,Yes,NONE,Beginner Meditation Guides and Mindfulness Practices | Echo Buddha,Beginner Meditation Guides and Mindfulness Practices,Current dist build plus forensic a1cd457 isolated dist build
/meditation/loving-kindness-meditation/,https://echobuddha.com/meditation/loving-kindness-meditation/,meditation,Yes,Yes,NONE,Loving-Kindness Meditation | Echo Buddha,Loving-Kindness Meditation,Current dist build plus forensic a1cd457 isolated dist build
/meditation/meditation-for-beginners/,https://echobuddha.com/meditation/meditation-for-beginners/,meditation,Yes,Yes,NONE,Meditation for Beginners | Echo Buddha,Meditation for Beginners,Current dist build plus forensic a1cd457 isolated dist build
/meditation/meditation-posture-for-beginners/,https://echobuddha.com/meditation/meditation-posture-for-beginners/,meditation,Yes,Yes,NONE,Meditation Posture for Beginners | Echo Buddha,Meditation Posture for Beginners,Current dist build plus forensic a1cd457 isolated dist build
/meditation/mindfulness-in-daily-life/,https://echobuddha.com/meditation/mindfulness-in-daily-life/,meditation,Yes,Yes,NONE,Mindfulness in Daily Life | Echo Buddha,Mindfulness in Daily Life,Current dist build plus forensic a1cd457 isolated dist build
/meditation/walking-meditation/,https://echobuddha.com/meditation/walking-meditation/,meditation,Yes,Yes,NONE,Walking Meditation | Echo Buddha,Walking Meditation,Current dist build plus forensic a1cd457 isolated dist build
/meditation/when-meditation-feels-hard/,https://echobuddha.com/meditation/when-meditation-feels-hard/,meditation,Yes,Yes,NONE,What to Do When Meditation Feels Hard | Echo Buddha,What to Do When Meditation Feels Hard,Current dist build plus forensic a1cd457 isolated dist build
/mindful-living/,https://echobuddha.com/mindful-living/,mindful-living,Yes,Yes,NONE,Mindful Living with Buddhist Wisdom | Echo Buddha,Mindful Living with Buddhist Wisdom,Current dist build plus forensic a1cd457 isolated dist build
/privacy-policy/,https://echobuddha.com/privacy-policy/,trust/policy,Yes,Yes,NONE,Privacy Policy | Echo Buddha,Privacy Policy,Current dist build plus forensic a1cd457 isolated dist build
/quote-attribution-policy/,https://echobuddha.com/quote-attribution-policy/,trust/policy,Yes,Yes,NONE,Quote Attribution Policy | Echo Buddha,Quote Attribution Policy,Current dist build plus forensic a1cd457 isolated dist build
/quotes/awareness/acceptance-before-next-step/,https://echobuddha.com/quotes/awareness/acceptance-before-next-step/,quotes,Yes,Yes,NONE,Acceptance Mindfulness Quote: Naming the Moment Clearly | Echo Buddha,Acceptance Mindfulness Quote: Naming the Moment Clearly,Current dist build plus forensic a1cd457 isolated dist build
/quotes/awareness/anger-asks-for-speed-awareness-asks-for-one-more/,https://echobuddha.com/quotes/awareness/anger-asks-for-speed-awareness-asks-for-one-more/,quotes,Yes,Yes,NONE,Original Awareness Reflection: Anger asks for speed; awareness... | Echo Buddha,Original Awareness Reflection: Anger asks for speed; awareness...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/awareness/awareness-does-not-remove-the-storm-it-keeps-you/,https://echobuddha.com/quotes/awareness/awareness-does-not-remove-the-storm-it-keeps-you/,quotes,Yes,Yes,NONE,Original Awareness Reflection: Awareness does not remove the... | Echo Buddha,Original Awareness Reflection: Awareness does not remove the...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/awareness/clear-seeing-begins-with-the-courage-to-stop-looking/,https://echobuddha.com/quotes/awareness/clear-seeing-begins-with-the-courage-to-stop-looking/,quotes,Yes,Yes,NONE,Original Awareness Reflection: Clear seeing begins with the... | Echo Buddha,Original Awareness Reflection: Clear seeing begins with the...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/awareness/feelings-are-honest-about-their-presence-not-always-about/,https://echobuddha.com/quotes/awareness/feelings-are-honest-about-their-presence-not-always-about/,quotes,Yes,Yes,NONE,Original Awareness Reflection: Feelings are honest about their... | Echo Buddha,Original Awareness Reflection: Feelings are honest about their...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/awareness/feelings-without-the-wheel/,https://echobuddha.com/quotes/awareness/feelings-without-the-wheel/,quotes,Yes,Yes,NONE,Emotional Balance Quote: Feel Deeply Without Being Ruled | Echo Buddha,Emotional Balance Quote: Feel Deeply Without Being Ruled,Current dist build plus forensic a1cd457 isolated dist build
/quotes/awareness/,https://echobuddha.com/quotes/awareness/,quotes,Yes,Yes,NONE,Original Awareness Quotes Inspired by Buddhist Practice | Echo Buddha,Original Awareness Quotes,Current dist build plus forensic a1cd457 isolated dist build
/quotes/awareness/look-beneath-the-reaction-and-you-may-find-a/,https://echobuddha.com/quotes/awareness/look-beneath-the-reaction-and-you-may-find-a/,quotes,Yes,Yes,NONE,Original Awareness Reflection: Look beneath the reaction and... | Echo Buddha,Original Awareness Reflection: Look beneath the reaction and...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/awareness/name-the-feeling-gently-and-it-may-stop-speaking/,https://echobuddha.com/quotes/awareness/name-the-feeling-gently-and-it-may-stop-speaking/,quotes,Yes,Yes,NONE,"Original Awareness Reflection: Name the feeling gently, and... | Echo Buddha","Original Awareness Reflection: Name the feeling gently, and...",Current dist build plus forensic a1cd457 isolated dist build
/quotes/awareness/notice-the-habit-before-trying-to-become-someone-without/,https://echobuddha.com/quotes/awareness/notice-the-habit-before-trying-to-become-someone-without/,quotes,Yes,Yes,NONE,Original Awareness Reflection: Notice the habit before trying... | Echo Buddha,Original Awareness Reflection: Notice the habit before trying...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/awareness/one-breath-before-anger-replies/,https://echobuddha.com/quotes/awareness/one-breath-before-anger-replies/,quotes,Yes,Yes,NONE,Buddhist Quote About Anger: One Breath Before Reply | Echo Buddha,Buddhist Quote About Anger: One Breath Before Reply,Current dist build plus forensic a1cd457 isolated dist build
/quotes/awareness/small-acts-of-attention-can-turn-an-ordinary-day/,https://echobuddha.com/quotes/awareness/small-acts-of-attention-can-turn-an-ordinary-day/,quotes,Yes,Yes,NONE,Original Awareness Reflection: Small acts of attention can... | Echo Buddha,Original Awareness Reflection: Small acts of attention can...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/awareness/the-body-often-knows-you-are-overwhelmed-before-the/,https://echobuddha.com/quotes/awareness/the-body-often-knows-you-are-overwhelmed-before-the/,quotes,Yes,Yes,NONE,Original Awareness Reflection: The body often knows you... | Echo Buddha,Original Awareness Reflection: The body often knows you...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/awareness/thoughts-are-visitors/,https://echobuddha.com/quotes/awareness/thoughts-are-visitors/,quotes,Yes,Yes,NONE,Buddhist Quote for Overthinking: Thoughts Are Visitors | Echo Buddha,Buddhist Quote for Overthinking: Thoughts Are Visitors,Current dist build plus forensic a1cd457 isolated dist build
/quotes/awareness/thoughts-pass-without-commanding-you/,https://echobuddha.com/quotes/awareness/thoughts-pass-without-commanding-you/,quotes,Yes,Yes,NONE,Calm Mind Quote: Let Thoughts Pass Without Chasing Them | Echo Buddha,Calm Mind Quote: Let Thoughts Pass Without Chasing Them,Current dist build plus forensic a1cd457 isolated dist build
/quotes/awareness/what-you-can-observe-clearly-no-longer-controls-you/,https://echobuddha.com/quotes/awareness/what-you-can-observe-clearly-no-longer-controls-you/,quotes,Yes,Yes,NONE,Original Awareness Reflection: What you can observe clearly... | Echo Buddha,Original Awareness Reflection: What you can observe clearly...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/awareness/when-the-mind-tightens-let-the-body-be-your/,https://echobuddha.com/quotes/awareness/when-the-mind-tightens-let-the-body-be-your/,quotes,Yes,Yes,NONE,"Original Awareness Reflection: When the mind tightens, let... | Echo Buddha","Original Awareness Reflection: When the mind tightens, let...",Current dist build plus forensic a1cd457 isolated dist build
/quotes/compassion/a-gentle-response-can-end-suffering-that-anger-would/,https://echobuddha.com/quotes/compassion/a-gentle-response-can-end-suffering-that-anger-would/,quotes,Yes,Yes,NONE,Original Compassion Reflection: A gentle response can end... | Echo Buddha,Original Compassion Reflection: A gentle response can end...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/compassion/before-judging-another-life-remember-how-much-of-your/,https://echobuddha.com/quotes/compassion/before-judging-another-life-remember-how-much-of-your/,quotes,Yes,Yes,NONE,"Original Compassion Reflection: Before judging another life, remember... | Echo Buddha","Original Compassion Reflection: Before judging another life, remember...",Current dist build plus forensic a1cd457 isolated dist build
/quotes/compassion/compassion-asks-what-hurts-before-it-asks-who-is/,https://echobuddha.com/quotes/compassion/compassion-asks-what-hurts-before-it-asks-who-is/,quotes,Yes,Yes,NONE,Original Compassion Reflection: Compassion asks what hurts before... | Echo Buddha,Original Compassion Reflection: Compassion asks what hurts before...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/compassion/compassion-grows-where-judgment-loosens-its-grip/,https://echobuddha.com/quotes/compassion/compassion-grows-where-judgment-loosens-its-grip/,quotes,Yes,Yes,NONE,Original Compassion Reflection: Compassion grows where judgment loosens... | Echo Buddha,Original Compassion Reflection: Compassion grows where judgment loosens...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/compassion/compassion-sees-pain-clearly/,https://echobuddha.com/quotes/compassion/compassion-sees-pain-clearly/,quotes,Yes,Yes,NONE,Compassion Buddhist Quote: Seeing Pain Behind Behavior | Echo Buddha,Compassion Buddhist Quote: Seeing Pain Behind Behavior,Current dist build plus forensic a1cd457 isolated dist build
/quotes/compassion/gentle-self-compassion/,https://echobuddha.com/quotes/compassion/gentle-self-compassion/,quotes,Yes,Yes,NONE,Self Compassion Mindfulness Quote: Gentle Inner Speech | Echo Buddha,Self Compassion Mindfulness Quote: Gentle Inner Speech,Current dist build plus forensic a1cd457 isolated dist build
/quotes/compassion/,https://echobuddha.com/quotes/compassion/,quotes,Yes,Yes,NONE,Original Compassion Quotes Inspired by Buddhist Practice | Echo Buddha,Original Compassion Quotes,Current dist build plus forensic a1cd457 isolated dist build
/quotes/compassion/kindness-as-quiet-practice/,https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/,quotes,Yes,Yes,NONE,Kindness Quote for Daily Life: A Quiet Practice | Echo Buddha,Kindness Quote for Daily Life: A Quiet Practice,Current dist build plus forensic a1cd457 isolated dist build
/quotes/compassion/kindness-does-not-need-an-audience-to-become-meaningful/,https://echobuddha.com/quotes/compassion/kindness-does-not-need-an-audience-to-become-meaningful/,quotes,Yes,Yes,NONE,Original Compassion Reflection: Kindness does not need an... | Echo Buddha,Original Compassion Reflection: Kindness does not need an...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/compassion/let-kindness-be-the-echo-you-leave-in-every/,https://echobuddha.com/quotes/compassion/let-kindness-be-the-echo-you-leave-in-every/,quotes,Yes,Yes,NONE,Original Compassion Reflection: Let kindness be the echo... | Echo Buddha,Original Compassion Reflection: Let kindness be the echo...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/compassion/let-your-boundaries-be-clear-and-your-heart-remain/,https://echobuddha.com/quotes/compassion/let-your-boundaries-be-clear-and-your-heart-remain/,quotes,Yes,Yes,NONE,Original Compassion Reflection: Let your boundaries be clear... | Echo Buddha,Original Compassion Reflection: Let your boundaries be clear...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/compassion/loving-kindness-without-harm/,https://echobuddha.com/quotes/compassion/loving-kindness-without-harm/,quotes,Yes,Yes,NONE,Loving Kindness Quote: Goodwill Toward Self and Others | Echo Buddha,Loving Kindness Quote: Goodwill Toward Self and Others,Current dist build plus forensic a1cd457 isolated dist build
/quotes/compassion/offer-others-the-patience-you-hope-to-receive-on/,https://echobuddha.com/quotes/compassion/offer-others-the-patience-you-hope-to-receive-on/,quotes,Yes,Yes,NONE,Original Compassion Reflection: Offer others the patience you... | Echo Buddha,Original Compassion Reflection: Offer others the patience you...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/compassion/small-kindnesses-often-reach-places-that-advice-cannot/,https://echobuddha.com/quotes/compassion/small-kindnesses-often-reach-places-that-advice-cannot/,quotes,Yes,Yes,NONE,Original Compassion Reflection: Small kindnesses often reach places... | Echo Buddha,Original Compassion Reflection: Small kindnesses often reach places...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/compassion/the-heart-becomes-spacious-each-time-it-chooses-care/,https://echobuddha.com/quotes/compassion/the-heart-becomes-spacious-each-time-it-chooses-care/,quotes,Yes,Yes,NONE,Original Compassion Reflection: The heart becomes spacious each... | Echo Buddha,Original Compassion Reflection: The heart becomes spacious each...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/compassion/to-understand-someone-is-not-to-excuse-harm-it/,https://echobuddha.com/quotes/compassion/to-understand-someone-is-not-to-excuse-harm-it/,quotes,Yes,Yes,NONE,Original Compassion Reflection: To understand someone is not... | Echo Buddha,Original Compassion Reflection: To understand someone is not...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/compassion/when-you-cannot-remove-anothers-burden-do-not-add/,https://echobuddha.com/quotes/compassion/when-you-cannot-remove-anothers-burden-do-not-add/,quotes,Yes,Yes,NONE,Original Compassion Reflection: When you cannot remove another's... | Echo Buddha,Original Compassion Reflection: When you cannot remove another's...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/impermanence/acceptance-begins-where-the-argument-with-change-ends/,https://echobuddha.com/quotes/impermanence/acceptance-begins-where-the-argument-with-change-ends/,quotes,Yes,Yes,NONE,Original Impermanence Reflection: Acceptance begins where the argument... | Echo Buddha,Original Impermanence Reflection: Acceptance begins where the argument...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/impermanence/because-this-moment-will-pass-meet-it-while-it/,https://echobuddha.com/quotes/impermanence/because-this-moment-will-pass-meet-it-while-it/,quotes,Yes,Yes,NONE,"Original Impermanence Reflection: Because this moment will pass,... | Echo Buddha","Original Impermanence Reflection: Because this moment will pass,...",Current dist build plus forensic a1cd457 isolated dist build
/quotes/impermanence/change-is-how-life-continues/,https://echobuddha.com/quotes/impermanence/change-is-how-life-continues/,quotes,Yes,Yes,NONE,Impermanence Buddhist Quote: Change Is How Life Continues | Echo Buddha,Impermanence Buddhist Quote: Change Is How Life Continues,Current dist build plus forensic a1cd457 isolated dist build
/quotes/impermanence/change-takes-nothing-personally-it-simply-continues/,https://echobuddha.com/quotes/impermanence/change-takes-nothing-personally-it-simply-continues/,quotes,Yes,Yes,NONE,Original Impermanence Reflection: Change takes nothing personally; it... | Echo Buddha,Original Impermanence Reflection: Change takes nothing personally; it...,Current dist build plus forensic a1cd457 isolated dist build
