URL,Production status,Production final URL,Current repo title/H1/robots/canonical match?,Production rendered text matches current repo?,Production rendered text matches forensic a1cd457?,Production fully matches current repo?,Production fully matches forensic a1cd457?,Production title,Current title,Forensic title,Production H1,Current H1,Production robots,Current robots,Forensic robots,Production canonical,Current canonical,AdSense script count,Publisher IDs,Classification
https://echobuddha.com/daily-reflections/speech-can-reduce-suffering/,200,https://echobuddha.com/daily-reflections/speech-can-reduce-suffering/,No,Yes,Yes,No,Yes,Speech Can Reduce Suffering - Daily Buddhist Reflection | Echo Buddha,Speech Can Reduce Suffering - Daily Buddhist Reflection | Echo Buddha,Speech Can Reduce Suffering - Daily Buddhist Reflection | Echo Buddha,Speech Can Reduce Suffering,Speech Can Reduce Suffering,"index, follow (implicit)","noindex, follow","index, follow (implicit)",https://echobuddha.com/daily-reflections/speech-can-reduce-suffering/,https://echobuddha.com/daily-reflections/speech-can-reduce-suffering/,0,,MATCHES_FORENSIC_ONLY
https://echobuddha.com/daily-reflections/the-first-truth-is-kind/,200,https://echobuddha.com/daily-reflections/the-first-truth-is-kind/,No,Yes,Yes,No,Yes,The First Truth Is Kind - Daily Buddhist Reflection | Echo Buddha,The First Truth Is Kind - Daily Buddhist Reflection | Echo Buddha,The First Truth Is Kind - Daily Buddhist Reflection | Echo Buddha,The First Truth Is Kind,The First Truth Is Kind,"index, follow (implicit)","noindex, follow","index, follow (implicit)",https://echobuddha.com/daily-reflections/the-first-truth-is-kind/,https://echobuddha.com/daily-reflections/the-first-truth-is-kind/,0,,MATCHES_FORENSIC_ONLY
https://echobuddha.com/daily-reflections/thoughts-are-visitors/,200,https://echobuddha.com/daily-reflections/thoughts-are-visitors/,No,Yes,Yes,No,Yes,Thoughts Are Visitors - Daily Buddhist Reflection | Echo Buddha,Thoughts Are Visitors - Daily Buddhist Reflection | Echo Buddha,Thoughts Are Visitors - Daily Buddhist Reflection | Echo Buddha,Thoughts Are Visitors,Thoughts Are Visitors,"index, follow (implicit)","noindex, follow","index, follow (implicit)",https://echobuddha.com/daily-reflections/thoughts-are-visitors/,https://echobuddha.com/daily-reflections/thoughts-are-visitors/,0,,MATCHES_FORENSIC_ONLY
https://echobuddha.com/daily-reflections/today/,200,https://echobuddha.com/daily-reflections/today/,Yes,Yes,Yes,Yes,Yes,Today's Buddhist Reflection Prompt | Echo Buddha,Today's Buddhist Reflection Prompt | Echo Buddha,Today's Buddhist Reflection Prompt | Echo Buddha,Today's Buddhist Reflection Prompt,Today's Buddhist Reflection Prompt,"noindex, follow","noindex, follow","noindex, follow",https://echobuddha.com/daily-reflections/today/,https://echobuddha.com/daily-reflections/today/,0,,MATCHES_CURRENT_AND_FORENSIC
https://echobuddha.com/daily-reflections/walking-as-practice/,200,https://echobuddha.com/daily-reflections/walking-as-practice/,No,Yes,Yes,No,Yes,Walking Can Be Practice - Daily Buddhist Reflection | Echo Buddha,Walking Can Be Practice - Daily Buddhist Reflection | Echo Buddha,Walking Can Be Practice - Daily Buddhist Reflection | Echo Buddha,Walking Can Be Practice,Walking Can Be Practice,"index, follow (implicit)","noindex, follow","index, follow (implicit)",https://echobuddha.com/daily-reflections/walking-as-practice/,https://echobuddha.com/daily-reflections/walking-as-practice/,0,,MATCHES_FORENSIC_ONLY
https://echobuddha.com/disclaimer/,200,https://echobuddha.com/disclaimer/,Yes,Yes,Yes,Yes,Yes,Disclaimer | Echo Buddha,Disclaimer | Echo Buddha,Disclaimer | Echo Buddha,Disclaimer,Disclaimer,"index, follow (implicit)","index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/disclaimer/,https://echobuddha.com/disclaimer/,0,,MATCHES_CURRENT_AND_FORENSIC
https://echobuddha.com/editorial-policy/,200,https://echobuddha.com/editorial-policy/,Yes,Yes,Yes,Yes,Yes,Editorial Policy | Echo Buddha,Editorial Policy | Echo Buddha,Editorial Policy | Echo Buddha,Editorial Policy,Editorial Policy,"index, follow (implicit)","index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/editorial-policy/,https://echobuddha.com/editorial-policy/,0,,MATCHES_CURRENT_AND_FORENSIC
https://echobuddha.com/how-echo-buddha-creates-content/,200,https://echobuddha.com/how-echo-buddha-creates-content/,Yes,Yes,Yes,Yes,Yes,How Echo Buddha Creates Content | Echo Buddha,How Echo Buddha Creates Content | Echo Buddha,How Echo Buddha Creates Content | Echo Buddha,How Echo Buddha Creates Content,How Echo Buddha Creates Content,"index, follow (implicit)","index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/how-echo-buddha-creates-content/,https://echobuddha.com/how-echo-buddha-creates-content/,0,,MATCHES_CURRENT_AND_FORENSIC
https://echobuddha.com/,200,https://echobuddha.com/,Yes,Yes,Yes,Yes,Yes,Echo Buddha - Buddhist Wisdom for a Calmer Everyday Life,Echo Buddha - Buddhist Wisdom for a Calmer Everyday Life,Echo Buddha - Buddhist Wisdom for a Calmer Everyday Life,Echo Buddha,Echo Buddha,"index, follow (implicit)","index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/,https://echobuddha.com/,1,ca-pub-3911157640549350,MATCHES_CURRENT_AND_FORENSIC
https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,200,https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,Yes,Yes,Yes,Yes,Yes,A Simple Daily Buddhist Practice | Echo Buddha,A Simple Daily Buddhist Practice | Echo Buddha,A Simple Daily Buddhist Practice | Echo Buddha,A Simple Daily Buddhist Practice,A Simple Daily Buddhist Practice,"index, follow (implicit)","index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,1,ca-pub-3911157640549350,MATCHES_CURRENT_AND_FORENSIC
https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,200,https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,Yes,Yes,Yes,Yes,Yes,Dependent Origination in Buddhism Explained for Beginners | Echo Buddha,Dependent Origination in Buddhism Explained for Beginners | Echo Buddha,Dependent Origination in Buddhism Explained for Beginners | Echo Buddha,Dependent Origination Explained,Dependent Origination Explained,"index, follow (implicit)","index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,1,ca-pub-3911157640549350,MATCHES_CURRENT_AND_FORENSIC
https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,200,https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,Yes,Yes,Yes,Yes,Yes,The Five Aggregates in Buddhism Explained Simply | Echo Buddha,The Five Aggregates in Buddhism Explained Simply | Echo Buddha,The Five Aggregates in Buddhism Explained Simply | Echo Buddha,The Five Aggregates in Buddhism,The Five Aggregates in Buddhism,"index, follow (implicit)","index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,1,ca-pub-3911157640549350,MATCHES_CURRENT_AND_FORENSIC
https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/,200,https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/,Yes,Yes,Yes,Yes,Yes,Five Hindrances in Buddhism Explained for Beginners | Echo Buddha,Five Hindrances in Buddhism Explained for Beginners | Echo Buddha,Five Hindrances in Buddhism Explained for Beginners | Echo Buddha,The Five Hindrances in Buddhism,The Five Hindrances in Buddhism,"index, follow (implicit)","index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/,https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/,0,,MATCHES_CURRENT_AND_FORENSIC
https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,200,https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,Yes,Yes,Yes,Yes,Yes,The Five Precepts in Buddhism: A Beginner's Guide to Ethical Living | Echo Buddha,The Five Precepts in Buddhism: A Beginner's Guide to Ethical Living | Echo Buddha,The Five Precepts in Buddhism: A Beginner's Guide to Ethical Living | Echo Buddha,The Five Precepts in Buddhism,The Five Precepts in Buddhism,"index, follow (implicit)","index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,1,ca-pub-3911157640549350,MATCHES_CURRENT_AND_FORENSIC
https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,200,https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,Yes,Yes,Yes,Yes,Yes,"The Four Brahmaviharas: Loving-Kindness, Compassion, Joy, and Equanimity | Echo Buddha","The Four Brahmaviharas: Loving-Kindness, Compassion, Joy, and Equanimity | Echo Buddha","The Four Brahmaviharas: Loving-Kindness, Compassion, Joy, and Equanimity | Echo Buddha",The Four Brahmaviharas,The Four Brahmaviharas,"index, follow (implicit)","index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,1,ca-pub-3911157640549350,MATCHES_CURRENT_AND_FORENSIC
https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,200,https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,Yes,Yes,Yes,Yes,Yes,How to Practice Buddhism at Home | Echo Buddha,How to Practice Buddhism at Home | Echo Buddha,How to Practice Buddhism at Home | Echo Buddha,How to Practice Buddhism at Home,How to Practice Buddhism at Home,"index, follow (implicit)","index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,1,ca-pub-3911157640549350,MATCHES_CURRENT_AND_FORENSIC
https://echobuddha.com/learn/buddhism-101/,200,https://echobuddha.com/learn/buddhism-101/,Yes,Yes,Yes,Yes,Yes,Buddhism 101 | Echo Buddha,Buddhism 101 | Echo Buddha,Buddhism 101 | Echo Buddha,Buddhism 101,Buddhism 101,"index, follow (implicit)","index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/learn/buddhism-101/,https://echobuddha.com/learn/buddhism-101/,0,,MATCHES_CURRENT_AND_FORENSIC
https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/,200,https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/,Yes,Yes,Yes,Yes,Yes,The Middle Way in Buddhism Explained for Beginners | Echo Buddha,The Middle Way in Buddhism Explained for Beginners | Echo Buddha,The Middle Way in Buddhism Explained for Beginners | Echo Buddha,The Middle Way Explained for Beginners,The Middle Way Explained for Beginners,"index, follow (implicit)","index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/,https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/,1,ca-pub-3911157640549350,MATCHES_CURRENT_AND_FORENSIC
https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,200,https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,Yes,Yes,Yes,Yes,Yes,Right Livelihood in Buddhism: A Beginner's Guide to Ethical Work | Echo Buddha,Right Livelihood in Buddhism: A Beginner's Guide to Ethical Work | Echo Buddha,Right Livelihood in Buddhism: A Beginner's Guide to Ethical Work | Echo Buddha,Right Livelihood in Buddhism,Right Livelihood in Buddhism,"index, follow (implicit)","index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,1,ca-pub-3911157640549350,MATCHES_CURRENT_AND_FORENSIC
https://echobuddha.com/learn/buddhism-101/the-four-noble-truths-explained/,200,https://echobuddha.com/learn/buddhism-101/the-four-noble-truths-explained/,Yes,Yes,Yes,Yes,Yes,The Four Noble Truths Explained | Echo Buddha,The Four Noble Truths Explained | Echo Buddha,The Four Noble Truths Explained | Echo Buddha,The Four Noble Truths Explained,The Four Noble Truths Explained,"index, follow (implicit)","index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/learn/buddhism-101/the-four-noble-truths-explained/,https://echobuddha.com/learn/buddhism-101/the-four-noble-truths-explained/,1,ca-pub-3911157640549350,MATCHES_CURRENT_AND_FORENSIC
https://echobuddha.com/learn/buddhism-101/the-noble-eightfold-path-explained/,200,https://echobuddha.com/learn/buddhism-101/the-noble-eightfold-path-explained/,Yes,Yes,Yes,Yes,Yes,The Noble Eightfold Path Explained | Echo Buddha,The Noble Eightfold Path Explained | Echo Buddha,The Noble Eightfold Path Explained | Echo Buddha,The Noble Eightfold Path Explained,The Noble Eightfold Path Explained,"index, follow (implicit)","index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/learn/buddhism-101/the-noble-eightfold-path-explained/,https://echobuddha.com/learn/buddhism-101/the-noble-eightfold-path-explained/,1,ca-pub-3911157640549350,MATCHES_CURRENT_AND_FORENSIC
https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,200,https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,Yes,Yes,Yes,Yes,Yes,The Three Jewels Explained | Echo Buddha,The Three Jewels Explained | Echo Buddha,The Three Jewels Explained | Echo Buddha,The Three Jewels Explained,The Three Jewels Explained,"index, follow (implicit)","index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,1,ca-pub-3911157640549350,MATCHES_CURRENT_AND_FORENSIC
https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,200,https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,Yes,Yes,Yes,Yes,Yes,The Three Marks of Existence in Buddhism Explained Simply | Echo Buddha,The Three Marks of Existence in Buddhism Explained Simply | Echo Buddha,The Three Marks of Existence in Buddhism Explained Simply | Echo Buddha,The Three Marks of Existence,The Three Marks of Existence,"index, follow (implicit)","index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,1,ca-pub-3911157640549350,MATCHES_CURRENT_AND_FORENSIC
https://echobuddha.com/learn/buddhism-101/threefold-training-sila-samadhi-panna/,200,https://echobuddha.com/learn/buddhism-101/threefold-training-sila-samadhi-panna/,Yes,Yes,Yes,Yes,Yes,"Threefold Training in Buddhism: Sila, Samadhi, and Panna | Echo Buddha","Threefold Training in Buddhism: Sila, Samadhi, and Panna | Echo Buddha","Threefold Training in Buddhism: Sila, Samadhi, and Panna | Echo Buddha","The Threefold Training: Sila, Samadhi, and Panna","The Threefold Training: Sila, Samadhi, and Panna","index, follow (implicit)","index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/learn/buddhism-101/threefold-training-sila-samadhi-panna/,https://echobuddha.com/learn/buddhism-101/threefold-training-sila-samadhi-panna/,1,ca-pub-3911157640549350,MATCHES_CURRENT_AND_FORENSIC
https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,200,https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,Yes,No,Yes,No,Yes,What Is Buddhism? A Clear Beginner's Guide | Echo Buddha,What Is Buddhism? A Clear Beginner's Guide | Echo Buddha,What Is Buddhism? A Clear Beginner's Guide | Echo Buddha,What Is Buddhism?,What Is Buddhism?,"index, follow (implicit)","index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,1,ca-pub-3911157640549350,MATCHES_FORENSIC_ONLY
https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,200,https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,Yes,No,Yes,No,Yes,What Is Impermanence? | Echo Buddha,What Is Impermanence? | Echo Buddha,What Is Impermanence? | Echo Buddha,What Is Impermanence?,What Is Impermanence?,"index, follow (implicit)","index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,1,ca-pub-3911157640549350,MATCHES_FORENSIC_ONLY
https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,200,https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,Yes,No,Yes,No,Yes,What Is Karma in Buddhism? A Beginner's Guide | Echo Buddha,What Is Karma in Buddhism? A Beginner's Guide | Echo Buddha,What Is Karma in Buddhism? A Beginner's Guide | Echo Buddha,What Is Karma in Buddhism?,What Is Karma in Buddhism?,"index, follow (implicit)","index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,1,ca-pub-3911157640549350,MATCHES_FORENSIC_ONLY
https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,200,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,Yes,Yes,Yes,Yes,Yes,What Is Mindfulness? | Echo Buddha,What Is Mindfulness? | Echo Buddha,What Is Mindfulness? | Echo Buddha,What Is Mindfulness?,What Is Mindfulness?,"index, follow (implicit)","index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,1,ca-pub-3911157640549350,MATCHES_CURRENT_AND_FORENSIC
https://echobuddha.com/learn/buddhism-101/who-was-the-buddha/,200,https://echobuddha.com/learn/buddhism-101/who-was-the-buddha/,Yes,Yes,Yes,Yes,Yes,Who Was the Buddha? A Simple Beginner-Friendly Explanation | Echo Buddha,Who Was the Buddha? A Simple Beginner-Friendly Explanation | Echo Buddha,Who Was the Buddha? A Simple Beginner-Friendly Explanation | Echo Buddha,Who Was the Buddha?,Who Was the Buddha?,"index, follow (implicit)","index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/learn/buddhism-101/who-was-the-buddha/,https://echobuddha.com/learn/buddhism-101/who-was-the-buddha/,1,ca-pub-3911157640549350,MATCHES_CURRENT_AND_FORENSIC
https://echobuddha.com/learn/buddhism-for-beginners/,200,https://echobuddha.com/learn/buddhism-for-beginners/,Yes,No,Yes,No,Yes,Buddhism for Beginners - Simple Buddhist Teachings | Echo Buddha,Buddhism for Beginners - Simple Buddhist Teachings | Echo Buddha,Buddhism for Beginners - Simple Buddhist Teachings | Echo Buddha,Buddhism for Beginners,Buddhism for Beginners,"index, follow (implicit)","index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/learn/buddhism-for-beginners/,https://echobuddha.com/learn/buddhism-for-beginners/,1,ca-pub-3911157640549350,MATCHES_FORENSIC_ONLY
https://echobuddha.com/learn/buddhist-dictionary/anatta/,200,https://echobuddha.com/learn/buddhist-dictionary/anatta/,Yes,Yes,Yes,Yes,Yes,Anatta Meaning: Non-Self in Buddhism Explained for Beginners | Echo Buddha,Anatta Meaning: Non-Self in Buddhism Explained for Beginners | Echo Buddha,Anatta Meaning: Non-Self in Buddhism Explained for Beginners | Echo Buddha,Anatta,Anatta,"index, follow (implicit)","index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/learn/buddhist-dictionary/anatta/,https://echobuddha.com/learn/buddhist-dictionary/anatta/,0,,MATCHES_CURRENT_AND_FORENSIC
https://echobuddha.com/learn/buddhist-dictionary/anicca/,200,https://echobuddha.com/learn/buddhist-dictionary/anicca/,Yes,Yes,Yes,Yes,Yes,Anicca Meaning: Impermanence in Buddhism Explained Simply | Echo Buddha,Anicca Meaning: Impermanence in Buddhism Explained Simply | Echo Buddha,Anicca Meaning: Impermanence in Buddhism Explained Simply | Echo Buddha,Anicca,Anicca,"index, follow (implicit)","index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/learn/buddhist-dictionary/anicca/,https://echobuddha.com/learn/buddhist-dictionary/anicca/,0,,MATCHES_CURRENT_AND_FORENSIC
https://echobuddha.com/learn/buddhist-dictionary/compassion/,200,https://echobuddha.com/learn/buddhist-dictionary/compassion/,Yes,Yes,Yes,Yes,Yes,Compassion Meaning in Buddhist Wisdom | Echo Buddha,Compassion Meaning in Buddhist Wisdom | Echo Buddha,Compassion Meaning in Buddhist Wisdom | Echo Buddha,Compassion,Compassion,"index, follow (implicit)","index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/learn/buddhist-dictionary/compassion/,https://echobuddha.com/learn/buddhist-dictionary/compassion/,0,,MATCHES_CURRENT_AND_FORENSIC
https://echobuddha.com/learn/buddhist-dictionary/dhamma/,200,https://echobuddha.com/learn/buddhist-dictionary/dhamma/,Yes,Yes,Yes,Yes,Yes,Dhamma Meaning: Buddhist Teaching and Truth | Echo Buddha,Dhamma Meaning: Buddhist Teaching and Truth | Echo Buddha,Dhamma Meaning: Buddhist Teaching and Truth | Echo Buddha,Dhamma,Dhamma,"index, follow (implicit)","index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/learn/buddhist-dictionary/dhamma/,https://echobuddha.com/learn/buddhist-dictionary/dhamma/,0,,MATCHES_CURRENT_AND_FORENSIC
https://echobuddha.com/learn/buddhist-dictionary/dukkha/,200,https://echobuddha.com/learn/buddhist-dictionary/dukkha/,Yes,Yes,Yes,Yes,Yes,Dukkha Meaning: Suffering and Unsatisfactoriness in Buddhism | Echo Buddha,Dukkha Meaning: Suffering and Unsatisfactoriness in Buddhism | Echo Buddha,Dukkha Meaning: Suffering and Unsatisfactoriness in Buddhism | Echo Buddha,Dukkha,Dukkha,"index, follow (implicit)","index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/learn/buddhist-dictionary/dukkha/,https://echobuddha.com/learn/buddhist-dictionary/dukkha/,0,,MATCHES_CURRENT_AND_FORENSIC
https://echobuddha.com/learn/buddhist-dictionary/,200,https://echobuddha.com/learn/buddhist-dictionary/,Yes,Yes,Yes,Yes,Yes,Buddhist Dictionary | Echo Buddha,Buddhist Dictionary | Echo Buddha,Buddhist Dictionary | Echo Buddha,Buddhist Dictionary,Buddhist Dictionary,"index, follow (implicit)","index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/learn/buddhist-dictionary/,https://echobuddha.com/learn/buddhist-dictionary/,0,,MATCHES_CURRENT_AND_FORENSIC
https://echobuddha.com/learn/buddhist-dictionary/karma/,200,https://echobuddha.com/learn/buddhist-dictionary/karma/,Yes,Yes,Yes,Yes,Yes,"Karma Meaning in Buddhism: Intention, Action, and Consequences | Echo Buddha","Karma Meaning in Buddhism: Intention, Action, and Consequences | Echo Buddha","Karma Meaning in Buddhism: Intention, Action, and Consequences | Echo Buddha",Karma,Karma,"index, follow (implicit)","index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/learn/buddhist-dictionary/karma/,https://echobuddha.com/learn/buddhist-dictionary/karma/,0,,MATCHES_CURRENT_AND_FORENSIC
https://echobuddha.com/learn/buddhist-dictionary/karuna/,200,https://echobuddha.com/learn/buddhist-dictionary/karuna/,Yes,Yes,Yes,Yes,Yes,Karuna Meaning: Compassion in Buddhism | Echo Buddha,Karuna Meaning: Compassion in Buddhism | Echo Buddha,Karuna Meaning: Compassion in Buddhism | Echo Buddha,Karuna,Karuna,"index, follow (implicit)","index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/learn/buddhist-dictionary/karuna/,https://echobuddha.com/learn/buddhist-dictionary/karuna/,0,,MATCHES_CURRENT_AND_FORENSIC
https://echobuddha.com/learn/buddhist-dictionary/metta/,200,https://echobuddha.com/learn/buddhist-dictionary/metta/,Yes,No,Yes,No,Yes,Metta Meaning: Loving-Kindness in Buddhism | Echo Buddha,Metta Meaning: Loving-Kindness in Buddhism | Echo Buddha,Metta Meaning: Loving-Kindness in Buddhism | Echo Buddha,Metta,Metta,"index, follow (implicit)","index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/learn/buddhist-dictionary/metta/,https://echobuddha.com/learn/buddhist-dictionary/metta/,0,,MATCHES_FORENSIC_ONLY
https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,200,https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,Yes,Yes,Yes,Yes,Yes,Mindfulness Meaning in Buddhist Practice | Echo Buddha,Mindfulness Meaning in Buddhist Practice | Echo Buddha,Mindfulness Meaning in Buddhist Practice | Echo Buddha,Mindfulness,Mindfulness,"index, follow (implicit)","index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,0,,MATCHES_CURRENT_AND_FORENSIC
https://echobuddha.com/learn/buddhist-dictionary/nirvana/,200,https://echobuddha.com/learn/buddhist-dictionary/nirvana/,Yes,Yes,Yes,Yes,Yes,Nirvana Meaning in Buddhism Explained Simply | Echo Buddha,Nirvana Meaning in Buddhism Explained Simply | Echo Buddha,Nirvana Meaning in Buddhism Explained Simply | Echo Buddha,Nirvana,Nirvana,"index, follow (implicit)","index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/learn/buddhist-dictionary/nirvana/,https://echobuddha.com/learn/buddhist-dictionary/nirvana/,0,,MATCHES_CURRENT_AND_FORENSIC
https://echobuddha.com/learn/buddhist-dictionary/pali-canon/,200,https://echobuddha.com/learn/buddhist-dictionary/pali-canon/,Yes,Yes,Yes,Yes,Yes,Pali Canon Meaning for Beginners | Echo Buddha,Pali Canon Meaning for Beginners | Echo Buddha,Pali Canon Meaning for Beginners | Echo Buddha,Pali Canon,Pali Canon,"index, follow (implicit)","index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/learn/buddhist-dictionary/pali-canon/,https://echobuddha.com/learn/buddhist-dictionary/pali-canon/,0,,MATCHES_CURRENT_AND_FORENSIC
https://echobuddha.com/learn/buddhist-dictionary/sangha/,200,https://echobuddha.com/learn/buddhist-dictionary/sangha/,Yes,Yes,Yes,Yes,Yes,Sangha Meaning: Buddhist Community Explained Simply | Echo Buddha,Sangha Meaning: Buddhist Community Explained Simply | Echo Buddha,Sangha Meaning: Buddhist Community Explained Simply | Echo Buddha,Sangha,Sangha,"index, follow (implicit)","index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/learn/buddhist-dictionary/sangha/,https://echobuddha.com/learn/buddhist-dictionary/sangha/,0,,MATCHES_CURRENT_AND_FORENSIC
https://echobuddha.com/learn/buddhist-dictionary/sati/,200,https://echobuddha.com/learn/buddhist-dictionary/sati/,Yes,Yes,Yes,Yes,Yes,Sati Meaning: Mindfulness in Buddhist Practice | Echo Buddha,Sati Meaning: Mindfulness in Buddhist Practice | Echo Buddha,Sati Meaning: Mindfulness in Buddhist Practice | Echo Buddha,Sati,Sati,"index, follow (implicit)","index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/learn/buddhist-dictionary/sati/,https://echobuddha.com/learn/buddhist-dictionary/sati/,0,,MATCHES_CURRENT_AND_FORENSIC
https://echobuddha.com/learn/buddhist-dictionary/sutta/,200,https://echobuddha.com/learn/buddhist-dictionary/sutta/,Yes,Yes,Yes,Yes,Yes,Sutta Meaning in Buddhism | Echo Buddha,Sutta Meaning in Buddhism | Echo Buddha,Sutta Meaning in Buddhism | Echo Buddha,Sutta,Sutta,"index, follow (implicit)","index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/learn/buddhist-dictionary/sutta/,https://echobuddha.com/learn/buddhist-dictionary/sutta/,0,,MATCHES_CURRENT_AND_FORENSIC
