URL,External source count,External sources,Phase 1 source risk,Phase 4 source-sensitive?,Current source status,Critical unresolved issue?
https://echobuddha.com/learn/dhammapada-reflections/,2,https://www.accesstoinsight.org/tipitaka/kn/dhp/dhp.01.budd.html | https://www.accesstoinsight.org/tipitaka/kn/dhp/dhp.14.budd.html,Low,No,LINKS_PRESENT_NOT_REVALIDATED_IN_PHASE4,No
https://echobuddha.com/learn/dhammapada-reflections/peace-comes-from-a-trained-mind/,1,https://www.accesstoinsight.org/tipitaka/kn/dhp/dhp.03.budd.html,Low,No,LINKS_PRESENT_NOT_REVALIDATED_IN_PHASE4,No
https://echobuddha.com/learn/dhammapada-reflections/the-mind-leads-all-things/,1,https://www.accesstoinsight.org/tipitaka/kn/dhp/dhp.01.budd.html,Low,No,LINKS_PRESENT_NOT_REVALIDATED_IN_PHASE4,No
https://echobuddha.com/learn/eightfold-path/,2,https://suttacentral.net/sn45.8/en/sujato | https://www.accesstoinsight.org/ptf/dhamma/sacca/sacca4/samma-ajivo/index.html,Low,Yes,VERIFIED_AUTHORITATIVE_LINKS_AND_BOUNDARIES,No
https://echobuddha.com/learn/four-noble-truths/,2,https://suttacentral.net/sn56.11/en/sujato | https://suttacentral.net/sn45.8/en/sujato,Low,Yes,VERIFIED_AUTHORITATIVE_LINKS_AND_BOUNDARIES,No
https://echobuddha.com/learn/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/learn/questions-about-buddhism/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/learn/sutta-for-daily-life/buddhas-teaching-on-patience/,1,https://www.accesstoinsight.org/tipitaka/kn/dhp/dhp.14.budd.html,Low,No,LINKS_PRESENT_NOT_REVALIDATED_IN_PHASE4,No
https://echobuddha.com/learn/sutta-for-daily-life/dhammacakkappavattana-sutta-four-noble-truths/,1,https://suttacentral.net/sn56.11/en/sujato,Low,Yes,VERIFIED_AUTHORITATIVE_LINKS_AND_BOUNDARIES,No
https://echobuddha.com/learn/sutta-for-daily-life/,2,https://www.accesstoinsight.org/tipitaka/kn/snp/snp.1.08.than.html | https://www.accesstoinsight.org/tipitaka/an/an03/an03.065.than.html,Low,No,LINKS_PRESENT_NOT_REVALIDATED_IN_PHASE4,No
https://echobuddha.com/learn/sutta-for-daily-life/kalama-sutta-and-wise-thinking/,1,https://www.accesstoinsight.org/tipitaka/an/an03/an03.065.than.html,Low,No,LINKS_PRESENT_NOT_REVALIDATED_IN_PHASE4,No
https://echobuddha.com/learn/sutta-for-daily-life/magga-vibhanga-sutta-eightfold-path/,1,https://suttacentral.net/sn45.8/en/sujato,Low,Yes,VERIFIED_AUTHORITATIVE_LINKS_AND_BOUNDARIES,No
https://echobuddha.com/learn/sutta-for-daily-life/metta-sutta-explained-for-daily-life/,1,https://suttacentral.net/snp1.8/en/sujato,Low,Yes,VERIFIED_AUTHORITATIVE_LINKS_AND_BOUNDARIES,No
https://echobuddha.com/learn/sutta-for-daily-life/mindfulness-of-breathing-explained-simply/,1,https://www.accesstoinsight.org/tipitaka/mn/mn.118.than.html,Low,No,LINKS_PRESENT_NOT_REVALIDATED_IN_PHASE4,No
https://echobuddha.com/learn/sutta-for-daily-life/right-speech-in-daily-life/,1,https://www.accesstoinsight.org/ptf/dhamma/sacca/sacca4/samma-vaca/index.html,Low,No,LINKS_PRESENT_NOT_REVALIDATED_IN_PHASE4,No
https://echobuddha.com/meditation-guide/,3,https://www.accesstoinsight.org/tipitaka/mn/mn.118.than.html | https://www.accesstoinsight.org/tipitaka/dn/dn.22.0.than.html | https://www.accesstoinsight.org/tipitaka/kn/snp/snp.1.08.than.html,Low,No,LINKS_PRESENT_NOT_REVALIDATED_IN_PHASE4,No
https://echobuddha.com/meditation-safety/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/meditation/10-minute-meditation-practice/,3,https://www.accesstoinsight.org/tipitaka/mn/mn.118.than.html | https://www.nccih.nih.gov/health/meditation-and-mindfulness-effectiveness-and-safety | https://www.nhs.uk/mental-health/self-help/tips-and-support/mindfulness/,Low,No,LINKS_PRESENT_NOT_REVALIDATED_IN_PHASE4,No
https://echobuddha.com/meditation/5-minute-meditation-practice/,1,https://www.accesstoinsight.org/tipitaka/mn/mn.118.than.html,Low,No,LINKS_PRESENT_NOT_REVALIDATED_IN_PHASE4,No
https://echobuddha.com/meditation/breathing-meditation/,2,https://suttacentral.net/mn118/en/sujato | https://www.nccih.nih.gov/health/meditation-and-mindfulness-effectiveness-and-safety,Low,Yes,VERIFIED_AUTHORITATIVE_LINKS_AND_BOUNDARIES,No
https://echobuddha.com/meditation/,2,https://www.accesstoinsight.org/tipitaka/mn/mn.118.than.html | https://www.accesstoinsight.org/tipitaka/dn/dn.22.0.than.html,Low,No,LINKS_PRESENT_NOT_REVALIDATED_IN_PHASE4,No
https://echobuddha.com/meditation/loving-kindness-meditation/,2,https://suttacentral.net/snp1.8/en/sujato | https://www.nccih.nih.gov/health/meditation-and-mindfulness-effectiveness-and-safety,Low,Yes,VERIFIED_AUTHORITATIVE_LINKS_AND_BOUNDARIES,No
https://echobuddha.com/meditation/meditation-for-beginners/,1,https://www.accesstoinsight.org/tipitaka/mn/mn.118.than.html,Low,No,LINKS_PRESENT_NOT_REVALIDATED_IN_PHASE4,No
https://echobuddha.com/meditation/meditation-posture-for-beginners/,2,https://www.accesstoinsight.org/tipitaka/dn/dn.22.0.than.html | https://www.nccih.nih.gov/health/meditation-and-mindfulness-effectiveness-and-safety,Low,Yes,VERIFIED_AUTHORITATIVE_LINKS_AND_BOUNDARIES,No
https://echobuddha.com/meditation/mindfulness-in-daily-life/,1,https://www.accesstoinsight.org/tipitaka/dn/dn.22.0.than.html,Low,No,LINKS_PRESENT_NOT_REVALIDATED_IN_PHASE4,No
https://echobuddha.com/meditation/walking-meditation/,2,https://suttacentral.net/an5.29/en/bodhi | https://suttacentral.net/mn10/en/sujato,Low,Yes,VERIFIED_AUTHORITATIVE_LINKS_AND_BOUNDARIES,No
https://echobuddha.com/meditation/when-meditation-feels-hard/,3,https://suttacentral.net/mn118/en/sujato | https://www.nccih.nih.gov/health/meditation-and-mindfulness-effectiveness-and-safety | https://www.nhs.uk/mental-health/self-help/tips-and-support/mindfulness/,Low,Yes,VERIFIED_AUTHORITATIVE_LINKS_AND_BOUNDARIES,No
https://echobuddha.com/mindful-living/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/privacy-policy/,1,https://adssettings.google.com/,Low,No,LINKS_PRESENT_NOT_REVALIDATED_IN_PHASE4,No
https://echobuddha.com/quote-attribution-policy/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/awareness/acceptance-before-next-step/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/awareness/anger-asks-for-speed-awareness-asks-for-one-more/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/awareness/awareness-does-not-remove-the-storm-it-keeps-you/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/awareness/clear-seeing-begins-with-the-courage-to-stop-looking/,0,,NOT_PHASE1_INDEXABLE,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/awareness/feelings-are-honest-about-their-presence-not-always-about/,0,,NOT_PHASE1_INDEXABLE,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/awareness/feelings-without-the-wheel/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/awareness/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/awareness/look-beneath-the-reaction-and-you-may-find-a/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/awareness/name-the-feeling-gently-and-it-may-stop-speaking/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/awareness/notice-the-habit-before-trying-to-become-someone-without/,0,,NOT_PHASE1_INDEXABLE,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/awareness/one-breath-before-anger-replies/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/awareness/small-acts-of-attention-can-turn-an-ordinary-day/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/awareness/the-body-often-knows-you-are-overwhelmed-before-the/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/awareness/thoughts-are-visitors/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/awareness/thoughts-pass-without-commanding-you/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/awareness/what-you-can-observe-clearly-no-longer-controls-you/,0,,NOT_PHASE1_INDEXABLE,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/awareness/when-the-mind-tightens-let-the-body-be-your/,0,,NOT_PHASE1_INDEXABLE,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/compassion/a-gentle-response-can-end-suffering-that-anger-would/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/compassion/before-judging-another-life-remember-how-much-of-your/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/compassion/compassion-asks-what-hurts-before-it-asks-who-is/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/compassion/compassion-grows-where-judgment-loosens-its-grip/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/compassion/compassion-sees-pain-clearly/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/compassion/gentle-self-compassion/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/compassion/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/compassion/kindness-does-not-need-an-audience-to-become-meaningful/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/compassion/let-kindness-be-the-echo-you-leave-in-every/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/compassion/let-your-boundaries-be-clear-and-your-heart-remain/,0,,NOT_PHASE1_INDEXABLE,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/compassion/loving-kindness-without-harm/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/compassion/offer-others-the-patience-you-hope-to-receive-on/,0,,NOT_PHASE1_INDEXABLE,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/compassion/small-kindnesses-often-reach-places-that-advice-cannot/,0,,NOT_PHASE1_INDEXABLE,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/compassion/the-heart-becomes-spacious-each-time-it-chooses-care/,0,,NOT_PHASE1_INDEXABLE,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/compassion/to-understand-someone-is-not-to-excuse-harm-it/,0,,NOT_PHASE1_INDEXABLE,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/compassion/when-you-cannot-remove-anothers-burden-do-not-add/,0,,NOT_PHASE1_INDEXABLE,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/impermanence/acceptance-begins-where-the-argument-with-change-ends/,0,,NOT_PHASE1_INDEXABLE,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/impermanence/because-this-moment-will-pass-meet-it-while-it/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/impermanence/change-is-how-life-continues/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/impermanence/change-takes-nothing-personally-it-simply-continues/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/impermanence/everything-changes-including-the-part-of-you-that-fears/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/impermanence/hold-each-day-carefully-knowing-it-cannot-be-held/,0,,NOT_PHASE1_INDEXABLE,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/impermanence/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/impermanence/meet-change-softly/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/impermanence/no-season-is-asked-to-remain-in-order-to/,0,,NOT_PHASE1_INDEXABLE,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/impermanence/the-fading-flower-does-not-make-its-blooming-less/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/impermanence/the-passing-of-joy-teaches-gratitude-the-passing-of/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/impermanence/todays-certainty-may-become-tomorrows-lesson-in-humility/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/impermanence/what-changes-is-not-always-lost-sometimes-it-is/,0,,NOT_PHASE1_INDEXABLE,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/letting-go/an-open-hand-can-care-for-what-a-clenched/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/letting-go/caring-without-clinging/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/letting-go/forgiveness-without-approving-harm/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/letting-go/freedom-often-sounds-like-the-quiet-end-of-an/,0,,NOT_PHASE1_INDEXABLE,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/letting-go/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/letting-go/let-the-feeling-pass-through-without-building-it-a/,0,,NOT_PHASE1_INDEXABLE,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/letting-go/letting-go-begins-by-admitting-how-tightly-you-are/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/letting-go/open-hands-non-attachment/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/letting-go/peace-enters-when-control-is-no-longer-the-price/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/letting-go/release-the-need-to-replay-what-can-no-longer/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/letting-go/release-the-outcome-but-keep-the-care-you-bring/,0,,NOT_PHASE1_INDEXABLE,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/letting-go/soften-around-stress/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/letting-go/what-leaves-your-life-may-still-leave-wisdom-behind/,0,,NOT_PHASE1_INDEXABLE,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/letting-go/where-attachment-begins/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/letting-go/you-can-honor-the-past-without-asking-it-to/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/letting-go/you-do-not-betray-a-memory-by-allowing-yourself/,0,,NOT_PHASE1_INDEXABLE,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/letting-go/you-do-not-need-to-carry-every-thought-that/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/meditation/a-short-sincere-practice-can-steady-a-long-and/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/meditation/do-not-search-meditation-for-a-special-self-notice/,0,,NOT_PHASE1_INDEXABLE,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/meditation/every-return-from-distraction-strengthens-the-path-home/,0,,NOT_PHASE1_INDEXABLE,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/meditation/few-quiet-minutes/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/meditation/follow-the-breath-lightly-as-you-would-listen-to/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/meditation/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/meditation/meditation-is-not-leaving-life-it-is-learning-how/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/meditation/meditation-is-returning/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/meditation/one-honest-breath/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/meditation/silence-is-not-empty-when-the-heart-is-listening/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/meditation/sit-with-the-day-as-it-is-before-asking/,0,,NOT_PHASE1_INDEXABLE,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/meditation/sit-without-demanding-silence-and-the-mind-will-teach/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/meditation/the-bell-fades-but-careful-listening-can-continue/,0,,NOT_PHASE1_INDEXABLE,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/meditation/the-cushion-is-a-place-to-practice-returning-not/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/meditation/when-stillness-feels-impossible-begin-by-noticing-the-restlessness/,0,,NOT_PHASE1_INDEXABLE,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/mindfulness/a-peaceful-mind-begins-with-one-honest-breath/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/mindfulness/a-wandering-mind-is-not-a-failed-mind-it/,0,,NOT_PHASE1_INDEXABLE,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/mindfulness/awareness-begins-when-hurry-loosens-its-hold/,0,,NOT_PHASE1_INDEXABLE,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/mindfulness/begin-the-day-with-awareness/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/mindfulness/give-one-ordinary-task-the-dignity-of-your-full/,0,,NOT_PHASE1_INDEXABLE,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/mindfulness/gratitude-notices-enough/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/mindfulness/ground-yourself-gently/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/mindfulness/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/mindfulness/listen-before-answering/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/mindfulness/listen-to-the-moment-before-filling-it-with-your/,0,,NOT_PHASE1_INDEXABLE,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/mindfulness/notice-what-is-here-before-deciding-what-it-means/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/mindfulness/one-mindful-pause-can-change-the-direction-of-an/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/mindfulness/peace-begins-with-attention/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/mindfulness/peace-grows-when-attention-stops-running-ahead-of-the/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/mindfulness/present-moment-one-step/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/mindfulness/return-to-the-breath-before-you-return-to-the/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/mindfulness/the-more-clearly-you-notice-life-the-less-carelessly/,0,,NOT_PHASE1_INDEXABLE,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/mindfulness/the-present-moment-asks-for-your-attention-not-your/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/patience/a-difficult-moment-becomes-heavier-when-we-demand-that/,0,,NOT_PHASE1_INDEXABLE,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/patience/be-patient-with-the-part-of-you-that-is/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/patience/family-kindness-and-patience/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/patience/growth-is-quiet-work-often-invisible-until-the-season/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/patience/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/patience/not-every-delay-is-an-obstacle-some-are-invitations/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/patience/patience-is-the-strength-to-remain-present-while-life/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/patience/patience-makes-room-for-truth-to-arrive-without-force/,0,,NOT_PHASE1_INDEXABLE,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/patience/patience-softens-the-wait/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/patience/some-answers-become-clear-only-after-the-mind-stops/,0,,NOT_PHASE1_INDEXABLE,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/patience/stay-gentle-with-beginnings-they-are-carrying-more-than/,0,,NOT_PHASE1_INDEXABLE,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/patience/the-path-unfolds-at-the-pace-of-sincere-practice/,0,,NOT_PHASE1_INDEXABLE,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/patience/wait-long-enough-for-the-first-reaction-to-become/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/patience/when-anger-rises-pause-long-enough-to-see-the/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/practice/a-peaceful-life-is-built-from-peaceful-moments-practiced/,0,,NOT_PHASE1_INDEXABLE,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/practice/begin-with-what-is-possible-then-return-tomorrow/,0,,NOT_PHASE1_INDEXABLE,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/practice/bring-the-teaching-into-the-place-where-you-are/,0,,NOT_PHASE1_INDEXABLE,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/practice/daily-practice-turns-understanding-from-an-idea-into-a/,0,,NOT_PHASE1_INDEXABLE,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/practice/do-not-wait-to-feel-ready-before-choosing-what/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/practice/eightfold-path-daily-choices/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/practice/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/practice/mindfulness-at-work-breath/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/practice/practice-becomes-real-when-it-enters-your-speech-and/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/practice/right-intention-turns-the-heart/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
