URL,Current indexable?,In current sitemap?,In forensic sitemap?,Result
https://echobuddha.com/quotes/renewal/each-conscious-breath-is-a-small-vote-for-beginning/,No,No,No,PASS
https://echobuddha.com/quotes/renewal/evening-release-reflection/,Yes,Yes,Yes,PASS
https://echobuddha.com/quotes/renewal/gentle-hope-keeps-walking/,Yes,Yes,Yes,PASS
https://echobuddha.com/quotes/renewal/hope-can-be-quiet-and-still-keep-walking/,No,No,No,PASS
https://echobuddha.com/quotes/renewal/,Yes,Yes,Yes,PASS
https://echobuddha.com/quotes/renewal/morning-is-not-the-only-time-a-life-can/,No,No,Yes,PASS
https://echobuddha.com/quotes/renewal/one-calm-morning-intention/,Yes,Yes,Yes,PASS
https://echobuddha.com/quotes/renewal/repair-what-you-can-forgive-what-you-cannot-redo/,No,No,No,PASS
https://echobuddha.com/quotes/renewal/the-path-welcomes-your-return-more-often-than-pride/,No,No,Yes,PASS
https://echobuddha.com/quotes/renewal/you-are-allowed-to-learn-slowly-and-still-be/,No,No,Yes,PASS
https://echobuddha.com/quotes/wisdom/a-clear-mind-can-hold-two-truths-without-rushing/,No,No,Yes,PASS
https://echobuddha.com/quotes/wisdom/a-useful-truth-is-carried-with-humility-not-used/,No,No,No,PASS
https://echobuddha.com/quotes/wisdom/contentment-with-what-is-here/,Yes,Yes,Yes,PASS
https://echobuddha.com/quotes/wisdom/difficult-people-and-boundaries/,Yes,Yes,Yes,PASS
https://echobuddha.com/quotes/wisdom/,Yes,Yes,Yes,PASS
https://echobuddha.com/quotes/wisdom/karma-begins-in-intention/,Yes,Yes,Yes,PASS
https://echobuddha.com/quotes/wisdom/knowing-when-not-to-speak-is-also-a-form/,No,No,Yes,PASS
https://echobuddha.com/quotes/wisdom/learn-from-discomfort-without-turning-suffering-into-an-identity/,No,No,No,PASS
https://echobuddha.com/quotes/wisdom/right-speech-with-kindness/,Yes,Yes,Yes,PASS
https://echobuddha.com/quotes/wisdom/see-the-conditions-behind-an-action-and-blame-may/,No,No,No,PASS
https://echobuddha.com/quotes/wisdom/simplicity-clears-the-room/,Yes,Yes,Yes,PASS
https://echobuddha.com/quotes/wisdom/the-lesson-repeats-until-attention-replaces-habit/,No,No,Yes,PASS
https://echobuddha.com/quotes/wisdom/the-wise-heart-changes-course-when-clearer-seeing-arrives/,No,No,No,PASS
https://echobuddha.com/quotes/wisdom/understanding-suffering-honestly/,Yes,Yes,Yes,PASS
https://echobuddha.com/quotes/wisdom/what-feels-urgent-is-not-always-what-matters-most/,No,No,Yes,PASS
https://echobuddha.com/quotes/wisdom/wisdom-is-less-interested-in-winning-than-in-ending/,No,No,No,PASS
https://echobuddha.com/quotes/wisdom/wisdom-is-the-art-of-meeting-life-without-adding/,No,No,Yes,PASS
https://echobuddha.com/quotes/wisdom/wisdom-sees-clearly/,Yes,Yes,Yes,PASS
https://echobuddha.com/quotes/wisdom/wisdom-sees-the-whole-fire-not-only-the-spark/,No,No,Yes,PASS
https://echobuddha.com/quotes/wisdom/wise-silence/,Yes,Yes,Yes,PASS
https://echobuddha.com/search/,No,No,No,PASS
https://echobuddha.com/start-here/,Yes,Yes,Yes,PASS
https://echobuddha.com/terms-of-use/,Yes,Yes,Yes,PASS
https://echobuddha.com/tools/,Yes,Yes,Yes,PASS
