URL,Type,Current index state,Internal search state,Stale redirected/removed route?,Noindex retained intentionally?,Result
https://echobuddha.com/quotes/awareness/clear-seeing-begins-with-the-courage-to-stop-looking/,Quote,noindex,PRESENT,No,Yes — internal discovery is independent of Google indexability,PASS
https://echobuddha.com/quotes/renewal/begin-again-without-turning-yesterday-into-a-sentence/,Quote,noindex,PRESENT,No,Yes — internal discovery is independent of Google indexability,PASS
https://echobuddha.com/quotes/renewal/a-new-direction-can-start-with-one-different-choice/,Quote,noindex,PRESENT,No,Yes — internal discovery is independent of Google indexability,PASS
https://echobuddha.com/quotes/renewal/the-path-welcomes-your-return-more-often-than-pride/,Quote,noindex,PRESENT,No,Yes — internal discovery is independent of Google indexability,PASS
https://echobuddha.com/quotes/renewal/you-are-allowed-to-learn-slowly-and-still-be/,Quote,noindex,PRESENT,No,Yes — internal discovery is independent of Google indexability,PASS
https://echobuddha.com/quotes/renewal/morning-is-not-the-only-time-a-life-can/,Quote,noindex,PRESENT,No,Yes — internal discovery is independent of Google indexability,PASS
https://echobuddha.com/quotes/renewal/repair-what-you-can-forgive-what-you-cannot-redo/,Quote,noindex,PRESENT,No,Yes — internal discovery is independent of Google indexability,PASS
https://echobuddha.com/quotes/renewal/a-mistake-becomes-a-teacher-when-honesty-enters-the/,Quote,noindex,PRESENT,No,Yes — internal discovery is independent of Google indexability,PASS
https://echobuddha.com/quotes/renewal/do-not-confuse-an-old-pattern-with-an-unchangeable/,Quote,noindex,PRESENT,No,Yes — internal discovery is independent of Google indexability,PASS
https://echobuddha.com/quotes/renewal/hope-can-be-quiet-and-still-keep-walking/,Quote,noindex,PRESENT,No,Yes — internal discovery is independent of Google indexability,PASS
https://echobuddha.com/quotes/renewal/each-conscious-breath-is-a-small-vote-for-beginning/,Quote,noindex,PRESENT,No,Yes — internal discovery is independent of Google indexability,PASS
https://echobuddha.com/quotes/mindfulness/begin-the-day-with-awareness/,Quote,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/quotes/meditation/one-honest-breath/,Quote,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/quotes/mindfulness/peace-begins-with-attention/,Quote,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/quotes/awareness/thoughts-pass-without-commanding-you/,Quote,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/quotes/meditation/meditation-is-returning/,Quote,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/quotes/meditation/few-quiet-minutes/,Quote,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/quotes/compassion/loving-kindness-without-harm/,Quote,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/quotes/compassion/compassion-sees-pain-clearly/,Quote,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/quotes/compassion/gentle-self-compassion/,Quote,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/,Quote,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/quotes/patience/patience-softens-the-wait/,Quote,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/quotes/awareness/one-breath-before-anger-replies/,Quote,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/quotes/letting-go/forgiveness-without-approving-harm/,Quote,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/quotes/letting-go/caring-without-clinging/,Quote,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/quotes/letting-go/open-hands-non-attachment/,Quote,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/quotes/impermanence/change-is-how-life-continues/,Quote,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/quotes/impermanence/meet-change-softly/,Quote,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/quotes/awareness/acceptance-before-next-step/,Quote,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/quotes/wisdom/karma-begins-in-intention/,Quote,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/quotes/wisdom/right-speech-with-kindness/,Quote,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/quotes/wisdom/wise-silence/,Quote,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/quotes/mindfulness/listen-before-answering/,Quote,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/quotes/awareness/thoughts-are-visitors/,Quote,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/quotes/mindfulness/ground-yourself-gently/,Quote,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/quotes/letting-go/soften-around-stress/,Quote,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/quotes/renewal/one-calm-morning-intention/,Quote,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/quotes/renewal/evening-release-reflection/,Quote,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/quotes/mindfulness/gratitude-notices-enough/,Quote,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/quotes/wisdom/simplicity-clears-the-room/,Quote,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/quotes/wisdom/contentment-with-what-is-here/,Quote,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/quotes/wisdom/wisdom-sees-clearly/,Quote,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/quotes/practice/right-intention-turns-the-heart/,Quote,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/quotes/practice/eightfold-path-daily-choices/,Quote,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/quotes/wisdom/understanding-suffering-honestly/,Quote,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/quotes/letting-go/where-attachment-begins/,Quote,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/quotes/renewal/begin-again-without-shame/,Quote,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/quotes/renewal/gentle-hope-keeps-walking/,Quote,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/quotes/awareness/feelings-without-the-wheel/,Quote,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/quotes/practice/mindfulness-at-work-breath/,Quote,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/quotes/patience/family-kindness-and-patience/,Quote,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/quotes/wisdom/difficult-people-and-boundaries/,Quote,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/quotes/mindfulness/present-moment-one-step/,Quote,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/quotes/practice/small-actions-shape-the-mind/,Quote,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/learn/buddhism-101/who-was-the-buddha/,Buddhism 101,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,Buddhism 101,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,Buddhism 101,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/learn/buddhism-101/the-four-noble-truths-explained/,Buddhism 101,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/learn/buddhism-101/the-noble-eightfold-path-explained/,Buddhism 101,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,Buddhism 101,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,Buddhism 101,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,Buddhism 101,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,Buddhism 101,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,Buddhism 101,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,Buddhism 101,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,Buddhism 101,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,Buddhism 101,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,Buddhism 101,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,Buddhism 101,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/,Buddhism 101,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/learn/buddhism-101/threefold-training-sila-samadhi-panna/,Buddhism 101,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/,Buddhism 101,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,Buddhism 101,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/learn/buddhist-dictionary/anicca/,Buddhist Term,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/learn/buddhist-dictionary/dukkha/,Buddhist Term,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/learn/buddhist-dictionary/anatta/,Buddhist Term,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/learn/buddhist-dictionary/metta/,Buddhist Term,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/learn/buddhist-dictionary/karuna/,Buddhist Term,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/learn/buddhist-dictionary/sati/,Buddhist Term,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/learn/buddhist-dictionary/karma/,Buddhist Term,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/learn/buddhist-dictionary/dhamma/,Buddhist Term,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/learn/buddhist-dictionary/sangha/,Buddhist Term,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/learn/buddhist-dictionary/nirvana/,Buddhist Term,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,Buddhist Term,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/learn/buddhist-dictionary/compassion/,Buddhist Term,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/learn/buddhist-dictionary/sutta/,Buddhist Term,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/learn/buddhist-dictionary/pali-canon/,Buddhist Term,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/learn/dhammapada-reflections/avoid-evil-do-good-purify-the-mind/,Dhammapada Reflection,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/learn/dhammapada-reflections/the-mind-leads-all-things/,Dhammapada Reflection,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/,Dhammapada Reflection,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/learn/dhammapada-reflections/better-than-a-thousand-empty-words/,Dhammapada Reflection,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/learn/dhammapada-reflections/peace-comes-from-a-trained-mind/,Dhammapada Reflection,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/learn/sutta-for-daily-life/metta-sutta-explained-for-daily-life/,Sutta Guide,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/learn/sutta-for-daily-life/kalama-sutta-and-wise-thinking/,Sutta Guide,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/learn/sutta-for-daily-life/right-speech-in-daily-life/,Sutta Guide,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/learn/sutta-for-daily-life/mindfulness-of-breathing-explained-simply/,Sutta Guide,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/learn/sutta-for-daily-life/dhammacakkappavattana-sutta-four-noble-truths/,Sutta Guide,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/learn/sutta-for-daily-life/magga-vibhanga-sutta-eightfold-path/,Sutta Guide,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/learn/sutta-for-daily-life/buddhas-teaching-on-patience/,Sutta Guide,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/meditation/meditation-for-beginners/,Meditation Guide,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/meditation/breathing-meditation/,Meditation Guide,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/meditation/loving-kindness-meditation/,Meditation Guide,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/meditation/walking-meditation/,Meditation Guide,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/meditation/mindfulness-in-daily-life/,Meditation Guide,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/meditation/5-minute-meditation-practice/,Meditation Guide,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/meditation/10-minute-meditation-practice/,Meditation Guide,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/meditation/meditation-posture-for-beginners/,Meditation Guide,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/meditation/when-meditation-feels-hard/,Meditation Guide,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/learn/questions-about-buddhism/,FAQ,indexable,PRESENT,No,N/A,PASS
https://echobuddha.com/learn/buddhist-resources/,Resource,indexable,PRESENT,No,N/A,PASS
