URL,Phase 3 intended action,Phase 3 intended index,Current actual index,Phase 3 intended sitemap,Current actual sitemap,Drift?,Result
https://echobuddha.com/quotes/compassion/when-you-cannot-remove-anothers-burden-do-not-add/,KEEP_NOINDEXED,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/impermanence/,IMPROVE_LATER_PHASE,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/quotes/impermanence/acceptance-begins-where-the-argument-with-change-ends/,KEEP_NOINDEXED,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/impermanence/because-this-moment-will-pass-meet-it-while-it/,NOINDEX,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/impermanence/change-is-how-life-continues/,KEEP_INDEXED,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/quotes/impermanence/change-takes-nothing-personally-it-simply-continues/,NOINDEX,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/impermanence/everything-changes-including-the-part-of-you-that-fears/,NOINDEX,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/impermanence/hold-each-day-carefully-knowing-it-cannot-be-held/,KEEP_NOINDEXED,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/impermanence/meet-change-softly/,KEEP_INDEXED,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/quotes/impermanence/no-season-is-asked-to-remain-in-order-to/,KEEP_NOINDEXED,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/impermanence/the-fading-flower-does-not-make-its-blooming-less/,NOINDEX,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/impermanence/the-passing-of-joy-teaches-gratitude-the-passing-of/,NOINDEX,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/impermanence/todays-certainty-may-become-tomorrows-lesson-in-humility/,NOINDEX,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/impermanence/what-changes-is-not-always-lost-sometimes-it-is/,KEEP_NOINDEXED,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/letting-go/,IMPROVE_LATER_PHASE,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/quotes/letting-go/an-open-hand-can-care-for-what-a-clenched/,NOINDEX,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/letting-go/caring-without-clinging/,KEEP_INDEXED,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/quotes/letting-go/forgiveness-without-approving-harm/,KEEP_INDEXED,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/quotes/letting-go/freedom-often-sounds-like-the-quiet-end-of-an/,KEEP_NOINDEXED,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/letting-go/let-the-feeling-pass-through-without-building-it-a/,KEEP_NOINDEXED,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/letting-go/letting-go-begins-by-admitting-how-tightly-you-are/,NOINDEX,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/letting-go/open-hands-non-attachment/,KEEP_INDEXED,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/quotes/letting-go/peace-enters-when-control-is-no-longer-the-price/,NOINDEX,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/letting-go/release-the-need-to-replay-what-can-no-longer/,NOINDEX,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/letting-go/release-the-outcome-but-keep-the-care-you-bring/,KEEP_NOINDEXED,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/letting-go/soften-around-stress/,KEEP_INDEXED,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/quotes/letting-go/what-leaves-your-life-may-still-leave-wisdom-behind/,KEEP_NOINDEXED,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/letting-go/where-attachment-begins/,KEEP_INDEXED,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/quotes/letting-go/you-can-honor-the-past-without-asking-it-to/,NOINDEX,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/letting-go/you-do-not-betray-a-memory-by-allowing-yourself/,KEEP_NOINDEXED,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/letting-go/you-do-not-need-to-carry-every-thought-that/,NOINDEX,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/meditation/,IMPROVE_LATER_PHASE,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/quotes/meditation/a-short-sincere-practice-can-steady-a-long-and/,NOINDEX,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/meditation/do-not-search-meditation-for-a-special-self-notice/,KEEP_NOINDEXED,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/meditation/every-return-from-distraction-strengthens-the-path-home/,KEEP_NOINDEXED,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/meditation/few-quiet-minutes/,KEEP_INDEXED,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/quotes/meditation/follow-the-breath-lightly-as-you-would-listen-to/,NOINDEX,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/meditation/meditation-is-not-leaving-life-it-is-learning-how/,NOINDEX,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/meditation/meditation-is-returning/,KEEP_INDEXED,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/quotes/meditation/one-honest-breath/,KEEP_INDEXED,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/quotes/meditation/silence-is-not-empty-when-the-heart-is-listening/,NOINDEX,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/meditation/sit-with-the-day-as-it-is-before-asking/,KEEP_NOINDEXED,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/meditation/sit-without-demanding-silence-and-the-mind-will-teach/,NOINDEX,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/meditation/the-bell-fades-but-careful-listening-can-continue/,KEEP_NOINDEXED,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/meditation/the-cushion-is-a-place-to-practice-returning-not/,NOINDEX,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/meditation/when-stillness-feels-impossible-begin-by-noticing-the-restlessness/,KEEP_NOINDEXED,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/mindfulness/,IMPROVE_LATER_PHASE,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/quotes/mindfulness/a-peaceful-mind-begins-with-one-honest-breath/,NOINDEX,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/mindfulness/a-wandering-mind-is-not-a-failed-mind-it/,KEEP_NOINDEXED,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/mindfulness/awareness-begins-when-hurry-loosens-its-hold/,KEEP_NOINDEXED,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/mindfulness/begin-the-day-with-awareness/,KEEP_INDEXED,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/quotes/mindfulness/give-one-ordinary-task-the-dignity-of-your-full/,KEEP_NOINDEXED,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/mindfulness/gratitude-notices-enough/,KEEP_INDEXED,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/quotes/mindfulness/ground-yourself-gently/,KEEP_INDEXED,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/quotes/mindfulness/listen-before-answering/,KEEP_INDEXED,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/quotes/mindfulness/listen-to-the-moment-before-filling-it-with-your/,KEEP_NOINDEXED,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/mindfulness/notice-what-is-here-before-deciding-what-it-means/,NOINDEX,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/mindfulness/one-mindful-pause-can-change-the-direction-of-an/,NOINDEX,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/mindfulness/peace-begins-with-attention/,KEEP_INDEXED,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/quotes/mindfulness/peace-grows-when-attention-stops-running-ahead-of-the/,NOINDEX,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/mindfulness/present-moment-one-step/,KEEP_INDEXED,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/quotes/mindfulness/return-to-the-breath-before-you-return-to-the/,NOINDEX,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/mindfulness/the-more-clearly-you-notice-life-the-less-carelessly/,KEEP_NOINDEXED,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/mindfulness/the-present-moment-asks-for-your-attention-not-your/,NOINDEX,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/patience/,IMPROVE_LATER_PHASE,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/quotes/patience/a-difficult-moment-becomes-heavier-when-we-demand-that/,KEEP_NOINDEXED,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/patience/be-patient-with-the-part-of-you-that-is/,NOINDEX,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/patience/family-kindness-and-patience/,KEEP_INDEXED,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/quotes/patience/growth-is-quiet-work-often-invisible-until-the-season/,NOINDEX,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/patience/not-every-delay-is-an-obstacle-some-are-invitations/,NOINDEX,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/patience/patience-is-the-strength-to-remain-present-while-life/,NOINDEX,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/patience/patience-makes-room-for-truth-to-arrive-without-force/,KEEP_NOINDEXED,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/patience/patience-softens-the-wait/,KEEP_INDEXED,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/quotes/patience/some-answers-become-clear-only-after-the-mind-stops/,KEEP_NOINDEXED,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/patience/stay-gentle-with-beginnings-they-are-carrying-more-than/,KEEP_NOINDEXED,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/patience/the-path-unfolds-at-the-pace-of-sincere-practice/,KEEP_NOINDEXED,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/patience/wait-long-enough-for-the-first-reaction-to-become/,NOINDEX,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/patience/when-anger-rises-pause-long-enough-to-see-the/,NOINDEX,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/practice/,IMPROVE_LATER_PHASE,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/quotes/practice/a-peaceful-life-is-built-from-peaceful-moments-practiced/,KEEP_NOINDEXED,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/practice/begin-with-what-is-possible-then-return-tomorrow/,KEEP_NOINDEXED,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/practice/bring-the-teaching-into-the-place-where-you-are/,KEEP_NOINDEXED,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/practice/daily-practice-turns-understanding-from-an-idea-into-a/,KEEP_NOINDEXED,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/practice/do-not-wait-to-feel-ready-before-choosing-what/,NOINDEX,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/practice/eightfold-path-daily-choices/,KEEP_INDEXED,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/quotes/practice/mindfulness-at-work-breath/,KEEP_INDEXED,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/quotes/practice/practice-becomes-real-when-it-enters-your-speech-and/,NOINDEX,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/practice/right-intention-turns-the-heart/,KEEP_INDEXED,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/quotes/practice/small-actions-shape-the-mind/,KEEP_INDEXED,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/quotes/practice/the-path-is-not-far-away-it-is-the/,NOINDEX,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/practice/the-path-is-shaped-by-what-you-repeat-when/,KEEP_NOINDEXED,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/practice/the-smallest-wholesome-action-is-larger-than-the-finest/,NOINDEX,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/practice/walk-slowly-enough-to-notice-where-your-life-is/,NOINDEX,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/practice/your-next-response-is-always-part-of-the-path/,NOINDEX,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/renewal/,IMPROVE_LATER_PHASE,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/quotes/renewal/a-mistake-becomes-a-teacher-when-honesty-enters-the/,KEEP_NOINDEXED,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/renewal/a-new-direction-can-start-with-one-different-choice/,NOINDEX,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/renewal/begin-again-gently-the-breath-is-always-willing/,NOINDEX,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/renewal/begin-again-without-shame/,KEEP_INDEXED,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/quotes/renewal/begin-again-without-turning-yesterday-into-a-sentence/,NOINDEX,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/renewal/do-not-confuse-an-old-pattern-with-an-unchangeable/,KEEP_NOINDEXED,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/renewal/each-conscious-breath-is-a-small-vote-for-beginning/,KEEP_NOINDEXED,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/renewal/evening-release-reflection/,KEEP_INDEXED,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/quotes/renewal/gentle-hope-keeps-walking/,KEEP_INDEXED,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/quotes/renewal/hope-can-be-quiet-and-still-keep-walking/,KEEP_NOINDEXED,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/renewal/morning-is-not-the-only-time-a-life-can/,NOINDEX,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/renewal/one-calm-morning-intention/,KEEP_INDEXED,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/quotes/renewal/repair-what-you-can-forgive-what-you-cannot-redo/,KEEP_NOINDEXED,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/renewal/the-path-welcomes-your-return-more-often-than-pride/,NOINDEX,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/renewal/you-are-allowed-to-learn-slowly-and-still-be/,NOINDEX,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/wisdom/,IMPROVE_LATER_PHASE,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/quotes/wisdom/a-clear-mind-can-hold-two-truths-without-rushing/,NOINDEX,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/wisdom/a-useful-truth-is-carried-with-humility-not-used/,KEEP_NOINDEXED,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/wisdom/contentment-with-what-is-here/,KEEP_INDEXED,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/quotes/wisdom/difficult-people-and-boundaries/,KEEP_INDEXED,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/quotes/wisdom/karma-begins-in-intention/,KEEP_INDEXED,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/quotes/wisdom/knowing-when-not-to-speak-is-also-a-form/,NOINDEX,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/wisdom/learn-from-discomfort-without-turning-suffering-into-an-identity/,KEEP_NOINDEXED,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/wisdom/right-speech-with-kindness/,KEEP_INDEXED,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/quotes/wisdom/see-the-conditions-behind-an-action-and-blame-may/,KEEP_NOINDEXED,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/wisdom/simplicity-clears-the-room/,KEEP_INDEXED,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/quotes/wisdom/the-lesson-repeats-until-attention-replaces-habit/,NOINDEX,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/wisdom/the-wise-heart-changes-course-when-clearer-seeing-arrives/,KEEP_NOINDEXED,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/wisdom/understanding-suffering-honestly/,KEEP_INDEXED,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/quotes/wisdom/what-feels-urgent-is-not-always-what-matters-most/,NOINDEX,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/wisdom/wisdom-is-less-interested-in-winning-than-in-ending/,KEEP_NOINDEXED,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/wisdom/wisdom-is-the-art-of-meeting-life-without-adding/,NOINDEX,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/wisdom/wisdom-sees-clearly/,KEEP_INDEXED,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/quotes/wisdom/wisdom-sees-the-whole-fire-not-only-the-spark/,NOINDEX,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/quotes/wisdom/wise-silence/,KEEP_INDEXED,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/search/,KEEP_NOINDEXED,noindex,noindex,out of sitemap,out of sitemap,No,PASS
https://echobuddha.com/start-here/,KEEP_INDEXED,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/terms-of-use/,IMPROVE_LATER_PHASE,indexable,indexable,in sitemap,in sitemap,No,PASS
https://echobuddha.com/tools/,KEEP_INDEXED,indexable,indexable,in sitemap,in sitemap,No,PASS
