URL,Page family,Forensic route present,Current route present,Route drift,Forensic rendered words,Current rendered words,Rendered text changed
https://echobuddha.com/quotes/mindfulness/notice-what-is-here-before-deciding-what-it-means/,quotes,Yes,Yes,NONE,900,900,No
https://echobuddha.com/quotes/mindfulness/one-mindful-pause-can-change-the-direction-of-an/,quotes,Yes,Yes,NONE,924,924,No
https://echobuddha.com/quotes/mindfulness/peace-begins-with-attention/,quotes,Yes,Yes,NONE,917,917,No
https://echobuddha.com/quotes/mindfulness/peace-grows-when-attention-stops-running-ahead-of-the/,quotes,Yes,Yes,NONE,911,911,No
https://echobuddha.com/quotes/mindfulness/present-moment-one-step/,quotes,Yes,Yes,NONE,922,922,No
https://echobuddha.com/quotes/mindfulness/return-to-the-breath-before-you-return-to-the/,quotes,Yes,Yes,NONE,921,921,No
https://echobuddha.com/quotes/mindfulness/the-more-clearly-you-notice-life-the-less-carelessly/,quotes,Yes,Yes,NONE,944,944,No
https://echobuddha.com/quotes/mindfulness/the-present-moment-asks-for-your-attention-not-your/,quotes,Yes,Yes,NONE,914,914,No
https://echobuddha.com/quotes/patience/a-difficult-moment-becomes-heavier-when-we-demand-that/,quotes,Yes,Yes,NONE,954,954,No
https://echobuddha.com/quotes/patience/be-patient-with-the-part-of-you-that-is/,quotes,Yes,Yes,NONE,980,980,No
https://echobuddha.com/quotes/patience/family-kindness-and-patience/,quotes,Yes,Yes,NONE,909,909,No
https://echobuddha.com/quotes/patience/growth-is-quiet-work-often-invisible-until-the-season/,quotes,Yes,Yes,NONE,923,923,No
https://echobuddha.com/quotes/patience/,quotes,Yes,Yes,NONE,648,648,No
https://echobuddha.com/quotes/patience/not-every-delay-is-an-obstacle-some-are-invitations/,quotes,Yes,Yes,NONE,948,948,No
https://echobuddha.com/quotes/patience/patience-is-the-strength-to-remain-present-while-life/,quotes,Yes,Yes,NONE,971,971,No
https://echobuddha.com/quotes/patience/patience-makes-room-for-truth-to-arrive-without-force/,quotes,Yes,Yes,NONE,915,915,No
https://echobuddha.com/quotes/patience/patience-softens-the-wait/,quotes,Yes,Yes,NONE,891,891,No
https://echobuddha.com/quotes/patience/some-answers-become-clear-only-after-the-mind-stops/,quotes,Yes,Yes,NONE,948,948,No
https://echobuddha.com/quotes/patience/stay-gentle-with-beginnings-they-are-carrying-more-than/,quotes,Yes,Yes,NONE,945,945,No
https://echobuddha.com/quotes/patience/the-path-unfolds-at-the-pace-of-sincere-practice/,quotes,Yes,Yes,NONE,970,970,No
https://echobuddha.com/quotes/patience/wait-long-enough-for-the-first-reaction-to-become/,quotes,Yes,Yes,NONE,946,946,No
https://echobuddha.com/quotes/patience/when-anger-rises-pause-long-enough-to-see-the/,quotes,Yes,Yes,NONE,947,947,No
https://echobuddha.com/quotes/practice/a-peaceful-life-is-built-from-peaceful-moments-practiced/,quotes,Yes,Yes,NONE,907,907,No
https://echobuddha.com/quotes/practice/begin-with-what-is-possible-then-return-tomorrow/,quotes,Yes,Yes,NONE,889,889,No
https://echobuddha.com/quotes/practice/bring-the-teaching-into-the-place-where-you-are/,quotes,Yes,Yes,NONE,923,923,No
https://echobuddha.com/quotes/practice/daily-practice-turns-understanding-from-an-idea-into-a/,quotes,Yes,Yes,NONE,946,946,No
https://echobuddha.com/quotes/practice/do-not-wait-to-feel-ready-before-choosing-what/,quotes,Yes,Yes,NONE,911,911,No
https://echobuddha.com/quotes/practice/eightfold-path-daily-choices/,quotes,Yes,Yes,NONE,873,873,No
https://echobuddha.com/quotes/practice/,quotes,Yes,Yes,NONE,598,598,No
https://echobuddha.com/quotes/practice/mindfulness-at-work-breath/,quotes,Yes,Yes,NONE,877,877,No
https://echobuddha.com/quotes/practice/practice-becomes-real-when-it-enters-your-speech-and/,quotes,Yes,Yes,NONE,910,910,No
https://echobuddha.com/quotes/practice/right-intention-turns-the-heart/,quotes,Yes,Yes,NONE,883,883,No
https://echobuddha.com/quotes/practice/small-actions-shape-the-mind/,quotes,Yes,Yes,NONE,894,894,No
https://echobuddha.com/quotes/practice/the-path-is-not-far-away-it-is-the/,quotes,Yes,Yes,NONE,922,922,No
https://echobuddha.com/quotes/practice/the-path-is-shaped-by-what-you-repeat-when/,quotes,Yes,Yes,NONE,935,935,No
https://echobuddha.com/quotes/practice/the-smallest-wholesome-action-is-larger-than-the-finest/,quotes,Yes,Yes,NONE,910,910,No
https://echobuddha.com/quotes/practice/walk-slowly-enough-to-notice-where-your-life-is/,quotes,Yes,Yes,NONE,933,933,No
https://echobuddha.com/quotes/practice/your-next-response-is-always-part-of-the-path/,quotes,Yes,Yes,NONE,889,889,No
https://echobuddha.com/quotes/renewal/a-mistake-becomes-a-teacher-when-honesty-enters-the/,quotes,Yes,Yes,NONE,903,903,No
https://echobuddha.com/quotes/renewal/a-new-direction-can-start-with-one-different-choice/,quotes,Yes,Yes,NONE,884,884,No
https://echobuddha.com/quotes/renewal/begin-again-gently-the-breath-is-always-willing/,quotes,Yes,Yes,NONE,883,883,No
https://echobuddha.com/quotes/renewal/begin-again-without-shame/,quotes,Yes,Yes,NONE,855,855,No
https://echobuddha.com/quotes/renewal/begin-again-without-turning-yesterday-into-a-sentence/,quotes,Yes,Yes,NONE,874,874,No
https://echobuddha.com/quotes/renewal/do-not-confuse-an-old-pattern-with-an-unchangeable/,quotes,Yes,Yes,NONE,894,894,No
https://echobuddha.com/quotes/renewal/each-conscious-breath-is-a-small-vote-for-beginning/,quotes,Yes,Yes,NONE,893,893,No
https://echobuddha.com/quotes/renewal/evening-release-reflection/,quotes,Yes,Yes,NONE,879,879,No
https://echobuddha.com/quotes/renewal/gentle-hope-keeps-walking/,quotes,Yes,Yes,NONE,864,864,No
https://echobuddha.com/quotes/renewal/hope-can-be-quiet-and-still-keep-walking/,quotes,Yes,Yes,NONE,869,869,No
https://echobuddha.com/quotes/renewal/,quotes,Yes,Yes,NONE,586,586,No
https://echobuddha.com/quotes/renewal/morning-is-not-the-only-time-a-life-can/,quotes,Yes,Yes,NONE,902,902,No
https://echobuddha.com/quotes/renewal/one-calm-morning-intention/,quotes,Yes,Yes,NONE,885,885,No
https://echobuddha.com/quotes/renewal/repair-what-you-can-forgive-what-you-cannot-redo/,quotes,Yes,Yes,NONE,951,951,No
https://echobuddha.com/quotes/renewal/the-path-welcomes-your-return-more-often-than-pride/,quotes,Yes,Yes,NONE,892,892,No
https://echobuddha.com/quotes/renewal/you-are-allowed-to-learn-slowly-and-still-be/,quotes,Yes,Yes,NONE,895,895,No
https://echobuddha.com/quotes/wisdom/a-clear-mind-can-hold-two-truths-without-rushing/,quotes,Yes,Yes,NONE,940,940,No
https://echobuddha.com/quotes/wisdom/a-useful-truth-is-carried-with-humility-not-used/,quotes,Yes,Yes,NONE,928,928,No
https://echobuddha.com/quotes/wisdom/contentment-with-what-is-here/,quotes,Yes,Yes,NONE,889,889,No
https://echobuddha.com/quotes/wisdom/difficult-people-and-boundaries/,quotes,Yes,Yes,NONE,842,842,No
https://echobuddha.com/quotes/wisdom/,quotes,Yes,Yes,NONE,658,658,No
https://echobuddha.com/quotes/wisdom/karma-begins-in-intention/,quotes,Yes,Yes,NONE,863,863,No
https://echobuddha.com/quotes/wisdom/knowing-when-not-to-speak-is-also-a-form/,quotes,Yes,Yes,NONE,926,926,No
https://echobuddha.com/quotes/wisdom/learn-from-discomfort-without-turning-suffering-into-an-identity/,quotes,Yes,Yes,NONE,898,898,No
https://echobuddha.com/quotes/wisdom/right-speech-with-kindness/,quotes,Yes,Yes,NONE,889,889,No
https://echobuddha.com/quotes/wisdom/see-the-conditions-behind-an-action-and-blame-may/,quotes,Yes,Yes,NONE,927,927,No
https://echobuddha.com/quotes/wisdom/simplicity-clears-the-room/,quotes,Yes,Yes,NONE,900,900,No
https://echobuddha.com/quotes/wisdom/the-lesson-repeats-until-attention-replaces-habit/,quotes,Yes,Yes,NONE,894,894,No
https://echobuddha.com/quotes/wisdom/the-wise-heart-changes-course-when-clearer-seeing-arrives/,quotes,Yes,Yes,NONE,892,892,No
https://echobuddha.com/quotes/wisdom/understanding-suffering-honestly/,quotes,Yes,Yes,NONE,883,883,No
https://echobuddha.com/quotes/wisdom/what-feels-urgent-is-not-always-what-matters-most/,quotes,Yes,Yes,NONE,903,903,No
https://echobuddha.com/quotes/wisdom/wisdom-is-less-interested-in-winning-than-in-ending/,quotes,Yes,Yes,NONE,910,910,No
https://echobuddha.com/quotes/wisdom/wisdom-is-the-art-of-meeting-life-without-adding/,quotes,Yes,Yes,NONE,915,915,No
https://echobuddha.com/quotes/wisdom/wisdom-sees-clearly/,quotes,Yes,Yes,NONE,867,867,No
https://echobuddha.com/quotes/wisdom/wisdom-sees-the-whole-fire-not-only-the-spark/,quotes,Yes,Yes,NONE,926,926,No
https://echobuddha.com/quotes/wisdom/wise-silence/,quotes,Yes,Yes,NONE,882,882,No
https://echobuddha.com/search/,utility/navigation,Yes,Yes,NONE,227,227,No
https://echobuddha.com/start-here/,utility/navigation,Yes,Yes,NONE,702,702,No
https://echobuddha.com/terms-of-use/,trust/policy,Yes,Yes,NONE,257,257,No
https://echobuddha.com/tools/,utility/navigation,Yes,Yes,NONE,638,638,No
