URL,Page family,Index state,Canonical,In sitemap,Robots meta,Issue,Action,Validation
/meditation/10-minute-meditation-practice/,Meditation,indexable,https://echobuddha.com/meditation/10-minute-meditation-practice/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/meditation/5-minute-meditation-practice/,Meditation,indexable,https://echobuddha.com/meditation/5-minute-meditation-practice/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/meditation/breathing-meditation/,Meditation,indexable,https://echobuddha.com/meditation/breathing-meditation/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/meditation/loving-kindness-meditation/,Meditation,indexable,https://echobuddha.com/meditation/loving-kindness-meditation/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/meditation/meditation-for-beginners/,Meditation,indexable,https://echobuddha.com/meditation/meditation-for-beginners/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/meditation/meditation-posture-for-beginners/,Meditation,indexable,https://echobuddha.com/meditation/meditation-posture-for-beginners/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/meditation/mindfulness-in-daily-life/,Meditation,indexable,https://echobuddha.com/meditation/mindfulness-in-daily-life/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/meditation/walking-meditation/,Meditation,indexable,https://echobuddha.com/meditation/walking-meditation/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/meditation/when-meditation-feels-hard/,Meditation,indexable,https://echobuddha.com/meditation/when-meditation-feels-hard/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/mindful-living/,Hub/orientation,indexable,https://echobuddha.com/mindful-living/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/privacy-policy/,Trust/policy,indexable,https://echobuddha.com/privacy-policy/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/quote-attribution-policy/,Trust/policy,indexable,https://echobuddha.com/quote-attribution-policy/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/quotes/,Quote hub,indexable,https://echobuddha.com/quotes/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/quotes/awareness/,Quote hub,indexable,https://echobuddha.com/quotes/awareness/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/quotes/awareness/acceptance-before-next-step/,Quote detail,indexable,https://echobuddha.com/quotes/awareness/acceptance-before-next-step/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/quotes/awareness/anger-asks-for-speed-awareness-asks-for-one-more/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/awareness/anger-asks-for-speed-awareness-asks-for-one-more/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/awareness/awareness-does-not-remove-the-storm-it-keeps-you/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/awareness/awareness-does-not-remove-the-storm-it-keeps-you/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/awareness/clear-seeing-begins-with-the-courage-to-stop-looking/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/awareness/clear-seeing-begins-with-the-courage-to-stop-looking/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/awareness/feelings-are-honest-about-their-presence-not-always-about/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/awareness/feelings-are-honest-about-their-presence-not-always-about/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/awareness/feelings-without-the-wheel/,Quote detail,indexable,https://echobuddha.com/quotes/awareness/feelings-without-the-wheel/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/quotes/awareness/look-beneath-the-reaction-and-you-may-find-a/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/awareness/look-beneath-the-reaction-and-you-may-find-a/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/awareness/name-the-feeling-gently-and-it-may-stop-speaking/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/awareness/name-the-feeling-gently-and-it-may-stop-speaking/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/awareness/notice-the-habit-before-trying-to-become-someone-without/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/awareness/notice-the-habit-before-trying-to-become-someone-without/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/awareness/one-breath-before-anger-replies/,Quote detail,indexable,https://echobuddha.com/quotes/awareness/one-breath-before-anger-replies/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/quotes/awareness/small-acts-of-attention-can-turn-an-ordinary-day/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/awareness/small-acts-of-attention-can-turn-an-ordinary-day/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/awareness/the-body-often-knows-you-are-overwhelmed-before-the/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/awareness/the-body-often-knows-you-are-overwhelmed-before-the/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/awareness/thoughts-are-visitors/,Quote detail,indexable,https://echobuddha.com/quotes/awareness/thoughts-are-visitors/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/quotes/awareness/thoughts-pass-without-commanding-you/,Quote detail,indexable,https://echobuddha.com/quotes/awareness/thoughts-pass-without-commanding-you/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/quotes/awareness/what-you-can-observe-clearly-no-longer-controls-you/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/awareness/what-you-can-observe-clearly-no-longer-controls-you/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/awareness/when-the-mind-tightens-let-the-body-be-your/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/awareness/when-the-mind-tightens-let-the-body-be-your/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/compassion/,Quote hub,indexable,https://echobuddha.com/quotes/compassion/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/quotes/compassion/a-gentle-response-can-end-suffering-that-anger-would/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/compassion/a-gentle-response-can-end-suffering-that-anger-would/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/compassion/before-judging-another-life-remember-how-much-of-your/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/compassion/before-judging-another-life-remember-how-much-of-your/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/compassion/compassion-asks-what-hurts-before-it-asks-who-is/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/compassion/compassion-asks-what-hurts-before-it-asks-who-is/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/compassion/compassion-grows-where-judgment-loosens-its-grip/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/compassion/compassion-grows-where-judgment-loosens-its-grip/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/compassion/compassion-sees-pain-clearly/,Quote detail,indexable,https://echobuddha.com/quotes/compassion/compassion-sees-pain-clearly/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/quotes/compassion/gentle-self-compassion/,Quote detail,indexable,https://echobuddha.com/quotes/compassion/gentle-self-compassion/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/quotes/compassion/kindness-as-quiet-practice/,Quote detail,indexable,https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/quotes/compassion/kindness-does-not-need-an-audience-to-become-meaningful/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/compassion/kindness-does-not-need-an-audience-to-become-meaningful/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/compassion/let-kindness-be-the-echo-you-leave-in-every/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/compassion/let-kindness-be-the-echo-you-leave-in-every/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/compassion/let-your-boundaries-be-clear-and-your-heart-remain/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/compassion/let-your-boundaries-be-clear-and-your-heart-remain/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/compassion/loving-kindness-without-harm/,Quote detail,indexable,https://echobuddha.com/quotes/compassion/loving-kindness-without-harm/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/quotes/compassion/offer-others-the-patience-you-hope-to-receive-on/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/compassion/offer-others-the-patience-you-hope-to-receive-on/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/compassion/small-kindnesses-often-reach-places-that-advice-cannot/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/compassion/small-kindnesses-often-reach-places-that-advice-cannot/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/compassion/the-heart-becomes-spacious-each-time-it-chooses-care/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/compassion/the-heart-becomes-spacious-each-time-it-chooses-care/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/compassion/to-understand-someone-is-not-to-excuse-harm-it/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/compassion/to-understand-someone-is-not-to-excuse-harm-it/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/compassion/when-you-cannot-remove-anothers-burden-do-not-add/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/compassion/when-you-cannot-remove-anothers-burden-do-not-add/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/impermanence/,Quote hub,indexable,https://echobuddha.com/quotes/impermanence/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/quotes/impermanence/acceptance-begins-where-the-argument-with-change-ends/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/impermanence/acceptance-begins-where-the-argument-with-change-ends/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/impermanence/because-this-moment-will-pass-meet-it-while-it/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/impermanence/because-this-moment-will-pass-meet-it-while-it/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/impermanence/change-is-how-life-continues/,Quote detail,indexable,https://echobuddha.com/quotes/impermanence/change-is-how-life-continues/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/quotes/impermanence/change-takes-nothing-personally-it-simply-continues/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/impermanence/change-takes-nothing-personally-it-simply-continues/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/impermanence/everything-changes-including-the-part-of-you-that-fears/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/impermanence/everything-changes-including-the-part-of-you-that-fears/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/impermanence/hold-each-day-carefully-knowing-it-cannot-be-held/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/impermanence/hold-each-day-carefully-knowing-it-cannot-be-held/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/impermanence/meet-change-softly/,Quote detail,indexable,https://echobuddha.com/quotes/impermanence/meet-change-softly/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/quotes/impermanence/no-season-is-asked-to-remain-in-order-to/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/impermanence/no-season-is-asked-to-remain-in-order-to/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/impermanence/the-fading-flower-does-not-make-its-blooming-less/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/impermanence/the-fading-flower-does-not-make-its-blooming-less/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/impermanence/the-passing-of-joy-teaches-gratitude-the-passing-of/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/impermanence/the-passing-of-joy-teaches-gratitude-the-passing-of/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/impermanence/todays-certainty-may-become-tomorrows-lesson-in-humility/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/impermanence/todays-certainty-may-become-tomorrows-lesson-in-humility/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/impermanence/what-changes-is-not-always-lost-sometimes-it-is/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/impermanence/what-changes-is-not-always-lost-sometimes-it-is/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/letting-go/,Quote hub,indexable,https://echobuddha.com/quotes/letting-go/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/quotes/letting-go/an-open-hand-can-care-for-what-a-clenched/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/letting-go/an-open-hand-can-care-for-what-a-clenched/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/letting-go/caring-without-clinging/,Quote detail,indexable,https://echobuddha.com/quotes/letting-go/caring-without-clinging/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/quotes/letting-go/forgiveness-without-approving-harm/,Quote detail,indexable,https://echobuddha.com/quotes/letting-go/forgiveness-without-approving-harm/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/quotes/letting-go/freedom-often-sounds-like-the-quiet-end-of-an/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/letting-go/freedom-often-sounds-like-the-quiet-end-of-an/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/letting-go/let-the-feeling-pass-through-without-building-it-a/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/letting-go/let-the-feeling-pass-through-without-building-it-a/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/letting-go/letting-go-begins-by-admitting-how-tightly-you-are/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/letting-go/letting-go-begins-by-admitting-how-tightly-you-are/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/letting-go/open-hands-non-attachment/,Quote detail,indexable,https://echobuddha.com/quotes/letting-go/open-hands-non-attachment/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/quotes/letting-go/peace-enters-when-control-is-no-longer-the-price/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/letting-go/peace-enters-when-control-is-no-longer-the-price/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/letting-go/release-the-need-to-replay-what-can-no-longer/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/letting-go/release-the-need-to-replay-what-can-no-longer/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/letting-go/release-the-outcome-but-keep-the-care-you-bring/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/letting-go/release-the-outcome-but-keep-the-care-you-bring/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/letting-go/soften-around-stress/,Quote detail,indexable,https://echobuddha.com/quotes/letting-go/soften-around-stress/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/quotes/letting-go/what-leaves-your-life-may-still-leave-wisdom-behind/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/letting-go/what-leaves-your-life-may-still-leave-wisdom-behind/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/letting-go/where-attachment-begins/,Quote detail,indexable,https://echobuddha.com/quotes/letting-go/where-attachment-begins/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/quotes/letting-go/you-can-honor-the-past-without-asking-it-to/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/letting-go/you-can-honor-the-past-without-asking-it-to/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/letting-go/you-do-not-betray-a-memory-by-allowing-yourself/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/letting-go/you-do-not-betray-a-memory-by-allowing-yourself/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/letting-go/you-do-not-need-to-carry-every-thought-that/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/letting-go/you-do-not-need-to-carry-every-thought-that/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/meditation/,Quote hub,indexable,https://echobuddha.com/quotes/meditation/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/quotes/meditation/a-short-sincere-practice-can-steady-a-long-and/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/meditation/a-short-sincere-practice-can-steady-a-long-and/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/meditation/do-not-search-meditation-for-a-special-self-notice/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/meditation/do-not-search-meditation-for-a-special-self-notice/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/meditation/every-return-from-distraction-strengthens-the-path-home/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/meditation/every-return-from-distraction-strengthens-the-path-home/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/meditation/few-quiet-minutes/,Quote detail,indexable,https://echobuddha.com/quotes/meditation/few-quiet-minutes/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/quotes/meditation/follow-the-breath-lightly-as-you-would-listen-to/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/meditation/follow-the-breath-lightly-as-you-would-listen-to/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/meditation/meditation-is-not-leaving-life-it-is-learning-how/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/meditation/meditation-is-not-leaving-life-it-is-learning-how/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/meditation/meditation-is-returning/,Quote detail,indexable,https://echobuddha.com/quotes/meditation/meditation-is-returning/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/quotes/meditation/one-honest-breath/,Quote detail,indexable,https://echobuddha.com/quotes/meditation/one-honest-breath/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/quotes/meditation/silence-is-not-empty-when-the-heart-is-listening/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/meditation/silence-is-not-empty-when-the-heart-is-listening/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/meditation/sit-with-the-day-as-it-is-before-asking/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/meditation/sit-with-the-day-as-it-is-before-asking/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/meditation/sit-without-demanding-silence-and-the-mind-will-teach/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/meditation/sit-without-demanding-silence-and-the-mind-will-teach/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/meditation/the-bell-fades-but-careful-listening-can-continue/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/meditation/the-bell-fades-but-careful-listening-can-continue/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/meditation/the-cushion-is-a-place-to-practice-returning-not/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/meditation/the-cushion-is-a-place-to-practice-returning-not/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/meditation/when-stillness-feels-impossible-begin-by-noticing-the-restlessness/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/meditation/when-stillness-feels-impossible-begin-by-noticing-the-restlessness/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/mindfulness/,Quote hub,indexable,https://echobuddha.com/quotes/mindfulness/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/quotes/mindfulness/a-peaceful-mind-begins-with-one-honest-breath/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/mindfulness/a-peaceful-mind-begins-with-one-honest-breath/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/mindfulness/a-wandering-mind-is-not-a-failed-mind-it/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/mindfulness/a-wandering-mind-is-not-a-failed-mind-it/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/mindfulness/awareness-begins-when-hurry-loosens-its-hold/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/mindfulness/awareness-begins-when-hurry-loosens-its-hold/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/mindfulness/begin-the-day-with-awareness/,Quote detail,indexable,https://echobuddha.com/quotes/mindfulness/begin-the-day-with-awareness/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/quotes/mindfulness/give-one-ordinary-task-the-dignity-of-your-full/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/mindfulness/give-one-ordinary-task-the-dignity-of-your-full/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/mindfulness/gratitude-notices-enough/,Quote detail,indexable,https://echobuddha.com/quotes/mindfulness/gratitude-notices-enough/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/quotes/mindfulness/ground-yourself-gently/,Quote detail,indexable,https://echobuddha.com/quotes/mindfulness/ground-yourself-gently/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/quotes/mindfulness/listen-before-answering/,Quote detail,indexable,https://echobuddha.com/quotes/mindfulness/listen-before-answering/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/quotes/mindfulness/listen-to-the-moment-before-filling-it-with-your/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/mindfulness/listen-to-the-moment-before-filling-it-with-your/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/mindfulness/notice-what-is-here-before-deciding-what-it-means/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/mindfulness/notice-what-is-here-before-deciding-what-it-means/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/mindfulness/one-mindful-pause-can-change-the-direction-of-an/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/mindfulness/one-mindful-pause-can-change-the-direction-of-an/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/mindfulness/peace-begins-with-attention/,Quote detail,indexable,https://echobuddha.com/quotes/mindfulness/peace-begins-with-attention/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/quotes/mindfulness/peace-grows-when-attention-stops-running-ahead-of-the/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/mindfulness/peace-grows-when-attention-stops-running-ahead-of-the/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/mindfulness/present-moment-one-step/,Quote detail,indexable,https://echobuddha.com/quotes/mindfulness/present-moment-one-step/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/quotes/mindfulness/return-to-the-breath-before-you-return-to-the/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/mindfulness/return-to-the-breath-before-you-return-to-the/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/mindfulness/the-more-clearly-you-notice-life-the-less-carelessly/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/mindfulness/the-more-clearly-you-notice-life-the-less-carelessly/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/mindfulness/the-present-moment-asks-for-your-attention-not-your/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/mindfulness/the-present-moment-asks-for-your-attention-not-your/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/patience/,Quote hub,indexable,https://echobuddha.com/quotes/patience/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/quotes/patience/a-difficult-moment-becomes-heavier-when-we-demand-that/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/patience/a-difficult-moment-becomes-heavier-when-we-demand-that/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/patience/be-patient-with-the-part-of-you-that-is/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/patience/be-patient-with-the-part-of-you-that-is/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/patience/family-kindness-and-patience/,Quote detail,indexable,https://echobuddha.com/quotes/patience/family-kindness-and-patience/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/quotes/patience/growth-is-quiet-work-often-invisible-until-the-season/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/patience/growth-is-quiet-work-often-invisible-until-the-season/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/patience/not-every-delay-is-an-obstacle-some-are-invitations/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/patience/not-every-delay-is-an-obstacle-some-are-invitations/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/patience/patience-is-the-strength-to-remain-present-while-life/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/patience/patience-is-the-strength-to-remain-present-while-life/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/patience/patience-makes-room-for-truth-to-arrive-without-force/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/patience/patience-makes-room-for-truth-to-arrive-without-force/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/patience/patience-softens-the-wait/,Quote detail,indexable,https://echobuddha.com/quotes/patience/patience-softens-the-wait/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/quotes/patience/some-answers-become-clear-only-after-the-mind-stops/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/patience/some-answers-become-clear-only-after-the-mind-stops/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/patience/stay-gentle-with-beginnings-they-are-carrying-more-than/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/patience/stay-gentle-with-beginnings-they-are-carrying-more-than/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/patience/the-path-unfolds-at-the-pace-of-sincere-practice/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/patience/the-path-unfolds-at-the-pace-of-sincere-practice/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/patience/wait-long-enough-for-the-first-reaction-to-become/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/patience/wait-long-enough-for-the-first-reaction-to-become/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/patience/when-anger-rises-pause-long-enough-to-see-the/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/patience/when-anger-rises-pause-long-enough-to-see-the/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/practice/,Quote hub,indexable,https://echobuddha.com/quotes/practice/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/quotes/practice/a-peaceful-life-is-built-from-peaceful-moments-practiced/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/practice/a-peaceful-life-is-built-from-peaceful-moments-practiced/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/practice/begin-with-what-is-possible-then-return-tomorrow/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/practice/begin-with-what-is-possible-then-return-tomorrow/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/practice/bring-the-teaching-into-the-place-where-you-are/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/practice/bring-the-teaching-into-the-place-where-you-are/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/practice/daily-practice-turns-understanding-from-an-idea-into-a/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/practice/daily-practice-turns-understanding-from-an-idea-into-a/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/practice/do-not-wait-to-feel-ready-before-choosing-what/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/practice/do-not-wait-to-feel-ready-before-choosing-what/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/practice/eightfold-path-daily-choices/,Quote detail,indexable,https://echobuddha.com/quotes/practice/eightfold-path-daily-choices/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/quotes/practice/mindfulness-at-work-breath/,Quote detail,indexable,https://echobuddha.com/quotes/practice/mindfulness-at-work-breath/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
