URL,Page family,JSON-LD blocks,Parse valid?,Visible-content consistency,Issue,Action,Validation
/quotes/meditation/meditation-is-not-leaving-life-it-is-learning-how/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/meditation/meditation-is-returning/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/meditation/one-honest-breath/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/meditation/silence-is-not-empty-when-the-heart-is-listening/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/meditation/sit-with-the-day-as-it-is-before-asking/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/meditation/sit-without-demanding-silence-and-the-mind-will-teach/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/meditation/the-bell-fades-but-careful-listening-can-continue/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/meditation/the-cushion-is-a-place-to-practice-returning-not/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/meditation/when-stillness-feels-impossible-begin-by-noticing-the-restlessness/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/mindfulness/,Quote hub,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/mindfulness/a-peaceful-mind-begins-with-one-honest-breath/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/mindfulness/a-wandering-mind-is-not-a-failed-mind-it/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/mindfulness/awareness-begins-when-hurry-loosens-its-hold/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/mindfulness/begin-the-day-with-awareness/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/mindfulness/give-one-ordinary-task-the-dignity-of-your-full/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/mindfulness/gratitude-notices-enough/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/mindfulness/ground-yourself-gently/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/mindfulness/listen-before-answering/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/mindfulness/listen-to-the-moment-before-filling-it-with-your/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/mindfulness/notice-what-is-here-before-deciding-what-it-means/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/mindfulness/one-mindful-pause-can-change-the-direction-of-an/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/mindfulness/peace-begins-with-attention/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/mindfulness/peace-grows-when-attention-stops-running-ahead-of-the/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/mindfulness/present-moment-one-step/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/mindfulness/return-to-the-breath-before-you-return-to-the/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/mindfulness/the-more-clearly-you-notice-life-the-less-carelessly/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/mindfulness/the-present-moment-asks-for-your-attention-not-your/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/patience/,Quote hub,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/patience/a-difficult-moment-becomes-heavier-when-we-demand-that/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/patience/be-patient-with-the-part-of-you-that-is/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/patience/family-kindness-and-patience/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/patience/growth-is-quiet-work-often-invisible-until-the-season/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/patience/not-every-delay-is-an-obstacle-some-are-invitations/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/patience/patience-is-the-strength-to-remain-present-while-life/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/patience/patience-makes-room-for-truth-to-arrive-without-force/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/patience/patience-softens-the-wait/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/patience/some-answers-become-clear-only-after-the-mind-stops/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/patience/stay-gentle-with-beginnings-they-are-carrying-more-than/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/patience/the-path-unfolds-at-the-pace-of-sincere-practice/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/patience/wait-long-enough-for-the-first-reaction-to-become/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/patience/when-anger-rises-pause-long-enough-to-see-the/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/practice/,Quote hub,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/practice/a-peaceful-life-is-built-from-peaceful-moments-practiced/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/practice/begin-with-what-is-possible-then-return-tomorrow/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/practice/bring-the-teaching-into-the-place-where-you-are/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/practice/daily-practice-turns-understanding-from-an-idea-into-a/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/practice/do-not-wait-to-feel-ready-before-choosing-what/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/practice/eightfold-path-daily-choices/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/practice/mindfulness-at-work-breath/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/practice/practice-becomes-real-when-it-enters-your-speech-and/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/practice/right-intention-turns-the-heart/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/practice/small-actions-shape-the-mind/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/practice/the-path-is-not-far-away-it-is-the/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/practice/the-path-is-shaped-by-what-you-repeat-when/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/practice/the-smallest-wholesome-action-is-larger-than-the-finest/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/practice/walk-slowly-enough-to-notice-where-your-life-is/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/practice/your-next-response-is-always-part-of-the-path/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/renewal/,Quote hub,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/renewal/a-mistake-becomes-a-teacher-when-honesty-enters-the/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/renewal/a-new-direction-can-start-with-one-different-choice/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/renewal/begin-again-gently-the-breath-is-always-willing/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/renewal/begin-again-without-shame/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/renewal/begin-again-without-turning-yesterday-into-a-sentence/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/renewal/do-not-confuse-an-old-pattern-with-an-unchangeable/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/renewal/each-conscious-breath-is-a-small-vote-for-beginning/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/renewal/evening-release-reflection/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/renewal/gentle-hope-keeps-walking/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/renewal/hope-can-be-quiet-and-still-keep-walking/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/renewal/morning-is-not-the-only-time-a-life-can/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/renewal/one-calm-morning-intention/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/renewal/repair-what-you-can-forgive-what-you-cannot-redo/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/renewal/the-path-welcomes-your-return-more-often-than-pride/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/renewal/you-are-allowed-to-learn-slowly-and-still-be/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/wisdom/,Quote hub,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/wisdom/a-clear-mind-can-hold-two-truths-without-rushing/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/wisdom/a-useful-truth-is-carried-with-humility-not-used/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/wisdom/contentment-with-what-is-here/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/wisdom/difficult-people-and-boundaries/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/wisdom/karma-begins-in-intention/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/wisdom/knowing-when-not-to-speak-is-also-a-form/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/wisdom/learn-from-discomfort-without-turning-suffering-into-an-identity/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/wisdom/right-speech-with-kindness/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/wisdom/see-the-conditions-behind-an-action-and-blame-may/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/wisdom/simplicity-clears-the-room/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/wisdom/the-lesson-repeats-until-attention-replaces-habit/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/wisdom/the-wise-heart-changes-course-when-clearer-seeing-arrives/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/wisdom/understanding-suffering-honestly/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/wisdom/what-feels-urgent-is-not-always-what-matters-most/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/wisdom/wisdom-is-less-interested-in-winning-than-in-ending/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/wisdom/wisdom-is-the-art-of-meeting-life-without-adding/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/wisdom/wisdom-sees-clearly/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/wisdom/wisdom-sees-the-whole-fire-not-only-the-spark/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/quotes/wisdom/wise-silence/,Quote detail,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/search/,Search,0,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/start-here/,Hub/orientation,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/terms-of-use/,Trust/policy,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
/tools/,Tools,1,Yes,Preserved from Phase 6/7,None,Preserve,PASS
