URL,route,family,intended_state,expected_http_status,robots,canonical,expected_canonical,sitemap,title,h1,schema_types,schema_valid,date_order_valid,source,redirect_target,expected_content_type
https://echobuddha.com/articles/what-is-sangha-buddhist-community/,/articles/what-is-sangha-buddhist-community/,ARTICLE,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/articles/what-is-sangha-buddhist-community/,https://echobuddha.com/articles/what-is-sangha-buddhist-community/,YES,What Is Sangha? Buddhist Community for Beginners | Echo Buddha,What Is Sangha? Why Buddhist Community Matters for Beginners,BlogPosting+Article|BreadcrumbList|FAQPage,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/authors/echo-buddha-editorial/,/authors/echo-buddha-editorial/,TRUST,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/authors/echo-buddha-editorial/,https://echobuddha.com/authors/echo-buddha-editorial/,YES,Echo Buddha Editorial | Echo Buddha,Echo Buddha Editorial,ProfilePage,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/buddhist-sources-and-citations/,/buddhist-sources-and-citations/,TRUST,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/buddhist-sources-and-citations/,https://echobuddha.com/buddhist-sources-and-citations/,YES,Buddhist Sources and Citations | Echo Buddha,Buddhist Sources and Citations,WebPage,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/contact/,/contact/,UTILITY,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/contact/,https://echobuddha.com/contact/,YES,Contact | Echo Buddha,Contact Echo Buddha,ContactPage,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/corrections/,/corrections/,TRUST,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/corrections/,https://echobuddha.com/corrections/,YES,Corrections and Editorial Updates | Echo Buddha,Corrections and Editorial Updates,WebPage,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/daily-reflections/,/daily-reflections/,DAILY_REFLECTION,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/daily-reflections/,https://echobuddha.com/daily-reflections/,YES,Daily Buddhist Reflections for Mindful Living | Echo Buddha,Daily Buddhist Reflections for Mindful Living,CollectionPage|BreadcrumbList|FAQPage,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/daily-reflections/anger-as-a-signal/,/daily-reflections/anger-as-a-signal/,DAILY_REFLECTION,NOINDEX_USER_PAGE_200,200,"noindex, follow",https://echobuddha.com/daily-reflections/anger-as-a-signal/,https://echobuddha.com/daily-reflections/anger-as-a-signal/,NO,Anger Can Become a Signal - Daily Buddhist Reflection | Echo Buddha,Anger Can Become a Signal,WebPage|BreadcrumbList,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/daily-reflections/begin-again-without-shame/,/daily-reflections/begin-again-without-shame/,DAILY_REFLECTION,NOINDEX_USER_PAGE_200,200,"noindex, follow",https://echobuddha.com/daily-reflections/begin-again-without-shame/,https://echobuddha.com/daily-reflections/begin-again-without-shame/,NO,Begin Again Without Shame - Daily Buddhist Reflection | Echo Buddha,Begin Again Without Shame,WebPage|BreadcrumbList,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/daily-reflections/compassion-begins-nearby/,/daily-reflections/compassion-begins-nearby/,DAILY_REFLECTION,NOINDEX_USER_PAGE_200,200,"noindex, follow",https://echobuddha.com/daily-reflections/compassion-begins-nearby/,https://echobuddha.com/daily-reflections/compassion-begins-nearby/,NO,Compassion Begins Nearby - Daily Buddhist Reflection | Echo Buddha,Compassion Begins Nearby,WebPage|BreadcrumbList,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/daily-reflections/enough-for-this-moment/,/daily-reflections/enough-for-this-moment/,DAILY_REFLECTION,NOINDEX_USER_PAGE_200,200,"noindex, follow",https://echobuddha.com/daily-reflections/enough-for-this-moment/,https://echobuddha.com/daily-reflections/enough-for-this-moment/,NO,Enough for This Moment - Daily Buddhist Reflection | Echo Buddha,Enough for This Moment,WebPage|BreadcrumbList,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/daily-reflections/evening-release/,/daily-reflections/evening-release/,DAILY_REFLECTION,NOINDEX_USER_PAGE_200,200,"noindex, follow",https://echobuddha.com/daily-reflections/evening-release/,https://echobuddha.com/daily-reflections/evening-release/,NO,End the Day by Releasing - Daily Buddhist Reflection | Echo Buddha,End the Day by Releasing,WebPage|BreadcrumbList,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/daily-reflections/family-patience/,/daily-reflections/family-patience/,DAILY_REFLECTION,NOINDEX_USER_PAGE_200,200,"noindex, follow",https://echobuddha.com/daily-reflections/family-patience/,https://echobuddha.com/daily-reflections/family-patience/,NO,Patience at Home - Daily Buddhist Reflection | Echo Buddha,Patience at Home,WebPage|BreadcrumbList,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/daily-reflections/forgiveness-without-approval/,/daily-reflections/forgiveness-without-approval/,DAILY_REFLECTION,NOINDEX_USER_PAGE_200,200,"noindex, follow",https://echobuddha.com/daily-reflections/forgiveness-without-approval/,https://echobuddha.com/daily-reflections/forgiveness-without-approval/,NO,Forgiveness Is Not Approval - Daily Buddhist Reflection | Echo Buddha,Forgiveness Is Not Approval,WebPage|BreadcrumbList,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/daily-reflections/gratitude-for-change/,/daily-reflections/gratitude-for-change/,DAILY_REFLECTION,NOINDEX_USER_PAGE_200,200,"noindex, follow",https://echobuddha.com/daily-reflections/gratitude-for-change/,https://echobuddha.com/daily-reflections/gratitude-for-change/,NO,Gratitude for Change - Daily Buddhist Reflection | Echo Buddha,Gratitude for Change,WebPage|BreadcrumbList,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/daily-reflections/gratitude-notices-enough/,/daily-reflections/gratitude-notices-enough/,DAILY_REFLECTION,NOINDEX_USER_PAGE_200,200,"noindex, follow",https://echobuddha.com/daily-reflections/gratitude-notices-enough/,https://echobuddha.com/daily-reflections/gratitude-notices-enough/,NO,Gratitude Notices Enough - Daily Buddhist Reflection | Echo Buddha,Gratitude Notices Enough,WebPage|BreadcrumbList,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/daily-reflections/impermanence-softens-clinging/,/daily-reflections/impermanence-softens-clinging/,DAILY_REFLECTION,NOINDEX_USER_PAGE_200,200,"noindex, follow",https://echobuddha.com/daily-reflections/impermanence-softens-clinging/,https://echobuddha.com/daily-reflections/impermanence-softens-clinging/,NO,Impermanence Softens Clinging - Daily Buddhist Reflection | Echo Buddha,Impermanence Softens Clinging,WebPage|BreadcrumbList,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/daily-reflections/kindness-with-boundaries/,/daily-reflections/kindness-with-boundaries/,DAILY_REFLECTION,NOINDEX_USER_PAGE_200,200,"noindex, follow",https://echobuddha.com/daily-reflections/kindness-with-boundaries/,https://echobuddha.com/daily-reflections/kindness-with-boundaries/,NO,Kindness Can Have Boundaries - Daily Buddhist Reflection | Echo Buddha,Kindness Can Have Boundaries,WebPage|BreadcrumbList,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/daily-reflections/let-the-feeling-pass/,/daily-reflections/let-the-feeling-pass/,DAILY_REFLECTION,NOINDEX_USER_PAGE_200,200,"noindex, follow",https://echobuddha.com/daily-reflections/let-the-feeling-pass/,https://echobuddha.com/daily-reflections/let-the-feeling-pass/,NO,Let the Feeling Pass Through - Daily Buddhist Reflection | Echo Buddha,Let the Feeling Pass Through,WebPage|BreadcrumbList,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/daily-reflections/letting-go-keeps-care/,/daily-reflections/letting-go-keeps-care/,DAILY_REFLECTION,NOINDEX_USER_PAGE_200,200,"noindex, follow",https://echobuddha.com/daily-reflections/letting-go-keeps-care/,https://echobuddha.com/daily-reflections/letting-go-keeps-care/,NO,Letting Go Keeps the Care - Daily Buddhist Reflection | Echo Buddha,Letting Go Keeps the Care,WebPage|BreadcrumbList,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/daily-reflections/listen-before-answering/,/daily-reflections/listen-before-answering/,DAILY_REFLECTION,NOINDEX_USER_PAGE_200,200,"noindex, follow",https://echobuddha.com/daily-reflections/listen-before-answering/,https://echobuddha.com/daily-reflections/listen-before-answering/,NO,Listen Before Answering - Daily Buddhist Reflection | Echo Buddha,Listen Before Answering,WebPage|BreadcrumbList,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/daily-reflections/metta-for-a-difficult-person/,/daily-reflections/metta-for-a-difficult-person/,DAILY_REFLECTION,NOINDEX_USER_PAGE_200,200,"noindex, follow",https://echobuddha.com/daily-reflections/metta-for-a-difficult-person/,https://echobuddha.com/daily-reflections/metta-for-a-difficult-person/,NO,Metta Without Pretending - Daily Buddhist Reflection | Echo Buddha,Metta Without Pretending,WebPage|BreadcrumbList,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/daily-reflections/mindful-work/,/daily-reflections/mindful-work/,DAILY_REFLECTION,NOINDEX_USER_PAGE_200,200,"noindex, follow",https://echobuddha.com/daily-reflections/mindful-work/,https://echobuddha.com/daily-reflections/mindful-work/,NO,Work Can Carry Practice - Daily Buddhist Reflection | Echo Buddha,Work Can Carry Practice,WebPage|BreadcrumbList,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/daily-reflections/morning-intention/,/daily-reflections/morning-intention/,DAILY_REFLECTION,NOINDEX_USER_PAGE_200,200,"noindex, follow",https://echobuddha.com/daily-reflections/morning-intention/,https://echobuddha.com/daily-reflections/morning-intention/,NO,Begin With Intention - Daily Buddhist Reflection | Echo Buddha,Begin With Intention,WebPage|BreadcrumbList,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/daily-reflections/notice-before-fixing/,/daily-reflections/notice-before-fixing/,DAILY_REFLECTION,NOINDEX_USER_PAGE_200,200,"noindex, follow",https://echobuddha.com/daily-reflections/notice-before-fixing/,https://echobuddha.com/daily-reflections/notice-before-fixing/,NO,Notice Before Fixing - Daily Buddhist Reflection | Echo Buddha,Notice Before Fixing,WebPage|BreadcrumbList,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/daily-reflections/one-honest-breath/,/daily-reflections/one-honest-breath/,DAILY_REFLECTION,NOINDEX_USER_PAGE_200,200,"noindex, follow",https://echobuddha.com/daily-reflections/one-honest-breath/,https://echobuddha.com/daily-reflections/one-honest-breath/,NO,Return Through One Honest Breath - Daily Buddhist Reflection | Echo Buddha,Return Through One Honest Breath,WebPage|BreadcrumbList,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/daily-reflections/one-step-on-the-path/,/daily-reflections/one-step-on-the-path/,DAILY_REFLECTION,NOINDEX_USER_PAGE_200,200,"noindex, follow",https://echobuddha.com/daily-reflections/one-step-on-the-path/,https://echobuddha.com/daily-reflections/one-step-on-the-path/,NO,The Path Is One Step - Daily Buddhist Reflection | Echo Buddha,The Path Is One Step,WebPage|BreadcrumbList,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/daily-reflections/patience-before-anger-speaks/,/daily-reflections/patience-before-anger-speaks/,DAILY_REFLECTION,NOINDEX_USER_PAGE_200,200,"noindex, follow",https://echobuddha.com/daily-reflections/patience-before-anger-speaks/,https://echobuddha.com/daily-reflections/patience-before-anger-speaks/,NO,Patience Begins Before Anger Speaks - Daily Buddhist Reflection | Echo Buddha,Patience Begins Before Anger Speaks,WebPage|BreadcrumbList,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/daily-reflections/rest-without-escape/,/daily-reflections/rest-without-escape/,DAILY_REFLECTION,NOINDEX_USER_PAGE_200,200,"noindex, follow",https://echobuddha.com/daily-reflections/rest-without-escape/,https://echobuddha.com/daily-reflections/rest-without-escape/,NO,Rest Without Escape - Daily Buddhist Reflection | Echo Buddha,Rest Without Escape,WebPage|BreadcrumbList,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/daily-reflections/see-the-conditions/,/daily-reflections/see-the-conditions/,DAILY_REFLECTION,NOINDEX_USER_PAGE_200,200,"noindex, follow",https://echobuddha.com/daily-reflections/see-the-conditions/,https://echobuddha.com/daily-reflections/see-the-conditions/,NO,See the Conditions - Daily Buddhist Reflection | Echo Buddha,See the Conditions,WebPage|BreadcrumbList,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/daily-reflections/simple-goodwill/,/daily-reflections/simple-goodwill/,DAILY_REFLECTION,NOINDEX_USER_PAGE_200,200,"noindex, follow",https://echobuddha.com/daily-reflections/simple-goodwill/,https://echobuddha.com/daily-reflections/simple-goodwill/,NO,Simple Goodwill Counts - Daily Buddhist Reflection | Echo Buddha,Simple Goodwill Counts,WebPage|BreadcrumbList,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/daily-reflections/small-actions-shape-the-mind/,/daily-reflections/small-actions-shape-the-mind/,DAILY_REFLECTION,NOINDEX_USER_PAGE_200,200,"noindex, follow",https://echobuddha.com/daily-reflections/small-actions-shape-the-mind/,https://echobuddha.com/daily-reflections/small-actions-shape-the-mind/,NO,Small Actions Shape the Mind - Daily Buddhist Reflection | Echo Buddha,Small Actions Shape the Mind,WebPage|BreadcrumbList,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/daily-reflections/soften-the-inner-argument/,/daily-reflections/soften-the-inner-argument/,DAILY_REFLECTION,NOINDEX_USER_PAGE_200,200,"noindex, follow",https://echobuddha.com/daily-reflections/soften-the-inner-argument/,https://echobuddha.com/daily-reflections/soften-the-inner-argument/,NO,Soften the Inner Argument - Daily Buddhist Reflection | Echo Buddha,Soften the Inner Argument,WebPage|BreadcrumbList,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/daily-reflections/speech-can-reduce-suffering/,/daily-reflections/speech-can-reduce-suffering/,DAILY_REFLECTION,NOINDEX_USER_PAGE_200,200,"noindex, follow",https://echobuddha.com/daily-reflections/speech-can-reduce-suffering/,https://echobuddha.com/daily-reflections/speech-can-reduce-suffering/,NO,Speech Can Reduce Suffering - Daily Buddhist Reflection | Echo Buddha,Speech Can Reduce Suffering,WebPage|BreadcrumbList,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/daily-reflections/the-first-truth-is-kind/,/daily-reflections/the-first-truth-is-kind/,DAILY_REFLECTION,NOINDEX_USER_PAGE_200,200,"noindex, follow",https://echobuddha.com/daily-reflections/the-first-truth-is-kind/,https://echobuddha.com/daily-reflections/the-first-truth-is-kind/,NO,The First Truth Is Kind - Daily Buddhist Reflection | Echo Buddha,The First Truth Is Kind,WebPage|BreadcrumbList,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/daily-reflections/thoughts-are-visitors/,/daily-reflections/thoughts-are-visitors/,DAILY_REFLECTION,NOINDEX_USER_PAGE_200,200,"noindex, follow",https://echobuddha.com/daily-reflections/thoughts-are-visitors/,https://echobuddha.com/daily-reflections/thoughts-are-visitors/,NO,Thoughts Are Visitors - Daily Buddhist Reflection | Echo Buddha,Thoughts Are Visitors,WebPage|BreadcrumbList,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/daily-reflections/today/,/daily-reflections/today/,DAILY_REFLECTION,NOINDEX_USER_PAGE_200,200,"noindex, follow",https://echobuddha.com/daily-reflections/today/,https://echobuddha.com/daily-reflections/today/,NO,Today&#39;s Buddhist Reflection Prompt | Echo Buddha,Today's Buddhist Reflection Prompt,WebPage|BreadcrumbList,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/daily-reflections/walking-as-practice/,/daily-reflections/walking-as-practice/,DAILY_REFLECTION,NOINDEX_USER_PAGE_200,200,"noindex, follow",https://echobuddha.com/daily-reflections/walking-as-practice/,https://echobuddha.com/daily-reflections/walking-as-practice/,NO,Walking Can Be Practice - Daily Buddhist Reflection | Echo Buddha,Walking Can Be Practice,WebPage|BreadcrumbList,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/disclaimer/,/disclaimer/,LEGAL,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/disclaimer/,https://echobuddha.com/disclaimer/,YES,Disclaimer | Echo Buddha,Disclaimer,WebPage,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/editorial-policy/,/editorial-policy/,TRUST,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/editorial-policy/,https://echobuddha.com/editorial-policy/,YES,Editorial Policy | Echo Buddha,Editorial Policy,WebPage,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/how-echo-buddha-creates-content/,/how-echo-buddha-creates-content/,TRUST,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/how-echo-buddha-creates-content/,https://echobuddha.com/how-echo-buddha-creates-content/,YES,How Echo Buddha Creates Content | Echo Buddha,How Echo Buddha Creates Content,WebPage,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/learn/,/learn/,LEARN_NAVIGATION,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/learn/,https://echobuddha.com/learn/,YES,Learn Buddhist Wisdom for Daily Life | Echo Buddha,Learn Buddhist Wisdom for Daily Life,CollectionPage|BreadcrumbList,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/learn/buddhism-101/,/learn/buddhism-101/,LEARN_NAVIGATION,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/learn/buddhism-101/,https://echobuddha.com/learn/buddhism-101/,YES,Buddhism 101 | Echo Buddha,Buddhism 101,CollectionPage|BreadcrumbList,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,/learn/buddhism-101/a-simple-daily-buddhist-practice/,LEARN_DETAIL,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,YES,A Simple Daily Buddhist Practice | Echo Buddha,A Simple Daily Buddhist Practice,Article|BreadcrumbList,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,/learn/buddhism-101/dependent-origination-explained/,LEARN_DETAIL,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,YES,Dependent Origination in Buddhism Explained for Beginners | Echo Buddha,Dependent Origination Explained,Article|BreadcrumbList,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,/learn/buddhism-101/five-aggregates-buddhism/,LEARN_DETAIL,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,YES,The Five Aggregates in Buddhism Explained Simply | Echo Buddha,The Five Aggregates in Buddhism,Article|BreadcrumbList,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/,/learn/buddhism-101/five-hindrances-in-buddhism/,LEARN_DETAIL,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/,https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/,YES,Five Hindrances in Buddhism Explained for Beginners | Echo Buddha,The Five Hindrances in Buddhism,Article|BreadcrumbList,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,/learn/buddhism-101/five-precepts-buddhism/,LEARN_DETAIL,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,YES,The Five Precepts in Buddhism: A Beginner&#39;s Guide to Ethical Living | Echo Buddha,The Five Precepts in Buddhism,Article|BreadcrumbList,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,/learn/buddhism-101/four-brahmaviharas/,LEARN_DETAIL,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,YES,"The Four Brahmaviharas: Loving-Kindness, Compassion, Joy, and Equanimity | Echo Buddha",The Four Brahmaviharas,Article|BreadcrumbList,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,/learn/buddhism-101/how-to-practice-buddhism-at-home/,LEARN_DETAIL,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,YES,How to Practice Buddhism at Home | Echo Buddha,How to Practice Buddhism at Home,Article|BreadcrumbList,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/,/learn/buddhism-101/middle-way-explained-for-beginners/,LEARN_DETAIL,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/,https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/,YES,The Middle Way in Buddhism Explained for Beginners | Echo Buddha,The Middle Way Explained for Beginners,Article|BreadcrumbList,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,/learn/buddhism-101/right-livelihood-buddhism/,LEARN_DETAIL,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,YES,Right Livelihood in Buddhism: A Beginner&#39;s Guide to Ethical Work | Echo Buddha,Right Livelihood in Buddhism,Article|BreadcrumbList,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/learn/buddhism-101/the-four-noble-truths-explained/,/learn/buddhism-101/the-four-noble-truths-explained/,LEARN_DETAIL,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/learn/buddhism-101/the-four-noble-truths-explained/,https://echobuddha.com/learn/buddhism-101/the-four-noble-truths-explained/,YES,The Four Noble Truths Explained | Echo Buddha,The Four Noble Truths Explained,Article|BreadcrumbList,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/learn/buddhism-101/the-noble-eightfold-path-explained/,/learn/buddhism-101/the-noble-eightfold-path-explained/,LEARN_DETAIL,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/learn/buddhism-101/the-noble-eightfold-path-explained/,https://echobuddha.com/learn/buddhism-101/the-noble-eightfold-path-explained/,YES,The Noble Eightfold Path Explained | Echo Buddha,The Noble Eightfold Path Explained,Article|BreadcrumbList,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,/learn/buddhism-101/the-three-jewels-explained/,LEARN_DETAIL,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,YES,The Three Jewels Explained | Echo Buddha,The Three Jewels Explained,Article|BreadcrumbList,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,/learn/buddhism-101/three-marks-of-existence/,LEARN_DETAIL,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,YES,The Three Marks of Existence in Buddhism Explained Simply | Echo Buddha,The Three Marks of Existence,Article|BreadcrumbList,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/learn/buddhism-101/threefold-training-sila-samadhi-panna/,/learn/buddhism-101/threefold-training-sila-samadhi-panna/,LEARN_DETAIL,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/learn/buddhism-101/threefold-training-sila-samadhi-panna/,https://echobuddha.com/learn/buddhism-101/threefold-training-sila-samadhi-panna/,YES,"Threefold Training in Buddhism: Sila, Samadhi, and Panna | Echo Buddha","The Threefold Training: Sila, Samadhi, and Panna",Article|BreadcrumbList,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,/learn/buddhism-101/what-is-buddhism/,LEARN_DETAIL,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,YES,What Is Buddhism? A Clear Beginner&#39;s Guide | Echo Buddha,What Is Buddhism?,Article|BreadcrumbList,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,/learn/buddhism-101/what-is-impermanence/,LEARN_DETAIL,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,YES,What Is Impermanence? | Echo Buddha,What Is Impermanence?,Article|BreadcrumbList,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,/learn/buddhism-101/what-is-karma-in-buddhism/,LEARN_DETAIL,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,YES,What Is Karma in Buddhism? A Beginner&#39;s Guide | Echo Buddha,What Is Karma in Buddhism?,Article|BreadcrumbList,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,/learn/buddhism-101/what-is-mindfulness/,LEARN_DETAIL,INDEXABLE_CANONICAL_200,200,"index, follow",https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,YES,What Is Mindfulness? | Echo Buddha,What Is Mindfulness?,Article|BreadcrumbList,YES,YES,BRANCH_OBSERVED_BUILD_ARTIFACT,,
