URL,intended_state,should_be_listed,listed,lastmod,lastmod_basis,absolute_production_url,result
https://echobuddha.com/learn/sutta-for-daily-life/right-speech-in-daily-life/,INDEXABLE_CANONICAL_200,YES,YES,,OMITTED_WHEN_NO_TRUTHFUL_DATE,YES,PASS
https://echobuddha.com/meditation-guide/,INDEXABLE_CANONICAL_200,YES,YES,,OMITTED_WHEN_NO_TRUTHFUL_DATE,YES,PASS
https://echobuddha.com/meditation-safety/,INDEXABLE_CANONICAL_200,YES,YES,,OMITTED_WHEN_NO_TRUTHFUL_DATE,YES,PASS
https://echobuddha.com/meditation/,INDEXABLE_CANONICAL_200,YES,YES,,OMITTED_WHEN_NO_TRUTHFUL_DATE,YES,PASS
https://echobuddha.com/meditation/10-minute-meditation-practice/,INDEXABLE_CANONICAL_200,YES,YES,,OMITTED_WHEN_NO_TRUTHFUL_DATE,YES,PASS
https://echobuddha.com/meditation/5-minute-meditation-practice/,INDEXABLE_CANONICAL_200,YES,YES,,OMITTED_WHEN_NO_TRUTHFUL_DATE,YES,PASS
https://echobuddha.com/meditation/breathing-meditation/,INDEXABLE_CANONICAL_200,YES,YES,,OMITTED_WHEN_NO_TRUTHFUL_DATE,YES,PASS
https://echobuddha.com/meditation/loving-kindness-meditation/,INDEXABLE_CANONICAL_200,YES,YES,,OMITTED_WHEN_NO_TRUTHFUL_DATE,YES,PASS
https://echobuddha.com/meditation/meditation-for-beginners/,INDEXABLE_CANONICAL_200,YES,YES,,OMITTED_WHEN_NO_TRUTHFUL_DATE,YES,PASS
https://echobuddha.com/meditation/meditation-posture-for-beginners/,INDEXABLE_CANONICAL_200,YES,YES,,OMITTED_WHEN_NO_TRUTHFUL_DATE,YES,PASS
https://echobuddha.com/meditation/mindfulness-in-daily-life/,INDEXABLE_CANONICAL_200,YES,YES,,OMITTED_WHEN_NO_TRUTHFUL_DATE,YES,PASS
https://echobuddha.com/meditation/walking-meditation/,INDEXABLE_CANONICAL_200,YES,YES,,OMITTED_WHEN_NO_TRUTHFUL_DATE,YES,PASS
https://echobuddha.com/meditation/when-meditation-feels-hard/,INDEXABLE_CANONICAL_200,YES,YES,,OMITTED_WHEN_NO_TRUTHFUL_DATE,YES,PASS
https://echobuddha.com/mindful-living/,INDEXABLE_CANONICAL_200,YES,YES,,OMITTED_WHEN_NO_TRUTHFUL_DATE,YES,PASS
https://echobuddha.com/privacy-policy/,INDEXABLE_CANONICAL_200,YES,YES,2026-07-03,CONTENT_REVIEW_OR_SOURCE_DATE,YES,PASS
https://echobuddha.com/quote-attribution-policy/,INDEXABLE_CANONICAL_200,YES,YES,,OMITTED_WHEN_NO_TRUTHFUL_DATE,YES,PASS
https://echobuddha.com/quotes/,INDEXABLE_CANONICAL_200,YES,YES,,OMITTED_WHEN_NO_TRUTHFUL_DATE,YES,PASS
https://echobuddha.com/quotes/awareness/,INDEXABLE_CANONICAL_200,YES,YES,,OMITTED_WHEN_NO_TRUTHFUL_DATE,YES,PASS
https://echobuddha.com/quotes/awareness/acceptance-before-next-step/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/awareness/anger-asks-for-speed-awareness-asks-for-one-more/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/awareness/awareness-does-not-remove-the-storm-it-keeps-you/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/awareness/clear-seeing-begins-with-the-courage-to-stop-looking/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/awareness/feelings-are-honest-about-their-presence-not-always-about/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/awareness/feelings-without-the-wheel/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/awareness/look-beneath-the-reaction-and-you-may-find-a/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/awareness/name-the-feeling-gently-and-it-may-stop-speaking/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/awareness/notice-the-habit-before-trying-to-become-someone-without/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/awareness/one-breath-before-anger-replies/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/awareness/small-acts-of-attention-can-turn-an-ordinary-day/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/awareness/the-body-often-knows-you-are-overwhelmed-before-the/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/awareness/thoughts-are-visitors/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/awareness/thoughts-pass-without-commanding-you/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/awareness/what-you-can-observe-clearly-no-longer-controls-you/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/awareness/when-the-mind-tightens-let-the-body-be-your/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/compassion/,INDEXABLE_CANONICAL_200,YES,YES,,OMITTED_WHEN_NO_TRUTHFUL_DATE,YES,PASS
https://echobuddha.com/quotes/compassion/a-gentle-response-can-end-suffering-that-anger-would/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/compassion/before-judging-another-life-remember-how-much-of-your/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/compassion/compassion-asks-what-hurts-before-it-asks-who-is/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/compassion/compassion-grows-where-judgment-loosens-its-grip/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/compassion/compassion-sees-pain-clearly/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/compassion/gentle-self-compassion/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/compassion/kindness-does-not-need-an-audience-to-become-meaningful/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/compassion/let-kindness-be-the-echo-you-leave-in-every/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/compassion/let-your-boundaries-be-clear-and-your-heart-remain/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/compassion/loving-kindness-without-harm/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/compassion/offer-others-the-patience-you-hope-to-receive-on/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/compassion/small-kindnesses-often-reach-places-that-advice-cannot/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/compassion/the-heart-becomes-spacious-each-time-it-chooses-care/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/compassion/to-understand-someone-is-not-to-excuse-harm-it/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/compassion/when-you-cannot-remove-anothers-burden-do-not-add/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/impermanence/,INDEXABLE_CANONICAL_200,YES,YES,,OMITTED_WHEN_NO_TRUTHFUL_DATE,YES,PASS
https://echobuddha.com/quotes/impermanence/acceptance-begins-where-the-argument-with-change-ends/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/impermanence/because-this-moment-will-pass-meet-it-while-it/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/impermanence/change-is-how-life-continues/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/impermanence/change-takes-nothing-personally-it-simply-continues/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/impermanence/everything-changes-including-the-part-of-you-that-fears/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/impermanence/hold-each-day-carefully-knowing-it-cannot-be-held/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/impermanence/meet-change-softly/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/impermanence/no-season-is-asked-to-remain-in-order-to/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/impermanence/the-fading-flower-does-not-make-its-blooming-less/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/impermanence/the-passing-of-joy-teaches-gratitude-the-passing-of/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/impermanence/todays-certainty-may-become-tomorrows-lesson-in-humility/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/impermanence/what-changes-is-not-always-lost-sometimes-it-is/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/letting-go/,INDEXABLE_CANONICAL_200,YES,YES,,OMITTED_WHEN_NO_TRUTHFUL_DATE,YES,PASS
https://echobuddha.com/quotes/letting-go/an-open-hand-can-care-for-what-a-clenched/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/letting-go/caring-without-clinging/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/letting-go/forgiveness-without-approving-harm/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/letting-go/freedom-often-sounds-like-the-quiet-end-of-an/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/letting-go/let-the-feeling-pass-through-without-building-it-a/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/letting-go/letting-go-begins-by-admitting-how-tightly-you-are/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/letting-go/open-hands-non-attachment/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/letting-go/peace-enters-when-control-is-no-longer-the-price/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/letting-go/release-the-need-to-replay-what-can-no-longer/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/letting-go/release-the-outcome-but-keep-the-care-you-bring/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/letting-go/soften-around-stress/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/letting-go/what-leaves-your-life-may-still-leave-wisdom-behind/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/letting-go/where-attachment-begins/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/letting-go/you-can-honor-the-past-without-asking-it-to/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/letting-go/you-do-not-betray-a-memory-by-allowing-yourself/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/letting-go/you-do-not-need-to-carry-every-thought-that/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/meditation/,INDEXABLE_CANONICAL_200,YES,YES,,OMITTED_WHEN_NO_TRUTHFUL_DATE,YES,PASS
https://echobuddha.com/quotes/meditation/a-short-sincere-practice-can-steady-a-long-and/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/meditation/do-not-search-meditation-for-a-special-self-notice/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/meditation/every-return-from-distraction-strengthens-the-path-home/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/meditation/few-quiet-minutes/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/meditation/follow-the-breath-lightly-as-you-would-listen-to/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/meditation/meditation-is-not-leaving-life-it-is-learning-how/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/meditation/meditation-is-returning/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/meditation/one-honest-breath/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/meditation/silence-is-not-empty-when-the-heart-is-listening/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/meditation/sit-with-the-day-as-it-is-before-asking/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/meditation/sit-without-demanding-silence-and-the-mind-will-teach/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/meditation/the-bell-fades-but-careful-listening-can-continue/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/meditation/the-cushion-is-a-place-to-practice-returning-not/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/meditation/when-stillness-feels-impossible-begin-by-noticing-the-restlessness/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/mindfulness/,INDEXABLE_CANONICAL_200,YES,YES,,OMITTED_WHEN_NO_TRUTHFUL_DATE,YES,PASS
https://echobuddha.com/quotes/mindfulness/a-peaceful-mind-begins-with-one-honest-breath/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/mindfulness/a-wandering-mind-is-not-a-failed-mind-it/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/mindfulness/awareness-begins-when-hurry-loosens-its-hold/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/mindfulness/begin-the-day-with-awareness/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/mindfulness/give-one-ordinary-task-the-dignity-of-your-full/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/mindfulness/gratitude-notices-enough/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/mindfulness/ground-yourself-gently/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/mindfulness/listen-before-answering/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/mindfulness/listen-to-the-moment-before-filling-it-with-your/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/mindfulness/notice-what-is-here-before-deciding-what-it-means/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/mindfulness/one-mindful-pause-can-change-the-direction-of-an/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/mindfulness/peace-begins-with-attention/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/mindfulness/peace-grows-when-attention-stops-running-ahead-of-the/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/mindfulness/present-moment-one-step/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/mindfulness/return-to-the-breath-before-you-return-to-the/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/mindfulness/the-more-clearly-you-notice-life-the-less-carelessly/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/mindfulness/the-present-moment-asks-for-your-attention-not-your/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/patience/,INDEXABLE_CANONICAL_200,YES,YES,,OMITTED_WHEN_NO_TRUTHFUL_DATE,YES,PASS
https://echobuddha.com/quotes/patience/a-difficult-moment-becomes-heavier-when-we-demand-that/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/patience/be-patient-with-the-part-of-you-that-is/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/patience/family-kindness-and-patience/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/patience/growth-is-quiet-work-often-invisible-until-the-season/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/patience/not-every-delay-is-an-obstacle-some-are-invitations/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/patience/patience-is-the-strength-to-remain-present-while-life/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/patience/patience-makes-room-for-truth-to-arrive-without-force/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/patience/patience-softens-the-wait/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/patience/some-answers-become-clear-only-after-the-mind-stops/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/patience/stay-gentle-with-beginnings-they-are-carrying-more-than/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/patience/the-path-unfolds-at-the-pace-of-sincere-practice/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/patience/wait-long-enough-for-the-first-reaction-to-become/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/patience/when-anger-rises-pause-long-enough-to-see-the/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/practice/,INDEXABLE_CANONICAL_200,YES,YES,,OMITTED_WHEN_NO_TRUTHFUL_DATE,YES,PASS
https://echobuddha.com/quotes/practice/a-peaceful-life-is-built-from-peaceful-moments-practiced/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/practice/begin-with-what-is-possible-then-return-tomorrow/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/practice/bring-the-teaching-into-the-place-where-you-are/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/practice/daily-practice-turns-understanding-from-an-idea-into-a/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/practice/do-not-wait-to-feel-ready-before-choosing-what/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/practice/eightfold-path-daily-choices/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/practice/mindfulness-at-work-breath/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/practice/practice-becomes-real-when-it-enters-your-speech-and/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
