URL,search_protection,search_axis,phase_2_value_score,quality_axis,later_implication,query_ownership,backlink_status,confidence
https://echobuddha.com/meditation-guide/,SEO_P2_EMERGING,LOW_OR_EMERGING,83,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/mindful-living/,SEO_P1_HIGH,HIGH,50,LOW,SURGICAL_REMEDIATION_REQUIRED,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/quotes/awareness/acceptance-before-next-step/,SEO_P3_LIMITED,LOW_OR_EMERGING,43,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,MEDIUM
https://echobuddha.com/quotes/awareness/feelings-without-the-wheel/,SEO_P3_LIMITED,LOW_OR_EMERGING,43,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/quotes/awareness/,SEO_P1_HIGH,HIGH,51,LOW,SURGICAL_REMEDIATION_REQUIRED,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/quotes/awareness/one-breath-before-anger-replies/,SEO_P3_LIMITED,LOW_OR_EMERGING,43,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,MEDIUM
https://echobuddha.com/quotes/awareness/thoughts-are-visitors/,SEO_P3_LIMITED,LOW_OR_EMERGING,43,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/quotes/awareness/thoughts-pass-without-commanding-you/,SEO_P3_LIMITED,LOW_OR_EMERGING,43,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,MEDIUM
https://echobuddha.com/quotes/compassion/compassion-sees-pain-clearly/,SEO_P3_LIMITED,LOW_OR_EMERGING,43,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,MEDIUM
https://echobuddha.com/quotes/compassion/gentle-self-compassion/,SEO_P3_LIMITED,LOW_OR_EMERGING,43,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,MEDIUM
https://echobuddha.com/quotes/compassion/,SEO_P1_HIGH,HIGH,51,LOW,SURGICAL_REMEDIATION_REQUIRED,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/,SEO_P3_LIMITED,LOW_OR_EMERGING,43,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/quotes/compassion/loving-kindness-without-harm/,SEO_P3_LIMITED,LOW_OR_EMERGING,43,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/quotes/impermanence/change-is-how-life-continues/,SEO_P2_EMERGING,LOW_OR_EMERGING,44,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/quotes/impermanence/,SEO_P2_EMERGING,LOW_OR_EMERGING,49,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/quotes/impermanence/meet-change-softly/,SEO_P3_LIMITED,LOW_OR_EMERGING,43,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,MEDIUM
https://echobuddha.com/quotes/,SEO_P1_HIGH,HIGH,51,LOW,SURGICAL_REMEDIATION_REQUIRED,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/quotes/letting-go/caring-without-clinging/,SEO_P3_LIMITED,LOW_OR_EMERGING,43,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,MEDIUM
https://echobuddha.com/quotes/letting-go/forgiveness-without-approving-harm/,SEO_P3_LIMITED,LOW_OR_EMERGING,43,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,MEDIUM
https://echobuddha.com/quotes/letting-go/,SEO_P0_CRITICAL,HIGH,52,LOW,SURGICAL_REMEDIATION_REQUIRED,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/quotes/letting-go/open-hands-non-attachment/,SEO_P3_LIMITED,LOW_OR_EMERGING,43,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,MEDIUM
https://echobuddha.com/quotes/letting-go/soften-around-stress/,SEO_P3_LIMITED,LOW_OR_EMERGING,43,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,MEDIUM
https://echobuddha.com/quotes/letting-go/where-attachment-begins/,SEO_P3_LIMITED,LOW_OR_EMERGING,43,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,MEDIUM
https://echobuddha.com/quotes/meditation/few-quiet-minutes/,SEO_P3_LIMITED,LOW_OR_EMERGING,43,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,MEDIUM
https://echobuddha.com/quotes/meditation/,SEO_P1_HIGH,HIGH,50,LOW,SURGICAL_REMEDIATION_REQUIRED,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/quotes/meditation/meditation-is-returning/,SEO_P3_LIMITED,LOW_OR_EMERGING,43,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,MEDIUM
https://echobuddha.com/quotes/meditation/one-honest-breath/,SEO_P3_LIMITED,LOW_OR_EMERGING,43,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,MEDIUM
https://echobuddha.com/quotes/mindfulness/begin-the-day-with-awareness/,SEO_P3_LIMITED,LOW_OR_EMERGING,45,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/quotes/mindfulness/gratitude-notices-enough/,SEO_P3_LIMITED,LOW_OR_EMERGING,43,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,MEDIUM
https://echobuddha.com/quotes/mindfulness/ground-yourself-gently/,SEO_P3_LIMITED,LOW_OR_EMERGING,43,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/quotes/mindfulness/,SEO_P1_HIGH,HIGH,52,LOW,SURGICAL_REMEDIATION_REQUIRED,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/quotes/mindfulness/listen-before-answering/,SEO_P3_LIMITED,LOW_OR_EMERGING,43,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/quotes/mindfulness/peace-begins-with-attention/,SEO_P3_LIMITED,LOW_OR_EMERGING,43,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,MEDIUM
https://echobuddha.com/quotes/mindfulness/present-moment-one-step/,SEO_P3_LIMITED,LOW_OR_EMERGING,43,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,MEDIUM
https://echobuddha.com/quotes/patience/family-kindness-and-patience/,SEO_P3_LIMITED,LOW_OR_EMERGING,43,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,MEDIUM
https://echobuddha.com/quotes/patience/,SEO_P1_HIGH,HIGH,52,LOW,SURGICAL_REMEDIATION_REQUIRED,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/quotes/patience/patience-softens-the-wait/,SEO_P3_LIMITED,LOW_OR_EMERGING,43,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,MEDIUM
https://echobuddha.com/quotes/practice/eightfold-path-daily-choices/,SEO_P3_LIMITED,LOW_OR_EMERGING,43,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/quotes/practice/,SEO_P1_HIGH,HIGH,50,LOW,SURGICAL_REMEDIATION_REQUIRED,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/quotes/practice/mindfulness-at-work-breath/,SEO_P3_LIMITED,LOW_OR_EMERGING,43,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,MEDIUM
https://echobuddha.com/quotes/practice/right-intention-turns-the-heart/,SEO_P3_LIMITED,LOW_OR_EMERGING,43,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,MEDIUM
https://echobuddha.com/quotes/practice/small-actions-shape-the-mind/,SEO_P3_LIMITED,LOW_OR_EMERGING,43,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/quotes/renewal/begin-again-without-shame/,SEO_P3_LIMITED,LOW_OR_EMERGING,43,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,MEDIUM
https://echobuddha.com/quotes/renewal/evening-release-reflection/,SEO_P3_LIMITED,LOW_OR_EMERGING,43,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,MEDIUM
https://echobuddha.com/quotes/renewal/gentle-hope-keeps-walking/,SEO_P3_LIMITED,LOW_OR_EMERGING,50,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,MEDIUM
https://echobuddha.com/quotes/renewal/,SEO_P2_EMERGING,LOW_OR_EMERGING,49,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/quotes/renewal/one-calm-morning-intention/,SEO_P3_LIMITED,LOW_OR_EMERGING,50,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,MEDIUM
https://echobuddha.com/quotes/wisdom/contentment-with-what-is-here/,SEO_P3_LIMITED,LOW_OR_EMERGING,43,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,MEDIUM
https://echobuddha.com/quotes/wisdom/difficult-people-and-boundaries/,SEO_P3_LIMITED,LOW_OR_EMERGING,47,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,MEDIUM
https://echobuddha.com/quotes/wisdom/,SEO_P2_EMERGING,LOW_OR_EMERGING,50,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/quotes/wisdom/karma-begins-in-intention/,SEO_P2_EMERGING,LOW_OR_EMERGING,44,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/quotes/wisdom/right-speech-with-kindness/,SEO_P3_LIMITED,LOW_OR_EMERGING,43,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,MEDIUM
https://echobuddha.com/quotes/wisdom/simplicity-clears-the-room/,SEO_P3_LIMITED,LOW_OR_EMERGING,43,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,MEDIUM
https://echobuddha.com/quotes/wisdom/understanding-suffering-honestly/,SEO_P3_LIMITED,LOW_OR_EMERGING,43,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,MEDIUM
https://echobuddha.com/quotes/wisdom/wisdom-sees-clearly/,SEO_P3_LIMITED,LOW_OR_EMERGING,43,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/quotes/wisdom/wise-silence/,SEO_P3_LIMITED,LOW_OR_EMERGING,40,LOW,PHASE_4_CONSOLIDATION_EVALUATION_ONLY,NOT_VERIFIED,NOT_VERIFIED,HIGH
https://echobuddha.com/start-here/,SEO_P2_EMERGING,LOW_OR_EMERGING,76,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,MEDIUM
https://echobuddha.com/tools/,SEO_P2_EMERGING,LOW_OR_EMERGING,76,HIGH,DISCOVERY_GROWTH_CANDIDATE,NOT_VERIFIED,NOT_VERIFIED,MEDIUM
