"URL","Family","Role","Owner","Index state","Protected information gain","Source/trust state","Template/mass-produced risk","Current readiness","Evidence","Decision"
"https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/","Learn","BEGINNER_FOUNDATION","https://echobuddha.com/learn/buddhism-101/","indexable","A narrower explanation, misconception, or example set specific to “Five Hindrances in Buddhism Explained for Beginners”.","Low; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/","Learn","PRIMARY_PILLAR","https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/","indexable","A narrower explanation, misconception, or example set specific to “The Five Precepts in Buddhism: A Beginner's Guide to Ethical Living”.","Low; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/","Learn","PRIMARY_PILLAR","https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/","indexable","A narrower explanation, misconception, or example set specific to “The Four Brahmaviharas: Loving-Kindness, Compassion, Joy, and Equanimity”.","Low; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/","Learn","PRACTICAL_APPLICATION","https://echobuddha.com/learn/buddhism-for-beginners/","indexable","Daily-life examples or a repeatable application tied specifically to “How to Practice Buddhism at Home”.","Low; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/learn/buddhism-101/","Learn hubs","HUB","https://echobuddha.com/learn/buddhism-101/","indexable","Orientation, selection, and meaningful navigation across the Buddhist Foundations cluster.","Low; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/","Learn","BEGINNER_FOUNDATION","https://echobuddha.com/learn/buddhism-101/","indexable","A narrower explanation, misconception, or example set specific to “The Middle Way in Buddhism Explained for Beginners”.","Low; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/","Learn","PRIMARY_PILLAR","https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/","indexable","A narrower explanation, misconception, or example set specific to “Right Livelihood in Buddhism: A Beginner's Guide to Ethical Work”.","Low; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/learn/buddhism-101/the-four-noble-truths-explained/","Learn","SUPPORTING_EXPLANATION","https://echobuddha.com/learn/four-noble-truths/","indexable","A narrower explanation, misconception, or example set specific to “The Four Noble Truths Explained”.","Low; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/learn/buddhism-101/the-noble-eightfold-path-explained/","Learn","SUPPORTING_EXPLANATION","https://echobuddha.com/learn/eightfold-path/","indexable","A narrower explanation, misconception, or example set specific to “The Noble Eightfold Path Explained”.","Low; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/","Learn","SUPPORTING_EXPLANATION","https://echobuddha.com/articles/what-is-sangha-buddhist-community/","indexable","A narrower explanation, misconception, or example set specific to “The Three Jewels Explained”.","Low; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/","Learn","SUPPORTING_EXPLANATION","https://echobuddha.com/learn/buddhism-101/","indexable","A narrower explanation, misconception, or example set specific to “The Three Marks of Existence in Buddhism Explained Simply”.","Low; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/learn/buddhism-101/threefold-training-sila-samadhi-panna/","Learn","SUPPORTING_EXPLANATION","https://echobuddha.com/learn/eightfold-path/","indexable","A narrower explanation, misconception, or example set specific to “Threefold Training in Buddhism: Sila, Samadhi, and Panna”.","Low; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/learn/buddhism-101/what-is-buddhism/","Learn","BEGINNER_FOUNDATION","https://echobuddha.com/learn/buddhism-for-beginners/","indexable","A narrower explanation, misconception, or example set specific to “What Is Buddhism? A Clear Beginner's Guide”.","VERIFIED_AUTHORITATIVE_LINKS_AND_BOUNDARIES; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/learn/buddhism-101/what-is-impermanence/","Learn","PRIMARY_PILLAR","https://echobuddha.com/learn/buddhism-101/what-is-impermanence/","indexable","A narrower explanation, misconception, or example set specific to “What Is Impermanence?”.","VERIFIED_AUTHORITATIVE_LINKS_AND_BOUNDARIES; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/","Learn","PRIMARY_PILLAR","https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/","indexable","A narrower explanation, misconception, or example set specific to “What Is Karma in Buddhism? A Beginner's Guide”.","VERIFIED_AUTHORITATIVE_LINKS_AND_BOUNDARIES; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/","Learn","PRIMARY_PILLAR","https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/","indexable","A narrower explanation, misconception, or example set specific to “What Is Mindfulness?”.","Low; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/learn/buddhism-101/who-was-the-buddha/","Learn","BEGINNER_FOUNDATION","https://echobuddha.com/learn/buddhism-101/","indexable","A narrower explanation, misconception, or example set specific to “Who Was the Buddha? A Simple Beginner-Friendly Explanation”.","Low; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/learn/buddhism-for-beginners/","Learn hubs","PRIMARY_PILLAR","https://echobuddha.com/learn/buddhism-for-beginners/","indexable","A narrower explanation, misconception, or example set specific to “Buddhism for Beginners - Simple Buddhist Teachings”.","VERIFIED_AUTHORITATIVE_LINKS_AND_BOUNDARIES; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/learn/buddhist-dictionary/anatta/","Dictionary","DICTIONARY_DEFINITION","https://echobuddha.com/learn/buddhist-dictionary/","indexable","Concise linguistic and doctrinal definition of the term in “Anatta Meaning: Non-Self in Buddhism Explained for Beginners”.","Low; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/learn/buddhist-dictionary/anicca/","Dictionary","DICTIONARY_DEFINITION","https://echobuddha.com/learn/buddhism-101/what-is-impermanence/","indexable","Concise linguistic and doctrinal definition of the term in “Anicca Meaning: Impermanence in Buddhism Explained Simply”.","Low; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/learn/buddhist-dictionary/compassion/","Dictionary","DICTIONARY_DEFINITION","https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/","indexable","Concise linguistic and doctrinal definition of the term in “Compassion Meaning in Buddhist Wisdom”.","Low; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/learn/buddhist-dictionary/dhamma/","Dictionary","PRIMARY_PILLAR","https://echobuddha.com/learn/buddhist-dictionary/dhamma/","indexable","A narrower explanation, misconception, or example set specific to “Dhamma Meaning: Buddhist Teaching and Truth”.","Low; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/learn/buddhist-dictionary/dukkha/","Dictionary","DICTIONARY_DEFINITION","https://echobuddha.com/learn/four-noble-truths/","indexable","Concise linguistic and doctrinal definition of the term in “Dukkha Meaning: Suffering and Unsatisfactoriness in Buddhism”.","Low; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/learn/buddhist-dictionary/","Learn hubs","HUB","https://echobuddha.com/learn/buddhist-dictionary/","indexable","Orientation, selection, and meaningful navigation across the Buddhist Dictionary cluster.","Low; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/learn/buddhist-dictionary/karma/","Dictionary","DICTIONARY_DEFINITION","https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/","indexable","Concise linguistic and doctrinal definition of the term in “Karma Meaning in Buddhism: Intention, Action, and Consequences”.","Low; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/learn/buddhist-dictionary/karuna/","Dictionary","DICTIONARY_DEFINITION","https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/","indexable","Concise linguistic and doctrinal definition of the term in “Karuna Meaning: Compassion in Buddhism”.","Low; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/learn/buddhist-dictionary/metta/","Dictionary","PRIMARY_PILLAR","https://echobuddha.com/learn/buddhist-dictionary/metta/","indexable","A narrower explanation, misconception, or example set specific to “Metta Meaning: Loving-Kindness in Buddhism”.","VERIFIED_AUTHORITATIVE_LINKS_AND_BOUNDARIES; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/learn/buddhist-dictionary/mindfulness/","Dictionary","DICTIONARY_DEFINITION","https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/","indexable","Concise linguistic and doctrinal definition of the term in “Mindfulness Meaning in Buddhist Practice”.","Low; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/learn/buddhist-dictionary/nirvana/","Dictionary","DICTIONARY_DEFINITION","https://echobuddha.com/learn/buddhist-dictionary/","indexable","Concise linguistic and doctrinal definition of the term in “Nirvana Meaning in Buddhism Explained Simply”.","Low; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/learn/buddhist-dictionary/pali-canon/","Dictionary","DICTIONARY_DEFINITION","https://echobuddha.com/learn/sutta-for-daily-life/","indexable","Concise linguistic and doctrinal definition of the term in “Pali Canon Meaning for Beginners”.","Low; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/learn/buddhist-dictionary/sangha/","Dictionary","DICTIONARY_DEFINITION","https://echobuddha.com/articles/what-is-sangha-buddhist-community/","indexable","Concise linguistic and doctrinal definition of the term in “Sangha Meaning: Buddhist Community Explained Simply”.","Low; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/learn/buddhist-dictionary/sati/","Dictionary","DICTIONARY_DEFINITION","https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/","indexable","Concise linguistic and doctrinal definition of the term in “Sati Meaning: Mindfulness in Buddhist Practice”.","Low; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/learn/buddhist-dictionary/sutta/","Dictionary","DICTIONARY_DEFINITION","https://echobuddha.com/learn/sutta-for-daily-life/","indexable","Concise linguistic and doctrinal definition of the term in “Sutta Meaning in Buddhism”.","Low; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/learn/buddhist-resources/","Learn hubs","HUB","https://echobuddha.com/learn/","indexable","Orientation, selection, and meaningful navigation across the Learn Navigation cluster.","Low; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/learn/dhammapada-reflections/avoid-evil-do-good-purify-the-mind/","Dhammapada","SOURCE_STUDY","https://echobuddha.com/learn/dhammapada-reflections/","indexable","Source-specific study, attribution, translation context, or textual interpretation for “Avoid Evil, Do Good, Purify the Mind”.","Low; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/learn/dhammapada-reflections/better-than-a-thousand-empty-words/","Dhammapada","SOURCE_STUDY","https://echobuddha.com/learn/dhammapada-reflections/","indexable","Source-specific study, attribution, translation context, or textual interpretation for “Better Than a Thousand Empty Words”.","Low; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/","Dhammapada","SOURCE_STUDY","https://echobuddha.com/learn/dhammapada-reflections/","indexable","Source-specific study, attribution, translation context, or textual interpretation for “Hatred Is Not Ended by Hatred”.","Low; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/learn/dhammapada-reflections/","Learn hubs","HUB","https://echobuddha.com/learn/dhammapada-reflections/","indexable","Orientation, selection, and meaningful navigation across the Dhammapada cluster.","Low; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/learn/dhammapada-reflections/peace-comes-from-a-trained-mind/","Dhammapada","SOURCE_STUDY","https://echobuddha.com/learn/dhammapada-reflections/","indexable","Source-specific study, attribution, translation context, or textual interpretation for “Peace Comes from a Trained Mind”.","Low; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/learn/dhammapada-reflections/the-mind-leads-all-things/","Dhammapada","SOURCE_STUDY","https://echobuddha.com/learn/dhammapada-reflections/","indexable","Source-specific study, attribution, translation context, or textual interpretation for “The Mind Leads All Things”.","Low; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/learn/eightfold-path/","Learn hubs","PRIMARY_PILLAR","https://echobuddha.com/learn/eightfold-path/","indexable","A narrower explanation, misconception, or example set specific to “Noble Eightfold Path for Daily Life”.","VERIFIED_AUTHORITATIVE_LINKS_AND_BOUNDARIES; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/learn/four-noble-truths/","Learn hubs","PRIMARY_PILLAR","https://echobuddha.com/learn/four-noble-truths/","indexable","A narrower explanation, misconception, or example set specific to “Four Noble Truths Explained for Beginners”.","VERIFIED_AUTHORITATIVE_LINKS_AND_BOUNDARIES; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/learn/","Learn hubs","HUB","https://echobuddha.com/learn/","indexable","Orientation, selection, and meaningful navigation across the Learn Navigation cluster.","Medium; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/learn/questions-about-buddhism/","Learn hubs","HUB","https://echobuddha.com/learn/","indexable","Orientation, selection, and meaningful navigation across the Learn Navigation cluster.","Medium; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/learn/sutta-for-daily-life/buddhas-teaching-on-patience/","Sutta study","SOURCE_STUDY","https://echobuddha.com/articles/three-ways-to-practice-patience/","indexable","Source-specific study, attribution, translation context, or textual interpretation for “The Buddha's Teaching on Patience”.","Low; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/learn/sutta-for-daily-life/dhammacakkappavattana-sutta-four-noble-truths/","Sutta study","SOURCE_STUDY","https://echobuddha.com/learn/four-noble-truths/","indexable","Source-specific study, attribution, translation context, or textual interpretation for “Dhammacakkappavattana Sutta and the Four Noble Truths”.","VERIFIED_AUTHORITATIVE_LINKS_AND_BOUNDARIES; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/learn/sutta-for-daily-life/","Learn hubs","HUB","https://echobuddha.com/learn/sutta-for-daily-life/","indexable","Orientation, selection, and meaningful navigation across the Sutta Study cluster.","Low; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/learn/sutta-for-daily-life/kalama-sutta-and-wise-thinking/","Sutta study","SOURCE_STUDY","https://echobuddha.com/learn/sutta-for-daily-life/","indexable","Source-specific study, attribution, translation context, or textual interpretation for “The Kalama Sutta and Wise Thinking”.","Low; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/learn/sutta-for-daily-life/magga-vibhanga-sutta-eightfold-path/","Sutta study","SOURCE_STUDY","https://echobuddha.com/learn/eightfold-path/","indexable","Source-specific study, attribution, translation context, or textual interpretation for “Magga-vibhanga Sutta and the Noble Eightfold Path”.","VERIFIED_AUTHORITATIVE_LINKS_AND_BOUNDARIES; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/learn/sutta-for-daily-life/metta-sutta-explained-for-daily-life/","Sutta study","SOURCE_STUDY","https://echobuddha.com/learn/buddhist-dictionary/metta/","indexable","Source-specific study, attribution, translation context, or textual interpretation for “The Metta Sutta Explained for Daily Life”.","VERIFIED_AUTHORITATIVE_LINKS_AND_BOUNDARIES; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/learn/sutta-for-daily-life/mindfulness-of-breathing-explained-simply/","Sutta study","SOURCE_STUDY","https://echobuddha.com/articles/mindfulness-of-breathing-guide/","indexable","Source-specific study, attribution, translation context, or textual interpretation for “Mindfulness of Breathing Explained Simply”.","Low; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/learn/sutta-for-daily-life/right-speech-in-daily-life/","Sutta study","SOURCE_STUDY","https://echobuddha.com/articles/right-speech-buddhism/","indexable","Source-specific study, attribution, translation context, or textual interpretation for “Right Speech in Daily Life”.","Low; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/meditation-guide/","Meditation","PRACTICE_GUIDE","https://echobuddha.com/meditation/","indexable","Concrete method, pacing, posture, duration, or troubleshooting specific to “Meditation Guide for Beginners”.","Low; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/meditation-safety/","Meditation","TRUST_POLICY","https://echobuddha.com/about/","indexable","Publisher transparency or user-protection information specific to “Meditation Safety and Gentle Practice”.","Medium; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/meditation/10-minute-meditation-practice/","Meditation","PRACTICE_GUIDE","https://echobuddha.com/meditation/","indexable","Concrete method, pacing, posture, duration, or troubleshooting specific to “10-Minute Meditation Practice”.","Low; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/meditation/5-minute-meditation-practice/","Meditation","PRACTICE_GUIDE","https://echobuddha.com/meditation/","indexable","Concrete method, pacing, posture, duration, or troubleshooting specific to “5-Minute Meditation Practice”.","Low; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/meditation/breathing-meditation/","Meditation","PRACTICE_GUIDE","https://echobuddha.com/articles/mindfulness-of-breathing-guide/","indexable","Concrete method, pacing, posture, duration, or troubleshooting specific to “Breathing Meditation”.","VERIFIED_AUTHORITATIVE_LINKS_AND_BOUNDARIES; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/meditation/","Meditation","HUB","https://echobuddha.com/meditation/","indexable","Orientation, selection, and meaningful navigation across the Meditation cluster.","Low; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/meditation/loving-kindness-meditation/","Meditation","PRACTICE_GUIDE","https://echobuddha.com/learn/buddhist-dictionary/metta/","indexable","Concrete method, pacing, posture, duration, or troubleshooting specific to “Loving-Kindness Meditation”.","VERIFIED_AUTHORITATIVE_LINKS_AND_BOUNDARIES; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/meditation/meditation-for-beginners/","Meditation","PRACTICE_GUIDE","https://echobuddha.com/meditation/","indexable","Concrete method, pacing, posture, duration, or troubleshooting specific to “Meditation for Beginners”.","Low; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/meditation/meditation-posture-for-beginners/","Meditation","PRACTICE_GUIDE","https://echobuddha.com/meditation/","indexable","Concrete method, pacing, posture, duration, or troubleshooting specific to “Meditation Posture for Beginners”.","VERIFIED_AUTHORITATIVE_LINKS_AND_BOUNDARIES; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/meditation/mindfulness-in-daily-life/","Meditation","PRACTICE_GUIDE","https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/","indexable","Concrete method, pacing, posture, duration, or troubleshooting specific to “Mindfulness in Daily Life”.","Low; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/meditation/walking-meditation/","Meditation","PRACTICE_GUIDE","https://echobuddha.com/meditation/walking-meditation/","indexable","Concrete method, pacing, posture, duration, or troubleshooting specific to “Walking Meditation”.","VERIFIED_AUTHORITATIVE_LINKS_AND_BOUNDARIES; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/meditation/when-meditation-feels-hard/","Meditation","PRACTICE_GUIDE","https://echobuddha.com/meditation/","indexable","Concrete method, pacing, posture, duration, or troubleshooting specific to “What to Do When Meditation Feels Hard”.","VERIFIED_AUTHORITATIVE_LINKS_AND_BOUNDARIES; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/mindful-living/","Utility / other","HUB","https://echobuddha.com/mindful-living/","indexable","Orientation, selection, and meaningful navigation across the Mindful Living cluster.","Medium; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/privacy-policy/","Trust / policy","TRUST_POLICY","https://echobuddha.com/about/","indexable","Publisher transparency or user-protection information specific to “Privacy Policy”.","Low; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
