source_file,issue,latest_reported_affected_pages,URL,normalized_https_url,raw_last_crawled_value,formatted_display_value,interpreted_last_crawled,last_crawled_confidence,exact_current_inventory_match,normalized_target_inventory_match,inventory_protection_tier,intended_indexable,reconciliation_state,live_http_status,live_redirect_location,live_declared_canonical,live_meta_robots
echobuddha.com-Coverage-Drilldown-2026-08-24 (4).xlsx,Page with redirect,9,http://echobuddha.com/quotes/,https://echobuddha.com/quotes/,46249,NOT_AVAILABLE_FROM_IMPORT,2026-08-15,HIGH,false,true,SEO_P1_HIGH,true,HEALTHY_HISTORICAL_HTTP_TO_HTTPS_VARIANT,301,https://echobuddha.com/quotes/,,
echobuddha.com-Coverage-Drilldown-2026-08-24 (4).xlsx,Page with redirect,9,http://echobuddha.com/,https://echobuddha.com/,46245,NOT_AVAILABLE_FROM_IMPORT,2026-08-11,HIGH,false,true,SEO_P0_CRITICAL,true,HEALTHY_HISTORICAL_HTTP_TO_HTTPS_VARIANT,301,https://echobuddha.com/,,
echobuddha.com-Coverage-Drilldown-2026-08-24 (4).xlsx,Page with redirect,9,http://echobuddha.com/quotes/wisdom/wisdom-is-the-art-of-meeting-life-without-adding/,https://echobuddha.com/quotes/wisdom/wisdom-is-the-art-of-meeting-life-without-adding/,46234,NOT_AVAILABLE_FROM_IMPORT,2026-07-31,HIGH,false,true,SEO_P2_EMERGING,false,HEALTHY_HISTORICAL_HTTP_TO_HTTPS_VARIANT,301,https://echobuddha.com/quotes/wisdom/wisdom-is-the-art-of-meeting-life-without-adding/,,
echobuddha.com-Coverage-Drilldown-2026-08-24 (4).xlsx,Page with redirect,9,http://echobuddha.com/articles/category/buddhist-wisdom/,https://echobuddha.com/articles/category/buddhist-wisdom/,46234,NOT_AVAILABLE_FROM_IMPORT,2026-07-31,HIGH,false,true,SEO_P2_EMERGING,true,HEALTHY_HISTORICAL_HTTP_TO_HTTPS_VARIANT,301,https://echobuddha.com/articles/category/buddhist-wisdom/,,
echobuddha.com-Coverage-Drilldown-2026-08-24 (4).xlsx,Page with redirect,9,http://echobuddha.com/articles/mindfulness-for-better-sleep/,https://echobuddha.com/articles/mindfulness-for-better-sleep/,46228,NOT_AVAILABLE_FROM_IMPORT,2026-07-25,HIGH,false,true,SEO_P2_EMERGING,true,HEALTHY_HISTORICAL_HTTP_TO_HTTPS_VARIANT,301,https://echobuddha.com/articles/mindfulness-for-better-sleep/,,
echobuddha.com-Coverage-Drilldown-2026-08-24 (4).xlsx,Page with redirect,9,http://echobuddha.com/quotes/awareness/small-acts-of-attention-can-turn-an-ordinary-day/,https://echobuddha.com/quotes/awareness/small-acts-of-attention-can-turn-an-ordinary-day/,46227,NOT_AVAILABLE_FROM_IMPORT,2026-07-24,HIGH,false,true,SEO_P2_EMERGING,false,HEALTHY_HISTORICAL_HTTP_TO_HTTPS_VARIANT,301,https://echobuddha.com/quotes/awareness/small-acts-of-attention-can-turn-an-ordinary-day/,,
echobuddha.com-Coverage-Drilldown-2026-08-24 (4).xlsx,Page with redirect,9,http://echobuddha.com/learn/buddhism-101/,https://echobuddha.com/learn/buddhism-101/,46226,NOT_AVAILABLE_FROM_IMPORT,2026-07-23,HIGH,false,true,SEO_P2_EMERGING,true,HEALTHY_HISTORICAL_HTTP_TO_HTTPS_VARIANT,301,https://echobuddha.com/learn/buddhism-101/,,
echobuddha.com-Coverage-Drilldown-2026-08-24 (4).xlsx,Page with redirect,9,http://echobuddha.com/meditation/,https://echobuddha.com/meditation/,46221,NOT_AVAILABLE_FROM_IMPORT,2026-07-18,HIGH,false,true,SEO_P2_EMERGING,true,HEALTHY_HISTORICAL_HTTP_TO_HTTPS_VARIANT,301,https://echobuddha.com/meditation/,,
echobuddha.com-Coverage-Drilldown-2026-08-24 (5).xlsx,Discovered - currently not indexed,5,https://echobuddha.com/learn/buddhist-dictionary/karuna/,https://echobuddha.com/learn/buddhist-dictionary/karuna/,25569,1970-01-01,,LAST_CRAWLED_VALUE_UNRELIABLE,true,true,SEO_P2_EMERGING,true,REVIEW_REPORT_STATE_VS_CURRENT_PRODUCTION,200,,https://echobuddha.com/learn/buddhist-dictionary/karuna/,
echobuddha.com-Coverage-Drilldown-2026-08-24 (5).xlsx,Discovered - currently not indexed,5,https://echobuddha.com/learn/dhammapada-reflections/peace-comes-from-a-trained-mind/,https://echobuddha.com/learn/dhammapada-reflections/peace-comes-from-a-trained-mind/,25569,1970-01-01,,LAST_CRAWLED_VALUE_UNRELIABLE,true,true,SEO_P2_EMERGING,true,REVIEW_REPORT_STATE_VS_CURRENT_PRODUCTION,200,,https://echobuddha.com/learn/dhammapada-reflections/peace-comes-from-a-trained-mind/,
echobuddha.com-Coverage-Drilldown-2026-08-24 (5).xlsx,Discovered - currently not indexed,5,https://echobuddha.com/learn/sutta-for-daily-life/dhammacakkappavattana-sutta-four-noble-truths/,https://echobuddha.com/learn/sutta-for-daily-life/dhammacakkappavattana-sutta-four-noble-truths/,25569,1970-01-01,,LAST_CRAWLED_VALUE_UNRELIABLE,true,true,SEO_P2_EMERGING,true,REVIEW_REPORT_STATE_VS_CURRENT_PRODUCTION,200,,https://echobuddha.com/learn/sutta-for-daily-life/dhammacakkappavattana-sutta-four-noble-truths/,
echobuddha.com-Coverage-Drilldown-2026-08-24 (5).xlsx,Discovered - currently not indexed,5,https://echobuddha.com/quotes/impermanence/meet-change-softly/,https://echobuddha.com/quotes/impermanence/meet-change-softly/,25569,1970-01-01,,LAST_CRAWLED_VALUE_UNRELIABLE,true,true,SEO_P3_LIMITED,true,REVIEW_REPORT_STATE_VS_CURRENT_PRODUCTION,200,,https://echobuddha.com/quotes/impermanence/meet-change-softly/,
echobuddha.com-Coverage-Drilldown-2026-08-24 (5).xlsx,Discovered - currently not indexed,5,https://echobuddha.com/quotes/letting-go/where-attachment-begins/,https://echobuddha.com/quotes/letting-go/where-attachment-begins/,25569,1970-01-01,,LAST_CRAWLED_VALUE_UNRELIABLE,true,true,SEO_P3_LIMITED,true,REVIEW_REPORT_STATE_VS_CURRENT_PRODUCTION,200,,https://echobuddha.com/quotes/letting-go/where-attachment-begins/,
