url,family,title_present,title_duplicate,description_present,description_duplicate,h1_count,canonical_present,og_url_matches_canonical,result
https://echobuddha.com/quotes/patience/,Quote category,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/patience/a-difficult-moment-becomes-heavier-when-we-demand-that/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/patience/be-patient-with-the-part-of-you-that-is/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/patience/family-kindness-and-patience/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/patience/growth-is-quiet-work-often-invisible-until-the-season/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/patience/not-every-delay-is-an-obstacle-some-are-invitations/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/patience/patience-is-the-strength-to-remain-present-while-life/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/patience/patience-makes-room-for-truth-to-arrive-without-force/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/patience/patience-softens-the-wait/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/patience/some-answers-become-clear-only-after-the-mind-stops/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/patience/stay-gentle-with-beginnings-they-are-carrying-more-than/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/patience/the-path-unfolds-at-the-pace-of-sincere-practice/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/patience/wait-long-enough-for-the-first-reaction-to-become/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/patience/when-anger-rises-pause-long-enough-to-see-the/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/practice/,Quote category,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/practice/a-peaceful-life-is-built-from-peaceful-moments-practiced/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/practice/begin-with-what-is-possible-then-return-tomorrow/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/practice/bring-the-teaching-into-the-place-where-you-are/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/practice/daily-practice-turns-understanding-from-an-idea-into-a/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/practice/do-not-wait-to-feel-ready-before-choosing-what/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/practice/eightfold-path-daily-choices/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/practice/mindfulness-at-work-breath/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/practice/practice-becomes-real-when-it-enters-your-speech-and/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/practice/right-intention-turns-the-heart/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/practice/small-actions-shape-the-mind/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/practice/the-path-is-not-far-away-it-is-the/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/practice/the-path-is-shaped-by-what-you-repeat-when/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/practice/the-smallest-wholesome-action-is-larger-than-the-finest/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/practice/walk-slowly-enough-to-notice-where-your-life-is/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/practice/your-next-response-is-always-part-of-the-path/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/renewal/,Quote category,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/renewal/a-mistake-becomes-a-teacher-when-honesty-enters-the/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/renewal/a-new-direction-can-start-with-one-different-choice/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/renewal/begin-again-gently-the-breath-is-always-willing/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/renewal/begin-again-without-shame/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/renewal/begin-again-without-turning-yesterday-into-a-sentence/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/renewal/do-not-confuse-an-old-pattern-with-an-unchangeable/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/renewal/each-conscious-breath-is-a-small-vote-for-beginning/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/renewal/evening-release-reflection/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/renewal/gentle-hope-keeps-walking/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/renewal/hope-can-be-quiet-and-still-keep-walking/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/renewal/morning-is-not-the-only-time-a-life-can/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/renewal/one-calm-morning-intention/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/renewal/repair-what-you-can-forgive-what-you-cannot-redo/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/renewal/the-path-welcomes-your-return-more-often-than-pride/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/renewal/you-are-allowed-to-learn-slowly-and-still-be/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/wisdom/,Quote category,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/wisdom/a-clear-mind-can-hold-two-truths-without-rushing/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/wisdom/a-useful-truth-is-carried-with-humility-not-used/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/wisdom/contentment-with-what-is-here/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/wisdom/difficult-people-and-boundaries/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/wisdom/karma-begins-in-intention/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/wisdom/knowing-when-not-to-speak-is-also-a-form/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/wisdom/learn-from-discomfort-without-turning-suffering-into-an-identity/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/wisdom/right-speech-with-kindness/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/wisdom/see-the-conditions-behind-an-action-and-blame-may/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/wisdom/simplicity-clears-the-room/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/wisdom/the-lesson-repeats-until-attention-replaces-habit/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/wisdom/the-wise-heart-changes-course-when-clearer-seeing-arrives/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/wisdom/understanding-suffering-honestly/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/wisdom/what-feels-urgent-is-not-always-what-matters-most/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/wisdom/wisdom-is-less-interested-in-winning-than-in-ending/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/wisdom/wisdom-is-the-art-of-meeting-life-without-adding/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/wisdom/wisdom-sees-clearly/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/wisdom/wisdom-sees-the-whole-fire-not-only-the-spark/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/wisdom/wise-silence/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/search/,Utility,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/start-here/,Utility,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/terms-of-use/,Trust,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/tools/,Utility,yes,no,yes,no,1,yes,yes,pass
