url,family,internal_links_out,inbound_internal_links,indexable,low_inbound
https://echobuddha.com/quotes/wisdom/understanding-suffering-honestly/,Quote story,44,4,yes,no
https://echobuddha.com/quotes/wisdom/what-feels-urgent-is-not-always-what-matters-most/,Quote story,43,5,yes,no
https://echobuddha.com/quotes/wisdom/wisdom-is-less-interested-in-winning-than-in-ending/,Quote story,43,4,no,no
https://echobuddha.com/quotes/wisdom/wisdom-is-the-art-of-meeting-life-without-adding/,Quote story,43,76,yes,no
https://echobuddha.com/quotes/wisdom/wisdom-sees-clearly/,Quote story,44,4,yes,no
https://echobuddha.com/quotes/wisdom/wisdom-sees-the-whole-fire-not-only-the-spark/,Quote story,43,74,yes,no
https://echobuddha.com/quotes/wisdom/wise-silence/,Quote story,44,5,yes,no
https://echobuddha.com/search/,Utility,36,314,no,no
https://echobuddha.com/start-here/,Utility,46,631,yes,no
https://echobuddha.com/terms-of-use/,Trust,22,312,yes,no
https://echobuddha.com/tools/,Utility,39,663,yes,no
