path,url,family,indexable,in_sitemap,robots,canonical,title,description,h1,h1_count,schema_types,word_count,internal_links,external_links,inbound_internal_links,images,missing_alt_images,result
/daily-reflections/let-the-feeling-pass/,https://echobuddha.com/daily-reflections/let-the-feeling-pass/,Daily reflection,yes,yes,,https://echobuddha.com/daily-reflections/let-the-feeling-pass/,Let the Feeling Pass Through - Daily Buddhist Reflection | Echo Buddha,"A feeling can be real without becoming the whole story. Includes meaning, daily-life example, practice, journal question, and related Buddhist teachings.",Let the Feeling Pass Through,1,WebPage|BreadcrumbList,507,33,0,4,1,1,pass
/daily-reflections/letting-go-keeps-care/,https://echobuddha.com/daily-reflections/letting-go-keeps-care/,Daily reflection,yes,yes,,https://echobuddha.com/daily-reflections/letting-go-keeps-care/,Letting Go Keeps the Care - Daily Buddhist Reflection | Echo Buddha,"Release the outcome, but keep the care you bring to the work. Includes meaning, daily-life example, practice, journal question, and related Buddhist teachings.",Letting Go Keeps the Care,1,WebPage|BreadcrumbList,481,33,0,4,1,1,pass
/daily-reflections/listen-before-answering/,https://echobuddha.com/daily-reflections/listen-before-answering/,Daily reflection,yes,yes,,https://echobuddha.com/daily-reflections/listen-before-answering/,Listen Before Answering - Daily Buddhist Reflection | Echo Buddha,"Many conversations soften when listening becomes more important than winning. Includes meaning, daily-life example, practice, journal question, and related Buddhist teachings.",Listen Before Answering,1,WebPage|BreadcrumbList,477,33,0,6,1,1,pass
/daily-reflections/metta-for-a-difficult-person/,https://echobuddha.com/daily-reflections/metta-for-a-difficult-person/,Daily reflection,yes,yes,,https://echobuddha.com/daily-reflections/metta-for-a-difficult-person/,Metta Without Pretending - Daily Buddhist Reflection | Echo Buddha,"Goodwill does not require pretending harm was harmless. Includes meaning, daily-life example, practice, journal question, and related Buddhist teachings.",Metta Without Pretending,1,WebPage|BreadcrumbList,484,33,0,4,1,1,pass
/daily-reflections/mindful-work/,https://echobuddha.com/daily-reflections/mindful-work/,Daily reflection,yes,yes,,https://echobuddha.com/daily-reflections/mindful-work/,Work Can Carry Practice - Daily Buddhist Reflection | Echo Buddha,"The way you earn, answer, decide, and repair can become part of the path. Includes meaning, daily-life example, practice, journal question, and related Buddhist teachings.",Work Can Carry Practice,1,WebPage|BreadcrumbList,481,33,0,4,1,1,pass
/daily-reflections/morning-intention/,https://echobuddha.com/daily-reflections/morning-intention/,Daily reflection,yes,yes,,https://echobuddha.com/daily-reflections/morning-intention/,Begin With Intention - Daily Buddhist Reflection | Echo Buddha,"A day can begin before the phone begins speaking for it. Includes meaning, daily-life example, practice, journal question, and related Buddhist teachings.",Begin With Intention,1,WebPage|BreadcrumbList,473,33,0,4,1,1,pass
/daily-reflections/notice-before-fixing/,https://echobuddha.com/daily-reflections/notice-before-fixing/,Daily reflection,yes,yes,,https://echobuddha.com/daily-reflections/notice-before-fixing/,Notice Before Fixing - Daily Buddhist Reflection | Echo Buddha,"Sometimes the kindest first step is not to fix the moment, but to understand it. Includes meaning, daily-life example, practice, journal question, and related Buddhist teachings.",Notice Before Fixing,1,WebPage|BreadcrumbList,478,33,0,4,1,1,pass
/daily-reflections/one-honest-breath/,https://echobuddha.com/daily-reflections/one-honest-breath/,Daily reflection,yes,yes,,https://echobuddha.com/daily-reflections/one-honest-breath/,Return Through One Honest Breath - Daily Buddhist Reflection | Echo Buddha,"The breath does not ask you to be perfect. It simply offers a place to begin again. Includes meaning, daily-life example, practice, journal question, and related Buddhist teachings.",Return Through One Honest Breath,1,WebPage|BreadcrumbList,498,33,0,4,1,1,pass
/daily-reflections/one-step-on-the-path/,https://echobuddha.com/daily-reflections/one-step-on-the-path/,Daily reflection,yes,yes,,https://echobuddha.com/daily-reflections/one-step-on-the-path/,The Path Is One Step - Daily Buddhist Reflection | Echo Buddha,"The path is not far away. It is the next honest word, the next careful breath, the next kind choice. Includes meaning, daily-life example, practice, journal question, and related Buddhist teachings.",The Path Is One Step,1,WebPage|BreadcrumbList,494,33,0,4,1,1,pass
/daily-reflections/patience-before-anger-speaks/,https://echobuddha.com/daily-reflections/patience-before-anger-speaks/,Daily reflection,yes,yes,,https://echobuddha.com/daily-reflections/patience-before-anger-speaks/,Patience Begins Before Anger Speaks - Daily Buddhist Reflection | Echo Buddha,"Before anger becomes words, there is a small moment of awareness. In that moment, patience can begin. Includes meaning, daily-life example, practice, journal question, and related Buddhist teachings.",Patience Begins Before Anger Speaks,1,WebPage|BreadcrumbList,520,33,0,10,1,1,pass
/daily-reflections/rest-without-escape/,https://echobuddha.com/daily-reflections/rest-without-escape/,Daily reflection,yes,yes,,https://echobuddha.com/daily-reflections/rest-without-escape/,Rest Without Escape - Daily Buddhist Reflection | Echo Buddha,"Rest can be a way of caring for practice, not a way of leaving it. Includes meaning, daily-life example, practice, journal question, and related Buddhist teachings.",Rest Without Escape,1,WebPage|BreadcrumbList,496,33,0,4,1,1,pass
/daily-reflections/see-the-conditions/,https://echobuddha.com/daily-reflections/see-the-conditions/,Daily reflection,yes,yes,,https://echobuddha.com/daily-reflections/see-the-conditions/,See the Conditions - Daily Buddhist Reflection | Echo Buddha,"What appears suddenly often has roots you have not yet seen. Includes meaning, daily-life example, practice, journal question, and related Buddhist teachings.",See the Conditions,1,WebPage|BreadcrumbList,475,33,0,4,1,1,pass
/daily-reflections/simple-goodwill/,https://echobuddha.com/daily-reflections/simple-goodwill/,Daily reflection,yes,yes,,https://echobuddha.com/daily-reflections/simple-goodwill/,Simple Goodwill Counts - Daily Buddhist Reflection | Echo Buddha,"Small kindnesses often reach places that advice cannot. Includes meaning, daily-life example, practice, journal question, and related Buddhist teachings.",Simple Goodwill Counts,1,WebPage|BreadcrumbList,469,33,0,4,1,1,pass
/daily-reflections/small-actions-shape-the-mind/,https://echobuddha.com/daily-reflections/small-actions-shape-the-mind/,Daily reflection,yes,yes,,https://echobuddha.com/daily-reflections/small-actions-shape-the-mind/,Small Actions Shape the Mind - Daily Buddhist Reflection | Echo Buddha,"A life is shaped not only by large decisions, but by the small intentions repeated every day. Includes meaning, daily-life example, practice, journal question, and related Buddhist teachings.",Small Actions Shape the Mind,1,WebPage|BreadcrumbList,486,33,0,4,1,1,pass
/daily-reflections/soften-the-inner-argument/,https://echobuddha.com/daily-reflections/soften-the-inner-argument/,Daily reflection,yes,yes,,https://echobuddha.com/daily-reflections/soften-the-inner-argument/,Soften the Inner Argument - Daily Buddhist Reflection | Echo Buddha,"Peace often begins when the mind stops arguing with what has already happened. Includes meaning, daily-life example, practice, journal question, and related Buddhist teachings.",Soften the Inner Argument,1,WebPage|BreadcrumbList,478,33,0,4,1,1,pass
/daily-reflections/speech-can-reduce-suffering/,https://echobuddha.com/daily-reflections/speech-can-reduce-suffering/,Daily reflection,yes,yes,,https://echobuddha.com/daily-reflections/speech-can-reduce-suffering/,Speech Can Reduce Suffering - Daily Buddhist Reflection | Echo Buddha,"A truthful sentence can still choose gentleness. Includes meaning, daily-life example, practice, journal question, and related Buddhist teachings.",Speech Can Reduce Suffering,1,WebPage|BreadcrumbList,478,33,0,4,1,1,pass
/daily-reflections/the-first-truth-is-kind/,https://echobuddha.com/daily-reflections/the-first-truth-is-kind/,Daily reflection,yes,yes,,https://echobuddha.com/daily-reflections/the-first-truth-is-kind/,The First Truth Is Kind - Daily Buddhist Reflection | Echo Buddha,"Naming suffering honestly can be the first act of compassion. Includes meaning, daily-life example, practice, journal question, and related Buddhist teachings.",The First Truth Is Kind,1,WebPage|BreadcrumbList,485,33,0,4,1,1,pass
/daily-reflections/thoughts-are-visitors/,https://echobuddha.com/daily-reflections/thoughts-are-visitors/,Daily reflection,yes,yes,,https://echobuddha.com/daily-reflections/thoughts-are-visitors/,Thoughts Are Visitors - Daily Buddhist Reflection | Echo Buddha,"You do not need to carry every thought that visits you. Includes meaning, daily-life example, practice, journal question, and related Buddhist teachings.",Thoughts Are Visitors,1,WebPage|BreadcrumbList,494,33,0,4,1,1,pass
/daily-reflections/today/,https://echobuddha.com/daily-reflections/today/,Daily reflection utility,no,no,"noindex, follow",https://echobuddha.com/daily-reflections/today/,Today&#39;s Buddhist Reflection Prompt | Echo Buddha,Open a recurring daily reflection prompt selected from Echo Buddha,Today's Buddhist Reflection Prompt,1,WebPage|BreadcrumbList,2191,148,0,73,1,1,pass
/daily-reflections/walking-as-practice/,https://echobuddha.com/daily-reflections/walking-as-practice/,Daily reflection,yes,yes,,https://echobuddha.com/daily-reflections/walking-as-practice/,Walking Can Be Practice - Daily Buddhist Reflection | Echo Buddha,"Walk slowly enough to notice that the ground has been supporting you all along. Includes meaning, daily-life example, practice, journal question, and related Buddhist teachings.",Walking Can Be Practice,1,WebPage|BreadcrumbList,483,33,0,4,1,1,pass
/disclaimer/,https://echobuddha.com/disclaimer/,Trust,yes,yes,,https://echobuddha.com/disclaimer/,Disclaimer | Echo Buddha,"Read the Echo Buddha disclaimer about educational content, meditation guidance, wellness topics, and spiritual study.",Disclaimer,1,WebPage,361,22,0,392,1,1,pass
/editorial-policy/,https://echobuddha.com/editorial-policy/,Trust,yes,yes,,https://echobuddha.com/editorial-policy/,Editorial Policy | Echo Buddha,"Read the Echo Buddha editorial policy covering content purpose, originality, review, corrections, and responsible limitations.",Editorial Policy,1,WebPage,616,23,0,625,1,1,pass
/learn/,https://echobuddha.com/learn/,Learn hub,yes,yes,,https://echobuddha.com/learn/,Learn Buddhist Wisdom for Daily Life | Echo Buddha,Explore Echo Buddha,Learn Buddhist Wisdom for Daily Life,1,CollectionPage|BreadcrumbList,572,61,0,670,1,1,pass
/learn/buddhism-101/,https://echobuddha.com/learn/buddhism-101/,Learning,yes,yes,,https://echobuddha.com/learn/buddhism-101/,Buddhism 101 | Echo Buddha,"Beginner-friendly lessons on the Buddha, core teachings, karma, mindfulness, and daily practice.",Buddhism 101,1,CollectionPage|BreadcrumbList,741,52,2,24,1,1,pass
/learn/buddhism-101/a-simple-daily-buddhist-practice/,https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,Learning,yes,yes,,https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,A Simple Daily Buddhist Practice | Echo Buddha,"A gentle daily Buddhist-inspired practice for beginners, including breathing, intention, kind speech, and evening reflection.",A Simple Daily Buddhist Practice,1,Article|BreadcrumbList,492,32,1,30,1,1,pass
/learn/buddhism-101/dependent-origination-explained/,https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,Learning,yes,yes,,https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,Dependent Origination in Buddhism Explained for Beginners | Echo Buddha,"Learn dependent origination in Buddhism in simple terms. Understand causes, conditions, craving, clinging, suffering, and how mindfulness can interrupt old patterns.",Dependent Origination Explained,1,Article|BreadcrumbList,1233,35,1,10,1,1,pass
/learn/buddhism-101/five-aggregates-buddhism/,https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,Learning,yes,yes,,https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,The Five Aggregates in Buddhism Explained Simply | Echo Buddha,"A simple beginner guide to the Five Aggregates in Buddhism: form, feeling, perception, mental formations, and consciousness, with practical examples.",The Five Aggregates in Buddhism,1,Article|BreadcrumbList,1274,35,1,4,1,1,pass
/learn/buddhism-101/five-precepts-buddhism/,https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,Learning,yes,yes,,https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,The Five Precepts in Buddhism: A Beginner&#39;s Guide to Ethical Living | Echo Buddha,"Learn the Five Precepts in Buddhism in simple language. A beginner-friendly guide to Buddhist ethics, daily choices, right speech, honesty, kindness, and mindful living.",The Five Precepts in Buddhism,1,Article|BreadcrumbList,1522,35,1,6,1,1,pass
/learn/buddhism-101/how-to-practice-buddhism-at-home/,https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,Learning,yes,yes,,https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,How to Practice Buddhism at Home | Echo Buddha,"Learn simple ways to practice Buddhist-inspired wisdom at home through meditation, speech, kindness, reflection, and daily habits.",How to Practice Buddhism at Home,1,Article|BreadcrumbList,519,32,1,10,1,1,pass
/learn/buddhism-101/right-livelihood-buddhism/,https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,Learning,yes,yes,,https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,Right Livelihood in Buddhism: A Beginner&#39;s Guide to Ethical Work | Echo Buddha,"Learn Right Livelihood in Buddhism and how it applies to modern work, money, business, ambition, honesty, stress, and ethical daily choices.",Right Livelihood in Buddhism,1,Article|BreadcrumbList,1435,35,2,7,1,1,pass
/learn/buddhism-101/the-four-noble-truths-explained/,https://echobuddha.com/learn/buddhism-101/the-four-noble-truths-explained/,Learning,yes,yes,,https://echobuddha.com/learn/buddhism-101/the-four-noble-truths-explained/,The Four Noble Truths Explained | Echo Buddha,A beginner-friendly explanation of the Four Noble Truths and how they help us understand suffering and practice wisely.,The Four Noble Truths Explained,1,Article|BreadcrumbList,571,34,1,12,1,1,pass
/learn/buddhism-101/the-noble-eightfold-path-explained/,https://echobuddha.com/learn/buddhism-101/the-noble-eightfold-path-explained/,Learning,yes,yes,,https://echobuddha.com/learn/buddhism-101/the-noble-eightfold-path-explained/,The Noble Eightfold Path Explained | Echo Buddha,"Learn the Noble Eightfold Path in simple language, with examples for speech, action, work, mindfulness, and meditation.",The Noble Eightfold Path Explained,1,Article|BreadcrumbList,586,34,1,11,1,1,pass
/learn/buddhism-101/the-three-jewels-explained/,https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,Learning,yes,yes,,https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,The Three Jewels Explained | Echo Buddha,"Understand the Buddha, Dhamma, and Sangha in simple language and learn how the Three Jewels support daily practice.",The Three Jewels Explained,1,Article|BreadcrumbList,545,32,1,7,1,1,pass
/learn/buddhism-101/three-marks-of-existence/,https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,Learning,yes,yes,,https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,The Three Marks of Existence in Buddhism Explained Simply | Echo Buddha,"Understand the Three Marks of Existence in Buddhism: anicca, dukkha, and anatta. A simple beginner guide with examples, reflections, and practical meaning.",The Three Marks of Existence,1,Article|BreadcrumbList,1259,38,2,8,1,1,pass
/learn/buddhism-101/what-is-buddhism/,https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,Learning,yes,yes,,https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,What Is Buddhism? A Clear Beginner&#39;s Guide | Echo Buddha,"A simple explanation of Buddhism as a path of wisdom, ethical living, meditation, compassion, and practical insight.",What Is Buddhism?,1,Article|BreadcrumbList,612,33,2,9,1,1,pass
/learn/buddhism-101/what-is-impermanence/,https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,Learning,yes,yes,,https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,What Is Impermanence? | Echo Buddha,"Understand impermanence in Buddhism and how noticing change can deepen gratitude, patience, and wise letting go.",What Is Impermanence?,1,Article|BreadcrumbList,556,33,1,35,1,1,pass
/learn/buddhism-101/what-is-karma-in-buddhism/,https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,Learning,yes,yes,,https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,What Is Karma in Buddhism? A Beginner&#39;s Guide | Echo Buddha,"Learn what karma means in Buddhism, how intention shapes actions, and how beginners can understand karma in everyday life.",What Is Karma in Buddhism?,1,Article|BreadcrumbList,547,34,1,9,1,1,pass
/learn/buddhism-101/what-is-mindfulness/,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,Learning,yes,yes,,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,What Is Mindfulness? | Echo Buddha,"A simple Buddhist explanation of mindfulness as remembering to be present with body, feelings, mind, and daily life.",What Is Mindfulness?,1,Article|BreadcrumbList,552,32,1,60,1,1,pass
/learn/buddhism-101/who-was-the-buddha/,https://echobuddha.com/learn/buddhism-101/who-was-the-buddha/,Learning,yes,yes,,https://echobuddha.com/learn/buddhism-101/who-was-the-buddha/,Who Was the Buddha? A Simple Beginner-Friendly Explanation | Echo Buddha,"Learn who the Buddha was, why he is called the awakened one, and how his life story can guide modern daily practice.",Who Was the Buddha?,1,Article|BreadcrumbList,648,32,1,4,1,1,pass
/learn/buddhism-for-beginners/,https://echobuddha.com/learn/buddhism-for-beginners/,Learning,yes,yes,,https://echobuddha.com/learn/buddhism-for-beginners/,Buddhism for Beginners - Simple Buddhist Teachings | Echo Buddha,"Start learning Buddhism with simple explanations of the Buddha, the Four Noble Truths, the Noble Eightfold Path, mindfulness, compassion, and meditation.",Buddhism for Beginners,1,CollectionPage|BreadcrumbList|FAQPage,423,29,0,11,1,1,pass
/learn/buddhist-dictionary/,https://echobuddha.com/learn/buddhist-dictionary/,Learning,yes,yes,,https://echobuddha.com/learn/buddhist-dictionary/,Buddhist Dictionary | Echo Buddha,"A practical glossary of Buddhist terms explained in simple, beginner-friendly English.",Buddhist Dictionary,1,CollectionPage|DefinedTermSet|BreadcrumbList,464,38,2,22,1,1,pass
/learn/buddhist-dictionary/anatta/,https://echobuddha.com/learn/buddhist-dictionary/anatta/,Learning,yes,yes,,https://echobuddha.com/learn/buddhist-dictionary/anatta/,Anatta Meaning: Non-Self in Buddhism Explained for Beginners | Echo Buddha,"Learn Anatta, the Buddhist teaching of non-self, in simple beginner-friendly language with daily reflection.",Anatta,1,Article|BreadcrumbList|DefinedTerm,485,34,1,15,1,1,pass
/learn/buddhist-dictionary/anicca/,https://echobuddha.com/learn/buddhist-dictionary/anicca/,Learning,yes,yes,,https://echobuddha.com/learn/buddhist-dictionary/anicca/,Anicca Meaning: Impermanence in Buddhism Explained Simply | Echo Buddha,"Learn the meaning of Anicca, the Buddhist teaching on impermanence, with daily-life examples and related terms.",Anicca,1,Article|BreadcrumbList|DefinedTerm,448,33,1,31,1,1,pass
/learn/buddhist-dictionary/compassion/,https://echobuddha.com/learn/buddhist-dictionary/compassion/,Learning,yes,yes,,https://echobuddha.com/learn/buddhist-dictionary/compassion/,Compassion Meaning in Buddhist Wisdom | Echo Buddha,"Learn compassion in Buddhist wisdom as clear care for suffering with boundaries, kindness, and wise action.",Compassion,1,Article|BreadcrumbList|DefinedTerm,426,32,1,45,1,1,pass
/learn/buddhist-dictionary/dhamma/,https://echobuddha.com/learn/buddhist-dictionary/dhamma/,Learning,yes,yes,,https://echobuddha.com/learn/buddhist-dictionary/dhamma/,Dhamma Meaning: Buddhist Teaching and Truth | Echo Buddha,"Understand Dhamma as Buddhist teaching, truth, practice, and the way things are seen through wisdom.",Dhamma,1,Article|BreadcrumbList|DefinedTerm,444,31,1,63,1,1,pass
/learn/buddhist-dictionary/dukkha/,https://echobuddha.com/learn/buddhist-dictionary/dukkha/,Learning,yes,yes,,https://echobuddha.com/learn/buddhist-dictionary/dukkha/,Dukkha Meaning: Suffering and Unsatisfactoriness in Buddhism | Echo Buddha,"Understand Dukkha in simple language as suffering, stress, and dissatisfaction, with examples for daily life.",Dukkha,1,Article|BreadcrumbList|DefinedTerm,477,34,1,48,1,1,pass
/learn/buddhist-dictionary/karma/,https://echobuddha.com/learn/buddhist-dictionary/karma/,Learning,yes,yes,,https://echobuddha.com/learn/buddhist-dictionary/karma/,"Karma Meaning in Buddhism: Intention, Action, and Consequences | Echo Buddha",Learn the Buddhist meaning of karma as intentional action and the way choices shape habits and consequences.,Karma,1,Article|BreadcrumbList|DefinedTerm,448,32,1,34,1,1,pass
/learn/buddhist-dictionary/karuna/,https://echobuddha.com/learn/buddhist-dictionary/karuna/,Learning,yes,yes,,https://echobuddha.com/learn/buddhist-dictionary/karuna/,Karuna Meaning: Compassion in Buddhism | Echo Buddha,"A simple explanation of Karuna, Buddhist compassion, with daily-life meaning and related teachings.",Karuna,1,Article|BreadcrumbList|DefinedTerm,480,32,1,11,1,1,pass
/learn/buddhist-dictionary/metta/,https://echobuddha.com/learn/buddhist-dictionary/metta/,Learning,yes,yes,,https://echobuddha.com/learn/buddhist-dictionary/metta/,Metta Meaning: Loving-Kindness in Buddhism | Echo Buddha,"Learn Metta, or loving-kindness, as a Buddhist practice of goodwill toward oneself and others.",Metta,1,Article|BreadcrumbList|DefinedTerm,499,32,1,27,1,1,pass
/learn/buddhist-dictionary/mindfulness/,https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,Learning,yes,yes,,https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,Mindfulness Meaning in Buddhist Practice | Echo Buddha,"Learn mindfulness as clear awareness and remembering, with practical examples for Buddhist-inspired daily life.",Mindfulness,1,Article|BreadcrumbList|DefinedTerm,422,31,1,31,1,1,pass
/learn/buddhist-dictionary/nirvana/,https://echobuddha.com/learn/buddhist-dictionary/nirvana/,Learning,yes,yes,,https://echobuddha.com/learn/buddhist-dictionary/nirvana/,Nirvana Meaning in Buddhism Explained Simply | Echo Buddha,"A gentle beginner-friendly explanation of Nirvana as the ending of greed, hatred, and delusion.",Nirvana,1,Article|BreadcrumbList|DefinedTerm,453,33,1,4,1,1,pass
/learn/buddhist-dictionary/sangha/,https://echobuddha.com/learn/buddhist-dictionary/sangha/,Learning,yes,yes,,https://echobuddha.com/learn/buddhist-dictionary/sangha/,Sangha Meaning: Buddhist Community Explained Simply | Echo Buddha,Learn the meaning of Sangha as Buddhist community and how wise support helps daily practice.,Sangha,1,Article|BreadcrumbList|DefinedTerm,442,31,1,6,1,1,pass
/learn/buddhist-dictionary/sati/,https://echobuddha.com/learn/buddhist-dictionary/sati/,Learning,yes,yes,,https://echobuddha.com/learn/buddhist-dictionary/sati/,Sati Meaning: Mindfulness in Buddhist Practice | Echo Buddha,"Learn Sati, the Buddhist term often translated as mindfulness, with simple examples for daily awareness.",Sati,1,Article|BreadcrumbList|DefinedTerm,442,32,1,58,1,1,pass
/learn/buddhist-resources/,https://echobuddha.com/learn/buddhist-resources/,Learning,yes,yes,,https://echobuddha.com/learn/buddhist-resources/,Buddhist Resources | Echo Buddha,"A curated Echo Buddha resource page for Buddhist texts, meditation learning, dictionaries, beginner Buddhism, Sri Lankan resources, and global Buddhist study.",Buddhist Resources,1,CollectionPage|BreadcrumbList,558,33,12,41,1,1,pass
/learn/dhammapada-reflections/,https://echobuddha.com/learn/dhammapada-reflections/,Learning,yes,yes,,https://echobuddha.com/learn/dhammapada-reflections/,Dhammapada Reflections | Echo Buddha,Original reflections on public-domain-safe Dhammapada themes for daily life.,Dhammapada Reflections,1,CollectionPage|BreadcrumbList,384,31,2,12,1,1,pass
/learn/dhammapada-reflections/avoid-evil-do-good-purify-the-mind/,https://echobuddha.com/learn/dhammapada-reflections/avoid-evil-do-good-purify-the-mind/,Learning,yes,yes,,https://echobuddha.com/learn/dhammapada-reflections/avoid-evil-do-good-purify-the-mind/,"Avoid Evil, Do Good, Purify the Mind | Echo Buddha","An original Dhammapada-inspired reflection on avoiding harm, cultivating good, and training the mind.","Avoid Evil, Do Good, Purify the Mind",1,Article|BreadcrumbList,511,32,1,4,1,1,pass
/learn/dhammapada-reflections/better-than-a-thousand-empty-words/,https://echobuddha.com/learn/dhammapada-reflections/better-than-a-thousand-empty-words/,Learning,yes,yes,,https://echobuddha.com/learn/dhammapada-reflections/better-than-a-thousand-empty-words/,Better Than a Thousand Empty Words | Echo Buddha,"A Dhammapada-inspired reflection on meaningful speech, silence, and words that bring peace.",Better Than a Thousand Empty Words,1,Article|BreadcrumbList,465,31,1,4,1,1,pass
/learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/,https://echobuddha.com/learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/,Learning,yes,yes,,https://echobuddha.com/learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/,Hatred Is Not Ended by Hatred | Echo Buddha,"A Dhammapada-inspired reflection on meeting hostility with wisdom, boundaries, and non-hatred.",Hatred Is Not Ended by Hatred,1,Article|BreadcrumbList,448,32,1,4,1,1,pass
/learn/dhammapada-reflections/peace-comes-from-a-trained-mind/,https://echobuddha.com/learn/dhammapada-reflections/peace-comes-from-a-trained-mind/,Learning,yes,yes,,https://echobuddha.com/learn/dhammapada-reflections/peace-comes-from-a-trained-mind/,Peace Comes from a Trained Mind | Echo Buddha,"A Dhammapada-inspired reflection on training the mind through meditation, patience, and daily awareness.",Peace Comes from a Trained Mind,1,Article|BreadcrumbList,453,31,1,4,1,1,pass
/learn/dhammapada-reflections/the-mind-leads-all-things/,https://echobuddha.com/learn/dhammapada-reflections/the-mind-leads-all-things/,Learning,yes,yes,,https://echobuddha.com/learn/dhammapada-reflections/the-mind-leads-all-things/,The Mind Leads All Things | Echo Buddha,"A Dhammapada-inspired reflection on how intention, thought, and attention shape speech and action.",The Mind Leads All Things,1,Article|BreadcrumbList,463,33,1,4,1,1,pass
/learn/eightfold-path/,https://echobuddha.com/learn/eightfold-path/,Learning,yes,yes,,https://echobuddha.com/learn/eightfold-path/,Noble Eightfold Path for Daily Life | Echo Buddha,"Learn the Noble Eightfold Path as a practical Buddhist training in wisdom, ethical conduct, effort, mindfulness, and meditation.",The Noble Eightfold Path for Daily Life,1,Article|BreadcrumbList,508,43,2,54,5,1,pass
/learn/four-noble-truths/,https://echobuddha.com/learn/four-noble-truths/,Learning,yes,yes,,https://echobuddha.com/learn/four-noble-truths/,Four Noble Truths Explained for Beginners | Echo Buddha,"Learn the Four Noble Truths in simple language: suffering, the causes of suffering, the possibility of release, and the path of practice.",The Four Noble Truths Explained for Beginners,1,Article|BreadcrumbList,438,36,2,23,4,1,pass
/learn/questions-about-buddhism/,https://echobuddha.com/learn/questions-about-buddhism/,Learning,yes,yes,,https://echobuddha.com/learn/questions-about-buddhism/,Questions About Buddhism | Echo Buddha,"Beginner-friendly answers to common questions about Buddhism, meditation, suffering, compassion, attachment, and home practice.",Questions About Buddhism,1,FAQPage|BreadcrumbList,1090,53,0,6,1,1,pass
/learn/sutta-for-daily-life/,https://echobuddha.com/learn/sutta-for-daily-life/,Learning,yes,yes,,https://echobuddha.com/learn/sutta-for-daily-life/,Sutta for Daily Life | Echo Buddha,"Simple explanations of Buddhist teachings from sutta themes, written for ordinary readers.",Sutta for Daily Life,1,CollectionPage|BreadcrumbList,412,31,2,7,1,1,pass
/learn/sutta-for-daily-life/buddhas-teaching-on-patience/,https://echobuddha.com/learn/sutta-for-daily-life/buddhas-teaching-on-patience/,Learning,yes,yes,,https://echobuddha.com/learn/sutta-for-daily-life/buddhas-teaching-on-patience/,The Buddha&#39;s Teaching on Patience | Echo Buddha,"A practical reflection on patience in Buddhist teaching, including delay, conflict, anger, and daily practice.",The Buddha&#39;s Teaching on Patience,1,Article|BreadcrumbList,428,31,1,4,1,1,pass
/learn/sutta-for-daily-life/kalama-sutta-and-wise-thinking/,https://echobuddha.com/learn/sutta-for-daily-life/kalama-sutta-and-wise-thinking/,Learning,yes,yes,,https://echobuddha.com/learn/sutta-for-daily-life/kalama-sutta-and-wise-thinking/,The Kalama Sutta and Wise Thinking | Echo Buddha,"A beginner-friendly explanation of the Kalama Sutta theme of wise inquiry, testing teachings, and recognizing harmful or helpful qualities.",The Kalama Sutta and Wise Thinking,1,Article|BreadcrumbList,457,32,1,4,1,1,pass
/learn/sutta-for-daily-life/metta-sutta-explained-for-daily-life/,https://echobuddha.com/learn/sutta-for-daily-life/metta-sutta-explained-for-daily-life/,Learning,yes,yes,,https://echobuddha.com/learn/sutta-for-daily-life/metta-sutta-explained-for-daily-life/,The Metta Sutta Explained for Daily Life | Echo Buddha,"A simple, practical explanation of the Metta Sutta and how loving-kindness can shape speech, family life, and daily practice.",The Metta Sutta Explained for Daily Life,1,Article|BreadcrumbList,480,33,1,4,1,1,pass
