URL,Robots directive,Expected,Valid,Crawlable,Reason
https://echobuddha.com/quotes/impermanence/what-changes-is-not-always-lost-sometimes-it-is/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/letting-go/,"index, follow","index, follow",Yes,Yes,Retained in the curated index footprint.
https://echobuddha.com/quotes/letting-go/an-open-hand-can-care-for-what-a-clenched/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/letting-go/caring-without-clinging/,"index, follow","index, follow",Yes,Yes,Retained in the curated index footprint.
https://echobuddha.com/quotes/letting-go/forgiveness-without-approving-harm/,"index, follow","index, follow",Yes,Yes,Retained in the curated index footprint.
https://echobuddha.com/quotes/letting-go/freedom-often-sounds-like-the-quiet-end-of-an/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/letting-go/let-the-feeling-pass-through-without-building-it-a/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/letting-go/letting-go-begins-by-admitting-how-tightly-you-are/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/letting-go/open-hands-non-attachment/,"index, follow","index, follow",Yes,Yes,Retained in the curated index footprint.
https://echobuddha.com/quotes/letting-go/peace-enters-when-control-is-no-longer-the-price/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/letting-go/release-the-need-to-replay-what-can-no-longer/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/letting-go/release-the-outcome-but-keep-the-care-you-bring/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/letting-go/soften-around-stress/,"index, follow","index, follow",Yes,Yes,Retained in the curated index footprint.
https://echobuddha.com/quotes/letting-go/what-leaves-your-life-may-still-leave-wisdom-behind/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/letting-go/where-attachment-begins/,"index, follow","index, follow",Yes,Yes,Retained in the curated index footprint.
https://echobuddha.com/quotes/letting-go/you-can-honor-the-past-without-asking-it-to/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/letting-go/you-do-not-betray-a-memory-by-allowing-yourself/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/letting-go/you-do-not-need-to-carry-every-thought-that/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/meditation/,"index, follow","index, follow",Yes,Yes,Retained in the curated index footprint.
https://echobuddha.com/quotes/meditation/a-short-sincere-practice-can-steady-a-long-and/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/meditation/do-not-search-meditation-for-a-special-self-notice/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/meditation/every-return-from-distraction-strengthens-the-path-home/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/meditation/few-quiet-minutes/,"index, follow","index, follow",Yes,Yes,Retained in the curated index footprint.
https://echobuddha.com/quotes/meditation/follow-the-breath-lightly-as-you-would-listen-to/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/meditation/meditation-is-not-leaving-life-it-is-learning-how/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/meditation/meditation-is-returning/,"index, follow","index, follow",Yes,Yes,Retained in the curated index footprint.
https://echobuddha.com/quotes/meditation/one-honest-breath/,"index, follow","index, follow",Yes,Yes,Retained in the curated index footprint.
https://echobuddha.com/quotes/meditation/silence-is-not-empty-when-the-heart-is-listening/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/meditation/sit-with-the-day-as-it-is-before-asking/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/meditation/sit-without-demanding-silence-and-the-mind-will-teach/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/meditation/the-bell-fades-but-careful-listening-can-continue/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/meditation/the-cushion-is-a-place-to-practice-returning-not/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/meditation/when-stillness-feels-impossible-begin-by-noticing-the-restlessness/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/mindfulness/,"index, follow","index, follow",Yes,Yes,Retained in the curated index footprint.
https://echobuddha.com/quotes/mindfulness/a-peaceful-mind-begins-with-one-honest-breath/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/mindfulness/a-wandering-mind-is-not-a-failed-mind-it/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/mindfulness/awareness-begins-when-hurry-loosens-its-hold/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/mindfulness/begin-the-day-with-awareness/,"index, follow","index, follow",Yes,Yes,Retained in the curated index footprint.
https://echobuddha.com/quotes/mindfulness/give-one-ordinary-task-the-dignity-of-your-full/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/mindfulness/gratitude-notices-enough/,"index, follow","index, follow",Yes,Yes,Retained in the curated index footprint.
https://echobuddha.com/quotes/mindfulness/ground-yourself-gently/,"index, follow","index, follow",Yes,Yes,Retained in the curated index footprint.
https://echobuddha.com/quotes/mindfulness/listen-before-answering/,"index, follow","index, follow",Yes,Yes,Retained in the curated index footprint.
https://echobuddha.com/quotes/mindfulness/listen-to-the-moment-before-filling-it-with-your/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/mindfulness/notice-what-is-here-before-deciding-what-it-means/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/mindfulness/one-mindful-pause-can-change-the-direction-of-an/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/mindfulness/peace-begins-with-attention/,"index, follow","index, follow",Yes,Yes,Retained in the curated index footprint.
https://echobuddha.com/quotes/mindfulness/peace-grows-when-attention-stops-running-ahead-of-the/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/mindfulness/present-moment-one-step/,"index, follow","index, follow",Yes,Yes,Retained in the curated index footprint.
https://echobuddha.com/quotes/mindfulness/return-to-the-breath-before-you-return-to-the/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/mindfulness/the-more-clearly-you-notice-life-the-less-carelessly/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/mindfulness/the-present-moment-asks-for-your-attention-not-your/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/patience/,"index, follow","index, follow",Yes,Yes,Retained in the curated index footprint.
https://echobuddha.com/quotes/patience/a-difficult-moment-becomes-heavier-when-we-demand-that/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/patience/be-patient-with-the-part-of-you-that-is/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/patience/family-kindness-and-patience/,"index, follow","index, follow",Yes,Yes,Retained in the curated index footprint.
https://echobuddha.com/quotes/patience/growth-is-quiet-work-often-invisible-until-the-season/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/patience/not-every-delay-is-an-obstacle-some-are-invitations/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/patience/patience-is-the-strength-to-remain-present-while-life/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/patience/patience-makes-room-for-truth-to-arrive-without-force/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/patience/patience-softens-the-wait/,"index, follow","index, follow",Yes,Yes,Retained in the curated index footprint.
https://echobuddha.com/quotes/patience/some-answers-become-clear-only-after-the-mind-stops/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/patience/stay-gentle-with-beginnings-they-are-carrying-more-than/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/patience/the-path-unfolds-at-the-pace-of-sincere-practice/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/patience/wait-long-enough-for-the-first-reaction-to-become/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/patience/when-anger-rises-pause-long-enough-to-see-the/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/practice/,"index, follow","index, follow",Yes,Yes,Retained in the curated index footprint.
https://echobuddha.com/quotes/practice/a-peaceful-life-is-built-from-peaceful-moments-practiced/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/practice/begin-with-what-is-possible-then-return-tomorrow/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/practice/bring-the-teaching-into-the-place-where-you-are/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/practice/daily-practice-turns-understanding-from-an-idea-into-a/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/practice/do-not-wait-to-feel-ready-before-choosing-what/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/practice/eightfold-path-daily-choices/,"index, follow","index, follow",Yes,Yes,Retained in the curated index footprint.
https://echobuddha.com/quotes/practice/mindfulness-at-work-breath/,"index, follow","index, follow",Yes,Yes,Retained in the curated index footprint.
https://echobuddha.com/quotes/practice/practice-becomes-real-when-it-enters-your-speech-and/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/practice/right-intention-turns-the-heart/,"index, follow","index, follow",Yes,Yes,Retained in the curated index footprint.
https://echobuddha.com/quotes/practice/small-actions-shape-the-mind/,"index, follow","index, follow",Yes,Yes,Retained in the curated index footprint.
https://echobuddha.com/quotes/practice/the-path-is-not-far-away-it-is-the/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/practice/the-path-is-shaped-by-what-you-repeat-when/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/practice/the-smallest-wholesome-action-is-larger-than-the-finest/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/practice/walk-slowly-enough-to-notice-where-your-life-is/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/practice/your-next-response-is-always-part-of-the-path/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/renewal/,"index, follow","index, follow",Yes,Yes,Retained in the curated index footprint.
https://echobuddha.com/quotes/renewal/a-mistake-becomes-a-teacher-when-honesty-enters-the/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/renewal/a-new-direction-can-start-with-one-different-choice/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/renewal/begin-again-gently-the-breath-is-always-willing/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/renewal/begin-again-without-shame/,"index, follow","index, follow",Yes,Yes,Retained in the curated index footprint.
https://echobuddha.com/quotes/renewal/begin-again-without-turning-yesterday-into-a-sentence/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/renewal/do-not-confuse-an-old-pattern-with-an-unchangeable/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/renewal/each-conscious-breath-is-a-small-vote-for-beginning/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/renewal/evening-release-reflection/,"index, follow","index, follow",Yes,Yes,Retained in the curated index footprint.
https://echobuddha.com/quotes/renewal/gentle-hope-keeps-walking/,"index, follow","index, follow",Yes,Yes,Retained in the curated index footprint.
https://echobuddha.com/quotes/renewal/hope-can-be-quiet-and-still-keep-walking/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/renewal/morning-is-not-the-only-time-a-life-can/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/renewal/one-calm-morning-intention/,"index, follow","index, follow",Yes,Yes,Retained in the curated index footprint.
https://echobuddha.com/quotes/renewal/repair-what-you-can-forgive-what-you-cannot-redo/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/renewal/the-path-welcomes-your-return-more-often-than-pride/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/renewal/you-are-allowed-to-learn-slowly-and-still-be/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/wisdom/,"index, follow","index, follow",Yes,Yes,Retained in the curated index footprint.
https://echobuddha.com/quotes/wisdom/a-clear-mind-can-hold-two-truths-without-rushing/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/wisdom/a-useful-truth-is-carried-with-humility-not-used/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/wisdom/contentment-with-what-is-here/,"index, follow","index, follow",Yes,Yes,Retained in the curated index footprint.
https://echobuddha.com/quotes/wisdom/difficult-people-and-boundaries/,"index, follow","index, follow",Yes,Yes,Retained in the curated index footprint.
https://echobuddha.com/quotes/wisdom/karma-begins-in-intention/,"index, follow","index, follow",Yes,Yes,Retained in the curated index footprint.
https://echobuddha.com/quotes/wisdom/knowing-when-not-to-speak-is-also-a-form/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/wisdom/learn-from-discomfort-without-turning-suffering-into-an-identity/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/wisdom/right-speech-with-kindness/,"index, follow","index, follow",Yes,Yes,Retained in the curated index footprint.
https://echobuddha.com/quotes/wisdom/see-the-conditions-behind-an-action-and-blame-may/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/wisdom/simplicity-clears-the-room/,"index, follow","index, follow",Yes,Yes,Retained in the curated index footprint.
https://echobuddha.com/quotes/wisdom/the-lesson-repeats-until-attention-replaces-habit/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/wisdom/the-wise-heart-changes-course-when-clearer-seeing-arrives/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/wisdom/understanding-suffering-honestly/,"index, follow","index, follow",Yes,Yes,Retained in the curated index footprint.
https://echobuddha.com/quotes/wisdom/what-feels-urgent-is-not-always-what-matters-most/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/wisdom/wisdom-is-less-interested-in-winning-than-in-ending/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/wisdom/wisdom-is-the-art-of-meeting-life-without-adding/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/wisdom/wisdom-sees-clearly/,"index, follow","index, follow",Yes,Yes,Retained in the curated index footprint.
https://echobuddha.com/quotes/wisdom/wisdom-sees-the-whole-fire-not-only-the-spark/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/wisdom/wise-silence/,"index, follow","index, follow",Yes,Yes,Retained in the curated index footprint.
https://echobuddha.com/search/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/start-here/,"index, follow","index, follow",Yes,Yes,Retained in the curated index footprint.
https://echobuddha.com/terms-of-use/,"index, follow","index, follow",Yes,Yes,Retained in the curated index footprint.
https://echobuddha.com/tools/,"index, follow","index, follow",Yes,Yes,Retained in the curated index footprint.
