URL,Page family,Evidence,Implementation,HTTP expectation,Canonical,Sitemap,Internal search,Owner retained,Rollback
https://echobuddha.com/quotes/practice/the-smallest-wholesome-action-is-larger-than-the-finest/,quote story,generated story; 661 words; nearest overlap 86.6%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/quotes/practice/the-smallest-wholesome-action-is-larger-than-the-finest/,Removed,Retained,https://echobuddha.com/quotes/,Restore the generated-quote indexed quota from 0 to 6 per theme.
https://echobuddha.com/quotes/practice/walk-slowly-enough-to-notice-where-your-life-is/,quote story,generated story; 673 words; nearest overlap 87.2%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/quotes/practice/walk-slowly-enough-to-notice-where-your-life-is/,Removed,Retained,https://echobuddha.com/quotes/,Restore the generated-quote indexed quota from 0 to 6 per theme.
https://echobuddha.com/quotes/practice/your-next-response-is-always-part-of-the-path/,quote story,generated story; 623 words; nearest overlap 86.7%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/quotes/practice/your-next-response-is-always-part-of-the-path/,Removed,Retained,https://echobuddha.com/quotes/,Restore the generated-quote indexed quota from 0 to 6 per theme.
https://echobuddha.com/quotes/renewal/a-new-direction-can-start-with-one-different-choice/,quote story,generated story; 627 words; nearest overlap 85.2%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/quotes/renewal/a-new-direction-can-start-with-one-different-choice/,Removed,Retained,https://echobuddha.com/quotes/,Restore the generated-quote indexed quota from 0 to 6 per theme.
https://echobuddha.com/quotes/renewal/begin-again-gently-the-breath-is-always-willing/,quote story,generated story; 629 words; nearest overlap 88.2%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/quotes/renewal/begin-again-gently-the-breath-is-always-willing/,Removed,Retained,https://echobuddha.com/quotes/,Restore the generated-quote indexed quota from 0 to 6 per theme.
https://echobuddha.com/quotes/renewal/begin-again-without-turning-yesterday-into-a-sentence/,quote story,generated story; 616 words; nearest overlap 85.6%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/quotes/renewal/begin-again-without-turning-yesterday-into-a-sentence/,Removed,Retained,https://echobuddha.com/quotes/,Restore the generated-quote indexed quota from 0 to 6 per theme.
https://echobuddha.com/quotes/renewal/morning-is-not-the-only-time-a-life-can/,quote story,generated story; 640 words; nearest overlap 86.5%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/quotes/renewal/morning-is-not-the-only-time-a-life-can/,Removed,Retained,https://echobuddha.com/quotes/,Restore the generated-quote indexed quota from 0 to 6 per theme.
https://echobuddha.com/quotes/renewal/the-path-welcomes-your-return-more-often-than-pride/,quote story,generated story; 638 words; nearest overlap 88.2%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/quotes/renewal/the-path-welcomes-your-return-more-often-than-pride/,Removed,Retained,https://echobuddha.com/quotes/,Restore the generated-quote indexed quota from 0 to 6 per theme.
https://echobuddha.com/quotes/renewal/you-are-allowed-to-learn-slowly-and-still-be/,quote story,generated story; 630 words; nearest overlap 83.9%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/quotes/renewal/you-are-allowed-to-learn-slowly-and-still-be/,Removed,Retained,https://echobuddha.com/quotes/,Restore the generated-quote indexed quota from 0 to 6 per theme.
https://echobuddha.com/quotes/wisdom/a-clear-mind-can-hold-two-truths-without-rushing/,quote story,generated story; 680 words; nearest overlap 85.4%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/quotes/wisdom/a-clear-mind-can-hold-two-truths-without-rushing/,Removed,Retained,https://echobuddha.com/quotes/,Restore the generated-quote indexed quota from 0 to 6 per theme.
https://echobuddha.com/quotes/wisdom/knowing-when-not-to-speak-is-also-a-form/,quote story,generated story; 644 words; nearest overlap 85.4%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/quotes/wisdom/knowing-when-not-to-speak-is-also-a-form/,Removed,Retained,https://echobuddha.com/quotes/,Restore the generated-quote indexed quota from 0 to 6 per theme.
https://echobuddha.com/quotes/wisdom/the-lesson-repeats-until-attention-replaces-habit/,quote story,generated story; 650 words; nearest overlap 85.2%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/quotes/wisdom/the-lesson-repeats-until-attention-replaces-habit/,Removed,Retained,https://echobuddha.com/quotes/,Restore the generated-quote indexed quota from 0 to 6 per theme.
https://echobuddha.com/quotes/wisdom/what-feels-urgent-is-not-always-what-matters-most/,quote story,generated story; 651 words; nearest overlap 85.3%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/quotes/wisdom/what-feels-urgent-is-not-always-what-matters-most/,Removed,Retained,https://echobuddha.com/quotes/,Restore the generated-quote indexed quota from 0 to 6 per theme.
https://echobuddha.com/quotes/wisdom/wisdom-is-the-art-of-meeting-life-without-adding/,quote story,generated story; 651 words; nearest overlap 85.3%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/quotes/wisdom/wisdom-is-the-art-of-meeting-life-without-adding/,Removed,Retained,https://echobuddha.com/quotes/,Restore the generated-quote indexed quota from 0 to 6 per theme.
https://echobuddha.com/quotes/wisdom/wisdom-sees-the-whole-fire-not-only-the-spark/,quote story,generated story; 669 words; nearest overlap 84.5%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/quotes/wisdom/wisdom-sees-the-whole-fire-not-only-the-spark/,Removed,Retained,https://echobuddha.com/quotes/,Restore the generated-quote indexed quota from 0 to 6 per theme.
