URL,Page family,Before index state,After index state,Before sitemap,After sitemap,Phase 3 action,Primary owner,Canonical target,Rationale,Confidence,Human review,Rollback available
https://echobuddha.com/daily-reflections/see-the-conditions/,daily reflection,indexable,noindex,in sitemap,out of sitemap,NOINDEX,https://echobuddha.com/daily-reflections/,https://echobuddha.com/daily-reflections/see-the-conditions/,Recurring reflection detail is useful to returning users but too brief and structurally repetitive to justify independent Google indexing; the hub remains indexed.,High,No,Yes
https://echobuddha.com/daily-reflections/simple-goodwill/,daily reflection,indexable,noindex,in sitemap,out of sitemap,NOINDEX,https://echobuddha.com/daily-reflections/,https://echobuddha.com/daily-reflections/simple-goodwill/,Recurring reflection detail is useful to returning users but too brief and structurally repetitive to justify independent Google indexing; the hub remains indexed.,High,No,Yes
https://echobuddha.com/daily-reflections/small-actions-shape-the-mind/,daily reflection,indexable,noindex,in sitemap,out of sitemap,NOINDEX,https://echobuddha.com/daily-reflections/,https://echobuddha.com/daily-reflections/small-actions-shape-the-mind/,Recurring reflection detail is useful to returning users but too brief and structurally repetitive to justify independent Google indexing; the hub remains indexed.,High,No,Yes
https://echobuddha.com/daily-reflections/soften-the-inner-argument/,daily reflection,indexable,noindex,in sitemap,out of sitemap,NOINDEX,https://echobuddha.com/daily-reflections/,https://echobuddha.com/daily-reflections/soften-the-inner-argument/,Recurring reflection detail is useful to returning users but too brief and structurally repetitive to justify independent Google indexing; the hub remains indexed.,High,No,Yes
https://echobuddha.com/daily-reflections/speech-can-reduce-suffering/,daily reflection,indexable,noindex,in sitemap,out of sitemap,NOINDEX,https://echobuddha.com/daily-reflections/,https://echobuddha.com/daily-reflections/speech-can-reduce-suffering/,Recurring reflection detail is useful to returning users but too brief and structurally repetitive to justify independent Google indexing; the hub remains indexed.,High,No,Yes
https://echobuddha.com/daily-reflections/the-first-truth-is-kind/,daily reflection,indexable,noindex,in sitemap,out of sitemap,NOINDEX,https://echobuddha.com/daily-reflections/,https://echobuddha.com/daily-reflections/the-first-truth-is-kind/,Recurring reflection detail is useful to returning users but too brief and structurally repetitive to justify independent Google indexing; the hub remains indexed.,High,No,Yes
https://echobuddha.com/daily-reflections/thoughts-are-visitors/,daily reflection,indexable,noindex,in sitemap,out of sitemap,NOINDEX,https://echobuddha.com/daily-reflections/,https://echobuddha.com/daily-reflections/thoughts-are-visitors/,Recurring reflection detail is useful to returning users but too brief and structurally repetitive to justify independent Google indexing; the hub remains indexed.,High,No,Yes
https://echobuddha.com/daily-reflections/today/,daily reflection utility,noindex,noindex,out of sitemap,out of sitemap,KEEP_NOINDEXED,https://echobuddha.com/daily-reflections/,https://echobuddha.com/daily-reflections/today/,Utility/error route has no independent search-result purpose.,High,No,Not applicable
https://echobuddha.com/daily-reflections/walking-as-practice/,daily reflection,indexable,noindex,in sitemap,out of sitemap,NOINDEX,https://echobuddha.com/daily-reflections/,https://echobuddha.com/daily-reflections/walking-as-practice/,Recurring reflection detail is useful to returning users but too brief and structurally repetitive to justify independent Google indexing; the hub remains indexed.,High,No,Yes
https://echobuddha.com/disclaimer/,trust/policy,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/about/,https://echobuddha.com/disclaimer/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/editorial-policy/,trust/policy,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/about/,https://echobuddha.com/editorial-policy/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/how-echo-buddha-creates-content/,trust/policy,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/about/,https://echobuddha.com/how-echo-buddha-creates-content/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/learn/,hub/utility,indexable,indexable,in sitemap,in sitemap,KEEP_INDEXED,https://echobuddha.com/learn/,https://echobuddha.com/learn/,Distinct route purpose remains valid under the Phase 2 ownership architecture; no indexability change justified.,High,No,Not applicable
https://echobuddha.com/learn/buddhism-101/,learn hub,indexable,indexable,in sitemap,in sitemap,KEEP_INDEXED,https://echobuddha.com/learn/buddhism-101/,https://echobuddha.com/learn/buddhism-101/,Distinct route purpose remains valid under the Phase 2 ownership architecture; no indexability change justified.,High,No,Not applicable
https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,learn detail,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/learn/buddhism-for-beginners/,https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,learn detail,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/learn/buddhism-101/,https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,learn detail,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/learn/buddhism-101/,https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/,learn detail,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/learn/buddhism-101/,https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,learn detail,indexable,indexable,in sitemap,in sitemap,KEEP_INDEXED,https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,Distinct route purpose remains valid under the Phase 2 ownership architecture; no indexability change justified.,High,No,Not applicable
https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,learn detail,indexable,indexable,in sitemap,in sitemap,KEEP_INDEXED,https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,Distinct route purpose remains valid under the Phase 2 ownership architecture; no indexability change justified.,High,No,Not applicable
https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,learn detail,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/learn/buddhism-for-beginners/,https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/,learn detail,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/learn/buddhism-101/,https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,learn detail,indexable,indexable,in sitemap,in sitemap,KEEP_INDEXED,https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,Distinct route purpose remains valid under the Phase 2 ownership architecture; no indexability change justified.,High,No,Not applicable
https://echobuddha.com/learn/buddhism-101/the-four-noble-truths-explained/,learn detail,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/learn/four-noble-truths/,https://echobuddha.com/learn/buddhism-101/the-four-noble-truths-explained/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/learn/buddhism-101/the-noble-eightfold-path-explained/,learn detail,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/learn/eightfold-path/,https://echobuddha.com/learn/buddhism-101/the-noble-eightfold-path-explained/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,learn detail,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/articles/what-is-sangha-buddhist-community/,https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,learn detail,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/learn/buddhism-101/,https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/learn/buddhism-101/threefold-training-sila-samadhi-panna/,learn detail,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/learn/eightfold-path/,https://echobuddha.com/learn/buddhism-101/threefold-training-sila-samadhi-panna/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,learn detail,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/learn/buddhism-for-beginners/,https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,learn detail,indexable,indexable,in sitemap,in sitemap,KEEP_INDEXED,https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,Distinct route purpose remains valid under the Phase 2 ownership architecture; no indexability change justified.,High,No,Not applicable
https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,learn detail,indexable,indexable,in sitemap,in sitemap,KEEP_INDEXED,https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,Distinct route purpose remains valid under the Phase 2 ownership architecture; no indexability change justified.,High,No,Not applicable
https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,learn detail,indexable,indexable,in sitemap,in sitemap,KEEP_INDEXED,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,Distinct route purpose remains valid under the Phase 2 ownership architecture; no indexability change justified.,High,No,Not applicable
https://echobuddha.com/learn/buddhism-101/who-was-the-buddha/,learn detail,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/learn/buddhism-101/,https://echobuddha.com/learn/buddhism-101/who-was-the-buddha/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/learn/buddhism-for-beginners/,learn hub,indexable,indexable,in sitemap,in sitemap,KEEP_INDEXED,https://echobuddha.com/learn/buddhism-for-beginners/,https://echobuddha.com/learn/buddhism-for-beginners/,Distinct route purpose remains valid under the Phase 2 ownership architecture; no indexability change justified.,High,No,Not applicable
https://echobuddha.com/learn/buddhist-dictionary/,learn hub,indexable,indexable,in sitemap,in sitemap,KEEP_INDEXED,https://echobuddha.com/learn/buddhist-dictionary/,https://echobuddha.com/learn/buddhist-dictionary/,Distinct route purpose remains valid under the Phase 2 ownership architecture; no indexability change justified.,High,No,Not applicable
https://echobuddha.com/learn/buddhist-dictionary/anatta/,learn detail,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/learn/buddhist-dictionary/,https://echobuddha.com/learn/buddhist-dictionary/anatta/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/learn/buddhist-dictionary/anicca/,learn detail,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,https://echobuddha.com/learn/buddhist-dictionary/anicca/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/learn/buddhist-dictionary/compassion/,learn detail,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,https://echobuddha.com/learn/buddhist-dictionary/compassion/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/learn/buddhist-dictionary/dhamma/,learn detail,indexable,indexable,in sitemap,in sitemap,KEEP_INDEXED,https://echobuddha.com/learn/buddhist-dictionary/dhamma/,https://echobuddha.com/learn/buddhist-dictionary/dhamma/,Distinct route purpose remains valid under the Phase 2 ownership architecture; no indexability change justified.,High,No,Not applicable
https://echobuddha.com/learn/buddhist-dictionary/dukkha/,learn detail,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/learn/four-noble-truths/,https://echobuddha.com/learn/buddhist-dictionary/dukkha/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/learn/buddhist-dictionary/karma/,learn detail,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,https://echobuddha.com/learn/buddhist-dictionary/karma/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/learn/buddhist-dictionary/karuna/,learn detail,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,https://echobuddha.com/learn/buddhist-dictionary/karuna/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/learn/buddhist-dictionary/metta/,learn detail,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/learn/buddhist-dictionary/metta/,https://echobuddha.com/learn/buddhist-dictionary/metta/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,learn detail,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/learn/buddhist-dictionary/nirvana/,learn detail,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/learn/buddhist-dictionary/,https://echobuddha.com/learn/buddhist-dictionary/nirvana/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/learn/buddhist-dictionary/pali-canon/,learn detail,indexable,indexable,in sitemap,in sitemap,HUMAN_REVIEW,https://echobuddha.com/learn/sutta-for-daily-life/,https://echobuddha.com/learn/buddhist-dictionary/pali-canon/,"Indexability remains unchanged because publisher, expert, source, or wellbeing judgement is required.",Medium,Yes,Not applicable
https://echobuddha.com/learn/buddhist-dictionary/sangha/,learn detail,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/articles/what-is-sangha-buddhist-community/,https://echobuddha.com/learn/buddhist-dictionary/sangha/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/learn/buddhist-dictionary/sati/,learn detail,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,https://echobuddha.com/learn/buddhist-dictionary/sati/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/learn/buddhist-dictionary/sutta/,learn detail,indexable,indexable,in sitemap,in sitemap,HUMAN_REVIEW,https://echobuddha.com/learn/sutta-for-daily-life/,https://echobuddha.com/learn/buddhist-dictionary/sutta/,"Indexability remains unchanged because publisher, expert, source, or wellbeing judgement is required.",Medium,Yes,Not applicable
https://echobuddha.com/learn/buddhist-resources/,learn hub,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/learn/,https://echobuddha.com/learn/buddhist-resources/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/learn/dhammapada-reflections/,learn hub,indexable,indexable,in sitemap,in sitemap,HUMAN_REVIEW,https://echobuddha.com/learn/dhammapada-reflections/,https://echobuddha.com/learn/dhammapada-reflections/,"Indexability remains unchanged because publisher, expert, source, or wellbeing judgement is required.",Medium,Yes,Not applicable
https://echobuddha.com/learn/dhammapada-reflections/avoid-evil-do-good-purify-the-mind/,learn detail,indexable,indexable,in sitemap,in sitemap,HUMAN_REVIEW,https://echobuddha.com/learn/dhammapada-reflections/,https://echobuddha.com/learn/dhammapada-reflections/avoid-evil-do-good-purify-the-mind/,"Indexability remains unchanged because publisher, expert, source, or wellbeing judgement is required.",Medium,Yes,Not applicable
https://echobuddha.com/learn/dhammapada-reflections/better-than-a-thousand-empty-words/,learn detail,indexable,indexable,in sitemap,in sitemap,HUMAN_REVIEW,https://echobuddha.com/learn/dhammapada-reflections/,https://echobuddha.com/learn/dhammapada-reflections/better-than-a-thousand-empty-words/,"Indexability remains unchanged because publisher, expert, source, or wellbeing judgement is required.",Medium,Yes,Not applicable
https://echobuddha.com/learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/,learn detail,indexable,indexable,in sitemap,in sitemap,HUMAN_REVIEW,https://echobuddha.com/learn/dhammapada-reflections/,https://echobuddha.com/learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/,"Indexability remains unchanged because publisher, expert, source, or wellbeing judgement is required.",Medium,Yes,Not applicable
https://echobuddha.com/learn/dhammapada-reflections/peace-comes-from-a-trained-mind/,learn detail,indexable,indexable,in sitemap,in sitemap,HUMAN_REVIEW,https://echobuddha.com/learn/dhammapada-reflections/,https://echobuddha.com/learn/dhammapada-reflections/peace-comes-from-a-trained-mind/,"Indexability remains unchanged because publisher, expert, source, or wellbeing judgement is required.",Medium,Yes,Not applicable
https://echobuddha.com/learn/dhammapada-reflections/the-mind-leads-all-things/,learn detail,indexable,indexable,in sitemap,in sitemap,HUMAN_REVIEW,https://echobuddha.com/learn/dhammapada-reflections/,https://echobuddha.com/learn/dhammapada-reflections/the-mind-leads-all-things/,"Indexability remains unchanged because publisher, expert, source, or wellbeing judgement is required.",Medium,Yes,Not applicable
https://echobuddha.com/learn/eightfold-path/,learn hub,indexable,indexable,in sitemap,in sitemap,KEEP_INDEXED,https://echobuddha.com/learn/eightfold-path/,https://echobuddha.com/learn/eightfold-path/,Distinct route purpose remains valid under the Phase 2 ownership architecture; no indexability change justified.,High,No,Not applicable
https://echobuddha.com/learn/four-noble-truths/,learn hub,indexable,indexable,in sitemap,in sitemap,KEEP_INDEXED,https://echobuddha.com/learn/four-noble-truths/,https://echobuddha.com/learn/four-noble-truths/,Distinct route purpose remains valid under the Phase 2 ownership architecture; no indexability change justified.,High,No,Not applicable
https://echobuddha.com/learn/questions-about-buddhism/,learn hub,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/learn/,https://echobuddha.com/learn/questions-about-buddhism/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/learn/sutta-for-daily-life/,learn hub,indexable,indexable,in sitemap,in sitemap,HUMAN_REVIEW,https://echobuddha.com/learn/sutta-for-daily-life/,https://echobuddha.com/learn/sutta-for-daily-life/,"Indexability remains unchanged because publisher, expert, source, or wellbeing judgement is required.",Medium,Yes,Not applicable
https://echobuddha.com/learn/sutta-for-daily-life/buddhas-teaching-on-patience/,learn detail,indexable,indexable,in sitemap,in sitemap,HUMAN_REVIEW,https://echobuddha.com/articles/three-ways-to-practice-patience/,https://echobuddha.com/learn/sutta-for-daily-life/buddhas-teaching-on-patience/,"Indexability remains unchanged because publisher, expert, source, or wellbeing judgement is required.",Medium,Yes,Not applicable
https://echobuddha.com/learn/sutta-for-daily-life/dhammacakkappavattana-sutta-four-noble-truths/,learn detail,indexable,indexable,in sitemap,in sitemap,HUMAN_REVIEW,https://echobuddha.com/learn/four-noble-truths/,https://echobuddha.com/learn/sutta-for-daily-life/dhammacakkappavattana-sutta-four-noble-truths/,"Indexability remains unchanged because publisher, expert, source, or wellbeing judgement is required.",Medium,Yes,Not applicable
https://echobuddha.com/learn/sutta-for-daily-life/kalama-sutta-and-wise-thinking/,learn detail,indexable,indexable,in sitemap,in sitemap,HUMAN_REVIEW,https://echobuddha.com/learn/sutta-for-daily-life/,https://echobuddha.com/learn/sutta-for-daily-life/kalama-sutta-and-wise-thinking/,"Indexability remains unchanged because publisher, expert, source, or wellbeing judgement is required.",Medium,Yes,Not applicable
https://echobuddha.com/learn/sutta-for-daily-life/magga-vibhanga-sutta-eightfold-path/,learn detail,indexable,indexable,in sitemap,in sitemap,HUMAN_REVIEW,https://echobuddha.com/learn/eightfold-path/,https://echobuddha.com/learn/sutta-for-daily-life/magga-vibhanga-sutta-eightfold-path/,"Indexability remains unchanged because publisher, expert, source, or wellbeing judgement is required.",Medium,Yes,Not applicable
https://echobuddha.com/learn/sutta-for-daily-life/metta-sutta-explained-for-daily-life/,learn detail,indexable,indexable,in sitemap,in sitemap,HUMAN_REVIEW,https://echobuddha.com/learn/buddhist-dictionary/metta/,https://echobuddha.com/learn/sutta-for-daily-life/metta-sutta-explained-for-daily-life/,"Indexability remains unchanged because publisher, expert, source, or wellbeing judgement is required.",Medium,Yes,Not applicable
https://echobuddha.com/learn/sutta-for-daily-life/mindfulness-of-breathing-explained-simply/,learn detail,indexable,indexable,in sitemap,in sitemap,HUMAN_REVIEW,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,https://echobuddha.com/learn/sutta-for-daily-life/mindfulness-of-breathing-explained-simply/,"Indexability remains unchanged because publisher, expert, source, or wellbeing judgement is required.",Medium,Yes,Not applicable
https://echobuddha.com/learn/sutta-for-daily-life/right-speech-in-daily-life/,learn detail,indexable,indexable,in sitemap,in sitemap,HUMAN_REVIEW,https://echobuddha.com/articles/right-speech-buddhism/,https://echobuddha.com/learn/sutta-for-daily-life/right-speech-in-daily-life/,"Indexability remains unchanged because publisher, expert, source, or wellbeing judgement is required.",Medium,Yes,Not applicable
https://echobuddha.com/meditation-guide/,other,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/meditation/,https://echobuddha.com/meditation-guide/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/meditation-safety/,trust/policy,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/about/,https://echobuddha.com/meditation-safety/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/meditation/,hub/utility,indexable,indexable,in sitemap,in sitemap,KEEP_INDEXED,https://echobuddha.com/meditation/,https://echobuddha.com/meditation/,Distinct route purpose remains valid under the Phase 2 ownership architecture; no indexability change justified.,High,No,Not applicable
https://echobuddha.com/meditation/10-minute-meditation-practice/,meditation detail,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/meditation/,https://echobuddha.com/meditation/10-minute-meditation-practice/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/meditation/5-minute-meditation-practice/,meditation detail,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/meditation/,https://echobuddha.com/meditation/5-minute-meditation-practice/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/meditation/breathing-meditation/,meditation detail,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,https://echobuddha.com/meditation/breathing-meditation/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/meditation/loving-kindness-meditation/,meditation detail,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/learn/buddhist-dictionary/metta/,https://echobuddha.com/meditation/loving-kindness-meditation/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/meditation/meditation-for-beginners/,meditation detail,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/meditation/,https://echobuddha.com/meditation/meditation-for-beginners/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/meditation/meditation-posture-for-beginners/,meditation detail,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/meditation/,https://echobuddha.com/meditation/meditation-posture-for-beginners/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/meditation/mindfulness-in-daily-life/,meditation detail,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,https://echobuddha.com/meditation/mindfulness-in-daily-life/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/meditation/walking-meditation/,meditation detail,indexable,indexable,in sitemap,in sitemap,KEEP_INDEXED,https://echobuddha.com/meditation/walking-meditation/,https://echobuddha.com/meditation/walking-meditation/,Distinct route purpose remains valid under the Phase 2 ownership architecture; no indexability change justified.,High,No,Not applicable
https://echobuddha.com/meditation/when-meditation-feels-hard/,meditation detail,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/meditation/,https://echobuddha.com/meditation/when-meditation-feels-hard/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/mindful-living/,hub/utility,indexable,indexable,in sitemap,in sitemap,KEEP_INDEXED,https://echobuddha.com/mindful-living/,https://echobuddha.com/mindful-living/,Distinct route purpose remains valid under the Phase 2 ownership architecture; no indexability change justified.,High,No,Not applicable
https://echobuddha.com/privacy-policy/,trust/policy,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/about/,https://echobuddha.com/privacy-policy/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/quote-attribution-policy/,trust/policy,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/about/,https://echobuddha.com/quote-attribution-policy/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/quotes/,hub/utility,indexable,indexable,in sitemap,in sitemap,KEEP_INDEXED,https://echobuddha.com/quotes/,https://echobuddha.com/quotes/,Distinct route purpose remains valid under the Phase 2 ownership architecture; no indexability change justified.,High,No,Not applicable
https://echobuddha.com/quotes/awareness/,quote category,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/quotes/,https://echobuddha.com/quotes/awareness/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
